,Cerebellum_9_L,Cuneus_L,N_Acc_L,Thal_MDl_R,Thal_MGN_R,Thal_VL_R,Cerebellum_10_R,Hippocampus_L,Frontal_Inf_Oper_R,SupraMarginal_R,Pallidum_R,Frontal_Mid_2_L,Frontal_Inf_Orb_2_R,Temporal_Pole_Sup_L,Vermis_8,Temporal_Pole_Sup_R,Frontal_Inf_Oper_L,Vermis_4_5,Thal_VA_R,Calcarine_L,Thal_VPL_L,Angular_L,SN_pc_R,Cerebellum_8_R,Precuneus_R,VTA_R,Red_N_L,OFCpost_R,Thal_MDm_R,Cerebellum_Crus1_L,OFCpost_L,Paracentral_Lobule_R,Frontal_Med_Orb_L,Frontal_Inf_Tri_R,Temporal_Inf_L,Thal_MDl_L,Cingulate_Post_L,Putamen_L,Cerebellum_9_R,ACC_pre_R,Cerebellum_3_L,OFCant_L,Vermis_9,Thal_PuI_R,Thal_PuM_L,Thal_LGN_L,SupraMarginal_L,Rectus_R,Occipital_Mid_L,Precentral_L,ParaHippocampal_R,Pallidum_L,Thal_IL_L,Vermis_6,Insula_L,Thal_PuL_L,Caudate_L,Cerebellum_3_R,SN_pr_L,Frontal_Sup_Medial_R,Vermis_10,Frontal_Sup_2_R,Thal_VPL_R,Lingual_L,OFCant_R,VTA_L,Precuneus_L,Cuneus_R,Cingulate_Mid_R,Heschl_R,OFCmed_R,Cerebellum_6_L,Cerebellum_Crus1_R,Rectus_L,Thal_VL_L,Postcentral_R,Thal_PuA_R,Caudate_R,N_Acc_R,Frontal_Inf_Orb_2_L,Vermis_3,Insula_R,Cerebellum_6_R,Occipital_Inf_R,SN_pc_L
Cerebellum_9_L,1.0,0.27796569909971686,0.3454028445800824,0.20080893688250603,-0.0007782576781640999,0.5800635305096884,0.5543227689830446,0.45442307922302866,0.35426504097128436,0.11761021792718657,0.19233349884619572,0.4648025389209892,-0.06883350708170145,0.12057468091325464,0.22349871116447267,0.19329511408483824,0.39316379827609904,0.4632346648348848,0.5379849881149652,0.6213041455830721,0.4002261421939807,-0.06141651261081287,0.3176182772613608,0.8169842836581737,0.329712551753797,0.16975805423347806,0.3651468217711531,-0.0801710201887876,0.1670508851286042,0.5985657764798439,0.25866982792160703,0.13825829317470362,-0.1363991813746026,0.4470755513188541,0.6094609521914187,0.12283036728362848,0.25255359958517326,0.3243512651908898,0.8251222172248711,0.07832331083733657,0.32443230118990424,-0.18883979173174525,0.45964023142150856,-0.1758369326768733,0.46588243594681994,0.2624879877307567,0.439920627509678,0.08759311118006231,-0.24668788774921876,0.46059672314833855,0.4354564391654601,0.04139608943003036,0.24959207482586393,0.39204933313006,0.4113080499916881,0.4115112791872818,0.39344635720293014,0.26574878069670865,0.11312127628915172,0.3718654223375934,0.520882394412839,0.2433596986053824,0.20430525666723173,0.5339885410133349,-0.24657259676243837,0.458957217827268,0.14349016672740572,0.28607393065649217,0.5388391450912408,0.409902469278845,-0.3842622196200567,0.5027528519645443,0.6031322033148023,-0.1580236469584589,0.5009670625589409,0.12909917789179773,0.014231845796787735,0.48458816974886604,0.33107717902595535,0.13444112965324753,0.29894748711142016,0.3271412530057596,0.5525883054383686,0.4580401339314272,0.3060886185859234
Cuneus_L,0.27796569909971686,1.0,-0.01368237476062503,0.0545043628155626,0.27725306973348396,0.3582461449559563,0.33727055377652077,0.2666291220949366,0.2510468959384293,0.8372670884865747,-0.041461439685292464,0.08802510286552728,-0.015754640588329916,0.11819700910600474,0.1023075871947747,0.15632872581774898,0.13843914296053456,0.5606475801094105,0.581033558377434,0.655155533131926,0.5901673691473657,-0.03868294460278692,0.29704459339989175,0.2986576993077476,0.8004141442863596,0.023597905320994764,0.39580607840389626,-0.013654357803604102,0.06263198722360264,0.21240150372466526,0.16474480617312154,0.7847881871172007,-0.3759904946852112,0.2403587962652127,0.2283722964463026,-0.18683252468230713,0.22398633773968735,0.012029506537020795,0.1323749221889271,-0.3294509764985012,-0.10581966481908346,-0.3881037884470003,0.03521367543640844,-0.0063554476688083795,0.19528184136308696,0.06119169144912643,0.7763956587125881,0.019169056662251407,0.17666362802744698,0.408274742231327,0.15185075681803067,-0.35798066669669654,0.38556791614472014,0.46215465721312804,0.21007172204941674,0.08732193149451212,-0.04346511684924446,0.1570496430034851,0.20564248580628552,0.14795057080210988,0.1090801747055479,0.35907418548271686,-0.07127124131999478,0.36909808935336663,-0.197854220561885,-0.06759449285869291,0.8373805005259443,0.8731475635564346,0.34570472749769987,-0.1451260608781145,-0.1092973179674469,0.5970606177793684,0.370666918842453,-0.17950195054123996,0.5352039210800533,0.7136480043460821,-0.2782162177548098,0.10127403894083137,-0.24859413373976327,0.11160860358361183,0.09682885098362812,0.30383212064092774,0.40495142894284397,0.17190135072433635,0.2300896165579178
N_Acc_L,0.3454028445800824,-0.01368237476062503,1.0,0.3179135613972717,0.31770244958587834,0.33050807727388143,0.5301307416068876,0.5333369930784543,0.44502068505922826,0.036273627154333285,0.6136299795310891,0.6102994697286998,-0.00043719504856895683,0.16134871701741874,-0.10646877941770869,0.32842441065761485,0.5373482133844522,0.2067590583538087,0.1102293200323931,0.2738849806930379,0.019508444020349507,0.07110570153162024,0.34157502071800416,0.1809555078264161,0.12949453848990466,0.2589673788852656,0.3305609031340856,0.2698683131329595,0.5552826767477604,0.022236446094483275,0.3620717138875876,0.0024003683646964475,0.3567594809395136,0.45500393825640684,0.4084363999376001,0.35405611079059,0.39967105582987167,0.662043048385215,0.33696698134851444,0.29987960589770374,0.34629240896597785,0.25732426583284745,0.002068494254543083,-0.031202102043294194,0.3201443128057369,0.5476914750030525,0.18446584463588106,0.4034761089431921,-0.12942870118273558,0.5700991621726307,0.5749362294834169,0.5369254728554592,0.3160617014912761,-0.18874537716770912,0.4310316777562847,0.21254999527020313,0.6171502553437862,0.42708833377354183,0.17092145903369552,0.5608983842294663,0.5609130508146677,0.5386591490931408,0.49101377043071404,0.1239637200166582,0.19961239899409172,0.3898591065175793,0.018087947426229767,0.0352359033236251,0.61586135785014,0.3584796268047109,0.06261041312854324,0.01657478214755399,0.16906553410182737,0.25681163252579453,0.3118479932833647,0.25117591638780806,0.4057286128153479,0.5548572807552354,0.33784320003772,0.11771628404023705,0.43991567891796457,0.3733635164224595,0.18226091999394184,-0.07555971340693746,0.3449291414153967
Thal_MDl_R,0.20080893688250603,0.0545043628155626,0.3179135613972717,1.0,0.06773562030847928,0.2847516428779864,0.20943713108013062,0.23314814773578085,0.022084245668909718,-0.05039656605916483,0.3949536531279743,0.1889816596586733,-0.24234986165616737,0.16702146064629875,-0.20640189076879847,0.21960995389942198,-0.030486754605392883,0.08970108764273042,0.112708988748441,-0.003308236309230626,0.016320308088489322,-0.0060410172365566025,0.06326938536799544,0.13406821204756345,-0.11011570234881056,0.17039332747601285,0.14203881914760477,0.2706485704944838,0.55608549637803,0.13127343576989436,0.1673876804088019,-0.20517463511700776,0.2573225850856267,0.026009599122497076,0.18095521782669707,0.34940721042104383,0.2369643521132398,0.3199586006486492,0.24991010956809678,-0.10518075275928453,0.15270555828548926,0.1272657264127857,-0.18758237127751437,-0.4323182332023335,0.0684802884826503,0.14350933999739152,0.10862933552151394,0.37753338563196703,-0.04265806628684452,0.1224414322013672,0.3144546989475183,0.23219907768966547,0.28693451434089934,-0.22093217874298787,0.03093713228266127,0.1794121487896807,0.25939916481935,0.15053177253494057,0.11156211796363392,0.19467725268437835,0.33326762651206504,0.15646837961098897,0.16783523811469908,-0.03858902377476115,0.09090288796930918,0.41895131452706913,-0.167797453610769,-0.010623215642164603,0.26118255995760165,-0.06760997724788727,0.21493963457350107,0.0577285809100133,0.1092730006116082,0.31173297343427026,0.24246351909237787,-0.002249058117916104,-0.0036973673112404314,0.15270208080451528,0.03851852408292412,-0.19051250267453612,0.054552229509663513,-0.023912353657872757,0.08977107060710218,0.11964912579300374,0.16854221116409807
Thal_MGN_R,-0.0007782576781640999,0.27725306973348396,0.31770244958587834,0.06773562030847928,1.0,0.07906025715277071,0.27977029439790796,0.3204932201726372,0.4310067845253281,0.37528657278756816,0.3660429434080509,0.19971996008762594,-0.004099292000470234,0.2850671170332737,0.03366996421872197,0.07053916872700809,0.3554633804675968,0.17000779643633349,0.0015740083956380807,0.2430366593684829,-0.002232004355988946,-0.10956897293676104,0.13381790651008416,-0.10579509221620298,0.31852866294641075,-0.086254487459771,0.31880335749553507,0.07531992920618923,0.38026174541786345,-0.06566002900809775,0.19900556521039167,0.40010371591118,0.09793327607512854,0.26826390337496653,0.2339706446623791,0.13989401930103393,0.33858632395122895,0.40549750262218065,-0.07073811856851542,0.04511362608292552,0.1042619222450569,0.09631476873933367,-0.10159355728381002,0.2666694872895166,0.3633186825475133,0.36837118515250133,0.17334145648931149,0.09875895482972341,0.05193711283919428,0.3275068826125452,0.21152194647203917,0.3142947080351372,0.2648685789288317,-0.08730460866619028,0.2734457360146169,0.00352313409514715,0.26927355877186404,0.261904805643064,0.1097190706247373,0.27952839450800926,0.13197740657227303,0.4427786682612215,0.4121796891172663,0.0371410798265129,0.10165856385661906,-0.036934598861553466,0.34401046194574353,0.2464350573377768,0.33522828433857854,0.04103249108580622,0.0467511492764289,-0.014050423480069286,-0.08299938114527022,0.056592492172985516,0.11853929253855097,0.5310340343520081,0.2029487468290655,0.22064664467536776,-0.08861437363902015,0.04866881237378498,0.33296118954846976,0.34117611575228673,-0.009217625064336245,-0.22937032732644255,0.3283404367993588
Thal_VL_R,0.5800635305096884,0.3582461449559563,0.33050807727388143,0.2847516428779864,0.07906025715277071,1.0,0.6791882693488329,0.6730167747362162,0.6008384174881559,0.31518040915741097,0.430756934252027,0.6302806809171998,0.3191074264479856,0.3192045941272971,0.13280833274119486,0.6273005573045022,0.5737545331548944,0.6930283156187071,0.7796644405628091,0.6846556183718691,0.5850608385607324,0.0351800100099701,0.5380338717851428,0.6240434134340276,0.5393374164550474,0.46836573360037215,0.6226789338104979,0.3116448117671793,0.08413063518283301,0.5379652420715424,0.44620126733695054,0.19178775263921075,0.04085390752926063,0.6425909084036793,0.689122322929512,0.2170486959319257,0.443779004730869,0.510134493341371,0.6052991698755756,0.3298390495971441,0.4800517241901602,-0.21202808444737756,0.37517450058810126,-0.1088795291595087,0.5959410336960387,0.4161926330601842,0.581049835573395,0.46201850963840935,-0.03006595688874192,0.6621300446095146,0.6962423640337331,0.13829340835753284,0.5856833785619924,0.3123975512825803,0.6057346705112187,0.3276276981470664,0.5440363489978715,0.5100934266568036,0.3730605229471413,0.6132967531210575,0.6026183050218227,0.5399631479231238,0.4134471054068325,0.6996481421442168,-0.005301911361037338,0.4825679274616067,0.38865722149545484,0.3379186291412345,0.6778965210997168,0.485560562150848,-0.228001212051282,0.5943350369346343,0.5940534381236268,0.10684748388981807,0.7034274684447425,0.3025686731096599,0.1095524000502158,0.7281347091579393,0.4300402567997229,0.5175392515527213,0.5805869261003895,0.6239999604983378,0.716148346648285,0.4264256732865137,0.5515886443068453
Cerebellum_10_R,0.5543227689830446,0.33727055377652077,0.5301307416068876,0.20943713108013062,0.27977029439790796,0.6791882693488329,1.0,0.842206727498423,0.7321831156880546,0.25258823193505486,0.6100362475668174,0.815470700246933,0.42349130679282004,0.4277550361998374,0.2789198261830618,0.6224433527458572,0.7431289565860003,0.6619353202837218,0.5135425480692496,0.6958699642745554,0.5514717106486493,-0.1318069085286454,0.4868152497283736,0.49922721282927746,0.5637902246411679,0.4663904127503626,0.5208994991216227,0.2990799640390302,0.45145130491496827,0.36405009061307336,0.5683114141220825,0.2688984305055645,0.13577388363992576,0.7462793645689972,0.7204191711831931,0.34361011679829734,0.6911903649079468,0.7406687032960309,0.602399726285357,0.5367705129695549,0.6871344864082338,0.16107835652848376,0.41351161645103385,0.14987481394436614,0.6396566157462269,0.6367377920019301,0.5601055523817281,0.45370142795954665,-0.06306195322175831,0.7482113607216239,0.7734944251404081,0.5228754742938582,0.5751748875586649,0.13286445790991508,0.7574572351445735,0.38135936495382466,0.8003398780280261,0.7076892880362072,0.3748201144157833,0.6771462131187692,0.7482155016777285,0.7125294171262709,0.5135912350889251,0.5634787158202095,0.22722950846258513,0.4058366550479067,0.4249437783374218,0.3369099135605957,0.8195316288791857,0.5810661259827204,-0.025954332496651283,0.3779617513191923,0.4188840533569574,0.18341219128196737,0.6519078820882063,0.3622349315950245,0.3295124371207092,0.7646642241214882,0.3118557283435746,0.5288609764354916,0.7837662234163328,0.7718099786139048,0.5375839668268564,0.1381980553636448,0.5592538253333148
Hippocampus_L,0.45442307922302866,0.2666291220949366,0.5333369930784543,0.23314814773578085,0.3204932201726372,0.6730167747362162,0.842206727498423,1.0,0.7734370431273674,0.2559440463901255,0.6165012372466794,0.8719025983499826,0.548127364601635,0.5162466719951682,0.25346685090134274,0.6916466383684404,0.7469562079376587,0.7351701827208279,0.5383350309413941,0.6985978042533436,0.5109048141310836,-0.01765799128784355,0.6584931368357058,0.5183389142795376,0.5563591635301477,0.6022064358078899,0.6086777244999173,0.48727492602049133,0.35536407814802834,0.4353770415675582,0.7508204688163107,0.15660558982182496,0.28164653971057274,0.7858281345164826,0.798322816505502,0.2822798668113208,0.7285925937182612,0.7637905068167677,0.6025009131880553,0.6066785146570121,0.7630780691949557,0.1940082183224216,0.41458495703938114,0.20834362759209368,0.7031891788509494,0.6918394181269839,0.5211003254669411,0.5800042062115458,-0.20228570680694558,0.7554424899127336,0.8604622921771657,0.49279671347296566,0.5312727032954326,0.11646287958410402,0.8280875735119666,0.42543275653362916,0.8088805908282604,0.8087671859373796,0.5170592210811265,0.7454720411229165,0.7341928020430802,0.7480321619623034,0.5897000326050602,0.6900051329428469,0.3479210980058878,0.36568273734306556,0.4166476429447031,0.25807568218958243,0.8288944119000302,0.5108224880586169,0.06117616108937471,0.46102081498054337,0.4894123227932397,0.3048176503103134,0.627793267009827,0.36177988662171345,0.33494544954168665,0.8044311047827806,0.34558126106632675,0.6723132669983118,0.8683546690510376,0.8170995681050205,0.646037096476225,0.18421920209548356,0.6650651016235969
Frontal_Inf_Oper_R,0.35426504097128436,0.2510468959384293,0.44502068505922826,0.022084245668909718,0.4310067845253281,0.6008384174881559,0.7321831156880546,0.7734370431273674,1.0,0.41040687920440033,0.5752871434753924,0.7622224138385735,0.49562708383894016,0.4612900097293376,0.38327554369319244,0.5343242446456345,0.915915637536898,0.5614616849159613,0.36031584004373457,0.6718057822120831,0.41360464546674064,-0.04997164597867686,0.5513322892010301,0.34050223637522437,0.5351830287430063,0.357097265889567,0.5558584538076495,0.22661465312809256,0.15788359736915264,0.27535885367012086,0.5050677605022766,0.35744413684686555,0.160641429259024,0.9143574989428915,0.7000276500388611,0.23885375112085885,0.4463735550855486,0.676855218549194,0.31356181818111245,0.5629431158450728,0.5562729722182571,0.0019844433154412944,0.42553399849040724,0.28450919879337144,0.6451914963111096,0.6477797743019565,0.5046402147620908,0.36738241049097253,-0.028453461221834543,0.7606237769727986,0.6737994041672534,0.43236207353492834,0.47116259695371526,0.2104104816530104,0.9001611179491932,0.26658177321424587,0.6853831886264264,0.6505686745648115,0.2197726227616348,0.775371650428289,0.49210286577128165,0.7823140709639502,0.6185490746311909,0.6522011351341842,0.14508186010027116,0.2679034830416878,0.46529022419839927,0.24716183455336754,0.7480561582665451,0.6915878629092244,-0.23789186884344943,0.37964770243846685,0.3410045298395797,0.031414586387793535,0.6020731794184343,0.5462581423893891,0.32126546342017454,0.8006262028296447,0.3411418973222935,0.6427940499207243,0.7836445748496552,0.9130826047797327,0.5501414268619643,0.05680285244369964,0.4993402255462722
SupraMarginal_R,0.11761021792718657,0.8372670884865747,0.036273627154333285,-0.05039656605916483,0.37528657278756816,0.31518040915741097,0.25258823193505486,0.2559440463901255,0.41040687920440033,1.0,0.03816417363599819,0.12599731996975738,0.12063483119275273,0.15976782965254413,0.07692287300299117,0.15581266799284038,0.28347765417775145,0.47341686580480563,0.44871875495173563,0.5999100925372227,0.550966589466358,-0.01762260638631976,0.3575069883060337,0.11148956561657848,0.7640028335464343,0.04149685472811952,0.4257001878507007,0.03733870138037507,-0.04718169863385427,0.08734291922011296,0.1476421022423875,0.818091819333736,-0.2389392020549345,0.3694657033942884,0.22337635843734277,-0.2367319550288274,0.18419125131357955,0.07991806522995924,-0.08909020048686242,-0.19156196948521878,-0.10765254343019065,-0.3956582802471479,-0.025418137490000763,0.15286194643048512,0.16536014831287718,0.1562272401090002,0.6699972666049299,0.07463986586813971,0.25544391734845984,0.44917850411633115,0.17096925082820633,-0.32167892144059057,0.4059937745224722,0.40546758690164675,0.31133597200773955,-0.0141539585664491,-0.04785768394660158,0.15313115498796903,0.14437344505466707,0.2984988487132405,-0.030641397481231118,0.48377665533920383,0.0902604888546577,0.3802184540491256,-0.1540624429411746,-0.11293846653995608,0.8575477569906652,0.735005780132935,0.3774980959685343,-0.05368742432933722,-0.17778334332370785,0.5118141520542787,0.25642806489088965,-0.12984011710200172,0.5415191043070073,0.9235189683262385,-0.14407171289813447,0.21677388984884807,-0.08775918797053726,0.2657488269134305,0.1577974136779421,0.3815815710132773,0.3635814895395944,0.01719210415340239,0.2068296463535373
