,Frontal_Sup_2_L,Thal_PuI_R,OFCpost_R,Rectus_R,Parietal_Sup_L,SupraMarginal_R,Frontal_Sup_Medial_L,Cerebellum_Crus2_L,Red_N_R,VTA_R,Cuneus_R,Caudate_L,Cerebellum_7b_R,Cerebellum_6_L,ACC_sub_R,Vermis_9,Angular_L,OFCant_L,Vermis_8,Caudate_R,Frontal_Sup_Medial_R,Thal_VA_L,Putamen_R,Hippocampus_L,Thal_VPL_R,Thal_MDm_L,Pallidum_R,Paracentral_Lobule_R,Cerebellum_Crus1_L,SN_pr_R,Frontal_Inf_Oper_R,OFClat_R,Cerebellum_9_R,SN_pr_L,Parietal_Inf_R,Occipital_Sup_L,Raphe_D,Temporal_Pole_Mid_R,Cerebellum_4_5_R,LC_L,Temporal_Inf_L,Occipital_Inf_R,Temporal_Sup_R,Thal_MDl_R,Vermis_1_2,Angular_R,Supp_Motor_Area_R,OFCmed_R,Fusiform_R,SN_pc_R,Thal_PuM_R,ACC_pre_R,Frontal_Med_Orb_R,Thal_VA_R,ACC_pre_L,Amygdala_L,Temporal_Sup_L,Thal_MDm_R,ParaHippocampal_R,Cerebellum_Crus1_R,Lingual_R,Thal_AV_L,Precentral_R,Cerebellum_8_R,Vermis_4_5,VTA_L,Red_N_L,Thal_LGN_R,ParaHippocampal_L,Thal_MDl_L,Frontal_Inf_Tri_R,Heschl_R,N_Acc_R,Thal_PuA_R,Vermis_7,Cerebellum_3_L,LC_R,OFCant_R,ACC_sup_R,Thal_PuM_L,Calcarine_L,OFCmed_L,Lingual_L,OFClat_L,Temporal_Inf_R,Occipital_Mid_L,Precentral_L,Thal_VPL_L,Cingulate_Mid_R,Insula_R,Frontal_Inf_Orb_2_L,Paracentral_Lobule_L,Postcentral_L,Thal_MGN_L,ACC_sub_L,Frontal_Inf_Tri_L,Cerebellum_4_5_L,Parietal_Inf_L,SN_pc_L,Parietal_Sup_R,ACC_sup_L,Cerebellum_3_R,Precuneus_L,Cerebellum_10_L,Pallidum_L,Frontal_Mid_2_R,Calcarine_R,Thal_PuL_R,Thal_IL_R,Frontal_Mid_2_L
Frontal_Sup_2_L,1.0,0.19530182615586025,0.4818726341702842,0.6163495816661327,-0.058401575126266356,0.22102396010502845,0.8617046486682172,0.18145337764980055,0.732145180174398,0.5336959851106851,0.15213351530642338,0.8519228931514504,0.30477332027582493,0.25022245455296677,0.1990864554419398,0.28110898323121525,0.04474025275318324,0.31269683684027055,0.14628582383327532,0.8666893087664403,0.8788831574768688,0.6590976187520463,0.8539125840522832,0.8599223933656656,0.6299025042739234,0.6256836902540968,0.765098307343934,0.19612540151724106,0.1874280643376907,0.6025298482282299,0.7989356092370482,0.5470298582316696,0.45712717480429965,0.35189755474811507,-0.23981663919941815,-0.13217496216896732,0.1321180191950555,0.45209371579013286,0.8055731698483455,0.05347405994885707,0.707013633825669,0.0029046653905238466,0.7337698337651845,0.1922774812901151,0.6627779029774574,-0.06231730996507818,0.8395811558173674,0.05639162055989905,0.7893333256498378,0.5413765576136219,0.7060765760980954,0.6453042578750808,0.29386674147222,0.37369273097369765,0.7720290082089943,0.28535617616086245,0.7801561674029489,0.3813576830772064,0.8035129387383072,0.35410904506331986,0.6800057345116706,0.23512734383988929,0.7163857928537393,0.3419254219118266,0.5329345377404785,0.41098584733083215,0.5397727758447611,0.43646956436365747,0.7252892485800085,0.32700505950008346,0.8357975628119669,0.6601909820340663,0.423322712879934,0.5109548556685279,-0.1794429964976938,0.6877855856764409,0.07293279097014081,0.4287346378448928,0.7307699924773918,0.603477334682968,0.5787089993430486,0.006815427130254104,0.5147774716742181,0.5605903853977041,0.6952931954799326,-0.0913257996175419,0.8466883785870215,0.2975235206891668,0.8906415280006893,0.7914657988373127,0.6495802258856604,0.24494452707862813,0.7330507279455686,0.20075131565900814,0.2620825929740734,0.87479471712163,0.8609482015682748,0.34305597170310037,0.5971481729010389,0.11822022444701837,0.7971078587783037,0.7358427671024138,0.35783940456142316,0.6551156035733465,0.6346892206230815,0.9316545790886511,0.45519341295027477,0.4376153974315372,0.6067138416377329,0.9136335812285313
Thal_PuI_R,0.19530182615586025,1.0,0.06431833767356335,-0.1105638909959314,2.1053998180568915e-05,0.15286194643048512,0.10789534157929916,0.06909465556728211,0.14281440267816958,0.06744433789199972,-0.005406759701391342,0.1425232697092713,-0.29045536864909627,-0.030785257657792667,0.20924664110395047,0.25675302706844666,-0.037300883096668964,0.21126294267324025,0.34733425669436485,0.09144113280442188,0.007445482877271822,-0.1999348452959734,0.1954348145426788,0.20834362759209368,0.27804575220542177,-0.11769592222172459,-0.061784562519221646,0.23115656704399856,0.0029893585967480352,0.10377539442343614,0.28450919879337144,0.30014890631636826,-0.15722879710367663,0.13736677802021427,0.1369501192949989,-0.043528669884860656,-0.3187195024407268,-0.2198653277701291,0.11856612289510086,-0.10747737065089749,0.1409419752165191,-0.20343259055820898,0.2356002126497522,-0.4323182332023335,0.04810107485205778,0.029365270827797645,0.13473418525716072,0.05397545767409288,0.05602227664447434,0.17162433176483652,0.3417834498026957,0.371340321389869,0.26191957446507236,-0.03949574526926513,0.1595306118113541,0.35395804188617846,0.24894642401367106,-0.10372318434039765,-0.03992448119469853,-0.07502638940606646,0.22594720384033473,-0.23386613257401173,0.11457544615831539,-0.08487914012230093,0.25992818283282043,-0.4106332662403681,0.11344480808143317,0.4047990257418035,-0.04306457383277057,-0.15020067377358784,0.22976468592208604,0.12863933222710078,-0.07738080605313653,0.16304276845383786,0.321393753593989,0.21030335144804937,0.17123303615648577,0.2236827824330513,0.1818038730668535,0.250469912027882,0.15502498702156597,0.06658908339701378,0.1920149589418968,0.0546947471015163,-0.05137610105568071,-0.06402792713435682,0.04914240638431653,0.1651305757598226,0.006813691875990994,0.3680939002403358,0.4149915138083188,0.16381396067628007,0.09044056432091217,0.5077841301054096,0.0431923049764378,0.21863662075407736,0.1499622362322591,0.09772223846973241,0.058734240871264505,0.009285259090712178,0.18576673807369584,0.22454614054929078,0.3123945515137247,0.18014824717604475,0.17755908323269273,0.1708743523388444,0.06643660651668486,-0.04773116966973068,-0.09468572297053748,0.12949118403205098
OFCpost_R,0.4818726341702842,0.06431833767356335,1.0,0.688005727863746,0.06762100973772928,0.03733870138037507,0.4366628817136804,0.1524673223914832,0.37419351042152804,0.7154339222329149,0.02200571124248823,0.3906762125496729,0.0213759589879486,0.0725514565351887,0.744300324789597,-0.0429220471226885,-0.058842481864282904,0.3787955321150567,-0.1467428696236474,0.4262203482997568,0.4371797238153114,0.5445198970862581,0.43646857673872796,0.48727492602049133,0.3044262725318817,0.3737907310189485,0.47152067947215426,-0.1453109156140405,-0.024400241408443046,0.24303110249297152,0.22661465312809256,0.5269710184579983,0.173852977301707,0.7040518352042469,-0.16651586522331913,-0.11350030224702606,-0.29693269823716,0.4319107086227426,0.401478156240605,0.1195872355743951,0.31221335256796146,-0.0633780772343718,0.323002982421582,0.2706485704944838,0.4426062825582131,-0.025476306225377453,0.4005834995159117,0.5786998153667959,0.41593810997705266,0.5008859417136361,0.3919812883318092,0.5339668780305525,0.3098840438666758,0.28048957298971144,0.47727422084904997,0.6537642334671308,0.23365741534050727,0.0986243814915295,0.6200056942781234,0.12502918844011246,0.2690741334095591,0.06475393402461618,0.2694208195620527,0.05864550067745253,0.45815755559241883,0.012035081292674311,0.22936080440112241,0.06607657255550536,0.6624448858210039,0.08248636083996173,0.3283703242032975,0.08643422300373628,0.20483283334085284,0.27737128783026244,-0.2031686542003479,0.42987776777544034,-0.14569031087196468,0.7331514984511437,0.20567020875261613,0.1918104311800984,0.1171279772054907,0.45716304561213833,0.2284084827191315,0.6305140420352962,0.34468317462566983,0.03183114099062012,0.3290688682579069,0.15484751461820614,0.36658813068299534,0.3639011506714191,0.5031481546818235,0.0997860163639832,0.21709897141010778,0.38166076711170105,0.601424962767472,0.36671690114922445,0.4327416469643134,0.07581279594895132,0.30312643881030993,0.06858137199489239,0.43014858783836357,0.5139790356208099,0.19157033889940672,0.21476799706019498,0.33168900830421266,0.44558425474273783,0.108037988958369,0.21460725963392058,0.19981176006530002,0.4442609223871914
Rectus_R,0.6163495816661327,-0.1105638909959314,0.688005727863746,1.0,0.026111563954123975,0.07463986586813971,0.5849270163425159,0.06089261837191621,0.5108335488115768,0.5809200671510918,-0.007069037363825789,0.5425985736059555,0.18845623805937559,0.16955842521762612,0.45940317223682714,-0.0677835262177896,0.012945626547324585,0.3311417412147165,-0.2500915018919789,0.5750448823599754,0.6635364073836963,0.6689407593464458,0.5579589554128522,0.5800042062115458,0.37193927132222715,0.47925189696444764,0.5961678836560625,-0.09436791492405773,0.09478401724983812,0.4106410498373089,0.36738241049097253,0.4102902344958551,0.2729794957595027,0.39482507580889264,-0.22084396695941827,-0.11382347285475036,0.056407028303143446,0.5329216608688551,0.47222596108162834,0.25052624994024136,0.4121195662507608,-0.006835936051900367,0.3705392949383241,0.37753338563196703,0.4424339155161956,-0.01426379409482308,0.5040251484436293,0.3990807916188242,0.5012314584223366,0.426891420874682,0.3894371471636815,0.518679424906077,0.2771564936793358,0.3195495535821479,0.5782516266560287,0.3732953598022135,0.36822290762498233,0.327652106370468,0.7182675897201023,0.20230900533336357,0.302107073978786,0.18804863888209755,0.3917548666779658,0.12358339021350084,0.3427181825703043,0.4472217694663922,0.36507301196817277,0.08505408948676747,0.701557676210809,0.2533904572018939,0.46617377776363683,0.2481792101038923,0.4113243104301216,0.3827853149406065,-0.3892100320455035,0.47605940075579506,-0.048869455823743156,0.5551579508519843,0.3450913342500122,0.23295450172831025,0.2043748999078924,0.3015517815458126,0.24059105805439895,0.6287526143115879,0.39994658178833836,0.052443177825134926,0.4992609981884414,0.22457957416936747,0.5943844876797747,0.41959286870917945,0.4988339968611178,0.11334393949029356,0.39265449271587644,0.1624190581189881,0.6328068633114394,0.5231595444176158,0.5212411429642668,0.15420571881212616,0.4630187810236725,-0.0200163156046601,0.5995526419732193,0.48938906912556207,0.14694126839723154,0.2837186646156064,0.43919342603642475,0.6156086444060181,0.1684954762961868,0.2593734900646891,0.2648391900129997,0.5682227080833152
Parietal_Sup_L,-0.058401575126266356,2.1053998180568915e-05,0.06762100973772928,0.026111563954123975,1.0,0.5086264728311259,0.18493316018773037,-0.30512691339724823,-0.11832241133271601,-0.0977986751784869,0.47466840969331686,-0.26758616101007,-0.003369501311855897,0.026502598125111083,-0.04498839732461413,-0.39146811255641617,0.02249877370508378,-0.2714161783771986,-0.1481827956468579,-0.06046540277518878,0.0704567891443756,-0.1277472265492521,-0.18911867904166854,-0.13222320456974024,-0.20642195265522334,-0.13624818863021268,-0.10434387580697199,0.5741425839195801,-0.3044615908793511,-0.16990813533014784,0.01760387361943709,-0.07765600082726516,-0.323512578885396,0.14576835587877499,0.5715396138403448,0.3096250703614447,0.052351021541524226,0.021493773498824614,-0.28228705491511563,0.09924040472315593,-0.20251951407772098,-0.22778080007798318,0.09388109896162164,-0.20887732893426733,-0.02544729152428266,0.4886146297530474,0.2278155304214456,0.1014145366961492,-0.026380693571762908,0.04952953392290819,0.021435829971234287,-0.16122343226840452,-0.10614106477904356,0.16048181023156946,-0.15357234247562954,0.06205479568527615,-0.13850433129865364,-0.20309917575635605,-0.031965831043302396,-0.14643175230040525,0.038356707803968486,0.16867072562686064,0.2723984380484844,-0.21287688320145096,0.03684747716743999,-0.3006458820281989,0.08432808177225762,-0.14814118005470508,-0.05828951924619027,-0.3026704068486036,0.06070088427549856,-0.1518052209553402,-0.1524757530173662,-0.03885347251533149,-0.1531220772108865,-0.30949440854967386,-0.22995220500751712,0.10232113030144846,-0.20714734585616346,-0.2543769679348276,0.07036300219944908,0.016831862895532006,-0.10638489712955733,0.18476158951551758,-0.09979629928251872,0.4486177183685034,0.1924658068962935,0.17670500839370595,0.031008847448969513,0.07202816909938495,0.030369174364131685,0.6340459324916223,0.2958086021733869,0.18909390313194116,0.027316202638343022,0.009987713349569577,-0.11710535774616011,0.5941442812506813,-0.03980934828849464,-0.056773361380089746,-0.0668375195529606,-0.06519245880959867,0.48989980500918917,0.21353640713342112,-0.2985995617466314,-0.01622379084161226,0.21302168937008967,-0.40467950253410584,-0.07156848888855569,-0.17508868691235324
SupraMarginal_R,0.22102396010502845,0.15286194643048512,0.03733870138037507,0.07463986586813971,0.5086264728311259,1.0,0.3341250484924547,-0.09261505946701994,0.2851465185590063,0.04149685472811952,0.735005780132935,-0.04785768394660158,0.2726524621208523,0.5118141520542787,-0.2602155518641121,-0.025418137490000763,-0.01762260638631976,-0.3956582802471479,0.07692287300299117,0.21677388984884807,0.2984988487132405,0.009497971333022343,-0.06773989209535417,0.2559440463901255,0.0902604888546577,0.09849416734567952,0.03816417363599819,0.818091819333736,0.08734291922011296,0.08929441657856624,0.41040687920440033,0.010729913947788229,-0.08909020048686242,0.14437344505466707,0.7503391761139029,0.38972688520771104,0.38534146207688597,-0.19724878492402542,0.07897733169553364,0.0411731977759439,0.22337635843734277,0.01719210415340239,0.5269047866234499,-0.05039656605916483,0.09925634297768707,0.7979339119604297,0.5691523322257025,-0.17778334332370785,0.3591617881461045,0.3575069883060337,0.3093589336326354,-0.19156196948521878,-0.26773134914594393,0.44871875495173563,-0.18124342683636135,0.08093549813421562,0.29805548179642277,-0.04718169863385427,0.17096925082820633,0.25642806489088965,0.5603630948180538,0.5540801534370966,0.7226821936499461,0.11148956561657848,0.47341686580480563,-0.11293846653995608,0.4257001878507007,0.037643167710151894,0.16137891950911593,-0.2367319550288274,0.3694657033942884,-0.05368742432933722,-0.08775918797053726,-0.14407171289813447,0.17268981328337105,-0.10765254343019065,0.027450413497613253,-0.1540624429411746,0.08847377630933534,0.16536014831287718,0.5999100925372227,-0.25072144419359527,0.3802184540491256,0.35791930197026817,0.19437486919960234,0.25544391734845984,0.44917850411633115,0.550966589466358,0.3774980959685343,0.3815815710132773,0.2657488269134305,0.869036372537579,0.569191562742059,0.12105662660938016,0.04042408323510034,0.36118068135113846,0.27248009908326004,0.7974991330253042,0.2068296463535373,0.06892912245902523,0.2752392041984894,0.15313115498796903,0.8575477569906652,0.5495731735783453,-0.32167892144059057,0.3001040435629453,0.7160180932940828,-0.2341987947428967,0.14785150409138312,0.12599731996975738
Frontal_Sup_Medial_L,0.8617046486682172,0.10789534157929916,0.4366628817136804,0.5849270163425159,0.18493316018773037,0.3341250484924547,1.0,0.07949999709574151,0.5431649784379453,0.43014636683935653,0.3029260076669605,0.6872473418160002,0.2651435512696147,0.26072387805798797,0.1638009347154307,0.1398119128878669,0.022217216147184003,0.10498581376358031,0.09554970368159957,0.7860581310820778,0.8697531512590362,0.5726717524832031,0.7144465135377096,0.7133622983088647,0.5533227529900944,0.6347901922071784,0.7193239070866174,0.36393998314822085,0.09579307188349624,0.5859069807504775,0.782361932688384,0.4602617669931734,0.250395402333478,0.3483602194104008,-0.04669520441204287,-0.03912022423531269,0.1835636679602813,0.3590480589318721,0.6778701800638728,0.1586937763515869,0.625752575497861,-0.09837207475009774,0.6820347413928475,0.11498741854010693,0.601411951181714,0.04200018244307591,0.83690315338831,0.0017043795989770275,0.7195497397524984,0.49850753927218566,0.6741524381287336,0.5480768964420729,0.17384143390687218,0.39193285841109904,0.6255078106187052,0.30175112119047465,0.6714591424687995,0.24549668891787216,0.72320861230032,0.22253335371711355,0.6181436032553727,0.2160083101912979,0.7691783358732297,0.20414462406558143,0.4640285865257288,0.28684583142052955,0.5560946592303597,0.3732469107134445,0.6477498256603926,0.24375508876855356,0.8095021437896913,0.5719517581591549,0.3699354624284565,0.5250151735378566,-0.21533902133362218,0.5011388804263672,0.05914352426564502,0.3989217126375148,0.6256201600710405,0.5272910016814972,0.5316983721858566,-0.04335183547873694,0.4506874507519234,0.6018528134037079,0.5215288724281213,0.07998387706479337,0.8112068802897427,0.24428847478383026,0.813245063262124,0.770490337349595,0.5773913724159819,0.3872687125622476,0.7568789340874783,0.22113367865620204,0.21312098849243555,0.8181414286789688,0.7607656627902785,0.456885410356954,0.5157456080760692,-0.007172132087387222,0.7250134656655448,0.6613500224768799,0.43041834741327883,0.668508666335256,0.49893955694868136,0.8793576463499664,0.46231371280772526,0.21418710096504182,0.5854389234125426,0.7208117158379863
Cerebellum_Crus2_L,0.18145337764980055,0.06909465556728211,0.1524673223914832,0.06089261837191621,-0.30512691339724823,-0.09261505946701994,0.07949999709574151,1.0,0.18078183373791423,0.2222571556821055,-0.1195040150131007,0.22788769323524763,0.057087388647432596,0.27687231132573425,0.04601607429082436,0.27940808382651344,0.0864334911243349,-0.1260062298627717,0.1818287368236041,0.2555066034389851,0.10301481492286144,0.2032492567303663,0.15724148320544795,0.36699012811397463,0.09421095752904075,0.13853020312990158,0.009865373550065329,-0.2374348987424825,0.41395900673313224,0.15264968517437244,0.2618094195329473,0.25130646481092034,0.32990072899874395,0.27158178837005587,-0.2888427077375328,-0.04338697738088216,-0.04586633084376074,-0.14629009426981263,0.38795498646038107,0.004397880517011054,0.3133462656207263,0.30584932014864785,0.22439711358952885,0.06932672768966532,0.31108326907244255,-0.1743405559589349,0.17693788727879312,-0.11090149567720865,0.34800231691457517,0.35563446890060185,0.13974924415249895,0.17000899312549927,-0.10530054179438934,0.2346137391540658,0.04693984574081314,0.1912443079321574,0.3365193919666018,-0.08798880021838457,0.29078781653075386,0.36543937845895963,0.31708158670804093,0.13259019594743912,0.0833876559783472,0.3808134322266128,0.3542219083124718,0.059642896565364735,0.2835554543850846,0.04989934978093565,0.36396717918029575,0.0676641499548809,0.2804209105545081,0.1537719527147276,0.06582568251308592,-0.1112214456742094,0.15309800551468852,0.3522788212891709,0.09960141740194095,-0.03946283707517555,0.29814338106512417,0.31727506858851734,0.2093229118300645,-0.19827740242890982,0.4548830027146959,0.04978608235411052,0.2510640395992788,-0.32853375725279965,0.1529839191362923,0.13150905627675066,0.18649723679900634,0.3008684349692708,0.32710120849984575,-0.22912358189765256,0.11479400661288833,0.009798734532773377,0.18776049250599897,0.27388386675390186,0.3237990530174982,-0.07676872900169128,0.1762530031726828,0.1796829276008522,0.3736735919839653,0.30826482700083363,-0.06263513586678156,0.18567396514575493,0.06750096696351708,0.19288229888549702,0.16157422289497023,0.3575359300836514,0.11118811022861501,0.32802845717837187
Red_N_R,0.732145180174398,0.14281440267816958,0.37419351042152804,0.5108335488115768,-0.11832241133271601,0.2851465185590063,0.5431649784379453,0.18078183373791423,1.0,0.5253700352846105,0.22429368734544336,0.7133272784603458,0.45283919148365176,0.36037589280671856,0.08718573982066452,0.31340347400551566,-0.06665794605710244,0.18123406035217834,0.1412015693709973,0.7020937304020076,0.6502478954417923,0.6133679139485183,0.6682996650313334,0.7970905790386709,0.5366354526406262,0.5035117751038588,0.57588408838333,0.2023648351583106,0.28316233911240835,0.5201915969096009,0.6048647528396812,0.3512222544024803,0.6009949796519864,0.3343217861850945,-0.10780801607085619,-0.1368121972450749,0.14719698131403777,0.33874808250422883,0.7324667815937167,-0.008158758949347242,0.6188373644898358,0.16475897909099144,0.6202876325716373,0.30294174630027065,0.6248768262223608,0.1218652874299715,0.6818897636951893,0.057920285912332926,0.7348597022878004,0.5138290706518456,0.6355039786532016,0.4507144190531147,0.22904065492987918,0.45646161586990275,0.5009243316571453,0.1988239081825435,0.673284199151404,0.5139017520637393,0.7391368123838657,0.43408797809708827,0.6429756428164384,0.37195323136954905,0.5637807954162758,0.4724486014579411,0.6225888800606537,0.4415386168455815,0.5819662537595988,0.19258638754458232,0.6702648683971699,0.2922482088872804,0.6150644518103014,0.3864649497877579,0.3148737613993344,0.33591348994677217,-0.09004333164014518,0.640196213983482,0.03952998331119105,0.2153574564020343,0.5646408188486166,0.6196555338681005,0.603721891802832,0.014113713333079057,0.5101897583139837,0.45328243074198676,0.6819828590547854,-0.10116126029897679,0.6846121310778921,0.5403809559935212,0.780196517453691,0.6303678455021399,0.4877567983985293,0.2856969118330227,0.5824399297865465,0.15827034889754948,0.33805016479997285,0.6954613595394559,0.7785299298402126,0.33875471586055117,0.6292002071657831,0.12451863684491946,0.6390801191853125,0.6489669383032338,0.3942274510350189,0.5933970779747744,0.44965299473716847,0.6670616896043993,0.5003764144258017,0.4234518222363142,0.5865758255141548,0.7442927678016044
VTA_R,0.5336959851106851,0.06744433789199972,0.7154339222329149,0.5809200671510918,-0.0977986751784869,0.04149685472811952,0.43014636683935653,0.2222571556821055,0.5253700352846105,1.0,0.01731877880799284,0.5016731062770253,0.19764138027132644,0.30679181349219636,0.547368182903773,0.3126480345254594,0.052935070948305525,0.19009593603351402,0.021654736628271207,0.5868489567802297,0.49860964486820875,0.4447952070290289,0.4455667453783056,0.6022064358078899,0.3322176278786708,0.3759482581322257,0.3735584503028403,-0.13782503424844905,0.2538009797840391,0.3504771865417933,0.357097265889567,0.5103573068457495,0.39126936200988305,0.5685651951907765,-0.28507024080244464,-0.12066220168546042,-0.1211419613304266,0.24856929454959276,0.59251846534155,0.31947860639211284,0.4827758163003744,0.12751956985464605,0.43099863103144026,0.17039332747601285,0.420928409019617,0.002253859259908118,0.4779175617965494,0.2243690914952223,0.5523603642866571,0.6158784344691988,0.32080742290134734,0.5899731253240427,0.14366841748813064,0.41341530873962024,0.3835293332743492,0.5303053038836313,0.4670670751598824,0.0560594812831889,0.6568841103602727,0.370533211146396,0.4489533093440037,0.1977646930372881,0.2826882817164169,0.3361021808754544,0.5439497572273734,0.23396401767306996,0.3721336486099096,0.031491167522013454,0.7079902265585063,0.22490081866238953,0.47360839583780034,0.22630896613995657,0.41574625561873435,0.22398591073793914,0.01303450929469129,0.5469291770681456,0.20505406709530807,0.451284473169956,0.41933242311320135,0.37090850060122316,0.34446372957152127,0.1374026064742097,0.46634961260692126,0.6239513237706825,0.4986180255994573,-0.13082090435171262,0.43215116802578113,0.37763099858445953,0.4659083396941755,0.45557392092388777,0.5999145170484346,0.04475248216422923,0.3643363073561633,0.24151459307059422,0.5738706609834917,0.5251955560186059,0.5635323779652001,0.14961454613357153,0.4454555893271467,0.12440705225954919,0.5847612654661519,0.5510732021185495,0.21226730614028058,0.315445358316786,0.24063985870191637,0.4949514925718262,0.30239639963625464,0.3454927477666546,0.19642295548913102,0.571344800971496
