,Rolandic_Oper_R,Cerebellum_10_L,Hippocampus_L,OFCant_R,Cerebellum_9_R,ACC_pre_R,Thal_MDl_L,Putamen_L,Parietal_Sup_L,Frontal_Inf_Orb_2_R,Thal_MDm_R,Occipital_Mid_L,Temporal_Pole_Mid_L,Thal_VA_L,Thal_PuM_R,Vermis_6,Occipital_Sup_L,Thal_PuL_L,LC_R,Cingulate_Mid_L,N_Acc_R,Cingulate_Post_L,OFCant_L,Vermis_9,Cerebellum_Crus1_R,Temporal_Pole_Sup_L,Thal_LP_L,Thal_AV_L,Supp_Motor_Area_R,Frontal_Inf_Oper_L,Vermis_7,SN_pr_R,Calcarine_L,Precentral_L,Precuneus_L,Thal_VA_R,Supp_Motor_Area_L,Thal_PuM_L,Vermis_3,OFCmed_L
Thal_MDm_R,0.3031652180023783,0.17048540677480867,0.35536407814802834,0.23831338806490818,0.20891877748207427,0.08076469703747487,0.45642009020943985,0.5279178513992726,-0.20309917575635605,-0.18832967829119404,1.0,-0.060642410633702605,0.5760367228132763,0.47037289445789604,0.3340343774982429,-0.29018743984871553,-0.28604209068236613,0.17868735449487072,-0.19120692518540636,0.17940330221440973,0.07048000809061064,0.5321697913288075,0.5014173183436276,-0.16204764082658354,-0.11310786504346508,0.2905428594691369,0.2669853081450552,-0.12642143967891925,0.18747483613676894,0.17972642703598066,-0.3941984800438141,0.26063821144423505,0.0787923641107061,0.2717809831152221,-0.0590425986861189,-0.10547455866433326,0.26526961197136084,0.17398413685789127,0.22956020302817984,0.3855819513016138
Occipital_Mid_L,-0.06413357140380814,-0.037569447836764115,-0.20228570680694558,0.08972883726145352,-0.3483261815371518,-0.08316171067969538,-0.03385092113580032,-0.10119714114774524,0.4486177183685034,0.0441899744049565,-0.060642410633702605,1.0,0.023717034601882077,-0.06971538055427558,-0.0037253116830606773,-0.192732645364195,0.09165530287020705,-0.3718552532781624,-0.3947226983255972,-0.013139507441463645,-0.22327111840484812,-0.092080274686982,-0.10918048392454846,-0.3491762588472168,-0.3538159400985278,-0.005799235681873073,-0.17155705931500742,0.00217530681647723,0.018163908660801857,-0.02140302246802607,-0.1639760877202383,-0.13789726841532118,-0.18337960217664978,-0.04466024448773221,0.20976345900989443,-0.06931545753063914,-0.033821754307372845,-0.22204298305024728,-0.0726212073142861,0.19468438485224762
Temporal_Pole_Mid_L,0.3280078832898593,-0.08711439215670813,0.16451254624704628,0.22831515061014018,-0.007115230692311416,0.2251735210337382,0.23576793429636844,0.2457742469432362,-0.18244756146164423,0.04422197541601225,0.5760367228132763,0.023717034601882077,1.0,0.046803751171689334,0.14163677676727915,-0.10420156803439536,-0.1332223080246622,0.013543794507997975,0.1077156078287309,0.09700440778291186,0.16425639497501474,0.3593877560827897,0.543446893620428,0.06010825505255656,-0.2910002765039729,0.3565147725122895,0.16070706417148456,-0.39168280815495093,0.025750275719760574,0.1756915470071614,-0.13068020221013615,0.2496927161215566,0.02165145342555292,0.036503754673507895,-0.07423399012886372,-0.277360289944644,0.12279766509781041,0.04908315039579014,0.174542178312211,0.3425297353880887
Thal_VA_L,0.4618444612523668,0.42401120348253674,0.6682098263058793,0.3358274711426234,0.455057656128541,0.38178896345608215,0.34671522871204835,0.7213596036987668,-0.1277472265492521,0.2524634184410067,0.47037289445789604,-0.06971538055427558,0.046803751171689334,1.0,0.49332482342846823,-0.2678545840337274,-0.2556105437127934,0.22635957025358466,-0.260441255715271,0.45284030559137434,0.16063613622635334,0.4690960027533965,0.1680041401018108,-0.09184302384239364,0.2126030798407491,0.33054831642370547,0.39207726714941926,0.27076490563367495,0.5349546963894133,0.4394252112582132,-0.3882197658972009,0.4230569010909127,0.2287806291801426,0.5511009433198573,0.025118529365723914,0.3759595716162756,0.5437578958398916,0.3473053334718979,0.5688378782640555,0.12413841097096555
Thal_PuM_R,0.5959993274700549,0.5881120966128776,0.6986595212211192,0.33044361117023413,0.3002072421627447,0.43169492962505235,0.11929013658013096,0.6294044815854127,0.021435829971234287,0.4228275232267068,0.3340343774982429,-0.0037253116830606773,0.14163677676727915,0.49332482342846823,1.0,0.017075073221426824,-0.04098990892526398,0.22987386597891646,-0.0906293337199731,0.6671236225131579,0.146409636044776,0.5889831379202168,0.2046666413817834,0.2218438078044408,0.21739388503352966,0.33896249255549515,0.42974600031927757,0.18250449392812415,0.6792924298584271,0.6549386370394881,-0.03893385824527962,0.5649092502630356,0.49008097541545703,0.6088816365866007,0.47813119801161313,0.29777103435400015,0.6820535056365779,0.6346483897341703,0.7181303596205281,0.02672432123462548
Vermis_6,0.07134835625556553,0.2767886630650697,0.11646287958410402,-0.412604475858902,0.2974472870859815,-0.1361281479116809,-0.23560551554273046,-0.1273531211806883,0.030526281820044694,0.0972584837065201,-0.29018743984871553,-0.192732645364195,-0.10420156803439536,-0.2678545840337274,0.017075073221426824,1.0,0.39418154010022904,0.32474637974789133,0.5811741413691778,0.22569091826785673,0.08738176236096265,0.03218754923130501,-0.39385942657110995,0.5790121741807707,0.6482414213633185,0.010793437606524783,-0.175234824752302,0.4503940626945453,0.2106821991015113,0.11116822810696365,0.5708931500110397,0.10830748780535986,0.5885097117980679,0.1706145262087993,0.41487108336536255,0.46482819584451185,0.17783212380067637,0.29659298346946367,0.017003030997708734,-0.5863813715853592
Occipital_Sup_L,-0.12409105305994535,0.07273678678366576,-0.11464557768114264,-0.1725301159906026,0.04400083469087164,-0.21483758307116535,-0.3374854540544773,-0.21876745606331655,0.3096250703614447,0.020577263118213323,-0.28604209068236613,0.09165530287020705,-0.1332223080246622,-0.2556105437127934,-0.04098990892526398,0.39418154010022904,1.0,0.006567905578283614,0.07139270046144071,0.13353884118304574,-0.07112633907729642,-0.05333024171895523,-0.3008922343917368,0.030933490110339783,0.1693302523095202,-0.07804454772163562,-0.32471721672178233,0.33978343283198603,0.11892025301669551,-0.07353529469315372,0.062453339531280835,-0.10037892856049183,0.25823511175646313,0.008499971618550234,0.39532005734716463,0.32627539690284457,0.039960212106842856,0.02198765536546993,-0.1180475530583714,-0.2272004984183618
Thal_PuL_L,0.2490593831801735,0.3515956245093173,0.42543275653362916,-0.011974617689716605,0.5273744751690017,0.21003199256056782,0.17577491440242218,0.3533455831468574,-0.2986693416539652,0.13202790611196227,0.17868735449487072,-0.3718552532781624,0.013543794507997975,0.22635957025358466,0.22987386597891646,0.32474637974789133,0.006567905578283614,1.0,0.21126515108249863,0.27378149435069427,0.1602945477229661,0.2847425331077256,0.005923430662965057,0.3713568362854656,0.4850087491231812,0.16472486259456418,0.1430148528300134,0.2220321364134164,0.27460593034573944,0.21797564451624357,0.12326519163221507,0.25451047100458696,0.38934780353418497,0.2610951135860578,0.058678911676529756,0.3823098593051933,0.29761671624888864,0.3950265797404128,0.31564000230640255,-0.20694823396681772
LC_R,0.15204209799010843,0.05824279076578095,0.13783670522666105,-0.215076098396005,0.20212715035179732,0.2002332163466546,-0.0873580613952042,-0.08039103609515913,-0.22995220500751712,0.1397142954905871,-0.19120692518540636,-0.3947226983255972,0.1077156078287309,-0.260441255715271,-0.0906293337199731,0.5811741413691778,0.07139270046144071,0.21126515108249863,1.0,0.11407808822942134,0.5077164912319052,0.041073088785572934,-0.13002468652911517,0.5777296555257341,0.4089645769621536,0.10399661750509794,0.167670811705337,0.10317867551419539,0.08530839805395707,0.1718841859012928,0.38182236780741025,0.33678776676166283,0.3482032613157876,0.1115428565845696,0.027795334225213002,0.2130380729239012,0.11813944231342595,0.24840771202262799,0.08987467484168443,-0.4368491182487452
Cingulate_Mid_L,0.7566237161517464,0.7815268921876753,0.7679721316152255,0.2618434065667723,0.45127733044990875,0.4324750806044328,0.13581582006065646,0.6447857482435599,0.1962594131169657,0.41459780389801804,0.17940330221440973,-0.013139507441463645,0.09700440778291186,0.45284030559137434,0.6671236225131579,0.22569091826785673,0.13353884118304574,0.27378149435069427,0.11407808822942134,1.0,0.36733409897417957,0.5920465304996854,0.06129125777483324,0.31150466666542953,0.4419721600125746,0.36390431987070265,0.39456416336083283,0.40820925953865544,0.9577116296697329,0.8597347382694829,-0.06629407221543326,0.547195101562881,0.7785342999035444,0.8725648521958049,0.6394677624222482,0.5322726973481852,0.9429577839221706,0.5573147774026179,0.731978789886273,-0.14433332188342807
N_Acc_R,0.44617100768216844,0.08510860505317562,0.34558126106632675,0.11050682150782783,0.3782043718438842,0.47185551556368766,0.2178449586790802,0.3049600224469488,-0.1524757530173662,0.22061349544147144,0.07048000809061064,-0.22327111840484812,0.16425639497501474,0.16063613622635334,0.146409636044776,0.08738176236096265,-0.07112633907729642,0.1602945477229661,0.5077164912319052,0.36733409897417957,1.0,0.3383852573825479,0.14646285435323525,0.2763476538548009,0.2804240385073999,0.17304105938101672,0.41681392429881003,0.11354527534260671,0.3223059541680038,0.45283884169913663,-0.2341796948436759,0.5899855278723684,0.2484251696494374,0.35129672564609926,-0.10296912691639637,0.15375340593627715,0.35805220122251363,0.28173554615332397,0.3464346449110185,-0.15559510260468912
Cingulate_Post_L,0.472466400506492,0.3840215123013171,0.7285925937182612,0.5038710989148277,0.5178904101601307,0.4941076762992683,0.27212026003223033,0.6327166069426756,-0.12604486530362272,0.4359272665037455,0.5321697913288075,-0.092080274686982,0.3593877560827897,0.4690960027533965,0.5889831379202168,0.03218754923130501,-0.05333024171895523,0.2847425331077256,0.041073088785572934,0.5920465304996854,0.3383852573825479,1.0,0.4970624341493549,0.24109667919460448,0.2713043459993471,0.4980573119753899,0.4068666890282009,0.16806720322144825,0.5840384607665413,0.4801410478467362,-0.1399390697234915,0.4454227625660427,0.510795763833258,0.49020669413607804,0.4115735999303058,0.33916133973118134,0.652161082931339,0.5389396445451721,0.6812790116802633,0.33388510426855317
OFCant_L,0.17900105760282345,-0.17514948678587508,0.1940082183224216,0.7146330933546462,0.04893788045560774,0.44947431142127126,0.3154139774416246,0.38446272533655484,-0.2714161783771986,0.21772964787184823,0.5014173183436276,-0.10918048392454846,0.543446893620428,0.1680041401018108,0.2046666413817834,-0.39385942657110995,-0.3008922343917368,0.005923430662965057,-0.13002468652911517,0.06129125777483324,0.14646285435323525,0.4970624341493549,1.0,0.010041058467785963,-0.265055403038031,0.28712043481850746,0.3236033117229907,-0.5223867913434003,-0.023827879731089192,0.11321813846280418,-0.23118105424130816,0.09914164865757724,-0.1819299109895534,-0.029053791799776466,-0.19713931332633836,-0.37045838045457424,0.0795023423980256,0.00956966925267271,0.21769242293315458,0.7529685986485508
Vermis_9,0.39187635827965034,0.24996335018088622,0.41458495703938114,-0.07802553076097797,0.47811986494216746,0.40834211182839236,0.03247351264780277,0.146007259618409,-0.39146811255641617,0.34177409184367075,-0.16204764082658354,-0.3491762588472168,0.06010825505255656,-0.09184302384239364,0.2218438078044408,0.5790121741807707,0.030933490110339783,0.3713568362854656,0.5777296555257341,0.31150466666542953,0.2763476538548009,0.24109667919460448,0.010041058467785963,1.0,0.5716512790559247,0.21001056134594887,0.20159351136457812,0.16164316098712175,0.2586122644801015,0.39253072802842887,0.6813034416147207,0.33049682957799564,0.5465673989745915,0.2222714768727574,0.1606823610147172,0.3075861270283505,0.327881966844672,0.5654513712705157,0.39861364500824203,-0.3334938367441807
Cerebellum_Crus1_R,0.22365726108304004,0.5499512391237472,0.4894123227932397,-0.21369345491264494,0.6731078968272253,0.08397993041387376,0.011406595253377123,0.21644179243615505,-0.14643175230040525,0.19054147511072783,-0.11310786504346508,-0.3538159400985278,-0.2910002765039729,0.2126030798407491,0.21739388503352966,0.6482414213633185,0.1693302523095202,0.4850087491231812,0.4089645769621536,0.4419721600125746,0.2804240385073999,0.2713043459993471,-0.265055403038031,0.5716512790559247,1.0,-0.020778168457280737,0.05181193184968535,0.6592502963930011,0.4795203694502491,0.31567642166211796,0.31467042319262856,0.29225629929715624,0.6789301743847622,0.5144201461633443,0.32861965018340167,0.67320375538701,0.4630778492503659,0.4639703119115554,0.29981851674932947,-0.49894076139841825
Temporal_Pole_Sup_L,0.41933159709289863,0.17617363377094722,0.5162466719951682,0.36160375440842485,0.15163208853939242,0.4526434360290012,0.2796912577464346,0.39986575740873415,-0.1443711994235722,0.33681361160231765,0.2905428594691369,-0.005799235681873073,0.3565147725122895,0.33054831642370547,0.33896249255549515,0.010793437606524783,-0.07804454772163562,0.16472486259456418,0.10399661750509794,0.36390431987070265,0.17304105938101672,0.4980573119753899,0.28712043481850746,0.21001056134594887,-0.020778168457280737,1.0,0.3669751309096952,-0.06309287102534983,0.33494421350586884,0.33780658873456876,0.04961705295970324,0.3616437665164012,0.33306908079047826,0.16550283582819206,0.2336146576042627,0.1728814880136462,0.3704391682788102,0.4928212283667023,0.5299961448174952,0.25539651285383796
Thal_LP_L,0.5258461597553188,0.234308247487867,0.4922369415719177,0.31878803579223436,0.28277534725992,0.5605941351609725,0.36358797582022045,0.5526791656069788,-0.2232253732980602,0.2565737242965982,0.2669853081450552,-0.17155705931500742,0.16070706417148456,0.39207726714941926,0.42974600031927757,-0.175234824752302,-0.32471721672178233,0.1430148528300134,0.167670811705337,0.39456416336083283,0.41681392429881003,0.4068666890282009,0.3236033117229907,0.20159351136457812,0.05181193184968535,0.3669751309096952,1.0,-0.1443454211508891,0.35661115660179493,0.5473087214828154,-0.16887596783448533,0.5201306554270548,0.16458802171497125,0.3911773714527345,-0.08938088325177052,0.08136175058808848,0.4222725462362595,0.523174600150059,0.6146199684501297,0.03664780339138681
Thal_AV_L,0.08637399363661624,0.4788883702537389,0.32515864665968364,-0.3022946940184449,0.4460236793788377,-0.16931909351177124,-0.1692398669719135,0.09918971948530869,0.16867072562686064,0.03541671643302799,-0.12642143967891925,0.00217530681647723,-0.39168280815495093,0.27076490563367495,0.18250449392812415,0.4503940626945453,0.33978343283198603,0.2220321364134164,0.10317867551419539,0.40820925953865544,0.11354527534260671,0.16806720322144825,-0.5223867913434003,0.16164316098712175,0.6592502963930011,-0.06309287102534983,-0.1443454211508891,1.0,0.489030844371851,0.17600385375877514,0.08742210169189733,0.09650664306344842,0.5728337778445558,0.45086429116301796,0.4836238523935226,0.7531132037921127,0.405571359334475,0.2791167027947246,0.15038674206594618,-0.5032581651476531
Supp_Motor_Area_R,0.7160567065055158,0.8392118749553422,0.8044478046228073,0.23911019664698827,0.4651773137123843,0.41203581800750355,0.11827404166257044,0.65559948288284,0.2278155304214456,0.45534300006368955,0.18747483613676894,0.018163908660801857,0.025750275719760574,0.5349546963894133,0.6792924298584271,0.2106821991015113,0.11892025301669551,0.27460593034573944,0.08530839805395707,0.9577116296697329,0.3223059541680038,0.5840384607665413,-0.023827879731089192,0.2586122644801015,0.4795203694502491,0.33494421350586884,0.35661115660179493,0.489030844371851,1.0,0.8355759299373269,-0.09267399020650784,0.5270424679651189,0.7794878297690342,0.9247011212868147,0.6680895075732067,0.6237203711143542,0.9752754265308112,0.546774336764551,0.7465395724333932,-0.178984645177679
Frontal_Inf_Oper_L,0.9120024724693443,0.6712920999620189,0.7469562079376587,0.25814223970357536,0.38268273332283287,0.6265703843159415,0.27249288355717977,0.6946336160443933,0.05200387954491286,0.4990166624559868,0.17972642703598066,-0.02140302246802607,0.1756915470071614,0.4394252112582132,0.6549386370394881,0.11116822810696365,-0.07353529469315372,0.21797564451624357,0.1718841859012928,0.8597347382694829,0.45283884169913663,0.4801410478467362,0.11321813846280418,0.39253072802842887,0.31567642166211796,0.33780658873456876,0.5473087214828154,0.17600385375877514,0.8355759299373269,1.0,-0.053480803528507384,0.6643282859622681,0.6213978139769034,0.8339978208851505,0.3940140678041085,0.3271918539775988,0.8612470361138782,0.5810926553638843,0.8007523929688177,-0.14161013990127586
Vermis_7,-0.03213623300276223,0.04648896111607481,0.0006558642915744576,-0.24153150454429254,-0.03822667299716568,0.008193918469214809,-0.22610100498899918,-0.2617621656281133,-0.1531220772108865,0.17427926836012383,-0.3941984800438141,-0.1639760877202383,-0.13068020221013615,-0.3882197658972009,-0.03893385824527962,0.5708931500110397,0.062453339531280835,0.12326519163221507,0.38182236780741025,-0.06629407221543326,-0.2341796948436759,-0.1399390697234915,-0.23118105424130816,0.6813034416147207,0.31467042319262856,0.04961705295970324,-0.16887596783448533,0.08742210169189733,-0.09267399020650784,-0.053480803528507384,1.0,-0.11043137271518101,0.2834975763176554,-0.15393081519256302,0.22612442895291754,0.10467232958028556,-0.07603196561213796,0.2050082596564419,-0.008799924393607802,-0.31486637976680526
SN_pr_R,0.6520755807270376,0.41948533763692725,0.6263524820990892,0.0889787548840281,0.41363298222425265,0.5016332263817872,0.2508486702768183,0.5100647381821171,-0.16990813533014784,0.34023524202830313,0.26063821144423505,-0.13789726841532118,0.2496927161215566,0.4230569010909127,0.5649092502630356,0.10830748780535986,-0.10037892856049183,0.25451047100458696,0.33678776676166283,0.547195101562881,0.5899855278723684,0.4454227625660427,0.09914164865757724,0.33049682957799564,0.29225629929715624,0.3616437665164012,0.5201306554270548,0.09650664306344842,0.5270424679651189,0.6643282859622681,-0.11043137271518101,1.0,0.46114243545972927,0.5227551321766648,0.13564791504476426,0.2663107000430571,0.5486149055590747,0.5521279770329898,0.6099160671280943,-0.18137245755786777
Calcarine_L,0.5572347018862375,0.7516350099559309,0.6985978042533436,-0.08784029273882346,0.5769480555063525,0.18156275663335641,0.02231197658253817,0.3949412475205285,0.07036300219944908,0.2952483858408817,0.0787923641107061,-0.18337960217664978,0.02165145342555292,0.2287806291801426,0.49008097541545703,0.5885097117980679,0.25823511175646313,0.38934780353418497,0.3482032613157876,0.7785342999035444,0.2484251696494374,0.510795763833258,-0.1819299109895534,0.5465673989745915,0.6789301743847622,0.33306908079047826,0.16458802171497125,0.5728337778445558,0.7794878297690342,0.6213978139769034,0.2834975763176554,0.46114243545972927,1.0,0.6828933769747385,0.721682662785057,0.6889135790533204,0.7695603056694771,0.654925499181581,0.5684358319334876,-0.35758911518106784
Precentral_L,0.7179753946826215,0.8328776091677169,0.7554424899127336,0.16722596713135449,0.44383278899566037,0.38490735136562965,0.19377674426368827,0.6536522460132614,0.1924658068962935,0.34447286873383787,0.2717809831152221,-0.04466024448773221,0.036503754673507895,0.5511009433198573,0.6088816365866007,0.1706145262087993,0.008499971618550234,0.2610951135860578,0.1115428565845696,0.8725648521958049,0.35129672564609926,0.49020669413607804,-0.029053791799776466,0.2222714768727574,0.5144201461633443,0.16550283582819206,0.3911773714527345,0.45086429116301796,0.9247011212868147,0.8339978208851505,-0.15393081519256302,0.5227551321766648,0.6828933769747385,1.0,0.517133066261807,0.5547467081576588,0.9239272014428815,0.4767731195353682,0.6723058953735521,-0.23596434103941719
Precuneus_L,0.2572599906977869,0.6452036693695079,0.4166476429447031,0.0748114251028494,0.08319924770225942,0.03349486232192771,-0.23324987661416138,0.170166054924568,0.48989980500918917,0.3608800518091776,-0.0590425986861189,0.20976345900989443,-0.07423399012886372,0.025118529365723914,0.47813119801161313,0.41487108336536255,0.39532005734716463,0.058678911676529756,0.027795334225213002,0.6394677624222482,-0.10296912691639637,0.4115735999303058,-0.19713931332633836,0.1606823610147172,0.32861965018340167,0.2336146576042627,-0.08938088325177052,0.4836238523935226,0.6680895075732067,0.3940140678041085,0.22612442895291754,0.13564791504476426,0.721682662785057,0.517133066261807,1.0,0.5599992981179922,0.608358739315931,0.3300347394613419,0.36159987172421443,-0.12256665761794175
