,Cingulate_Post_R,Thal_PuL_L,Thal_PuM_L,Cerebellum_10_L,Precentral_R,Cerebellum_Crus2_L,Angular_L,Cerebellum_Crus1_R,OFCpost_L,Occipital_Sup_R,Cerebellum_3_R,Thal_VL_R,Thal_MGN_R,Frontal_Inf_Orb_2_R,Rectus_L,Cerebellum_7b_L,Thal_PuA_L,Postcentral_L,Pallidum_R,Frontal_Inf_Tri_R,OFCmed_R,Cingulate_Mid_R,Vermis_7,Vermis_9,Thal_VPL_L,OFCmed_L,N_Acc_L,Supp_Motor_Area_L,Thal_AV_L,Thal_PuL_R,Angular_R,Frontal_Med_Orb_R,OFCpost_R,Frontal_Mid_2_R,Heschl_R,Cerebellum_4_5_L,Rolandic_Oper_L,Temporal_Mid_R,Parietal_Sup_R,Cerebellum_9_L,Vermis_10,Thal_IL_L,Thal_LGN_R,Parietal_Sup_L,Vermis_3,Thal_LP_R,Lingual_L,Occipital_Sup_L,Frontal_Sup_Medial_R,Olfactory_L,Thal_PuA_R,Frontal_Inf_Tri_L,Thal_VA_R,SupraMarginal_R,Thal_VPL_R,Raphe_D,ACC_sup_R,Occipital_Mid_L,Thal_MDm_R,Amygdala_R,Insula_R,Thal_MDm_L,SupraMarginal_L,Hippocampus_R,Insula_L,Thal_PuM_R,Fusiform_R,Lingual_R,Temporal_Pole_Sup_L,Temporal_Mid_L,Cerebellum_Crus2_R,ACC_pre_L,Occipital_Inf_L,LC_R,SN_pr_L,Cerebellum_9_R,N_Acc_R,Frontal_Mid_2_L,ACC_sub_R,Cerebellum_6_R,Cerebellum_10_R,Paracentral_Lobule_L,OFClat_R,Heschl_L,Cingulate_Post_L,ParaHippocampal_L,ACC_pre_R,SN_pc_L,ACC_sup_L,Temporal_Sup_R
Cingulate_Post_R,1.0,0.3374511970549085,0.6884390913634523,0.738592172654858,0.7669156201996338,0.24787988872114342,-0.04028714246491605,0.5170200829359863,0.6609659449838388,0.2419783904891583,0.6796999589474586,0.6702007373060967,0.4095586055609793,0.548633135567331,0.19018228598177703,0.3271275082608668,0.37646794871134376,0.7289848961935969,0.5268035076069237,0.77085649227607,-0.02478549137718674,0.8382939335825402,0.027555301165869343,0.37220370396133445,0.5690280807008347,-0.09438484387540721,0.42246161441126856,0.8881184967510994,0.43835863696111776,0.342668980023072,0.27398849860223523,0.1168540184183645,0.41974471508887884,0.7743365552464188,0.4801804711908068,0.8438020735062235,0.7380193447367144,0.7849735245063176,0.19990912890298637,0.42785824805412587,0.5883037097032635,0.5541335974180869,0.2864800091778399,0.04623083996687511,0.8029698656216518,0.5615249292875364,0.726049417150773,0.07224657694588557,0.7035975883041153,0.6634356728473216,0.30574752260530724,0.8159321177448143,0.6084303151386276,0.4879921283446117,0.5255272142644487,0.13883429330819363,0.5698377709769096,-0.08680838446266202,0.23808712594084191,0.4965707837860195,0.8085124882993933,0.544027094079877,0.5942394209551332,0.8012993157979262,0.7695020762382608,0.7276235843142514,0.8198930754825255,0.8278130604125106,0.43448150889640147,0.7959198256914453,0.45345282299111206,0.4243864772208802,-0.14087056023493708,0.13292762087476032,0.47302195084274196,0.5491617051160705,0.3188249333392881,0.7752246872278064,0.13887403704856974,0.6484317021694701,0.790121300779001,0.49253098344468377,0.4921046942112443,0.6147221259646515,0.7884643935453188,0.7192171929229592,0.48147961542398504,0.676100986625641,0.7329762314739899,0.8128435634537149
Thal_PuL_L,0.3374511970549085,1.0,0.3950265797404128,0.3515956245093173,0.196727838984474,0.341463808340949,-0.05925212807401109,0.4850087491231812,0.4469292188236066,-0.11009972277486514,0.31174404364268843,0.3276276981470664,0.00352313409514715,0.13202790611196227,-0.008788636726090133,0.07278535114556349,0.13268851108669177,0.1983774821776265,0.09002514405635717,0.2905037057622975,-0.15867530716952924,0.3468335119730584,0.12326519163221507,0.3713568362854656,0.3804390718237797,-0.20694823396681772,0.21254999527020313,0.29761671624888864,0.2220321364134164,0.39422317783699085,-0.05475452755228036,-0.03892727551230519,0.059953443753113955,0.25621629730380635,0.2749087946972778,0.46199265958903474,0.35494125028704265,0.35006319807387215,0.23851062183697463,0.4115112791872818,0.4763634405381251,0.20036144529257244,0.1648659089364499,-0.2986693416539652,0.31564000230640255,0.03522250023704007,0.45736479013683223,0.006567905578283614,0.21007154224746682,0.27865355245209855,0.03250958189966522,0.3223182173731288,0.3823098593051933,-0.0141539585664491,0.17477568731985826,0.0817606395462882,0.34898388793972446,-0.3718552532781624,0.17868735449487072,0.2265475865197023,0.32432012569903773,0.28295767579332015,0.25515219230448466,0.34901481252106986,0.4078180962281702,0.22987386597891646,0.47634109273078745,0.4075470891678036,0.16472486259456418,0.4224009530376017,0.4821599852117117,0.10133479199930512,-0.11139397289484662,0.21126515108249863,0.23104513339552685,0.5273744751690017,0.1602945477229661,0.39779262797017734,0.010759729114576778,0.5025239673853374,0.38135936495382466,-0.035774632939811306,0.3608559841305987,0.3611005022559895,0.2847425331077256,0.3394986041642825,0.21003199256056782,0.3147959740796146,0.3440774373547606,0.2883878767651161
Thal_PuM_L,0.6884390913634523,0.3950265797404128,1.0,0.5013244207646075,0.45244828193518977,0.31727506858851734,-0.021262274596919453,0.4639703119115554,0.4701429818669185,-0.04317024535138426,0.6147553243233365,0.5959410336960387,0.3633186825475133,0.31936194248261746,0.002566478008175908,0.2536816182176778,0.5695138535257137,0.4132597724190426,0.44422544538045244,0.5711603534337465,-0.21973232955820235,0.5542441094006095,0.2050082596564419,0.5654513712705157,0.3978329068742894,-0.20916383414950576,0.3201443128057369,0.5802189785991486,0.2791167027947246,0.4130998793196152,0.030285498847640143,-0.0198209676727803,0.1918104311800984,0.5396416062742078,0.5015424369367777,0.7446241119348291,0.6428443766922679,0.5904539639102641,0.22738127806316907,0.46588243594681994,0.5562912200016452,0.370055228678127,0.3504349335663394,-0.2543769679348276,0.7315047979963113,0.4477987663698477,0.6860854972204389,0.02198765536546993,0.49039217705819776,0.4272684148925209,0.21758799374728674,0.5962221573304288,0.44376821415305756,0.16536014831287718,0.5740144913287214,0.09459032790583138,0.5848864868975076,-0.22204298305024728,0.17398413685789127,0.29551557479166496,0.6564074255681799,0.5582571619890975,0.3298549016830076,0.6861900431014458,0.6362206849185067,0.6346483897341703,0.7080926518256164,0.7065158285437607,0.4928212283667023,0.7229083753047183,0.43759832729607145,0.300652001289859,-0.27925931235842477,0.24840771202262799,0.35146376211456065,0.5511768148497203,0.28173554615332397,0.5795425247276933,0.049067321759669026,0.6069720378275897,0.6396566157462269,0.08209195996153555,0.4172742801569252,0.65021220606761,0.5389396445451721,0.5564129777250194,0.41114646301755065,0.5309263653975329,0.5726758015419685,0.6079307352673152
Cerebellum_10_L,0.738592172654858,0.3515956245093173,0.5013244207646075,1.0,0.7597656362432027,0.18567396514575493,-0.060916300465757786,0.5499512391237472,0.5219145982747349,0.2025104306280962,0.6049384062632246,0.6034660088881064,0.3838503512044147,0.30514113700058837,-0.014585244382981505,0.3599512456719882,0.14143593191925213,0.8015241196501396,0.3072269314871388,0.7173313754778029,-0.1687008556804962,0.7165206485244996,0.04648896111607481,0.24996335018088622,0.49056350240476476,-0.31805776374872613,0.4498175020492977,0.8134788764367132,0.4788883702537389,0.20675906028031246,0.33537702137187964,-0.1184623469407536,0.21476799706019498,0.651025145100037,0.3366739771687545,0.7485257285399801,0.6225124908221842,0.6883708187087185,0.21473804983842415,0.5089923776438244,0.5536843041324682,0.4853141159071892,0.2750185182748452,0.21353640713342112,0.5888578780597981,0.40492185607540465,0.5880322274455824,0.07273678678366576,0.6061254107395087,0.5805324144482423,0.1108648787630623,0.7306784650181763,0.6378677176053795,0.5495731735783453,0.3704986533065762,0.22734810083070367,0.5327844711624192,-0.037569447836764115,0.17048540677480867,0.16794887531551667,0.7069629761056607,0.4886396054663795,0.7098396253677021,0.660113556477041,0.6713529267881057,0.5881120966128776,0.7601753620241136,0.7732156348852057,0.17617363377094722,0.6595481190531703,0.3017632077500062,0.21270037143926743,0.023469261334161884,0.05824279076578095,0.43457828507928803,0.4109454219892297,0.08510860505317562,0.6640670195669297,-0.062301996664171355,0.6407201130582728,0.7213332570113603,0.5625087557593141,0.3946476181381496,0.4842500297077195,0.3840215123013171,0.5973183528858296,0.23856894762834738,0.46205592324016737,0.6601031757755209,0.7339925736515452
Precentral_R,0.7669156201996338,0.196727838984474,0.45244828193518977,0.7597656362432027,1.0,0.0833876559783472,-0.026118881278015607,0.32148610903448455,0.42799605697717885,0.3025214694039882,0.5296625538402638,0.5678187739148661,0.49266242252321757,0.277034405530863,0.11219480419973493,0.3401123285953375,0.26135730628644355,0.7706921002643257,0.5366196492694157,0.7385439123712373,-0.10547876740218681,0.8117286863595279,-0.11620948298192163,0.09617860403393795,0.44422679115365865,-0.1526102252062833,0.4909423513094634,0.8399710056380407,0.4392357861328856,0.15450492340586144,0.35426954863164084,-0.0006161588224169389,0.2694208195620527,0.792026316898887,0.4032963887145807,0.7296250180624769,0.6559373619594944,0.6025990700243539,0.04836903062679412,0.3604282835900222,0.44831712996813716,0.5447857706612651,0.3654585141297397,0.2723984380484844,0.6047532489419213,0.4638827895741582,0.5395260121692679,0.13390830891387587,0.7067685145805351,0.43114547343363696,0.27954889996775334,0.7512323992922708,0.470021135420631,0.7226821936499461,0.47825427918162,0.3575389194773066,0.5074870716423096,0.06900199834909684,0.22855351769058682,0.19506163701215576,0.691837892930645,0.5254103890355621,0.5787918501981494,0.6288624440717262,0.6554196143224383,0.6151000193078815,0.7274128161169499,0.7401416454580266,0.36063522822379934,0.5885370717620523,0.1332465161904287,0.36042243189880624,0.106969267052057,0.0632374932691415,0.3124176871145325,0.2516058886513784,0.26455628086946814,0.6167528663483854,-0.06409256947810131,0.5131222765261833,0.6194960119682961,0.6852728696929571,0.23537864274546136,0.5574157058542762,0.4987050624622795,0.5774262062299871,0.24572082362611636,0.50907515197152,0.6316936939062926,0.7360663181650491
Cerebellum_Crus2_L,0.24787988872114342,0.341463808340949,0.31727506858851734,0.18567396514575493,0.0833876559783472,1.0,0.0864334911243349,0.36543937845895963,0.3801382687849474,-0.16101880210124342,0.30826482700083363,0.2571672356999984,-0.014131684456066678,0.24612979091808365,0.00011030289631232888,0.0016216508126150584,0.17047053153746933,0.11479400661288833,0.009865373550065329,0.2804209105545081,-0.11090149567720865,0.18649723679900634,0.15309800551468852,0.27940808382651344,0.13150905627675066,-0.19827740242890982,0.06597740117142402,0.20551673923984146,0.13259019594743912,0.3575359300836514,-0.1743405559589349,-0.10530054179438934,0.1524673223914832,0.19288229888549702,0.1537719527147276,0.3237990530174982,0.30491043983829025,0.281205112910783,0.1796829276008522,0.19199945244445704,0.3251001666939427,-0.003280470703135251,0.04989934978093565,-0.30512691339724823,0.32788539792263455,0.18832497485397712,0.4548830027146959,-0.04338697738088216,0.10301481492286144,0.25148289217467323,-0.1112214456742094,0.27388386675390186,0.2346137391540658,-0.09261505946701994,0.09421095752904075,-0.04586633084376074,0.29814338106512417,-0.32853375725279965,-0.08798880021838457,0.15201145525051332,0.3008684349692708,0.13853020312990158,0.18671305227792162,0.35115473550687043,0.36810455904151596,0.13974924415249895,0.34800231691457517,0.31708158670804093,0.10165648550101697,0.4340577386135555,0.2525048133874223,0.04693984574081314,-0.200006075272598,0.09960141740194095,0.27158178837005587,0.32990072899874395,0.06582568251308592,0.32802845717837187,0.04601607429082436,0.3995830511550602,0.19507313371944018,-0.22912358189765256,0.25130646481092034,0.2878477045837309,0.13435902388697246,0.36396717918029575,0.17000899312549927,0.1762530031726828,0.3736735919839653,0.22439711358952885
Angular_L,-0.04028714246491605,-0.05925212807401109,-0.021262274596919453,-0.060916300465757786,-0.026118881278015607,0.0864334911243349,1.0,0.0788648759238153,0.00956153362766136,0.012035020078411458,-0.05683324252300268,0.0351800100099701,-0.10956897293676104,5.04695479078207e-05,-0.06434883404098776,-0.043236381076707256,-0.06001650767406344,0.14536383554110255,-0.04183473494684299,0.00852722444939549,-0.1435868759509481,0.00044976118521652963,-0.012992389233772382,0.012713994275030144,-0.04789281338200806,-0.22924773177447244,0.07110570153162024,0.015010013501607921,0.12243764158345254,-0.13843565078341902,0.049176230402500645,-0.2612127855503474,-0.058842481864282904,-0.020429255293464624,-0.04693328194000159,-0.05049660973750343,-0.07416246478748494,-0.03484236273679629,0.05642001261801347,-0.06141651261081287,-0.0675790352161389,-0.14616779264809507,-0.11939887353777866,0.02249877370508378,-0.030459315792114815,-0.14215421116803978,0.03698379613576856,0.006434752744318193,0.03209709978477311,0.003448020100569456,0.010313071025869668,0.003706495458568461,0.046127707472866306,-0.01762260638631976,-0.12332973068149689,0.09414291820362183,0.052732298462971915,-0.09518766017346318,-0.09059862575681744,-0.13978814728807454,-0.023205422071211197,0.03935318714521206,0.0216762760683033,-0.05574650660670064,0.009149939556893971,-0.07780862859577682,-0.04698008703015956,-0.023245169900767887,-0.12839181739186126,-0.00492919505185855,0.04873858270246681,-0.08976630979095802,-0.017599439401748525,0.20438640291615254,-0.047929159008777346,-0.05571742013331079,0.11149870945267852,0.0024585196434409413,0.016780061079996814,0.08072678327900211,-0.1318069085286454,-0.09044308961014759,0.08185847502372343,-0.10649924826339614,-0.1168772973654006,0.0001828589897431367,-0.02281326465335799,0.01052452587880582,0.09942926205771879,-0.08950004770791967
Cerebellum_Crus1_R,0.5170200829359863,0.4850087491231812,0.4639703119115554,0.5499512391237472,0.32148610903448455,0.36543937845895963,0.0788648759238153,1.0,0.5398951812244132,0.1022022991584373,0.3308182474815104,0.5940534381236268,-0.08299938114527022,0.19054147511072783,-0.17115850456530532,0.4393045830417241,0.03227882903682748,0.5092301615857754,0.003635506203295688,0.4576010378918348,-0.39157471755401446,0.4803531171561367,0.31467042319262856,0.5716512790559247,0.4892475270449119,-0.49894076139841825,0.16906553410182737,0.4630778492503659,0.6592502963930011,0.3552101579856232,0.31509707682776467,-0.4568730722052687,0.12502918844011246,0.309298657921053,0.2797848746043243,0.5106505669449183,0.34348498581726444,0.7716927764336421,0.44341654117655055,0.6031322033148023,0.36884555459421164,0.30456550462208465,-0.025203832218302094,-0.14643175230040525,0.29981851674932947,0.22252418668490934,0.7804603557459482,0.1693302523095202,0.39215285316087584,0.4343698848850937,-0.20869962225206334,0.47659712096672124,0.67320375538701,0.25642806489088965,0.13491894063097823,0.38181285400793935,0.4728633453560293,-0.3538159400985278,-0.11310786504346508,0.12328760546293131,0.3933984748779347,0.36180959065264084,0.6186485077593904,0.4829493239522834,0.4970044583582102,0.21739388503352966,0.6119723269211127,0.6793324550540473,-0.020778168457280737,0.6369461383935086,0.7641123306034278,-0.10545445490334537,-0.12105723241230248,0.4089645769621536,0.2076976307539961,0.6731078968272253,0.2804240385073999,0.5321189152912945,-0.12480115488289023,0.8927596617644504,0.4188840533569574,0.11422503230723105,0.3623381916641971,0.40978873238875113,0.2713043459993471,0.4668061441886186,0.08397993041387376,0.4022194065267498,0.5366991654268524,0.5608259969659717
OFCpost_L,0.6609659449838388,0.4469292188236066,0.4701429818669185,0.5219145982747349,0.42799605697717885,0.3801382687849474,0.00956153362766136,0.5398951812244132,1.0,-0.027192135039959073,0.6110039521849752,0.44620126733695054,0.19900556521039167,0.49441565625436995,0.30532747920016523,0.007536967546040496,0.32883170492383557,0.4737875093886903,0.3844596954043564,0.5848141962296474,0.12152522377333716,0.6399489734645909,0.07573784575788432,0.3838778299862855,0.37275119982761773,0.01321333864598769,0.3620717138875876,0.6216963063218821,0.26867692252466835,0.4357195422760261,-0.007339231171018682,0.16696996221808447,0.532587135547875,0.5967877156267823,0.32343229936802703,0.6827490040926981,0.5440722418243685,0.6144504527017136,0.27217014865237066,0.25866982792160703,0.4891393861807719,0.3423157827397781,0.2808990075161187,-0.14271731135715007,0.590506715575006,0.36295328685385925,0.5680187687651093,-0.08763392070032375,0.5821039611700619,0.5685541716527864,0.22368651450686128,0.6396701673453421,0.430164817895938,0.1476421022423875,0.3748772578239044,0.05884637867882376,0.537558857934997,-0.2932719500203349,0.26566637019930434,0.6334929841007847,0.6043626465145935,0.36135650954832926,0.41479825946749704,0.6700327927261229,0.6707346556837503,0.5204964300642193,0.645368363890802,0.5731300761346902,0.3833713437010767,0.6597902258845993,0.4795154506621607,0.4758457757861131,-0.22341402659435433,0.17590322558636406,0.46499253313966954,0.4575777436994119,0.28264512290401755,0.7127140301111784,0.3337318366695407,0.6112879693160388,0.5683114141220825,0.1343665073366357,0.7118091172517305,0.45966736288770765,0.6217329818296898,0.6005393221417725,0.5224074433151807,0.528239251824795,0.6306333559494797,0.5562590125403101
Occipital_Sup_R,0.2419783904891583,-0.11009972277486514,-0.04317024535138426,0.2025104306280962,0.3025214694039882,-0.16101880210124342,0.012035020078411458,0.1022022991584373,-0.027192135039959073,1.0,0.016533183857360488,0.0612495261114552,0.14740525593512396,0.08010709423648661,0.08535723123447544,0.23405151463798946,-0.059835381601934426,0.21353626916654234,0.046968958327058274,0.09628895175967506,0.09866381497984342,0.1805819513838164,-0.02532322640249847,-0.10088251208562234,0.23754684405062768,0.03734238064377264,0.04245904987608229,0.22723957613052023,0.32109879044778994,-0.07115108777536094,0.4209423112406414,-0.058184047044242404,0.13890242660241647,0.09534776204524134,-0.12885906881991596,0.07845530747311207,-0.00440876794003303,0.21042926661303216,-0.07791174645624252,0.08692083449314661,-0.039147855393584785,0.2722335784293101,-0.01018936871275473,0.3374227903678669,0.03805012542766779,0.1892039591811071,0.0880434717446616,0.1824408402728351,0.14660309015648407,0.25725279670780066,-0.047555614450008575,0.12879262141431966,0.22017775243256898,0.43141406713614366,-0.020532323369475098,0.08452768906862211,-0.03259740622278511,0.15628781928415442,-0.028778358257658856,0.10639343976038151,0.07032530518519275,-0.04922500050331492,0.23500780146200814,0.08396535056799102,0.03910865693972506,0.08558060492599871,0.11792287517696055,0.1775672121531862,-0.013077984712088242,0.06624920384970595,0.020639859635748867,-0.05577371033272137,0.10841553983237678,-0.04252737524004631,0.16052663016700736,0.04811192889197283,-0.035467825566199034,0.047002339819306266,-0.012697975718528343,0.09778361857004926,0.08519748573241842,0.4373651008627858,0.004009880624136703,-0.03283787477098997,0.19026031226963033,0.09437702527499645,-0.0751956465194496,0.09526412049368713,0.10140352467659426,0.19421975334598068
