,Cingulate_Mid_L,Frontal_Med_Orb_R,Frontal_Inf_Tri_R,ACC_sup_L,Insula_L,Occipital_Mid_L,Thal_PuM_R,Cerebellum_Crus2_L,Olfactory_R,Cerebellum_3_R,SupraMarginal_R,Cerebellum_8_L,OFCant_L,Temporal_Sup_L,SN_pr_L,LC_L,Thal_IL_L,Vermis_7,Thal_VPL_R,Thal_VL_L,Temporal_Inf_L,Thal_PuA_R,SN_pc_L,Thal_MGN_L,Supp_Motor_Area_R,Precentral_R,Thal_PuL_L,Paracentral_Lobule_R,Thal_MDm_L,SN_pr_R,Thal_LP_R,Precuneus_R,Thal_AV_R,Cerebellum_3_L,OFCant_R,Cerebellum_Crus2_R,Occipital_Sup_L,SupraMarginal_L,OFCmed_L,ParaHippocampal_R,Precentral_L,VTA_R,Occipital_Inf_R,Thal_LGN_L,ParaHippocampal_L,Parietal_Sup_R,Caudate_L,Temporal_Sup_R,Temporal_Mid_R,Calcarine_L,Thal_VA_R,Heschl_R,Putamen_L,Frontal_Sup_Medial_L,LC_R,Temporal_Pole_Mid_R,Thal_AV_L,Thal_LP_L,Cingulate_Post_R,Occipital_Mid_R
SupraMarginal_R,0.5293714091912533,-0.26773134914594393,0.3694657033942884,0.2752392041984894,0.31133597200773955,0.25544391734845984,0.3093589336326354,-0.09261505946701994,0.21476648577131507,0.15313115498796903,1.0,0.24020315580850443,-0.3956582802471479,0.29805548179642277,0.14437344505466707,0.0411731977759439,0.4059937745224722,0.17268981328337105,0.0902604888546577,0.5415191043070073,0.22337635843734277,-0.14407171289813447,0.2068296463535373,0.12105662660938016,0.5691523322257025,0.7226821936499461,-0.0141539585664491,0.818091819333736,0.09849416734567952,0.08929441657856624,0.2245050552853983,0.7640028335464343,0.0014777085399048245,-0.10765254343019065,-0.1540624429411746,-0.0790218360379186,0.38972688520771104,0.6699972666049299,-0.25072144419359527,0.17096925082820633,0.44917850411633115,0.04149685472811952,0.01719210415340239,0.1562272401090002,0.16137891950911593,0.06892912245902523,-0.04785768394660158,0.5269047866234499,0.49868222360956815,0.5999100925372227,0.44871875495173563,-0.05368742432933722,0.07991806522995924,0.3341250484924547,0.027450413497613253,-0.19724878492402542,0.5540801534370966,-0.2151233268312589,0.4879921283446117,0.7010312709029921
Cerebellum_8_L,0.45208645645079387,-0.40209608002999614,0.4130572894647171,0.37814402312326145,0.43871581875903015,-0.32028854096858034,0.16229904719944108,0.25742913693858427,0.03380158742396868,0.22783797172331632,0.24020315580850443,1.0,-0.22057146895032256,0.5945702633971489,0.15107832318659672,0.2318811916632659,0.19783323347423523,0.38221640575236016,0.16584599230331507,0.49768625782775067,0.648739350836885,-0.1358947389090642,0.38724812909907047,-0.18155696071311983,0.44303244854790697,0.3266576687126856,0.5076554676429079,0.19360433680307587,0.3002247626258404,0.30995947160161863,0.16249195009300194,0.49416061141941947,0.3447608895327118,0.2984456884964886,-0.22667715828506269,0.7583431741417253,0.22540312347658756,0.5029387975916902,-0.4443883212387641,0.3318836844749542,0.3709095478909637,0.27192787937153706,0.5443431899309977,0.09689245269144664,0.35009718803619927,0.260184111814336,0.27359374197264796,0.50329116814957,0.639688416353387,0.7392427946075387,0.6782645720865823,0.3348851486895805,0.14730139887747684,0.18723590662292305,0.5151441711461934,-0.27380034668093417,0.5631511001492978,0.0690242845310776,0.4974892900588339,0.13940569742365044
OFCant_L,0.06129125777483324,0.7794424667982242,-0.028242141285303383,-0.0712380705590854,0.02992678041739413,-0.10918048392454846,0.2046666413817834,-0.1260062298627717,0.2510185073849129,0.17255599665351998,-0.3956582802471479,-0.22057146895032256,1.0,-0.0013658668050428669,0.1355295941228982,-0.06293550451235647,-0.01878103863399038,-0.23118105424130816,0.27808646586317365,-0.29389809252919247,0.19751595982661074,0.457796830764302,0.12523719533358008,0.1384936223465438,-0.023827879731089192,-0.06360892286508353,0.005923430662965057,-0.27760458155193335,0.07377137190022676,0.09914164865757724,0.12219225066264967,-0.17554243936588107,0.06496847801959861,0.3819826844903947,0.7146330933546462,0.05489716608752555,-0.3008922343917368,-0.3447977163790904,0.7529685986485508,0.19474286692752976,-0.029053791799776466,0.19009593603351402,-0.3656794651582498,0.14104053138288064,0.11028470166528549,-0.06450046817998448,0.4461082015437054,-0.09996655577576916,-0.17422523167365755,-0.1819299109895534,-0.37045838045457424,0.17423600172829365,0.38446272533655484,0.10498581376358031,-0.13002468652911517,0.4801268805104147,-0.5223867913434003,0.3236033117229907,0.0840985008468574,-0.4625713521256998
Temporal_Sup_L,0.7610372293309287,0.010497501887215543,0.8678254892521136,0.7969398093199701,0.8770753159849521,-0.17772590304682875,0.6013406648921854,0.3365193919666018,0.29909412378597267,0.7055288722107216,0.29805548179642277,0.5945702633971489,-0.0013658668050428669,1.0,0.26785872841131714,0.07902935895789943,0.463696250182129,0.2317370231437398,0.5041991754668474,0.666450439703631,0.7520926046771179,0.22409206444754154,0.4751665017660606,0.15827415404660664,0.7766386101751376,0.6142192547113597,0.39522543960768425,0.27021845541467554,0.47381960588464006,0.5460856651573456,0.4410532744992091,0.5724509303177069,0.45578269219573087,0.6552986028619192,0.09467083272472847,0.4492499247688052,0.04071355712717829,0.6497822652056304,-0.32696755508998293,0.6800924027470883,0.7550842536165657,0.4670670751598824,0.2957667366250933,0.5910462883656904,0.6082665806463524,0.23669590558354048,0.7026589895169685,0.8919006474489222,0.7952628284428377,0.7977235824727867,0.5656596516931378,0.7079794298955976,0.6196704406180672,0.6714591424687995,0.3357834312511469,0.13833817113910818,0.3872843109386902,0.39129154513144815,0.7716952586566082,0.010994118967974741
SN_pr_L,0.3575046015817292,0.08632768047605463,0.295477113190531,0.34098736794597095,0.2555493762382514,-0.021864666027587243,0.382577831092952,0.27158178837005587,0.6093881502727477,0.5682172518152131,0.14437344505466707,0.15107832318659672,0.1355295941228982,0.26785872841131714,1.0,0.06986006158030367,0.31604692106686144,-0.03023387400146811,0.24792809530593418,0.2819106621398148,0.35137663578652073,0.11072514915537308,0.3219671157303242,0.42861785600134894,0.42667465274782346,0.3124176871145325,0.23104513339552685,0.04780889390461745,0.3272163187817155,0.1815859055801402,0.44852886377183465,0.37608733701645286,0.3388220096751168,0.4122159150560391,0.5418893581675873,0.19606495446427047,0.031167567646454966,0.17733520064901612,0.21819115897626648,0.5329790671842515,0.30801673717982103,0.5685651951907765,0.06672911167832873,0.263525908663399,0.6164085965383447,0.07662175074159551,0.3236903624932116,0.3539519076154718,0.3702083843853114,0.2855194788670272,0.4366441340787234,0.0018223485262918488,0.41900009893824236,0.3483602194104008,-0.13232895613855625,0.10746130508482186,0.18528535008261474,0.23605362852415798,0.47302195084274196,0.07759532734167017
LC_L,0.1326303715878075,-0.17256008907144,0.07951517025865122,0.16715028182419345,0.07168052509857209,-0.10620701517647464,-0.14930028316074964,0.004397880517011054,-0.03103024273836203,-0.006283388328812041,0.0411731977759439,0.2318811916632659,-0.06293550451235647,0.07902935895789943,0.06986006158030367,1.0,0.008577963791454092,-0.06722906629745522,0.015254735589224747,0.10827913855323072,0.24168901767098727,0.02903871138968492,0.3231607454665536,-0.0868044906632189,0.13616993289968984,0.11747930568834293,0.06999806178795556,0.007630656973541905,0.19802543064720662,0.1333223709031581,-0.02808517174502188,0.17861399282902163,0.06766897634214004,0.015335431640800604,0.027769301951433834,0.28985343732319496,0.06857544798078738,0.053234052918891994,-0.09969893168246467,0.16638109455318378,0.11670736393362591,0.31947860639211284,0.03319584806468205,-0.01254454394488935,0.2630101163133446,0.058307693298531374,0.09413697156291072,0.01731453219936551,0.033388160562652786,0.13370639544355162,0.29889982715237373,0.04052311945971232,-0.054979025044589735,0.1586937763515869,0.4134564634079824,-0.10967623822405066,0.11228849727725959,0.13662579441661785,0.07806485544719799,0.0271043204117848
Thal_IL_L,0.542402522813926,0.10722858362058428,0.44959734263408296,0.46007965230367315,0.43169137156470805,0.06825230673776043,0.41091005186594165,-0.003280470703135251,0.47063063108393327,0.45386344562232195,0.4059937745224722,0.19783323347423523,-0.01878103863399038,0.463696250182129,0.31604692106686144,0.008577963791454092,1.0,-0.08368957873243095,0.4258777372039359,0.564083226848343,0.40876564827709205,0.18831135716657021,0.4387946555586846,0.10180932567826545,0.5727520665488174,0.5447857706612651,0.20036144529257244,0.2741335623886364,0.45761355562234785,0.2648599182067005,0.5010370555510631,0.42849307221882615,0.49788963875691133,0.35090289349189524,0.1747098622234189,0.19274331289536062,0.0902842141332551,0.4880076444437886,-0.011731016343570407,0.568495836381497,0.5613012894321897,0.37307127306752064,0.15535046060390378,0.41330163211048343,0.5176079296156338,0.1029234429470629,0.45769363691744536,0.5212383041972384,0.4729372098394112,0.4775481014678395,0.4457830249237588,0.3001708607442857,0.5082830436179933,0.47353183177225905,-0.07152342391288709,0.31536210652490293,0.46961512713811887,0.17418880874765164,0.5541335974180869,0.1891291462184807
Vermis_7,-0.06629407221543326,-0.23051245953891036,0.06269357472477308,-0.007479533282540889,0.14442895153153065,-0.1639760877202383,-0.03893385824527962,0.15309800551468852,-0.19676864467478491,0.006566575388280599,0.17268981328337105,0.38221640575236016,-0.23118105424130816,0.2317370231437398,-0.03023387400146811,-0.06722906629745522,-0.08368957873243095,1.0,-0.0495302720188877,0.016826545505622202,0.04998598964096804,-0.36850523907371546,-0.1919699249226044,0.15993241314583576,-0.09267399020650784,-0.11620948298192163,0.12326519163221507,0.15903643270605755,-0.27978147559362276,-0.11043137271518101,-0.09538534895406175,0.21063782243889353,-0.3287474246063935,-0.0007620226482430945,-0.24153150454429254,0.10085595441637152,0.062453339531280835,0.19731722802268253,-0.31486637976680526,-0.23816195376135932,-0.15393081519256302,0.01303450929469129,0.29176959970639904,-0.2754298018435343,-0.20685021920997335,0.1867473155950896,-0.21888890474160283,0.16895403411138324,0.2765773944731257,0.2834975763176554,0.10467232958028556,0.05331383398885573,-0.2617621656281133,-0.21533902133362218,0.38182236780741025,-0.5884589945112173,0.08742210169189733,-0.16887596783448533,0.027555301165869343,0.22378207560366262
Thal_VPL_R,0.47050666015619547,0.2616100625213084,0.49329004748801303,0.5073704157310109,0.508133079792396,-0.08973755443077946,0.5391254953042388,0.09421095752904075,0.20787518793225715,0.4685003977415977,0.0902604888546577,0.16584599230331507,0.27808646586317365,0.5041991754668474,0.24792809530593418,0.015254735589224747,0.4258777372039359,-0.0495302720188877,1.0,0.3142082274291562,0.529632635844316,0.38955674798942924,0.39275537245311853,0.2636992365215602,0.4312039562068183,0.47825427918162,0.17477568731985826,-0.009626398115353148,0.5489386742297994,0.5004827809695341,0.4273771200647345,0.15389855530521546,0.3688181788069426,0.556087383307564,0.27776094391890555,0.16829745765332438,-0.22172098540814025,0.07546495658607756,0.08718766340302998,0.535796896746409,0.4099218588487931,0.3322176278786708,-0.08110575249807146,0.4909338624398283,0.5102395169898286,-0.0292029975909444,0.6195894155176458,0.4358482770420957,0.34218788165232034,0.34337434711778003,0.11945477904900449,0.4584998393092636,0.6282671314067093,0.5533227529900944,0.0946409637307025,0.23707050598617435,0.08030216855255011,0.5276675672390742,0.5255272142644487,-0.32698761746457655
Thal_VL_L,0.5960813160229022,-0.16806397848030366,0.6697494414852392,0.6580162068072061,0.6649955695703579,0.05675601074314192,0.44303891110015853,0.13955921626745682,0.47107922673273717,0.4566535048251782,0.5415191043070073,0.49768625782775067,-0.29389809252919247,0.666450439703631,0.2819106621398148,0.10827913855323072,0.564083226848343,0.016826545505622202,0.3142082274291562,1.0,0.48626475401845265,0.03708300799402031,0.4849566392094162,0.05406534650093699,0.6840256993264588,0.6059918395724893,0.32368783574895715,0.3572081535157383,0.4077249976662896,0.49522815583886504,0.3892071011726145,0.5579134080490773,0.5072576624057851,0.3058741855282093,-0.06388336831409124,0.3782333383310742,0.15154763051930592,0.7256045954673902,-0.3541779226627171,0.6451590787227157,0.670506163030621,0.45234471096373846,0.3741072716771024,0.4517311145932461,0.5825864919652779,0.13673227895935505,0.4375155268264555,0.7125266873140484,0.7328733787688211,0.6803418013846113,0.6744231925140326,0.3196108184552222,0.4038953841171977,0.5081659865467457,0.1530472166643237,0.1639869517460427,0.6565374962595865,0.0501106890734484,0.6419889202895824,0.380493069127834
Temporal_Inf_L,0.7444737129254282,0.12833811108638635,0.6866662067321855,0.595974500413245,0.6997058284747368,-0.2326969690930212,0.49037566070945554,0.3133462656207263,0.35404134206366117,0.5669155045115397,0.22337635843734277,0.648739350836885,0.19751595982661074,0.7520926046771179,0.35137663578652073,0.24168901767098727,0.40876564827709205,0.04998598964096804,0.529632635844316,0.48626475401845265,1.0,0.2953779322096511,0.6180526671954223,0.019924817349771605,0.7100624237333558,0.6420094091591964,0.46242194001046294,0.17712616401368614,0.5744745115453505,0.5948641977186295,0.47149204398255395,0.539599081318777,0.5253462354346589,0.6593044355351705,0.23560819433271998,0.5286686143918209,0.03828765143912642,0.42025434449737153,-0.04345942601235862,0.7058839659270717,0.5911613576951824,0.4827758163003744,0.1690688045925616,0.461869046627283,0.6651425904426881,0.07478347434902759,0.718179028246723,0.6446117058172373,0.5801068504398494,0.7204932873466152,0.5519982603919694,0.5550107471046647,0.6327930100366823,0.625752575497861,0.3526084580047734,0.13330256243399755,0.2546936213862,0.467153498779152,0.759154202532969,-0.0826495408678625
Thal_PuA_R,0.3809355681341529,0.4573788536535523,0.3286281984132313,0.32717053217256736,0.28575854130600603,0.11810941116198416,0.5044555347285761,-0.1112214456742094,0.15156890546609844,0.27789497333960694,-0.14407171289813447,-0.1358947389090642,0.457796830764302,0.22409206444754154,0.11072514915537308,0.02903871138968492,0.18831135716657021,-0.36850523907371546,0.38955674798942924,0.03708300799402031,0.2953779322096511,1.0,0.2686634030041659,0.20823792536027247,0.32751004495890257,0.27954889996775334,0.03250958189966522,-0.01223472704779191,0.3382183603781136,0.4446284017159516,0.2463829503956282,0.04881851506620913,0.24253704790999936,0.3800153172536329,0.4780196000099316,-0.017999632324227074,-0.17337477655513084,-0.1809288768905432,0.258582578381079,0.40770543209047067,0.3333257001987567,0.22398591073793914,-0.2599703413623295,0.3960813850256184,0.29331495480495323,-0.11296970227746458,0.5503147112486018,0.23833237017363332,0.04537139899196519,-0.008143701442650702,-0.10149587274620231,0.3840778317921666,0.48973018176378774,0.5250151735378566,0.007119708364904444,0.45509119890478283,-0.2368468498606876,0.5484116257240673,0.30574752260530724,-0.37623571622118884
SN_pc_L,0.5697234173182909,0.14655260530621927,0.4805761604045812,0.5419627810044422,0.5435414412411931,-0.1949927382575421,0.4668475457308192,0.1762530031726828,0.3990318831145763,0.4931385684473703,0.2068296463535373,0.38724812909907047,0.12523719533358008,0.4751665017660606,0.3219671157303242,0.3231607454665536,0.4387946555586846,-0.1919699249226044,0.39275537245311853,0.4849566392094162,0.6180526671954223,0.2686634030041659,1.0,0.09909952103112435,0.5776592901858586,0.50907515197152,0.3147959740796146,0.12213615389139704,0.5235093034571543,0.5322915685759109,0.3663142876532278,0.4233604935838742,0.4668386230435793,0.470497595344742,0.17247915470217495,0.45084018706527934,-0.00952047390657233,0.33192744090781384,-0.021783265871806862,0.6305119271746278,0.5452490304527371,0.4454555893271467,0.16489963750859535,0.49688654254961506,0.6260533061093767,0.041748462614789775,0.5951621662574591,0.44131753044008926,0.4673344302169783,0.5039459680353141,0.49469542488163376,0.3143935296573746,0.493631525986894,0.5157456080760692,0.15515613682934346,0.18615629527831837,0.31400712464255276,0.4292926743945209,0.676100986625641,0.07065551238494786
