,Fusiform_R,Occipital_Inf_R,Red_N_L,Amygdala_L,Lingual_L,Paracentral_Lobule_R,Cerebellum_Crus1_L,Cerebellum_Crus2_L,Caudate_R,Frontal_Sup_2_L,OFCant_R,Temporal_Mid_L,SupraMarginal_L,Cerebellum_3_R,Parietal_Inf_R,SN_pr_R,LC_L,Frontal_Sup_2_R,ParaHippocampal_R,Thal_PuM_R,Hippocampus_R,Frontal_Inf_Tri_L,Thal_LP_R,Supp_Motor_Area_L,Thal_MGN_R,Paracentral_Lobule_L,Frontal_Inf_Oper_L,SN_pc_R,Supp_Motor_Area_R,SN_pr_L,Cerebellum_4_5_R,Cingulate_Post_R,Thal_MGN_L,Cingulate_Mid_R,Thal_VL_R,VTA_R,Cerebellum_3_L,Cingulate_Mid_L,Thal_PuL_L,ACC_pre_L,Insula_L,Precentral_R,Thal_VL_L,Thal_PuM_L,Caudate_L,Rectus_R,Fusiform_L,Cerebellum_6_R,Vermis_10,Cerebellum_7b_L,Angular_R,OFCpost_R,Frontal_Inf_Orb_2_R,Frontal_Inf_Oper_R,Hippocampus_L,Putamen_L,Thal_IL_L,Occipital_Mid_R,Calcarine_R,Rolandic_Oper_R,Cerebellum_7b_R,Parietal_Sup_L,Angular_L,Cerebellum_Crus1_R,Frontal_Inf_Tri_R,Thal_PuI_R,Frontal_Inf_Orb_2_L,Pallidum_L,Heschl_R,Cerebellum_10_L,Putamen_R,Occipital_Sup_R,Vermis_3,Precentral_L,Temporal_Inf_R,Parietal_Inf_L,Cuneus_L,Frontal_Sup_Medial_R,Cerebellum_8_L,Temporal_Pole_Mid_L,SupraMarginal_R,Olfactory_R,Vermis_6,Occipital_Inf_L,Cuneus_R,Thal_MDl_R,Thal_LP_L,Rectus_L,Cerebellum_9_L,N_Acc_R,Temporal_Pole_Sup_R,Vermis_9,Frontal_Med_Orb_R,Thal_MDl_L,Thal_LGN_R,OFCmed_L,Heschl_L,Calcarine_L,Thal_AV_R,Thal_VPL_R,OFCpost_L,Thal_PuA_R,Cerebellum_Crus2_R,Thal_PuI_L,LC_R,Occipital_Sup_L,Precuneus_R,Thal_VA_L,Rolandic_Oper_L,Thal_VPL_L,Parietal_Sup_R,Cerebellum_8_R,Temporal_Sup_R,Vermis_8,Red_N_R
Fusiform_R,1.0,0.3158447255840067,0.591805928194645,0.29011867867213115,0.7774991443776995,0.24567870289524388,0.44445063972199317,0.34800231691457517,0.8149637933729432,0.7893333256498378,0.18945383183987025,0.78147676957041,0.6075491445875968,0.7818535988099778,-0.13658909029002475,0.5368481207330346,0.12492573009982727,0.733169277161703,0.8498887844492602,0.6628192842431156,0.8785279715011862,0.8442232673785252,0.5863782543969309,0.8699934235397546,0.21761935604429494,0.33772169603671703,0.7530717992011194,0.6492702362032599,0.867002889029864,0.47827459995367577,0.8747269452449921,0.8198930754825255,0.12505898690180076,0.83103010463896,0.768919348943143,0.5523603642866571,0.6908351461310669,0.8291228920902719,0.47634109273078745,0.41584255630654154,0.8029496227259618,0.7274128161169499,0.7094680183145137,0.7080926518256164,0.7182022185498863,0.5012314584223366,0.9324083252322573,0.7974156827070004,0.7422107232184537,0.27258695131706123,0.15805611907080813,0.41593810997705266,0.4343815562435715,0.7660217943615247,0.872871140809708,0.7042655987993782,0.5888014274880936,0.09083699610987538,0.7202363716275214,0.6714139870824795,0.4849723012652828,-0.026380693571762908,-0.04698008703015956,0.6119723269211127,0.7995662085573012,0.05602227664447434,0.6284627022966071,0.3164652400946582,0.5572159787530452,0.7601753620241136,0.6470128409127697,0.11792287517696055,0.8003896518854933,0.8019865999042712,0.8246336634643933,0.43706383115129327,0.3815872100643324,0.7462033806587512,0.5463043490897073,-0.0033829225888061276,0.3591617881461045,0.4757918896583523,0.2591429872557655,-0.09553349371545339,0.4078150466050472,0.228614718792686,0.3708897717729406,0.14926179705964215,0.5521936686785596,0.33694600409565545,0.7028089149152269,0.4258502759333357,0.01367540492455861,0.21934704821084555,0.18999027465883797,-0.1852122021388237,0.7334614700340835,0.775843482858742,0.6436984851195187,0.4739684396279817,0.645368363890802,0.27323049090472046,0.5066997562221979,0.047332906224245956,0.09855958694673361,0.04723113491301937,0.6243290535626178,0.60583509530094,0.7630203264907344,0.5660099814827372,0.19992257364110674,0.6193577157238008,0.8356612541914422,0.2466877744207996,0.7348597022878004
Occipital_Inf_R,0.3158447255840067,1.0,0.2566233537087659,0.03066300456331747,0.5169187159763146,-0.09006199730079575,0.4298456203048444,0.30584932014864785,0.20302997305438214,0.0029046653905238466,-0.3472765899799204,0.34441125030880554,0.35349899211562075,0.07300719907307618,-0.21608454576667485,0.07084973631373133,0.03319584806468205,-0.11623201170906779,0.14612602020059032,-0.04391314938220221,0.1865331965648255,0.15471263255496878,0.043205332948865444,0.0992743575923168,-0.22937032732644255,-0.13249790401586234,0.02861698104383252,0.2829089432929001,0.12482177793735312,0.06672911167832873,0.2752956511959871,0.15199756271757225,-0.22243726448061932,0.13125803426804483,0.4264256732865137,0.12751956985464605,0.13663700711399257,0.06744142776269514,0.27393346312836836,-0.2959022804938008,0.15873105417247688,-0.028507026343928217,0.3741072716771024,0.25260755653745387,0.021702262426530502,-0.006835936051900367,0.3294253298050327,0.581832843555564,0.17801187376330646,0.2790976603365968,0.17288089655739344,-0.0633780772343718,-0.015129097767170089,0.05680285244369964,0.18421920209548356,-0.04143155858112776,0.15535046060390378,0.15411506811891318,0.40073136256611136,-0.024011361459122797,0.4450402822348407,-0.22778080007798318,0.14162276592908024,0.6477585452614442,0.14017595839761166,-0.20343259055820898,0.11869159097225511,-0.3250323893532634,0.11777233870535624,0.16726973219875796,-0.1232649814921884,0.030079384202870135,0.03212390597443871,0.17086895185962644,0.4348902347018495,0.1431904440326004,0.17190135072433635,0.07848661465323425,0.5443431899309977,-0.2982890980239819,0.01719210415340239,0.029103869697268976,0.46813696468007493,-0.16064882974160005,0.10022130784024604,0.11964912579300374,-0.12191612847184027,-0.24405152014091094,0.4580401339314272,0.17576143900697447,0.16058261466594928,0.436236253150361,-0.46158311759683074,-0.025038561892869377,-0.3011935076736186,-0.46313450773730075,0.16068703039148705,0.33812626588692585,0.30214453545369596,-0.08110575249807146,0.1924898895951458,-0.2599703413623295,0.5533241682373166,-0.2689963579078767,0.27315032280893925,0.15022094795906807,0.1365146271923449,0.07097765442850615,0.0554421715332244,0.317516019323962,0.3334290428226566,0.6538418591653096,0.22551443439843277,0.1853851088470957,0.16475897909099144
Red_N_L,0.591805928194645,0.2566233537087659,1.0,0.2248161609828522,0.5510245522941444,0.3866815180128087,0.3963490459822047,0.2835554543850846,0.5788570053351684,0.5397727758447611,-0.0706565971159644,0.6472138484807314,0.5955137134279131,0.4960290263562133,0.07171573245396988,0.48994126195037496,0.2514850686973325,0.5425387466583063,0.5211295271478966,0.3910622719650459,0.5779196538186675,0.5922266073991053,0.31297557055613967,0.6173698745918833,0.31880335749553507,0.3281611453210373,0.5185915185199532,0.6223877470083453,0.6380350421678859,0.31581808347458207,0.5092427139746908,0.6100889084319333,0.1120388711404149,0.6067560675119221,0.6226789338104979,0.3721336486099096,0.29855099694895143,0.5252456211472546,0.2620263029404931,0.1276759369525572,0.5734683380283041,0.5652660728506558,0.5854544982877347,0.5139627425003204,0.42648557315357777,0.36507301196817277,0.6413730253878598,0.6041723354647305,0.37777857340219284,0.3478256965946428,0.29758842252596757,0.22936080440112241,0.286141994987101,0.5558584538076495,0.6086777244999173,0.37236390547285436,0.3782195398175065,0.20713462080019734,0.5666857721114753,0.4223198454594373,0.47819185670252295,0.08432808177225762,0.22761387518574397,0.4874576962338587,0.5849658059843541,0.11344480808143317,0.46961411073391557,0.12706136369610121,0.2246814063312481,0.643504751007502,0.29177030424977723,0.08320954137266409,0.5471690508579595,0.6825120119002442,0.36721124721349524,0.567531055415809,0.39580607840389626,0.5458281403096383,0.4028079983081805,-0.10817372150473631,0.4257001878507007,0.3236892565626021,0.26726154375219485,-0.036090456230930816,0.34157920355606763,0.14203881914760477,0.31930848909661,0.04517030639955977,0.3651468217711531,0.2475676580056089,0.3979431924495677,0.2474928695402786,-0.2388326677087632,0.0969505222639381,0.12904543148619618,-0.36894403453925445,0.3185270392077532,0.573144629761064,0.2810311351400199,0.3281499878029591,0.4702670426962724,0.08885037014157088,0.2748043293434087,0.07028433448571542,0.3388910490766111,0.017575335433245753,0.5921259712291257,0.3834300093216135,0.4331734531500254,0.43440770633122827,0.20968846091416501,0.4277237087490073,0.5225221655255079,0.07290991802400294,0.5819662537595988
Amygdala_L,0.29011867867213115,0.03066300456331747,0.2248161609828522,1.0,0.38591813009515497,-0.04703524462243855,0.01756796827519643,0.1912443079321574,0.34381388320511647,0.28535617616086245,0.5449709405988467,0.38814994549468257,0.0016151493104485958,0.4657176498657742,-0.060758876051728104,0.14448115317761778,0.012442753221308193,0.2694838357733629,0.3532617767466549,0.33301769472848314,0.49857855931704964,0.29549120161558123,0.3575091390419354,0.28260776713413394,0.021311674760363244,0.04152029278506082,0.22838149763345408,0.4928214740031224,0.2763203048515978,0.6352359349146901,0.31566932612714377,0.37275452114661584,0.6196601366083598,0.10140029298842454,0.22273782822001884,0.5303053038836313,0.4550709256970618,0.21802645816191846,-0.027924544022147203,0.15402131105550734,0.2200600660429844,0.13423853872183816,0.12422710150158413,0.31773823331045736,0.14913649359411518,0.3732953598022135,0.2881261511082029,0.27402422695164075,0.10042662973687103,0.1559838634738606,0.08709625280171977,0.6537642334671308,0.6928322931515947,0.21009733270763276,0.3683454488720906,0.22087698772858208,0.11766648278458626,-0.03897003787066834,0.14579550385019813,0.07444877401913583,-0.11423827240222413,0.06205479568527615,0.07145082370628389,0.1077592759790607,0.26977601391170913,0.35395804188617846,0.5960632254457419,0.13319236252956307,0.04218298984162358,0.1767390882719283,0.23850031019686813,0.12324931570978985,0.4978507919158655,0.15691920675452992,0.18185398807788558,0.07673962045959365,-0.0071937075118045524,0.2442753079012453,0.04669755480593079,-0.2977181814108027,0.08093549813421562,0.3704343364898136,-0.04254897908420233,-0.08669681368978452,0.06656144907901536,-0.14657350811275657,0.230634205990425,0.4529990640827831,-0.14559150387075967,0.054907598137439693,0.5544846046214351,0.21057049396442598,0.06547593760687949,-0.13660383482441246,-0.018653902910967714,0.18506877333462843,0.042262105779910825,0.12945501565656148,0.15658570391933732,0.2118299394455163,0.36524002609746137,0.1551968455017705,0.10699533932273671,0.10353230203596957,0.02168733964684162,0.014738126200102114,0.2704753225045511,0.22146996554827575,0.11204754910482602,0.1634787319800642,0.0026705881194121848,0.07157968921108476,0.338660880020222,0.1989407979137304,0.1988239081825435
Lingual_L,0.7774991443776995,0.5169187159763146,0.5510245522941444,0.38591813009515497,1.0,0.22183270528346544,0.6301646273406978,0.4548830027146959,0.6590491983021816,0.5147774716742181,-0.041239978674587965,0.875869163193417,0.6018096660145679,0.5692613977454696,-0.11184739982579696,0.43306627372003836,0.17386005624853557,0.4230885051362715,0.5696961410133652,0.4327786237074007,0.7038523896866938,0.7074575223490386,0.370601375620489,0.6510321260001438,0.0371410798265129,0.214944051793682,0.5770657405677344,0.6530315040691279,0.6634508033448153,0.3564728607822478,0.7556554208575333,0.726049417150773,0.14394504916802764,0.5817974366159744,0.6996481421442168,0.46634961260692126,0.5642656537860024,0.6491192038333709,0.45736479013683223,0.04179598369220196,0.7109875098795325,0.5395260121692679,0.6284602707804402,0.6860854972204389,0.4078193073692339,0.24059105805439895,0.8415027120933055,0.8990785497907953,0.4185285838105005,0.47877352932594835,0.29908597590687264,0.2284084827191315,0.5021301862408512,0.6522011351341842,0.6900051329428469,0.3640881667159695,0.37801648295375584,0.18362098881643327,0.7969675299216531,0.4976386570093309,0.48764778569676037,-0.10638489712955733,0.03698379613576856,0.7804603557459482,0.6978607637746138,0.1920149589418968,0.6852293104829025,-0.03381582523864471,0.4893541131587791,0.5880322274455824,0.29965099100300496,0.0880434717446616,0.634675209828287,0.5599841272970273,0.7228821646415639,0.4047748351856278,0.36909808935336663,0.5189877580298867,0.7675697619982108,-0.17928244475156227,0.3802184540491256,0.21612080430228525,0.6112960013762434,-0.09513256378631463,0.303608898731975,-0.03858902377476115,0.1985916436401944,-0.08667201609645381,0.5339885410133349,0.3295273194340927,0.5274166961975675,0.6806911082822766,-0.2879951992006346,0.031030074601599723,0.09180925399688147,-0.430255925109665,0.5799711221241427,0.8142962119426174,0.3925074930937496,0.3576676164571541,0.5680187687651093,-0.043353803894949354,0.6135523170117312,-0.0837366781032733,0.4331510527751915,0.21152706545540406,0.6036848311196517,0.2486979588118887,0.5837597493512213,0.6076753057313535,0.29748677119236366,0.7491946821287906,0.7860147534920887,0.45076839614267583,0.5101897583139837
Paracentral_Lobule_R,0.24567870289524388,-0.09006199730079575,0.3866815180128087,-0.04703524462243855,0.22183270528346544,1.0,0.030644999423578113,-0.2374348987424825,0.09573991230827934,0.19612540151724106,-0.12765123843716528,0.28099499352950247,0.6089821127542049,0.11906716221662549,0.7347590480974765,0.0968481381491099,0.007630656973541905,0.47437075338068696,0.018218104680205814,0.26298107049219893,0.08758424615102077,0.3021617682045117,0.05601421732555492,0.44510086268176785,0.40010371591118,0.8634418867117895,0.30691340840783593,0.1812777733365924,0.5129135325776002,0.04780889390461745,-0.012855434223583229,0.3843467374215962,0.1318900338476882,0.34975692657600893,0.19178775263921075,-0.13782503424844905,-0.17016280140907258,0.5071698909173841,-0.022285316167718425,-0.13889899228253455,0.2511007616444491,0.6016239602478973,0.3572081535157383,0.12513755073455282,-0.008882245468670037,-0.09436791492405773,0.24223237551666935,0.20598320635966683,-0.06012899833125745,0.3186279281254309,0.6692239369776888,-0.1453109156140405,0.05269132463598364,0.35744413684686555,0.15660558982182496,0.03616073716085991,0.2741335623886364,0.5765401816855557,0.6005390907734932,0.20921887915633738,0.23522112202455478,0.5741425839195801,-0.011809667663639093,0.11467793591535125,0.3220106257522605,0.23115656704399856,0.14821647953142159,-0.19011033583807355,0.04098759537063731,0.5428751111420953,-0.062314738094658206,0.2963491826440779,0.14260244244921738,0.4519918500263353,0.08005427569825263,0.8250119069116272,0.7847881871172007,0.2044490936523287,0.19360433680307587,0.0951408925074712,0.818091819333736,0.08357288198171672,0.4153909543976742,0.40624097930534236,0.7404583502140871,-0.20517463511700776,-0.1274748570847641,-0.21913551378890028,0.13825829317470362,-0.16807618097705457,-0.01988093849342187,0.010063607970007838,-0.15880538809496025,-0.20111605875997715,0.07321805376343817,-0.2345401931093755,0.001638563762308362,0.5489660898463746,-0.16006502927519667,-0.009626398115353148,0.0611331619838889,-0.01223472704779191,-0.17652481438903414,0.2739768377673197,0.07271771262875555,0.36532705215172445,0.7831138972368751,-0.120383782755724,0.20438964852960148,0.4212167499502348,0.02155595111490817,0.03548437054660159,0.40329737598660553,0.1977621107832685,0.2023648351583106
Cerebellum_Crus1_L,0.44445063972199317,0.4298456203048444,0.3963490459822047,0.01756796827519643,0.6301646273406978,0.030644999423578113,1.0,0.41395900673313224,0.2955163174035013,0.1874280643376907,-0.18966665488200987,0.6585426280439122,0.36482091207328554,0.2124514123058191,-0.18984436684797695,0.25822171199899735,0.26520837542100373,0.05807445408967046,0.30765363700182125,0.017867792838140217,0.322921513536894,0.2997703747406391,0.11366777518028987,0.29693724006444044,-0.06566002900809775,-0.04971745371666764,0.15865453342907562,0.3095781535755082,0.2818248002804057,0.18631096300198724,0.45137340188526864,0.3531220270470895,-0.1673010764656877,0.3306266890892534,0.5379652420715424,0.2538009797840391,0.31851716095762606,0.2637130960157151,0.5132369828805715,-0.11606966605389957,0.3732043124568009,0.21932074326247783,0.3442347260334293,0.43856183945128985,0.2945936530708466,0.09478401724983812,0.5996647893403593,0.6298251413056646,0.35433470642200166,0.4297573780917054,0.10300157737569318,-0.024400241408443046,0.1258774711154811,0.27535885367012086,0.4353770415675582,0.19259663631453094,0.13118021814423605,0.06182545258691409,0.532741974073516,0.1826090183215688,0.44788281847461586,-0.3044615908793511,0.01617463319666905,0.5807494603124217,0.3037000048248893,0.0029893585967480352,0.3039380817954011,-0.04721085535629432,0.21188826348975603,0.32252698364479265,0.06824424217318269,-0.06422779877659594,0.2731229304623821,0.21032744319783522,0.3896815812759296,0.11819880187969267,0.21240150372466526,0.13670940492629371,0.7806332994420337,0.03535083081952506,0.08734291922011296,0.04525109182713353,0.508631775080914,-0.12610208801110798,0.1736330470958802,0.13127343576989436,0.12224251820931814,-0.1106886458973551,0.5985657764798439,0.24723933005250176,0.13035847263542233,0.5508286763465321,-0.285432488557232,0.10547017887865122,0.09062475590359913,-0.32619545240865583,0.38684231530142427,0.5400035598742704,0.2868889117951982,0.1753537412195008,0.37316992601768656,-0.1469269562253359,0.5837975217755067,-0.28319238026459326,0.4834504471900674,0.09122191114907388,0.34373891749033647,0.1267818113988598,0.28268305616738565,0.42228568660910365,0.12939327854796084,0.6888743069602152,0.31058892221712026,0.25243023957013627,0.28316233911240835
Cerebellum_Crus2_L,0.34800231691457517,0.30584932014864785,0.2835554543850846,0.1912443079321574,0.4548830027146959,-0.2374348987424825,0.41395900673313224,1.0,0.2555066034389851,0.18145337764980055,-0.03946283707517555,0.4340577386135555,0.18671305227792162,0.30826482700083363,-0.2888427077375328,0.15264968517437244,0.004397880517011054,0.030832678571186278,0.29078781653075386,0.13974924415249895,0.35115473550687043,0.27388386675390186,0.18832497485397712,0.20551673923984146,-0.014131684456066678,-0.22912358189765256,0.1758306819592307,0.35563446890060185,0.17693788727879312,0.27158178837005587,0.38795498646038107,0.24787988872114342,0.009798734532773377,0.18649723679900634,0.2571672356999984,0.2222571556821055,0.3522788212891709,0.13641258949152824,0.341463808340949,0.04693984574081314,0.36810455904151596,0.0833876559783472,0.13955921626745682,0.31727506858851734,0.22788769323524763,0.06089261837191621,0.3562473286369745,0.3995830511550602,0.3251001666939427,0.0016216508126150584,-0.1743405559589349,0.1524673223914832,0.24612979091808365,0.2618094195329473,0.36699012811397463,0.2303219257217147,-0.003280470703135251,-0.10502212887619078,0.16157422289497023,0.20086963322573972,0.057087388647432596,-0.30512691339724823,0.0864334911243349,0.36543937845895963,0.2804209105545081,0.06909465556728211,0.32710120849984575,0.06750096696351708,0.1537719527147276,0.18567396514575493,0.15724148320544795,-0.16101880210124342,0.32788539792263455,0.1529839191362923,0.2510640395992788,-0.07676872900169128,-0.08915958426152208,0.10301481492286144,0.25742913693858427,-0.101002525951614,-0.09261505946701994,0.13498439226683487,0.11375877049964028,-0.200006075272598,-0.1195040150131007,0.06932672768966532,0.10564006472573959,0.00011030289631232888,0.19199945244445704,0.06582568251308592,0.166102212684633,0.27940808382651344,-0.10530054179438934,0.0676641499548809,0.04989934978093565,-0.19827740242890982,0.2878477045837309,0.2093229118300645,0.1791691593761355,0.09421095752904075,0.3801382687849474,-0.1112214456742094,0.2525048133874223,-0.10678304907489261,0.09960141740194095,-0.04338697738088216,0.029990231052587416,0.2032492567303663,0.30491043983829025,0.13150905627675066,0.1796829276008522,0.3808134322266128,0.22439711358952885,0.1818287368236041,0.18078183373791423
Caudate_R,0.8149637933729432,0.20302997305438214,0.5788570053351684,0.34381388320511647,0.6590491983021816,0.09573991230827934,0.2955163174035013,0.2555066034389851,1.0,0.8666893087664403,0.22038477836677442,0.6767656304476471,0.4308269031551574,0.6892362901585093,-0.306858272822516,0.6555100442308847,0.11533253592771968,0.7577835896370695,0.8354135821024053,0.6200019926763131,0.8817362517280631,0.8828519876088619,0.523920879814437,0.8169646107226247,0.22064664467536776,0.13333950480379106,0.8392733683687182,0.6561463487224615,0.7960403621680997,0.35155182930670803,0.8547357003455999,0.7609477131687283,0.18835970069667832,0.8127198655092401,0.7281347091579393,0.5868489567802297,0.6727474139245936,0.7718498588778985,0.28462043379177165,0.5534761225585018,0.8143159928884414,0.6610467442767571,0.6680984409363928,0.6368791814327264,0.768287827836525,0.5750448823599754,0.8195318228512957,0.6320159008037902,0.6381479933109108,0.22308663982825247,-0.004089790856692133,0.4262203482997568,0.4857231252892317,0.8006262028296447,0.8044311047827806,0.7311692031973874,0.5189051950100325,-0.14691837977321637,0.5237905958954594,0.7923178914795762,0.43636681455412846,-0.06046540277518878,0.08963429482416384,0.49031275189641965,0.8695264581271327,0.09144113280442188,0.6601949704035909,0.46117436370831477,0.6815013610360393,0.6330503954525503,0.7774138232865689,0.11266368098045927,0.7977987400971925,0.7995643976211346,0.747609736028729,0.3210628186984359,0.10127403894083137,0.8918508411941763,0.3971484343337606,-0.019265013792100737,0.21677388984884807,0.3521010203301008,0.12545164917513965,-0.17910839492928238,0.11912546224030118,0.15270208080451528,0.5629074713396588,0.24750022441265332,0.48458816974886604,0.5684280249915232,0.7343602235381543,0.38661485811685936,0.03175765296431961,0.28847751901930024,0.3038747407532851,-0.23548575983027684,0.7449563253630327,0.5940101949110268,0.6405052323412104,0.5951569107053208,0.5806925106275952,0.40541070927113143,0.4308967790015762,0.10852131335089509,0.18646686312897465,-0.0639801057245083,0.4284310189430072,0.6228400578824432,0.7793010378408805,0.39431239691099135,0.13025092556083195,0.49447473617287535,0.7938671355462306,0.20431077812866763,0.7020937304020076
Frontal_Sup_2_L,0.7893333256498378,0.0029046653905238466,0.5397727758447611,0.28535617616086245,0.5147774716742181,0.19612540151724106,0.1874280643376907,0.18145337764980055,0.8666893087664403,1.0,0.4287346378448928,0.6508697576480554,0.4324295732083323,0.7358427671024138,-0.23981663919941815,0.6025298482282299,0.05347405994885707,0.8973000142483621,0.8035129387383072,0.7060765760980954,0.8310513622652886,0.87479471712163,0.5420263550112606,0.8876888841114124,0.3694242546650087,0.24494452707862813,0.8552039022670944,0.5413765576136219,0.8395811558173674,0.35189755474811507,0.8055731698483455,0.8060663062008883,0.20075131565900814,0.8906415280006893,0.5941592260509159,0.5336959851106851,0.6877855856764409,0.8378039460301411,0.2607035598242616,0.7720290082089943,0.8077933758329267,0.7163857928537393,0.530812363948135,0.603477334682968,0.8519228931514504,0.6163495816661327,0.7640278033339301,0.5018437075365076,0.6520917393854596,0.051037959237045745,-0.06231730996507818,0.4818726341702842,0.4847160707289774,0.7989356092370482,0.8599223933656656,0.8127783728668369,0.5125936773646583,-0.14812212876423436,0.45519341295027477,0.8276134541903761,0.30477332027582493,-0.058401575126266356,0.04474025275318324,0.35410904506331986,0.8357975628119669,0.19530182615586025,0.6495802258856604,0.6346892206230815,0.6601909820340663,0.6551156035733465,0.8539125840522832,0.11069198769943579,0.8339582854738083,0.8466883785870215,0.6952931954799326,0.34305597170310037,0.12256256700477824,0.8788831574768688,0.26347185517712385,0.21428327250460755,0.22102396010502845,0.4620844747112263,-0.019616650211260855,-0.21301121939864454,0.15213351530642338,0.1922774812901151,0.6155191308998671,0.3230938718928821,0.3544829575595352,0.423322712879934,0.7119371685722148,0.28110898323121525,0.29386674147222,0.32700505950008346,0.43646956436365747,0.006815427130254104,0.7563313430370724,0.5787089993430486,0.5705107689250299,0.6299025042739234,0.6697070315791092,0.5109548556685279,0.3253616234741278,0.17113709777802477,0.07293279097014081,-0.13217496216896732,0.4866175231823447,0.6590976187520463,0.8452516589288869,0.2975235206891668,0.11822022444701837,0.3419254219118266,0.7337698337651845,0.14628582383327532,0.732145180174398
