,Rectus_L,VTA_L,Caudate_L,SN_pr_L,Thal_PuI_L,OFCmed_R,Thal_PuL_L,SN_pc_L,Thal_LP_L,Frontal_Sup_Medial_L,Precuneus_R,Olfactory_R,Vermis_9,Insula_R,Occipital_Mid_L,ACC_sup_R,SN_pc_R,Vermis_4_5,Vermis_7,Cerebellum_3_L,Frontal_Inf_Orb_2_L,Precentral_R,Thal_PuL_R,SupraMarginal_R,Cingulate_Mid_R,Thal_AV_L,Thal_LP_R,Thal_PuI_R,Putamen_R,Vermis_6,OFClat_L,Lingual_R,Paracentral_Lobule_L,Frontal_Inf_Oper_R,Frontal_Mid_2_R
Precuneus_R,-0.021012126997451818,-0.016107450100454147,0.28467274494130607,0.37608733701645286,0.19178670108414309,-0.1121215830553023,0.21821410711557,0.4233604935838742,0.06702188468851895,0.5336725463996562,1.0,0.3642293667367573,0.2826339408627007,0.6329190546213275,0.063737515010976,0.28262181485075866,0.5199636967793797,0.7471468215887059,0.21063782243889353,0.21866420691576424,0.5179489047595947,0.7234373517671498,-0.016731605520621785,0.7640028335464343,0.610022393754534,0.49419486731083384,0.3371906031333655,0.24752082895477204,0.1737297977556324,0.4949171710539045,0.5082954190380864,0.781061079394554,0.7834017566970136,0.5351830287430063,0.4530310918785563
Olfactory_R,0.515603589610428,0.07360627909156588,0.44508678923632783,0.6093881502727477,0.11667695197038198,0.4942398582158271,0.158160095915837,0.3990318831145763,0.11923628488409789,0.36305961606157533,0.3642293667367573,1.0,-0.06299800049199852,0.42926083180051344,0.025504411156804265,0.10161272641017537,0.40557688936013886,0.5184231133359785,-0.19676864467478491,0.3882722928352648,0.4039800272235797,0.3506243011522848,0.23041261775516517,0.21476648577131507,0.4776983131553294,0.20805362314191114,0.504317238886797,-0.004811133455290287,0.4083841352965017,-0.2146543266325949,0.45594182001913375,0.3681647849614504,0.3541455402144746,0.283960968426204,0.4120524040400961
Vermis_9,-0.30099978375011116,0.14433454049764488,0.3262732860821779,0.03149752856898995,-0.1308997102313629,-0.39534892303413566,0.3713568362854656,0.18776550241458353,0.20159351136457812,0.1398119128878669,0.2826339408627007,-0.06299800049199852,1.0,0.4780293089652934,-0.3491762588472168,0.5453298855473656,0.38464900643362093,0.4401190657086716,0.6813034416147207,0.4689861420899161,0.44167852387586,0.09617860403393795,0.3477133585068784,-0.025418137490000763,0.25413520660423133,0.16164316098712175,0.12431716220892194,0.25675302706844666,0.22611807732224587,0.5790121741807707,0.10873894616955403,0.5506521202740804,-0.11819589671069688,0.42553399849040724,0.24301674502357531
Insula_R,0.11788108658353788,0.15475889399515755,0.6753718159491591,0.3982448390030553,0.14988888484150456,-0.13904025850706114,0.32432012569903773,0.5215829977767884,0.4326854882515049,0.770490337349595,0.6329190546213275,0.42926083180051344,0.4780293089652934,1.0,-0.009509582173178262,0.6912610770550449,0.622665120372301,0.68827528957293,0.1812263660904325,0.6112795090796833,0.7609679418185276,0.691837892930645,0.29023000067219734,0.3815815710132773,0.731844636743072,0.2439789061970044,0.5294054565946071,0.3680939002403358,0.6846273723577703,0.25896121160696334,0.5007516049279844,0.8033623781300979,0.37526187867296595,0.9130826047797327,0.8091348414089118
Occipital_Mid_L,0.08458161992046755,-0.2331764558179005,-0.20066261664997465,-0.021864666027587243,0.23917958537181688,0.1234596115247641,-0.3718552532781624,-0.1949927382575421,-0.17155705931500742,0.07998387706479337,0.063737515010976,0.025504411156804265,-0.3491762588472168,-0.009509582173178262,1.0,-0.2413865214422247,-0.111589112422671,-0.11442948554050528,-0.1639760877202383,-0.20132269733948108,-0.046761655705746606,0.06900199834909684,-0.2671315530479848,0.25544391734845984,-0.08189408728528262,0.00217530681647723,0.07567126068566032,-0.06402792713435682,-0.08307227822168332,-0.192732645364195,0.06336249878283617,-0.12617320707637095,0.3209567454923509,-0.028453461221834543,-0.018660297535565556
ACC_sup_R,-0.012479082053869422,0.3882546344789026,0.6498771591566507,0.1569965755383026,-0.07951715009459118,-0.3638127347254583,0.34898388793972446,0.4009535634920307,0.4876474821319741,0.6256201600710405,0.28262181485075866,0.10161272641017537,0.5453298855473656,0.6912610770550449,-0.2413865214422247,1.0,0.5359099375362885,0.4477519140288401,0.09230212451225658,0.5750731944858535,0.6379947158432919,0.5074870716423096,0.44431213294544913,0.08847377630933534,0.6589125409900287,0.32869096362557804,0.2824803926240513,0.1818038730668535,0.6569203614092752,0.2076668532071658,0.4266628378495783,0.6211592055888393,-0.030344626696942458,0.7251758195022056,0.7550929146687714
SN_pc_R,0.1432967224456193,0.05075061323505688,0.37429433044040744,0.5488929415002785,0.025332519993141744,-0.15529241608970076,0.2955461303005887,0.3780388634472329,0.23900200576558314,0.49850753927218566,0.5199636967793797,0.40557688936013886,0.38464900643362093,0.622665120372301,-0.111589112422671,0.5359099375362885,1.0,0.6887913768650477,0.2161303674663819,0.35232417296664503,0.6364621327750093,0.4996509449630904,0.24133060846382892,0.3575069883060337,0.5260395917479073,0.44938582784579156,0.37776368304903213,0.17162433176483652,0.3228215977353563,0.24471653972790822,0.5238060042304654,0.6542453597194123,0.2214791061105834,0.5513322892010301,0.5510672902657908
Vermis_4_5,0.12252411357078749,0.023451269402522165,0.43463862112698226,0.6112881069234123,0.08664513404968625,-0.029407393574697734,0.4091117746507125,0.4539961909130858,0.17843593725918575,0.4640285865257288,0.7471468215887059,0.5184231133359785,0.4401190657086716,0.68827528957293,-0.11442948554050528,0.4477519140288401,0.6887913768650477,1.0,0.2604628418113011,0.512955800123381,0.6306868954798887,0.5751920482561008,0.27702973372883777,0.47341686580480563,0.5728989408122331,0.5206730351941141,0.5422917437447214,0.25992818283282043,0.31269328287977993,0.3956266954662685,0.5238330293787478,0.868452545818501,0.4153340564131084,0.5614616849159613,0.49778152005104304
Vermis_7,-0.44111262614247576,-0.36157327122119887,-0.21888890474160283,-0.03023387400146811,-0.09606737840146796,-0.3401409556053179,0.12326519163221507,-0.1919699249226044,-0.16887596783448533,-0.21533902133362218,0.21063782243889353,-0.19676864467478491,0.6813034416147207,0.1812263660904325,-0.1639760877202383,0.09230212451225658,0.2161303674663819,0.2604628418113011,1.0,-0.0007620226482430945,0.18357279968698004,-0.11620948298192163,-0.06980179436766439,0.17268981328337105,-0.21593749397495174,0.08742210169189733,-0.09538534895406175,0.321393753593989,-0.28868439174932065,0.5708931500110397,-0.10593758028052704,0.282238723202659,0.0016002310861059385,0.10419009984700046,-0.20149618476467038
Cerebellum_3_L,0.357973890066062,0.29714944848467145,0.7491153647078422,0.4122159150560391,0.10475578390824095,0.1971346818628466,0.3480085729197589,0.470497595344742,0.5148049786681125,0.5011388804263672,0.21866420691576424,0.3882722928352648,0.4689861420899161,0.6112795090796833,-0.20132269733948108,0.5750731944858535,0.35232417296664503,0.512955800123381,-0.0007620226482430945,1.0,0.5754409253037669,0.3477083634211529,0.5560725989879651,-0.10765254343019065,0.5794918439083601,0.08859845632380846,0.4811509223067175,0.21030335144804937,0.7360959729056629,-0.048541508189267016,0.42528104832320535,0.5529042499670309,-0.08439427396945787,0.5562729722182571,0.6333621482972381
Frontal_Inf_Orb_2_L,0.21173025943724258,0.08532306007514834,0.48708823602177165,0.41938229091129575,-0.0004952933668278504,0.0020965099554741237,0.24417273848142124,0.4752595866549388,0.3121279888163346,0.5773913724159819,0.5179489047595947,0.4039800272235797,0.44167852387586,0.7609679418185276,-0.046761655705746606,0.6379947158432919,0.6364621327750093,0.6306868954798887,0.18357279968698004,0.5754409253037669,1.0,0.47427225249682214,0.2036641910093455,0.2657488269134305,0.5493181545819953,0.3042485332731104,0.31305252812988515,0.4149915138083188,0.49702052547294195,0.2117513133272889,0.5709755610982321,0.6553848661228412,0.21329111554184138,0.6427940499207243,0.6601653928263198
Precentral_R,0.11219480419973493,0.22633817999035533,0.5187044645102177,0.3124176871145325,0.22409754422522626,-0.10547876740218681,0.196727838984474,0.50907515197152,0.3006138659101717,0.7691783358732297,0.7234373517671498,0.3506243011522848,0.09617860403393795,0.691837892930645,0.06900199834909684,0.5074870716423096,0.4996509449630904,0.5751920482561008,-0.11620948298192163,0.3477083634211529,0.47427225249682214,1.0,0.15450492340586144,0.7226821936499461,0.8117286863595279,0.4392357861328856,0.4638827895741582,0.11457544615831539,0.5115368028146957,0.20526609297030463,0.507149900204879,0.7401416454580266,0.6852728696929571,0.7745121280336353,0.792026316898887
Thal_PuL_R,0.07814282606467937,0.4354004814418972,0.5577012583465826,0.18968258355334253,-0.17727023180457083,-0.01570441291221641,0.39422317783699085,0.30742780069085546,0.3318821040927607,0.21418710096504182,-0.016731605520621785,0.23041261775516517,0.3477133585068784,0.29023000067219734,-0.2671315530479848,0.44431213294544913,0.24133060846382892,0.27702973372883777,-0.06980179436766439,0.5560725989879651,0.2036641910093455,0.15450492340586144,1.0,-0.2341987947428967,0.43393128006759185,0.15158222911666341,0.32674615282424185,-0.04773116966973068,0.5100182139118015,-0.005017694718772266,0.09908207126016191,0.32507959937393427,-0.21528490818850324,0.28527495052375074,0.3788826634882767
SupraMarginal_R,-0.12984011710200172,-0.11293846653995608,-0.04785768394660158,0.14437344505466707,0.24475371535595672,-0.17778334332370785,-0.0141539585664491,0.2068296463535373,-0.2151233268312589,0.3341250484924547,0.7640028335464343,0.21476648577131507,-0.025418137490000763,0.3815815710132773,0.25544391734845984,0.08847377630933534,0.3575069883060337,0.47341686580480563,0.17268981328337105,-0.10765254343019065,0.2657488269134305,0.7226821936499461,-0.2341987947428967,1.0,0.3774980959685343,0.5540801534370966,0.2245050552853983,0.15286194643048512,-0.06773989209535417,0.40546758690164675,0.35791930197026817,0.5603630948180538,0.869036372537579,0.41040687920440033,0.3001040435629453
Cingulate_Mid_R,0.24869083924192895,0.5560367250698373,0.7787223620692321,0.3038999870195266,0.0928635930326381,-0.05971334588221598,0.3468335119730584,0.6327179462046707,0.44560021395748156,0.813245063262124,0.610022393754534,0.4776983131553294,0.25413520660423133,0.731844636743072,-0.08189408728528262,0.6589125409900287,0.5260395917479073,0.5728989408122331,-0.21593749397495174,0.5794918439083601,0.5493181545819953,0.8117286863595279,0.43393128006759185,0.3774980959685343,1.0,0.4059522261512419,0.48871976608258844,0.006813691875990994,0.7238096692175374,0.16239351655763712,0.5454483982928546,0.7397907477983572,0.4051405154312175,0.7480561582665451,0.8700122222915487
Thal_AV_L,-0.17206108081332347,0.25938125790094585,0.04357016221614057,0.18528535008261474,-0.1202020817755673,-0.3347149961129367,0.2220321364134164,0.31400712464255276,-0.1443454211508891,0.2160083101912979,0.49419486731083384,0.20805362314191114,0.16164316098712175,0.2439789061970044,0.00217530681647723,0.32869096362557804,0.44938582784579156,0.5206730351941141,0.08742210169189733,0.08859845632380846,0.3042485332731104,0.4392357861328856,0.15158222911666341,0.5540801534370966,0.4059522261512419,1.0,0.21539682938612512,-0.23386613257401173,-0.020296383831786485,0.4503940626945453,0.3365151143309862,0.5507347238611103,0.37148877496620286,0.22523658980551034,0.24389167561788722
Thal_LP_R,0.3326879003170887,0.1357914857342333,0.48866299802201485,0.44852886377183465,0.24989094504829365,0.20454595685787913,0.03522250023704007,0.3663142876532278,0.33100994724138305,0.4926308647460978,0.3371906031333655,0.504317238886797,0.12431716220892194,0.5294054565946071,0.07567126068566032,0.2824803926240513,0.37776368304903213,0.5422917437447214,-0.09538534895406175,0.4811509223067175,0.31305252812988515,0.4638827895741582,0.32674615282424185,0.2245050552853983,0.48871976608258844,0.21539682938612512,1.0,0.0028925328393337234,0.478396591684251,-0.03562368664972561,0.40967057935448914,0.5328447049880768,0.22905595582097565,0.4813424359252009,0.5300821962685557
Thal_PuI_R,-0.02667972167703259,-0.4106332662403681,0.1425232697092713,0.13736677802021427,0.1501112955092534,0.05397545767409288,0.02842447855718875,0.058734240871264505,0.15737903372749934,0.10789534157929916,0.24752082895477204,-0.004811133455290287,0.25675302706844666,0.3680939002403358,-0.06402792713435682,0.1818038730668535,0.17162433176483652,0.25992818283282043,0.321393753593989,0.21030335144804937,0.4149915138083188,0.11457544615831539,-0.04773116966973068,0.15286194643048512,0.006813691875990994,-0.23386613257401173,0.0028925328393337234,1.0,0.1954348145426788,0.10958203820333193,0.0546947471015163,0.22594720384033473,0.16381396067628007,0.28450919879337144,0.1708743523388444
Putamen_R,0.42645957279472463,0.4025945777256133,0.8847342057491949,0.3083432190595183,0.15063858654939566,0.148096334526922,0.26941905015182194,0.49434432355448876,0.6374504276247847,0.7144465135377096,0.1737297977556324,0.4083841352965017,0.22611807732224587,0.6846273723577703,-0.08307227822168332,0.6569203614092752,0.3228215977353563,0.31269328287977993,-0.28868439174932065,0.7360959729056629,0.49702052547294195,0.5115368028146957,0.5100182139118015,-0.06773989209535417,0.7238096692175374,-0.020296383831786485,0.478396591684251,0.1954348145426788,1.0,-0.22539317113798643,0.4243619381709195,0.4258730453744756,0.018874664108666644,0.6887353082196866,0.8453000231341267
Vermis_6,-0.45875140869390507,0.09670773971836717,-0.09136774678640512,-0.09908481866039269,-0.15716384144477036,-0.602102353630011,0.32474637974789133,0.09477246064941579,-0.175234824752302,-0.009659698370078717,0.4949171710539045,-0.2146543266325949,0.5790121741807707,0.25896121160696334,-0.192732645364195,0.2076668532071658,0.24471653972790822,0.3956266954662685,0.5708931500110397,-0.048541508189267016,0.2117513133272889,0.20526609297030463,-0.005017694718772266,0.40546758690164675,0.16239351655763712,0.4503940626945453,-0.03562368664972561,0.10958203820333193,-0.22539317113798643,1.0,0.06562303100010987,0.5131043427630301,0.24060282615800424,0.2104104816530104,0.003906296622654667
OFClat_L,0.5246784844235954,0.20774183593658035,0.4134211451797022,0.5544346979908857,0.1004947338223713,0.12610906134594452,0.06284436035050892,0.3447586877972111,0.2780073813033924,0.6018528134037079,0.5082954190380864,0.45594182001913375,0.10873894616955403,0.5007516049279844,0.06336249878283617,0.4266628378495783,0.5238060042304654,0.5238330293787478,-0.10593758028052704,0.42528104832320535,0.5709755610982321,0.507149900204879,0.09908207126016191,0.35791930197026817,0.5454483982928546,0.3365151143309862,0.40967057935448914,0.0546947471015163,0.4243619381709195,0.06562303100010987,1.0,0.5004934097883329,0.2869789406522263,0.41895709621702454,0.570437219618792
Lingual_R,-0.05323748988766534,0.20147093190416618,0.5371028431494896,0.3761709454100729,0.07664540383422722,-0.25389351987567116,0.4075470891678036,0.5244597708931685,0.25161843232699227,0.6181436032553727,0.781061079394554,0.3681647849614504,0.5506521202740804,0.8033623781300979,-0.12617320707637095,0.6211592055888393,0.6542453597194123,0.868452545818501,0.282238723202659,0.5529042499670309,0.6553848661228412,0.7401416454580266,0.32507959937393427,0.5603630948180538,0.7397907477983572,0.5507347238611103,0.5328447049880768,0.22594720384033473,0.4258730453744756,0.5131043427630301,0.5004934097883329,1.0,0.46320134176622696,0.7610520446765312,0.6774945812445959
Paracentral_Lobule_L,-0.025854721407586486,-0.15035163231048973,0.03090615539727126,0.23592353879410355,0.3259256222121897,0.04674732643318086,-0.035774632939811306,0.25090929696419106,-0.17319447020937287,0.3872687125622476,0.7834017566970136,0.3541455402144746,-0.11819589671069688,0.37526187867296595,0.3209567454923509,-0.030344626696942458,0.2214791061105834,0.4153340564131084,0.0016002310861059385,-0.08439427396945787,0.21329111554184138,0.6852728696929571,-0.21528490818850324,0.869036372537579,0.4051405154312175,0.37148877496620286,0.22905595582097565,0.16381396067628007,0.018874664108666644,0.24060282615800424,0.2869789406522263,0.46320134176622696,1.0,0.3424317643918477,0.2757911524182569
Frontal_Inf_Oper_R,0.031414586387793535,0.2679034830416878,0.6853831886264264,0.2197726227616348,0.17226075757977893,-0.23789186884344943,0.26658177321424587,0.4993402255462722,0.4672976869359367,0.782361932688384,0.5351830287430063,0.283960968426204,0.42553399849040724,0.9130826047797327,-0.028453461221834543,0.7251758195022056,0.5513322892010301,0.5614616849159613,0.10419009984700046,0.5562729722182571,0.6427940499207243,0.7745121280336353,0.28527495052375074,0.41040687920440033,0.7480561582665451,0.22523658980551034,0.4813424359252009,0.28450919879337144,0.6887353082196866,0.2104104816530104,0.41895709621702454,0.7610520446765312,0.3424317643918477,1.0,0.8612382306822596
Frontal_Mid_2_R,0.31680520421872477,0.39441470543657053,0.8170400725146625,0.30770618118465576,0.1310417480559008,-0.033738117261863675,0.25621629730380635,0.5569120174535511,0.5588049657860299,0.8793576463499664,0.4530310918785563,0.4120524040400961,0.24301674502357531,0.8091348414089118,-0.018660297535565556,0.7550929146687714,0.5510672902657908,0.49778152005104304,-0.20149618476467038,0.6333621482972381,0.6601653928263198,0.792026316898887,0.3788826634882767,0.3001040435629453,0.8700122222915487,0.24389167561788722,0.5300821962685557,0.1708743523388444,0.8453000231341267,0.003906296622654667,0.570437219618792,0.6774945812445959,0.2757911524182569,0.8612382306822596,1.0
