,Thal_AV_L,Frontal_Inf_Orb_2_L,Raphe_D,Thal_LGN_R,Temporal_Pole_Sup_R,Olfactory_R,Cingulate_Post_L,Frontal_Med_Orb_R,Occipital_Mid_L,Frontal_Inf_Oper_L,ACC_sup_L,Postcentral_R,Thal_MDl_L,ParaHippocampal_R,Thal_PuL_R,Vermis_8,Thal_PuA_R,Thal_AV_R,Cerebellum_Crus2_L,Cerebellum_3_L,Thal_VPL_R,ACC_sup_R,LC_L,Frontal_Sup_Medial_L,Hippocampus_R,Angular_R,Cerebellum_8_R,Frontal_Inf_Tri_R,Insula_R,Heschl_L,Precuneus_L,ACC_pre_R,Cerebellum_10_R,Frontal_Med_Orb_L,Red_N_R,Heschl_R,Cuneus_R,Paracentral_Lobule_R,Thal_MGN_L,Temporal_Inf_R,Thal_LGN_L,Thal_VL_R,Vermis_7,ACC_sub_R,Thal_VA_L,Fusiform_L,OFCmed_L,OFCant_L,Putamen_R,ParaHippocampal_L,Thal_MGN_R,Cerebellum_Crus2_R,ACC_sub_L,Calcarine_L,Cuneus_L,Temporal_Pole_Mid_L,Supp_Motor_Area_L,Paracentral_Lobule_L,Thal_MDl_R,Cingulate_Post_R,SN_pr_L,Red_N_L,Cerebellum_Crus1_R,Thal_PuI_L,Cerebellum_9_L,Thal_PuA_L,SupraMarginal_R,Postcentral_L,Vermis_6,Thal_LP_L,Pallidum_L,OFCant_R,Thal_MDm_R,Cerebellum_6_L,Thal_PuI_R,Thal_LP_R,Cerebellum_3_R,OFClat_R,Thal_VA_R,N_Acc_R
Thal_AV_L,1.0,0.3042485332731104,0.4053076951941965,-0.16333731312268604,0.3230694927143398,0.20805362314191114,0.16806720322144825,-0.5693170624175783,0.00217530681647723,0.17600385375877514,0.4103315470015203,0.4006524365762413,-0.1692398669719135,0.3243110082258656,0.15158222911666341,0.003857504555188942,-0.2368468498606876,0.47169930650010655,0.13259019594743912,0.08859845632380846,0.08030216855255011,0.32869096362557804,0.11228849727725959,0.2160083101912979,0.36159031522614155,0.5351538490431297,0.6142018949036793,0.3116379338546327,0.2439789061970044,0.18933715547183014,0.4836238523935226,-0.16931909351177124,0.294652338603238,-0.17984862127380258,0.37195323136954905,0.07609500607651154,0.4536930431541189,0.29934437897921196,-0.11367347654048461,0.5507515673525768,0.20379607645797657,0.6388944233249857,0.08742210169189733,-0.2669049248041208,0.27076490563367495,0.4901427139433482,-0.5032581651476531,-0.5223867913434003,-0.020296383831786485,0.35679450611226504,-0.015196738296307674,0.47103842860288986,0.2461245346812643,0.5728337778445558,0.5672853400512825,-0.39168280815495093,0.405571359334475,0.37148877496620286,0.1918364766783308,0.43835863696111776,0.18528535008261474,0.4279422083109608,0.6592502963930011,-0.1202020817755673,0.48505702980215293,-0.07118428571710435,0.5540801534370966,0.4886133166129638,0.4503940626945453,-0.1443454211508891,-0.37588138496806417,-0.3022946940184449,-0.12642143967891925,0.6486747603255912,-0.23386613257401173,0.21539682938612512,0.18845688408427494,0.14853403150779415,0.7531132037921127,0.11354527534260671
Frontal_Inf_Orb_2_L,0.3042485332731104,1.0,-0.05818420963624708,0.14276380388166546,0.6793210400238641,0.4039800272235797,0.46518593740683783,0.10801401016237684,-0.046761655705746606,0.6304652311342184,0.775093011615079,0.2685159335319401,-0.020887777426540733,0.5895643244491691,0.2036641910093455,0.2668022304458598,0.22481973717674766,0.2924047922748665,0.32710120849984575,0.5754409253037669,0.3814640271617906,0.6379947158432919,0.20731213547091615,0.5773913724159819,0.7177085704430671,0.16701150495832814,0.35640464743845623,0.7169638162869204,0.7609679418185276,0.4268152712020277,0.4573031717748875,0.7161231301124223,0.5288609764354916,0.24264394494108507,0.4877567983985293,0.49230888668497236,0.0992282500368216,0.14821647953142159,0.5179035639232008,0.5303851159621323,0.5117688374130895,0.5175392515527213,0.18357279968698004,0.3841480744311984,0.3291491894875893,0.6580740539376533,-0.11580062761000783,0.06597179324015486,0.49702052547294195,0.587675506334059,0.04866881237378498,0.3253383476739299,0.526467922010655,0.503207963294323,0.11160860358361183,-0.0421193766163773,0.6771940599250367,0.21329111554184138,-0.19051250267453612,0.6910219859123058,0.41938229091129575,0.46961411073391557,0.4324952393862667,-0.0004952933668278504,0.13444112965324753,0.2947265778574661,0.2657488269134305,0.5642788173880067,0.2117513133272889,0.3121279888163346,0.2161527243185507,0.3748239964776974,-0.18672215469271006,0.42463318886926255,0.4149915138083188,0.31305252812988515,0.6179676815360579,0.6254548127977759,0.5157362679879965,0.3347686073259279
Raphe_D,0.4053076951941965,-0.05818420963624708,1.0,0.03358678605358401,-0.020686568547496526,-0.16901426917597193,0.002020902816731027,-0.3828920770163397,-0.052221377876521834,0.1617821835899651,0.18979072046192116,0.3767053839551491,0.10231021364005545,0.11258405866050285,0.0302462944056884,-0.19746130835182477,-0.08393173031144113,0.14226696578355072,-0.04586633084376074,-0.23975100496185625,0.02642337096149669,0.15754718346716443,0.23076953726243685,0.1835636679602813,0.035356336967881256,0.32090781648863714,0.19750054570239237,0.20803372710534845,0.08748119230880895,0.2086001341930935,0.15404213985254994,-0.27761940739443614,0.11553057201894068,-0.10594908904438531,0.14719698131403777,0.14379111575613135,0.1865363906841262,0.2994300020353011,-0.37557774983664666,0.16474582600688234,0.10592940048428232,0.281007333967255,-0.06991879750136494,-0.5433346370615167,0.024609457203211994,0.24794692865882426,-0.5218441760009229,-0.37474897330505014,-0.0402305566904455,0.0931511464366746,0.14977283109043701,0.16165163416739864,-0.060741806108363695,0.30181834810059915,0.313100816571312,0.0035717737244161194,0.17551967731080348,0.2354670913893224,0.17400692625443556,0.13883429330819363,-0.3171058239997047,0.3542514136478474,0.38181285400793935,-0.10051657212298953,0.2350461241160845,0.023194640973837475,0.38534146207688597,0.35825562432673613,0.3746075723365875,-0.0006098758463990309,-0.21299876899903628,-0.50892919438871,0.14381972037972332,0.4063063828902421,-0.3187195024407268,-0.04799984660708373,-0.06063739819707721,-0.18072142209235809,0.18591321535569635,0.29418940786643216
Thal_LGN_R,-0.16333731312268604,0.14276380388166546,0.03358678605358401,1.0,-0.000694153723452826,-0.048338782780261234,0.2970875863685691,0.237531812351492,-0.20537067173534207,0.41046171686680627,0.28091882039660027,0.24442657509931476,0.09650630356152377,0.24514151703305603,0.18324124839851116,0.12930337852913434,0.33882969019761633,0.014326259122570966,0.04989934978093565,0.23573247998487337,0.5345211470552653,0.355998909848407,-0.0024420659649247293,0.3732469107134445,0.212386847288278,-0.27887121475377263,-0.021987831391012916,0.2989602239257828,0.2915945356618845,0.40731486714777754,0.07261812885823285,0.3159652231657435,0.26292377216296914,0.23142708183723534,0.19258638754458232,0.29132017400825094,-0.06519749774693083,0.07321805376343817,-0.006673944636863883,0.08445861521539613,0.3273584168455372,0.06023274909511175,-0.01941368370961252,0.029858249482446926,0.09481665076006159,0.22898153913436536,0.06721636670413558,0.32297094042818475,0.4667728392788926,0.19244293132236526,0.5179634821382023,0.02931384174716701,-0.0819541502037747,0.22679778180035245,-0.13862210292555388,0.33394106321798706,0.29368929061788557,0.0008013248598317186,-0.10141903478743718,0.2864800091778399,0.041466436008321166,0.12904543148619618,-0.025203832218302094,0.023621957254592638,0.11351186286893152,0.3735347606367206,0.037643167710151894,0.15899633652330342,-0.07414494967724926,0.5063497186141906,0.4643069084924988,0.17658685650395814,0.30401811211152485,-0.03344156378777945,0.4047990257418035,0.09369367765155179,0.20755751081390483,0.17550441749749562,-0.10940713827592644,0.22226188225607552
Temporal_Pole_Sup_R,0.3230694927143398,0.6793210400238641,-0.020686568547496526,-0.000694153723452826,1.0,0.5874390286164292,0.5999788946189375,0.2059420489654298,0.07026255348631966,0.5497767063590825,0.660516042565251,0.1813971031132386,0.20182491249361675,0.7825344489354059,0.31986128912256945,0.024861246374602318,0.3118182035350496,0.6177995971098693,0.166102212684633,0.6156664686397538,0.42304240277014904,0.4824561757626793,0.13042370190660896,0.6357666941788765,0.8158110025781413,0.11352863668906386,0.36415187306813435,0.6239841018533484,0.6402434593687696,0.48596055330236254,0.35930855174764187,0.6056006865273494,0.6224433527458572,0.4347837916839232,0.6258353607775445,0.44290563673485406,0.13816231877860968,-0.01988093849342187,0.37906702258652747,0.6905321124685757,0.5303152167779427,0.6273005573045022,-0.11844940586289844,0.4663768889481961,0.6094449752037705,0.65629084227904,0.1277133069011444,0.1890821169446989,0.5967452082954235,0.7743905405148587,0.07053916872700809,0.4046896384050318,0.536218433976403,0.42857889757125445,0.15632872581774898,-0.10350571434189872,0.6524118536479017,0.17576061740441787,0.21960995389942198,0.6795710252278313,0.5326060380936857,0.3979431924495677,0.40569951900391127,0.09778649533515947,0.19329511408483824,0.3892372151004387,0.15581266799284038,0.5010752160513309,-0.037315695070260856,0.35167758684017025,0.3465307303013537,0.5057823596574494,0.07196175731796134,0.3039208739799168,0.030148086230544303,0.5950674112919664,0.6497996550972095,0.56036413546363,0.5105866629547916,0.3426157926690219
Olfactory_R,0.20805362314191114,0.4039800272235797,-0.16901426917597193,-0.048338782780261234,0.5874390286164292,1.0,0.5800431874285079,0.35458876668401224,0.025504411156804265,0.292630678207369,0.3854271466262444,0.2640785269452688,0.1428567751591439,0.5979439805141825,0.23041261775516517,-0.07846990749227184,0.15156890546609844,0.40751824972898043,0.13498439226683487,0.3882722928352648,0.20787518793225715,0.10161272641017537,-0.03103024273836203,0.36305961606157533,0.5654215476799467,0.16174911204315914,0.11810704977095551,0.35367474792051556,0.42926083180051344,0.2394121832105395,0.3646605127454841,0.35513418363257454,0.49808926608871795,0.3541364498793964,0.5515259133880459,0.04352638622013517,0.2712245978991957,0.08357288198171672,0.22931604066643557,0.391183745260938,0.41692477835082187,0.365935360902993,-0.19676864467478491,0.38929801443457723,0.5996973306718243,0.3997847942957448,0.3397800890374631,0.2510185073849129,0.4083841352965017,0.5827318843777888,0.15136594382016377,0.1341322041397669,0.501693782815989,0.28234448782997157,0.28934258727800444,0.07652301006767882,0.5167875981525923,0.3541455402144746,0.3173230514783806,0.5285493929250675,0.6093881502727477,0.3236892565626021,0.1463736777361934,0.11667695197038198,0.08379048863546934,0.17069313467367098,0.21476648577131507,0.3430783193628631,-0.2146543266325949,0.11923628488409789,0.2875256421755082,0.5234122943930287,0.35695598635339315,0.14438881369142467,-0.004811133455290287,0.504317238886797,0.5002365363093914,0.36442046271623774,0.3736192993502086,0.047099608970243075
Cingulate_Post_L,0.16806720322144825,0.46518593740683783,0.002020902816731027,0.2970875863685691,0.5999788946189375,0.5800431874285079,1.0,0.43323256675724464,-0.092080274686982,0.4801410478467362,0.4398097341220126,0.2881769298803543,0.27212026003223033,0.6871553900992476,0.45139790119683043,0.08742052969237667,0.43137836863749157,0.46081655099530505,0.13435902388697246,0.654320554701653,0.4891370938553382,0.2967540946423393,0.06774646036601521,0.48542922265831195,0.5989208987931479,0.02792851870126454,0.24807865931975553,0.4261555914723193,0.523079333804779,0.5276984509688845,0.4115735999303058,0.4941076762992683,0.6911903649079468,0.3100194648977295,0.7419298221606498,0.31350506098572956,0.1844006659345266,0.11091584233242736,0.21912589718691683,0.5576100224728874,0.4499450912010861,0.443779004730869,-0.1399390697234915,0.31566941896900114,0.4690960027533965,0.6130057272809625,0.33388510426855317,0.4970624341493549,0.6410325626963846,0.6233591468513378,0.33858632395122895,0.4467964479235414,0.41250662815802525,0.510795763833258,0.22398633773968735,0.3593877560827897,0.652161082931339,0.28735302853931205,0.2369643521132398,0.7884643935453188,0.4376052705190971,0.31508859858690724,0.2713043459993471,0.1375985177922248,0.25255359958517326,0.46933583138690316,0.18419125131357955,0.36016961401546155,0.03218754923130501,0.4068666890282009,0.4908271071098385,0.5038710989148277,0.5321697913288075,0.25506276993190624,0.17874664521316808,0.4772124722782797,0.5489373574441444,0.4173355291260605,0.33916133973118134,0.3383852573825479
Frontal_Med_Orb_R,-0.5693170624175783,0.10801401016237684,-0.3828920770163397,0.237531812351492,0.2059420489654298,0.35458876668401224,0.43323256675724464,1.0,0.1534644673515919,0.21947722558237123,-0.014929450171580922,-0.062240421553038223,0.3562539428843156,0.21543810716440367,0.17085102763294416,0.04349314001179723,0.4573788536535523,0.013598479262798627,-0.10530054179438934,0.368300579750324,0.2616100625213084,-0.056376114778366015,-0.17256008907144,0.17384143390687218,0.13362558457522125,-0.4031765627869141,-0.4122963108075867,0.07289281407845241,0.19552627407995682,0.15859776970287798,-0.09161924476373622,0.48657551804433863,0.25932726490428604,0.44173336950684033,0.22904065492987918,0.17702932886205733,-0.226588300086999,-0.15880538809496025,0.28826997274538807,-0.02170470811969741,0.25538789528330913,-0.21072845903511062,-0.23051245953891036,0.335060996366373,0.22371510415386275,-0.06607866388821375,0.7504464193549866,0.7794424667982242,0.5259373061871013,0.058383794383389885,0.23747073584597866,-0.2562474566877699,0.015607414427901662,-0.20236907092036172,-0.2839401625902332,0.5699546284773592,0.12151025242801243,-0.020368582326035133,0.09417749014840493,0.1168540184183645,0.08632768047605463,-0.2388326677087632,-0.4568730722052687,0.2332875236643534,-0.30279480598708347,0.2296076875577882,-0.26773134914594393,-0.1318730379120003,-0.5018060339820656,0.234596353573462,0.6643961955497094,0.6575457555150261,0.5005243571719621,-0.46184050840529656,0.26191957446507236,0.21074031873737453,0.2644828270861704,0.14012597806217766,-0.40640706737902815,-0.02095892669397312
Occipital_Mid_L,0.00217530681647723,-0.046761655705746606,-0.052221377876521834,-0.20537067173534207,0.07026255348631966,0.025504411156804265,-0.092080274686982,0.1534644673515919,1.0,-0.02140302246802607,-0.1266143960419341,0.24215355762040863,-0.03385092113580032,-0.08698836192617525,-0.2671315530479848,-0.08224777713323271,0.11810941116198416,-0.05747477300661507,-0.32853375725279965,-0.20132269733948108,-0.08973755443077946,-0.2413865214422247,-0.10620701517647464,0.07998387706479337,-0.08282079482106115,0.22413196945851188,-0.3519076696984504,-0.06128527663188813,-0.009509582173178262,-0.257891506844687,0.20976345900989443,-0.08316171067969538,-0.06306195322175831,-0.022329910230283176,-0.10116126029897679,-0.11723011612036867,0.19167564550657587,0.2647496260751905,0.2672910783906904,-0.19653594747409275,-0.05863523267891312,-0.03006595688874192,-0.1639760877202383,-0.03507311683191233,-0.06971538055427558,-0.21996621592382773,0.19468438485224762,-0.10918048392454846,-0.08307227822168332,-0.15857661535097992,0.05193711283919428,-0.4241382512284561,-0.11253614410936147,-0.18337960217664978,0.17666362802744698,0.023717034601882077,-0.033821754307372845,0.3209567454923509,-0.04265806628684452,-0.08680838446266202,-0.021864666027587243,-0.1098452296097941,-0.3538159400985278,0.23917958537181688,-0.24668788774921876,-0.16033791566968866,0.25544391734845984,0.006650810347426986,-0.192732645364195,-0.17155705931500742,-0.05277318527577259,0.08972883726145352,-0.060642410633702605,-0.2359277938019356,-0.06402792713435682,0.07567126068566032,-0.11410259930864915,-0.18185422721980712,-0.06931545753063914,-0.22327111840484812
Frontal_Inf_Oper_L,0.17600385375877514,0.6304652311342184,0.1617821835899651,0.41046171686680627,0.5497767063590825,0.292630678207369,0.4801410478467362,0.21947722558237123,-0.02140302246802607,1.0,0.7711843355310787,0.4596275451504069,0.27249288355717977,0.7164213829104273,0.32856887730935186,0.31646002311809834,0.46929028979366133,0.41278143997097816,0.1758306819592307,0.6051337951803979,0.5702593914481403,0.7546738856032017,0.059961131715871446,0.8390227428810011,0.7655067311404337,-0.0158137105225199,0.3190163127552969,0.906611458194864,0.8714741634487586,0.7404694302440009,0.3940140678041085,0.6265703843159415,0.7431289565860003,0.2646513090932315,0.6012313667762249,0.7609023948705448,0.20266960822056262,0.30691340840783593,0.22355806057540406,0.6391782314283692,0.6958626716429397,0.5737545331548944,-0.053480803528507384,0.06592645559613178,0.4394252112582132,0.7412032047616105,-0.14161013990127586,0.11321813846280418,0.7742611120108128,0.5948206766528066,0.3554633804675968,0.21190210729221856,0.12157362155804814,0.6213978139769034,0.13843914296053456,0.1756915470071614,0.8612470361138782,0.306844729427962,-0.030486754605392883,0.7379609162901272,0.2357897477458806,0.5185915185199532,0.31567642166211796,0.15133340727354982,0.39316379827609904,0.4203476027426744,0.28347765417775145,0.763169112807344,0.11116822810696365,0.5473087214828154,0.5045044054565764,0.25814223970357536,0.17972642703598066,0.27880138558445233,0.22244246563080552,0.4568311912485661,0.6714313516575418,0.424385112564181,0.3271918539775988,0.45283884169913663
