,ACC_sup_L,Temporal_Inf_L,Thal_LGN_L,Thal_VPL_R,Thal_VA_R,Occipital_Sup_R,Thal_LP_R,Frontal_Sup_Medial_R,Temporal_Pole_Sup_L,Occipital_Inf_L,LC_R,Thal_PuA_L,Occipital_Inf_R,SupraMarginal_R,Cerebellum_9_L,Thal_IL_R,Cingulate_Mid_R,Frontal_Mid_2_L,Thal_PuM_R,Cerebellum_10_R,Frontal_Sup_2_L,Cerebellum_3_L,Thal_AV_R,Vermis_3,Insula_L,Frontal_Inf_Orb_2_R,Frontal_Inf_Tri_L,Cerebellum_4_5_R,Thal_PuM_L,Thal_LP_L,Frontal_Mid_2_R,Angular_L,ACC_pre_R,Cuneus_L,Rolandic_Oper_L,Temporal_Pole_Mid_R,Frontal_Inf_Tri_R,Frontal_Med_Orb_L,Postcentral_R,Temporal_Sup_L,ParaHippocampal_L,ACC_sup_R,Raphe_D,Thal_PuL_R,Vermis_7,VTA_R,Cerebellum_10_L,OFCpost_R,Occipital_Mid_R,Precentral_R,ACC_sub_R,Thal_MGN_L,Fusiform_R,Vermis_8,Hippocampus_L,Thal_LGN_R,Parietal_Inf_R,Thal_VPL_L,Cuneus_R,Red_N_R,Supp_Motor_Area_L,Frontal_Med_Orb_R,VTA_L,Rolandic_Oper_R,Cingulate_Mid_L,OFClat_L,Cerebellum_9_R,Heschl_L,Cerebellum_6_L,Frontal_Inf_Orb_2_L,Occipital_Sup_L,Cerebellum_7b_L,Frontal_Sup_Medial_L,Parietal_Sup_R,Pallidum_R,Cerebellum_6_R,ACC_sub_L,Rectus_R,Precuneus_L,Calcarine_L,Cerebellum_Crus2_L,Calcarine_R,Temporal_Mid_L,OFCmed_R,Heschl_R,ACC_pre_L,Cerebellum_3_R,Parietal_Inf_L,Cerebellum_8_R,Thal_MDl_R,Fusiform_L,Thal_MGN_R,OFCpost_L,Temporal_Pole_Mid_L,Supp_Motor_Area_R,Putamen_L,Vermis_1_2,Thal_MDm_L,Temporal_Mid_R,Thal_PuL_L,Olfactory_L,Thal_PuA_R,Paracentral_Lobule_L,Thal_VA_L,N_Acc_R,N_Acc_L,Caudate_L,OFClat_R,Precentral_L,Olfactory_R,SN_pr_L,Temporal_Pole_Sup_R,Cerebellum_Crus1_R,Temporal_Sup_R,Cingulate_Post_R,SN_pc_R,Caudate_R,Putamen_R,OFCant_R,SN_pr_R,Thal_IL_L,Thal_MDm_R,Lingual_R,Thal_VL_L,Thal_AV_L,Hippocampus_R,Occipital_Mid_L,Amygdala_R,Cerebellum_Crus2_R,Lingual_L
ACC_sup_L,1.0,0.595974500413245,0.692126240142143,0.5073704157310109,0.5459501011476529,0.10140352467659426,0.41571022746300745,0.8231675090677135,0.2776068388821802,-0.1571845489281032,0.25166495878315015,0.3733121215682908,0.23110560748973807,0.2752392041984894,0.33570066774789914,0.41071825277453783,0.7482110199671533,0.8373988541944318,0.6134351282169676,0.6507461831285617,0.7971078587783037,0.5937722688741186,0.4633906573116753,0.764194874933649,0.8268304074794892,0.588346161510333,0.8684110171185818,0.7610341869974308,0.5726758015419685,0.4557546910288253,0.84952574285876,0.09942926205771879,0.5988351054168506,0.12032928689980832,0.7070442934272532,0.16707291888839415,0.8325591183662815,0.31004976519671373,0.34304256409863143,0.7969398093199701,0.7282519445848147,0.8116147035088236,0.18979072046192116,0.356693636924328,-0.007479533282540889,0.5847612654661519,0.6601031757755209,0.43014858783836357,-0.030617106518004762,0.6316936939062926,0.18048095972503506,0.23658591848198135,0.7842873499247952,0.18628969421122854,0.7803950115076106,0.28091882039660027,-0.2442333532724193,0.42025172320657855,0.1077534044882609,0.6390801191853125,0.7941480100315939,-0.014929450171580922,0.3232934489657016,0.7018981598138254,0.7061785430277123,0.5437724748169687,0.4319743070814736,0.5913688375853537,0.46556206927812127,0.775093011615079,-0.06585438591841203,0.23840586396348468,0.7250134656655448,0.14612989227124873,0.5107393858007226,0.678531329604281,0.4700056236979879,0.5995526419732193,0.34433566578841995,0.5637327878487968,0.3736735919839653,0.5053642233825435,0.7217552031045079,-0.17510268702137483,0.5281090640269935,0.45260882914276424,0.6838419207482869,0.39312808865271215,0.46282300755539213,0.053413364817450196,0.7791090935058661,0.21556399736159496,0.6306333559494797,-0.058299714436518824,0.782821677897155,0.6364543974317782,0.6028887063215356,0.5338815464159385,0.7121459035255528,0.3440774373547606,0.6524016137498369,0.32717053217256736,0.175540927628079,0.5680359972967124,0.4429467121254143,0.4540776158922155,0.6612035764261052,0.5517522912610895,0.8044559386779112,0.3854271466262444,0.34098736794597095,0.660516042565251,0.5366991654268524,0.7717501051772201,0.7329762314739899,0.7147215417896907,0.857989510699259,0.6454660894839092,0.17919002805154371,0.5909100172220467,0.46007965230367315,0.06148451135395879,0.7234113894617242,0.6580162068072061,0.4103315470015203,0.8196174693362147,-0.1266143960419341,0.362691510684676,0.35189742738985996,0.681075941575972
Temporal_Inf_L,0.595974500413245,1.0,0.461869046627283,0.529632635844316,0.5519982603919694,0.04838785963565671,0.47149204398255395,0.5855653189402593,0.6161470567160068,-0.19798469489773815,0.3526084580047734,0.4486172117014516,0.1690688045925616,0.22337635843734277,0.6094609521914187,0.5552186702002546,0.7602301315081773,0.7078225999999244,0.49037566070945554,0.7204191711831931,0.707013633825669,0.6593044355351705,0.5253462354346589,0.7221555003462118,0.6997058284747368,0.396231222505889,0.7098424115429673,0.8054054761934111,0.6622442738664226,0.467153498779152,0.7031525133022838,-0.08160758809041627,0.5194074013655778,0.2283722964463026,0.7371286705628491,0.13330256243399755,0.6866662067321855,0.1783051457112032,0.3323785524828478,0.7520926046771179,0.6651425904426881,0.6280526289641043,0.08611061317019837,0.43515942422049664,0.04998598964096804,0.4827758163003744,0.5527277898512476,0.31221335256796146,-0.0826495408678625,0.6420094091591964,0.1227663962431209,0.019924817349771605,0.7621930037130161,0.27064627178624817,0.798322816505502,0.3725191653849154,-0.19201985148631392,0.4655778131543786,0.2724620694651879,0.6188373644898358,0.7356824880773242,0.12833811108638635,0.44960385696144173,0.6783758342228807,0.7444737129254282,0.49404549671924186,0.6713821398959847,0.7451803126761206,0.5171320407349184,0.5500517102436131,0.03828765143912642,0.3342710911997054,0.625752575497861,0.07478347434902759,0.518257664754751,0.6172060992288455,0.2511004587289309,0.4121195662507608,0.35329433804497185,0.7204932873466152,0.3133462656207263,0.6419570415483197,0.8198105125066982,-0.05593588516245636,0.5550107471046647,0.4321137155916724,0.5669155045115397,0.22088630261994516,0.5596637329815634,0.18095521782669707,0.8702903855367308,0.2339706446623791,0.5703092316658702,0.2754032234120187,0.7100624237333558,0.6327930100366823,0.4220472729362316,0.5744745115453505,0.5801068504398494,0.46242194001046294,0.4198188489972305,0.2953779322096511,0.19800959761408202,0.4622494824205114,0.4408997699884742,0.4084363999376001,0.718179028246723,0.44241737776467793,0.5911613576951824,0.35404134206366117,0.35137663578652073,0.5022003002480694,0.4431509144631617,0.6446117058172373,0.759154202532969,0.4203359166031145,0.6681650784611612,0.5982115163568984,0.23560819433271998,0.5948641977186295,0.40876564827709205,0.27634819189652116,0.738822415223301,0.48626475401845265,0.2546936213862,0.7016956340191635,-0.2326969690930212,0.4459912256852733,0.5286686143918209,0.7041450037459864
Thal_LGN_L,0.692126240142143,0.461869046627283,1.0,0.4909338624398283,0.27323593572612576,0.06269983013453032,0.3684533195367282,0.7222401743009228,0.280107178092296,-0.17256153375166736,-0.11343901300360457,0.3948379975446229,0.020226643451771872,0.1562272401090002,0.2624879877307567,0.49793461058796334,0.6958090086409011,0.7255990498311029,0.5666479985077018,0.6367377920019301,0.7795980635773484,0.5541640178591539,0.4695148709511758,0.6829967083010434,0.6720247189936711,0.3735717476530964,0.7265367190304001,0.6281474919814316,0.42860000515088315,0.4281821020333429,0.7556553820174463,0.048373840735736834,0.5139342907694397,0.06119169144912643,0.6948530423588803,0.44034934068366766,0.6900727931053281,0.38116704335644497,0.3159234967512499,0.5910462883656904,0.566222582062301,0.6329558882074452,0.10592940048428232,0.37063213206045154,-0.2754298018435343,0.3798327015707585,0.5777816769240911,0.32970564804280844,-0.11417799326636842,0.5589370973733757,0.07251229373953014,0.1740697239080823,0.650781315839175,0.028718706741646165,0.6918394181269839,0.3273584168455372,-0.19504642109856257,0.2687600545982801,0.09117166733809955,0.6018414923427092,0.7011728659743391,0.25538789528330913,0.3214735021311062,0.6577899837459351,0.648564647821965,0.3811891347930017,0.34417878858603546,0.5495933302124819,0.0992455627179662,0.5117688374130895,-0.13752716752551372,-0.05635204129358649,0.6795872776138829,0.04046312351760216,0.6022429811508803,0.3323809142185117,0.20030408277327139,0.48632871000621186,0.22846804245178873,0.38069196118258514,0.16787622405451388,0.2892799912416986,0.4304354786204564,0.031363014871179845,0.47897840614224796,0.6446677215951455,0.6383876081258435,0.27874629326421196,0.2341408159667446,0.14350933999739152,0.5754921808837894,0.36837118515250133,0.5423438615271411,0.1198436550282614,0.6759453596694852,0.7166041551444859,0.6579015100535577,0.44459199833210905,0.43475734917108,0.23631501749151318,0.3849948455457776,0.3960813850256184,0.19580468915370539,0.6198423029901143,0.278262054213158,0.5476914750030525,0.6790348910732759,0.44606653395004753,0.6922338586157348,0.41692477835082187,0.263525908663399,0.5303152167779427,0.22189806466441236,0.5628569092274751,0.6029336340528892,0.3804233474309787,0.6987888271629135,0.7238990311541375,0.29905535254952637,0.4233302719581435,0.41330163211048343,0.33672715951734733,0.4976629079066634,0.4517311145932461,0.20379607645797657,0.6790126086228607,-0.05863523267891312,0.3577713475582919,0.1567713171074703,0.349015221420971
Thal_VPL_R,0.5073704157310109,0.529632635844316,0.4909338624398283,1.0,0.11945477904900449,-0.020532323369475098,0.4273771200647345,0.5347789728769908,0.46136084809838007,-0.38292921627056437,0.0946409637307025,0.5792590783804601,-0.08110575249807146,0.0902604888546577,0.20430525666723173,0.49343641875474487,0.49669801513241785,0.5342836992839762,0.5391254953042388,0.5135912350889251,0.6299025042739234,0.556087383307564,0.3688181788069426,0.6242973144591337,0.508133079792396,0.31705864765720704,0.5043018701522733,0.6248755978739422,0.5740144913287214,0.5276675672390742,0.6337217329927187,-0.12332973068149689,0.5226970908708396,-0.07127124131999478,0.577226750955705,0.23707050598617435,0.49329004748801303,0.2683736146507887,0.27134118998004597,0.5041991754668474,0.5102395169898286,0.5210061821621925,0.02642337096149669,0.3405329786683368,-0.0495302720188877,0.3322176278786708,0.3704986533065762,0.3044262725318817,-0.32698761746457655,0.47825427918162,0.19329082799834796,0.2636992365215602,0.4739684396279817,0.14286541580711612,0.5897000326050602,0.5345211470552653,-0.20558821325660945,0.1918622313566514,-0.041493385949857825,0.5366354526406262,0.4646957014166951,0.2616100625213084,0.2606278431847362,0.6044653163780715,0.47050666015619547,0.30872281889818204,0.2634498619077286,0.5736231033672846,0.07866821452143016,0.3814640271617906,-0.22172098540814025,0.1127277096995406,0.5533227529900944,-0.0292029975909444,0.5869063635714719,0.23956639927706305,0.1890680895239789,0.37193927132222715,0.1447770709406737,0.34337434711778003,0.09421095752904075,0.22567005573548252,0.44467251391582346,0.03544297030377019,0.4584998393092636,0.5521943580836024,0.4685003977415977,-0.038402781683711106,0.18427004115478102,0.16783523811469908,0.4884958826832899,0.4121796891172663,0.3748772578239044,0.15338023521593042,0.4312039562068183,0.6282671314067093,0.3923383187186231,0.5489386742297994,0.34218788165232034,0.17477568731985826,0.22979337953748125,0.38955674798942924,0.03229386579608965,0.4251600545392385,0.3434200715400327,0.49101377043071404,0.6195894155176458,0.3128746014780287,0.4099218588487931,0.20787518793225715,0.24792809530593418,0.42304240277014904,0.13491894063097823,0.4358482770420957,0.5255272142644487,0.3190860177470125,0.5951569107053208,0.6511756599977979,0.27776094391890555,0.5004827809695341,0.4258777372039359,0.32977023069992845,0.4182389959472089,0.3142082274291562,0.08030216855255011,0.5543578376311559,-0.08973755443077946,0.3497400610224853,0.16829745765332438,0.3576676164571541
Thal_VA_R,0.5459501011476529,0.5519982603919694,0.27323593572612576,0.11945477904900449,1.0,0.22017775243256898,0.34362320077989644,0.41141141261497854,0.1728814880136462,0.017608817150492864,0.2130380729239012,0.06618366337335356,0.481595157387193,0.44871875495173563,0.5379849881149652,0.38864398771804143,0.5207491403943714,0.44615390294629076,0.29777103435400015,0.5135425480692496,0.37369273097369765,0.28222821183625124,0.49467206290953214,0.4172625300904364,0.44287378329581356,0.3209220764693963,0.480073299057354,0.49971520204655767,0.44376821415305756,0.08136175058808848,0.3627703396182115,0.046127707472866306,0.12824745161322015,0.581033558377434,0.2783447746237122,-0.09264092839684376,0.46515780434341575,-0.10170754595028468,0.3257180661676373,0.5656596516931378,0.5672310676167209,0.4202824063604385,0.18591321535569635,0.20314176733140207,0.10467232958028556,0.41341530873962024,0.6378677176053795,0.28048957298971144,0.39776951168320496,0.470021135420631,0.006671353223393947,0.07740875365961591,0.6690290342472753,0.08913002339206696,0.5383350309413941,-0.10940713827592644,0.08201273830140907,0.6807371718311511,0.5449532090196045,0.45646161586990275,0.5740164555860277,-0.40640706737902815,0.2264161237324832,0.18937943369584456,0.5322726973481852,0.4963267455714885,0.5931486561057412,0.2699426897464361,0.7417306341169633,0.5157362679879965,0.32627539690284457,0.5483596156542231,0.39193285841109904,0.23159681375425428,0.1299445520655151,0.7477757344149653,0.43349649497790893,0.3195495535821479,0.5599992981179922,0.6889135790533204,0.2346137391540658,0.7777733749088691,0.6923855095387342,-0.20767505879134032,0.17897196506729757,-0.13542504959892893,0.38954927620144797,0.586865359677743,0.6857508326765127,0.112708988748441,0.7165363638160592,0.0015740083956380807,0.430164817895938,-0.277360289944644,0.6237203711143542,0.24996646791388732,0.3550280548719005,0.4814570258322476,0.703118400300646,0.3823098593051933,0.6100190444788458,-0.10149587274620231,0.3809207377370188,0.3759595716162756,0.15375340593627715,0.1102293200323931,0.27847180183736986,0.37727816447309775,0.5547467081576588,0.3736192993502086,0.4366441340787234,0.5105866629547916,0.67320375538701,0.6037497658679121,0.6084303151386276,0.5520307568563622,0.49051090569502936,0.12919707321640245,-0.07382142279578499,0.2663107000430571,0.4457830249237588,-0.10547455866433326,0.711535844840191,0.6744231925140326,0.7531132037921127,0.5614271847506958,-0.06931545753063914,0.2306002029350473,0.5874332173356963,0.7052440113595193
Occipital_Sup_R,0.10140352467659426,0.04838785963565671,0.06269983013453032,-0.020532323369475098,0.22017775243256898,1.0,0.1892039591811071,0.14660309015648407,-0.013077984712088242,0.10841553983237678,-0.04252737524004631,-0.059835381601934426,0.030079384202870135,0.43141406713614366,0.08692083449314661,-0.04087971873438646,0.1805819513838164,0.047002339819306266,0.08558060492599871,0.08519748573241842,0.11069198769943579,-0.025355944746366148,0.07491960533017479,0.03805012542766779,0.03910865693972506,0.08010709423648661,0.12879262141431966,-0.009181461462604578,-0.04317024535138426,-0.06944436114919215,0.09534776204524134,0.012035020078411458,-0.0751956465194496,0.3597137575447184,-0.00440876794003303,0.04287073163751204,0.09628895175967506,-0.02763518631915627,0.3952197883600212,0.04305687208070818,0.09437702527499645,-0.03259740622278511,0.08452768906862211,-0.07115108777536094,-0.02532322640249847,0.16442894534257574,0.2025104306280962,0.13890242660241647,0.28946024851968294,0.3025214694039882,-0.012697975718528343,0.026824614324705013,0.11792287517696055,-0.05942941944459136,0.10337647978737585,-0.01018936871275473,0.34568021039299207,0.23754684405062768,0.3587428447851136,0.12864087189013682,0.22723957613052023,-0.058184047044242404,-0.05035720436085274,-0.014340729810811538,0.24277872799515668,0.24200653883209472,0.04811192889197283,-0.03283787477098997,0.14834595655001748,0.11136429562750155,0.1824408402728351,0.23405151463798946,0.11055391917182497,-0.07791174645624252,0.046968958327058274,0.09778361857004926,0.14231519145882246,0.11661530030521344,0.4176501300262388,0.24656007426175255,-0.16101880210124342,0.31752311377195763,0.06624920384970595,0.09866381497984342,-0.12885906881991596,-0.05577371033272137,0.016533183857360488,0.3708194672530966,0.0025552934627879995,-0.07513631925743751,0.10926093940016951,0.14740525593512396,-0.027192135039959073,-0.14337230628126998,0.27618931696022075,-0.02113391545117069,0.040584544995769266,-0.04922500050331492,0.21042926661303216,-0.11009972277486514,0.25725279670780066,-0.047555614450008575,0.4373651008627858,0.06282627635535618,-0.035467825566199034,0.04245904987608229,-0.07378511175606269,0.004009880624136703,0.18226980656737388,0.25164714077999895,0.16052663016700736,0.11006246008679607,0.1022022991584373,0.19421975334598068,0.2419783904891583,0.18223993979542746,0.11266368098045927,-0.03955174993129428,0.04791861654749793,-0.02990574340745683,0.2722335784293101,-0.028778358257658856,0.1775672121531862,0.22660355183994088,0.32109879044778994,0.08396535056799102,0.15628781928415442,0.10639343976038151,0.020639859635748867,0.0880434717446616
Thal_LP_R,0.41571022746300745,0.47149204398255395,0.3684533195367282,0.4273771200647345,0.34362320077989644,0.1892039591811071,1.0,0.4634699719556616,0.3232920525347576,-0.15252874226686067,-0.18573855717304058,0.3351050836695589,0.043205332948865444,0.2245050552853983,0.23399039065783747,0.564415664419999,0.48871976608258844,0.5034404261440805,0.5649211058976169,0.5224196219380469,0.5420263550112606,0.4811509223067175,0.5136028801385213,0.539985119948102,0.4388603634493393,0.3302463657210577,0.46095504344087723,0.5428064810590952,0.4477987663698477,0.33100994724138305,0.5300821962685557,-0.14215421116803978,0.25447791360068645,0.24443361102590455,0.48601958998368644,0.3256334392741995,0.4681067304973181,0.28305684103747925,0.2705986642360832,0.4410532744992091,0.5517831705296218,0.2824803926240513,-0.04799984660708373,0.32674615282424185,-0.09538534895406175,0.43538798705882914,0.40492185607540465,0.47919309828178447,-0.01300073761131796,0.4638827895741582,0.18594735774779048,0.19121046455358545,0.5863782543969309,0.10309406043815275,0.5804587333620285,0.09369367765155179,-0.0696958867893175,0.19504206356709403,0.2909968568042508,0.509519466036193,0.5172697529183716,0.21074031873737453,0.1357914857342333,0.42872922702504584,0.48447599981801276,0.40967057935448914,0.3299831481263373,0.4793289972196567,0.2138489195877083,0.31305252812988515,-0.05732006649004671,0.05982944569381976,0.4926308647460978,0.07550234016660085,0.5807150170334201,0.3628322164238279,0.16525235582027387,0.44284440469857195,0.3292107978912726,0.4034442318770554,0.18832497485397712,0.35800253200231696,0.44335239726945336,0.20454595685787913,0.2746610956786339,0.389698857951944,0.5271810259382116,0.16352550339489855,0.2648343493729708,0.338212906409439,0.5119829891479981,0.2610728761515461,0.36295328685385925,0.00946820951267947,0.5168009784899344,0.5245693352949625,0.5394359831577819,0.45802430175962217,0.4580047639915564,0.03522250023704007,0.33294845381717786,0.2463829503956282,0.22905595582097565,0.5566390255928884,0.09545983419545903,0.3366879035487147,0.48866299802201485,0.31645482157165017,0.44310265242725644,0.504317238886797,0.44852886377183465,0.5950674112919664,0.22252418668490934,0.5108254900845035,0.5615249292875364,0.37776368304903213,0.523920879814437,0.478396591684251,0.3555446825360939,0.35734541930047814,0.5010370555510631,0.23143269090994012,0.5328447049880768,0.3892071011726145,0.21539682938612512,0.6166284472973776,0.07567126068566032,0.45968599034096086,0.17344180400804918,0.370601375620489
Frontal_Sup_Medial_R,0.8231675090677135,0.5855653189402593,0.7222401743009228,0.5347789728769908,0.41141141261497854,0.14660309015648407,0.4634699719556616,1.0,0.3809362370964342,-0.09978015572035005,0.13439588695233243,0.3935103529546032,0.07848661465323425,0.2984988487132405,0.3718654223375934,0.5370133379771674,0.8495320196692763,0.8327646010894356,0.6486094401468392,0.6771462131187692,0.8788831574768688,0.5251285495296557,0.5783649930004481,0.7070344677112264,0.7825861327491102,0.42116913661568556,0.8801958242739942,0.7199362585899245,0.49039217705819776,0.4891779849119924,0.9068382734612875,0.03209709978477311,0.5844026155209229,0.14795057080210988,0.7446125957582175,0.44222670549845133,0.8592069118642283,0.3730847375968667,0.44198751447455303,0.7321909111405286,0.6817942889720074,0.7444619956899848,0.30900362495243594,0.33609907994321014,-0.1926754513460098,0.49860964486820875,0.6061254107395087,0.4371797238153114,-0.027462313331876036,0.7067685145805351,0.1271839703908798,0.12182026316781716,0.7462033806587512,0.11185744214578475,0.7454720411229165,0.27540513319653404,-0.17796176697077137,0.3180196839779883,0.1482514587136837,0.6502478954417923,0.8096575773725952,0.10305876570684724,0.47741211670873,0.7799709770317015,0.7776938441358345,0.6141386529927046,0.38939025965482893,0.650172774741497,0.31308463741443815,0.6205200499910782,-0.0652896767274669,0.17119253172646015,0.8697531512590362,0.0433946633278204,0.7015333947832504,0.5475789292858197,0.2985147767807121,0.6635364073836963,0.3268593459285998,0.5246558711688152,0.10301481492286144,0.47404450534192516,0.5867712247101001,-0.13284666618565744,0.6167215717133263,0.6293016141016204,0.6187826365737383,0.40200620983847724,0.3607487053285774,0.19467725268437835,0.7350938504219473,0.27952839450800926,0.5821039611700619,0.06717991802391707,0.8056127418999938,0.6731164346853252,0.5780412081461113,0.577500410212995,0.6470846036953535,0.21007154224746682,0.43472164767126603,0.4747948170468326,0.251670024297316,0.6332744870723555,0.5123452642630837,0.5608983842294663,0.6805279192804125,0.4832600416352645,0.8205953609420202,0.38062162648046344,0.2466797142247352,0.7203690984112733,0.39215285316087584,0.7531791298893353,0.7035975883041153,0.5948193683253924,0.8918508411941763,0.731372090847247,0.2899088879276553,0.6288587769611488,0.5010027162789532,0.23201402851002131,0.6300049921003964,0.681725720685207,0.3681090314642187,0.8134706163958354,0.0229114121604571,0.376839963744067,0.2745544702470507,0.5189877580298867
Temporal_Pole_Sup_L,0.2776068388821802,0.6161470567160068,0.280107178092296,0.46136084809838007,0.1728814880136462,-0.013077984712088242,0.3232920525347576,0.3809362370964342,1.0,-0.08668212010035309,0.10399661750509794,0.511766267902781,-0.20032713693733212,0.15976782965254413,0.12057468091325464,0.29412666388510633,0.4068101279487594,0.2686401158265496,0.33896249255549515,0.4277550361998374,0.4598329691398943,0.4566914697922856,0.20435340377033712,0.5299961448174952,0.43331077099184323,0.33681361160231765,0.3998681259115695,0.417897515507195,0.4928212283667023,0.3669751309096952,0.41571575829495777,-0.12839181739186126,0.4526434360290012,0.11819700910600474,0.46697929498530816,0.14100613259731795,0.37664105917998497,0.14500550681243776,0.2512654180672019,0.37961808531753033,0.3562926121343887,0.2760478626990784,-0.021038126985520038,0.1620790724264928,0.04961705295970324,0.3326701626313242,0.17617363377094722,0.29711820853224125,-0.03939676648162193,0.36063522822379934,0.223620213356432,0.23030687050537169,0.38640859862660687,0.12755524073194305,0.5162466719951682,0.2762585223536887,0.03320965126198475,0.25579999330691605,0.09465550761174175,0.40697575000806335,0.3704391682788102,0.3259173582196993,0.242254433295301,0.41933159709289863,0.36390431987070265,0.48259648706371,0.15163208853939242,0.42103347685454484,0.17351562047815136,0.40558387652888256,-0.07804454772163562,0.07391962737984094,0.506251192896564,-0.21298079085775076,0.4276273076620889,0.19810757444914903,0.15051319880788883,0.42556772055044145,0.2336146576042627,0.33306908079047826,0.10165648550101697,0.22472613072185232,0.5247817706805064,0.2156520422780073,0.27774398034062076,0.44237255562138134,0.4110530055295739,0.03192913780219391,0.061379123103959876,0.16702146064629875,0.4738572198984466,0.2850671170332737,0.3833713437010767,0.3565147725122895,0.33494421350586884,0.39986575740873415,0.252073286311974,0.3417065099174284,0.13450937033311844,0.16472486259456418,0.18294639875242197,0.2464144157763939,0.1271755355596903,0.33054831642370547,0.17304105938101672,0.16134871701741874,0.4378230157332836,0.32154331196735003,0.16550283582819206,0.2833414470338982,0.2250286025421746,0.3741622929123164,-0.020778168457280737,0.2737160944921777,0.43448150889640147,0.1676420906083303,0.34591749835772745,0.4091371957825243,0.36160375440842485,0.3616437665164012,0.19445619930014896,0.2905428594691369,0.3622994452896821,0.23475601945876198,-0.06309287102534983,0.4390284379894345,-0.005799235681873073,0.354594229235001,0.047351112251638384,0.3068252344482067
Occipital_Inf_L,-0.1571845489281032,-0.19798469489773815,-0.17256153375166736,-0.38292921627056437,0.017608817150492864,0.10841553983237678,-0.15252874226686067,-0.09978015572035005,-0.08668212010035309,1.0,0.013909676919856293,-0.37661231076684376,-0.16064882974160005,0.381620001945746,-0.18849652929508845,-0.1899792151344919,-0.10570320366812067,-0.24852031577235764,-0.1805788503289819,-0.19021526656628018,-0.21301121939864454,-0.33521038283092125,-0.24310036616143563,-0.2336631478426856,-0.10918048907247067,-0.07636238036051524,-0.07922692019298049,-0.30320976434456004,-0.27925931235842477,-0.35116769368324025,-0.12175790953592619,-0.017599439401748525,-0.25037008962276885,0.34817388260238236,-0.18309240462634488,-0.08501269472911528,-0.06554840115541331,-0.22315648636853844,0.3089855485762659,-0.12074561384999724,-0.17437522798868393,-0.22554188267541408,0.17412059152492368,-0.3815029047046115,-0.021976571347787775,-0.14164179986995584,0.023469261334161884,-0.16911147790475314,0.444282377709018,0.106969267052057,-0.20611268659775409,-0.011889554521842167,-0.09553349371545339,-0.10933534473082311,-0.1978589305561501,-0.21913089028323834,0.46083126797137347,0.19835103138603882,0.3327426179536366,-0.18864359163215372,-0.03658535621618411,-0.16241631854749822,-0.17292653438605127,-0.1409909829584611,0.01883243137064906,0.09014385618312919,-0.32897632117298437,-0.2443811846110861,0.11079997457202617,-0.07012515077762743,0.3250887156702102,0.030561815063072536,-0.0494000494672742,-0.00733447069696757,-0.2254838171719043,-0.04950083894126689,-0.13567780394148346,-0.12741930407748506,0.2974881424523286,0.05028728465068906,-0.200006075272598,0.13199617725717167,-0.13124741205254856,-0.10738571503008176,-0.16481567265016261,-0.26317217270798926,-0.16623786071927257,0.35869775624170813,-0.2054208365338236,-0.20994571880820198,-0.10281437551557163,-0.15896971533804938,-0.22341402659435433,-0.05082570859070911,0.008833569170021571,-0.24771181388302743,-0.1837043789762435,-0.25658883591985227,-0.06856141107815564,-0.11139397289484662,-0.037878547892784664,-0.10866738479966737,0.3938187652271244,-0.296758791640281,-0.10522763639255699,-0.22505897939866315,-0.2812990930249239,-0.15355424665042197,-0.022955401127752805,-0.041883286111171224,-0.06422983316068745,-0.15201851447774745,-0.12105723241230248,0.01776083178508311,-0.14087056023493708,-0.05454987036707443,-0.17910839492928238,-0.27479327720258584,-0.12152700190317202,-0.16990019016780183,-0.035203866842015645,-0.17773153554460025,-0.01250593377262723,0.04169565898188641,0.059463860251135,-0.1730792198634652,0.23300610089296514,-0.2386555536551713,-0.31493358875000865,-0.09513256378631463
