,Temporal_Pole_Mid_R,Occipital_Sup_R,Frontal_Mid_2_L,Parietal_Inf_R,Cingulate_Post_R,OFCant_L,Temporal_Sup_L,Cerebellum_Crus1_R,Temporal_Inf_L,Frontal_Inf_Oper_R,Vermis_3,Vermis_6,Precentral_L,Putamen_L,Frontal_Inf_Tri_L,Supp_Motor_Area_L,Paracentral_Lobule_L,Thal_VPL_L,Heschl_L,Vermis_7,Cingulate_Mid_L,Frontal_Sup_2_R,Thal_LP_L,LC_L,Paracentral_Lobule_R,Cerebellum_7b_L,Thal_LP_R,Amygdala_R,Lingual_R,Cerebellum_9_R,Occipital_Inf_R,Calcarine_L,Lingual_L,Rolandic_Oper_L,ACC_sup_L,Thal_PuL_R,OFCmed_L,Thal_PuI_L,Cingulate_Mid_R,ACC_sub_L,Temporal_Pole_Sup_L,SN_pc_R,Pallidum_R,Olfactory_L,Rolandic_Oper_R,Vermis_10,Precentral_R,Thal_PuM_R,Heschl_R,ACC_sup_R
Vermis_3,0.27367600530994834,0.03805012542766779,0.7956087523963267,-0.2273361298502797,0.8029698656216518,0.21769242293315458,0.7702589005491738,0.29981851674932947,0.7221555003462118,0.7836445748496552,1.0,0.017003030997708734,0.6723058953735521,0.7538181743735787,0.8188374661814546,0.7977469430440294,0.18695261557331885,0.38214402888025933,0.6742179423819428,-0.008799924393607802,0.731978789886273,0.7268272820928736,0.6146199684501297,0.03692188952131256,0.14260244244921738,0.10650517270088582,0.539985119948102,0.5488717567269734,0.7151411728500049,0.46622163297822306,0.03212390597443871,0.5684358319334876,0.634675209828287,0.7879269409423151,0.764194874933649,0.4375858714669172,0.01637885444168181,0.16147821563992956,0.731837180473112,0.3597124841783237,0.5299961448174952,0.5559310950979403,0.6424932186305125,0.5896784335414319,0.7442331627812998,0.6564851484996287,0.6047532489419213,0.7181303596205281,0.5866484314948599,0.6605817587359327
Vermis_6,-0.440945226142518,0.06126211663810815,0.08854418009486636,0.20591065367538927,0.25586561370460204,-0.39385942657110995,0.3900840262648382,0.6482414213633185,0.26435506859670155,0.2104104816530104,0.017003030997708734,1.0,0.1706145262087993,-0.1273531211806883,0.20413462735748195,0.17783212380067637,0.24060282615800424,0.44938520602939913,0.15142856259456222,0.5708931500110397,0.22569091826785673,0.0023253490225365937,-0.175234824752302,0.1226782551655723,0.4153909543976742,0.41373550961350036,-0.03562368664972561,-0.17601110324807492,0.5131043427630301,0.2974472870859815,0.46813696468007493,0.5885097117980679,0.6112960013762434,0.11812700712496503,0.14942523571706007,-0.005017694718772266,-0.5863813715853592,-0.15716384144477036,0.16239351655763712,-0.10167938269348745,0.010793437606524783,0.24471653972790822,-0.27530832316013143,0.24880378544945983,0.07134835625556553,-0.00868287995672115,0.20526609297030463,0.017075073221426824,0.18537765799489142,0.2076668532071658
Precentral_L,0.26211971507254683,0.18226980656737388,0.8473273441781418,-0.035081064661357686,0.778826249518253,-0.029053791799776466,0.7550842536165657,0.5144201461633443,0.5911613576951824,0.7606237769727986,0.6723058953735521,0.1706145262087993,1.0,0.6536522460132614,0.8542384261107699,0.9239272014428815,0.4830137456363384,0.41909469276278355,0.5990286595462688,-0.15393081519256302,0.8725648521958049,0.8517010740911642,0.3911773714527345,0.11670736393362591,0.4519918500263353,0.22479804522839758,0.44310265242725644,0.27679057627057246,0.7413736438103713,0.44383278899566037,0.17086895185962644,0.6828933769747385,0.5599841272970273,0.7217809335973993,0.8044559386779112,0.284602313738847,-0.23596434103941719,0.15743539094114248,0.9007878011792423,0.25908415342970775,0.16550283582819206,0.6042812680144137,0.5603512984510454,0.5402380253931705,0.7179753946826215,0.6017888968894676,0.8078386704354064,0.6088816365866007,0.5277719549299402,0.6723468597234794
Putamen_L,0.4688700530396593,-0.02113391545117069,0.7866080714405121,-0.28608968499254833,0.6481131964673962,0.38446272533655484,0.6196704406180672,0.21644179243615505,0.6327930100366823,0.676855218549194,0.7538181743735787,-0.1273531211806883,0.6536522460132614,1.0,0.6903335579902314,0.6930767831414482,0.1228732617195226,0.24473508794346516,0.6969399105096045,-0.2617621656281133,0.6447857482435599,0.6908578038845236,0.5526791656069788,-0.054979025044589735,0.03616073716085991,-0.047256437818787286,0.5245693352949625,0.5256859563282278,0.5130291826354303,0.4449829445470038,-0.04143155858112776,0.3949412475205285,0.3640881667159695,0.749570016838125,0.6364543974317782,0.46291359804105264,0.16905956766894917,0.19234198382224865,0.741403835419206,0.21418500842087934,0.39986575740873415,0.39255913297371947,0.7772990897150136,0.35343050446992785,0.7097588538583675,0.7063235894077589,0.5925876051717347,0.6294044815854127,0.5287701328935522,0.5813941971954257
Frontal_Inf_Tri_L,0.24168786146179713,0.12879262141431966,0.8854874575985288,-0.1375096907935875,0.8159321177448143,0.04203918843222291,0.8920551331546146,0.47659712096672124,0.7098424115429673,0.9057485774285193,0.8188374661814546,0.20413462735748195,0.8542384261107699,0.6903335579902314,1.0,0.9139136844109585,0.33413478001618163,0.4701940959713125,0.7356106532826878,0.031780736341649234,0.8630848501099803,0.842859479406144,0.4339661358289558,0.08093038520667488,0.3021617682045117,0.21008947868848377,0.46095504344087723,0.35704292745992605,0.7939609548859891,0.4582247049534904,0.15471263255496878,0.7029232131268139,0.7074575223490386,0.8854068952616712,0.8684110171185818,0.3690053167292904,-0.22317308251683773,0.10576324163082572,0.8544861529833058,0.25090534726213337,0.3998681259115695,0.6556023091437312,0.5817828594829708,0.5820061419664873,0.8616951385733752,0.5804658203859805,0.7512323992922708,0.667453550077534,0.6905299796714824,0.7979960190226508
Supp_Motor_Area_L,0.27074288987872197,0.22723957613052023,0.8595128158362354,-0.012443564518544453,0.8881184967510994,0.0795023423980256,0.8215990415874759,0.4630778492503659,0.7356824880773242,0.8106202486006683,0.7977469430440294,0.17783212380067637,0.9239272014428815,0.6930767831414482,0.9139136844109585,1.0,0.5235250159347298,0.5059273293757398,0.6900700585637239,-0.07603196561213796,0.9429577839221706,0.8976329373902837,0.4222725462362595,0.127809165332503,0.44510086268176785,0.23621967573879135,0.5172697529183716,0.40006656872158136,0.8209795702422075,0.4931997862249633,0.0992743575923168,0.7695603056694771,0.6510321260001438,0.8077883050761849,0.7941480100315939,0.3449013170823532,-0.13092199677478203,0.15979159600812415,0.9191230775728852,0.27645899198437995,0.3704391682788102,0.60953791146603,0.6023247201954622,0.606279019813314,0.7703819549640577,0.6352703261780026,0.8399710056380407,0.6820535056365779,0.5829643530779092,0.6704051230880669
Paracentral_Lobule_L,-0.018494958139793682,0.4373651008627858,0.12968354108076838,0.737359068435617,0.49253098344468377,-0.17617791404964148,0.22723805202508024,0.11422503230723105,0.19800959761408202,0.3424317643918477,0.18695261557331885,0.24060282615800424,0.4830137456363384,0.1228732617195226,0.33413478001618163,0.5235250159347298,1.0,0.4948137861354134,0.005142443919343634,0.0016002310861059385,0.5819430552385015,0.5381559534446655,-0.17319447020937287,0.06980547387121262,0.8634418867117895,0.31229986901524803,0.22905595582097565,0.02847250863435223,0.46320134176622696,-0.08197193179241445,-0.13249790401586234,0.5317846598620628,0.214944051793682,0.2050470110645347,0.175540927628079,-0.21528490818850324,-0.016995010508884613,0.3259256222121897,0.4051405154312175,0.03251701570158977,0.1271755355596903,0.2214791061105834,0.09355559979489068,0.3831186983597667,0.1833555128339292,0.013602909697069038,0.6852728696929571,0.3627860027293655,-0.03256849296644638,-0.030344626696942458
Thal_VPL_L,-0.020667914821973794,0.23754684405062768,0.36760397923270255,0.23886268220085768,0.5690280807008347,-0.23902064777848483,0.5395327297651465,0.4892475270449119,0.4655778131543786,0.41360464546674064,0.38214402888025933,0.44938520602939913,0.41909469276278355,0.24473508794346516,0.4701940959713125,0.5059273293757398,0.4948137861354134,1.0,0.2796453495379588,0.1626238641259886,0.46315095569475184,0.35586063794102496,-0.08089166273941481,0.14803695351956708,0.4212167499502348,0.38391647686674213,0.19504206356709403,0.2716243030640363,0.6476202902416149,0.42863119140912975,0.317516019323962,0.6750251191960096,0.6076753057313535,0.360725155969133,0.42025172320657855,0.2023082640012369,-0.2329128817885376,0.0017593984538333374,0.46352411215717715,0.30668128273679,0.25579999330691605,0.43266817379032163,0.07222699085300717,0.5676492232934175,0.29562979491712227,0.33097339770983913,0.44422679115365865,0.27270621460824745,0.18268140747467188,0.3009726446504529
Heschl_L,0.2973291907022559,-0.03283787477098997,0.787533443150153,-0.3800485963190632,0.6147221259646515,0.20133874482912517,0.790490530033325,0.40978873238875113,0.7451803126761206,0.7272211827480705,0.6742179423819428,0.15142856259456222,0.5990286595462688,0.6969399105096045,0.7356106532826878,0.6900700585637239,0.005142443919343634,0.2796453495379588,1.0,0.019546399290110303,0.681467069197951,0.5849580889894651,0.49491204895618657,0.04313597346663368,0.001638563762308362,0.056475536332148336,0.4793289972196567,0.29454208463911696,0.6461654075583481,0.5739523314018334,0.16068703039148705,0.6245349377853144,0.5799711221241427,0.8456130251651782,0.5913688375853537,0.555335015805764,-0.12028705072545465,-0.003479447626158096,0.7357592070438451,0.025611256771866465,0.42103347685454484,0.396430238700013,0.6335174913469057,0.21682596987679917,0.8194606965806568,0.6535744693483179,0.5574157058542762,0.4790915053597532,0.7652431805192698,0.6920258859818956
Vermis_7,-0.5884589945112173,-0.02532322640249847,-0.07592953483150139,0.17133366138212036,0.027555301165869343,-0.23118105424130816,0.2317370231437398,0.31467042319262856,0.04998598964096804,0.10419009984700046,-0.008799924393607802,0.5708931500110397,-0.15393081519256302,-0.2617621656281133,0.031780736341649234,-0.07603196561213796,0.0016002310861059385,0.1626238641259886,0.019546399290110303,1.0,-0.06629407221543326,-0.19739132718065278,-0.16887596783448533,-0.06722906629745522,0.15903643270605755,0.1624630875004679,-0.09538534895406175,-0.1702885927111652,0.282238723202659,-0.03822667299716568,0.29176959970639904,0.2834975763176554,0.4105232692898244,0.02301857784369869,-0.007479533282540889,-0.06980179436766439,-0.31486637976680526,-0.09606737840146796,-0.21593749397495174,-0.2203331851240824,0.04961705295970324,0.2161303674663819,-0.401882209576743,0.23603110443863684,-0.03213623300276223,-0.2895888548166659,-0.11620948298192163,-0.03893385824527962,0.05331383398885573,0.09230212451225658
Cingulate_Mid_L,0.23769579446825762,0.24277872799515668,0.7727977777900853,0.06034265172253182,0.8542199191673946,0.06129125777483324,0.7610372293309287,0.4419721600125746,0.7444737129254282,0.8065868615655444,0.731978789886273,0.22569091826785673,0.8725648521958049,0.6447857482435599,0.8630848501099803,0.9429577839221706,0.5819430552385015,0.46315095569475184,0.681467069197951,-0.06629407221543326,1.0,0.8672690499861798,0.39456416336083283,0.1326303715878075,0.5071698909173841,0.3001115390618689,0.48447599981801276,0.3207278674193988,0.8042489538410353,0.45127733044990875,0.06744142776269514,0.7785342999035444,0.6491192038333709,0.7841093548032884,0.7061785430277123,0.2952416376661266,-0.14433332188342807,0.176214312591118,0.8871898841519462,0.1845043346408087,0.36390431987070265,0.5511146347107401,0.5835638160569301,0.5158204237117131,0.7566237161517464,0.5540899619009357,0.8968263449571879,0.6671236225131579,0.6096902674416539,0.637101694847989
Frontal_Sup_2_R,0.40176944139900345,0.22901422323617257,0.752384926970845,0.0909376322035811,0.7727069023009492,0.1662427811391107,0.6772882589032476,0.22552157283038773,0.5914324807076008,0.7823140709639502,0.7268272820928736,0.0023253490225365937,0.8517010740911642,0.6908578038845236,0.842859479406144,0.8976329373902837,0.5381559534446655,0.35586063794102496,0.5849580889894651,-0.19739132718065278,0.8672690499861798,1.0,0.44113052277340764,0.0766824500261546,0.47437075338068696,0.09235453316981866,0.5072926584657727,0.35771678492357795,0.6582725802777397,0.231123848308688,-0.11623201170906779,0.5782731525758645,0.4230885051362715,0.7507393800456946,0.7185060060855923,0.20952244459049554,0.019891454400746963,0.2602662512920625,0.8527679213970072,0.19813926411745622,0.4758465375799621,0.5060235368729599,0.7167094252077687,0.48027551281255554,0.7612449199993324,0.50364072426927,0.826837713985553,0.6973763864534047,0.5214977092307541,0.5814995563880171
Thal_LP_L,0.23536914087811556,-0.06944436114919215,0.5086014795205059,-0.42508813495462294,0.39702419295185687,0.3236033117229907,0.39129154513144815,0.05181193184968535,0.467153498779152,0.4672976869359367,0.6146199684501297,-0.175234824752302,0.3911773714527345,0.5526791656069788,0.4339661358289558,0.4222725462362595,-0.17319447020937287,-0.08089166273941481,0.49491204895618657,-0.16887596783448533,0.39456416336083283,0.44113052277340764,1.0,0.13662579441661785,-0.1274748570847641,-0.0699839204772013,0.33100994724138305,0.31288428988384687,0.25161843232699227,0.28277534725992,-0.12191612847184027,0.16458802171497125,0.1985916436401944,0.4883829031923477,0.4557546910288253,0.3318821040927607,0.03664780339138681,0.06442497923767769,0.44560021395748156,0.15874245507824633,0.3669751309096952,0.23900200576558314,0.531110676350568,0.14935611529753842,0.5258461597553188,0.45175910621854487,0.3006138659101717,0.42974600031927757,0.4729147797055262,0.4876474821319741
LC_L,-0.10967623822405066,-0.00648489935158373,0.044774432291655834,-0.06126266046538344,0.07806485544719799,-0.06293550451235647,0.07902935895789943,0.19422757528725565,0.24168901767098727,0.03440601606519322,0.03692188952131256,0.1226782551655723,0.11670736393362591,-0.054979025044589735,0.08093038520667488,0.127809165332503,0.06980547387121262,0.14803695351956708,0.04313597346663368,-0.06722906629745522,0.1326303715878075,0.0766824500261546,0.13662579441661785,1.0,0.007630656973541905,0.25925234098159716,-0.02808517174502188,0.04006022062554228,0.08212334756977238,0.05528384201366757,0.03319584806468205,0.13370639544355162,0.17386005624853557,-0.03509401542412644,0.16715028182419345,-0.09598746819557406,-0.09969893168246467,-0.16134216018332925,0.10886546633962475,0.3776951931940311,0.14877822244608602,0.13175694431838997,-0.05136536237911365,0.06465371089126773,-0.015000215740339771,0.03896021323820913,0.11747930568834293,-0.14930028316074964,0.04052311945971232,0.08241645059694117
Paracentral_Lobule_R,-0.22500423469847564,0.2963491826440779,0.06748685187610715,0.7347590480974765,0.3843467374215962,-0.27760458155193335,0.27021845541467554,0.11467793591535125,0.17712616401368614,0.35744413684686555,0.14260244244921738,0.4153909543976742,0.4519918500263353,0.03616073716085991,0.3021617682045117,0.44510086268176785,0.8634418867117895,0.4212167499502348,0.001638563762308362,0.15903643270605755,0.5071698909173841,0.47437075338068696,-0.1274748570847641,0.007630656973541905,1.0,0.3186279281254309,0.05601421732555492,-0.17696575682041074,0.46595862925660775,-0.12430412949862578,-0.09006199730079575,0.5489660898463746,0.22183270528346544,0.20438964852960148,0.13276992064465015,-0.3080882267093185,-0.2345401931093755,0.2739768377673197,0.34975692657600893,-0.19636390172645676,0.14756250015855144,0.1812777733365924,-0.029164441304121835,0.3038146238068753,0.20921887915633738,-0.06012899833125745,0.6016239602478973,0.26298107049219893,0.04098759537063731,0.058155128941107456
Cerebellum_7b_L,-0.295649560616905,0.23405151463798946,0.05270256975133496,0.2132889995362054,0.3271275082608668,-0.4051663719599168,0.244536108820836,0.4393045830417241,0.3342710911997054,0.19583315936997034,0.10650517270088582,0.41373550961350036,0.22479804522839758,-0.047256437818787286,0.21008947868848377,0.23621967573879135,0.31229986901524803,0.38391647686674213,0.056475536332148336,0.1624630875004679,0.3001115390618689,0.09235453316981866,-0.0699839204772013,0.25925234098159716,0.3186279281254309,1.0,0.05982944569381976,-0.10449727579821338,0.39298010819763,0.34557554985067895,0.2790976603365968,0.4788807067068841,0.47877352932594835,0.0183132076702799,0.23840586396348468,-0.14137291700491392,-0.3754338403169895,-0.13136443762517136,0.18243479272492458,0.2607494599758764,0.07391962737984094,0.3555216922302263,-0.15215487518310605,0.2563871908276655,0.014892689660759949,0.04227849392798343,0.3401123285953375,0.0713900346762186,0.049964667499807616,0.23546120385236305
Thal_LP_R,0.3256334392741995,0.1892039591811071,0.5034404261440805,-0.0696958867893175,0.5615249292875364,0.12219225066264967,0.4410532744992091,0.22252418668490934,0.47149204398255395,0.4813424359252009,0.539985119948102,-0.03562368664972561,0.44310265242725644,0.5245693352949625,0.46095504344087723,0.5172697529183716,0.22905595582097565,0.19504206356709403,0.4793289972196567,-0.09538534895406175,0.48447599981801276,0.5072926584657727,0.33100994724138305,-0.02808517174502188,0.05601421732555492,0.05982944569381976,1.0,0.45968599034096086,0.5328447049880768,0.3299831481263373,0.043205332948865444,0.4034442318770554,0.370601375620489,0.48601958998368644,0.41571022746300745,0.32674615282424185,0.1715361790559102,0.24989094504829365,0.48871976608258844,0.16525235582027387,0.3232920525347576,0.37776368304903213,0.5807150170334201,0.33294845381717786,0.42872922702504584,0.4570005417580656,0.4638827895741582,0.5649211058976169,0.2746610956786339,0.2824803926240513
Amygdala_R,0.4305898291079719,0.10639343976038151,0.5140323310574532,-0.2744072875084365,0.4965707837860195,0.5701033497857887,0.28263127028637414,0.12328760546293131,0.4459912256852733,0.2320105993381292,0.5488717567269734,-0.17601110324807492,0.27679057627057246,0.5256859563282278,0.35704292745992605,0.40006656872158136,0.02847250863435223,0.2716243030640363,0.29454208463911696,-0.1702885927111652,0.3207278674193988,0.35771678492357795,0.31288428988384687,0.04006022062554228,-0.17696575682041074,-0.10449727579821338,0.45968599034096086,1.0,0.27606922464207145,0.3697795116334166,-0.025420277226898037,0.1743692126376125,0.2549969356146017,0.30721482807033895,0.362691510684676,0.3762503717449949,0.5090801958853444,0.08835770910855378,0.43153275140201536,0.5746435607503801,0.354594229235001,0.3433962409172345,0.4966525940099916,0.4746206958082231,0.26849760014447804,0.41918131750163407,0.19506163701215576,0.4170747637258575,0.14754105633397452,0.20637545379193378
