,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_MDm_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,ACC_sub_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,Raphe_M,Temporal_Mid_R,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VPL_R,Temporal_Inf_L,Vermis_1_2,Thal_LP_R,Rolandic_Oper_R,Occipital_Sup_L,Thal_VL_R,Caudate_L,Parietal_Inf_R,Cerebellum_Crus1_R,Thal_VA_R,Frontal_Sup_Medial_L,SN_pc_R,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,ACC_sub_R,Postcentral_R,Cerebellum_10_L,Lingual_L,Red_N_L,Thal_VA_L,LC_R,Rectus_R,Frontal_Inf_Oper_R,Fusiform_L,VTA_L,Olfactory_L,Thal_PuI_L,Frontal_Sup_Medial_R,OFCmed_L,Thal_PuM_L,Temporal_Mid_L,Thal_VPL_L,Cingulate_Post_L,Temporal_Pole_Sup_R,Paracentral_Lobule_L,Cerebellum_Crus2_L,N_Acc_R,Hippocampus_L,Thal_MDl_L,Vermis_3,Cuneus_R,Thal_MDm_R,OFCmed_R
SN_pr_L,1.0,-0.13800198492320556,-0.026539238164080107,-0.1636519005473571,0.023088426500944517,-0.3123602613582849,-0.013099288607098062,0.0040719470100586685,0.17108203965766358,0.052521209200703016,0.164583530319767,-0.025705136462294415,-0.11320013025174312,-0.06340469589290665,0.11783511989745431,-0.10090253439679636,-0.2785473721684091,-0.09840718657940233,-0.09506352628555495,-0.07158722583485512,0.02537695157912017,-0.11397098663177524,-0.20902247248254552,-0.14704044704523753,0.08995973391047953,-0.16576757045293034,-0.02044410430559054,-0.048732481488022214,-0.09529904710861854,-0.0679815765096381,-0.020630097853368144,0.15017383666336578,-0.002377549511038798,-0.16999833781045884,-0.13054211125222048,-0.1140943924464967,-0.019817954005953833,-0.19819771874085335,-0.1199959056192459,0.05326656871172812,-0.14141513517196258,-0.08721466938926871,-0.018481463921804962,-0.0019726791013638923,-0.013373737082382374,-0.1733003655355467,-0.04069785891304882,-0.006885754490866532,0.06057444162230058,0.14346933626002628,-0.14791926542298522,-0.06952505804576466,-0.15806960891327426,0.036580181219413165,-0.16772728739758314,0.07226727773768916,0.03141102251935185,-0.104067575177524,0.12019797963955331,-0.08727848750759824,-0.0010015426260756057,-0.13599053163264596,0.008794374983224084,0.08174626161805361,-0.10299952125628933,-0.15710432647495942,0.28013600899803803,-0.17508062751166673,-0.30725172974684317,-0.030549231411245683,-0.20757119589291054,-0.26010006274020536,-0.1651093271802787,-0.22528340599369853,-0.1279371887898871,0.07330570719599569,-0.14447588985681176,-0.08299814021122566,0.17185247145038365,-0.1807253291609533,-0.12583755870979169,-0.037472552490626115,-0.008009436319219099,-0.3613686999511536,0.0944570519222925
Thal_MDl_R,-0.13800198492320556,1.0,0.276488236080551,0.452263015747685,0.31774051270936354,0.5875788499644078,0.3993995538655284,0.04207385070947215,0.06584328006450826,0.34297138835266466,0.25986076778823464,0.24040116483127513,0.22992030481384615,0.5143698382900036,0.15800263839620382,0.10528690089156661,0.5746088814052471,0.05746411700141843,0.5583033964531823,0.4336652816527367,0.2400088397308514,0.21107771393389202,0.4177008662991232,0.4709182910931355,0.04002407668690979,0.4302427572949468,0.3526058124246776,0.48754097883433434,0.6976094280779539,0.3964594465434761,0.391823807038394,-0.2920048538864846,0.4315316917880715,0.4457718431400304,0.48722354401643764,0.16886259727813305,0.30526672129488946,0.5800509039348283,0.33442412473619987,0.1308912262839261,0.34206351368248844,0.3886759095882209,0.38632028115516465,0.3141279848028972,0.39242931863921404,0.7490463538983648,0.28688958772121403,0.2899397001541128,0.15709295457859485,0.4516953740112571,0.26784035796500366,0.21672670527859314,-0.05439544256204881,0.45983927435193506,0.05502348863714387,0.4967137838784061,0.15517676964949462,0.39600383936596134,0.09254681633347783,0.5900911066621669,0.3683933273026592,0.48157671448117045,-0.010306949731136909,-0.030576297835657476,0.5474173385692815,0.5661432646134643,0.08577807556620322,0.14068331652060131,0.5774288712262283,0.226809231535724,0.09593480178046651,0.6199182201211363,0.4016528474257686,0.7460448436882426,0.3098948490410383,0.028232593884681037,0.6087554708667563,0.14731141622321406,-0.09665236319257237,0.605543118792957,0.446244949700517,0.49644992956839573,0.3966541106601352,0.6059403566895105,0.03305642605816514
OFCpost_R,-0.026539238164080107,0.276488236080551,1.0,0.33972098123802225,-0.15057242357886005,0.0613825238348982,0.46636254212138417,0.35590530199754306,0.47061915403070065,0.16974615060883436,0.04191347181284412,0.1777222672303045,0.07402992915741542,0.2333634032783806,0.29548275819966474,-0.2931414531255926,0.05616919923101954,0.010708910352092137,-0.033165574362533784,0.17165722616920712,0.35155100060334454,0.4865994021251534,-0.042307964378448915,0.24004046705769286,0.145474983901342,0.16670218754382554,0.21978679499904,0.43707492392382985,0.3211323479424037,0.4222076432519741,0.3977863312960608,-0.3790357595297159,0.4252476286790066,-0.007081859931224833,0.31109497963179245,-0.11381178576832056,0.6470609977167019,0.1615860998812066,0.04418855972527673,-0.014802328960130917,-0.03215222356240487,-0.013320086453675082,0.03740882567872016,0.5033302064374356,0.4443860839041186,0.09907557919736192,0.06442540841910825,0.36352756368864575,0.32866790146135266,0.2811959697055732,0.03108607632311196,0.05555468691106309,-0.051645224952554566,0.05606970205005217,-0.36657900070176247,0.5368553717174956,0.011986426260435019,0.15515786370067808,0.4415981263585581,0.4887575671990995,0.10777613679649121,0.012643642896817697,-0.2345030064966743,0.027462899965494607,0.3934447808449081,0.2978062096793768,0.35724704714678646,-0.23155568333358445,0.14953088565389924,-0.21170918160442964,-0.32846170520665147,-0.038668359871288416,0.10288763788809659,0.07563019709250574,-0.03203109300023553,0.6760103396131304,0.20966057151414666,-0.15437148685968705,0.25166291240921534,0.11185220302403462,0.4363641701026208,0.5130323727963763,0.48151891296072913,0.23056047219951933,-0.17175498358125071
Temporal_Sup_R,-0.1636519005473571,0.452263015747685,0.33972098123802225,1.0,0.2789275769427856,0.6054677412019145,0.0276221666987422,0.00904418944170415,0.39173753874360134,0.39957916313473013,-0.10645171134249526,-0.06374909082841208,0.394116147514122,0.43763794282861207,-0.22774059626203194,0.4783513309258612,0.49938875515320447,0.28042092050401113,0.33438580332693263,0.42064202180378524,0.016972725898053806,0.7133392440143388,0.3258290076264265,0.5092768143066713,0.026543817216868652,0.7662399959426224,0.6966234950778744,0.3219257451997975,0.528148776309081,0.24395923014536192,0.025386522496818907,-0.0331057525808995,0.18792004103291962,0.23912578908519047,0.41070763876250294,0.36619524736787684,0.4312322796915859,0.7551025871874958,0.5681170231278949,0.20232412905032185,-0.08346956525787574,0.49087061284275035,0.1823005697251915,0.6607175051609184,0.05093661196478504,0.6484501425442606,0.2615384002076087,0.011487430876137354,0.13073636210390535,0.5261994031041044,0.34240219963433083,0.37384501886789606,0.038508056159678915,0.49737418221184715,0.1859600323540807,0.35102130156356115,0.2989116559245312,0.13404259972008511,-0.08260589209117988,0.24205895744500866,0.38919019511511577,0.4776951078800721,0.15346503263975758,0.15090913345136212,0.5899840368470752,0.2555028804346347,-0.05930898639098432,0.24097901092532165,0.3868560126252509,0.28924482297159854,0.268703131944896,0.5448534698924404,-0.08730827882303449,0.4964867380170057,0.4783369439892177,0.2480836771631758,0.370576356596822,-0.12040281587846854,0.29759065335641394,0.5410055645617858,0.2930409626943922,0.40553912036369244,0.08918998600205405,0.3695021617215801,-0.17414235448862012
OFClat_L,0.023088426500944517,0.31774051270936354,-0.15057242357886005,0.2789275769427856,1.0,0.38646663266158365,0.0384178410827548,-0.05248332412429369,0.07855260068769153,0.25118795034282443,0.06357133567428395,-0.07092131453963936,0.17616917700122126,0.34676814650898646,0.010490831804811546,0.23367593980370413,0.35614760024764447,0.3878644152737262,0.29925474855077383,0.2754621276110937,0.10355983284528218,0.08332389823982425,0.3213671091239249,0.2683838253055817,0.04109610025146269,0.3012334030438738,0.20744531510027983,0.1869683012761542,0.3395420455324271,-0.005908186084520848,0.17351154297184185,0.07508663791975725,0.05460701208305903,0.29070843665112805,0.3802184342835212,0.16055865331546484,0.039376497858887353,0.45852483005558886,0.22852745681988443,0.18401925702938499,0.1672406650528914,0.2730401110399636,0.08069980269671434,0.20419306589964234,0.09271459870387631,0.3688388101556082,0.13751490102865427,-0.07043123882482055,-0.08427969174651535,0.14168195966384567,0.1164987914813477,0.20834840823821588,-0.06234110211445272,0.2666897472070702,0.2974653930484693,0.17862738974407538,-0.04337660950269487,0.06969102216223036,0.019013312356296694,0.24101092071930802,0.24758975525269775,0.28909697631538656,0.14263303999657573,0.03991871291448966,0.209665147859757,0.28329639456513,-0.24904855958279135,0.42969292628883626,0.27621080031247314,0.17293794811670937,0.3892989621428096,0.2994327162258766,0.17325600897437154,0.345213594585204,0.18892064857435462,-0.1861312814128202,0.33918789556827056,0.03160181805681725,-0.11821502653006577,0.33783125354096505,0.10077586686907417,0.15434148281941926,0.03160737532325273,0.33588977602607756,0.1779197398174095
Heschl_R,-0.3123602613582849,0.5875788499644078,0.0613825238348982,0.6054677412019145,0.38646663266158365,1.0,0.16792268004307564,-0.07871126969169173,-0.1899214692598696,0.38939039485081367,-0.11447610429296477,0.1572482935810149,0.3892553439031299,0.5725281929684384,-0.07611763933367856,0.24433493022124558,0.7512414657333402,0.18835966879357416,0.48428369609128347,0.5983630678223795,0.1319708973085159,0.16998616411714537,0.5608633281839623,0.6329030161540891,-0.21346726309780073,0.49023568601966117,0.2372660662970868,0.35577884113167435,0.5833815200845067,0.40629475042177593,0.22307020216420462,-0.15134185007907286,0.20446269888035473,0.505981986759189,0.6425347828815856,0.16919779967466472,0.1451280221210471,0.7195411325978198,0.5151531754920633,0.17884768108125687,0.40412949479858484,0.3961947282040256,0.27878550420044973,0.34456882702891833,0.26455879368627166,0.5926338173305706,0.4158767227343475,0.2157247288176815,0.013769742479604538,0.24803826057455428,0.24601510514130384,0.34434936012171696,0.08222668261956163,0.4679498489229638,0.20113105959190045,0.145100129022866,0.10120427283864207,0.517452278984236,-0.07983755956899749,0.46093991769847914,0.4337102577670445,0.5257034047407978,0.11474990434851323,-0.09997253213608498,0.4841430243483119,0.599594194713492,-0.3295582558949324,0.22547043605475856,0.6078260104425433,0.4181832312654274,0.235429648764422,0.5825061390224933,0.4232798353802789,0.5948753198446073,0.40238493173475826,-0.2011263403689345,0.6202497273757924,0.16026439130697318,-0.0631831740427804,0.697053161824946,0.1639764448441078,0.3989692603384399,0.18759036490749859,0.5286530961936837,0.0005145275003429148
Cuneus_L,-0.013099288607098062,0.3993995538655284,0.46636254212138417,0.0276221666987422,0.0384178410827548,0.16792268004307564,1.0,0.5201411850842721,0.1955546943393573,-0.14077069304670364,0.2465872873497761,0.6170651446539088,-0.22171062631642066,0.10341443527471787,0.597542014615318,-0.6936135069565326,0.029489111486750267,-0.014322828359420994,0.04671373087106338,0.13083029126362322,0.4240546926681805,-0.025623743348678164,-0.0806228485707027,0.23902529298027625,0.1462647823434822,-0.2894451132173571,-0.1781470546557399,0.7604235582075217,0.5199102357307471,0.7308742816289109,0.6212479101657683,-0.4824786841179989,0.8334677062485045,-0.0882230828356657,0.3174599988998021,-0.47185693438258514,0.7016456934893226,-0.03013228841103044,-0.22399487365210316,-0.37092001378704786,0.08398165549865448,-0.36525678449510945,0.47243823452438544,0.20429923073422912,0.9270388417735071,0.04561023894105584,-0.12818374214382738,0.8128374539318557,0.3986801966563882,0.22528212965452218,-0.3183300656125076,-0.24158191526511744,-0.22750874850897046,-0.11241251954369344,-0.33541023084141125,0.6665687195042475,-0.34810282844699086,0.5795797338990692,0.3125449289104131,0.7920747995417654,-0.1967109577738441,-0.14022655195878564,-0.6967605902365739,-0.22437780624812034,0.3005091706600519,0.3735590360545949,0.3459215609760995,-0.2176649768895394,0.21142127646977163,-0.4399762090014348,-0.29852421576587856,-0.08656587795669554,0.41625159805919104,0.22851955844994387,-0.1816491051527357,0.35451042782308373,0.42066255954794424,0.13165698129965867,-0.3771236387239306,-0.014546548557618841,0.5552943319921542,0.7450602994508089,0.9561541520878755,0.263059249792757,-0.11744411065464165
Occipital_Inf_R,0.0040719470100586685,0.04207385070947215,0.35590530199754306,0.00904418944170415,-0.05248332412429369,-0.07871126969169173,0.5201411850842721,1.0,0.42007525415321995,-0.2633982063844373,0.024160514751270266,0.2471246669233177,-0.12462088306748371,-0.12235350758383713,0.2931509320748132,-0.4864836826979922,-0.22943383041824228,0.07186187165764629,-0.3154330749693325,-0.077776363324519,0.3155550735703709,0.18174211332758847,-0.32205670203407616,-0.038200399264345784,0.21597300527210692,-0.22777439881722716,-0.16096364442829023,0.3392844502146509,0.09599423534740963,0.41800783817643294,0.34722649065791605,-0.2612815126803536,0.4379009998494482,-0.2046526988093711,0.01876878944804906,-0.29186007658085733,0.6124500860960171,-0.14031227381464143,-0.24085149253167337,-0.2862922790766334,-0.25292900551964786,-0.4340112319673388,0.1738080710666815,0.18720104778282817,0.49684138026476005,-0.15017758333163908,-0.15024174041601618,0.405430842473464,0.3548080882018075,0.08230331096368704,-0.16148436091378152,-0.29631109117358295,-0.11691199009406326,-0.14265491303448308,-0.09113559800291177,0.4756897990322615,-0.29051512500491344,0.16069044802183463,0.2878564757689902,0.38137506597844073,-0.35670098933484545,-0.007178982336261054,-0.6026848756058963,-0.20492546554892563,0.06351043660654954,-0.05987261619050691,0.19495923845348587,-0.17802139748542128,0.04399970757808713,-0.46445267539070384,-0.09409512122612226,-0.17544959047694295,-0.024402289821011554,-0.07699270476574287,-0.18398631515927855,0.4358379749940426,0.06565803378779492,-0.010800891001641104,-0.020740680704271524,-0.26381614663988,0.2574707633103748,0.4187874494844447,0.5457221382338507,0.1077768517850284,-0.14666817688615766
Temporal_Inf_R,0.17108203965766358,0.06584328006450826,0.47061915403070065,0.39173753874360134,0.07855260068769153,-0.1899214692598696,0.1955546943393573,0.42007525415321995,1.0,0.049909600995122524,0.05257044921045179,-0.020608806963395426,-0.028619063847489638,0.06111208193127267,0.2132926174446881,-0.05494828630002178,-0.25041890406681855,0.10411086873695927,-0.32316792684377277,-0.04211714403840565,0.18758454165442373,0.5858037439474022,-0.3784401669744601,-0.031952287743281085,0.4005763542832376,0.214929940282686,0.3528472300975133,0.2474548252633753,0.1539659523287618,0.052797148400997924,0.2674412722889527,-0.1357609936331965,0.18571633496542378,-0.28908603386182696,0.08365539343394153,0.03362282710655098,0.7076117014444308,0.09898270525258684,-0.06557749650444121,0.055143093723402314,-0.49219931528716265,0.0013120640860569517,-0.16439376838984723,0.55609088423112,0.21375855312079695,-0.011551056748870914,-0.08379935248660107,-0.030497540336600393,0.36593152020505715,0.3413627490283508,-0.07629725580454474,-0.021795419366567696,-0.2694723971903584,-0.07560578428604525,-0.18140889192371745,0.6843638739576263,-0.10148037729722133,-0.3014194910406325,0.2965517617295294,0.25321409134314715,-0.046344802924341365,-0.0449451605220616,-0.15805662013023786,0.02497744403812413,0.17190166686181277,-0.10326037452504128,0.40143960591381517,-0.04612349809077674,-0.07605650065331433,-0.21022836098343486,-0.06647853662957633,-0.04519691603996755,-0.3269222830024884,-0.06620991691900706,-0.0056374381346727155,0.7165254027716349,-0.018209630242847743,-0.23202630629212068,0.21820524433533586,-0.13599498349222253,0.3105718560121319,0.3065976274867502,0.24572906509714376,0.0068635533542762955,-0.1984784526669665
Red_N_R,0.052521209200703016,0.34297138835266466,0.16974615060883436,0.39957916313473013,0.25118795034282443,0.38939039485081367,-0.14077069304670364,-0.2633982063844373,0.049909600995122524,1.0,-0.08154648377908502,-0.1859440735379769,0.4935273541310706,0.6649666939406997,-0.06240920183813643,0.4065113823091246,0.5059504511284856,0.2822655451685173,0.41126308667124334,0.6459582074385404,0.34241529750313354,0.2927255159293772,0.3804252355972579,0.5180499585805413,-0.21854620403450953,0.6048988592716554,0.4327434750474654,0.09382182142319483,0.4273786395346807,0.005305523020198913,0.12153345463602833,0.14572108376749474,-0.03504770528522759,0.467104511725382,0.566873906666415,0.3872391400440534,-0.07167930860309553,0.5963800406053844,0.5711729631995573,0.4856493971197043,0.31001921683442213,0.5824330105498392,0.04227970367952129,0.45369194563898635,-0.07970950858085715,0.5267285876601681,0.46890534405924944,-0.07996469858206459,-0.0772637643696912,0.3332993157375136,0.2961118897235682,0.6956531037921887,0.17955587517483326,0.5181977057234143,0.16230569536509337,0.051830333267334085,0.29784388449535937,0.1421151074366474,0.1160047023770973,0.21775821809283566,0.8182653005890205,0.40410968763907673,0.428043378867377,0.13503736893932522,0.4582383314873126,0.45495806987784565,-0.12813342993412186,0.15889662529604937,0.34506100615232693,0.5560606047701891,0.19381769357845635,0.5004946185069082,0.14881093457393466,0.3824761587850604,0.497444836435629,0.0714341259786542,0.38896081393383414,-0.004013483533734767,0.3233201704618693,0.7329237547532864,-0.0976437946527691,0.1370077407628459,-0.18267284853810556,0.3052972234722468,0.06944691926087541
