,Parietal_Inf_L,Thal_PuM_L,Frontal_Sup_2_R,SupraMarginal_L,OFClat_R,Cerebellum_9_L,Postcentral_R,Occipital_Inf_R,Precuneus_R,Rectus_R,Occipital_Inf_L,Rolandic_Oper_R,Parietal_Sup_R,SupraMarginal_R,SN_pc_R,Vermis_7,Cerebellum_Crus1_L,ParaHippocampal_R,Paracentral_Lobule_L,Amygdala_L,N_Acc_R,Cingulate_Mid_L,Thal_VL_R,Angular_R,Thal_PuL_R,Thal_VA_R,Frontal_Inf_Orb_2_L,Hippocampus_R,Cerebellum_Crus1_R,OFCant_R,Olfactory_L,Thal_MGN_R,Parietal_Inf_R,Cingulate_Post_R,Temporal_Inf_R,Cerebellum_4_5_L,Fusiform_L,Thal_VL_L,Calcarine_L,Frontal_Inf_Oper_L,Frontal_Inf_Tri_L,Supp_Motor_Area_R,Frontal_Inf_Oper_R,OFCpost_R,Occipital_Sup_R,Insula_R,OFCmed_R,LC_L,Vermis_8,Parietal_Sup_L,Thal_VA_L,Thal_IL_R,ACC_pre_R,Temporal_Mid_R,Thal_MDl_L,Calcarine_R,Frontal_Inf_Orb_2_R,Cerebellum_8_R,Supp_Motor_Area_L,ACC_sup_R,Temporal_Pole_Sup_L,N_Acc_L,Lingual_L,Cerebellum_6_R,Thal_VPL_R,Vermis_4_5,Cerebellum_10_L,Vermis_3,Thal_MDl_R,OFCmed_L,ParaHippocampal_L,Pallidum_L,Temporal_Pole_Mid_R,Temporal_Sup_R,Thal_MDm_L
Parietal_Inf_L,1.0,0.3525529517702229,0.2144442389004446,0.6242592895164834,0.06543983397077144,0.4000822416142868,0.5586043857032861,0.2552668182957512,0.8508114237194854,-0.18260671499488265,0.24974407385876327,0.5142441664008632,0.568839776215346,0.5829831375632107,0.14500650309664367,0.005046307764254903,0.17050584186810033,0.11270873596083168,0.7265025058779205,0.5118548885091363,-0.17719680266392282,0.7275422847762394,0.30825446303469933,0.7444828174930631,-0.10921112884480838,0.33894518417745817,-0.009699608158055428,0.20691228082699675,0.24316606173521485,-0.22660962472909735,-0.19359825330627142,0.5202252141084429,0.7099920084488585,0.3410523992513257,0.25427662003452345,0.5129752349314339,0.32584596295341367,0.31869576535248934,0.7032410504028224,0.15373337852549715,0.28116974324516947,0.5439964098158007,0.45915353737644216,0.45028583874897876,0.8019590223290223,0.13565995686262133,-0.3329925206176578,-0.17331685662739665,-0.11130514879870114,0.8948756277934953,0.24116450265032338,0.12298615634254281,-0.1703267679465846,0.5873460212434529,0.44160310636803496,0.5383589833396596,0.2826717673580175,0.47136646674882526,0.5673014035742997,0.3174346032829331,-0.39184600902353045,0.08704080282206164,0.6052452401143608,0.5207614041612593,-0.07877753328941546,0.3746103338100612,0.003936728187524502,0.7172750235728856,0.44124792635544646,-0.19951692070817023,0.1433646588329417,0.1656275790175,0.14056642360987567,0.3898602608861846,0.2515088935767293
Thal_PuM_L,0.3525529517702229,1.0,0.689376345638158,0.5267254492643433,0.3466351492545993,-0.19851988870298634,0.26394498662266624,-0.17544959047694295,0.38847809149549956,-0.09921376502605651,-0.4439192840271675,0.31569951183986156,-0.10066822656758176,0.053612375342815946,0.49368274927380407,-0.23364471939162784,0.25787549872682775,0.5137057908391652,0.5963691890595838,0.17869173423847404,0.11747463348943535,0.66260456366028,0.7652464291639989,0.0198294127865133,0.38249965392269614,0.309697890890304,-0.10341481990594528,0.7012198039710803,-0.03921044410490841,0.2441247663384751,0.28119684864954214,0.19803999717864756,-0.01093765817066784,0.7898372851761747,-0.04519691603996755,0.633873621632373,0.30519407024689693,0.6913561025040268,0.23450937444089562,0.0904529832990198,0.11983873732114134,0.3742368465497152,0.47659622566774645,-0.038668359871288416,0.14231793380152907,-0.019996606043448835,-0.1261212432955557,0.4270289892473686,-0.04959117984026903,0.2752110475667114,0.6230440430988733,0.2670050269013767,0.3275231110490457,-0.043798709550468835,0.22440228277791993,-0.046943328049705926,0.33107233238652367,-0.08997343337520293,0.42152997272706577,0.2666896105444943,0.2533084877210917,0.22554781536783622,0.2020958083345599,0.10063186470566235,0.2617901649905672,0.7767700038705808,-0.3626094215654273,0.2557420271796415,0.6199182201211363,0.27789960500596933,0.4969298229353181,0.48377450675601674,-0.06040464791789679,0.5448534698924404,0.6199541044850633
Frontal_Sup_2_R,0.2144442389004446,0.689376345638158,1.0,0.43688396877568597,0.5445597410396823,-0.2296711314487106,0.030724391752083642,-0.3603459608786351,0.17787379514045878,0.19334254062646503,-0.5176084934656712,0.4947581640344214,-0.4364813930099627,-0.1259644885933309,0.6671622051224733,-0.19354397410215332,0.053792998912583025,0.7221095742861515,0.4157712591130292,0.14461866675954727,0.34242015115596597,0.45161471597746855,0.6918087647131596,-0.2500100080352913,0.51599813872352,0.3281831923519533,0.12034352631301386,0.8147237593973147,-0.18814192100234212,0.542676583691824,0.39939086851667416,-0.12507948263611993,-0.27626866913138876,0.6296106192790859,0.020709406635334028,0.6303134001230672,0.4198107721877228,0.5325362154349784,0.03958252875525948,0.20096876508326708,0.1321281505580653,0.5286064516571962,0.4475265296775452,0.07298554439530075,-0.14412903796414797,0.2544026373455325,0.10183314294173904,0.6440080755561224,-0.13508315496210352,0.04534861576719611,0.5640719904704685,0.21069270965556391,0.6286277021972311,-0.142550534130986,-0.0755815191713606,-0.11651638209328712,0.43060209399165783,-0.20697462824235205,0.571312005687309,0.565102888599821,0.5057539326332646,0.3404212935350988,0.09254226114126476,-0.009114739891323737,0.6056063862173084,0.7783264793445418,-0.06250761663772623,0.051673298925066516,0.4318709849047993,0.4007844784261483,0.5408026280316248,0.5933379866294475,-0.3037206873467219,0.6182806137348186,0.5146503690727132
SupraMarginal_L,0.6242592895164834,0.5267254492643433,0.43688396877568597,1.0,-0.0013650219180812932,0.256331960947489,0.3133524761998938,0.03699509756134547,0.524219666245567,-0.017195859042369744,0.15472996374574022,0.506974024303943,0.19396945637149607,0.358411670906509,0.24474005186591283,0.0001830203965616612,0.29663949748620305,0.10085844148939242,0.5649335768179672,0.2761989805665779,-0.10710733633269395,0.7015771496692206,0.5078983655116994,0.45380585040745564,0.2110654352400193,0.41424264209043116,0.29852442889190006,0.26189842747653014,0.12147847066058137,0.08030955260764677,0.008715227666151936,0.3134591354642344,0.2984419817808676,0.43690745428052324,0.011196227383230995,0.6596869844343125,0.5370094869945434,0.46320069528282487,0.531514302364034,0.40126968621132086,0.40468942096571026,0.37686507233322725,0.516587316761899,0.2377589373144431,0.41331337996724643,0.20398009873578424,0.11182864004275919,0.11402566909599919,-0.037547928464060035,0.4682171494423734,0.4188978186490053,0.22811642504766666,0.024902997019350153,0.2644973155568154,0.18535432868930282,0.38996933466703015,0.15710744431682674,0.09129622957335012,0.5496273355749797,0.3291644817785178,0.054106233735289104,0.21929983337531214,0.5503021200810728,0.33329738524388325,0.21280678473037673,0.5363274913203376,0.10240583017852906,0.4550986977715491,0.5640985189611749,-0.0014439153570557435,0.22509509154606644,0.42075127739631474,0.16700069233821044,0.4022452482713363,0.40112808504932995
OFClat_R,0.06543983397077144,0.3466351492545993,0.5445597410396823,-0.0013650219180812932,1.0,-0.2606234445679052,-0.26724556051032633,-0.07092473708416465,-0.09289974333323223,0.2958979606896677,-0.641455269822067,0.4939957150610354,-0.46752561202940596,-0.18924958727256383,0.40777702075683503,-0.09337808780356806,-0.23385471706977665,0.8071049300138426,0.011089879594083387,0.11564496988018555,0.5577034969193414,0.09608137571029172,0.35687367936269543,-0.21745287942642422,0.30811767291980535,0.31052210343303827,-0.31151244659463706,0.7221137760443336,0.061258288671242514,0.5688833591092395,0.3390274134225654,-0.4650066394973718,-0.34687395254225806,0.38768329040095784,0.43167947556867536,0.08143040317869969,-0.19604340890499694,0.18614274845926662,-0.19946718297162724,0.09832466432292647,0.0835977690623162,0.1322008628206802,0.2796763380450893,0.25692290384178534,-0.1743963438138659,0.3670441065807431,-0.1724060906830926,0.23409085642221167,-0.2521037285544726,-0.08712689723578253,0.3611049379660022,-0.008619525586646748,0.7580721400827257,0.12400112810644881,0.04534350399565117,-0.22577548980823972,0.867309570408802,0.1523072622239839,0.08131985604534345,0.5466253789833778,0.12771064325305725,0.35475477350318196,-0.24642025097307174,0.021492483161148004,0.26327055497310475,0.36284084207696354,-0.14105189220799982,-0.03958261066566244,0.02418569474947182,0.3821822139190155,0.07301643029076947,0.32149687566923857,-0.34993773991126287,0.6175786949675088,0.08434565727059173
Cerebellum_9_L,0.4000822416142868,-0.19851988870298634,-0.2296711314487106,0.256331960947489,-0.2606234445679052,1.0,0.08741843247207857,0.4066018668170444,0.46584132780955284,-0.041985772731761295,0.6548433626183089,0.2702994260735176,0.3252857355570493,0.3381788204765875,-0.22192525866246968,0.334480913887478,0.4301474771425864,-0.343896247376099,0.1285400574954184,0.4440943429297352,-0.17796728834745776,0.20955575374457058,-0.07172506587407737,0.5365846335241301,-0.11348886452196627,0.26170628968957654,0.31144156970581055,-0.2777789275391553,0.34032384627188283,-0.26748741933908865,-0.23483836911435785,0.2626264939748646,0.40524710038897105,-0.23464754003042068,0.4749781893370617,0.2778112811912455,0.3591524823720512,0.06830999246144594,0.5845422271342705,0.06749836618720942,0.1800325566137538,0.05129812324510484,0.16472856615088877,0.4352673499122187,0.5063406816057099,0.3017166666778847,0.1207509283892047,-0.32719228825359625,0.3781536224013824,0.44372964236071766,-0.2222707459977657,-0.017925483849028773,-0.4467929645979414,0.5778597091647064,0.2983537323946078,0.6921556381765741,-0.02028963632749727,0.4539837963323239,0.17407973555711245,0.0009379132351278862,-0.4718983922019994,-0.08939199613145807,0.6472373652257165,0.7193204103827244,-0.034805676570168725,0.014053733660228237,0.6036456577428513,0.4756095993900059,0.24665703275215642,-0.32535048835431807,-0.17543418789252727,-0.11275327399019089,0.2879398022627893,-0.05385460919561311,-0.15826120219850717
Postcentral_R,0.5586043857032861,0.26394498662266624,0.030724391752083642,0.3133524761998938,-0.26724556051032633,0.08741843247207857,1.0,0.16069044802183463,0.708866871619647,-0.25279422989229,0.30904905878797007,0.1300517691651906,0.7396499733942935,0.80681111373494,0.055106154968609725,-0.2904486628854778,0.0702751864336675,-0.12772774850957283,0.7139012395671309,0.42880021275741304,-0.25517636404602784,0.4753634233513975,0.308379114336983,0.5798347114320429,-0.3288384734903163,0.16471326224237146,0.14037535962422182,0.002824670497800441,0.3146116590244585,-0.2988900274120711,-0.1847634866052279,0.7521132305154263,0.8066776112747297,0.19842546972557532,-0.3014194910406325,0.37200810919195487,0.3331587384223086,0.2785526490233292,0.6291175702287889,0.26174952560675707,0.2836802490778044,0.6304894869133069,0.45893719699783986,0.15515786370067808,0.6629066567539705,-0.32227227755255616,-0.24029398436326044,-0.10355144015327293,0.007746536264502037,0.6584132984487505,0.2507348483455058,0.16571211868944014,-0.27150825701248277,0.2569668527865283,0.3523870141610586,0.3756897628152355,-0.085569768648833,0.16411021791729483,0.4416116197534475,0.07904640810693037,-0.20017917303247873,0.028574856538296136,0.48055785040633997,0.2115928600945692,-0.3644136448566346,0.17901688325371667,-0.117990480988913,0.6400414175246539,0.39600383936596134,-0.13052223994252662,0.2562972360166188,0.1737613887080265,0.32368391226988946,0.13404259972008511,0.4009709952667523
Occipital_Inf_R,0.2552668182957512,-0.17544959047694295,-0.3603459608786351,0.03699509756134547,-0.07092473708416465,0.4066018668170444,0.16069044802183463,1.0,0.286652659629703,-0.20492546554892563,0.5073466563170308,0.18720104778282817,0.43288194584587447,0.41800783817643294,-0.29631109117358295,0.21597300527210692,-0.010430390390989716,-0.20996336510197972,0.06565803378779492,0.11571506277489231,-0.020740680704271524,0.07580348065325584,-0.15017758333163908,0.492371054200296,-0.2643734565585048,0.08230331096368704,-0.014010253682733138,-0.22777439881722716,0.3548080882018075,-0.16948238843971694,-0.17802139748542128,0.25900784260617693,0.405430842473464,-0.21987931133022337,0.42007525415321995,-0.10940220346202113,-0.05987261619050691,0.04752149204161674,0.45562406915939,0.05000321186649676,0.18092989031286957,0.011798278558441688,0.06351043660654954,0.35590530199754306,0.4379009998494482,0.07634868146102439,-0.14666817688615766,-0.5749428666193798,0.024160514751270266,0.3392844502146509,-0.007178982336261054,0.025116051844131917,-0.3494132231505861,0.6124500860960171,0.2574707633103748,0.4892933676919328,0.18174211332758847,0.4430410876738732,0.01876878944804906,6.910133378866957e-05,-0.5081259226020366,0.07186187165764629,0.38137506597844073,0.4756897990322615,-0.2862922790766334,-0.21066649155846567,0.2878564757689902,0.4187874494844447,0.04207385070947215,-0.09409512122612226,-0.2046526988093711,-0.14265491303448308,0.2736523693664318,0.00904418944170415,-0.3154330749693325
Precuneus_R,0.8508114237194854,0.38847809149549956,0.17787379514045878,0.524219666245567,-0.09289974333323223,0.46584132780955284,0.708866871619647,0.286652659629703,1.0,-0.22160583447131207,0.3844528218742978,0.43408063174588596,0.6697422668031989,0.6851139078891912,0.10469777311565062,-0.03180283293853403,0.28938359829030547,0.022323521201491028,0.7584736655025083,0.5359507484004967,-0.24522278799855787,0.7149177827361491,0.38466351883790706,0.7452153263491226,-0.15149934787948144,0.3258892333459057,0.12907062384272816,0.21052425363522684,0.27681979918271343,-0.24461581162839086,-0.13763963718240652,0.6901035201567086,0.754831698618603,0.3296084095316188,0.18878123572413544,0.6255361077473908,0.5193194909461868,0.4261443737025879,0.8527745066729452,0.1447113548288808,0.28164745632638205,0.5766353473238957,0.4926901411239297,0.4203602593669982,0.8415602507807245,0.08146192794828948,-0.23592587017851688,-0.11880865165148083,0.06900944974708992,0.9436985170469712,0.2339215849015379,0.17257261089490755,-0.29568257912186524,0.6291600395985896,0.5088840580931058,0.7001537602631347,0.17604349253395266,0.36623525196585066,0.564626509172469,0.21184505154642563,-0.3666541111165862,0.0277754586987169,0.7793163585068743,0.5961262446300954,-0.11495428230639952,0.45129607101415065,0.06466293900304196,0.809183675745938,0.5805839352882367,-0.1787262736538474,0.2382401429456078,0.17567288978089537,0.21886334306278454,0.3854142920865637,0.3286904378089931
Rectus_R,-0.18260671499488265,-0.09921376502605651,0.19334254062646503,-0.017195859042369744,0.2958979606896677,-0.041985772731761295,-0.25279422989229,-0.20492546554892563,-0.22160583447131207,1.0,-0.18558087057485356,0.09534390832458178,-0.33436711800219354,-0.1961693267507766,0.08342176308539097,0.08200667902587896,-0.0433252044002626,0.2908635651221642,-0.2101045349731252,0.031768676498149385,0.20033834793660057,-0.19847967557998483,0.14523654897342153,-0.24325898281482208,0.09963772085967806,0.2041191582689062,0.21537147546759924,0.2388250929082355,-0.0757998034025004,0.43132099146597963,0.12486676038769082,-0.31202019413098153,-0.2986776562888612,-0.0685724884886181,0.02497744403812413,0.06651588975937564,0.11023914474823242,-0.15598112265437195,-0.20688737171836477,-0.02073449852421135,-0.002611461987751843,-0.05934154213209517,0.045458453953488964,0.027462899965494607,-0.23302504990849512,0.0904574548550501,0.4725885076932946,0.2602695897542368,0.1710225010268671,-0.22630934691550061,0.018214981133124426,-0.35912710235125417,0.3266104848640574,-0.12419426591036893,-0.2403933282113628,-0.1537231407200253,0.19609233371107163,-0.01180026011958121,-0.04352230096188816,0.0630382361256007,0.26643139280676836,0.13130298146784786,-0.15666678519534807,-0.07075587538893707,0.18101715903791296,0.09302347659793585,0.21341346133465447,-0.1842659107274849,-0.030576297835657476,0.38026593361368927,0.0793768579231886,0.18230827944648645,-0.13950623851628324,0.15090913345136212,0.0556553793181668
