,SN_pc_R,Precuneus_L,Cerebellum_7b_R,Postcentral_L,Parietal_Inf_R,Thal_PuL_R,Rectus_R,Thal_VA_L,Thal_MDm_R,Paracentral_Lobule_L,LC_L,Occipital_Mid_L,Thal_PuM_R,Cerebellum_Crus2_R,Thal_MDl_L,Precentral_L,Thal_MDl_R,Cerebellum_9_L,Thal_AV_L,Temporal_Pole_Mid_R,Lingual_L,Thal_LP_R,Thal_MDm_L,ACC_sup_L,ParaHippocampal_R,Rolandic_Oper_L,Paracentral_Lobule_R,Insula_R,Temporal_Mid_L,Cingulate_Post_L,SN_pr_L,Caudate_L,Supp_Motor_Area_R,Thal_LGN_L,ACC_pre_R,Angular_L,Thal_PuI_R,Cerebellum_7b_L,OFCant_R,Precuneus_R,ACC_sub_R,Cerebellum_3_R,Frontal_Inf_Oper_L,Frontal_Sup_2_L,Olfactory_R,Insula_L,Cerebellum_10_L,Putamen_L,Cingulate_Post_R,Occipital_Sup_R,Vermis_4_5,Cerebellum_9_R,Hippocampus_L,Parietal_Inf_L,Thal_VA_R,Occipital_Sup_L,Temporal_Mid_R,OFCmed_R,Lingual_R,SN_pr_R,Frontal_Inf_Tri_R,Parietal_Sup_L,Thal_VL_R,ACC_sup_R,Frontal_Inf_Tri_L,Amygdala_L,Temporal_Pole_Sup_R,Thal_PuM_L,Vermis_1_2,Parietal_Sup_R,Cuneus_L,Frontal_Med_Orb_L,LC_R,Thal_AV_R,Cerebellum_4_5_L,Occipital_Inf_R,Frontal_Mid_2_R,OFCant_L,Thal_LGN_R,Thal_PuA_L,Frontal_Med_Orb_R,N_Acc_L,Pallidum_L,Cingulate_Mid_L,Thal_MGN_R,Vermis_7,Heschl_L,Cerebellum_8_L,Cerebellum_Crus1_R,Putamen_R
SN_pc_R,1.0,0.32443386834034726,-0.328415429982695,0.4480157962932623,-0.19891629202211775,0.2687804653526131,0.08342176308539097,0.3930604912888759,0.35943418657810344,0.3448818447371327,0.43558017151349104,-0.3047495543266809,0.3700202269605287,0.2483885555278828,-0.014716574954153837,0.5894885513387055,0.21672670527859314,-0.22192525866246968,-0.26135074706120576,-0.25733127821722657,0.04447880537303282,0.042710062384615256,0.42902986765554674,0.31440196043688495,0.5777571128499309,0.3789278340239775,0.5525571840734611,0.17930219887678034,-0.023456212575689472,0.503674162505568,-0.06952505804576466,0.3946854916679889,0.46632298294369273,0.30744946212064544,0.4360240469993603,-0.16602435450123937,0.4482845945821863,-0.33188914691379445,0.31129762091871654,0.10469777311565062,0.20958754422544765,0.40323111225893377,0.1274674035981783,0.5627186257129716,0.29716309030637567,0.363393955999455,-0.13467595955469058,0.4563393630070281,0.45284674586992424,-0.14351554758543233,0.5785686584681244,-0.15742767561213916,0.6672299085627366,0.14500650309664367,0.19563854645748005,-0.19232045292535352,-0.16568035143041615,-0.009939132881437546,-0.0006263100316003178,0.6681530084822338,0.2845452789400233,0.014071728347055626,0.4734523839897547,0.450975715179537,0.0716591384065814,0.24376530124229612,0.04334155003496618,0.49368274927380407,0.5572595639309472,-0.2913999753589153,-0.24158191526511744,-0.1520577949530351,0.3910161199978399,0.30917592069771416,0.43449321826907894,-0.29631109117358295,0.4904371195648372,0.048509548251311214,0.3334219824534472,0.4380465885435398,0.21529120891820266,0.2586245074398118,0.43231695304724677,0.39324735514760795,-0.08386015714338997,-0.30788458883039904,0.11849824591373677,0.24358695606411648,-0.19894618793813576,0.4957149940239066
Precuneus_L,0.32443386834034726,1.0,0.10641629743102982,0.6652817064505782,0.5399539253319389,-0.010688997579287794,-0.144302140675138,0.3540355503457016,0.5971162982222198,0.8314141930709311,0.09946767423195818,0.41130137744389356,0.43361987829452137,0.06728357809702819,0.4569008604240281,0.6142031091499023,0.6976094280779539,0.31424419506541607,0.3650913590941371,0.12033994547271454,0.6859255475573002,0.5047162420345517,0.5019852738495701,0.05520662124788111,0.25382308493403355,0.2719563468889852,0.5948837718753845,0.08684916930688849,0.32672975355787853,0.5113989970134227,-0.09529904710861854,0.27309168792303357,0.5882908930765129,0.3687269726937006,-0.07739781141640728,0.5666168948451498,0.47898067183947424,0.16243536817550303,-0.09699997600619656,0.8853037397983865,-0.0810371180162168,0.8482440077722232,0.13882677598683885,0.3391056612883314,0.03570543036152767,0.2907110904950594,-0.07593408198896924,0.461584411340266,0.5389676964711024,0.6988522590243689,0.6785143926619763,0.186469824906269,0.6614052532171102,0.8107525159077055,0.4011823837420884,0.5430355935825114,0.43999640254202255,-0.2104574125389281,0.5826545498128258,0.5186665651626953,0.3443594949940384,0.8274925156128554,0.6063367716237713,0.2754590962777411,0.23668191675179118,0.5424195857646177,0.1457345444036806,0.6616947892756625,0.32433932496682705,0.4339055322172349,0.5199102357307471,-0.1785037651955541,-0.14674724434356257,0.1858781811880624,0.80490351552383,0.09599423534740963,0.6147351703596485,-0.037300977258692226,0.6434945078763197,0.6136195251424683,-0.06735914351975927,0.1640475470355803,0.3446239494552588,0.8306301429366529,0.5542768502511645,-0.0881582944592915,0.33661235818365115,0.3908608829051253,0.1939183589818231,0.49667447147574323
Cerebellum_7b_R,-0.328415429982695,0.10641629743102982,1.0,-0.11575803510043438,0.46135685718914143,-0.29341922221434746,-0.0486773341174296,-0.3146471253128442,-0.02509028337852961,0.032813979717353954,-0.3363204804646957,0.6033612044298649,-0.12456113717584127,0.01972964745541279,0.3512641668375532,-0.16348874424845788,0.07613589902230873,0.608668298758376,0.4218336186621491,0.1848188984130115,0.46610917997460677,0.06430463698064383,-0.19478242469481785,-0.22485860546133643,-0.4808400033689326,-0.10913690612659867,-0.14249659698032224,0.19079378720239043,0.2502988367415472,-0.27859048540656917,0.068225607964452,-0.18179319565556215,-0.050628888761600654,-0.03704933551315252,-0.4417844484894293,0.5102078675776968,-0.14984447273732937,0.529099296068802,-0.3201364852038095,0.28804645072741714,-0.2758741837405,-0.03006997344398435,0.03724905068423399,-0.3591540456622631,-0.3490973179467419,-0.1502661002522747,0.4141953485973595,-0.2719841599584994,-0.3763020340793006,0.44632027650829614,-0.21738800742040604,0.5056442691697445,-0.25050958576452,0.25555986726537716,0.08234560008752168,0.5483019040883237,0.4795688780972189,0.05842927416150784,0.44885846363028253,-0.19763857397840492,-0.1836671925091089,0.32797857144828707,-0.22644281153910956,-0.046163443023937566,0.1563642238942308,0.24318942494706616,0.3325965188453184,-0.3522831326719571,-0.48805322286204883,0.4516459077214272,0.6078556995988434,0.0009596586880507007,-0.42568821349712077,-0.42283803581697244,0.015500008639646156,0.34536912323763413,-0.2543219051242506,-0.035658788949804135,-0.06973010079558034,-0.03246273928252838,-0.2602173911365873,-0.12482701563964012,-0.2685216245995489,0.000368593675963446,0.2695617907506956,0.13172604015094858,0.05105185109165768,-0.15097242382245,0.48102800244313876,-0.2550948976819966
Postcentral_L,0.4480157962932623,0.6652817064505782,-0.11575803510043438,1.0,0.40855510019990005,0.0550182950819385,-0.09806472497859142,0.5327659827196923,0.45973462930748527,0.8162273905578357,0.1721742822501373,0.059645943807090644,0.2859971678970333,0.14871874852632327,0.25104030414086065,0.860037749849642,0.4709182910931355,-0.01739549613137471,0.08109628104365288,0.04457028463771699,0.38282259890055925,0.39559283866251604,0.5360508144750731,0.07495792689911093,0.40192837075322463,0.5506254472934765,0.7861852383320882,-0.017212283827138616,0.1393948697373852,0.39464913466695833,-0.14704044704523753,0.3115752562902084,0.8084733075442493,0.45981427199809477,0.18773214984946326,0.20816868777345104,0.39306270801123494,-0.051705774882651455,0.027632879214569566,0.6366355099793285,0.025611991586832347,0.7192748966088229,0.3526390864286641,0.6733366199601699,0.18251738260176795,0.36510234205126835,-0.10144693684339605,0.48307193469530774,0.5233365313682796,0.39028377605472037,0.570329516322979,-0.08518410592817331,0.7098036315788664,0.6379965414434117,0.3234315258251999,0.23091506766989797,0.2289316740200145,-0.24191591459568995,0.3552999625022197,0.5906675147681483,0.49955007510681804,0.5458347174933451,0.5792857713995897,0.4643248763711775,0.32922256802217037,0.46480621412846923,0.08961037105948633,0.5594446778394537,0.32001732253522364,0.23765294134389278,0.23902529298027625,-0.2668598581345828,-0.07965533084136554,0.3180823016408843,0.54714907989566,-0.038200399264345784,0.6736394142948764,0.103085630929723,0.5649431472116551,0.33625047830182037,0.13555963171605845,0.2587132787866522,0.4116294908330633,0.6258575399997843,0.4180171087141291,-0.3469811128054402,0.40476210132040225,0.42526540198886975,0.19209453307444252,0.5759774510442253
Parietal_Inf_R,-0.19891629202211775,0.5399539253319389,0.46135685718914143,0.40855510019990005,1.0,-0.41663484615745316,-0.2986776562888612,0.008624667239027007,0.23832540048055617,0.5114342150619701,-0.3894738264568673,0.6658219505132909,-0.08032497207280324,-0.17255362769338634,0.4575619080266707,0.25536403806429137,0.2899397001541128,0.40524710038897105,0.5778113444074625,0.3693985826209663,0.5833441752253964,0.5669091207701012,0.09380890483467993,-0.34485577659000677,-0.34534597301082665,-0.028306966219097427,0.0932329191500714,-0.15038435439226938,0.28565363469134025,-0.11832132885271957,-0.006885754490866532,-0.06694689725280388,0.37087709922653284,0.15005089944156286,-0.477814716934001,0.7113918245863797,-0.06208911665211518,0.5163086356397786,-0.45950720570930853,0.754831698618603,-0.34842640404539305,0.4706435510737333,0.17351437467772468,-0.08183330499354513,-0.3935991493095905,-0.08104257692977586,0.06757259028298596,-0.036621042116999465,-0.0348215859256014,0.8953367896396877,-0.072905011136602,0.3095549487932902,0.042226838386004745,0.7099920084488585,0.18523279265914347,0.7270466233742625,0.5411290076308094,-0.2977055046044123,0.5096078867053977,0.05607781349237233,0.054116031947875926,0.7898840705288898,0.051791954310487075,0.030139881418681284,0.291447619845799,0.46889461572006175,0.19529968111483642,-0.01093765817066784,-0.3463424998599258,0.8987961760979502,0.8128374539318557,-0.20736070512550375,-0.6670305836965162,-0.16380191234952668,0.2285361670214498,0.405430842473464,0.008926077051111656,-0.13081956468496764,0.29989996686588416,0.007818970473833184,-0.1666173794173142,-0.11320681144825762,-0.029935059955660766,0.41970140579666004,0.718420279522117,0.008092782336291503,0.33394042196206014,0.08470217834173255,0.405277384306316,-0.0053973358813491175
Thal_PuL_R,0.2687804653526131,-0.010688997579287794,-0.29341922221434746,0.0550182950819385,-0.41663484615745316,1.0,0.09963772085967806,0.3007510082895705,0.10112833786460786,-0.05542951213106897,0.3797209021148145,-0.29367597051889527,0.46188090312359,0.17854092852353878,-0.184300240477739,0.1186158221416511,0.20595454008109224,-0.11348886452196627,-0.3170517826639147,-0.16716074104015197,-0.15020066017161893,-0.1844389648533748,0.23713848383190061,0.6773170100401382,0.31941392540083546,0.3918698998429204,0.21707117220788905,0.2640570013241055,0.05920019310974525,0.3027754111458748,4.4441189152834296e-05,0.3926543221774012,-0.026502303722759104,0.12445620541261192,0.4865825379082169,-0.2252430551248867,0.22074898650563468,-0.20829709030421473,0.44766101760024785,-0.15149934787948144,0.28400582311523404,-0.023255927102660428,0.20954963217605127,0.4343225248861178,0.3487404040309396,0.5149672572208597,0.09545982310094932,0.2547239145139291,0.27541012608127363,-0.3326734331701146,0.33730878548289966,0.03518865456595279,0.23090703820174724,-0.10921112884480838,0.25530716883455723,-0.32130847411476404,-0.1913273359595331,0.2141375681562492,-0.1630191773895218,0.2077898985286859,0.2016085547869843,-0.26896972493266214,0.3469142573264579,0.2299679116612088,0.06750701789220527,-0.13486602531912537,-0.07629258543804704,0.38249965392269614,0.5719161041835387,-0.5486113164022074,-0.3832184835514309,0.02039166017002546,0.5098121843514509,0.3577285111378152,0.2039460494390118,-0.2643734565585048,0.4364095767573557,0.15010474181987826,-0.07737513678008183,0.41111681664185784,0.12075498912448518,0.1539515551333633,0.29804938291395433,0.1124353962403278,-0.3611236584054517,0.12197844737533658,0.07991713673462496,-0.02669978969581477,-0.2594134015821459,0.2802781203295232
Rectus_R,0.08342176308539097,-0.144302140675138,-0.0486773341174296,-0.09806472497859142,-0.2986776562888612,0.09963772085967806,1.0,0.018214981133124426,-0.31463350493169306,-0.2101045349731252,0.2602695897542368,-0.18559537599245046,0.3568450752177889,-0.007765938330863338,-0.2403933282113628,-0.06443172844051531,-0.030576297835657476,-0.041985772731761295,-0.22684898746304802,-0.13950623851628324,-0.15666678519534807,-0.08328435955183847,0.0556553793181668,0.1790876395535124,0.2908635651221642,0.16883307660323751,-0.0007401336095907667,0.0904574548550501,0.0021583228784848364,-0.02277491284972332,0.08174626161805361,0.1240090309224506,-0.05934154213209517,-0.03781655287471841,0.3266104848640574,-0.21941763384794988,0.3181651375783875,0.023292670939028554,0.43132099146597963,-0.22160583447131207,0.5687342257264543,-0.03219124566565029,-0.02073449852421135,0.14344292313704168,0.07970444404428795,0.1168704059302413,0.21341346133465447,0.19618235778263063,-0.0685724884886181,-0.23302504990849512,0.09302347659793585,0.06503752000360628,0.12458915969425158,-0.18260671499488265,0.2041191582689062,-0.24570750715193007,-0.12419426591036893,0.4725885076932946,-0.12009648946338683,0.0436285424418937,0.19483801838422363,-0.22630934691550061,0.14523654897342153,0.0630382361256007,-0.002611461987751843,0.031768676498149385,0.02809091526643728,-0.09921376502605651,0.219411238199013,-0.33436711800219354,-0.22437780624812034,0.013140859980135092,0.3172455344011544,-0.09134506936851075,0.06651588975937564,-0.20492546554892563,0.18542496010712617,0.20947930533548476,0.058427976569689295,0.012564816773019195,0.055262996892270974,0.13130298146784786,0.18230827944648645,-0.19847967557998483,-0.31202019413098153,0.08200667902587896,-0.0972384371973016,0.025237097477884416,-0.0757998034025004,0.1498612496200963
Thal_VA_L,0.3930604912888759,0.3540355503457016,-0.3146471253128442,0.5327659827196923,0.008624667239027007,0.3007510082895705,0.018214981133124426,1.0,0.4788104770699848,0.42926106288827043,0.3626516575472397,-0.1916798759568369,0.38660989187836403,0.15125183010031482,0.01376748132081807,0.5314513582942635,0.48157671448117045,-0.2222707459977657,-0.18041048569757653,0.003964046499939225,0.07002336969640453,0.21352739055733846,0.38888166165778265,0.2664597859620617,0.4762822018728384,0.5294217516852878,0.42255964462490336,-0.1164166234401205,0.0010418990890525863,0.4376533011205159,-0.13599053163264596,0.4604736072744149,0.3883604182722988,0.49297828546289507,0.3247847319074565,-0.07875683605419878,0.4535208100652126,-0.26038677761887724,0.318718333541971,0.2339215849015379,0.27047013408157566,0.3881864139416266,0.2750937390628322,0.629935907507439,0.38475368257664805,0.3948700804153342,-0.12275153504295605,0.6213618767474329,0.5201504838190338,0.03748358265939448,0.4891767123233245,-0.21543579495405496,0.5689133663822551,0.24116450265032338,0.32511607645250595,-0.07538136901313028,0.004343306728973145,0.03732271733128707,0.08250525912009801,0.38785606604082007,0.425093044059878,0.16816637678185944,0.6476969659281294,0.3155579089099989,0.31813945301160573,0.11086192950336117,-0.1028104589377359,0.6230440430988733,0.42467615353816396,-0.08681427225179657,-0.14022655195878564,-0.22538345755679057,0.23763401418403954,0.4898805864894444,0.3296010053974221,-0.007178982336261054,0.6036903140198678,0.21338116632962087,0.475091105607571,0.3658118248771312,0.04496250592878561,0.15789793287260295,0.6192032555828108,0.4239027776486924,0.13143118282690341,-0.15068243045418814,0.26589351959420493,0.2906234102982519,0.062598398315159,0.5973648761136309
Thal_MDm_R,0.35943418657810344,0.5971162982222198,-0.02509028337852961,0.45973462930748527,0.23832540048055617,0.10112833786460786,-0.31463350493169306,0.4788104770699848,1.0,0.5473616081040629,0.15381379752206742,0.15951276942321294,0.2093933321732,0.17240375556682858,0.5940400125859324,0.3889547491470735,0.6059403566895105,0.003623913326513627,0.09472768510752545,-0.10032982990243795,0.4679440770989279,0.2691136309623685,0.589402493371067,0.18559172809296307,0.26451777705205737,0.1684592796427252,0.39360993556306195,0.21192705927186414,0.20433079929555778,0.3618930100469677,-0.3613686999511536,0.12786286493951549,0.3136041136276478,0.3287571809118119,0.026245856278403975,0.17890742807514948,0.2976514221921711,-0.11586149840980536,0.07104921537659238,0.4939187315084299,-0.2635057795341459,0.5714234414888374,0.1587547206247107,0.3756739017637411,0.306264266061773,0.3645296721003444,-0.09402528652350431,0.46447852707224624,0.3897820978261639,0.34009530442098335,0.571035241434345,-0.043462921440650594,0.5522179772561184,0.3873385131749981,0.16484434277041915,0.26284035004518025,0.2082728450857607,-0.1184392441030578,0.3723260893631894,0.42065849246309156,0.422567854548974,0.42443451072885363,0.6035765145631026,0.2897869243409828,0.3413395568035405,0.31172002562672657,0.04023024658194143,0.6514176645922777,0.2758284266696179,0.20207348459186375,0.263059249792757,0.019561339532997924,-0.07933075298642196,0.5859021946571453,0.554057853861559,0.1077768517850284,0.4889117996883509,0.10884616901462144,0.4741251865918852,0.5079132329633812,-0.018567217620516503,0.2754361644897472,0.37074419619963583,0.4789358864237472,0.40126240416805226,-0.2590298094339492,0.26530120716808914,0.3432250291976063,0.1353725781191937,0.5140734187782211
Paracentral_Lobule_L,0.3448818447371327,0.8314141930709311,0.032813979717353954,0.8162273905578357,0.5114342150619701,-0.05542951213106897,-0.2101045349731252,0.42926106288827043,0.5473616081040629,1.0,0.08692504864708925,0.28380077632039674,0.22554077751606874,0.08967851893827249,0.36473553870817754,0.7816203064616833,0.6087554708667563,0.1285400574954184,0.28550620580580166,0.09621376096798993,0.5520306490554533,0.45434540611732144,0.5013459176273406,-0.03337527055164735,0.1905600394996982,0.30093684061364334,0.7403870221203167,-0.09783451390984577,0.24140096734487182,0.444617507927041,-0.14447588985681176,0.27956501335291845,0.743891388886811,0.43146048153681066,-0.11855752970883489,0.4062416969796439,0.30385125702576193,0.04200927614353551,-0.14834427059381727,0.7584736655025083,-0.16425442271713828,0.7277457097859243,0.1113058423209081,0.4216670748465342,0.04089352419230455,0.25183039436417004,-0.17649072499082688,0.32856135504607176,0.4914165422441958,0.540457951272084,0.5870492061221386,0.016122226874447664,0.6235300832690013,0.7265025058779205,0.26092868746260744,0.4382581075217054,0.286645344429793,-0.25583827004548965,0.4662274517069555,0.5190399765004898,0.24283745923096448,0.7224028841213318,0.5064687484310587,0.25288670802616514,0.20099454997301627,0.4107126702707949,0.04724424894191262,0.5963691890595838,0.22620345639681474,0.44782403843696367,0.42066255954794424,-0.23112690833704969,-0.17855600863373378,0.27000768916528034,0.6336537144481801,0.06565803378779492,0.5596678738202945,-0.02947610803087034,0.5719631562269886,0.43230500676810757,-0.040590548466433014,0.14394225753146825,0.2493027496176144,0.7427347550532443,0.6003535652179105,-0.25072349338328853,0.35737883296084555,0.3903623005122051,0.21391920829282482,0.4376323597299864
