,Hippocampus_R,N_Acc_R,N_Acc_L,Temporal_Pole_Mid_R,Red_N_L,Paracentral_Lobule_R,Putamen_R,ACC_sup_L,Thal_AV_L,Cerebellum_Crus1_L,Cerebellum_10_R,ACC_sup_R,OFCpost_L,ACC_pre_R,SupraMarginal_L,Parietal_Sup_R,Frontal_Inf_Orb_2_L,Postcentral_R,Calcarine_L,Red_N_R,Cerebellum_3_R,Cerebellum_6_L,Thal_IL_R,Temporal_Pole_Sup_R,Thal_MDm_L,Vermis_10,Postcentral_L,Thal_LGN_L,Lingual_R,Lingual_L,Supp_Motor_Area_L,OFClat_L,Thal_VA_L,Rolandic_Oper_L,Thal_PuA_R,Pallidum_L,Frontal_Inf_Oper_L,Calcarine_R,Temporal_Inf_L,Caudate_L,Thal_PuL_L,Frontal_Inf_Tri_L,ACC_sub_R,Cerebellum_10_L,LC_R,Thal_LGN_R,Hippocampus_L,ParaHippocampal_L,Frontal_Med_Orb_L,Temporal_Sup_R,Vermis_4_5,Fusiform_L,ACC_pre_L,Thal_MDm_R,Raphe_M,Cerebellum_3_L,Cerebellum_4_5_R,OFCant_L,SN_pc_R,Frontal_Sup_2_L,Supp_Motor_Area_R,ParaHippocampal_R,Cingulate_Post_R,OFCant_R,Precuneus_R,OFCmed_L,Thal_PuM_L,Vermis_7,Insula_R,Thal_VL_L,Thal_AV_R,Cingulate_Mid_R,Parietal_Inf_R,Rectus_R,Cerebellum_4_5_L,Precuneus_L,Thal_VA_R,Vermis_8,Frontal_Mid_2_R,Raphe_D,Frontal_Inf_Tri_R,Paracentral_Lobule_L,Temporal_Inf_R,OFCpost_R,VTA_R,Temporal_Mid_L,Amygdala_L,Thal_PuL_R,Occipital_Mid_L,Occipital_Sup_L,Rolandic_Oper_R,Frontal_Sup_Medial_L,Thal_VL_R,OFCmed_R,Vermis_9,Temporal_Sup_L,Thal_MDl_L,Olfactory_R,Thal_PuI_R,Heschl_R,Caudate_R,Thal_VPL_R,Cerebellum_Crus2_L,Thal_MGN_L,SN_pr_L,Thal_IL_L,Rectus_L,ACC_sub_L,Cerebellum_8_R,Amygdala_R
Hippocampus_R,1.0,0.375007977757967,0.25933884659140216,-0.339448989242852,0.5906509075193425,0.5524432469750067,0.7996727624867186,0.46371852279418946,-0.3229899135334815,-0.039638703078764465,0.8034659616932991,0.4674956802961843,-0.32699654965599767,0.5949290419712362,0.26189842747653014,-0.39237087979131735,-0.18949035761092903,0.002824670497800441,0.059455973324307805,0.6048988592716554,0.5431000255911944,-0.21000968214858434,0.17409941758042435,0.06608961035610264,0.4754079590338313,-0.4934855961415387,0.5195730536521056,0.2582153843859315,0.10709635196738776,0.04471688431406432,0.44639933690453976,0.3012334030438738,0.6078927493687902,0.4356024376408993,0.599076942560462,0.5930853749698694,0.0937431427313834,-0.09323856520116075,0.024328752320993536,0.37637514492148716,0.44493360028353623,0.16214545750307255,0.41544213315852896,-0.1724805952957729,0.4533924702986653,0.5465983236765912,0.7484819000035424,0.5205676489239267,-0.16747958884058478,0.7662399959426224,0.7611360720906325,0.2536517646048775,0.4056183416420917,0.44248117256145536,0.5950568545383902,0.38205391924617876,0.7721078648496232,0.17841335502767675,0.6208451855081731,0.7020568877184644,0.39701674727571046,0.8998466215264896,0.6024125663107784,0.467552685641876,0.21052425363522684,0.41791883537687224,0.7012198039710803,-0.15574123264157727,0.25129725071285913,0.5291088297970827,0.4744856521867487,0.17910393562809637,-0.27130215047404554,0.2388250929082355,0.5153358282829315,0.43961492633859545,0.36902322411376,-0.18184982921527115,0.754726977478705,-0.038482925726040514,0.624102782123131,0.35932137897876065,0.214929940282686,0.16670218754382554,0.36271124312218683,-0.13261212317480559,0.23180654446478333,0.3736399845008587,-0.3669371423817681,-0.23404947450424407,0.5073883929350779,0.4629903563569769,0.7182203315762088,-0.11654492857088675,-0.4432665129692182,0.48902587354709387,0.09965445879544914,0.5283530175667113,0.7085220666796739,0.49023568601966117,0.6768526570318951,0.38568752557950736,-0.21451835634609653,0.5418808474064493,-0.16576757045293034,-0.038495184651065294,0.3060342898490099,0.06128382638311923,-0.05368722188776599,0.7831417811022348
N_Acc_R,0.375007977757967,1.0,0.293239228166826,-0.14686735062647513,0.3094950530989212,0.07563990423526627,0.2537069255751465,0.29698348924908063,-0.19177262488488372,-0.15885001671070112,0.3265277312837443,0.4290082804702742,0.06496315417196706,0.520014974573954,-0.10710733633269395,-0.4176164941275545,-0.14883156645991089,-0.25517636404602784,-0.32017321893997375,0.3233201704618693,-0.01694880572988446,-0.28465831121785606,0.2609050857990358,0.1546039847425514,-0.09549059299786096,-0.3328964645548471,0.022467490688337925,0.047560405344778255,-0.23802592969775815,-0.29106783210770243,-0.012589029196887475,-0.11821502653006577,0.2625933682093763,0.1399049230126043,0.26911524325380054,0.3084264375896909,0.20784882477516972,-0.3261850063841529,-0.03436338345742052,0.22203619888397624,-0.022619266438150862,0.006432730001432599,0.40655352781212106,0.10738111084190502,0.459704596946664,-0.0128056971829571,0.09154605918035173,0.06397846522267743,-0.07593006663538236,0.29759065335641394,0.10198364361502815,-0.08099851635367823,0.3179335263311801,-0.047416343325622654,0.17140281888085127,-0.09505097232344313,0.06496184300064449,0.09717588584439155,0.251605849782793,0.34138928043005884,0.06488449276753551,0.5686516054655464,0.14234726062367747,0.360703995586244,-0.24522278799855787,0.21185973731597205,0.11747463348943535,-0.027791894645998245,0.14101065383740227,0.11532079669557187,-0.07965657664533116,-0.07665298943874299,-0.3230835740673211,0.20033834793660057,0.02764779718214387,-0.11475415042530115,0.022802294471632654,0.0010615425262135306,0.19167056733354296,-0.06206607969022756,0.28542087787885084,-0.21037750316775597,0.21820524433533586,0.25166291240921534,0.20772079051106906,-0.28743175734398146,0.11428407784941164,0.2236227525337711,-0.40995014779315136,-0.3776872675798029,0.20018363327868385,0.38364796185013406,0.0975000593600682,-0.014397598292425278,-0.21645454381166485,0.03249956780161201,-0.19970792664189688,0.19622849902128692,0.35215438520146597,-0.0631831740427804,0.016222616239663194,0.4060690794774537,-0.16608741660051143,0.30294519503933,0.17185247145038365,-0.09266329734947239,0.3069183556278647,0.37240293901925525,-0.061956414973139876,0.4023970104066165
N_Acc_L,0.25933884659140216,0.293239228166826,1.0,-0.011277635127639754,0.2890457754641049,0.2839096865839734,0.2917253290806821,0.25675601354304334,-0.19921380017546578,0.026790149149910184,0.1722331178078204,0.4320560976323931,0.05274049110391679,0.4135230245105402,0.21929983337531214,-0.14849009281792927,0.2540419608303912,0.028574856538296136,0.03796283977738863,0.2822655451685173,0.20666735517776913,0.015552744965792087,0.23042193613549697,0.15449874494182522,0.09374979556033142,-0.0859858070362795,0.2587132787866522,0.06031307270985721,0.03500547785582124,0.07331042867133347,0.2836084717927885,0.3878644152737262,0.15789793287260295,0.33609566067495544,0.2768917881729234,0.16515189630232585,0.2820015873468688,-0.046352445822523396,0.09953305484995517,0.02313643737494047,0.09794338582658321,0.0601068628531915,0.036082911789010075,0.10659607849241447,0.13162566931282135,0.022484526002221377,0.22260457139435005,0.011615310788152332,0.2878040769635595,0.28042092050401113,0.26253444296548367,0.12017487788361988,0.052506336684936004,0.2754361644897472,0.13886589931716994,0.06379148333399454,0.2590156162786353,0.645437136134813,0.2586245074398118,0.44586700065267554,0.2488644332785361,0.29401844963402785,0.1702359543957656,0.5416700491816641,0.0277754586987169,0.5483023771371223,0.22554781536783622,-0.11909834631158703,0.20167999387735427,0.1919664880803586,0.17119056208949976,-0.03918425839384345,-0.11320681144825762,0.13130298146784786,0.24307767801811242,0.1640475470355803,0.07380881193785997,0.08788519942628922,0.40719707092254354,0.05916526506447741,0.36807284911885624,0.14394225753146825,0.10411086873695927,0.010708910352092137,0.1115422886949012,0.0038844733686720003,0.0008143769296327133,0.1539515551333633,-0.11362333445987864,-0.07344435324495592,0.22656256248060203,0.21002146182462877,0.2627241859287043,0.19720183825945117,-0.07787353389137497,0.3363913372844201,-0.025587334239207483,0.5177154089900216,0.1421383138661783,0.18835966879357416,0.12237208688470416,0.1688234568058214,0.18208200454277024,0.19709353350720746,-0.09840718657940233,0.06111625864866257,0.6064827169638605,0.3799323392190455,0.027122754124411026,0.2704973364366926
Temporal_Pole_Mid_R,-0.339448989242852,-0.14686735062647513,-0.011277635127639754,1.0,-0.15751075623139923,-0.0994547831617515,-0.19097702766665334,-0.23683186589688116,0.31708380323116947,0.27738110857168613,-0.24944683261399644,-0.22941719810205308,-0.033723573479982956,-0.3637060921816559,0.16700069233821044,0.4195897770481018,0.02930317173201829,0.32368391226988946,0.2379244987272862,-0.08756448550594678,0.02593191706729855,0.19956283185770698,0.0455786596554702,0.026455217562354073,-0.05183612332833134,0.25932973948015997,0.04457028463771699,0.1614364584491011,0.15874231043212206,0.16167892975720727,-0.01914438856839079,-0.05522028271366091,0.003964046499939225,0.04812972638772851,-0.3339572775611445,0.03981063230514372,0.2497064340858879,0.21655792184870373,0.012955945527934522,-0.05674311797972764,-0.14050476063364442,0.11279677796553979,-0.23760120317359362,0.007112213958134299,-0.3577437312299795,-0.018682412510220427,-0.14961777537751497,-0.19732517421861887,-0.002225775936353333,-0.16195860114013072,-0.2069006722035416,-0.03008568117239782,-0.16566285193556426,-0.10032982990243795,-0.2890540707695933,-0.16575776142514792,-0.2272748524214984,0.1094105127715762,-0.25733127821722657,-0.12366592345592792,0.06745477239556716,-0.41140217062303946,-0.08688837353962635,-0.27856912996336136,0.21886334306278454,-0.09887435013164363,-0.06040464791789679,0.1269756539887826,-0.31313390055397167,0.035841616673467636,-0.17874659323089265,0.2207340987928876,0.3693985826209663,-0.13950623851628324,0.0172215458964805,0.12033994547271454,0.21954964431090626,0.30314908492359266,-0.09473149644800773,0.21321665439933804,-0.05386210405083357,0.09621376096798993,0.013112540848132643,-0.11806692251408174,-0.291984644704968,0.10598318116010744,0.14382715027072096,-0.16716074104015197,0.291248332087568,0.33169548419025724,0.0011655276162506828,-0.1745573808772279,-0.033313146073604284,-0.001835942554176633,0.25545247039696883,-0.07191494242735488,0.014028558071295029,-0.29828487680916055,-0.07044235547139366,-0.05037609654632426,-0.20166735020023432,-0.23646656709136832,0.15377216636509747,-0.1068663489854098,0.14171292881159947,-0.2734399643185312,-0.012002610104663846,0.13571294916968166,0.17003927704438834,-0.4023019137138104
Red_N_L,0.5906509075193425,0.3094950530989212,0.2890457754641049,-0.15751075623139923,1.0,0.6593892431761774,0.5090614473267229,0.3157913915412037,-0.16455829241158687,0.107105765609593,0.4496321532418816,0.45972495178635914,-0.05472492916486467,0.41574948873469963,0.42584658553300603,-0.260560370455369,0.16063194451519977,0.15030718494493486,0.07428202090586973,0.8182653005890205,0.5036490661610903,-0.025799552930826593,0.24669776948300864,-0.043413863220450113,0.4717048483132511,-0.24535861599149653,0.5553872442841311,0.4338908563290306,0.06662089062183851,0.15350539244502726,0.5707648907929174,0.24758975525269775,0.43883410776307946,0.5278169565369928,0.6458772001561236,0.509989613702218,0.2523301440799153,-0.07983000446801268,0.34831076001933703,0.4367939956725612,0.44091763911620035,0.09155315775502375,0.284938191291708,0.05722862592501215,0.4684139754035694,0.38189932329534027,0.7312273050540079,0.5135807759639738,-0.14896959059059287,0.38919019511511577,0.6793487524383798,0.4375976497830885,0.22421522968144852,0.31789816148485806,0.38960629195274615,0.5648152888127521,0.6884399587187993,-0.016872570601769707,0.6366371779935063,0.5993739922589467,0.5986676893664583,0.5342887957287309,0.4499838253699646,0.3029828921896499,0.2017725372369239,0.21183664250725132,0.5245050616472238,-0.21566970450698428,0.1514631353455164,0.33397219129020556,0.23107900016795582,0.15755161230373105,-0.08549254531919585,0.1779023143124649,0.6085847973498608,0.4255818305291739,0.22822387017732984,-0.02476551761050009,0.644265722348005,0.2152509597137635,0.3020385712646208,0.429769601366046,-0.046344802924341365,0.10777613679649121,0.32824899553078485,0.17895328405491012,0.3350678747566158,0.3524413159808481,-0.21057670464940684,-0.14716631970772137,0.3572301939793707,0.276517242493081,0.510911130827837,0.0373492119651526,-0.12008443238246096,0.5718376732310211,-0.09450057289756031,0.2198415868044403,0.4574893336643059,0.4337102577670445,0.5034050187150388,0.48625303320954466,-0.014320150297340562,0.4503093194425508,-0.0010015426260756057,0.013983521974812185,0.17032521776434156,0.22033287317347755,-0.13060922625764243,0.45804440614781133
Paracentral_Lobule_R,0.5524432469750067,0.07563990423526627,0.2839096865839734,-0.0994547831617515,0.6593892431761774,1.0,0.5022124059004016,0.23780896240949093,-0.046923253012047986,0.07566315399632723,0.38812953133090344,0.499945924806781,-0.05028310738828875,0.22901659363138377,0.50884782880784,-0.0759027560879468,0.20922695034532213,0.38559164297363024,0.38952766941191386,0.6649666939406997,0.6288217891590081,0.20405950849651697,0.14124804280740677,0.09411997245368162,0.49073509948446903,-0.04285449772737844,0.7861852383320882,0.48570789919080043,0.37287091762128616,0.4440707696560285,0.7706207627538749,0.34676814650898646,0.42255964462490336,0.5574406421889917,0.589862109676333,0.3966660595740731,0.23318494970411108,0.27958711202622477,0.28601714666013617,0.4475967514048911,0.5385797488198845,0.17710806047198946,0.12058541077999789,0.1042496700761464,0.21072424498821896,0.5824860158404044,0.7633561680818477,0.4743920203401448,-0.1443070689063839,0.43763794282861207,0.7257446942676283,0.5312909331707354,0.03609431270408544,0.39360993556306195,0.34835317439566094,0.5798883922482615,0.7118957255643661,0.07373554324952179,0.5525571840734611,0.5733008152450131,0.7750273522046196,0.44295910738646777,0.4632218090757187,0.1713681007278645,0.46476193823533724,0.13721381074193106,0.547316447699806,-0.25936835361318833,0.17463250504685732,0.4257825883583902,0.2164293409813642,0.26197277680290326,0.0932329191500714,-0.0007401336095907667,0.6994267604133279,0.5948837718753845,0.3031107660738832,-0.1029191039976735,0.6691204135385493,0.2854289720443038,0.31061897129292837,0.7403870221203167,0.06111208193127267,0.2333634032783806,0.15538716109872333,0.28048122796238856,0.3846361340615539,0.21707117220788905,0.06562586400010424,0.176487189679323,0.55205335483896,0.1288690555944692,0.548703328425679,-0.05118637431762444,-0.015502696336640247,0.5762764243094367,0.07934529693722202,0.250550648716541,0.4376375673658786,0.5725281929684384,0.6321036961839418,0.34408184235199735,0.03433974306530842,0.42225228996854614,-0.06340469589290665,0.07693002086046764,0.08165480123931089,-0.10022378382742285,-0.0004940877530419807,0.2648103348100105
Putamen_R,0.7996727624867186,0.2537069255751465,0.2917253290806821,-0.19097702766665334,0.5090614473267229,0.5022124059004016,1.0,0.46760369538776875,-0.14906847155035513,0.06016024783837445,0.7729375592219377,0.4936591741757016,-0.3038286104605456,0.474712501259685,0.38623264983082123,-0.14012713152321163,-0.1499974973412524,0.1919757731393509,0.24334695413888438,0.5070938652119875,0.6368800715906475,-0.10500158498991405,0.17254535300214321,0.10600029902186588,0.5326809633342335,-0.36244777668344563,0.5759774510442253,0.2379796826685188,0.21898552944615216,0.1497441681566984,0.4906008626235635,0.2932446350509785,0.5973648761136309,0.5129797677281852,0.41324824441846386,0.5600673355751462,0.3062266923170642,0.023520318379327883,-0.06878069815353996,0.33803032138159267,0.44728731836602065,0.3811127875443714,0.24870463798038628,-0.15756513046081294,0.16120249188134814,0.49971939011566036,0.6404999687843418,0.3936120547013402,-0.2035240748280077,0.7167509073283124,0.6209278817039265,0.19075099206993593,0.36113055567737595,0.5140734187782211,0.4549773638524763,0.2793526251314228,0.6611236826091043,0.2111262328961165,0.4957149940239066,0.710661760388824,0.40599559035230287,0.7252339854089883,0.5479157330981196,0.3527930283283139,0.3037952205298742,0.3473322588180347,0.6597381357808558,-0.1383337063208955,0.24660728074215663,0.6088530730721621,0.46583545311560176,0.33937440618034787,-0.0053973358813491175,0.1498612496200963,0.4663677028831343,0.49667447147574323,0.5075523672619915,-0.14116864330563136,0.7020088964501505,0.048717509093491415,0.703280769058667,0.4376323597299864,0.21150969378328188,0.22488774119526456,0.24992474668617395,-0.1753091335977856,0.3485965659422971,0.2802781203295232,-0.22773613273810217,-0.06902025644481859,0.5817389364903568,0.4569575832546038,0.7712690755454092,-0.1926273673171283,-0.3649370107806583,0.42861812722417714,0.32429162773871695,0.46216924378466573,0.5751925666420844,0.4805142649389158,0.7104330845911976,0.18909756191639313,-0.1506636970917267,0.45134282615196347,-0.18400825655228667,-0.04844086349159543,0.2292342063130515,-0.01642322543177722,0.17130386785375196,0.5920574730282714
ACC_sup_L,0.46371852279418946,0.29698348924908063,0.25675601354304334,-0.23683186589688116,0.3157913915412037,0.23780896240949093,0.46760369538776875,1.0,-0.24810578276525616,0.19428207656757784,0.32939120714778375,0.4777542298680197,-0.11710676199384186,0.484915183384316,0.15241577475828116,-0.4317689240266335,0.09389209927921956,-0.2512104066674279,-0.09625644594859491,0.3053848273354487,0.10854869615796096,-0.058059973738194465,0.012204355982298208,-0.06916714898495618,0.24117117316865944,-0.2219701031991288,0.07495792689911093,-0.04123155836094022,-0.12978408170952896,-0.07514934999120751,0.17569530090212693,0.13713013242151872,0.2664597859620617,0.31965588903770337,0.4703166688291084,0.33074558957335853,0.04498876172624999,-0.14141014292615237,0.19136382934008483,0.42687576582041803,0.11503650686985412,0.026556184661415322,0.3473226371195666,0.008416918788174726,0.46504051562745913,0.06252119512050307,0.29288679843497956,0.2322559935335769,0.03765149289361523,0.3946446283779184,0.36867793766112733,0.15355068468686786,0.424692372268707,0.18559172809296307,0.52432121553874,0.249271112032887,0.30654346711666897,0.18807936694098795,0.31440196043688495,0.4856247551412813,0.04233214642106701,0.39112196015373935,0.26009764942331404,0.48627234343492304,-0.09282913946078679,0.3595651713647789,0.3888589668334335,0.19543166069560425,0.29837872207125526,0.4574913004401381,0.3422353432543916,0.16930012971503003,-0.34485577659000677,0.1790876395535124,0.2717993964646185,0.05520662124788111,0.28577965174198783,0.1335759369928354,0.45714575477579605,-0.05118378582325176,0.330119935340676,-0.03337527055164735,0.09364465547295435,-0.015544776965887401,0.31010346674496786,0.03812472816738671,-0.02269796621874422,0.6773170100401382,-0.25157433855420847,-0.23597676627334557,0.2431959756489527,0.5617391432895884,0.445552345886083,0.09019918917796811,-0.0585560630832713,0.38763825401721047,-0.01754660838942126,0.5369484568457344,0.30152835561032365,0.2191697624698739,0.3818247000343845,0.5844327434053884,0.12192630506355663,0.28904197036173246,-0.07327853581329248,0.12108343561620889,0.30006779471918116,0.22920916494464022,-0.18151339150372114,0.5086133703801071
Thal_AV_L,-0.3229899135334815,-0.19177262488488372,-0.19921380017546578,0.31708380323116947,-0.16455829241158687,-0.046923253012047986,-0.14906847155035513,-0.24810578276525616,1.0,0.26929499824095254,-0.198861900146642,-0.23409855267084295,-0.028511964085654744,-0.62418857246911,0.2021873760840775,0.6329946176680974,-0.05572896256204776,0.4431827728103728,0.4962028414280077,-0.1859440735379769,0.21042583240375484,0.3712111739717116,0.12091486750724421,-0.07866729999410324,-0.003332533857818457,0.36447943816104106,0.08109628104365288,0.06500529818815677,0.32519265555568877,0.4573893639490395,0.12520612158489605,-0.07092131453963936,-0.18041048569757653,-0.2747234622438616,-0.18376318531026098,-0.21267001231337412,-0.006748042846876108,0.3958821885039189,0.14469520574390352,-0.04351088790283094,-0.051359376795571204,0.07432219757789903,-0.361287410499249,0.0529518840082104,-0.40154758815143266,0.11266936583963125,-0.0993498538977338,-0.05826999475404022,0.03059661316128327,-0.06374909082841208,-0.11485881859317651,0.23408485068465815,-0.5819880085472575,0.09472768510752545,-0.4714423356841195,-0.05126263577692607,-0.12658866136127853,-0.404864412670055,-0.26135074706120576,-0.3499750597946113,0.11650716408380961,-0.341376433971005,-0.13673608067855825,-0.6043950171676977,0.48483429622585805,-0.38850709178280474,-0.046334069930400075,0.1140408890274346,-0.2006490799604424,0.07683895499517146,-0.3001958477457444,0.2841570146325283,0.5778113444074625,-0.22684898746304802,0.18279450497721983,0.3650913590941371,-0.04344773401573433,0.16377381378846725,-0.14338493435596444,0.2083512289956801,-0.13731070476319163,0.28550620580580166,-0.020608806963395426,0.1777222672303045,-0.4655369151449585,0.30719275841685,0.34979895805435196,-0.3170517826639147,0.6021270562696823,0.6263597966201374,-0.0946449620259686,-0.3514078848717718,-0.09685057626522152,-0.271245059110614,0.35090150451139085,-0.00045912553608575197,0.3048528575006508,-0.5809267891057974,0.04752644595770129,0.1572482935810149,-0.0811696033644903,-0.28312849802187906,-0.03187708235884296,-0.16766616833646641,-0.025705136462294415,-0.03289234219149823,-0.3026404211000274,-0.277111259355008,0.25677972025133966,-0.5335872688664686
Cerebellum_Crus1_L,-0.039638703078764465,-0.15885001671070112,0.026790149149910184,0.27738110857168613,0.107105765609593,0.07566315399632723,0.06016024783837445,0.19428207656757784,0.26929499824095254,1.0,0.046468095785053676,-0.05715314948849169,0.042280703488907154,-0.26716881971278683,0.29663949748620305,0.14248478571131487,0.22717902493017297,0.0702751864336675,0.2828964508987233,0.050768568796722285,0.2695828982955299,0.4218617429535166,0.08597658892279703,-0.03350211409418467,0.2292464466491116,0.2040619589652949,-0.0424001607738398,-0.016452105432734482,0.21519370630586523,0.370472658230291,0.10397341293346037,0.27787379453246924,-0.005752240359221301,-0.0034703650336921532,0.16963675435037323,0.10711328150186628,0.005612825811292181,0.18135846659699537,0.2748586311117945,0.0418949820816237,0.0042966287190095934,0.0771158206075527,-0.09866262247818045,0.08760650808467611,-0.007561697961226296,0.13767950456029926,0.13304882000653848,0.05538315271235962,0.09827094162376986,0.06362059784199227,0.2642187197137518,0.3263577849889853,-0.14583603180352575,0.2813018059555627,-0.06915015067096338,0.2393909004731048,0.19896421605620185,0.0019441689308572925,-0.0642433079457823,-0.10779213948374762,-0.08127349003545849,-0.21623055347417997,0.007168096683486599,-0.15953393095013876,0.28938359829030547,-0.026819812568379238,0.25787549872682775,0.3026303632502735,0.11907227520325353,0.34928413302788625,0.047124441022926275,0.001332391276717432,0.13547978237001418,-0.0433252044002626,0.4616822494331671,0.41452061541172386,0.23654438249506568,0.6184006260742493,0.18312019979566554,0.13438590307461176,0.05398798938984416,0.2168346562979495,0.14170210113677242,0.03163876382503097,-0.07752846665849815,0.32544131580068186,0.21990847730183205,0.052152563203453746,0.3086539645857113,0.28367415024028275,-0.00040362126517124976,-0.01284479752959019,0.2836158724664992,0.13920538333021956,0.41196335600681205,0.2595775337381124,0.3361025145001026,0.04108596959178854,0.07345595917434158,0.14146129850212713,0.23024832738860646,0.01368926157510869,0.18712281648682463,-0.10878247568526543,0.03931158920205585,0.1767771058357486,-0.06008174302817431,-0.14902109825216708,0.1716474470608497,-0.1311562825600768
