,LC_R,Cerebellum_7b_L,Occipital_Mid_L,Thal_VA_L,Thal_VPL_R,Occipital_Sup_L,Lingual_R,Hippocampus_R,Caudate_L,Cerebellum_Crus2_R,Thal_VL_L,Frontal_Inf_Oper_L,Occipital_Inf_L,Temporal_Pole_Mid_L,Vermis_4_5,Cerebellum_6_R,Thal_LP_L,Temporal_Inf_R,Angular_R,Paracentral_Lobule_L,Thal_MDm_L,Temporal_Pole_Mid_R,LC_L,Vermis_10,Caudate_R,Thal_MGN_R,Insula_L,OFCmed_L,Precuneus_L,Frontal_Med_Orb_L,Lingual_L,ParaHippocampal_L,ACC_sup_R,Postcentral_R,Temporal_Sup_L,Vermis_8,Red_N_R,Rectus_R,Pallidum_R,Occipital_Inf_R,Occipital_Sup_R,Cerebellum_6_L,Occipital_Mid_R,OFCpost_L,Olfactory_L,N_Acc_R,SN_pc_R,Thal_LGN_L,Temporal_Sup_R,Vermis_1_2,Putamen_R,VTA_L,Thal_PuM_L,Thal_IL_L,Thal_LP_R,Temporal_Pole_Sup_R,Thal_PuI_L,Thal_PuA_L,ACC_sub_L,Parietal_Sup_R,Red_N_L,Cerebellum_Crus2_L,Raphe_M,Frontal_Sup_2_L,Fusiform_R,Amygdala_L,Heschl_R,SupraMarginal_R,Thal_VA_R,Thal_PuL_L,Cerebellum_9_L,Cingulate_Post_R,Temporal_Pole_Sup_L,Vermis_7,Frontal_Inf_Orb_2_L,Vermis_3,Postcentral_L,OFCant_R,Heschl_L,Thal_VL_R
LC_R,1.0,-0.47996529773019875,-0.5370670224494813,0.23763401418403954,0.7094976403310883,-0.5998764263955593,-0.49240135728310386,0.4533924702986653,0.3926720531112326,0.13997670932981424,0.0994473415932482,-0.06203878281269396,-0.6195219255634166,-0.1120786994292014,0.3765854407593594,-0.41629014495150635,0.08077861572439564,-0.15805662013023786,-0.6636883834971388,-0.17855600863373378,0.14819745550749638,-0.3577437312299795,0.7894329774139994,-0.5388051195473814,0.2081492391177257,-0.523301533642797,0.40041167091223073,0.3501308790857617,-0.14674724434356257,0.1369095122754652,-0.3901432203858785,0.32335241236180184,0.21336351227258327,-0.45531890135492026,0.3813725986870831,-0.009013039382461605,0.428043378867377,0.3172455344011544,0.19529960079495187,-0.6026848756058963,-0.6457502593727079,-0.35978834620721134,-0.7291372645358354,-0.1273803390922004,0.34135218611757223,0.459704596946664,0.3910161199978399,0.04534710360389666,0.15346503263975758,0.6212954074183602,0.16120249188134814,-0.25618659387996756,0.2723707068854344,0.010947047321049766,-0.4667929311962105,-0.3424222523873616,-0.0028730537794984107,0.2995599625235403,0.36035822292021663,-0.7389165782075316,0.4684139754035694,0.0075500042973732015,0.4570351520162947,0.35153090039692564,-0.039432855398333154,-0.2309707291510449,0.11474990434851323,-0.565419809065968,-0.09053306058732728,0.11204701264090206,-0.3904264100397421,0.27856460437025915,0.7221476577541864,-0.09219047389852038,0.04342075374226893,-0.5718717838196528,-0.07965533084136554,0.4690969715968291,-0.21130026967998727,0.1880903935112378
Cerebellum_7b_L,-0.47996529773019875,1.0,0.7800299460352266,-0.26038677761887724,-0.10472978747206847,0.6867784764523811,0.526125499744757,-0.45523475967039034,-0.10735882361793506,-0.23535706163549908,-0.07017768243933918,0.0904768746926361,0.8217115193566378,-0.004889510017246562,-0.17406395466571012,0.5213585290157895,0.1185055573547016,0.16826582824898975,0.5300867504809609,0.04200927614353551,-0.20620978663743644,0.31899640735250273,-0.42144396386663,0.8846120834280954,-0.25814494581338066,0.3799629226170871,-0.09092166089313519,-0.23635277056463874,0.16243536817550303,0.17854731673297222,0.606095399181602,-0.15085790674875454,-0.10263908583103823,0.24239324440156546,-0.02101719549580883,0.3727789029110082,-0.14092192006639484,0.023292670939028554,-0.28559114349796044,0.4841670071040333,0.4971959047571821,0.785958912184805,0.6361287119932862,0.23210153931429417,-0.2350390752702331,-0.21376902408125653,-0.33188914691379445,0.10133825695384936,-0.1893168205449543,-0.3203755662248236,-0.3318315756091329,0.3238664088645882,-0.3636499781694409,-0.03894648456731514,0.20457759627376837,0.24621190951740024,-0.13255114796468798,0.06596040427111419,-0.2176596569708299,0.4683823473096112,-0.17670715842988005,0.29367548699874585,-0.44326544166370285,-0.3895472024379885,0.06690676463615802,0.2929209327805173,-0.0862333253097024,0.4652924027098898,0.10943744260727319,-0.251335853020536,0.7793618006583881,-0.35710166573296026,-0.34580247027113353,0.33695087753049036,0.4384697951579683,0.38321768040540166,-0.051705774882651455,-0.22379427087249465,0.08630853005931464,-0.19334304544801115
Occipital_Mid_L,-0.5370670224494813,0.7800299460352266,1.0,-0.1916798759568369,-0.1816808322267332,0.9408049522119963,0.7287855373460086,-0.3669371423817681,-0.029004531439778665,-0.20812593024283274,0.09763323152619664,0.06549433280298926,0.9066282051437892,0.007310164550482198,-0.007414724037825961,0.6025296316420226,0.19125303448227185,0.14094398733566763,0.7159303899275653,0.28380077632039674,-0.08873476855181811,0.291248332087568,-0.37074751966814046,0.8472423587034533,-0.04473476773919526,0.6267967742008279,-0.03350445620876138,-0.3269531395304079,0.41130137744389356,0.06250566726355401,0.8387518213254107,-0.05931072050885223,-0.058651738981389416,0.41611983806567127,0.12577605447904108,0.2789853141411941,-0.14591997533833756,-0.18559537599245046,-0.09876036411732468,0.46435404926014995,0.6874914776064699,0.8466918043052928,0.8174912536175722,0.26493508252085934,-0.23758465275898183,-0.40995014779315136,-0.3047495543266809,0.23347270485673843,-0.08109214486721708,-0.2624438495890207,-0.22773613273810217,0.24613780742322844,-0.18673082451661166,0.1816144596565663,0.2938805671619911,0.27248627196420866,0.1650519313099378,0.20097653121341702,-0.4892239795530873,0.6813426936627279,-0.21057670464940684,0.2841022050620032,-0.48798125588393737,-0.38920200583744374,0.260818432188024,0.27644495875883857,0.17896054170795028,0.6035242712559735,0.10645337962045727,-0.10608745146029147,0.705419345829162,-0.2606042432684051,-0.4081377759894244,0.22232562641778866,0.47959708817501356,0.6009913509712116,0.059645943807090644,-0.3256395712884975,0.1882310536081126,-0.0767446575196323
Thal_VA_L,0.23763401418403954,-0.26038677761887724,-0.1916798759568369,1.0,0.3035531237895735,-0.07538136901313028,0.08250525912009801,0.6078927493687902,0.4604736072744149,0.15125183010031482,0.656926800250326,0.2750937390628322,-0.34594438181590914,0.03321939354660818,0.4891767123233245,0.0031265078833890717,0.1410751369936346,-0.0449451605220616,-0.03325310472893665,0.42926106288827043,0.38888166165778265,0.003964046499939225,0.3626516575472397,-0.31400745181053746,0.625509881546646,0.13143118282690341,0.3948700804153342,0.31145273850958144,0.3540355503457016,-0.22538345755679057,0.07002336969640453,0.39547640739778894,0.3155579089099989,0.2507348483455058,0.4689744520639274,-0.22988983533393847,0.40410968763907673,0.018214981133124426,0.37448919466129754,-0.007178982336261054,0.03748358265939448,-0.1386455705942928,-0.18741675558995724,-0.2967730165023575,0.20138438741277515,0.2625933682093763,0.3930604912888759,0.49297828546289507,0.4776951078800721,0.42467615353816396,0.5973648761136309,-0.27515565497666206,0.6230440430988733,-0.014893529395387722,0.21352739055733846,-0.1028104589377359,0.49995773215029765,0.3658118248771312,0.04228801050668946,-0.08681427225179657,0.43883410776307946,-0.0685955693283153,0.34677040195697667,0.629935907507439,0.24777426299884772,0.11086192950336117,0.5257034047407978,0.16837105903195007,0.32511607645250595,0.44845166018236216,-0.2222707459977657,0.5201504838190338,0.21294939990977907,-0.15068243045418814,-0.03146442888860653,0.13808022881962173,0.5327659827196923,0.318718333541971,0.26589351959420493,0.6476969659281294
Thal_VPL_R,0.7094976403310883,-0.10472978747206847,-0.1816808322267332,0.3035531237895735,1.0,-0.23603168629245458,-0.12963569195582053,0.38568752557950736,0.6077262426026839,0.15005002981476231,0.2569313571627146,0.1177166370669037,-0.27658339162355344,-0.1984496490699966,0.3969185596140787,-0.1289107005659869,0.2285124432924712,0.055143093723402314,-0.4017027256219742,-0.0558053334256498,0.08751093038929963,-0.23646656709136832,0.5906226783729829,-0.11116364648276678,0.24518709698266247,-0.3466434188238624,0.504981338218761,0.26344635113967185,0.00516506503335169,0.014453248926782531,-0.05543684350524862,0.2578854080961712,0.3545061044460371,-0.3644136448566346,0.44877874962088216,-0.009465245398979326,0.4856493971197043,0.18101715903791296,0.0744380890544308,-0.2862922790766334,-0.3820398481829557,0.020500295576738076,-0.41001489395262414,0.007614446483410521,0.29832608331138744,0.4060690794774537,0.38494913651811524,0.2450311666599759,0.20232412905032185,0.5873656457409707,0.18909756191639313,-0.10615535293841011,0.2617901649905672,0.15779446369400946,-0.4318568442208051,-0.080361072545407,0.055905123275876975,0.4960453996916416,0.24012973295953577,-0.5752326189796764,0.48625303320954466,0.10253324407982474,0.39414599973470654,0.37479075175466414,0.07035163178185525,-0.13335201538687338,0.17884768108125687,-0.31426223625502825,0.05341340505562923,0.11575422969108078,-0.034805676570168725,0.2436989889947725,0.53861685657049,0.05548706214698224,0.23647705202728583,-0.37180937077756004,0.05827633967732562,0.49652606031902613,-0.04219336405576917,0.20904611173482218
Occipital_Sup_L,-0.5998764263955593,0.6867784764523811,0.9408049522119963,-0.07538136901313028,-0.23603168629245458,1.0,0.7913678618568489,-0.23404947450424407,-0.0016472890647451558,-0.18371367495560906,0.15627533233264176,0.11706419426624698,0.80464013540364,0.07130780913885972,0.08279956265638908,0.6381613749289496,0.2201758966845217,0.21375855312079695,0.7820165689557211,0.4382581075217054,-0.017547028570442623,0.33169548419025724,-0.387205778824222,0.7326319249960186,0.05047943545454691,0.6894238262253842,-0.04836838408273142,-0.33569748480875317,0.5430355935825114,-0.028579357179936364,0.8507649090634771,-0.057851638508133414,0.03465124220828669,0.5248678635037475,0.11375013469214798,0.16792711030437624,-0.07970950858085715,-0.24570750715193007,-0.04414283601612606,0.49684138026476005,0.7524209821115034,0.754756559160921,0.8419955707679713,0.20231501533081678,-0.2583236283912575,-0.3776872675798029,-0.19232045292535352,0.2815079655795956,0.05093661196478504,-0.2657657561214235,-0.06902025644481859,0.22643186787660521,-0.06154911062657735,0.17774948382797887,0.36650132937400326,0.30967466392195186,0.28021964618257234,0.23038964847407958,-0.48984822707226,0.7558350446864798,-0.14716631970772137,0.12805132253848417,-0.44884610654400997,-0.25727347782282306,0.3585800085127503,0.38704144598812695,0.26455879368627166,0.6721439297274326,0.1624305661240168,0.026826652677190303,0.6716095094617927,-0.1265142285980288,-0.507386538570948,0.1597179561193636,0.329824670376267,0.724318367420389,0.23091506766989797,-0.3653234655108934,0.2984566850539042,-0.0010392532402246461
Lingual_R,-0.49240135728310386,0.526125499744757,0.7287855373460086,0.08250525912009801,-0.12963569195582053,0.7913678618568489,1.0,0.10709635196738776,0.05105656427865624,0.06275733663074107,0.25397407719690696,0.1378566835517684,0.5667527074785466,-0.06368877208232422,0.3887575085918546,0.7949860733840555,0.3888966434791881,0.5360239613882721,0.6413909370143576,0.4662274517069555,0.046807116417571376,0.15874231043212206,-0.30847540736933354,0.6479316084889418,0.23884664712982173,0.4812922227065822,-0.09029788275635142,-0.16623744038847565,0.5826545498128258,-0.12839561459356244,0.8935602009403231,0.03729107724493827,0.22200145890967532,0.3549269353853365,0.16409980119167686,0.06696746841356238,0.14927925203983633,-0.12009648946338683,0.09148155138600803,0.5026852866580173,0.6331055636293272,0.7755449375908189,0.6932817249777026,0.09688216001553743,-0.16705775661799155,-0.23802592969775815,-0.0006263100316003178,0.38257761193176626,0.3177692040906224,-0.02578677316206629,0.21898552944615216,0.1977379587509646,0.12433903115680092,0.169489894740237,0.30862305442372284,0.5579554972574464,0.348735626047934,0.3832682101714653,-0.4683152273589047,0.43252756288801586,0.06662089062183851,0.07715094347711678,-0.19697458351915778,-0.02462505123474311,0.6863428850740776,0.4588911554787424,0.3090289190373574,0.5644885380969775,0.3701349662810076,0.20458729952573548,0.6450096823249161,0.034320428703537104,-0.4900885131879458,0.14018986234380282,0.2087178728569764,0.7827091083007756,0.3552999625022197,-0.14564201016878728,0.2435786940958758,0.2021241301622293
Hippocampus_R,0.4533924702986653,-0.45523475967039034,-0.3669371423817681,0.6078927493687902,0.38568752557950736,-0.23404947450424407,0.10709635196738776,1.0,0.37637514492148716,0.18617818685483115,0.5291088297970827,0.0937431427313834,-0.631106009765169,0.015986858057460418,0.7611360720906325,0.06984379994969667,0.38525068192142947,0.214929940282686,-0.20879535422030537,0.35932137897876065,0.4754079590338313,-0.339448989242852,0.4996600424011263,-0.4934855961415387,0.6768526570318951,-0.13253196865034575,0.38762766816594657,0.41791883537687224,0.43961492633859545,-0.16747958884058478,0.04471688431406432,0.5205676489239267,0.4674956802961843,0.002824670497800441,0.48902587354709387,-0.18184982921527115,0.6048988592716554,0.2388250929082355,0.6298750034849113,-0.22777439881722716,-0.1005127501088465,-0.21000968214858434,-0.38740405918287474,-0.32699654965599767,0.3365650407936618,0.375007977757967,0.6208451855081731,0.2582153843859315,0.7662399959426224,0.7058113517477912,0.7996727624867186,-0.20428369032953186,0.7012198039710803,-0.038495184651065294,0.06754087261681765,0.06608961035610264,0.4490100693200576,0.4739561984942607,0.06128382638311923,-0.39237087979131735,0.5906509075193425,-0.21451835634609653,0.5950568545383902,0.7020568877184644,0.6125066797806002,0.23180654446478333,0.49023568601966117,-0.09322669909010686,0.36902322411376,0.44493360028353623,-0.2777789275391553,0.6024125663107784,0.3203626439444891,-0.15574123264157727,-0.18949035761092903,0.15143923328051268,0.5195730536521056,0.467552685641876,0.12052297429338138,0.7182203315762088
Caudate_L,0.3926720531112326,-0.10735882361793506,-0.029004531439778665,0.4604736072744149,0.6077262426026839,-0.0016472890647451558,0.05105656427865624,0.37637514492148716,1.0,0.08984907037267852,0.39270537734386013,0.15965017213520025,-0.144716085902661,-0.09925374779954957,0.43665282232509217,-0.05584144351623329,0.12774567952156676,-0.08379935248660107,-0.059638156051950844,0.27956501335291845,0.17670956367615867,-0.05674311797972764,0.43684449051167723,-0.09141360768645038,0.4675080505341395,0.022870567242784606,0.5232777116024715,0.1334177924298317,0.27309168792303357,-0.1952695270531523,0.1435502672988004,0.37733783468046433,0.38216105019005375,0.023344564925622542,0.4928595164326293,-0.15167823916138445,0.46890534405924944,0.1240090309224506,0.19641339416943684,-0.15024174041601618,-0.07458190801337511,0.08360838362470122,-0.17751443584658647,-0.042714999868187074,0.017719166260646055,0.22203619888397624,0.3946854916679889,0.43773123249034124,0.2615384002076087,0.4492289340864436,0.33803032138159267,-0.21018267180120465,0.41105106844261324,0.045360053521315995,-0.0067404788635801,-0.15628553195682518,0.2442780816103278,0.5076370176457901,-0.04998003431882847,-0.18458977071484073,0.4367939956725612,0.09102092072859812,0.2772182850061759,0.45070316826573154,0.0733406235123829,-0.0018272492471110215,0.4158767227343475,-0.002187613059845816,0.17976851075903622,0.32920556094081604,-0.040337529659038855,0.39122355547799237,0.32882996924768165,0.04144717378989001,0.17499491191657018,-0.03454553164710648,0.3115752562902084,0.2137717252842952,0.24575418834576834,0.3416341105412528
Cerebellum_Crus2_R,0.13997670932981424,-0.23535706163549908,-0.20812593024283274,0.15125183010031482,0.15005002981476231,-0.18371367495560906,0.06275733663074107,0.18617818685483115,0.08984907037267852,1.0,0.15218491610918486,0.12368155110104594,-0.2445035743586715,0.06456595531999935,0.2501894228300205,0.14252049192368732,0.18913563310796885,0.1615422528242979,-0.15883707078406692,0.08967851893827249,0.1351934267955015,0.01881231190832583,0.17493122469037434,-0.12868318790509842,0.23394230546740166,-0.11485155357539836,0.074291257132917,0.14152981798936773,0.06728357809702819,-0.08785638074972553,0.017205859081280077,-0.017745384272233777,0.11860482889157181,-0.06452647822825466,0.12073697597486616,0.10095065479970107,0.26282480321049156,-0.007765938330863338,0.06389160725866308,-0.17573426247536855,-0.08587475807637679,0.022559143930547677,-0.1619806783641965,0.18329861565877123,0.2456896482716116,0.003420751583156278,0.2483885555278828,0.1705416667474471,0.10661926829589931,0.22699604099991944,0.130465767450449,-0.039561288295773,0.2401798639910587,0.10651753300622194,-0.10221829666782783,0.2255150943998001,0.17354067743092713,0.18934001773676398,0.046697834423020515,-0.3095832718195512,0.22505555010486888,0.1914809665986745,0.19093580288278683,0.2965929910407385,0.18932433950019928,0.013745031148697974,0.12111238919782298,-0.04282943041801763,0.19719769681120405,0.17973025927327035,0.03816610269789545,0.17179258807341588,0.09217443803815342,-0.25074395936817123,0.13227662927883416,0.008778766233706752,0.14871874852632327,0.21409726297052908,-0.047877670251520114,0.24257297454976195
