,Thal_LGN_L,ACC_sup_L,Parietal_Inf_R,Thal_VPL_R,Paracentral_Lobule_R,Cerebellum_4_5_R,OFCpost_R,LC_L,Amygdala_L,Vermis_3,Vermis_9,SN_pc_R,Temporal_Pole_Mid_L,Putamen_R,Vermis_10,LC_R,Rolandic_Oper_L,Cerebellum_7b_R,SN_pr_L,Paracentral_Lobule_L,OFCant_L,Thal_IL_R,VTA_R,OFClat_R,Cerebellum_10_L,Parietal_Inf_L,Thal_PuA_L,Cerebellum_6_R,Cerebellum_4_5_L,VTA_L,Frontal_Sup_Medial_L,Thal_AV_R,Supp_Motor_Area_R,N_Acc_L,Raphe_D,Raphe_M,Heschl_R,Thal_PuM_L,Hippocampus_L,Occipital_Inf_R,OFCpost_L,Frontal_Sup_2_L,Thal_PuM_R,SupraMarginal_L,Frontal_Inf_Orb_2_R,Occipital_Mid_R,SN_pc_L,Heschl_L,Calcarine_L,ACC_pre_R,Vermis_8,Thal_PuL_R,Thal_AV_L,ACC_sub_L,Red_N_R,Cerebellum_8_R,SN_pr_R,Thal_MDm_R,Cingulate_Post_L,Lingual_R,Insula_R,Rolandic_Oper_R,ParaHippocampal_R,ACC_sup_R,Cerebellum_6_L,Postcentral_L,SupraMarginal_R,Temporal_Pole_Mid_R,Caudate_L,Temporal_Sup_R,Thal_MGN_L,OFCant_R,Putamen_L,Thal_PuI_R,Pallidum_R,OFCmed_L,Cerebellum_Crus2_R,Temporal_Sup_L,Thal_MGN_R,Vermis_1_2,Frontal_Inf_Tri_R,Angular_L,Temporal_Mid_R,Parietal_Sup_R,Caudate_R,N_Acc_R,Temporal_Pole_Sup_R,ParaHippocampal_L,Temporal_Pole_Sup_L,Vermis_4_5,Thal_MDl_R,Frontal_Mid_2_L,Fusiform_L,Cerebellum_7b_L,Frontal_Sup_2_R,Occipital_Sup_R,Thal_PuA_R,Frontal_Med_Orb_R,Red_N_L,Cerebellum_10_R
Thal_LGN_L,1.0,-0.04123155836094022,0.15005089944156286,0.2450311666599759,0.48570789919080043,0.41030127848806774,0.10873956848168,0.2022296185944269,0.1267490410531491,0.3043760810067372,0.09057324961966864,0.30744946212064544,0.07111715181101647,0.2379796826685188,0.1109011682985636,0.04534710360389666,0.49825444573488725,-0.03704933551315252,-0.03557795711581329,0.43146048153681066,0.06249319389927732,0.3765597354852597,0.043599242685485935,-0.08877698037693177,0.21051483252530795,0.2301597793692564,0.4942174013939349,0.10005092297121776,0.4764209805437577,-0.30954959084740447,0.13892206191924064,0.0860385238599989,0.5152061210519853,0.06031307270985721,0.3986690516396653,0.015898558422692843,0.5293275801346555,0.40338192101052023,0.579373330387879,0.09495142440332492,-0.0036940926168907936,0.3316915774335157,0.35649662638284585,0.5330105571514628,-0.0261252134520882,0.06846380566220213,0.23111083091978152,0.2412799260272162,0.4040639397980017,0.004087214234147015,-0.1455061260305427,0.12445620541261192,0.06500529818815677,-0.0002305808313634385,0.4463722092052891,-0.17358110201184895,0.23414287051601548,0.3287571809118119,0.31304227078806784,0.38257761193176626,-0.0929983093126519,0.32287404371816086,0.11787329949564404,0.18900772483333775,0.28593138029556026,0.45981427199809477,0.2898400314163267,0.1614364584491011,0.43773123249034124,0.1732109205504469,0.47421112743821364,0.12530516896931765,0.33883303737681225,0.2774969981924167,0.052913565224420485,0.04503797248266513,0.1705416667474471,0.5060100374032883,0.37363447385503407,0.24970844212634735,0.05922320426629864,0.2092416015608683,0.07443491501813378,0.07364250813542225,0.35323815039770295,0.047560405344778255,-0.020185780919505486,0.3071422575228328,0.1640062585270543,0.4559158440319564,0.372516319123505,0.458019911024791,0.5346414709850914,0.10133825695384936,0.39637135389382383,0.1182499376910725,0.3997266212924783,0.09851609916043454,0.4338908563290306,0.006993670570561126
ACC_sup_L,-0.04123155836094022,1.0,-0.34485577659000677,0.5844327434053884,0.23780896240949093,0.30654346711666897,-0.015544776965887401,0.4544776548557992,-0.02269796621874422,-0.24056655658776652,-0.0585560630832713,0.31440196043688495,-0.13471618274188757,0.46760369538776875,-0.2219701031991288,0.46504051562745913,0.31965588903770337,-0.22485860546133643,-0.07327853581329248,-0.03337527055164735,0.18807936694098795,0.012204355982298208,0.31010346674496786,0.38865826432667056,0.008416918788174726,-0.08853579608052566,0.36851057806595666,0.0359359058368846,0.2717993964646185,0.05589400390596213,0.5617391432895884,0.3422353432543916,0.04233214642106701,0.25675601354304334,-0.05118378582325176,0.52432121553874,0.2191697624698739,0.3888589668334335,0.29288679843497956,-0.22134550543380424,-0.11710676199384186,0.4856247551412813,0.4221949724857352,0.15241577475828116,0.2860646941449623,-0.32731361274892423,-0.020155825052583523,0.07720920254892939,-0.09625644594859491,0.484915183384316,0.1335759369928354,0.6773170100401382,-0.24810578276525616,0.22920916494464022,0.3053848273354487,-0.18151339150372114,0.3314033627654431,0.18559172809296307,0.301361061886129,-0.12978408170952896,0.29837872207125526,0.2431959756489527,0.39112196015373935,0.4777542298680197,-0.058059973738194465,0.07495792689911093,-0.1774114091330618,-0.23683186589688116,0.42687576582041803,0.3946446283779184,0.28904197036173246,0.48627234343492304,0.3748680303387619,0.30152835561032365,0.3874080203180734,0.3595651713647789,0.07704330475127015,0.38763825401721047,-0.3063270703853638,0.5138537351832129,0.330119935340676,-0.22425590168454884,-0.1285884065962328,-0.4317689240266335,0.3818247000343845,0.29698348924908063,-0.06916714898495618,0.2322559935335769,0.36997582264160234,0.36867793766112733,0.3081288002057886,0.3450832739511613,0.15355068468686786,-0.21736765653056825,0.5852528591765985,-0.2625319835518884,0.4703166688291084,0.1297410865393525,0.3157913915412037,0.32939120714778375
Parietal_Inf_R,0.15005089944156286,-0.34485577659000677,1.0,-0.434221966227318,0.0932329191500714,0.036013083722395756,0.36352756368864575,-0.3894738264568673,0.46889461572006175,0.6999073643594326,0.36262606942395387,-0.19891629202211775,0.1048785146689957,-0.0053973358813491175,0.4948781094366154,-0.6670305836965162,-0.028306966219097427,0.46135685718914143,-0.006885754490866532,0.5114342150619701,-0.13081956468496764,0.07481197107745967,-0.39001682500441454,-0.34687395254225806,0.06757259028298596,0.7099920084488585,0.007818970473833184,0.4369431540799728,0.2285361670214498,0.20333847234745572,-0.2996547435126553,-0.16380191234952668,0.37087709922653284,-0.11320681144825762,0.31680408455785497,-0.45960032884476903,0.2157247288176815,-0.01093765817066784,0.042226838386004745,0.405430842473464,0.10655262982815564,-0.08183330499354513,-0.08032497207280324,0.2984419817808676,-0.08314716703559252,0.7684282936504574,0.27444914099086204,0.33394042196206014,0.72763392100618,-0.477814716934001,0.08309115896475515,-0.41663484615745316,0.5778113444074625,-0.3800049670628779,-0.07996469858206459,0.42020391830307985,0.05607781349237233,0.23832540048055617,-0.11832132885271957,0.5096078867053977,-0.15038435439226938,0.13462961892608222,-0.34534597301082665,0.030139881418681284,0.4186410406843336,0.40855510019990005,0.8567007082928131,0.3693985826209663,-0.06694689725280388,0.011487430876137354,-0.10947400132892723,-0.45950720570930853,-0.036621042116999465,-0.06208911665211518,-0.02100835291283776,-0.35324506252384535,-0.17255362769338634,-0.015907425725082715,0.718420279522117,-0.3463424998599258,0.054116031947875926,0.7113918245863797,0.5411290076308094,0.8987961760979502,0.07840624922166882,-0.3230835740673211,0.19529968111483642,0.012760725105496515,-0.5096022669141836,-0.072905011136602,0.2899397001541128,0.17853725749603233,0.24001906391395258,0.5163086356397786,-0.27626866913138876,0.8953367896396877,-0.24800032755729984,-0.1666173794173142,-0.08549254531919585,-0.08491466372984335
Thal_VPL_R,0.2450311666599759,0.5844327434053884,-0.434221966227318,1.0,0.34408184235199735,0.3089599126618093,-0.014802328960130917,0.5906226783729829,-0.13335201538687338,-0.37180937077756004,0.08494388635551713,0.38494913651811524,-0.1984496490699966,0.18909756191639313,-0.11116364648276678,0.7094976403310883,0.3760540480315071,-0.2252394308590645,0.05326656871172812,-0.0558053334256498,0.06219498254521702,0.14688793682019172,0.27620151810388704,0.26327055497310475,0.28936592236234376,-0.07877753328941546,0.4960453996916416,-0.1289107005659869,0.29807179274142476,-0.10615535293841011,0.4317381640763566,0.09593285578899062,0.15628353005826054,0.1688234568058214,0.06422869452011236,0.39414599973470654,0.17884768108125687,0.2617901649905672,0.3161252561163972,-0.2862922790766334,0.007614446483410521,0.37479075175466414,0.44689353558106587,0.21280678473037673,0.0830664551709639,-0.41001489395262414,0.04581461830020763,-0.04219336405576917,-0.22808973757622805,0.4405764076644426,-0.009465245398979326,0.7185788855897572,-0.28312849802187906,0.24012973295953577,0.4856493971197043,-0.3767139675917076,0.2582046478981094,0.010112574637506998,0.293419226195056,-0.12963569195582053,0.28039467865119955,0.2684215565898555,0.37429585140836524,0.3545061044460371,0.020500295576738076,0.05827633967732562,-0.31426223625502825,-0.23646656709136832,0.6077262426026839,0.20232412905032185,0.3497581426758555,0.49652606031902613,0.2828464519569553,0.32754744731462143,0.0744380890544308,0.26344635113967185,0.15005002981476231,0.44877874962088216,-0.3466434188238624,0.5873656457409707,0.009797368960556031,-0.10002034645524134,-0.2355321597363396,-0.5752326189796764,0.24518709698266247,0.4060690794774537,-0.080361072545407,0.2578854080961712,0.53861685657049,0.3969185596140787,0.1308912262839261,0.2822321469005425,0.3414084626947523,-0.10472978747206847,0.6056063862173084,-0.3820398481829557,0.6559000551457445,0.13389804789662613,0.48625303320954466,0.13578991938314156
Paracentral_Lobule_R,0.48570789919080043,0.23780896240949093,0.0932329191500714,0.34408184235199735,1.0,0.7118957255643661,0.2333634032783806,0.402646629721806,0.3846361340615539,0.33602692135582546,-0.015502696336640247,0.5525571840734611,-0.06816604362285086,0.5022124059004016,-0.04285449772737844,0.21072424498821896,0.5574406421889917,-0.14249659698032224,-0.06340469589290665,0.7403870221203167,0.07373554324952179,0.14124804280740677,0.15538716109872333,0.22062597002995396,0.1042496700761464,0.4468107238391698,0.5633780067774937,0.21639802838417027,0.6994267604133279,-0.1901957263028054,0.1288690555944692,0.2164293409813642,0.7750273522046196,0.2839096865839734,0.2854289720443038,0.34835317439566094,0.5725281929684384,0.547316447699806,0.7633561680818477,-0.12235350758383713,-0.05028310738828875,0.5733008152450131,0.38434882066386694,0.50884782880784,0.26747890539207414,-0.10611494849625082,0.3795949229757722,0.22440341694195695,0.38952766941191386,0.22901659363138377,-0.1029191039976735,0.21707117220788905,-0.046923253012047986,-0.10022378382742285,0.6649666939406997,-0.0004940877530419807,0.6679331505793454,0.39360993556306195,0.45910640406430087,0.37287091762128616,0.17463250504685732,0.55205335483896,0.44295910738646777,0.499945924806781,0.20405950849651697,0.7861852383320882,0.208774292446108,-0.0994547831617515,0.4475967514048911,0.43763794282861207,0.42225228996854614,0.1713681007278645,0.4508653320294306,0.4376375673658786,0.3391970029439063,0.13721381074193106,0.21814758559935427,0.5762764243094367,0.2142575781124904,0.538707756764949,0.31061897129292837,0.14724665214296478,0.11065405579870771,-0.0759027560879468,0.6321036961839418,0.07563990423526627,0.09411997245368162,0.4743920203401448,0.1928048547134691,0.7257446942676283,0.5143698382900036,0.5802602910512834,0.5312909331707354,-0.050081972630145306,0.6845535508992071,0.13539297072814133,0.589862109676333,0.18340255555140034,0.6593892431761774,0.38812953133090344
Cerebellum_4_5_R,0.41030127848806774,0.30654346711666897,0.036013083722395756,0.3089599126618093,0.7118957255643661,1.0,0.16551522649479533,0.5208359696247847,0.34965206642649477,0.37598791190856795,-0.13509655008457883,0.5654629843461465,0.0513299581597361,0.6611236826091043,-0.2199710777635944,0.34082823785189953,0.5149421052753362,-0.28045954327339034,-0.203813807228763,0.6158984620182063,0.08309032494969107,0.23223620329264846,0.24034660982389142,0.36525918855046385,-0.06752194012498021,0.4397753698588251,0.6163250674768574,0.18206893109944158,0.8344915286320191,-0.24638761828173286,0.33879430115638476,0.48459772655550076,0.5491252934266494,0.2590156162786353,0.10317406511094022,0.45133530268825306,0.6354068120370285,0.7665061506017156,0.8985280967888053,-0.29149561680431,-0.19286704493700355,0.6446854459767868,0.5357880370789555,0.5398071965026744,0.3625204953593041,-0.21164988359177364,0.3070739127523634,0.22848625586248622,0.33061924808713167,0.399757829738373,0.011550705339026196,0.29438447719091754,-0.12658866136127853,-0.06390693915205423,0.6538106488675618,-0.1074406248599699,0.6493796391119966,0.5749882912019858,0.555491568082728,0.2902751682334553,0.16922173013421013,0.4243891403401759,0.607011032972546,0.3880162478145949,0.12049232243073614,0.6562483615223721,0.13083853930813033,-0.2272748524214984,0.39017981819283665,0.5959817830826325,0.501991993764261,0.3295066022378695,0.632177530893086,0.5478967877030443,0.6396387002791457,0.2727082597481906,0.2216884016065798,0.7057051765377867,0.2036762202047525,0.7534282686191245,0.5146014524749044,0.05374191049577545,0.028261346535876513,-0.1439596124397449,0.7817646926664078,0.06496184300064449,-0.040404846571918625,0.648128252084661,0.3595821015724185,0.9142251891746902,0.6193075418619939,0.6322957019628265,0.6270716377715253,-0.2061172625952274,0.780731869278549,0.17092874519606113,0.67890705774102,0.1511893977627295,0.6884399587187993,0.631730356571194
OFCpost_R,0.10873956848168,-0.015544776965887401,0.36352756368864575,-0.014802328960130917,0.2333634032783806,0.16551522649479533,1.0,-0.15334250799196497,0.5386073883922956,0.5130323727963763,0.29548275819966474,0.05555468691106309,-0.14266811010784827,0.22488774119526456,0.3848912582662694,-0.2345030064966743,0.09906587724532238,0.30256986293833615,-0.026539238164080107,0.20966057151414666,-0.13917751108597806,0.10223761893256719,-0.07824845887203084,0.25692290384178534,0.4415981263585581,0.45028583874897876,0.2718687470684948,0.5368553717174956,0.30992737842166423,0.35724704714678646,0.03108607632311196,-0.326552183999513,0.2689846181038049,0.010708910352092137,0.35155100060334454,-0.11381178576832056,0.0613825238348982,-0.038668359871288416,0.11185220302403462,0.35590530199754306,0.2892812277403479,0.04418855972527673,0.1651694460696882,0.2377589373144431,0.4865994021251534,0.4241219204014979,0.12300300784408623,0.14825829136665733,0.4931751796094594,-0.005068873923960937,0.04191347181284412,-0.07762677511484915,0.1777222672303045,-0.3790357595297159,0.16974615060883436,0.4328735302898028,0.30692349411228886,0.23056047219951933,-0.03203109300023553,0.5632235101367701,0.5138446951621263,0.5033302064374356,0.20066823575523163,0.46762939025389627,0.4324016559564818,0.24004046705769286,0.4222076432519741,-0.11806692251408174,0.06442540841910825,0.33972098123802225,0.07402992915741542,-0.1494153593812622,0.1299228220544197,0.2708098374786685,0.08712186613320523,-0.32846170520665147,-0.07426150314971254,0.05616919923101954,0.14176293567260476,-0.013320086453675082,0.2560523409739928,0.40618373774866734,0.6470609977167019,0.23683201643374524,0.12975396354206536,0.25166291240921534,0.6760103396131304,-0.007081859931224833,-0.27754216355810807,0.15812631804983576,0.276488236080551,0.26525717748850464,0.2978062096793768,0.300269260000764,0.07298554439530075,0.4252476286790066,0.049545885066657844,-0.051645224952554566,0.10777613679649121,0.21978679499904
LC_L,0.2022296185944269,0.4544776548557992,-0.3894738264568673,0.5906226783729829,0.402646629721806,0.5208359696247847,-0.15334250799196497,1.0,-0.03388474479808107,-0.3126491487403731,-0.20040528908375008,0.43558017151349104,-0.01954826980992516,0.2919648896651885,-0.47609293830049537,0.7894329774139994,0.354141250400029,-0.3363204804646957,-0.057423756541277696,0.08692504864708925,-0.05896490692171848,0.13671988190671605,0.3292001499609816,0.23409085642221167,-0.08212225872313718,-0.17331685662739665,0.3752898386515982,-0.2925628327756327,0.39898707960032337,-0.19054821531035693,0.444979559106926,0.3769157235418357,0.22934502817124525,0.019778701171385384,-0.15449840022493733,0.4072415457456231,0.3580444225310198,0.4270289892473686,0.555597403400475,-0.5749428666193798,-0.06573767654346488,0.45067012177810795,0.30733506829885054,0.11402566909599919,0.021895519707179404,-0.6106775047566275,0.1969747629241433,-0.06230745023765766,-0.26846422528897784,0.44210629756843556,0.020797986907080856,0.3797209021148145,-0.29995699806192183,0.13257147300503444,0.5448813099305222,-0.4088830581155316,0.3936994184917635,0.15381379752206742,0.31531353127519773,-0.30847540736933354,0.044903037125179165,0.02304632830056926,0.45125143322979255,0.24748786142452406,-0.24035204458274917,0.1721742822501373,-0.3076306785535511,-0.3017491090863542,0.43684449051167723,0.21517789451276947,0.40011457866460637,0.3652071197657105,0.39924530456666013,0.32314226428297965,0.38250510891158973,0.29751376607536195,0.17493122469037434,0.5289756724264773,-0.20726463915116256,0.6343469746104571,0.20519420961023274,-0.3844886456305489,-0.48553711268749716,-0.4818188862942471,0.4820257339940295,0.2937877727607084,-0.3885709801682323,0.5422134957184676,0.6845792560871758,0.5228699716055202,0.23086374424897999,0.29582977262860155,0.3650911851936967,-0.42144396386663,0.6440080755561224,-0.40424933685570325,0.6456993204034457,0.2250712294601661,0.5634877128179804,0.2697892845067377
Amygdala_L,0.1267490410531491,-0.02269796621874422,0.46889461572006175,-0.13335201538687338,0.3846361340615539,0.34965206642649477,0.5386073883922956,-0.03388474479808107,1.0,0.6467020756959028,0.18203642985271182,0.24376530124229612,0.16266065615441394,0.3485965659422971,0.19860801312296103,-0.2309707291510449,0.1659133674922542,0.24318942494706616,0.17016102816203993,0.4107126702707949,-0.1678942609325733,0.17149281068587088,-0.0940635948202071,0.11564496988018555,0.18507983811198866,0.5118548885091363,0.31419674724710833,0.48028371052227653,0.48440115980487447,0.3628123306637824,-0.015627978634794128,-0.10564310205198649,0.38972779132397545,0.0008143769296327133,0.351916925432802,-0.04584077991648065,0.12869324539577298,0.17869173423847404,0.37144871592577006,0.11571506277489231,0.12451514194456594,0.1992603373715659,0.35602118581613723,0.2761989805665779,0.28298492144948995,0.33280616155809245,0.36877832901870605,0.24980408811888377,0.5385675478063823,-0.09084795435493728,0.18711136959943603,-0.13486602531912537,0.34979895805435196,-0.22481448354010405,0.35437787306667556,0.4434882215935153,0.5729615150993372,0.31172002562672657,0.1141701794806671,0.4588911554787424,0.19658148487637775,0.37648074837070516,0.20471382386107895,0.27047100890478243,0.32289680315598385,0.46480621412846923,0.45665438583895146,0.14382715027072096,-0.0018272492471110215,0.2943698118985326,0.18329739330837153,-0.2865388871278427,0.34708361349471634,0.3940778194323496,0.2866436522087031,-0.27627354152507794,0.013745031148697974,0.09751981958549516,0.29820027209378885,0.07829210809500098,0.3525357356375668,0.33287330942600657,0.391989223519863,0.32343078480016624,0.29997862719363727,0.11428407784941164,0.341505018568456,0.1832295115720544,-0.277379338627977,0.28120738294212694,0.4283766540572838,0.304216130288468,0.29831076806985196,0.2929209327805173,0.14461866675954727,0.5163320506624758,0.04841077052326955,-0.013249900588761977,0.3350678747566158,0.3715161843832098
Vermis_3,0.3043760810067372,-0.24056655658776652,0.6999073643594326,-0.37180937077756004,0.33602692135582546,0.37598791190856795,0.5130323727963763,-0.3126491487403731,0.6467020756959028,1.0,0.25199875126478216,0.04391702259918709,0.20476801537084446,0.33580019603869193,0.40560186607825716,-0.5718717838196528,0.15912874917180478,0.3370531321309684,-0.037472552490626115,0.6062254933686287,0.04507189065104482,0.23841062957968576,-0.32788995524778386,-0.03958261066566244,0.12538050601794667,0.7172750235728856,0.27673593604411845,0.6673093841717507,0.5336213576463292,0.17652839849370056,-0.17373662627642553,-0.07237057318062101,0.4566520945965643,0.09792494713947766,0.39133392839251224,-0.25924133425633356,0.3989692603384399,0.2557420271796415,0.34199096506524307,0.4187874494844447,0.04842313661512678,0.1151575073900186,0.21676672704772468,0.4550986977715491,0.29495145520835686,0.6568210843388206,0.2366655057418971,0.3746061616898477,0.8639983007566847,-0.2682121101551979,0.07788177990714798,-0.3108375377074075,0.47022238987452797,-0.4389693607289084,0.1370077407628459,0.5434364776006056,0.300733461280959,0.4842884442780764,0.13605301880007498,0.7827091083007756,0.18189515230812794,0.46344364512689645,0.04139647917722832,0.19009014807592223,0.5277140534284429,0.524498443301457,0.7129944204064356,0.23230294299748994,-0.03454553164710648,0.40553912036369244,0.11570609548176507,-0.28870950997430844,0.2694758514930267,0.28214990581162175,0.28102151248499546,-0.20815425796726972,0.008778766233706752,0.19481136299709334,0.6304309267349133,-0.06970280379784655,0.34856592762289845,0.6170043455759711,0.7103174229946826,0.6247844665951874,0.34410985327112326,-0.21967941360992363,0.3967640159983945,0.09887151259801459,-0.4907541220473037,0.33610603918760745,0.49644992956839573,0.356932835865519,0.40211469506282776,0.38321768040540166,0.051673298925066516,0.794744717045747,-0.02534506746618457,-0.16118770137767763,0.0874457892515928,0.2665465914627268
