,Temporal_Pole_Sup_L,Pallidum_L,OFCmed_L,Rolandic_Oper_R,Frontal_Mid_2_L,Frontal_Sup_Medial_L,Frontal_Med_Orb_R,Cerebellum_3_L,Cingulate_Post_R,Postcentral_R,VTA_L,ACC_pre_L,Parietal_Inf_R,ACC_sup_R,Cerebellum_7b_L,Cerebellum_9_R,Temporal_Mid_R,Cerebellum_6_R,Cerebellum_9_L,Frontal_Inf_Tri_L,Temporal_Inf_R,Putamen_R,Thal_PuL_L,LC_R,Vermis_6,Thal_VPL_L,Cerebellum_6_L,OFCant_R,Thal_PuM_R,Frontal_Inf_Orb_2_R,Thal_MDl_L,Thal_PuI_L,Red_N_L,Raphe_M,Vermis_9,Heschl_R,Calcarine_R,ParaHippocampal_R,Thal_PuA_L,ACC_sub_L,Cerebellum_Crus1_L,Paracentral_Lobule_L,Thal_MDl_R,LC_L,Cingulate_Post_L,OFCpost_L,Putamen_L,VTA_R,ACC_pre_R,Cuneus_R
VTA_L,-0.44575593687488874,-0.09676314895801405,-0.3111016471422495,0.005308658683089084,-0.1817920662646336,-0.08228834663956745,-0.2900951521477511,-0.1517583205926761,-0.27947792652140574,-0.0800611634971909,1.0,-0.08018854971579674,0.20333847234745572,-0.039612233627788734,0.3238664088645882,0.18420214411310512,0.33683805422899665,0.40714515165838955,0.4806691194407971,0.09762356912439983,0.40143960591381517,-0.10064833236297326,-0.19275195120642033,-0.25618659387996756,0.13771044231938645,-0.09935176152330079,0.24971702918230032,-0.2603699353694668,0.016713520553360887,0.08793826551794288,0.30970335971504387,-0.27586400892041674,-0.18641402825439754,-0.23115412736762692,0.31432598547326707,-0.3295582558949324,0.19279464842904057,-0.19532094684099954,-0.03480102061997711,-0.12370291821549959,0.234630913332321,-0.16219742556230385,0.08577807556620322,-0.19054821531035693,-0.28775779517417766,0.2150899671783857,-0.16761607075053764,-0.19219239389513937,-0.2175966091574288,0.3138722205140692
ACC_pre_L,0.36265978596310927,0.511386730258753,0.33046704223976314,0.20456618285307313,0.3450599926151505,0.6206559337819066,0.12744400560630384,0.1395638968166823,0.2257254783714356,-0.2654824825035235,-0.08018854971579674,1.0,-0.4381831387473877,0.2322408286837179,-0.34724301265683616,-0.2398073396926546,-0.2808008321958684,-0.2635685254464674,-0.36050777201910444,0.29688223403667136,-0.0895189420181511,0.36113055567737595,0.018507475720783522,0.40642964694957107,-0.29832985187762595,0.07159534568167304,-0.35157306168418834,0.5359548770209946,0.3073537329395936,0.29576044264397416,-0.2725170662397785,-0.13470183314215428,0.22421522968144852,0.4961460051056959,-0.32821003660905734,0.004224849413895832,-0.38036808677892836,0.41447061596450735,0.0005734205730959669,0.3397622858123119,-0.14583603180352575,-0.23438545811864933,0.03251671450723559,0.38349406116691204,0.2306840359004242,-0.2424175251724637,0.35150611241156626,0.3810959878244803,0.7234867932877271,-0.4809304188433729
Parietal_Inf_R,-0.5096022669141836,-0.029935059955660766,-0.35324506252384535,0.13462961892608222,0.17853725749603233,-0.2996547435126553,-0.1666173794173142,0.04569701602812637,-0.0348215859256014,0.8066776112747297,0.20333847234745572,-0.4381831387473877,1.0,0.030139881418681284,0.5163086356397786,0.3095549487932902,0.5411290076308094,0.4369431540799728,0.40524710038897105,0.291447619845799,-0.030497540336600393,-0.0053973358813491175,0.1256196843997696,-0.6670305836965162,0.3530553858509702,0.2505895332285463,0.4186410406843336,-0.45950720570930853,-0.08032497207280324,-0.08314716703559252,0.4575619080266707,0.24557009912935723,-0.08549254531919585,-0.45960032884476903,0.36262606942395387,0.2157247288176815,0.5641137165917647,-0.34534597301082665,0.007818970473833184,-0.3800049670628779,0.13547978237001418,0.5114342150619701,0.2899397001541128,-0.3894738264568673,-0.11832132885271957,0.10655262982815564,-0.036621042116999465,-0.39001682500441454,-0.477814716934001,0.8024203292206702
ACC_sup_R,0.16623443230576052,0.3961423415306072,0.18024873911288106,0.6085189914487954,0.6596834080465701,0.3225800808205381,0.1250210641089148,0.3279193987139867,0.301138532365372,0.07904640810693037,-0.039612233627788734,0.2322408286837179,0.030139881418681284,1.0,-0.10263908583103823,0.04815301916864512,0.24998676850672824,0.16094198590463374,0.0009379132351278862,0.351488259969289,0.24282401786812952,0.4936591741757016,0.3277348793582145,0.21336351227258327,0.0855251759425352,0.174431891389728,0.057232896301725136,0.34955214438403237,0.2449484956845033,0.5845360118416887,0.12519389184254923,0.26280087972806393,0.45972495178635914,0.23005247990232983,-0.0065194675230266326,0.3405797847234353,0.15838022359819803,0.483551593085865,0.32816005673481885,0.01660597531642703,-0.05715314948849169,0.25288670802616514,0.21080827609208774,0.24748786142452406,0.3728075659361452,0.14757638487640456,0.371540637656718,0.2592814897190126,0.5176191205439735,0.005346205435679608
Cerebellum_7b_L,-0.34580247027113353,-0.11910995820232975,-0.23635277056463874,0.059672784490931705,-0.10233438309857866,-0.3015472637609603,-0.07714814265801224,0.03829815343254137,-0.35710166573296026,0.24239324440156546,0.3238664088645882,-0.34724301265683616,0.5163086356397786,-0.10263908583103823,1.0,0.7786800185418609,0.4630117898248703,0.5213585290157895,0.7793618006583881,0.1416567294938492,0.16826582824898975,-0.3318315756091329,-0.251335853020536,-0.47996529773019875,0.7174112724699698,-0.16141760510794145,0.785958912184805,-0.22379427087249465,0.06067491223327611,-0.2121795266268931,0.10233521661658462,-0.13255114796468798,-0.17670715842988005,-0.44326544166370285,0.8113066175124614,-0.0862333253097024,0.6507502272207613,-0.4764111061480598,0.06596040427111419,-0.2176596569708299,0.22334697633060138,0.04200927614353551,0.08896760025286746,-0.42144396386663,-0.3314759120192535,0.23210153931429417,-0.15450314951184516,-0.35915622589176643,-0.4976354693038588,0.680571855167567
Cerebellum_9_R,-0.09628529691476329,-0.05472591941275753,-0.1765574463245035,0.2147347302890759,-0.04939934411266737,-0.0846949936043611,-0.044159289302390235,0.27992772986998543,-0.31250728026035696,0.021814673757071495,0.18420214411310512,-0.2398073396926546,0.3095549487932902,0.04815301916864512,0.7786800185418609,1.0,0.42585367983581923,0.5372461238209051,0.735138655915988,0.10812198514356575,0.23282704678218752,-0.2781809292237149,-0.26596637535890244,-0.19600912182408428,0.8723352246757146,-0.13851996704750705,0.8765496628013569,-0.023786201508166252,0.20558997422964884,-0.16838354297115452,-0.009181621091635268,-0.031584412676064315,-0.0038709679571884634,-0.2042416404567331,0.8904518429612879,-0.020754112528131446,0.6461136997164239,-0.3545345637110773,0.29288445726231976,-0.2188507189598872,0.2533819344327961,0.016122226874447664,0.16348988231084083,-0.19518093731908984,-0.20943828563923805,0.31748522303014864,-0.09136557136471525,-0.1460114274981371,-0.26693644423258117,0.5185569161805793
Temporal_Mid_R,-0.6719723849759347,-0.05829119983348275,-0.19708559609282902,0.5673432821751112,0.15882571904546883,-0.20360408205671723,-0.2978980825028785,-0.1159296623799444,-0.09171443213984001,0.2569668527865283,0.33683805422899665,-0.2808008321958684,0.5411290076308094,0.24998676850672824,0.4630117898248703,0.42585367983581923,1.0,0.8070455316344523,0.5778597091647064,0.3142093779416724,0.7076117014444308,0.16867273971374488,0.05909040417845198,-0.5635942316067791,0.5338792164198087,0.11227166223280231,0.5811527168954557,-0.191777160174205,0.07448398721105023,0.47588554637934916,0.5391644674127197,0.14741874721573428,-0.15291374641289973,-0.26108789674214145,0.3965313681871714,0.1451280221210471,0.7789514307335396,-0.01797125123800795,0.13774626278284932,-0.42281339653475375,0.15025377445994528,0.286645344429793,0.30526672129488946,-0.48553711268749716,-0.06395853700935523,0.05537536493437181,-0.009501978413322452,-0.32445592465370143,-0.26251861008306676,0.7678999479597771
Cerebellum_6_R,-0.5205089654896952,0.05600088005710428,-0.12770887491931604,0.47782292235891705,0.12307101416383277,-0.10577807250007686,-0.22811030420572212,0.031311846518493947,-0.0971190711058341,0.2115928600945692,0.40714515165838955,-0.2635685254464674,0.4369431540799728,0.16094198590463374,0.5213585290157895,0.5372461238209051,0.8070455316344523,1.0,0.7193204103827244,0.2224424261118987,0.6843638739576263,0.19723976105071525,0.013208967784381936,-0.41629014495150635,0.6772666680115489,0.2715282201493332,0.737844050814206,-0.18678447272119908,0.2146368056566989,0.31821647710091827,0.5471767007628573,0.19357421232050392,-0.011505803693247182,-0.10341179952277564,0.5661225639949858,0.145100129022866,0.7021749886331329,-0.04773818181214551,0.33918508931706415,-0.3309868840729796,0.5214947955569457,0.3343091619027176,0.4967137838784061,-0.2925628327756327,-0.05484578854875062,0.06351427360323449,0.11711550351305779,-0.25353885095118783,-0.2980676376597112,0.69210504552429
Cerebellum_9_L,-0.4718983922019994,-0.11275327399019089,-0.32535048835431807,0.2702994260735176,-0.08922064462411959,-0.2271385519542271,-0.15647572120058692,0.06667233386189367,-0.23464754003042068,0.08741843247207857,0.4806691194407971,-0.36050777201910444,0.40524710038897105,0.0009379132351278862,0.7793618006583881,0.735138655915988,0.5778597091647064,0.7193204103827244,1.0,0.1800325566137538,0.4749781893370617,-0.17638662375260825,-0.19289874285828645,-0.3904264100397421,0.7184494939319103,-0.008797568906414904,0.8022725501874464,-0.26748741933908865,0.15607909811435955,-0.02028963632749727,0.2983537323946078,-0.021936120924713955,-0.10710298403726981,-0.3274787524187266,0.7750716184262944,-0.11576224679832633,0.6921556381765741,-0.343896247376099,0.23814328063158333,-0.35011298985667005,0.4301474771425864,0.1285400574954184,0.24665703275215642,-0.32719228825359625,-0.1745555478903617,0.2989148504527455,-0.13003711681928656,-0.33041720794007684,-0.4467929645979414,0.6458371437535712
Frontal_Inf_Tri_L,-0.12039654139136848,0.499389858417814,-0.14742374985939563,0.4751172818696481,0.4836250788939242,0.31759333887065616,-0.02739563006209087,0.26972000591208134,0.03642593132106837,0.2836802490778044,0.09762356912439983,0.29688223403667136,0.291447619845799,0.351488259969289,0.1416567294938492,0.10812198514356575,0.3142093779416724,0.2224424261118987,0.1800325566137538,1.0,0.06383869561476911,0.3811127875443714,0.015314968925595631,-0.24506876174459014,0.1742975960262443,0.30265884581437197,0.21418409779634273,-0.06582194160420814,0.3061972435345278,0.25014766728781623,0.3803946405524352,0.2975045829281583,0.09155315775502375,-0.025357762984097903,0.08645002625027386,0.24843291029794326,0.2987403239642666,0.08013130822801734,0.07405224450901077,-0.2590536986663859,0.0771158206075527,0.20099454997301627,0.3371742822580173,-0.0790707755115941,0.0993589371602657,0.08299344888312443,0.382194760328706,-0.019027687632859246,0.1518195302945856,0.29344987915668314
Temporal_Inf_R,-0.5273265616038514,-0.07560578428604525,-0.06647853662957633,0.55609088423112,0.0025500566329564192,-0.07629725580454474,-0.2694723971903584,-0.2898913756465385,-0.08906570011577386,-0.3014194910406325,0.40143960591381517,-0.0895189420181511,-0.030497540336600393,0.24282401786812952,0.16826582824898975,0.23282704678218752,0.7076117014444308,0.6843638739576263,0.4749781893370617,0.06383869561476911,1.0,0.21150969378328188,-0.04007510755709485,-0.15805662013023786,0.2674412722889527,-0.06620991691900706,0.32467221783773026,-0.006422523083089361,0.12082686548623693,0.5858037439474022,0.3105718560121319,-0.07605650065331433,-0.046344802924341365,0.03362282710655098,0.2132926174446881,-0.1899214692598696,0.4057463556485838,0.2548060770892635,0.17125077676644831,-0.1357609936331965,0.14170210113677242,-0.018209630242847743,0.06584328006450826,-0.30124083777107835,-0.0056374381346727155,-0.03418299859684589,-0.0026352541785736342,-0.11224563972246006,0.0046341030592463636,0.24572906509714376
Putamen_R,0.11849635669361039,0.5600673355751462,0.3473322588180347,0.5817389364903568,0.6816365051966576,0.4569575832546038,0.05752258204622239,0.2793526251314228,0.5479157330981196,0.1919757731393509,-0.10064833236297326,0.36113055567737595,-0.0053973358813491175,0.4936591741757016,-0.3318315756091329,-0.2781809292237149,0.16867273971374488,0.19723976105071525,-0.17638662375260825,0.3811127875443714,0.21150969378328188,1.0,0.44728731836602065,0.16120249188134814,-0.109052316874666,0.642559401615685,-0.10500158498991405,0.3527930283283139,0.48081100158452555,0.6566561650857282,0.32429162773871695,0.4387832886919429,0.5090614473267229,0.4549773638524763,-0.3649370107806583,0.4805142649389158,0.023520318379327883,0.7252339854089883,0.42401038089282106,-0.01642322543177722,0.06016024783837445,0.4376323597299864,0.51867538389292,0.2919648896651885,0.5373907423620288,-0.3038286104605456,0.686072428003684,0.24992474668617395,0.474712501259685,-0.04414152581347125
Thal_PuL_L,-0.0003121862296905721,0.22791066450738273,0.09498399059496983,0.30518812005242857,0.48835921385615405,0.01708226585856493,-0.04737522546236411,0.24755046629121377,0.6517712793577001,0.3237850496313795,-0.19275195120642033,0.018507475720783522,0.1256196843997696,0.3277348793582145,-0.251335853020536,-0.26596637535890244,0.05909040417845198,0.013208967784381936,-0.19289874285828645,0.015314968925595631,-0.04007510755709485,0.44728731836602065,1.0,0.11204701264090206,-0.061321329640733425,0.4943884796617841,-0.1328283859697685,0.10118777734559953,0.1282455989846211,0.316494595314022,0.15356921836933837,0.3874661627506357,0.44091763911620035,0.17141697875699477,-0.30303461442837665,0.5138152491738198,0.04593235354733259,0.33610312231518313,0.39957452106932045,-0.061575901330527004,0.0042966287190095934,0.626588721849971,0.37372850604737146,0.2395570397370472,0.5924955999081777,-0.29114493162434213,0.22027993325327366,0.1416548260039667,0.11885847762974018,-0.027730058226634876
LC_R,0.7221476577541864,0.31368322821469746,0.3501308790857617,-0.01904552912596308,0.1212059914166791,0.3849011941376656,0.22403937775915833,0.40302455565051265,0.27856460437025915,-0.45531890135492026,-0.25618659387996756,0.40642964694957107,-0.6670305836965162,0.21336351227258327,-0.47996529773019875,-0.19600912182408428,-0.5635942316067791,-0.41629014495150635,-0.3904264100397421,-0.24506876174459014,-0.15805662013023786,0.16120249188134814,0.11204701264090206,1.0,-0.2672935432325112,-0.001969816567821107,-0.35978834620721134,0.4690969715968291,0.2957974746187497,0.050476677431355435,-0.4564700106903623,-0.0028730537794984107,0.4684139754035694,0.4570351520162947,-0.24019682009909818,0.11474990434851323,-0.5206788438103265,0.5087564991725494,0.2995599625235403,0.36035822292021663,-0.007561697961226296,-0.17855600863373378,-0.010306949731136909,0.7894329774139994,0.2839888317868495,-0.1273803390922004,0.305796166089331,0.34233524515613634,0.5483975646841985,-0.6999271907502249
Vermis_6,-0.15084779585196073,0.02630390772225927,-0.12214986710363103,0.2935495902393373,0.059403991586393395,-0.10024930323055627,-0.09303543734428625,0.37778183551574696,-0.22210638346076236,0.17980625522895097,0.13771044231938645,-0.29832985187762595,0.3530553858509702,0.0855251759425352,0.7174112724699698,0.8723352246757146,0.5338792164198087,0.6772666680115489,0.7184494939319103,0.1742975960262443,0.2674412722889527,-0.109052316874666,-0.061321329640733425,-0.2672935432325112,1.0,0.08046741130418121,0.9458680636602174,-0.05996205267511406,0.20914831785834953,-0.0733635794597389,0.190958199239572,0.1714409691890373,0.03739066850092757,-0.1560190815728655,0.8204588531969769,0.22307020216420462,0.7901599611665465,-0.2828528881978875,0.38993260699308246,-0.41896443191835103,0.3402391535313181,0.22324558871276487,0.391823807038394,-0.1397624651561257,-0.1587656835166886,0.282541719088192,-0.0002149422249668853,-0.17908604322242191,-0.3578820355561568,0.6229584389166539
Thal_VPL_L,0.07360448501318162,0.5078776395034234,0.17554687552330703,0.2760367958745909,0.5573420349215457,0.300613705124294,0.02921036909133161,0.3919916891707364,0.6147529403766254,0.47532580711086336,-0.09935176152330079,0.07159534568167304,0.2505895332285463,0.174431891389728,-0.16141760510794145,-0.13851996704750705,0.11227166223280231,0.2715282201493332,-0.008797568906414904,0.30265884581437197,-0.06620991691900706,0.642559401615685,0.4943884796617841,-0.001969816567821107,0.08046741130418121,1.0,0.08469223480504873,0.07085414608049255,0.5226966720787068,0.26347644171721474,0.510621342135783,0.7360828941645305,0.3955769933028793,0.23365836727994654,-0.17255835089660612,0.5948753198446073,0.13257182533128198,0.3540378210694644,0.6011439514415139,-0.17222426518587036,0.3820528786014746,0.6891292299821946,0.7460448436882426,0.27610896755204845,0.5528579834529864,-0.2321029554810449,0.6091632541559295,0.05106739210370175,0.08958646382942818,0.1931611441016657
Cerebellum_6_L,-0.2535779220790683,-0.015993639874251366,-0.16860797364162333,0.29113053724797505,0.015039821022498031,-0.12280628258519836,-0.13047508250253614,0.3021106879031444,-0.2615232090894832,0.19135057883146092,0.24971702918230032,-0.35157306168418834,0.4186410406843336,0.057232896301725136,0.785958912184805,0.8765496628013569,0.5811527168954557,0.737844050814206,0.8022725501874464,0.21418409779634273,0.32467221783773026,-0.10500158498991405,-0.1328283859697685,-0.35978834620721134,0.9458680636602174,0.08469223480504873,1.0,-0.12201322400112315,0.2243654674009798,-0.08231116579570145,0.25756692900447964,0.13564733241960666,-0.025799552930826593,-0.24564535105796956,0.8595832091829682,0.1547366771979187,0.8140880950011121,-0.34107835627501754,0.37226594651282213,-0.41241392995219217,0.4218617429535166,0.20266123659787375,0.4020383902787895,-0.24035204458274917,-0.1717437142176408,0.2950753104791322,-0.014259020055826892,-0.22312047858728606,-0.418465826273807,0.7097833502417825
