,Thal_AV_L,Vermis_9,Occipital_Mid_R,Angular_L,Calcarine_L,ACC_sub_R,Frontal_Inf_Orb_2_R,Thal_PuL_L,Temporal_Sup_L,Precuneus_L,Putamen_L,Insula_R,Supp_Motor_Area_L,VTA_L,SN_pr_L,Frontal_Sup_Medial_R,Cerebellum_4_5_L,Thal_VPL_L,Frontal_Mid_2_L,Postcentral_L,Temporal_Inf_R,Calcarine_R,Putamen_R,Red_N_R,Parietal_Inf_R,Cerebellum_Crus2_L,Thal_VL_R,Thal_PuA_R,Frontal_Sup_2_L,Thal_MDl_L,Fusiform_L,Thal_PuI_R,Thal_MGN_L,Pallidum_L,ACC_sup_L,N_Acc_L,Thal_MDm_R,Cuneus_R,Heschl_R,ACC_pre_R,OFClat_R,Vermis_3,Vermis_6,Heschl_L,Cerebellum_9_R,OFCpost_L,Thal_VA_L,Cingulate_Post_R,Vermis_4_5,Thal_LGN_R,Frontal_Inf_Oper_R,Thal_PuI_L,Frontal_Inf_Orb_2_L,Temporal_Pole_Mid_R,Raphe_M,Postcentral_R,Fusiform_R,ACC_sub_L,OFCant_L,Cerebellum_6_R,Occipital_Inf_L,Hippocampus_L,Hippocampus_R,Frontal_Inf_Tri_R,Amygdala_L,Paracentral_Lobule_L,Occipital_Sup_R,Lingual_L,Thal_VL_L,ParaHippocampal_R,Cerebellum_6_L,ParaHippocampal_L,Vermis_10,Lingual_R,Temporal_Pole_Sup_L,Thal_AV_R,Frontal_Med_Orb_R,Thal_MGN_R,Occipital_Sup_L,Cerebellum_Crus2_R,Frontal_Sup_2_R,Cerebellum_Crus1_L,Thal_PuA_L,Rectus_R,Occipital_Mid_L,Cerebellum_10_L,Vermis_7,Olfactory_R,Frontal_Sup_Medial_L,Insula_L,Frontal_Inf_Oper_L,Cerebellum_8_L,SupraMarginal_L,SN_pc_L,Vermis_8,Parietal_Sup_L,Cerebellum_8_R,Parietal_Sup_R,Precuneus_R,Thal_VPL_R,Frontal_Med_Orb_L,Olfactory_L,Precentral_R,Amygdala_R,N_Acc_R
Thal_AV_L,1.0,0.35090150451139085,0.5990738926303667,0.5418889925906266,0.4962028414280077,-0.361287410499249,-0.3081885549746406,-0.051359376795571204,-0.00045912553608575197,0.3650913590941371,0.02946998549541092,-0.2006490799604424,0.12520612158489605,0.16319545284452336,-0.025705136462294415,-0.2483517255288659,0.18279450497721983,0.13459758062386637,-0.17497043315556665,0.08109628104365288,-0.020608806963395426,0.3958821885039189,-0.14906847155035513,-0.1859440735379769,0.5778113444074625,-0.03187708235884296,-0.09685057626522152,-0.18376318531026098,-0.3499750597946113,0.3048528575006508,0.23408485068465815,0.04752644595770129,-0.16766616833646641,-0.21267001231337412,-0.24810578276525616,-0.19921380017546578,0.09472768510752545,0.605976626940511,0.1572482935810149,-0.62418857246911,-0.5412840110380737,0.47022238987452797,0.2706152873407121,0.2220165426867368,0.24130247708421848,-0.028511964085654744,-0.18041048569757653,-0.13673608067855825,-0.11485881859317651,0.11266936583963125,0.08166358472841771,0.19968443514910272,-0.05572896256204776,0.31708380323116947,-0.4714423356841195,0.4431827728103728,0.041768089740282684,-0.277111259355008,-0.404864412670055,0.32242768873782196,0.4998265205463376,-0.0993498538977338,-0.3229899135334815,-0.13731070476319163,0.34979895805435196,0.28550620580580166,0.5249504176074323,0.4573893639490395,0.07683895499517146,-0.341376433971005,0.3712111739717116,-0.05826999475404022,0.36447943816104106,0.32519265555568877,-0.4038712580818497,-0.3001958477457444,-0.13710421778191656,0.5353008111130979,0.6263597966201374,-0.3711449356493311,-0.33233360094902575,0.26929499824095254,0.13580120982138003,-0.22684898746304802,0.6021270562696823,0.0529518840082104,0.1140408890274346,-0.5809267891057974,-0.3514078848717718,-0.05778309954661719,-0.006748042846876108,-0.08808295095459907,0.2021873760840775,0.29991522353598354,0.16377381378846725,0.5143696458341073,0.25677972025133966,0.6329946176680974,0.48483429622585805,-0.28312849802187906,0.03059661316128327,-0.42751685786010096,0.13194932871050657,-0.5335872688664686,-0.19177262488488372
Vermis_9,0.35090150451139085,1.0,0.5777159104622008,0.631174040225287,0.4761645229709047,-0.08758326270092259,-0.2743039600257319,-0.30303461442837665,0.060747571685218854,0.14396273713543842,-0.16434123116781277,0.28810087427862485,0.1041389270932131,0.31432598547326707,0.11783511989745431,-0.3303520158364749,0.29268988604705465,-0.17255835089660612,-0.17964353381730938,-0.19672098766010496,0.2132926174446881,0.6389602922510788,-0.3649370107806583,-0.06240920183813643,0.36262606942395387,0.4298753597597857,-0.1764475193636343,-0.07316419083554332,-0.4173566624208022,0.07912175364909482,0.5294935682046588,-0.037147493709565015,-0.2685871227704564,-0.10720125589990835,-0.0585560630832713,-0.07787353389137497,-0.07389082033402614,0.5786728957635532,-0.07611763933367856,-0.42088539197227604,-0.4664796269495886,0.25199875126478216,0.8204588531969769,0.0008322659495551539,0.8904518429612879,0.3558651215124144,-0.33523872482559985,-0.3876456460358507,-0.06826506773097124,0.037498320274137936,-0.002613938779833774,-0.09737769502938484,0.5531727739323757,0.25545247039696883,-0.35158445580011594,0.04326634202548777,0.14244406049370845,-0.29677199241871377,-0.0810810131715107,0.5661225639949858,0.7961282101914969,-0.14768738678725665,-0.4432665129692182,-0.2958301480360842,0.18203642985271182,-0.030151907802522977,0.3747901696696095,0.6378934445257926,0.011137301245564132,-0.4943020175226104,0.8595832091829682,-0.06603789361441244,0.8763952659164306,0.5019639880907607,-0.20439779659314114,-0.5107392196120946,-0.09519348577649253,0.23777498086164459,0.6251499920852543,-0.08869761819829558,-0.26031888342794746,0.41196335600681205,0.1993688103298532,-0.02380736271767063,0.7808720593728558,0.6623087896300051,0.42898225981669263,-0.332697117812239,-0.1805449923924836,-0.002420813400521391,0.03321383429665245,-0.3896403039876597,0.2166524257238189,0.2611140413225128,0.4921422709642028,0.27392335013181524,0.15174875693839476,0.2965099364368124,0.3109564589017246,0.08494388635551713,0.166390328091727,-0.12979989489799462,-0.11105178748033925,-0.6652675032590022,-0.21645454381166485
Occipital_Mid_R,0.5990738926303667,0.5777159104622008,1.0,0.83065482177443,0.7410204814641516,-0.4022920321169102,0.0033387004308164867,-0.07880993063902814,-0.16155860404975014,0.3839182706475462,-0.18290369445548216,0.12664519642292293,0.136750445952573,0.3237022333296097,0.04377366661931743,-0.5108006531943433,0.09338785038122328,0.03509304486188266,-0.061042434423906555,0.05307540294753857,0.3495894750901766,0.739412156786248,-0.11751372644462663,-0.2265031179787592,0.7684282936504574,0.058599851598562236,-0.13565354214997366,-0.36846841894938837,-0.3771027033681807,0.4667051275485634,0.1628891894687137,-0.07243530135938424,-0.29277864092876854,-0.18950884993024755,-0.32731361274892423,-0.07981608326290511,0.11919634195431253,0.8871609420678402,0.015506460687767138,-0.5777599248210045,-0.3300691961089057,0.6568210843388206,0.5374097249988511,0.19866657215822886,0.5090739938703569,0.11237359005400094,-0.18741675558995724,-0.24210431714021446,-0.18818598185449734,0.09799985205739246,0.17979632464997922,0.09363173391786037,0.10490850190041887,0.3855414656708125,-0.5280224806647388,0.4124356552919307,0.25686093731713894,-0.4075055035682291,-0.03000749642980743,0.6519379973160575,0.7693127252372824,-0.20916967236273895,-0.38740405918287474,-0.10891427602556801,0.33280616155809245,0.252314028394451,0.8159814479548317,0.6618376897997884,0.008527747313084902,-0.4441254169075687,0.6333176415422835,-0.2919535293427359,0.7248045890707671,0.6932817249777026,-0.7033792727897974,-0.44991166314000575,-0.35687836029464776,0.5163919260962517,0.8419955707679713,-0.1619806783641965,-0.4381918648340303,0.23092418055951697,0.030088215680435574,-0.2767701597088634,0.8174912536175722,0.2601329124351819,0.2736079675232807,-0.42182634217797704,-0.3772186860294346,-0.3032898834801332,0.1335860479657555,-0.08357280278943599,0.28639094294854367,0.10438685415227371,0.11422227941571478,0.6991513042906023,0.5227586358095189,0.7869460554009675,0.6165848701769031,-0.41001489395262414,-0.08304520211098265,-0.33473762996389095,0.03240505342492306,-0.7285992885204436,-0.3459700115537245
Angular_L,0.5418889925906266,0.631174040225287,0.83065482177443,1.0,0.7481905743572602,-0.24859395342786814,-0.06032458953755549,0.06431446967399895,0.09065012156508861,0.5666168948451498,-0.04377376696092501,0.17272622423581951,0.3465703890294152,0.19596506218099596,0.010206761114040853,-0.26097542980808114,0.3474450578956282,0.15197011867801327,0.06028883686210808,0.20816868777345104,0.24617151828604966,0.7500919671908893,-0.04270342147039221,-0.012836491702231428,0.7113918245863797,0.056538785639540116,-0.019516894214574115,-0.08402771961179843,-0.25320738399267856,0.29941720540319283,0.4031668780470928,0.05228242980879503,-0.14377640541219042,-0.05333539923701629,-0.22425590168454884,-0.04445104672639367,0.17890742807514948,0.8101439587662942,0.12733367284594121,-0.4891499593512072,-0.34042149897870655,0.6170043455759711,0.5982097305839162,0.23349488961247988,0.6257610779175081,0.11790677891243076,-0.07875683605419878,-0.005862744701739708,0.06314566447210364,0.24853055850384145,0.19581835807688078,0.21864486233881147,0.25783550510355147,0.2932221442864705,-0.40423783864868884,0.3832320546756763,0.2818334588521836,-0.3739098325916205,-0.14343989465221124,0.5732871596021442,0.7173495865793977,0.0235710649418924,-0.23100648930385048,-0.18177303027416652,0.33287330942600657,0.4062416969796439,0.8153438928935546,0.7327960234892286,0.12070788939952826,-0.31775729193081237,0.6849439297096328,-0.07438258872668632,0.7296971068373801,0.6864256887609996,-0.4844783597393871,-0.39138935611936077,-0.31429118296116987,0.53836369983366,0.8415316607604523,-0.19732205295314917,-0.1514740863498302,0.25532759899317237,0.2809177480779789,-0.21941763384794988,0.8360758892134751,0.31081474321864655,0.20720289319697982,-0.37125390200342795,-0.29757565915480827,-0.04170685810365573,0.13814089891477854,-0.056881715513966515,0.5367216814420059,0.22668379483646442,0.07547169540018547,0.7917633374513809,0.355277207855677,0.6755347398635162,0.7410661125638036,-0.10002034645524134,-0.11076503701402368,-0.29516994479856945,0.20638975758503833,-0.6167920881713567,-0.3213386150530119
Calcarine_L,0.4962028414280077,0.4761645229709047,0.7410204814641516,0.7481905743572602,1.0,-0.24896802837433962,0.14817815784467192,0.21273011067343078,0.2806181602993487,0.7213668389405846,0.20406070666327172,0.19289918646025647,0.5525334321364105,0.15837543543720078,-0.10839996588480605,-0.1597720440150661,0.5688220381577579,0.47670463425191917,0.328319808173477,0.48321196384246384,0.22879852568357112,0.8450594378664802,0.24334695413888438,0.14541426324025825,0.72763392100618,0.13109467994372012,0.34097135706941645,0.06842189477104133,0.052526465426359775,0.5520361956160609,0.567823289030131,0.2784339932540102,0.047434165650825595,0.11983710759288069,-0.09625644594859491,0.03796283977738863,0.4825263745783117,0.8635039934393354,0.4517343472249354,-0.3739184385007761,-0.19946718297162724,0.8639983007566847,0.6850663402171939,0.41918692419997355,0.4866564480973949,0.13815980464516367,0.13133859500123116,0.0944067031014927,0.3381467538476869,0.5786155001460369,0.5205781240138626,0.49251013405176786,0.28655410648455937,0.2379244987272862,-0.2602472515958348,0.6291175702287889,0.5575398313429736,-0.5207970044447909,0.03535611357232611,0.6906702514801943,0.6124344974041189,0.3621327635108563,0.059455973324307805,0.17455918100512843,0.5385675478063823,0.6046499955171764,0.7996921600496061,0.9195903441491946,0.4063442680518577,-0.1307124710086858,0.7158045033961037,0.16554722385581755,0.601602127410449,0.8662872685038692,-0.4136002774991286,-0.10243058020206446,-0.1391181840090379,0.7070800330042618,0.8770140663335297,-0.016435070880384286,0.03958252875525948,0.2828964508987233,0.3871925461398651,-0.20688737171836477,0.7933872299196335,0.27957534899847625,0.03926394415214435,-0.18575983878165198,-0.11501262713776321,0.09793215788040151,0.20118891865640695,0.12604501912394991,0.531514302364034,0.34608503857985495,0.10452940536720033,0.7921791935949128,0.43231692049432624,0.6534491452195997,0.8527745066729452,-0.22808973757622805,-0.0978171710795486,-0.13524245213538189,0.5021514741893832,-0.46034490661044525,-0.32017321893997375
ACC_sub_R,-0.361287410499249,-0.08758326270092259,-0.4022920321169102,-0.24859395342786814,-0.24896802837433962,1.0,0.25028892223015325,0.017470283735807,0.35437620594431607,-0.0810371180162168,0.4152773451777095,0.11807422854246956,-0.01897810392155744,-0.03233321306708003,0.03141102251935185,0.2820269643379809,0.148886109497205,0.015410807441067579,0.24583548954641843,0.025611991586832347,-0.10148037729722133,-0.2665522711424442,0.24870463798038628,0.29784388449535937,-0.34842640404539305,0.21459991020419372,0.3402917089172966,0.2448423895095811,0.31052739677878277,-0.3845165604417538,0.18336051081543825,0.4798262860298902,0.1155983125349167,0.44977494002337226,0.3473226371195666,0.036082911789010075,-0.2635057795341459,-0.3129300472006307,0.10120427283864207,0.5433674249513377,0.3966848299827142,-0.30190592654841597,-0.07228532696057824,-0.14025539419660515,-0.005563142739431048,-0.09683136298653301,0.27047013408157566,0.1748559229490477,0.2027595794609984,0.26962012758217513,0.09762859497658466,-0.1857849430744892,0.2416732655308741,-0.23760120317359362,0.3196070204178406,-0.23577131527733672,0.05949019183319378,0.17714018726601535,0.14409837165216247,-0.1734203938082518,-0.2855181269122991,0.28916253787509816,0.41544213315852896,0.2745216769669384,-0.08341764484556956,-0.16425442271713828,-0.27333956615485355,-0.19337339362940592,0.10262787916334201,0.4036682396515738,-0.1255983659293382,0.27200097216130603,-0.19169977316872883,-0.24007372592029264,0.46309131147348787,-0.004542911759862478,0.16195280267202433,-0.33544024014093166,-0.33573517041487555,0.03270523735039772,0.40330349895502465,-0.09866262247818045,0.15343330513118744,0.5687342257264543,-0.257375573800242,0.14749212907661802,0.02602163572988593,0.28519496005794964,0.41536543632968687,0.30728222361016755,0.07526287078990469,0.022334767359947126,0.07035648421061545,-0.15892208632806648,0.06944428395459187,-0.26249766894710136,-0.2783381521083919,-0.4551577323859134,-0.21208197188731917,0.4326552306118775,-0.10989787761371594,0.22539178709263752,0.004388154855873663,0.4870796099036255,0.40655352781212106
Frontal_Inf_Orb_2_R,-0.3081885549746406,-0.2743039600257319,0.0033387004308164867,-0.06032458953755549,0.14817815784467192,0.25028892223015325,1.0,0.316494595314022,0.11271875440810232,0.27067274917920453,0.3918791498889662,0.5009083792988304,0.25576813216553707,0.08793826551794288,-0.11397098663177524,0.09297496351555082,0.20631682851262456,0.26347644171721474,0.5554957618107482,0.33385572935614904,0.5858037439474022,0.10351576532574128,0.6566561650857282,0.2927255159293772,-0.08314716703559252,-0.23968907506521875,0.40696435420638527,0.17630815327355753,0.5239755356925049,0.3410754106073104,-0.0635034311495174,0.4899831665504751,0.2529668313054047,0.31581554060932066,0.2860646941449623,0.35564733115402397,0.2851419083747477,0.010583663745218444,0.16998616411714537,0.5172585367482876,0.867309570408802,0.29495145520835686,-0.0733635794597389,0.05811260097274477,-0.16838354297115452,-0.1657910521559945,0.3500653958233624,0.33754338561386893,0.39964693376604427,0.29881035814860496,0.46741112081979647,0.1803095170339487,-0.2531799523935199,-0.2558575432168727,0.25279983487662133,-0.085569768648833,0.6474198760103961,-0.07029204034209316,0.40897016844085926,0.31821647710091827,-0.37296536735870867,0.29420471778541923,0.6709579248708594,0.6285240222846505,0.28298492144948995,0.17613458997067977,0.10155281594209975,0.09970060647323728,0.27458539207988875,0.6951114391782856,-0.08231116579570145,0.039448153807001674,-0.1793997822108368,0.29481552508157766,-0.1208346537250123,0.12956109477425523,-0.03934515471423456,-0.19915277996696115,-0.09040519567792278,0.15242577263169038,0.43060209399165783,-0.1080418230749685,0.20317818727706582,0.19609233371107163,-0.21664653544635476,-0.026448236001199388,-0.019493228846462107,0.4181386075896511,0.2956216821323395,-0.018840408180033342,0.14474973641387548,0.5555143211345548,0.15710744431682674,-0.27141062108808334,-0.23283842701931476,0.1848199341258819,0.381763960252596,-0.18990025676031272,0.17604349253395266,0.0830664551709639,-0.20074989374463226,0.27535658937479285,0.20023256425021893,0.4435513955618452,0.412980173580892
Thal_PuL_L,-0.051359376795571204,-0.30303461442837665,-0.07880993063902814,0.06431446967399895,0.21273011067343078,0.017470283735807,0.316494595314022,1.0,0.29262819824735764,0.4435725497183419,0.22027993325327366,-0.0915017903339785,0.4526400985770789,-0.19275195120642033,-0.19240153811156324,0.34110081736274955,0.3676438530066791,0.4943884796617841,0.48835921385615405,0.575679323146417,-0.04007510755709485,0.04593235354733259,0.44728731836602065,0.37553931598887674,0.1256196843997696,-0.16701218367912826,0.35593958346658583,0.469584870409191,0.481019617103106,0.15356921836933837,0.13737061387227426,0.20310084113019827,0.24382077631619684,0.22791066450738273,0.11503650686985412,0.09794338582658321,0.36947428810959115,-0.027730058226634876,0.5138152491738198,0.11885847762974018,0.25619422639940953,0.21319518659607925,-0.061321329640733425,0.03973899031417464,-0.26596637535890244,-0.29114493162434213,0.44845166018236216,0.6517712793577001,0.5592546951422367,0.4048005863851719,0.2773455932198886,0.3874661627506357,-0.11975572655982235,-0.14050476063364442,0.17141697875699477,0.3237850496313795,0.30536693992758435,-0.061575901330527004,0.07045156362258673,0.013208967784381936,-0.268865698769621,0.5048184572257693,0.44493360028353623,0.17041723357339267,0.13301774252601495,0.626588721849971,0.1470771860096054,0.19240450554737804,0.23397223228566558,0.33610312231518313,-0.1328283859697685,0.28925865439695797,-0.28325039560197846,0.20458729952573548,-0.0003121862296905721,0.3563655476856272,-0.04737522546236411,0.25599740491371037,0.026826652677190303,0.17973025927327035,0.4657132731681031,0.0042966287190095934,0.39957452106932045,-0.09098050334980799,-0.10608745146029147,-0.2818852523815254,-0.3324872985841426,0.26866364698546935,0.01708226585856493,0.16249446171032134,-0.019274722926824465,0.4346039892201473,0.3589263441689291,0.21408021347673545,-0.3007929230198964,0.295729907404195,0.013935803640519984,0.06356273687275692,0.3335282066842686,0.11575422969108078,-0.21417063159226607,0.04364485929812729,0.6232397747155356,0.33821807885503324,-0.022619266438150862
Temporal_Sup_L,-0.00045912553608575197,0.060747571685218854,-0.16155860404975014,0.09065012156508861,0.2806181602993487,0.35437620594431607,0.11271875440810232,0.29262819824735764,1.0,0.4984902426601782,0.5899844070958665,0.17227725303493868,0.5486967471233208,-0.3553893537318762,-0.2785473721684091,0.45857959968772294,0.7439440767275401,0.5198977156531782,0.5974644530691192,0.49689988284928555,-0.25041890406681855,0.13529475120249213,0.42861812722417714,0.5059504511284856,-0.015907425725082715,0.35427546948179284,0.6457352929786253,0.61373792174161,0.5303136582616363,-0.023856298757018682,0.7387718913354746,0.45982263600243406,0.37112794621062706,0.535850745218817,0.38763825401721047,0.3363913372844201,0.431487180996822,0.0417375724226956,0.7512414657333402,0.30131739653358525,0.07574142041043638,0.19481136299709334,0.29869541013646084,0.3255142155108804,0.20296044241653446,-0.06674899591199526,0.4689744520639274,0.42194292345650725,0.6920485001519684,0.5101810641260818,0.477094915417476,0.5344434635326477,0.49204983853087225,-0.07191494242735488,0.30814688817000346,0.26496076427108933,0.32499399326627115,0.003451163222113713,0.16782838845697007,0.08753795027373147,-0.09818488847211636,0.7375849406495649,0.48902587354709387,0.43529079130582626,0.09751981958549516,0.4273181567881084,0.0297478930084444,0.386782483338631,0.5388911382175143,0.30069828906133556,0.23520990893983515,0.5162376287117838,-0.04429223815146679,0.16409980119167686,0.573557292917308,0.3514781894522352,0.20608141778945857,0.19198711414347341,0.11375013469214798,0.12073697597486616,0.6557684213923478,0.2595775337381124,0.6016868739145091,0.15569981731916194,0.12577605447904108,0.15643034912521195,-0.10815854305517227,0.3285392371753856,0.40465413765464964,0.7526642429749469,0.29638088062195933,-0.010167582146442089,0.6719590428941271,0.27311258833260904,0.11376915399262093,0.16370825859532037,-0.26616444206664014,-0.12548188629103146,0.3293898364477054,0.44877874962088216,0.06789557479098877,0.3617716307944429,0.5285160088623155,0.3083205173498873,0.03249956780161201
Precuneus_L,0.3650913590941371,0.14396273713543842,0.3839182706475462,0.5666168948451498,0.7213668389405846,-0.0810371180162168,0.27067274917920453,0.4435725497183419,0.4984902426601782,1.0,0.461584411340266,0.08684916930688849,0.6104662936886899,-0.022320943372315494,-0.09529904710861854,0.19026133248777807,0.80490351552383,0.7540773223247389,0.4721118016700685,0.6652817064505782,0.1539659523287618,0.45813860990689126,0.49667447147574323,0.4273786395346807,0.5399539253319389,-0.1140780167719299,0.6063367716237713,0.39671344895470717,0.3391056612883314,0.4569008604240281,0.5546944426440187,0.47898067183947424,0.2557060277089452,0.3446239494552588,0.05520662124788111,0.1640475470355803,0.5971162982222198,0.5181168835937857,0.5833815200845067,-0.07739781141640728,0.08438167499850607,0.7420231406688149,0.3423239492115786,0.33661235818365115,0.186469824906269,-0.13005363212103535,0.3540355503457016,0.5389676964711024,0.6785143926619763,0.6434945078763197,0.5770141271593378,0.6853080369922212,0.07905647129250007,0.12033994547271454,0.017169719503053498,0.5950741252994887,0.660303258479222,-0.2902108933453364,-0.037300977258692226,0.5380428454118655,0.10374911400319188,0.6614052532171102,0.43961492633859545,0.3443594949940384,0.5424195857646177,0.8314141930709311,0.6988522590243689,0.6859255475573002,0.551078502670766,0.25382308493403355,0.3709598437927549,0.3762583536444013,0.13770423318748604,0.5826545498128258,-0.1633992334084273,0.1858781811880624,-0.06735914351975927,0.5542768502511645,0.5430355935825114,0.06728357809702819,0.4429550910801321,0.41452061541172386,0.6136195251424683,-0.144302140675138,0.41130137744389356,-0.07593408198896924,-0.0881582944592915,0.03570543036152767,-0.03305663297278194,0.2907110904950594,0.13882677598683885,0.3908608829051253,0.6475564881959331,0.3544322137090917,0.09702210125666995,0.8274925156128554,0.268727509759747,0.4339055322172349,0.8853037397983865,0.00516506503335169,-0.1785037651955541,-0.004000036199962716,0.7083576192864577,0.026258059181433716,-0.11475415042530115
