,Frontal_Med_Orb_L,Temporal_Pole_Mid_L,VTA_R,SN_pc_L,Occipital_Inf_L,Cerebellum_Crus2_L,Thal_LP_R,Cerebellum_3_R,Vermis_7,Frontal_Mid_2_R,Heschl_L,Thal_VPL_R,SupraMarginal_L,SN_pr_R,Thal_AV_R,ParaHippocampal_L,OFCmed_R,ACC_sup_L,Pallidum_R,Postcentral_R,Olfactory_L,Postcentral_L,Thal_PuM_L,Cerebellum_9_R,Cerebellum_10_R,Rectus_L,Fusiform_R,OFClat_R,Cerebellum_Crus1_L,Cingulate_Post_L,Cerebellum_7b_R,Cerebellum_9_L,OFCpost_R,Cerebellum_6_L,Occipital_Mid_R,Thal_PuL_L,Cingulate_Post_R,SupraMarginal_R,ACC_sub_R,Precuneus_R,Frontal_Sup_2_L,Temporal_Mid_L,Temporal_Pole_Mid_R,Calcarine_R,Rolandic_Oper_R,Putamen_L,OFCmed_L,Olfactory_R,Vermis_8,Thal_PuA_L,Thal_MDm_L,Parietal_Sup_R,Thal_MGN_R,Vermis_6,Thal_PuI_R,Amygdala_L,Thal_LGN_R,Red_N_R,Temporal_Mid_R,OFCant_R,Vermis_1_2,Calcarine_L,Cerebellum_7b_L,Rectus_R,Precuneus_L,Frontal_Inf_Orb_2_L,Parietal_Inf_R,ACC_pre_L,Thal_IL_L,Insula_L,Thal_VA_L,Thal_LP_L,OFCant_L,Fusiform_L,Hippocampus_L,Caudate_R,Cerebellum_4_5_R,Thal_LGN_L,Cerebellum_Crus2_R,Cerebellum_8_L,Occipital_Inf_R,Cingulate_Mid_L,Red_N_L,Frontal_Inf_Oper_L,Occipital_Sup_R
Frontal_Med_Orb_L,1.0,0.12468808839225241,-0.20431122134542792,-0.00748932488286678,0.07732660478340322,0.21964379329053577,-0.12864326170699583,-0.20079712292930438,-0.008395608698697217,-0.016730486948855264,-0.0890350747991103,0.014453248926782531,-0.13706894632125077,-0.2779518188453246,0.15097543735203603,0.03489980819624858,0.27530685192442067,0.03765149289361523,0.0992556081076255,-0.17166069774235188,0.41216510294966846,-0.2668598581345828,-0.12294934655859743,0.11336326508534335,-0.30657071206051323,0.3566674108173012,-0.133954243382977,-0.23579837445462334,0.09827094162376986,-0.1898927317568252,0.0009596586880507007,-0.004022451568689792,-0.3201854358128701,0.08193315236191571,-0.08304520211098265,-0.21417063159226607,-0.10716836538795238,-0.14373780380801937,-0.10989787761371594,-0.1575749500023392,-0.1279019093224803,0.19206913335920126,-0.002225775936353333,-0.057723073664786684,-0.3366739259256708,0.0010334613142155607,0.3302276141764036,0.22219281346701875,0.24053339542616287,-0.08481143689077442,0.007619254017189446,-0.14834381672061345,-0.044452429081696866,0.09502044322174048,-0.0832583110933943,-0.2761046492106895,-0.11525962801719188,-0.14935734700516468,-0.16605537305920998,0.18304917025846745,-0.04598981607743838,-0.0978171710795486,0.17854731673297222,0.013140859980135092,-0.1785037651955541,0.2126789234065147,-0.20736070512550375,-0.18158016459785034,0.14249038206934464,0.12786127212503165,-0.22538345755679057,0.009908549344987179,0.27702772198986075,0.07410659523352084,-0.14391188443536984,-0.07468783695537884,-0.11476965610766811,-0.11992179932747185,-0.08785638074972553,-0.29884334191784484,0.0308710172229915,-0.186252245593181,-0.14896959059059287,-0.16709127833728454,-0.18378211443052508
Temporal_Pole_Mid_L,0.12468808839225241,1.0,-0.0158820606330845,-0.031188262171018197,-0.0064722718335042334,0.048853074002726406,0.2795028704447336,0.21594411759946927,-0.09479182886620385,0.036853000508442424,0.23476951277184516,-0.1984496490699966,0.013656931455088853,-0.00670308886328474,0.04939663893860561,-0.0196543805562847,0.03484139843701654,-0.13471618274188757,0.16812057072249004,0.2237816906698435,0.11346493157332274,0.05610841897822975,0.038431539280401716,-0.11152083476840138,0.04976679715515176,0.14981905354490826,-0.038530429264473524,-0.10949503530805363,0.195503999436862,-0.02708098541980532,-0.11123045981299526,-0.06289421477464607,-0.14266811010784827,-0.053392166149684256,0.05597354277596574,-0.23601067760569835,-0.030472820094645296,0.1259858854163011,-0.09346378443740531,0.07761758853847321,0.03322935170437347,0.0022231709427511953,0.37643611936288063,-0.08696950122178022,-0.08539330631137303,0.23057890907767004,0.060013792500457325,-0.0165192764504929,0.19360692288031697,-0.04522535138985057,0.2038983681718512,0.16105068273936735,0.19340564356158513,-0.09879499237355484,0.09171626318243677,0.16266065615441394,0.1319879321619345,0.09289665281494813,-0.10638875540176124,-0.04997423970774519,-0.05721673568986859,0.09327131855964599,-0.004889510017246562,-0.01543323859873552,0.14256331256338362,-0.010714812936459386,0.1048785146689957,-0.050265662561648,-0.0957487454976191,0.049255765223334746,0.03321939354660818,-0.10668066777772052,0.04076178171852843,0.03115097424495875,0.0928216049130704,0.11306363112009589,0.0513299581597361,0.07111715181101647,0.06456595531999935,0.0715387240083553,-0.10021515229199708,0.0475622565254741,0.03309633160889247,0.31209598180182296,0.12044157465036837
VTA_R,-0.20431122134542792,-0.0158820606330845,1.0,-0.04729110646870969,-0.39901372132719565,0.07061526460671956,-0.1153552560451719,0.022114057016704883,0.08604127787124491,0.17331691989568662,0.022086947466871874,0.27620151810388704,0.0369097674909043,0.322728838683466,0.1664818193048299,0.24464722073269998,0.11142413223041943,0.31010346674496786,0.18996758605348055,-0.2515838772931433,0.24956715812488975,0.03773794219876689,0.18804033101366344,-0.1460114274981371,0.23327659780030038,0.16366098433856155,-0.0071864706322710995,0.3291935662752847,-0.07752846665849815,0.24706808672225672,-0.36830640089348854,-0.33041720794007684,-0.07824845887203084,-0.22312047858728606,-0.46133420836716277,0.1416548260039667,0.17151010064559366,-0.368577605398787,0.3160600361976609,-0.29323622097760055,0.31831715375854464,-0.0951936322470132,-0.291984644704968,-0.3295805274755154,0.13603256707603062,0.19995921771883338,0.23540994138438753,0.31997470849715665,-0.15246451101364317,0.09213595968008066,0.12893262863688373,-0.44224610817397136,-0.35349304074886406,-0.17908604322242191,0.12653649572015027,-0.0940635948202071,-0.009878309001909216,0.2547702756139499,-0.32445592465370143,0.35278456945565445,0.4195658765391615,-0.28919031934848943,-0.35915622589176643,0.23314747606956862,-0.13397419802945712,0.008394961814128979,-0.39001682500441454,0.3810959878244803,0.006156664860872429,0.22684529941821976,0.20121067122773537,0.025471925774281156,0.03856371567927326,0.013784392061988457,0.311109095733684,0.21813655917334476,0.24034660982389142,0.043599242685485935,0.1329179985379093,0.04509968785485685,-0.36678218302281745,-0.05721917775734319,0.32824899553078485,0.024071219904262493,-0.3978899301425986
SN_pc_L,-0.00748932488286678,-0.031188262171018197,-0.04729110646870969,1.0,0.22885985927047747,0.06836332809560455,0.21151158818642873,0.34495729558825855,-0.19397836960390746,0.1178970042269737,0.10038653662670673,0.04581461830020763,0.22352778639989654,0.3117693897857855,0.09964877412669282,0.2578340636592463,0.021771826347431005,-0.020155825052583523,0.17590886632962674,0.3732064241891652,-0.04481656358662785,0.2810589671583289,0.1775671523007703,0.2294659674866466,-0.09642011246592884,-0.26713797068377615,0.10469263200823264,-0.3369950065087471,0.22669539156013452,0.051632727769555874,0.12072914331577103,0.1945892258908964,0.12300300784408623,0.30065106300894445,0.10438685415227371,0.21408021347673545,0.07117969821345724,0.17695926810738727,-0.15892208632806648,0.35144185953144996,0.011807949226153965,0.45680078716527633,-0.07476860457857624,0.21519540334218631,-0.05230802300860496,0.030404438100610776,-0.2960905429209726,-0.15182445339312858,0.14393687081445722,0.3007935025228142,0.36851152060059716,0.24031116929568533,0.36834980640610804,0.3137970972277696,0.023640843539495995,0.36877832901870605,0.26008179877873433,0.3089668217294666,-0.038447517728422205,-0.19191615105579612,0.149696933743331,0.34608503857985495,0.2001007173885242,-0.22436306921567697,0.3544322137090917,0.3082701366152449,0.27444914099086204,-0.23796888221020243,0.22268832350026332,0.2729086286964914,-0.016311985398439314,0.19307992821235911,-0.2717054942938553,0.4591247647355995,0.3229470884543457,0.27352096572816215,0.3070739127523634,0.23111083091978152,-0.004494913334958493,-0.01434346900736638,-0.14007995238830753,0.2617743370391693,0.351263019276963,0.02333189325690176,0.23323102589666803
Occipital_Inf_L,0.07732660478340322,-0.0064722718335042334,-0.39901372132719565,0.22885985927047747,1.0,0.3795924371032267,0.21911427952862042,-0.040853153553013895,0.27450859283977164,-0.3435594460107136,0.08507109502475618,-0.27658339162355344,0.15472996374574022,-0.35647311755573013,-0.5343566106057432,-0.20221431420768685,0.1421963372919974,-0.3532927755878435,-0.33902198644217935,0.30904905878797007,-0.2961010680935624,-0.14315680785817878,-0.4439192840271675,0.7286786020925415,-0.6190007354039324,-0.304408857379642,-0.03082973397297185,-0.641455269822067,0.1660823352294815,-0.38858757386740106,0.6278957536092841,0.6548433626183089,0.2668745253686349,0.7737081952547259,0.7693127252372824,-0.268865698769621,-0.4578712372461042,0.503673198970834,-0.2855181269122991,0.3844528218742978,-0.5445476109192252,0.5646354289980418,0.3434024044897775,0.7259592468389042,-0.023122310768015995,-0.3399770030627282,-0.3444861112499526,-0.4864003117219271,0.23852989839495886,-0.04320906465211282,-0.2807003689015055,0.6364705106156899,0.5179825933091868,0.7294990155419986,-0.22435686823347534,0.1078810743063172,0.04801507225308089,-0.2944011224772133,0.4803989965630922,-0.3361158997159276,-0.4622787908491781,0.6124344974041189,0.8217115193566378,-0.18558087057485356,0.10374911400319188,0.48687333388896437,0.5979101095121435,-0.4823690175959676,0.1179357060975904,-0.19808389571693763,-0.34594438181590914,-0.018077825482728713,-0.09240962291995246,0.3584585430081939,-0.2890647451853521,-0.29288790293445055,-0.3296961248244083,0.14525442380131662,-0.2445035743586715,-0.414978897202763,0.5073466563170308,0.0035837245106663355,-0.36890905285127495,0.03738223259456421,0.5429478964996067
Cerebellum_Crus2_L,0.21964379329053577,0.048853074002726406,0.07061526460671956,0.06836332809560455,0.3795924371032267,1.0,0.02632365649513517,-0.05858394604651592,0.05170756157529471,0.06572479289484352,-0.01093369073092418,0.10253324407982474,0.19411335104134553,-0.22164570840891165,-0.10823594207743871,0.07788464886964723,0.5442672206866948,0.12192630506355663,-0.007905655901104515,0.028429333871470952,0.2567538802221605,-0.12252589299569536,-0.11526552717270351,0.4740105416644608,-0.44437881769960375,0.3838194821305068,-0.06139757101704801,-0.2673848422476934,0.18712281648682463,-0.14954485117209818,0.2666722433733145,0.16550626193833595,-0.15437148685968705,0.42889478696109196,0.058599851598562236,-0.16701218367912826,-0.2262360143364464,0.12694642249201488,0.21459991020419372,-0.1073542345463411,-0.014580048880968246,0.5331645533397216,0.15377216636509747,0.1623701076977968,-0.046103764045622046,0.03459357525085286,0.30323860458054247,0.08631768568597097,0.2883152883468857,0.095223435183898,0.010143785428851316,-0.06326894269533183,0.07369876964478896,0.4530686995041518,0.00013095762189318106,-0.16434206470155752,0.0869879480483661,-0.004013483533734767,-0.060145332357441204,0.3267810168039105,0.059509683138298644,0.13109467994372012,0.29367548699874585,0.21749800096537122,-0.1140780167719299,0.6650129643502767,-0.009181310295085038,0.11751549575921244,-0.04499728047979889,0.2505188499129456,-0.0685955693283153,0.020493872313778902,0.2881620324743605,0.41542270912167234,0.07574772135769729,0.015297322701179875,-0.023898960433037762,0.2265150114735084,0.1914809665986745,-0.43945959071432733,-0.010800891001641104,-0.19673204789182877,-0.014320150297340562,0.14466151144226372,-0.04090814083566018
Thal_LP_R,-0.12864326170699583,0.2795028704447336,-0.1153552560451719,0.21151158818642873,0.21911427952862042,0.02632365649513517,1.0,0.5703524312109858,-0.022926257355200184,0.15269765819403242,0.5540415652942422,-0.4318568442208051,0.3196366822310096,0.17930262575635905,0.22162625285148851,0.24158773435108205,-0.12742175314656445,-0.13964275191779663,0.3032813117932947,0.6209007071294553,-0.19590455674020943,0.39559283866251604,0.2890677261340186,0.052815075936322016,0.18459935943689673,-0.08329244947641905,0.18561933900625913,-0.2024504077147061,0.15487857921904663,0.11320437730034554,0.06430463698064383,0.14937251026280896,0.03740882567872016,0.19367874861644058,0.3283465600174559,0.0856616339779129,0.19102759812408165,0.48807239396903496,-0.12338837415650661,0.5272127454842916,0.16677907044312576,0.14625880802871843,0.3476192307402429,0.3009687290638101,0.1547250813991987,0.31215767949831813,-0.09924690829128915,-0.21506306131044553,0.14028469816088593,0.03955697731004115,0.47933476697029087,0.5275263817439316,0.5544296664910564,0.16455549628849497,0.23448183104968143,0.40234727384438435,0.4157584055837505,0.04227970367952129,0.1979373105177017,-0.2540664264030894,-0.021770655555900093,0.5573692754733,0.20457759627376837,-0.08328435955183847,0.5047162420345517,-0.012427611654838546,0.5669091207701012,-0.0609783319480161,-0.313020881396295,0.19639237225294925,0.21352739055733846,-0.10719406130234935,-0.046072884294447204,0.19103239261599986,0.30824351800262517,0.3117853619125077,0.2792859914990025,0.17774659635595352,-0.10221829666782783,0.14919373785352927,0.1738080710666815,0.44064163935845335,0.010410308192846801,0.20084429774322424,0.5604442657980492
Cerebellum_3_R,-0.20079712292930438,0.21594411759946927,0.022114057016704883,0.34495729558825855,-0.040853153553013895,-0.05858394604651592,0.5703524312109858,1.0,-0.1717687575413423,0.64747579651226,0.37886910683473113,-0.0631891468279697,0.5569558214599318,0.6652621897757182,0.24219005449237335,0.487192409656688,-0.24052607283571661,0.10854869615796096,0.5882491123713349,0.6009890407681282,0.04083519520217303,0.7192748966088229,0.6213689530916804,0.06399017135015515,0.6201753935088604,-0.04852544565196125,0.6593395850298293,0.2250132106718782,0.2695828982955299,0.41269441908359483,-0.03006997344398435,0.17139838573860045,0.3512542032516948,0.26476967754369957,0.2186265905186454,0.4267615443405253,0.4812109773656786,0.49483205099678806,0.008671499459794063,0.709402784732227,0.5052498005346364,0.17977665860248063,0.02593191706729855,0.3377726363960759,0.4674080196563477,0.5870930318473793,0.03170635367690784,0.09825965855255685,0.06889517051913112,0.491219626275207,0.6216728573250425,0.2921509582397956,0.4580592889432564,0.24350816527162325,0.4906797489718866,0.6652966424383246,0.7080220648057779,0.5142645492861208,0.32769408155305174,-0.013489303073529581,0.41106964682804387,0.6508628661185976,0.04417347572818858,-0.03219124566565029,0.8482440077722232,0.045022933905517586,0.4706435510737333,-0.044618131322168665,-0.04857052166390868,0.3155648729518188,0.3881864139416266,0.36283868027016775,0.014509117965427282,0.5105594191934052,0.7360910303918671,0.6738758422247559,0.7849829617536119,0.322589518217574,0.1115323030297495,0.47047691284582194,-0.0008627804809948877,0.6835365247349643,0.5036490661610903,0.26406736152330745,0.5800524991357346
Vermis_7,-0.008395608698697217,-0.09479182886620385,0.08604127787124491,-0.19397836960390746,0.27450859283977164,0.05170756157529471,-0.022926257355200184,-0.1717687575413423,1.0,-0.14336357994435825,-0.02768233558422889,0.05548706214698224,0.0001830203965616612,-0.1952431229915214,-0.3318699211300167,-0.15644261159765238,-0.024484494896801653,0.19543166069560425,-0.11008915117118726,-0.2904486628854778,-0.1402526673675449,-0.3469811128054402,-0.23364471939162784,0.39703197654562167,-0.062141449751185664,-0.1350286281614161,0.1236779355179104,-0.09337808780356806,0.3026303632502735,-0.24880278651626989,0.13172604015094858,0.334480913887478,0.145474983901342,0.35321076759077225,0.2736079675232807,-0.3324872985841426,-0.37573403351953044,0.013337157351569949,0.02602163572988593,-0.03180283293853403,-0.3451291296938153,0.07107600251763115,0.1269756539887826,0.19006666687671334,0.12031853366966723,-0.06070449394737619,-0.117455859668524,-0.14513906770310755,0.2817809870750848,-0.021194365135032794,-0.3901712798902021,-0.0009700515510410328,-0.1975014474175871,0.3099887471529,0.007561228471234542,-0.06487491143866954,-0.19663717421621935,-0.21854620403450953,0.28725155177484923,-0.12948519330610303,0.0043479225631793935,0.03926394415214435,0.33695087753049036,0.08200667902587896,-0.0881582944592915,-0.05950449038955762,0.008092782336291503,-0.04204740640850272,0.007441095871888557,-0.1291816043915692,-0.15068243045418814,0.13550544808387396,-0.11780290052559868,0.019963560020580792,-0.28975792260282834,-0.23380091681192755,-0.2453228490785307,-0.2081233124315516,-0.25074395936817123,-0.1723033630636347,0.21597300527210692,-0.13416859152043611,-0.21566970450698428,-0.09634781172069878,0.030536466894079174
Frontal_Mid_2_R,-0.016730486948855264,0.036853000508442424,0.17331691989568662,0.1178970042269737,-0.3435594460107136,0.06572479289484352,0.15269765819403242,0.64747579651226,-0.14336357994435825,1.0,0.2601030166469983,0.42993870797663886,0.5877557645102954,0.5181722254816121,0.4671661421692011,0.48077897723472945,0.05673238794114797,0.45714575477579605,0.5332239472261766,0.2663636168618923,0.38273995373038194,0.6736394142948764,0.6993875764698727,0.001529100398716033,0.601971564330374,0.3451275141815675,0.585146654332435,0.4664016490445632,0.18312019979566554,0.5480789300747362,-0.2543219051242506,-0.06391688976865907,0.1615860998812066,0.09179317704204411,-0.17189297118693678,0.49419129929118555,0.6138090945393452,0.24041056271800326,0.30320405575329856,0.4225936704798126,0.7476359594680191,0.21768881908151252,-0.09473149644800773,0.12127964988955246,0.5434435184960329,0.6473971594887128,0.4221523564474933,0.5122523530156049,-0.012438562534437035,0.5592513070179207,0.5346021423656653,-0.18965932000753868,0.09628928898689477,0.1337864413228086,0.5585093695601477,0.23173398994630878,0.5433488479421877,0.5963800406053844,0.1478121844053793,0.4868233734184412,0.6739777726492644,0.27660782002342416,-0.1591871004669322,0.18542496010712617,0.6147351703596485,0.1628988992320887,0.008926077051111656,0.2902388828452184,0.02317006053677065,0.5806297769821407,0.6036903140198678,0.3394448845945594,0.3154589624307487,0.5078636991785812,0.7653509714030561,0.7346315836997673,0.8250696168890788,0.4273983065366582,0.2634110951812456,0.35088027178868414,-0.14031227381464143,0.5733027297443023,0.644265722348005,0.25312466463331074,0.1340753144376627
