,Thal_VA_R,Thal_LGN_R,Occipital_Inf_R,Temporal_Mid_R,ACC_sup_R,Red_N_L,Frontal_Inf_Orb_2_R,Angular_R,Vermis_8,Thal_MDl_L,Rectus_L,Frontal_Sup_Medial_R,Frontal_Inf_Tri_L,Vermis_7,Rectus_R,Heschl_L,SupraMarginal_L,Caudate_R,Putamen_L,Thal_MGN_R,Precuneus_R,Thal_AV_L,Cuneus_R,Cingulate_Mid_R,Cerebellum_4_5_R,Frontal_Sup_2_R,Vermis_3,Calcarine_R,Occipital_Sup_L,VTA_R,Thal_PuA_R,OFCpost_L,Parietal_Inf_L,Thal_PuL_R,Thal_PuL_L,Amygdala_R,N_Acc_R,Temporal_Pole_Mid_R,Occipital_Mid_R,SN_pr_L,SN_pc_R,Temporal_Pole_Sup_R,Thal_PuA_L,Cerebellum_3_R,Cerebellum_Crus2_R,Thal_PuM_L,Thal_VPL_R,Occipital_Mid_L,Cingulate_Post_L,Thal_IL_R,Thal_IL_L,OFCmed_L,Cerebellum_6_L,Pallidum_L,Olfactory_R,LC_L,ACC_sub_R,Fusiform_R,Thal_LP_L,Thal_VPL_L,Thal_LP_R,Lingual_R,Postcentral_L,ACC_sup_L,Raphe_D,Parietal_Sup_R,OFClat_L,ACC_pre_R,ParaHippocampal_R,Cerebellum_8_R
Rectus_L,0.19392587140987266,0.1413418182666498,-0.282272240635053,-0.0697104284389993,0.3336443771040694,-0.532036115752806,0.4469652340385224,-0.1244833434239816,-0.028757225648560463,-0.13242365285496727,1.0,-0.039928800000492495,0.12773228531517683,0.09780006268947186,0.8516988018601407,0.2956993057790572,-0.28480982067220273,-0.0777707999601289,0.19231858045990546,-0.09991401643817495,-0.28173057227290943,-0.050272519625313095,-0.32347036972690024,-0.11550261338527461,0.1369712156233306,0.000567003265568402,-0.15855648728794774,-0.2329374259767506,-0.2899593082057215,-0.5406705557957284,-0.3158837765366552,0.5747594828895771,-0.3258200668928032,0.14065253618187176,0.1516146536034579,-0.2227339517677412,-0.047033035798479096,0.24424920674990105,-0.2650045635040891,0.3601268278395199,0.10805503137063556,0.12143712027987225,-0.3221682948684199,0.32556021442501537,-0.17876433381806592,-0.24613554388098474,-0.21788102479735605,0.09925496164819161,-0.0013944746582311084,-0.0675600589255557,-0.01797067489452382,0.6607320477856331,0.04834932575876968,0.3863462020454808,0.3148478910827451,-0.2463961445175262,0.5704203294668891,-0.0647619447443639,-0.27351246891195274,-0.12099525677940642,0.007347729884116012,-0.22953313739098452,-0.32848896498827274,0.010913397032426018,-0.38069776395669247,0.0011735120988727323,0.680959606867689,0.29177007778361297,0.5108277971045956,-0.0228075497150501
Frontal_Sup_Medial_R,0.3804789490949793,0.17146207944671094,0.2417213823910104,0.4680141934084112,0.49955509594701797,0.4167368223058738,0.3641652648151756,0.03514056776903205,0.2690926308379901,0.38891404490322323,-0.039928800000492495,1.0,0.38183163000540543,0.32936025186040435,0.07569590986099277,0.1266458679515774,0.00691762240636452,0.3931960656849015,0.35510239814945593,0.2590319375177442,0.20601498660470285,0.12860264562127585,0.0741133677287173,0.5673147673873934,0.48831135760071503,0.7247234384093715,0.3904812477172005,0.2977983909771554,0.004354842719152737,0.2802115761761294,-0.09889447118065212,0.06600834003730915,0.007013771156738981,0.30293988172071207,0.43578339793403226,0.2842013706083247,0.2741423668971754,0.35639103209558365,-0.020523107373128773,0.1299814767643673,0.10807410115694954,0.4430022206164799,0.006996188009818326,0.4041303690067676,0.3719212957689606,0.24964030541066476,0.15022690523821516,0.12599679948517445,0.44566262424025993,0.38065330110973356,0.4138721480592862,0.1483081974570539,0.35044023422348075,0.24232972691043578,0.35399592162139126,0.18379305222678483,0.09548775697890534,0.43250311476071024,-0.027461955755939283,0.047380160723782344,0.29320962927946037,0.5343616339488262,0.15417896135919187,0.512311647095272,0.15454265172871923,0.012466813212505071,-0.12623357065728563,0.19811144799994615,0.18568275445549187,0.47073527441681456
Frontal_Inf_Tri_L,0.30456300247769397,0.2501611052080066,-0.1154764791664079,-0.1386178976853648,0.635136511682076,-0.046432367340944025,0.07373192453943507,-0.23488111737624132,0.2701047143679066,0.28597273880018464,0.12773228531517683,0.38183163000540543,1.0,0.31459139227996274,0.21447436844537823,0.48263774788424,0.3256369631142985,0.1765286029598454,-0.2221408970429093,0.3973027908632849,0.26618057598936085,0.10008987167465092,0.04483864836043002,0.39493370449330617,0.5883905214350271,0.1749186174502523,0.35460189403950537,0.34016119483472396,0.20535779001588306,0.030291757701836314,0.0988396308909876,-0.10118334188642228,0.1596489237866088,0.2677793613830265,0.1628749976254415,0.24328642592573857,-0.34897156025508835,-0.06339385824164193,-0.33233115028821264,0.23206639044019509,0.35085475654201137,-0.09850151851174785,-0.1360128725243978,0.35800448325830536,0.17590438724046792,0.27929232078926014,0.28565478203517713,0.27751490311959454,0.6694493321448358,0.6494425478625402,0.4185568108193356,-0.11310706818854462,0.5123167360493839,0.6430848585413117,0.09108529818888418,-0.1824911311437677,0.27687235983509584,0.4158566138699655,-0.23729423887985318,0.4321709855656106,0.06156665123710644,0.5207167379670276,0.36553599265209535,0.42494671364703285,0.11516972963784676,-0.15214229737852883,0.24746323645951196,0.33181629048242045,0.3119712200593703,0.3637938845771216
Vermis_7,-0.06810171641151766,0.34692732368391743,0.589692976558752,0.22381005052771843,0.18488549678618077,0.03178903545470203,0.02553692431175623,0.15184592428118968,0.6842952458041937,0.17276828181854986,0.09780006268947186,0.32936025186040435,0.31459139227996274,1.0,-0.021481088975923917,0.15477469614715358,0.009456988463826059,0.23002513557938659,0.1084794753694492,0.3665226860387292,0.03340135682194759,-0.11707335275258612,0.13097041830921777,0.24559210743980614,0.22366805069810763,0.3909343188496383,-0.21481838000198397,0.4322640869595865,-0.007206090278984979,0.25543115137739564,0.24533579843112388,-0.04036148960063802,-0.11317731423893627,-0.18784362336599514,0.32681313439056675,0.2339465515220482,0.056818053114573434,-0.041927018792724965,0.1203572251138285,-0.017513870616838345,0.1305012049915324,0.09194053257011375,0.1393554203787758,0.2412677585789806,0.6474720417046884,0.19074913563836432,0.3185675249496244,0.26096977144934036,0.13086510892755496,0.36729235730279614,0.398608125425909,0.014982754358807221,0.7362326304705273,0.05584911962771114,0.010349131299869486,-0.30290074320566507,-0.06648626670113168,0.1726075744838657,0.08512618282891482,0.29873595268567454,-0.16541174233956898,0.5455504223500037,-0.004603155952250653,0.23842105295004998,-0.1604044815821092,0.06289988710952558,0.008627810848048133,-0.11346055480038764,0.054431698926529874,0.6586697090673611
Rectus_R,0.39906933876210804,0.10597263829800828,-0.4584492720982033,-0.08757026404763797,0.3309760830503427,-0.40885821211231604,0.5312243986005606,-0.1442618277120061,-0.2213981527068765,-0.12244525269165517,0.8516988018601407,0.07569590986099277,0.21447436844537823,-0.021481088975923917,1.0,0.2440387839566729,-0.16818177541475213,-0.05057926411984878,0.08739233207919436,-0.08121167441965989,-0.11926903788470807,0.026906955119679412,-0.2242526183156413,-0.06713950387737892,0.21315305929109107,-0.07813113307262695,0.13036049568321564,-0.23013973178704172,-0.2389806735220113,-0.5054269186782256,-0.405832477585862,0.6994303389102701,-0.18431019623165454,0.1894630393418881,0.10903461773917789,-0.26075838014855374,-0.052837266933140496,0.45668368607403237,-0.3024832462796579,0.42784929173460945,0.24001854746158854,0.265026238214649,-0.42592030003854653,0.3258551706909933,-0.27281807252753304,-0.2880709198465394,-0.2800308819734807,0.035974187695817825,0.019550585739576323,0.028391733262992967,-0.03348652615497509,0.7614413168547687,-0.06944316638130336,0.4859712526345316,0.4866076734616411,-0.10483399459591296,0.7722603689317964,-0.0002379232920902054,-0.39756141941662587,-0.16160444750601455,0.11925012451390271,-0.18702941263346298,-0.18206551793899867,-0.0880876299637363,-0.13460064615382208,-0.0031381085405197125,0.7665045323674186,0.552014943291168,0.6043962851610818,-0.1374455848166307
Heschl_L,0.4285011226368579,-0.055980795621930445,-0.18376363865196682,-0.2709295719647942,0.3042976278896133,-0.242233127701871,0.0628310187621352,-0.5394383069410034,0.32932275355230123,-0.08651413863697689,0.2956993057790572,0.1266458679515774,0.48263774788424,0.15477469614715358,0.2440387839566729,1.0,-0.5151263961368023,0.008915075651408623,0.09523183849271366,-0.14251757876346247,-0.4559165439629143,0.010285309263601994,-0.5628984231686512,-0.06646151736172944,0.332770708431572,0.10781042590115934,0.2532416323117203,-0.20315750870593807,-0.4151098875313096,-0.37148970773219286,-0.4163065975107222,0.14459750033425664,-0.6233231721114293,0.23717426637425645,0.10061787616770858,-0.0735086280519047,-0.1082884101696772,-0.22653398287649443,-0.6217558054942639,0.6603507283759239,0.49855002960058875,-0.2405341033217342,-0.6197278715636287,0.33938565623949857,0.10922054744302559,0.016077802529569914,-0.32099257379896495,0.025616839175924472,0.5812774653122249,0.2228782570230569,0.10822413104390838,0.09724467339792073,0.2873421448731174,0.6229771408409757,0.1269406760976464,-0.21063429491457358,0.3276312334308249,0.11155660709491895,-0.6623348807713965,-0.26216305946426866,0.09599998023920055,0.059181141815484714,-0.5110593591324784,0.16855063627700734,-0.46451686158089345,-0.46018813709521567,0.36652164737387566,0.016312100174890327,0.3485999220402389,0.43123819535195596
SupraMarginal_L,-0.3951980179174903,0.2736248490705986,0.06839740713529266,0.06614618719700799,0.0893639591160922,0.08968365990427031,-0.20487152612534998,0.4258764962824853,-0.1781805973595039,0.27637331412525773,-0.28480982067220273,0.00691762240636452,0.3256369631142985,0.009456988463826059,-0.16818177541475213,-0.5151263961368023,1.0,0.10825152587483523,-0.47057380352103756,0.5306944694997094,0.8350079755647486,-0.02340551257857619,0.7695366285652038,0.46671353907776725,0.09278354022163898,-0.05891323768557396,0.10013983230157222,0.6272460945737004,0.8360175507394348,0.40283715905890466,0.7601158813205315,-0.35292358595562867,0.9262047933718593,-0.05746521138966546,0.0033617621562966908,0.19092759923773772,-0.3000363796930828,-0.03727786076184389,0.4687346737921085,-0.4622537893963672,-0.1162375248462439,-0.04369149808455223,0.6603095602215338,-0.11139676899818193,-0.09576866243972762,0.3586638493584432,0.6740680759769784,0.3630320465867854,0.0023938138190838874,0.30911010829569857,0.203730708185929,-0.3158851500514116,0.16566114250937822,-0.20946101808461196,-0.20274935705110092,0.09285032369094834,-0.19580742839633147,0.24341476348884045,0.6220313949744236,0.7762286847986587,-0.2444936772179223,0.39149046192594567,0.9624840874032448,0.1301202311507093,0.6434748930077496,0.43395306176111403,-0.165106486237442,0.2458406343328798,-0.18332963139768294,-0.2755411752682869
Caudate_R,0.31470608787049276,0.6519385531026091,0.13535200092757865,0.5652794504204057,0.3804655537714398,0.42929267361072965,0.5720550083842021,0.261772143193611,0.0339758883157802,0.5968028702392457,-0.0777707999601289,0.3931960656849015,0.1765286029598454,0.23002513557938659,-0.05057926411984878,0.008915075651408623,0.10825152587483523,1.0,0.46776314769146615,0.3084436086545697,0.3149644376291116,0.08292751401439258,0.3141286619333563,0.6716825988756435,0.573023481251958,0.45067598256921554,0.4046243332260406,0.5558841962178362,0.030861023607684418,-0.07534883627532594,0.18611081745171912,0.14750143822024986,0.05487819375733112,0.02163370384564684,0.33963044772085144,0.14253526955942863,0.6066521397726268,0.25359618668555683,0.27941322422905274,0.21029795305464358,0.2704121442444676,0.4563868708756667,0.27968500621333814,0.43095295671672423,0.11468099885649775,0.4531835924108886,0.4870615470583312,-0.16604487403520743,0.25176546225729296,0.5266137371843581,0.7351887549815478,0.04639611727807758,0.27424092000600964,0.027985517095131633,0.5321953869260687,0.3678865060423113,0.17904483669671115,0.5584037879313857,0.31010570253168246,0.4050001227825903,0.24240797021673702,0.4656438255260103,0.13110366618483119,0.714242540638494,0.22927610680503407,0.08064830140712334,0.10781083972652425,0.4465635203159623,0.4354442948547466,0.11221026373773416
Putamen_L,0.3282048510313135,0.17931376125673612,0.21300652721971053,0.6229781014367345,0.15292282508193794,0.3883399044876049,0.5651582349650336,0.18119582621479138,0.14689255204929796,0.32950893547764415,0.19231858045990546,0.35510239814945593,-0.2221408970429093,0.1084794753694492,0.08739233207919436,0.09523183849271366,-0.47057380352103756,0.46776314769146615,1.0,-0.036942584919154864,-0.15541071809735107,0.06025890092273326,-0.09754659031422817,0.24018343228894753,0.28753846452360626,0.4493089057300766,0.177787160527947,0.05423222259954736,-0.3051680303345515,-0.04265675096319193,-0.2727628929305911,0.4364548256594229,-0.3819174820720914,0.28764359483492796,0.3567263897770572,0.20056844002738966,0.7087148351522103,0.43215890561261705,0.18081988122690765,0.22462647680607364,-0.06612168092227863,0.5685318276423759,0.03859947301383689,0.3724976825269911,0.10913106386016437,0.27845360094558724,-0.00915577219505874,-0.16575982970758174,0.12220418379400896,0.0132638078718724,0.3674710893886521,0.4445482338839044,0.13748161748795182,0.09599146308563007,0.4704119817983278,0.2736826414319337,0.06153686683491621,0.3291286773316432,0.04918693002144697,-0.20103895060731594,0.33986076272953597,0.18494978573967868,-0.4110557519918092,0.31805599081584807,-0.09943718721215444,0.08985810610614922,0.02616495631722227,0.035318758720665,0.33939802532846675,0.20453302679732346
Thal_MGN_R,0.07169742399824297,0.4486806458097002,0.1840882721670439,0.18728475327986163,0.3689003056044294,0.08200163606956004,-0.11972202879684161,0.4938535334445217,0.13586672496865984,0.6837384556696344,-0.09991401643817495,0.2590319375177442,0.3973027908632849,0.3665226860387292,-0.08121167441965989,-0.14251757876346247,0.5306944694997094,0.3084436086545697,-0.036942584919154864,1.0,0.5944137343157783,0.040214096188816675,0.6092802243773852,0.4930302932007294,0.5091421097260531,0.33228966413888894,0.07400285614614377,0.6043620311525418,0.5173073469206485,0.48219503907355366,0.5193505131630155,-0.1378350053597397,0.5057750031855283,0.08527061292974465,0.2570744193291576,0.5663423656997709,-0.20696799664837512,-0.010309139781676678,0.4304651756099838,-0.5021877475620397,-0.3224538357352956,0.027901725217766668,0.5155274428092856,0.14175878676385606,0.05852234130079389,0.48801867839771235,0.8106478739645191,0.2826875963455242,0.3368086241077192,0.6792892631410997,0.6045066281736777,-0.11279229197995458,0.3864438278318887,0.1485164762371499,0.009302937900389522,-0.23292370145339686,-0.057607235308959316,0.40848591078543245,0.3051690315787609,0.6743635516019666,0.11154617951077289,0.5409003746496542,0.5559866688829413,0.25584622091820813,0.2994386215015807,0.3652799728404306,-0.037341741658936986,0.15070117233750302,-0.09902507239877112,-0.018389265018671563
Precuneus_R,-0.1879017570262073,0.3558082912267892,0.0928182418712799,0.3392409227054094,0.0694390318487055,0.33447270228226533,0.041470876340262974,0.6375209933528839,-0.08353336572907966,0.4341550100056633,-0.28173057227290943,0.20601498660470285,0.26618057598936085,0.03340135682194759,-0.11926903788470807,-0.4559165439629143,0.8350079755647486,0.3149644376291116,-0.15541071809735107,0.5944137343157783,1.0,0.09959748827194644,0.9015240717228722,0.6564564893911068,0.28200628149980933,0.18816631689229305,0.2573923978954098,0.7076893527255331,0.7929411704788196,0.5214707389414848,0.6583991983409065,-0.1033772920031831,0.8558699165059912,-0.0006160746767280948,0.07869840370400748,0.4242667773345843,-0.0420952942917705,0.1813407915546748,0.6141564307424872,-0.3951751776051742,-0.12060848915958913,0.2166234283977104,0.6237820967855313,0.10749762111980596,-0.1749447210501647,0.43089449080216924,0.6778422133024494,0.19609792870446788,0.08501216379982116,0.41526750966009346,0.28768535871605005,-0.12538972689343772,0.16795017310119767,-0.11091458118467921,0.14848560276055892,0.22959900342859246,-0.0700942763705563,0.517953704545536,0.5909464208783131,0.6346881531657373,-0.02106730222520445,0.5248317046594747,0.8350376688021763,0.1779416978449271,0.7185260648755423,0.5173547706704822,-0.08824698213513672,0.26119500574761456,0.013103416141212064,-0.26253398198246486
Thal_AV_L,0.39742437603717234,0.40784770813334287,-0.06218249643507368,-0.027380025559535368,-0.042287249161168994,0.10800940913937165,0.022620390192811285,-0.0008493090449647283,-0.13463206277708284,0.37136893891603334,-0.050272519625313095,0.12860264562127585,0.10008987167465092,-0.11707335275258612,0.026906955119679412,0.010285309263601994,-0.02340551257857619,0.08292751401439258,0.06025890092273326,0.040214096188816675,0.09959748827194644,1.0,0.07222902977773005,-0.08408386705692858,0.1183815302832276,0.011305725977762077,0.14679324751325137,-0.08442604107505033,0.08513450225118811,-0.002642983458886102,-0.014524411793306744,-0.0342326004978358,0.1727086084716241,0.1894089033506556,-0.22169661602663113,0.03983295063093264,0.055455992526953206,0.0007278174230562178,-0.06778113938557075,0.014045873911379687,-0.03888886298542856,0.08063105143787151,-0.08417262770727635,0.244921176420482,-0.0810845659749929,-0.031262215456698814,0.03014163947095907,-0.157422290159802,0.08966710107885532,0.41902034845842,0.13960457173142884,-0.06259000587095727,-0.11015661454086464,0.19045419657918222,0.13975647694922017,0.010616636688097232,0.011767346905590198,0.03126828152088988,-0.1875632695461489,-0.07138128615456256,0.2501823453596592,-0.0070049316381104966,0.04254322456984221,-0.00220109171524684,0.053603475612187194,-0.131217406882295,-0.012017511710211662,0.0195930820475526,0.13067485850498445,-0.047463075220128
Cuneus_R,-0.3160678834825328,0.4031475220395516,0.2502054870411367,0.357757951284842,-0.05725321984985515,0.26688094238752286,-0.08622925723299339,0.834502516003259,-0.05921263611105908,0.4567147359475346,-0.32347036972690024,0.0741133677287173,0.04483864836043002,0.13097041830921777,-0.2242526183156413,-0.5628984231686512,0.7695366285652038,0.3141286619333563,-0.09754659031422817,0.6092802243773852,0.9015240717228722,0.07222902977773005,1.0,0.5851194406331252,0.12381417855818391,0.20340142222622984,0.08866328981229796,0.761820854005722,0.8209157639744049,0.5531560249106591,0.7755074934119697,-0.058569898855543874,0.8163794579033874,-0.12823935567056474,0.05626912156960706,0.3933252600114633,-0.005511241133076886,0.134905524275952,0.8274095130730101,-0.5339110813744004,-0.24153977995621878,0.15946303884462137,0.7776555753935398,-0.08142529783660897,-0.139982209715934,0.4224701928252002,0.7524532916206391,0.2215072574516113,-0.050517678067463746,0.34982583936463174,0.2918007242900092,-0.08951543204062472,0.2053416036112864,-0.28584291600572864,0.036710299686441655,0.11341354257850737,-0.20893826776273167,0.37270755447545145,0.7228456197563095,0.6449518582181283,-0.08130954613021071,0.5039792762418965,0.7404160570161409,0.07997590904828901,0.6625277085429951,0.5974927477642519,-0.1084782243257661,0.1366569603914338,-0.10521109853904535,-0.28630428232022126
Cingulate_Mid_R,0.054066177942237684,0.4568758475815962,0.20049796169652162,0.5852799151923005,0.4960652997571277,0.3552230650200543,0.35163973249534425,0.45493615670344834,0.12699611210613132,0.5497226616573847,-0.11550261338527461,0.5673147673873934,0.39493370449330617,0.24559210743980614,-0.06713950387737892,-0.06646151736172944,0.46671353907776725,0.6716825988756435,0.24018343228894753,0.4930302932007294,0.6564564893911068,-0.08408386705692858,0.5851194406331252,1.0,0.583043146612284,0.6467045028279577,0.4095471381182222,0.7695440294228911,0.4389252595953944,0.27363120839746063,0.4053963522353943,0.02616013332026543,0.38574428712462494,0.12908527499884873,0.3722094883387282,0.35798838672791883,0.24853429096891091,0.24013414653382525,0.44061883057012907,-0.03208442343692493,0.08386882838384056,0.3501675263907758,0.46305709085297014,0.35742548088091614,0.05867229735236061,0.5086304008773879,0.6251549918769695,0.1547187722638234,0.43959676498652056,0.4780282446156544,0.5780751879601191,-0.003936611264603389,0.4296742459199995,0.05310460314507315,0.3337595294720694,0.20752672410781767,0.037612608854662236,0.7008686399503402,0.46379515511591834,0.5407014097054984,0.10940949609183431,0.7057122691994907,0.508935248383297,0.6714922878819813,0.4659546040483447,0.30610714692876356,-0.014183024753490273,0.34370802445629317,0.23790693652126085,0.13790708071302965
Cerebellum_4_5_R,0.5969360117122549,0.38450221878320245,-0.07675494002667234,0.3425922374218072,0.6775849622341145,0.2229738530027881,0.4606037421743809,0.007562137557116465,0.13417652460859192,0.5981211799029521,0.1369712156233306,0.48831135760071503,0.5883905214350271,0.22366805069810763,0.21315305929109107,0.332770708431572,0.09278354022163898,0.573023481251958,0.28753846452360626,0.5091421097260531,0.28200628149980933,0.1183815302832276,0.12381417855818391,0.583043146612284,1.0,0.42082479263220895,0.5824304315953847,0.3941758788595058,0.022636378972749855,0.01515422937761828,-0.08409012328706113,0.1828777611660845,0.039125100063794854,0.31803417943613843,0.28026477547425027,0.4388566436488437,0.17293334638495356,0.3425211135924644,-0.08139980888486666,0.24518937819817752,0.1762866597189578,0.3485581884716909,-0.033205362795746124,0.6950541781693296,0.02489230598637671,0.3969697837602117,0.3802935382092322,-0.04002382622398545,0.7011527371181064,0.7010327360445808,0.6962947276447777,0.11125678565626457,0.3918903400673257,0.5393273870737753,0.5646444130665562,0.14295723751387399,0.38470441391895493,0.7973250697387128,-0.16708292622042487,0.32414344878560586,0.37408107279166347,0.5810942542641583,0.16666907811633447,0.48825630341288306,0.13351728619489728,-0.05228833484841877,0.23401221566808447,0.43389558133245315,0.5255984007692397,0.211977001580824
Frontal_Sup_2_R,0.18778789369337573,0.2554023895369516,0.3009644732528755,0.4251560182180387,0.411444793637175,0.22597451124937556,0.20395943342569453,0.32689491454025227,0.38985642132121734,0.44592068846655336,0.000567003265568402,0.7247234384093715,0.1749186174502523,0.3909343188496383,-0.07813113307262695,0.10781042590115934,-0.05891323768557396,0.45067598256921554,0.4493089057300766,0.33228966413888894,0.18816631689229305,0.011305725977762077,0.20340142222622984,0.6467045028279577,0.42082479263220895,1.0,0.13824569987806645,0.38744356961306625,0.0967398188984863,0.2407716398090956,0.09430960181789055,0.06689085137399824,-0.03393527775527626,0.12836873812990804,0.3819834705626526,0.3222665465491648,0.2308980673457242,0.1204486148800761,0.255334343058826,-0.049817201234295574,-0.08073948698939262,0.19674131332721467,0.2043657469313598,0.2668449287211204,0.2175477037727526,0.27408279255459783,0.31809346450345594,0.23122099597971965,0.3984180471716613,0.32788705387454903,0.43215511695878717,0.11064801503474526,0.40543136243301686,0.1307216325425453,0.2230641732551532,-0.07797168695921416,-0.046573637743882804,0.3598620343641976,0.1981698330862453,0.12153457015018593,0.1741453667961361,0.45981049147942493,0.04323130943645137,0.5713280398862014,0.018007239521733925,0.2786950736619367,-0.0722190052408432,-0.03696353533159083,0.06523658517714441,0.34985725328246
Vermis_3,0.41700437252143474,0.18434829427579164,-0.3016721092923019,0.17618956438219524,0.3171386348021249,0.3673698793597999,0.40806913680082035,-0.08277332723654235,-0.2558469342656815,0.22415092509639203,-0.15855648728794774,0.3904812477172005,0.35460189403950537,-0.21481838000198397,0.13036049568321564,0.2532416323117203,0.10013983230157222,0.4046243332260406,0.177787160527947,0.07400285614614377,0.2573923978954098,0.14679324751325137,0.08866328981229796,0.4095471381182222,0.5824304315953847,0.13824569987806645,1.0,0.20177905664544055,0.04995286609934027,-0.12560411925746337,-0.12861450861393534,0.2583211824899054,0.07215756608278563,0.34780923302464517,0.10457989481232524,0.06301643554230645,0.247118680161275,0.29467877380285956,-0.12186813776416971,0.45724052405384835,0.4514833713881542,0.29519450994579605,-0.14066899513402192,0.40950588928113,-0.23099886900785935,0.26836106607906296,0.03918967466487177,-0.08059301127304144,0.46014465035414215,0.3308408249597319,0.3128938691791706,0.1711111073866902,0.06723251328020097,0.40453870880122994,0.5220870618623239,0.5389861780658324,0.29971944260082756,0.5708269645885635,-0.13790926987308377,0.07311730953847907,0.2792966219254308,0.39152196585188875,0.13982238877530317,0.2678123317467193,0.5402107567397202,-0.16174381659936418,0.2491674157605135,0.4781674020915595,0.43956619018728665,-0.04792978310791807
Calcarine_R,-0.2519713273237343,0.5612481863764827,0.49355987363466125,0.5369602179212021,0.25535797074995104,0.3091038754503139,0.06133525541606087,0.6180515865983489,0.3011541979601542,0.5469897935250956,-0.2329374259767506,0.2977983909771554,0.34016119483472396,0.4322640869595865,-0.23013973178704172,-0.20315750870593807,0.6272460945737004,0.5558841962178362,0.05423222259954736,0.6043620311525418,0.7076893527255331,-0.08442604107505033,0.761820854005722,0.7695440294228911,0.3941758788595058,0.38744356961306625,0.20177905664544055,1.0,0.6031192171233197,0.4568394344768172,0.7421057584324019,-0.1252843763564399,0.5132579047695894,-0.1690269063524322,0.2069164366688986,0.3722568855002855,0.12117881800345641,0.06257313896376494,0.653413773429852,-0.2004685133515814,0.062372127266898746,0.195279845808815,0.7060301388131814,0.18305355693114794,0.23082903730031643,0.5722862133318747,0.8136077115219237,0.2896391725722361,0.2457077291508421,0.5246635506032221,0.6267665983403731,-0.14798311353022664,0.6677556221971656,-0.16887948497056648,0.044214817888200864,0.0984537821822206,-0.18499969353187692,0.6016352240327181,0.628418665620244,0.784499054147072,-0.16101032989252517,0.8286761491018239,0.5768306414228869,0.4380839166340378,0.5104740383149824,0.3863096582123667,-0.06791430603948961,0.20988810867354055,0.06700588746959481,0.19378447761141296
Occipital_Sup_L,-0.4345815375699789,0.23332419744256258,0.16354837060598348,0.0838575015189017,-0.047726002032266054,0.06921268671703687,-0.3308057604395019,0.5997178479295049,-0.10886697407575348,0.3411972527136935,-0.2899593082057215,0.004354842719152737,0.20535779001588306,-0.007206090278984979,-0.2389806735220113,-0.4151098875313096,0.8360175507394348,0.030861023607684418,-0.3051680303345515,0.5173073469206485,0.7929411704788196,0.08513450225118811,0.8209157639744049,0.4389252595953944,0.022636378972749855,0.0967398188984863,0.04995286609934027,0.6031192171233197,1.0,0.518059162180009,0.8039851802479556,-0.32977729120181776,0.8829105714656534,-0.04751466278603068,-0.022916906604817214,0.22024391723842557,-0.30759826721056693,-0.14143330665158876,0.6003974865509262,-0.49520269160524505,-0.22967871721590438,-0.19709981510753163,0.745913641065433,-0.20140158129701016,-0.16846286841945382,0.4435034155252762,0.6722235673437048,0.5864176732820822,0.13421461229983225,0.26245701102400065,0.16451342886435877,-0.2578593558639656,0.21676094928645076,-0.21090581635036973,-0.2772387304285658,0.0365975939852683,-0.3883899130497072,0.20830716616164857,0.6480681926929286,0.656664521398591,-0.282625310408221,0.39731454820310547,0.8173894841217061,0.05177073145242185,0.551980103109297,0.5955496603523466,-0.2031354956595859,0.01427396162265665,-0.26915151785122193,-0.2791471466152696
VTA_R,-0.2634003649357917,-0.08281002505545294,0.5715695461014261,0.36659800608051174,-0.11811281799990331,0.42152269914289225,-0.3428047853990329,0.4804929641061836,0.34801488304744654,0.29243571055824025,-0.5406705557957284,0.2802115761761294,0.030291757701836314,0.25543115137739564,-0.5054269186782256,-0.37148970773219286,0.40283715905890466,-0.07534883627532594,-0.04265675096319193,0.48219503907355366,0.5214707389414848,-0.002642983458886102,0.5531560249106591,0.27363120839746063,0.01515422937761828,0.2407716398090956,-0.12560411925746337,0.4568394344768172,0.518059162180009,1.0,0.460094179685018,-0.41241525216395486,0.4752547225013287,-0.06885485191456771,0.04481904134217305,0.5978561873907644,-0.07356102184492878,0.031804788762848424,0.5270585338817252,-0.5605568830877271,-0.4233910195202916,0.09691223384557714,0.535695318821362,-0.11326356060537558,0.31825671037268616,0.34287333229319805,0.4347227131388944,0.2231767433894236,0.07289974421440382,0.19463905345962162,0.12708025179546684,-0.3483737465593845,0.30138160228802946,-0.30379318248568415,-0.25929982378207506,-0.03464783205312404,-0.48852698226033825,0.2774508174464825,0.37693437564717336,0.2653376775647458,-0.03255266568563826,0.5118533692764806,0.4480550184752862,-0.07425971665616236,0.3149553179080737,0.3481705226799161,-0.6096459751045941,-0.2670756376969811,-0.43855880156143834,0.19279183678173206
