,Fusiform_R,Cingulate_Mid_L,Frontal_Inf_Tri_R,Rectus_R,Temporal_Inf_L,Cuneus_R,Caudate_L,Cerebellum_Crus1_L,Occipital_Sup_L,ACC_sup_R,Olfactory_R,Paracentral_Lobule_R,Putamen_L,Frontal_Sup_Medial_R,Frontal_Mid_2_R,Cerebellum_9_R,Amygdala_R,Thal_PuI_R,Thal_MDl_L,Rectus_L,Thal_PuM_R,Raphe_M,ACC_sub_L,Vermis_8,Vermis_4_5,Thal_MGN_R,Insula_L,Insula_R,Vermis_7,Occipital_Inf_L,ACC_sup_L,Thal_AV_L,Frontal_Mid_2_L,Cerebellum_3_R,OFCpost_L,Frontal_Inf_Orb_2_L,Angular_L,Cerebellum_6_R,Thal_VPL_L,Olfactory_L,Cerebellum_10_L,Thal_VL_L,Cerebellum_8_L,VTA_L,Thal_IL_R,Cerebellum_4_5_R,Temporal_Mid_L,Thal_PuM_L,Frontal_Sup_2_L,Thal_VA_R,ParaHippocampal_R,Postcentral_R,Cerebellum_4_5_L,Cerebellum_Crus1_R,Pallidum_L,Thal_MDm_L,Occipital_Mid_R,OFClat_L,Frontal_Med_Orb_L,Occipital_Sup_R,Temporal_Pole_Sup_R,Cerebellum_Crus2_R,Thal_PuA_R,Red_N_R,Heschl_R,Cerebellum_Crus2_L,Raphe_D,OFCmed_L,Frontal_Inf_Oper_R,OFCant_L,Thal_PuA_L,Vermis_3,VTA_R,Rolandic_Oper_R,Temporal_Pole_Mid_R,N_Acc_R,Supp_Motor_Area_L,Thal_MDm_R,Thal_IL_L,Cuneus_L,Temporal_Inf_R,OFCmed_R,Parietal_Sup_L,Frontal_Inf_Orb_2_R,Parietal_Inf_R,Postcentral_L,Cerebellum_9_L,OFCant_R,Thal_VA_L,Putamen_R
Fusiform_R,1.0,0.5708706263988825,0.38241744187295407,-0.0002379232920902054,0.3553750017189785,0.37270755447545145,0.22751272628451769,-0.02074696934155778,0.20830716616164857,0.4474373365222049,0.5086300425852048,0.511980803432533,0.3291286773316432,0.43250311476071024,0.34007376257885574,0.6410248064612879,0.5249962181946489,0.07051084697434991,0.5119939759907327,-0.0647619447443639,0.22100301176389398,0.2516128135421888,0.08060870721693147,0.1860974734494469,0.7035035492306909,0.40848591078543245,0.49016870505628196,0.6129047836361764,0.1726075744838657,-0.14855943042660957,0.4179105536563436,0.03126828152088988,0.3943508686635301,0.6613118045061699,0.09606125096261413,0.32995922409934936,0.06468254978343452,0.5123338790518716,0.33380033578065693,0.3751578559689808,0.3257531597724582,0.3054827268500454,0.12262246917694587,0.22580971401266497,0.5193347085672565,0.7973250697387128,0.22263389896939514,0.5047121101387035,0.4685599144066672,0.2831967253845682,0.4800036770884401,0.2461350775698622,0.7731941720342859,0.12797354279598327,0.21543295307893195,0.5363752297160086,0.22647861764733995,0.012214983916433372,-0.17803158280850714,0.2371855315310781,0.5056823197863698,0.07159437498856788,0.13467188470837146,0.24031662871468318,0.3342709799513506,-0.114887871847888,0.3778350034175775,0.005122006310543201,0.5629533287773243,0.20344396084715374,0.22513138573867014,0.5708269645885635,0.2774508174464825,0.5910432488912437,0.4180678519956141,0.3462573889255767,0.46802137089067275,0.4173649581214305,0.5749098455757463,0.3266507323371453,0.5109427815083513,-0.04349563932706749,0.08568827435459402,0.48606814465837617,0.1599894513518741,0.2853530781219045,0.6610191625242289,0.09296831098826636,0.06491836654514097,0.3598889809597588
Cingulate_Mid_L,0.5708706263988825,1.0,0.17687861124152227,0.15282193416654866,0.4807531496370407,0.24990581153967614,0.5422420174957416,0.19415458154076137,0.19717484611080693,0.6014143498549558,0.31543351231471717,0.3574142547872319,0.09593825551828107,0.4555107103906737,0.4200153265012714,0.5805898898061911,0.1429958992567306,0.035499875230178744,0.34591380873215255,0.06405027146384985,0.13289614377756537,0.11533606964436569,0.09499339394228565,0.13678871855565955,0.5643191278564067,0.3900005615777379,0.44747700894458553,0.4293317000468253,0.25190852572243166,0.1622777600470194,0.649420871567727,-0.2150171505942,0.5566550425864295,0.39714893593509715,0.07612750754317169,0.38091026284135715,0.19052451262049533,0.3776771703074896,0.457345777702611,0.16069225395419443,0.3530260416197228,0.6178933297648624,0.21110320504623947,0.08199121393692425,0.48259977840989743,0.6478768294395334,0.43374535454023555,0.37059807038472664,0.7137579323374548,0.1981217845820603,0.34041965092567233,0.12023803335731895,0.6526366834728898,0.14139902296114853,0.3238584573761803,0.33356857360597314,0.057041924319325005,0.24314363549246112,0.11705018597572586,0.10855626364231086,0.1583270273188356,0.07286460224710634,0.18149031517590014,0.3463134473185622,0.30172815780468976,0.10213984771329306,0.2725854058962328,0.05135106510544642,0.32232887587168335,0.1605757905455508,0.1272875460623292,0.50797232047563,-0.03492705998965638,0.6177375042546979,0.13738510338889695,0.08399296651616857,0.5805580515117781,0.36916597451734606,0.535944217571502,0.1776523252380919,0.20043105195554234,0.05954736740786802,0.05878430841533752,0.33171075375445697,0.0442193707423084,0.32193197348400104,0.47993813543374153,0.18402501733377924,0.3451207759571129,0.4193756788087476
Frontal_Inf_Tri_R,0.38241744187295407,0.17687861124152227,1.0,0.181928483173242,-0.15658690560119212,0.029425317538753687,-0.4325474074642521,-0.20103169777524607,-0.306839947099605,0.23640208594154538,0.5871901831227929,0.008082964229788075,0.7977886018015129,0.3942529364437066,0.4497708834987336,0.12848720703921904,0.09330775148617083,-0.28467413742454856,0.3146427401608216,0.22016738884970688,0.3265733627901585,-0.055762906442258446,0.400715935016017,-0.016684869061629824,0.07692691087992815,-0.0380590892319142,0.34372247717297116,0.12415279778876746,0.10624075802913156,-0.23674629320368717,0.40000214936890277,-0.04216377913054113,-0.23393158225412714,0.38994619268534764,0.49672048964877463,0.043977868508259896,-0.22183490151138233,0.1858614849047041,-0.12733444677147246,-0.24901149864049874,-0.15035212701514653,0.025553048754086136,-0.07705614423407268,-0.17142421430952837,-0.021845633209179555,0.28057788391550204,-0.465832255460067,0.14534039206247157,0.10912249617980582,0.2766851757154073,0.36847959410269404,0.5034985403361663,0.20634477981422897,0.17538218648068085,-0.09246834003778809,0.3045468912093895,0.28046839309581784,0.09674370806194564,-0.06104148122101419,0.14020897833896673,0.7273358262956013,0.054407615417321566,-0.21780884762345087,-0.28473784950636133,0.045904541045652364,-0.17247886785255104,0.07009148353801625,0.4944496582887941,0.7301040110158621,0.6773886582526457,0.08739392211226217,0.18295657134515234,-0.07914162863859737,0.2815453360579018,0.5396752934564675,0.7687148555277056,0.009877146690901357,0.06917518532009977,0.36764460618859135,-0.09126655190258469,0.5786973520597676,0.02304681432225377,-0.2000134726079826,0.760460845437151,0.2668423845340559,-0.28728963205499225,0.12780712852412968,-0.28589035414428765,-0.1409720866923804,0.19790325828958374
Rectus_R,-0.0002379232920902054,0.15282193416654866,0.181928483173242,1.0,0.25962670241850627,-0.2242526183156413,0.3480154176728931,-0.13016410134220407,-0.2389806735220113,0.3309760830503427,0.4866076734616411,-0.057905082016578444,0.08739233207919436,0.07569590986099277,-0.11832833981863615,0.0013105465677939057,-0.26075838014855374,-0.4390188818333823,-0.12244525269165517,0.8516988018601407,0.3379382004147245,-0.027127269023492648,0.7491310557211476,-0.2213981527068765,0.014822204831201995,-0.08121167441965989,0.20665927666550665,-0.10390798357505418,-0.021481088975923917,0.06836442799884769,-0.0880876299637363,0.026906955119679412,-0.20561973942452497,0.3258551706909933,0.6994303389102701,0.436253629498985,-0.027630614484007433,-0.215540045714827,-0.16160444750601455,-0.29305054922998275,-0.08562058702090242,0.3905961254276013,-0.06391557967037631,-0.5819247219487628,0.028391733262992967,0.21315305929109107,0.1085241262159002,-0.2880709198465394,0.21034349595291715,0.39906933876210804,0.6043962851610818,-0.1856514641483371,0.0918762963935509,-0.15222749984152323,0.4859712526345316,-0.201855497144837,-0.3024832462796579,0.7665045323674186,0.7487333532651483,-0.18531225821162733,0.265026238214649,-0.27281807252753304,-0.405832477585862,-0.036192909408080204,0.40345940354715565,-0.156751090189095,-0.13460064615382208,0.7614413168547687,-0.32081213821665056,0.481001395124674,-0.42592030003854653,0.13036049568321564,-0.5054269186782256,0.3831319170030471,0.45668368607403237,-0.052837266933140496,-0.3897511330835472,-0.40923530450065554,-0.03348652615497509,-0.2784001388861887,-0.04554053559375728,0.8727632993697823,0.010449326051082255,0.5312243986005606,-0.11100511324169177,-0.18206551793899867,-0.0535207430548383,0.5755588597730213,0.595701320242384,0.529646271493942
Temporal_Inf_L,0.3553750017189785,0.4807531496370407,-0.15658690560119212,0.25962670241850627,1.0,0.2081429755330747,0.6020232850230269,0.46179837615346336,0.30959220280880156,0.35712398765235615,0.1672279604724908,0.261805314531961,-0.002339380850423637,0.22038673381394575,0.3956721477449756,0.4763492713333818,0.2474021523696667,0.17046887157057994,0.21871818361177564,0.22767502434831513,0.0014456764726383158,0.17880370467009812,0.10885824463844679,0.31827536991249283,0.4734045978083874,0.39459371379428,0.32398834533290205,0.39571144794101354,0.2989435142984925,0.4992451341836523,0.184386151446033,-0.014653122932428672,0.31674784354708746,0.220908776514098,0.22598216876261587,0.4505041030739402,0.2452780110179226,0.20136174406176752,0.39141973771807714,0.31972771624839363,0.4985931033040646,0.5341723845205381,0.42283231212898376,0.012709994100858964,0.48529258699841255,0.5094428453958,0.7853246795679893,0.2746104755365568,0.3609142908089504,0.1194376072058382,0.34388132301492846,0.16757287914611707,0.5920487304650113,-0.06381760455770387,0.6129348371240206,0.23824744174695653,-0.02564794151859571,0.49496835272078,0.28254536549833587,0.10705025983762294,-0.2105097672564428,-0.18471549026871428,0.20684532155001037,0.3739564724164615,0.15285591182763475,0.2694968879102863,0.13706855243268998,0.19708798232163408,-0.007028708094726872,0.1426083813328431,0.011277127182248539,0.36512320548919874,-0.011123497429890094,0.3907596231008085,-0.0552661562450745,-0.32556770796620327,0.2729538870380878,0.278817730480773,0.34504469475721566,0.3253825787332027,-0.3175862102636777,0.3358496474151845,0.10107794619584928,-0.004470807386526533,0.11324422977864702,0.14534102500378243,0.38697998391871197,0.5438253398061222,0.4142526960412357,0.16198317165980283
Cuneus_R,0.37270755447545145,0.24990581153967614,0.029425317538753687,-0.2242526183156413,0.2081429755330747,1.0,-0.0320501300043325,-0.0707900581112005,0.8209157639744049,-0.05725321984985515,0.036710299686441655,0.7251593760221381,-0.09754659031422817,0.0741133677287173,0.06757958812603428,0.08859008483889935,0.3933252600114633,0.7659949179726636,0.4567147359475346,-0.32347036972690024,-0.6232870717005415,-0.062070531837136414,-0.292606408016721,-0.05921263611105908,0.2325937693662736,0.6092802243773852,0.19408260040464972,0.31601421218974296,0.13097041830921777,-0.11250399300689315,0.07997590904828901,0.07222902977773005,0.18750509009780633,-0.08142529783660897,-0.058569898855543874,-0.14425523182048078,0.7433589905185776,0.05647213624262417,0.6449518582181283,0.21778825192366177,-0.10763673430040246,-0.11551595776842905,-0.3430493420730396,0.28337131211654537,0.34982583936463174,0.12381417855818391,0.400073471534887,0.4224701928252002,0.4104454499550654,-0.3160678834825328,-0.10521109853904535,0.519182759168862,0.21741560423920223,0.0652912949765542,-0.28584291600572864,0.4751710539506872,0.8274095130730101,-0.1084782243257661,-0.26266595899073136,0.9400112934065247,0.15946303884462137,-0.139982209715934,0.7755074934119697,-0.15970504076155712,-0.3982244822153579,0.056160039653177556,0.6625277085429951,-0.08951543204062472,0.423958353865435,-0.07200162926834261,0.7776555753935398,0.08866328981229796,0.5531560249106591,-0.02365468528198254,0.134905524275952,-0.005511241133076886,0.5047835163844585,0.6972414827164322,0.2918007242900092,0.8901368673088426,-0.08035099746110765,-0.24146098128787033,0.7078094944725776,-0.08622925723299339,0.7819688199859669,0.7404160570161409,-0.08391697995705005,-0.3067905295905763,-0.4573924574518486,-0.038356488729978176
Caudate_L,0.22751272628451769,0.5422420174957416,-0.4325474074642521,0.3480154176728931,0.6020232850230269,-0.0320501300043325,1.0,0.2584171888798066,0.09419323724889928,0.5042235105565461,0.11690212956615852,0.15472252614634122,-0.4084100021093581,0.13400791912842877,-0.04823415312291228,0.4212810821887602,0.036127983391902846,-0.0018494296601641782,0.11939928496332891,0.18445343635341702,0.18131828196169036,0.2432822171884846,0.14453329089278416,0.10075312215074521,0.45470973361186906,0.3226072503475831,0.21813611779344666,0.31265344713825466,0.16204761149136437,0.1857116003364441,0.2219547851109284,0.05821465729482058,0.507964921973038,0.2848693538296376,-0.02306682282011731,0.49898838347057667,0.10014915583027517,0.129683542094353,0.38378118682265394,0.20593368860306513,0.36125684723579377,0.7936145814646304,0.2643558089436331,0.0366685024482275,0.5914802614281871,0.5075680808743187,0.6851653282296027,0.10982965263103493,0.4797003447086769,0.345081365425414,0.36463003119036447,-0.4498170220866898,0.43777719278669974,-0.04929785758791912,0.6569192818938769,0.096563000441416,-0.43149849188884454,0.44806672124270513,0.3823095561212183,-0.2085913832388032,-0.22685371193048137,-0.04411306771296699,0.026618609046429865,0.5756984101200705,0.5547251691432366,0.15563799598838554,0.0552223897472341,-0.07423605383222669,-0.41419423350396295,-0.2050278580058451,-0.2795849879360799,0.3539140174570702,-0.2072565726984586,0.5849241119484319,-0.10269909708696096,-0.45887259861844804,0.12244610482884481,0.07471767564626858,0.28712273478014305,-0.006524805894205118,-0.22810442223494706,0.34222045894970266,0.0520824153682565,0.006847809514572194,-0.33770116118720167,0.2831441209115439,0.3235147612871857,0.6210164739344068,0.7738922390701897,0.5046252633351911
Cerebellum_Crus1_L,-0.02074696934155778,0.19415458154076137,-0.20103169777524607,-0.13016410134220407,0.46179837615346336,-0.0707900581112005,0.2584171888798066,1.0,9.570838458174945e-05,0.11601486357479475,-0.31638034732908893,-0.08524611821671887,-0.04038313196137584,0.18048043525583451,0.45223422171125544,0.49627368400971417,0.10326173808926972,0.2665227558980141,0.035274266483514505,0.054365327243319356,-0.1866323323878979,0.32227199596735573,-0.35562818828234805,0.8109009289111583,0.11793775170479674,0.21008731703877417,0.2215563623349278,0.3176816298686552,0.756788399064454,0.7227818189332673,0.147152722217157,-0.10975986795690858,0.2195195308907305,0.022545031616285006,-0.2001743753155646,0.22691294883019808,0.04199417095274653,0.698842006534767,0.23054612789839188,0.16186995633600332,0.7183758879129519,0.23465446487982836,0.8670285286399307,0.26852063759254147,0.28665000135508373,0.07654190179709736,0.48393721711857446,0.142416017510652,0.013300995450242038,-0.17078426570462998,-0.10348241572691626,0.14568236557853526,0.2664714568982739,0.6792926794097155,0.14381162598450004,0.11722586919233725,-0.050522816222126024,0.02003307621576542,0.08692702278549336,-0.07922276034566988,-0.32915504820369246,0.5835018914580279,0.24117518530487478,0.21696399687152432,-0.13410704530779075,0.9042706016803901,-0.2999051631211175,-0.13485611311374499,0.05510939162610933,-0.2086641131962375,0.036892858803452104,-0.24034405489387198,0.1986376331548842,0.13566858434821802,-0.37296439326599096,-0.2409548292382061,0.18459288657527662,0.2833369193356959,0.25812849884653527,0.06126192259663712,-0.10464627837359132,0.0073106636008945115,-0.22080804779393687,-0.3177917461484361,-0.10550774945427988,-0.16083315758596356,0.46803566653640993,0.0634162374556929,0.1503346713539767,-0.3010285617103028
Occipital_Sup_L,0.20830716616164857,0.19717484611080693,-0.306839947099605,-0.2389806735220113,0.30959220280880156,0.8209157639744049,0.09419323724889928,9.570838458174945e-05,1.0,-0.047726002032266054,-0.2772387304285658,0.6466623828422877,-0.3051680303345515,0.004354842719152737,-0.020514194742779688,0.06033164559267861,0.22024391723842557,0.7636476049713585,0.3411972527136935,-0.2899593082057215,-0.6119569694185304,-0.11487468944662889,-0.4802500253703115,-0.10886697407575348,0.28315489291012047,0.5173073469206485,0.2685667385342841,0.2812056024005669,-0.007206090278984979,0.2217021596788683,0.05177073145242185,0.08513450225118811,0.379534745779955,-0.20140158129701016,-0.32977729120181776,0.00042497415437492344,0.8463458883612394,-0.03819075921378371,0.656664521398591,0.430400700014902,-0.006740154718505369,-0.14800032083069595,-0.24871391909677015,0.24032959675853155,0.26245701102400065,0.022636378972749855,0.6117417330101912,0.4435034155252762,0.37980260028048385,-0.4345815375699789,-0.26915151785122193,0.2768933794213398,0.23473547004254372,-0.08489587399058532,-0.21090581635036973,0.3231176941106569,0.6003974865509262,-0.2031354956595859,-0.1344034437653706,0.7085813463170264,-0.19709981510753163,-0.16846286841945382,0.8039851802479556,-0.07584197962370834,-0.401283590658049,0.047366352391703975,0.551980103109297,-0.2578593558639656,0.16202943375917334,-0.3202231354500576,0.745913641065433,0.04995286609934027,0.518059162180009,-0.21163199417708728,-0.14143330665158876,-0.30759826721056693,0.5671985907879644,0.6413724772879543,0.16451342886435877,0.8148148361953378,-0.22369203190541245,-0.12429866530691705,0.8174233028703994,-0.3308057604395019,0.5635485337353484,0.8173894841217061,-0.04996411249148808,-0.1354055477210895,-0.4256680150945146,-0.23553932812756762
ACC_sup_R,0.4474373365222049,0.6014143498549558,0.23640208594154538,0.3309760830503427,0.35712398765235615,-0.05725321984985515,0.5042235105565461,0.11601486357479475,-0.047726002032266054,1.0,0.29815756191995196,0.08911575615612517,0.15292282508193794,0.49955509594701797,0.33661494632931,0.4450514172331667,0.19661863750621494,-0.09082043368292213,0.45489218591811104,0.3336443771040694,0.35230425214675626,0.09823052759608837,0.30413875810743707,0.040127947942615885,0.4693988402024719,0.3689003056044294,0.5861067472022831,0.4238638800041651,0.18488549678618077,0.12604416242961447,0.6129961474682201,-0.042287249161168994,0.4416185101705123,0.4055830514723948,0.16357248831796953,0.7046140137218919,0.03454196724625917,0.2875989697577178,0.29052072276724533,0.2778207777089535,0.12006230606185685,0.5794629624155646,0.1724848782485672,-0.08070954353912718,0.4642774152273796,0.6775849622341145,0.3303174274087574,0.1992402481878697,0.5437991672697837,0.4651748286393658,0.341132286378903,-0.030324750755424974,0.48277585838322207,0.09976929118833235,0.47353575703575845,0.38234663927767204,-0.1858676793944479,0.2562388768621931,0.2433285963835305,-0.1109559707709738,0.22158710568018153,0.08975065261630799,-0.11850983114334025,0.1513151869700275,0.5272066864708082,0.06304932079921803,0.024718909757624502,0.18786527001670472,0.18973914408246614,0.09756382410633746,-0.07618427020034868,0.3171386348021249,-0.11811281799990331,0.6699897103586925,0.2346676513592815,-0.010926814001898408,0.27339248874205685,0.16989877191357936,0.5348215358604488,-0.15796505651031173,0.19107461512726356,0.37084102461694446,-0.06183500288088074,0.3907584598474736,-0.08947719142848042,0.17026389280597107,0.37970550112518187,0.42269231464778756,0.4153529587047168,0.37723082344866354
