,Frontal_Sup_2_R,VTA_L,Cerebellum_4_5_R,Thal_LP_R,LC_R,ParaHippocampal_R,Rectus_L,Thal_PuM_L,Thal_LGN_R,Rolandic_Oper_L,Red_N_R,Precentral_R,Thal_PuA_L,OFCpost_L,Frontal_Med_Orb_R,ACC_sub_L,Cerebellum_Crus2_L,Thal_VL_R,ACC_sup_R,Vermis_8,Cingulate_Mid_L,Thal_PuL_L,Rectus_R,Thal_AV_L,Frontal_Inf_Tri_L,Thal_MGN_L,Thal_MDl_R,Putamen_R,Cerebellum_8_L,Frontal_Inf_Oper_R,Cerebellum_9_R,Occipital_Sup_L,Rolandic_Oper_R,OFCant_R,Parietal_Inf_L,Cerebellum_3_L,Supp_Motor_Area_L,Thal_VA_R,Fusiform_R,ACC_pre_R,Calcarine_R,Thal_PuM_R,Thal_PuA_R,N_Acc_R,Paracentral_Lobule_R,Heschl_L,Frontal_Inf_Orb_2_R,Cingulate_Mid_R,SN_pr_R,Cerebellum_6_R,N_Acc_L,Thal_MGN_R,Thal_PuI_R,Cerebellum_Crus1_R,Cerebellum_Crus2_R,Vermis_1_2,Hippocampus_R,Cerebellum_4_5_L,Thal_PuI_L,Caudate_L
Red_N_R,0.022032361578321294,0.4964564778618689,0.3204131408083976,0.10165011985608619,0.5713067267850825,0.3341690412759919,-0.27611219853399277,0.07811223449721172,-0.0933733397246117,0.1646893395089051,1.0,-0.2769993275247359,-0.41328858317223066,-0.07992376113044174,-0.029902610778033977,0.09124436306455228,0.03058794159655147,0.041174391660708784,0.1513151869700275,0.2437261237667318,0.3463134473185622,-0.03483465824591539,-0.036192909408080204,0.12736944804889647,0.5334705361022256,-0.09786885976399698,0.17701874048508168,0.38686000525150127,0.3951683013677969,-0.2565200341296602,0.4423324471603106,-0.07584197962370834,0.30093534105239084,0.33002135243432473,-0.10885494647583925,0.033047590799497685,0.09116290459317479,0.3827481872339334,0.24031662871468318,0.21578363317572138,0.04928103196840588,0.3803133832676125,-0.19259460122338037,-0.1128603100015128,0.06227234532146232,0.5149988987915495,-0.02164925213255624,0.11525382274505497,0.46303269397586927,0.27454857397638965,0.5668036036935369,-0.09221112677769594,-0.2184588931265738,-0.004903265814669755,0.16125062000120438,0.4552988439074456,0.03498697322288627,0.4051336121184141,-0.15349629355282796,0.5756984101200705
Precentral_R,0.7518095482418143,0.14599359765115763,0.11950172511431116,0.025776604112409292,0.09615486758582964,-0.16554578093539246,-0.08478557481642647,0.24712370520746615,0.2200918835827468,0.19163323285304135,-0.2769993275247359,1.0,0.3871400649334845,0.06941859252081278,-0.33996313790554755,-0.22520356325179328,0.41346430037840837,0.33038983064389116,0.054824572202126734,0.4446680940383508,0.14408479679958835,0.2605232832037876,-0.31214379540149867,-0.08332829610557692,-0.13464177294541324,0.3371780189120499,0.2200408942856151,-0.44021940831571993,0.32682474127558,0.714185051396215,0.19745719412366858,0.14930308160523453,0.07857376764430705,-0.19063861129060797,-0.0781760426820069,0.17422498187249072,0.43900516015018676,-0.17399523167470218,0.21511363606046158,-0.38575072130332283,0.3961654175966665,-0.2526388999589488,0.271289092174883,0.19652917532159106,0.14965612038074516,-0.0188344036219542,-0.035130016679173176,0.4410239028939215,-0.24039516841981623,0.3484446326667995,-0.013445137295285469,0.2894856421570582,0.3098141245748892,0.2773088588686339,0.09606217057776625,-0.2957552427020853,0.22774412923840684,0.18236005350002102,0.3851061904214725,-0.3636171491001407
Thal_PuA_L,0.2043657469313598,0.19452627856910315,-0.033205362795746124,-0.293327353296915,-0.18899788566288975,-0.3562225658843798,-0.3221682948684199,0.5630953475552528,0.39150524673953696,0.16917397079286492,-0.41328858317223066,0.3871400649334845,1.0,-0.3557759083087404,-0.2159629832955842,-0.5882722965356104,0.1486661104523908,0.5363430881303922,-0.07618427020034868,0.0025709136908767033,0.1272875460623292,0.12006886921683621,-0.42592030003854653,-0.08417262770727635,-0.1360128725243978,0.3283799866442407,0.4197400621783587,-0.3722320966873184,-0.26336527928779785,0.5386452667273249,-0.004949246460714267,0.745913641065433,-0.26576649997847623,-0.5566757449966235,0.6746150964381473,0.05459142573673323,0.5525970651818777,-0.5652205600827858,0.22513138573867014,-0.09253011458076929,0.7060301388131814,-0.6730575669210014,0.8543958337260404,0.06120429018330116,0.461778676914259,-0.6197278715636287,-0.18686283708012094,0.46305709085297014,-0.3844041864777163,0.12474660119535244,-0.19028344048123813,0.5155274428092856,0.7876034741935194,0.1931022588609311,0.041020224043655344,-0.7359264644426743,-0.05479298462192573,0.13584053201581245,0.741082093727926,-0.2795849879360799
OFCpost_L,0.06689085137399824,-0.4197889452781051,0.1828777611660845,0.32953529134749865,-0.00869205167314988,0.5914353352878684,0.5747594828895771,-0.24662107552451137,0.05122685230057622,0.040005482064684704,-0.07992376113044174,0.06941859252081278,-0.3557759083087404,1.0,0.4798540885425331,0.8442890486035614,-0.2275206203077851,-0.18950528028257801,0.16357248831796953,-0.18248094952249866,0.07612750754317169,0.14826230790843425,0.6994303389102701,-0.0342326004978358,-0.10118334188642228,0.06023811231391927,-0.2209336505845473,0.48236345838901706,-0.10831867473404097,0.04426813713638195,-0.05643527281542899,-0.32977729120181776,0.2856474531532203,0.3282575754636705,-0.31915777019416663,0.2380559619699196,-0.4129026662751939,0.396392269295427,0.09606125096261413,0.4176340895157906,-0.1252843763564399,0.33240823734470276,-0.42827574108247973,0.29703910309406933,-0.0798061255892288,0.14459750033425664,0.585858660528806,0.02616013332026543,0.3753019174443017,-0.19823566736571935,-0.05903059089257783,-0.1378350053597397,-0.41445994269308495,-0.15411096858865772,-0.34425292762936344,0.31444151921390656,0.2889339210721766,0.0266758277842269,-0.4019552314725316,-0.02306682282011731
Frontal_Med_Orb_R,-0.14928288031904632,-0.37357484937156965,0.03673318946969801,-0.09431466574653756,-0.10549168798593048,0.3233205877821997,0.5778395382952893,-0.16435586119561357,0.07615277928874785,0.15299423346827443,-0.029902610778033977,-0.33996313790554755,-0.2159629832955842,0.4798540885425331,1.0,0.5082740416214252,-0.0491311508259471,-0.10427320626340955,0.19156099237905502,-0.259907053816036,0.21169009581403211,0.2228915715978305,0.7529837462796898,-0.21639181580873565,0.1356797284194381,0.018911053654526524,-0.1677225452156619,0.38743472001826784,-0.1358671245194053,-0.30891343740979166,-0.008186506947622152,-0.09844860936755827,0.14109179390730592,0.2985754834952411,-0.09109940066281226,0.1726205158233107,-0.23329474216958893,0.125488642826075,-0.13752915440667624,0.5233917149149208,-0.12476058512101607,0.17947566088813635,-0.22302050398824008,0.00914418707133781,-0.10362113407257556,0.08548449277231056,0.42911300005374053,-0.05573312622330588,0.3475776019355081,-0.19284722563864784,-0.006177329167637272,-0.12860168331144403,-0.28418060795313727,-0.017311077002277866,-0.12075755618904623,0.13414933240524526,0.004739157381931319,0.061883676825634594,-0.4310439039132356,0.28101038879430584
ACC_sub_L,-0.02772459535269337,-0.4029549553018006,0.2625084838209645,0.4508250718801321,0.0852235920733949,0.5949364691422795,0.5465273661620561,-0.34915269834586843,-0.048237883905764355,0.08303433903136696,0.09124436306455228,-0.22520356325179328,-0.5882722965356104,0.8442890486035614,0.5082740416214252,1.0,-0.39587505011612073,-0.27925767796647144,0.30413875810743707,-0.3243202806792878,0.09499339394228565,0.1036633060987951,0.7491310557211476,0.07594004862351084,0.015852821098569586,0.05014410246205997,-0.26057648153598195,0.6026117477502536,-0.17389148545692898,-0.16682026083190069,-0.041400709837915266,-0.4802500253703115,0.38308820873549815,0.4701126444981383,-0.3643289927648218,0.23118209572388432,-0.4622049737558352,0.6149268514562207,0.08060870721693147,0.5371514748935414,-0.33761546080180865,0.5523145380091715,-0.6580182539734942,0.23230596480412413,-0.14427134510718506,0.2539346794446796,0.6191272146933441,-0.07780721469251073,0.44168050596515607,-0.27706863842296753,0.010288827179343903,-0.25432412627874373,-0.6425211506057268,-0.2855233769192191,-0.35665971271660385,0.5390382876053776,0.3094494405288087,0.05397879767852935,-0.5337245721315791,0.14453329089278416
Cerebellum_Crus2_L,0.3174326715705109,0.3202992256389337,-0.006307681459653894,-0.25213202185485034,0.08799266309673005,-0.26215186100160504,-0.0021982606779832837,0.10331716507195952,0.1685225084063918,0.210149576544276,0.03058794159655147,0.41346430037840837,0.1486661104523908,-0.2275206203077851,-0.0491311508259471,-0.39587505011612073,1.0,0.27532600352681535,0.06304932079921803,0.7417064778076857,0.10213984771329306,0.1669094459837223,-0.156751090189095,-0.11782180613856959,0.2596040574336334,0.14545373310742943,0.26828842180737694,-0.3538940009238386,0.6655921967051576,0.06371860021590414,0.4102251296751924,0.047366352391703975,0.08097137775841695,-0.07400773873169969,-0.13776500507735787,0.07867600079355619,0.20443021398983263,-0.20543614296571278,-0.114887871847888,-0.3020169936356265,0.3296389798216901,-0.32537610217014945,0.29025914345549786,-0.23230140031926497,-0.014224364072658343,0.1866349974809772,-0.345058872912868,0.04073337436154999,-0.2363204070469389,0.6422117282085419,0.19515526885474085,0.33297915567764497,0.40612872214290086,0.7620766878581123,0.6284745507018885,-0.43183610710350434,-0.06173107568584968,0.13098958289884197,0.1839771132289383,0.15563799598838554
Thal_VL_R,0.4231963294779843,0.16023709252760968,0.5789345625543368,0.0010624661336697805,0.18623296073470455,0.1530048268701484,-0.07012262837033756,0.5767919961371832,0.7474542100257703,0.6056481285476416,0.041174391660708784,0.33038983064389116,0.5363430881303922,-0.18950528028257801,-0.10427320626340955,-0.27925767796647144,0.27532600352681535,1.0,0.46041505037001673,0.17796837313679573,0.6115756282103642,0.27797209045612786,-0.13178065044379883,0.16848336044598897,0.5184380026509294,0.6349813794555237,0.8315090540179643,0.0840193733710246,0.15428425246109106,0.47649945621910034,0.3941104386000839,0.45772632149649717,0.4388455734923228,-0.04525059703105984,0.39260549200582073,0.4680142051058625,0.5720735549243443,0.06544087626784578,0.5170506782248775,0.2496722101207252,0.7637055883131169,-0.22460086484887243,0.5950946208250913,0.04398949427310793,0.3547180608023417,0.026372072553511317,0.12699963238915252,0.6958941716979694,-0.0530534194756516,0.3926301171351392,0.3212051296612627,0.6894521635104055,0.4937418471088832,0.233487890858854,0.11553792380983564,-0.1979435773563308,0.5375825785545433,0.5552943164976615,0.3809423339084524,0.40808542909749823
ACC_sup_R,0.411444793637175,-0.08070954353912718,0.6775849622341145,0.3436008483018893,0.38450440733226304,0.341132286378903,0.3336443771040694,0.1992402481878697,0.27530871615383395,0.7524082226846971,0.1513151869700275,0.054824572202126734,-0.07618427020034868,0.16357248831796953,0.19156099237905502,0.30413875810743707,0.06304932079921803,0.46041505037001673,1.0,0.040127947942615885,0.6014143498549558,0.3005213093476532,0.3309760830503427,-0.042287249161168994,0.635136511682076,0.4367620585295871,0.47196105636107627,0.37723082344866354,0.1724848782485672,0.18973914408246614,0.4450514172331667,-0.047726002032266054,0.6699897103586925,0.42269231464778756,-0.027510487724955176,0.42070891584371267,0.27339248874205685,0.4651748286393658,0.4474373365222049,0.5562201513133396,0.25535797074995104,0.35230425214675626,-0.11850983114334025,-0.010926814001898408,0.08911575615612517,0.3042976278896133,0.3907584598474736,0.4960652997571277,0.12014328791862675,0.2875989697577178,0.37471804640404904,0.3689003056044294,-0.09082043368292213,0.09976929118833235,0.08975065261630799,0.23703337512842393,0.5500118400900487,0.48277585838322207,-0.054951798141432785,0.5042235105565461
Vermis_8,0.38985642132121734,0.3873575155796331,0.13417652460859192,-0.1589161678283482,0.21926150363747124,0.03340887010740786,-0.028757225648560463,0.1450556240607472,0.02695160022082998,0.20447991455655828,0.2437261237667318,0.4446680940383508,0.0025709136908767033,-0.18248094952249866,-0.259907053816036,-0.3243202806792878,0.7417064778076857,0.17796837313679573,0.040127947942615885,1.0,0.13678871855565955,0.15909544896740813,-0.2213981527068765,-0.13463206277708284,0.2701047143679066,0.10691216617745565,0.20379983084034783,-0.25009466905703276,0.805442659044701,0.2335421897158028,0.5715496598017156,-0.10886697407575348,0.2084112630726944,-0.020718623483952245,-0.2827895923266059,0.14888910454785503,0.2663295175499185,-0.09326372964471344,0.1860974734494469,-0.36660457235535454,0.3011541979601542,-0.0730597688573745,0.10928141033050022,-0.014698239815612354,0.07191432240330706,0.32932275355230123,-0.14968132530158276,0.12699611210613132,0.05475296758049373,0.7666785348641876,0.20890028745523395,0.13586672496865984,0.16425275514156146,0.6684896455441407,0.6007419753677427,-0.18733417513950346,0.16138593264239637,0.30390822409540064,0.1603841540244851,0.10075312215074521
Cingulate_Mid_L,0.4582840082440858,0.08199121393692425,0.6478768294395334,0.05645787423440521,0.38360293049755206,0.34041965092567233,0.06405027146384985,0.37059807038472664,0.3717608054619515,0.6595313556697295,0.3463134473185622,0.14408479679958835,0.1272875460623292,0.07612750754317169,0.21169009581403211,0.09499339394228565,0.10213984771329306,0.6115756282103642,0.6014143498549558,0.13678871855565955,1.0,0.4034002573449359,0.15282193416654866,-0.2150171505942,0.5868657547434769,0.3846500989904771,0.5258160933558815,0.4193756788087476,0.21110320504623947,0.32232887587168335,0.5805898898061911,0.19717484611080693,0.6177375042546979,0.18402501733377924,0.11600273294788302,0.39870667569175716,0.5805580515117781,0.1981217845820603,0.5708706263988825,0.48325301868491366,0.5765559665172373,0.13289614377756537,0.18149031517590014,0.08399296651616857,0.3574142547872319,0.30253664973580113,0.33171075375445697,0.8111540078980107,0.3403865355452755,0.3776771703074896,0.4063986523707065,0.3900005615777379,0.035499875230178744,0.14139902296114853,0.07286460224710634,0.11749214584794636,0.4861184702675269,0.6526366834728898,0.0014535671061645513,0.5422420174957416
Thal_PuL_L,0.3819834705626526,0.039596535831448613,0.28026477547425027,0.1574378000427494,0.17579075933397503,0.13985134746491318,0.1516146536034579,0.37049533878537977,0.14331109806353606,0.4150916740349507,-0.03483465824591539,0.2605232832037876,0.12006886921683621,0.14826230790843425,0.2228915715978305,0.1036633060987951,0.1669094459837223,0.27797209045612786,0.3005213093476532,0.15909544896740813,0.4034002573449359,1.0,0.10903461773917789,-0.22169661602663113,0.1628749976254415,0.4289433180013234,0.2308827562488442,0.09648777355823773,0.11661909814374453,0.31402273727747654,0.3131067755919516,-0.022916906604817214,0.2712177822661483,-0.025091704842030733,-0.062039500891342546,0.20762937091919223,0.29043835335210644,0.1444332560967087,0.21226360445400022,0.12413360861421557,0.2069164366688986,0.17689036240116965,-0.0338364230321187,0.2723435736170906,0.07587791535019048,0.10061787616770858,0.31365620540762496,0.3722094883387282,0.13120879650698952,0.2791450739855501,-0.015201228116961375,0.2570744193291576,-0.023549323644026142,0.27438920450597665,0.2705421027612641,-0.03198724850362976,0.2906956305629777,0.3259468125166884,0.1285692174424396,0.025220316403324547
