,Cerebellum_Crus1_L,Supp_Motor_Area_R,Red_N_L,Angular_R,OFCant_L,Temporal_Inf_R,Cingulate_Mid_R,Parietal_Sup_L,Cerebellum_8_L,Frontal_Mid_2_L,Hippocampus_R,Cerebellum_10_R,Temporal_Pole_Sup_R,Heschl_R,Heschl_L,Cingulate_Post_R,Cingulate_Post_L,Rectus_L,Rectus_R,Cerebellum_6_R,Cerebellum_8_R,Raphe_D,Precuneus_L,Thal_VA_R,Temporal_Mid_R,Amygdala_R,Frontal_Med_Orb_R,SN_pr_R,Thal_LGN_L,Postcentral_R,Occipital_Sup_L,SupraMarginal_L,Occipital_Mid_L,Cerebellum_3_R,Temporal_Inf_L,Cerebellum_Crus2_R,Thal_LGN_R,Thal_PuI_R,VTA_L,Insula_R,Raphe_M,Temporal_Pole_Mid_R,Vermis_3,Olfactory_L,Pallidum_R,Frontal_Med_Orb_L,Thal_MDl_L,Thal_PuA_L,Parietal_Inf_L,SN_pc_R,Vermis_7,ACC_pre_L,OFCmed_R,Occipital_Mid_R,Rolandic_Oper_R,Temporal_Pole_Mid_L,Paracentral_Lobule_R,Insula_L,Calcarine_L,Cerebellum_4_5_R,Frontal_Sup_2_R,Frontal_Sup_Medial_R,Cerebellum_9_L,Thal_LP_L,Frontal_Mid_2_R
Hippocampus_R,-0.007165297884819895,0.19651042177162578,0.16470989660295687,0.061860157088744226,0.35892840179800023,0.289140060568448,0.48682606827928593,-0.1808776499299112,0.17253898104085763,0.2115415678149942,1.0,0.5066393073067426,0.3995993971489938,0.503115815058854,0.3213627727213172,0.6914227164212275,0.4456233401783866,0.3265796399869998,0.25698810848688725,0.2996720610921973,0.11344317972269578,0.019807680820737316,0.09596311993128076,0.4855339957832856,0.3708214067283361,0.47952105148641555,0.004739157381931319,0.3004294656127955,0.3067529284760948,0.2201701859313118,-0.16126317026188242,-0.07517958845731171,-0.233775832317116,0.6934352257134255,0.3663986469056541,-0.08597301798975635,0.45274500053778655,-0.16816942739781307,-0.14629402483348117,0.6516537903235101,0.2998931756298845,0.2884688968569515,0.353141344661046,0.2635256673032472,0.46126194051304736,-0.00248402076449766,0.5153985336377659,-0.05479298462192573,-0.13909009469337014,0.11652310874146572,0.17049934792651775,0.23742630136468068,0.28707104990090326,-0.03395285533780243,0.7586484687532802,0.41161919544504305,0.1494131157304196,0.5032094321821826,0.2359653991289824,0.8010121533228989,0.33646335210033756,0.2991294390017049,0.4571640317253631,-0.10459485164811635,0.41304428365297463
Cerebellum_10_R,0.43239374622773036,0.3157630329571312,0.2627352366836398,-0.13065109762686258,-0.030136848627466257,0.36194775727798584,0.3459492379572536,-0.20566594664120033,0.5417188775257764,0.38631751809430753,0.5066393073067426,1.0,0.3155087099726236,0.4087785182286288,0.3770178604808458,0.45183803579327514,0.44919148501113776,0.02386209412123177,0.023752861209860924,0.7459823603734115,0.6743215814346052,-0.09367888213109768,-0.04144158179292938,0.31259718128819247,0.3219856243009823,0.46195449632623503,-0.09201062163268009,0.30893156823821366,-0.01514813135843595,-0.014232666273604158,-0.1630043515013203,-0.04890773574697866,-0.05043787295903721,0.5305397137788853,0.2813504759154849,0.49617881388896967,0.04312594196796488,-0.03792617571320055,0.3627620616045972,0.4640246855148732,0.5897481728977716,0.2429498011985629,0.15487833640091742,0.254424434351492,0.397014297053673,0.007863618015570586,0.2316867441880974,-0.15192407784274006,-0.1493817844777851,0.2004739096040418,0.4725564462670379,0.0775915767721447,0.049959641751163124,-0.15944912182630006,0.6103994270195896,0.06266834732566605,0.23863346480955017,0.3593875740188119,0.1508627072118237,0.5384118472975514,0.3189262536212853,0.4662754883426681,0.7664813864135475,-0.24468047415621647,0.32585115624798316
Temporal_Pole_Sup_R,-0.32915504820369246,0.09124851368374483,0.4942987248997578,0.17234545135220347,0.4742944829643028,0.7138713960721875,0.3501675263907758,0.015233007407775181,-0.24039769764154018,-0.07304017970357897,0.3995993971489938,0.3155087099726236,1.0,0.2270891742156062,-0.2405341033217342,0.384338271879541,-0.046467388879107153,0.12143712027987225,0.265026238214649,0.2506856211084942,0.13296676014835213,0.20664082649790802,0.22704187487627486,0.3870106039605967,0.7632254599332953,0.2530062670026413,0.1601606646349371,0.43613861649550595,0.14575179810286942,0.13003467151869483,-0.19709981510753163,-0.04369149808455223,-0.40755715271232823,0.467048864438282,-0.2105097672564428,0.19110638615312867,0.1860704530748963,-0.19511183277546695,0.028278914223751013,0.07864004613158133,0.15530283313063614,0.8438359840160458,0.29519450994579605,-0.16103809047592263,0.6489229428317527,0.047794333418618384,0.277254563755961,0.029215879328365883,0.012464675652631938,0.008415700993957973,0.09194053257011375,0.5301708825935187,0.06492864787995911,0.19834849589988168,0.35450254644086254,-0.07595164766396491,0.2587946144844933,0.27042496953338957,0.09264928817627995,0.3485581884716909,0.19674131332721467,0.4430022206164799,0.19933892383312046,0.06010367825927924,0.0567541107542818
Heschl_R,-0.13410704530779075,-0.13339001681645934,0.0026928002669076036,-0.567139122742694,0.031266991653368964,0.20559829656886844,0.08124088781525543,-0.2950320885478133,0.14853939364776117,0.24726553288398234,0.503115815058854,0.4087785182286288,0.2270891742156062,1.0,0.4995619010129159,0.4947264474531587,0.5196603186669364,0.2310744838083274,0.40345940354715565,0.09398099790841513,0.18259969654078897,-0.17602978525796187,-0.33778251380038365,0.8025547377011544,-0.09260688785805105,0.07151196430419716,0.09970092396465997,0.3911842581040325,0.10926078979092249,-0.45711293619053167,-0.401283590658049,-0.2290147827081617,-0.38443791598870763,0.5198878313747409,0.15285591182763475,-0.04820479715601641,-0.03956245711191025,-0.548380678399281,-0.06802225243234937,0.15110053681042873,0.3080273001166897,0.32576821851971866,0.4117572909668723,0.20593894218995726,0.3363311666554449,0.22165164896891396,0.12028689081410075,-0.6354201336876782,-0.2503401468699482,0.29203437340222416,-0.09507959995581795,0.37983472272421487,0.3473855410386217,-0.6477251031911561,0.6752833395892127,0.35235492336526797,-0.0747703307473963,0.055971685150915135,-0.26214553823344366,0.6114107513176121,0.03305115204226149,0.29271845169789684,0.3733482111855833,-0.6862021955741138,-0.02381816830761002
Heschl_L,0.4374209859980734,-0.18172377152032668,-0.242233127701871,-0.5394383069410034,0.10485552218359193,-0.017955804929338397,-0.06646151736172944,-0.5922174216908982,0.6904151585035546,0.12020401861811812,0.3213627727213172,0.3770178604808458,-0.2405341033217342,0.4995619010129159,1.0,0.3827066987578319,0.5812774653122249,0.2956993057790572,0.2440387839566729,0.2782349404876283,0.43123819535195596,-0.46451686158089345,-0.586856917790627,0.4285011226368579,-0.2709295719647942,-0.0735086280519047,0.08548449277231056,0.4192188463397646,-0.19678372625713098,-0.23535137824302907,-0.4151098875313096,-0.5151263961368023,0.025616839175924472,0.33938565623949857,0.4437690079092119,0.10922054744302559,-0.055980795621930445,-0.4652608100979829,-0.07539955232751483,0.18186561284044994,0.22369044799144397,-0.22653398287649443,0.2532416323117203,0.022731754338714927,0.08396174201896432,0.23016303425017526,-0.08651413863697689,-0.6197278715636287,-0.6233231721114293,0.49855002960058875,0.15477469614715358,0.019996021307234987,0.27963854019938794,-0.6217558054942639,0.41908226188175274,0.4387133761764654,-0.38444899709610536,0.0819250097366163,-0.20745713239076763,0.332770708431572,0.10781042590115934,0.1266458679515774,0.47474909926539055,-0.6623348807713965,0.3023837709156741
Cingulate_Post_R,0.13026155800471395,0.2917183431637201,0.2442767937214682,-0.03420077141359757,0.27757639350706836,0.4559615803689552,0.7160282798465678,-0.10225764734255802,0.2671205399819924,0.4885083917668848,0.6914227164212275,0.45183803579327514,0.384338271879541,0.4947264474531587,0.3827066987578319,1.0,0.6458159911360406,0.20565397096279556,0.2515341547242995,0.43208754610150507,0.31600587185663076,0.11873716103727769,0.15440306564293402,0.4890895890445111,0.44729852514959095,0.15408457416135932,0.19237224693929086,0.4087337968644875,0.2569577923295219,0.10337342128094151,-0.029264975692281953,0.04582257741416489,0.02570708716367616,0.5909530284768192,0.38017324917709894,0.15885092982809018,0.49565232583448987,-0.1582442964146235,0.028089283622539537,0.48974784293122564,0.13803657502099245,0.26455367700825666,0.5372644107919793,0.15510158989907255,0.38875603193531866,0.16574692031270036,0.5120832497886953,-0.021850668059513703,-0.06558285154398588,0.33922253864956897,0.2626056184738552,0.312311083379653,0.16798312610844954,-0.08794152869752475,0.7318666644745063,0.2149728779575684,0.18115747070310653,0.5761340002823062,0.43071853673675076,0.7761318171873175,0.5482319403483356,0.625999461185737,0.5349513914666079,-0.04332543317200217,0.5169844274853603
Cingulate_Post_L,0.27068370020747395,0.31111430000147905,0.06753564749507747,-0.1945474103613134,-0.11299152152951442,0.20369014801594792,0.43959676498652056,-0.13717980100940966,0.43497062833918404,0.5349216297111739,0.4456233401783866,0.44919148501113776,-0.046467388879107153,0.5196603186669364,0.5812774653122249,0.6458159911360406,1.0,-0.0013944746582311084,0.019550585739576323,0.4011552184430633,0.35344419833535895,-0.07900682286443601,-0.0064521512305354784,0.46532834708938464,0.09519768416903998,0.28454986650850306,-0.09183857526957413,0.2051003043498055,0.13568033460597217,-0.06673611569270956,0.13421461229983225,0.0023938138190838874,0.23399362477223873,0.3618461687342141,0.5514532121931265,0.12241273834692863,0.0954029118058846,-0.04131869210740347,0.197640543350453,0.45595821964382527,0.22054045851953952,-0.012232638615054312,0.46014465035414215,0.5332491145031891,0.09232047535283706,0.04146172244558,0.4738574908163799,-0.10095280498916136,-0.025504743915617446,0.16150644315196852,0.13086510892755496,-0.12804903892283012,0.12101889673272405,-0.2631992493132266,0.4838907821038188,0.36311507035711277,0.0559647142455612,0.4232249769910048,0.2981412804501182,0.7011527371181064,0.3984180471716613,0.44566262424025993,0.6098477685228005,-0.28625041590118,0.4036351225913808
Rectus_L,0.054365327243319356,-0.38744550458016663,-0.532036115752806,-0.1244833434239816,0.48339927290817836,-0.06492281339504005,-0.11550261338527461,-0.11812303716344975,0.11910126947936779,-0.2015560101469195,0.3265796399869998,0.02386209412123177,0.12143712027987225,0.2310744838083274,0.2956993057790572,0.20565397096279556,-0.0013944746582311084,1.0,0.8516988018601407,-0.1012047283718838,-0.0228075497150501,-0.38069776395669247,-0.2630193096708646,0.19392587140987266,-0.0697104284389993,-0.2227339517677412,0.5778395382952893,0.20568180147459394,0.09171766274058402,-0.032754684157563003,-0.2899593082057215,-0.28480982067220273,0.09925496164819161,0.32556021442501537,0.22767502434831513,-0.17876433381806592,0.1413418182666498,-0.3840267225641155,-0.6991073898910838,0.09554364249455113,0.025500079218772714,0.24424920674990105,-0.15855648728794774,-0.2257567601497313,0.06393731271479602,0.6077583002946623,-0.13242365285496727,-0.3221682948684199,-0.3258200668928032,0.10805503137063556,0.09780006268947186,0.42542239805722276,0.905603186777752,-0.2650045635040891,0.2960040645239972,0.40508818945905734,-0.22128238285213203,0.355896969492696,-0.21477901777593064,0.1369712156233306,0.000567003265568402,-0.039928800000492495,-0.039721029450325164,-0.27351246891195274,0.06998034568358988
Rectus_R,-0.13016410134220407,-0.395934276762928,-0.40885821211231604,-0.1442618277120061,0.481001395124674,-0.04554053559375728,-0.06713950387737892,0.010449326051082255,-0.06391557967037631,-0.20561973942452497,0.25698810848688725,0.023752861209860924,0.265026238214649,0.40345940354715565,0.2440387839566729,0.2515341547242995,0.019550585739576323,0.8516988018601407,1.0,-0.215540045714827,-0.1374455848166307,-0.13460064615382208,-0.14662956519226358,0.39906933876210804,-0.08757026404763797,-0.26075838014855374,0.7529837462796898,0.38452311186289273,0.155953653441567,-0.1856514641483371,-0.2389806735220113,-0.16818177541475213,0.035974187695817825,0.3258551706909933,0.25962670241850627,-0.27281807252753304,0.10597263829800828,-0.4390188818333823,-0.5819247219487628,-0.10390798357505418,-0.027127269023492648,0.45668368607403237,0.13036049568321564,-0.29305054922998275,0.26547067509522176,0.7487333532651483,-0.12244525269165517,-0.42592030003854653,-0.18431019623165454,0.24001854746158854,-0.021481088975923917,0.7126040911285585,0.8727632993697823,-0.3024832462796579,0.3831319170030471,0.39324072048189085,-0.057905082016578444,0.20665927666550665,-0.18566085748938513,0.21315305929109107,-0.07813113307262695,0.07569590986099277,-0.0535207430548383,-0.39756141941662587,-0.11832833981863615
Cerebellum_6_R,0.698842006534767,0.3884049982996188,0.35343686971230254,0.008982671723005249,-0.13277865027592609,0.5150091915070155,0.39623522052202603,-0.21067074026958907,0.7195517030897973,0.4139519701240641,0.2996720610921973,0.7459823603734115,0.2506856211084942,0.09398099790841513,0.2782349404876283,0.43208754610150507,0.4011552184430633,-0.1012047283718838,-0.215540045714827,1.0,0.8859230356201819,-0.10271752525975864,0.0081556231903134,0.055492532621597014,0.4991647260023281,0.3472219649526937,-0.19284722563864784,0.23495976772366417,0.02824126445163983,0.14470824615619562,-0.03819075921378371,-0.03976770499006707,0.1031942296729326,0.4024398581569505,0.20136174406176752,0.7908587351741907,0.23713525322329937,0.16137772190462252,0.4653874320672282,0.5112181857414944,0.4430806538317874,0.06580255945801418,0.027793879604443295,0.24621677345198367,0.1828078413154498,-0.10697252060417412,0.28845871873582535,0.12474660119535244,-0.14326434115468334,0.20238819426340296,0.7272214049572531,-0.1484147936323517,-0.17351716839708006,0.052723667668483847,0.3780992077104591,-0.13129677149002397,0.16844702282084043,0.4133553600988267,0.3686284283614797,0.4066463566704699,0.4189339654876061,0.46619966956398856,0.7907801165263489,0.015245299038632733,0.47294812611359915
