,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_MDm_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7
SN_pr_L,1.0,-0.23282250346976277,0.2766385155189002,0.18721166859317134,0.4615387621189162,0.4201000357977391,-0.5090715667280773,-0.2428394775640902,0.29630034040520514,0.49386250091930006,0.058846141833497456,0.014045873911379687,0.022972903933303954,-0.31485171205538914,0.5134058979857794,-0.3858641539074113,-0.032769348741970634,0.16637219883832174,-0.2110063952370023,-0.38544138537873884,-0.22751994399311445,0.5074640595900228,0.07806555703761474,-0.48216586893639124,-0.017513870616838345
Thal_MDl_R,-0.23282250346976277,1.0,-0.058596543035203855,0.07411242080085532,-0.02536093328899794,0.17548613120903994,0.5406467086696302,0.12354315007785278,-0.02946922869368706,0.17701874048508168,0.20379983084034783,0.1065548209323131,0.49130103474855746,0.44073355323559865,0.2078680001961053,0.5539296888866699,0.7168539659839003,0.4900918899907546,0.7622678133750621,0.6020506285637723,0.2810767580616519,-0.0631320399923646,0.4757951889765717,0.5894156187331694,0.3002629570203731
OFCpost_R,0.2766385155189002,-0.058596543035203855,1.0,0.19796836865346665,0.6907847027603526,0.3643296449084944,-0.1512653667673085,-0.4326946996198112,-0.04989507446907804,-0.1509770199609855,-0.23237188352885235,0.05811713752350147,0.06481660372513098,0.07218544776464195,-0.017179415742695908,-0.06356091540685578,0.14567192164084208,0.024253059241563794,-0.08893642148878352,-0.13465780973432698,-0.09642360019998239,0.5270275240576703,0.24546382294948704,-0.05818013273743178,-0.10280148027457482
Temporal_Sup_R,0.18721166859317134,0.07411242080085532,0.19796836865346665,1.0,0.0003264883691923311,0.10718533109198011,0.049455888373611846,0.28826727915416334,0.6320503048671778,-0.2583639895911598,0.09379578504380526,-0.059407004899183595,0.5470256585233444,0.14191964498107584,0.19723495401869445,0.25396055968825954,-0.03702748084338603,-0.3260950823618088,0.41045013074908815,-0.13168031350835716,0.07095346210206063,0.6986339092043969,0.5059600453155164,-0.1540157992897384,0.14540237956869956
OFClat_L,0.4615387621189162,-0.02536093328899794,0.6907847027603526,0.0003264883691923311,1.0,0.2722552374011533,-0.1683917540101226,-0.5419423024998967,-0.33656052599352015,0.06924046958255883,-0.143652025519257,-0.012017511710211662,0.03331139906450576,-0.10006163634047098,0.1052290382408499,-0.22546542439021777,0.18851708670533415,0.2836573906148838,-0.15954849070675675,-0.3771677445986204,0.012036297640822294,0.38339926386328377,0.0628925959244075,-0.25922400813079355,0.008627810848048133
Heschl_R,0.4201000357977391,0.17548613120903994,0.3643296449084944,0.10718533109198011,0.2722552374011533,1.0,-0.3764765805412396,-0.4490848687058005,0.20559829656886844,0.46445775246285603,-0.06830089789403337,0.21369410117597257,0.15020623364517433,-0.0747703307473963,0.5052391831005428,0.07151196430419716,0.07394552263424722,0.34539818340945655,0.09068187516748365,0.004017595830266533,-0.17602978525796187,0.3851138201204878,0.055971685150915135,-0.11844624672557545,-0.09507959995581795
Cuneus_L,-0.5090715667280773,0.5406467086696302,-0.1512653667673085,0.049455888373611846,-0.1683917540101226,-0.3764765805412396,1.0,0.2885487791359287,-0.10111523536710182,-0.0381037463745126,0.07985069576283994,0.1401653632931665,0.2492192261635785,0.6142779048613435,-0.18684742777069022,0.4137983595689728,0.44439939661693534,0.13787424535452913,0.5310747568174976,0.524316699281485,0.5259540667660935,-0.2215082557209976,0.12193189286607962,0.6349467395582155,0.12829216131080562
Occipital_Inf_R,-0.2428394775640902,0.12354315007785278,-0.4326946996198112,0.28826727915416334,-0.5419423024998967,-0.4490848687058005,0.2885487791359287,1.0,0.4402480708268361,-0.14624140790159196,0.567687879151462,-0.06218249643507368,0.22671011833628912,0.13933770662453268,-0.05014446684134507,0.2567065408824169,0.025770972223208424,-0.25009284969501205,0.3043295475179877,0.15004630377477626,-0.0619793110845038,-0.15347218159938175,0.24479759925571867,0.06950116391634058,0.589692976558752
Temporal_Inf_R,0.29630034040520514,-0.02946922869368706,-0.04989507446907804,0.6320503048671778,-0.33656052599352015,0.20559829656886844,-0.10111523536710182,0.4402480708268361,1.0,0.11118697824670185,0.11989292689279511,0.06362795144858507,0.40559500502986434,0.029160239025559222,0.1786777242282368,0.05953965939463177,-0.1517926042846376,-0.3648386371367839,0.3079885905811056,0.07281670264066707,-0.03993447532123423,0.5799799213173681,0.32696395676155,-0.05977564664663175,0.15612060518665305
Red_N_R,0.49386250091930006,0.17701874048508168,-0.1509770199609855,-0.2583639895911598,0.06924046958255883,0.46445775246285603,-0.0381037463745126,-0.14624140790159196,0.11118697824670185,1.0,0.2437261237667318,0.12736944804889647,-0.09786885976399698,0.06227234532146232,0.5255031878992644,-0.04144948953836521,0.19393337411141606,0.5668036036935369,0.0011907854585437362,0.13569306041318344,0.05494114534901333,-0.02164925213255624,-0.15653337181921,0.01262194107774535,0.04555167217242765
