,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L
SN_pr_L,1.0,-0.23282250346976277,0.2766385155189002,0.18721166859317134,0.4615387621189162
Thal_MDl_R,-0.23282250346976277,1.0,-0.058596543035203855,0.07411242080085532,-0.02536093328899794
OFCpost_R,0.2766385155189002,-0.058596543035203855,1.0,0.19796836865346665,0.6907847027603526
Temporal_Sup_R,0.18721166859317134,0.07411242080085532,0.19796836865346665,1.0,0.0003264883691923311
OFClat_L,0.4615387621189162,-0.02536093328899794,0.6907847027603526,0.0003264883691923311,1.0
