,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R
SN_pr_L,1.0,-0.23282250346976277,0.2766385155189002,0.18721166859317134,0.4615387621189162,0.4201000357977391,-0.5090715667280773,-0.2428394775640902,0.29630034040520514,0.058846141833497456,0.014045873911379687,0.022972903933303954,-0.31485171205538914,0.5134058979857794,-0.3858641539074113
Thal_MDl_R,-0.23282250346976277,1.0,-0.058596543035203855,0.07411242080085532,-0.02536093328899794,0.17548613120903994,0.5406467086696302,0.12354315007785278,-0.02946922869368706,0.20379983084034783,0.1065548209323131,0.49130103474855746,0.44073355323559865,0.2078680001961053,0.5539296888866699
OFCpost_R,0.2766385155189002,-0.058596543035203855,1.0,0.19796836865346665,0.6907847027603526,0.3643296449084944,-0.1512653667673085,-0.4326946996198112,-0.04989507446907804,-0.23237188352885235,0.05811713752350147,0.06481660372513098,0.07218544776464195,-0.017179415742695908,-0.06356091540685578
Temporal_Sup_R,0.18721166859317134,0.07411242080085532,0.19796836865346665,1.0,0.0003264883691923311,0.10718533109198011,0.049455888373611846,0.28826727915416334,0.6320503048671778,0.09379578504380526,-0.059407004899183595,0.5470256585233444,0.14191964498107584,0.19723495401869445,0.25396055968825954
OFClat_L,0.4615387621189162,-0.02536093328899794,0.6907847027603526,0.0003264883691923311,1.0,0.2722552374011533,-0.1683917540101226,-0.5419423024998967,-0.33656052599352015,-0.143652025519257,-0.012017511710211662,0.03331139906450576,-0.10006163634047098,0.1052290382408499,-0.22546542439021777
Heschl_R,0.4201000357977391,0.17548613120903994,0.3643296449084944,0.10718533109198011,0.2722552374011533,1.0,-0.3764765805412396,-0.4490848687058005,0.20559829656886844,-0.06830089789403337,0.21369410117597257,0.15020623364517433,-0.0747703307473963,0.5052391831005428,0.07151196430419716
Cuneus_L,-0.5090715667280773,0.5406467086696302,-0.1512653667673085,0.049455888373611846,-0.1683917540101226,-0.3764765805412396,1.0,0.2885487791359287,-0.10111523536710182,0.07985069576283994,0.1401653632931665,0.2492192261635785,0.6142779048613435,-0.18684742777069022,0.4137983595689728
Occipital_Inf_R,-0.2428394775640902,0.12354315007785278,-0.4326946996198112,0.28826727915416334,-0.5419423024998967,-0.4490848687058005,0.2885487791359287,1.0,0.4402480708268361,0.567687879151462,-0.06218249643507368,0.22671011833628912,0.13933770662453268,-0.05014446684134507,0.2567065408824169
Temporal_Inf_R,0.29630034040520514,-0.02946922869368706,-0.04989507446907804,0.6320503048671778,-0.33656052599352015,0.20559829656886844,-0.10111523536710182,0.4402480708268361,1.0,0.11989292689279511,0.06362795144858507,0.40559500502986434,0.029160239025559222,0.1786777242282368,0.05953965939463177
Vermis_8,0.058846141833497456,0.20379983084034783,-0.23237188352885235,0.09379578504380526,-0.143652025519257,-0.06830089789403337,0.07985069576283994,0.567687879151462,0.11989292689279511,1.0,-0.13463206277708284,0.10691216617745565,0.07191432240330706,0.483775816992414,0.30861792442469066
Thal_AV_L,0.014045873911379687,0.1065548209323131,0.05811713752350147,-0.059407004899183595,-0.012017511710211662,0.21369410117597257,0.1401653632931665,-0.06218249643507368,0.06362795144858507,-0.13463206277708284,1.0,0.2643885845118866,0.06643011719645547,-0.002560122971465369,0.03983295063093264
Thal_MGN_L,0.022972903933303954,0.49130103474855746,0.06481660372513098,0.5470256585233444,0.03331139906450576,0.15020623364517433,0.2492192261635785,0.22671011833628912,0.40559500502986434,0.10691216617745565,0.2643885845118866,1.0,0.05449965851473257,0.18119692802167015,0.24446953491693857
Paracentral_Lobule_R,-0.31485171205538914,0.44073355323559865,0.07218544776464195,0.14191964498107584,-0.10006163634047098,-0.0747703307473963,0.6142779048613435,0.13933770662453268,0.029160239025559222,0.07191432240330706,0.06643011719645547,0.05449965851473257,1.0,-0.07819727709239625,0.4551882075853317
Vermis_9,0.5134058979857794,0.2078680001961053,-0.017179415742695908,0.19723495401869445,0.1052290382408499,0.5052391831005428,-0.18684742777069022,-0.05014446684134507,0.1786777242282368,0.483775816992414,-0.002560122971465369,0.18119692802167015,-0.07819727709239625,1.0,0.15838323774801535
Amygdala_R,-0.3858641539074113,0.5539296888866699,-0.06356091540685578,0.25396055968825954,-0.22546542439021777,0.07151196430419716,0.4137983595689728,0.2567065408824169,0.05953965939463177,0.30861792442469066,0.03983295063093264,0.24446953491693857,0.4551882075853317,0.15838323774801535,1.0
