,Insula_R,Paracentral_Lobule_L,Thal_PuL_L,Cerebellum_Crus2_L,Thal_MDl_R,SupraMarginal_R,Thal_VA_R,Cerebellum_7b_R,Parietal_Sup_R,Angular_R,Calcarine_R,Cerebellum_9_L,Putamen_L,Thal_AV_L,Thal_LP_L,Postcentral_L,ACC_sub_L,Vermis_6,OFCpost_L,Hippocampus_R,Vermis_4_5,Hippocampus_L,Cerebellum_3_R,Cerebellum_4_5_L,SN_pr_R,Parietal_Inf_L,Postcentral_R,Pallidum_L,Frontal_Sup_Medial_L,Cuneus_L,SN_pr_L,Parietal_Inf_R,Cerebellum_9_R,Thal_PuI_R,Thal_PuM_R,OFClat_L,Temporal_Mid_L,Thal_VPL_R,Precuneus_R,Thal_VL_R,Vermis_3,Insula_L,LC_R,Thal_PuM_L,ACC_sup_L,Thal_MGN_L,Rectus_L,Amygdala_R,Thal_IL_R,Occipital_Mid_L,Frontal_Mid_2_L,Cerebellum_3_L,Frontal_Inf_Tri_L,Supp_Motor_Area_R,Frontal_Inf_Orb_2_R,Thal_VL_L,Temporal_Inf_R,Thal_PuA_R,Rolandic_Oper_R,Temporal_Inf_L,ACC_sup_R,OFCmed_R,Cerebellum_4_5_R,Heschl_L,LC_L,Cerebellum_7b_L,Thal_MGN_R,Heschl_R,Thal_AV_R,Precentral_R,ParaHippocampal_L,Red_N_R,Red_N_L,SN_pc_R,Thal_MDm_R,Cerebellum_Crus1_L,Lingual_R,OFClat_R,Vermis_7,Frontal_Inf_Oper_R,Vermis_9,Temporal_Sup_L,Occipital_Sup_L,Cerebellum_Crus1_R,Vermis_8,Precuneus_L,OFCpost_R,Frontal_Inf_Orb_2_L,Occipital_Sup_R,Amygdala_L,Frontal_Med_Orb_R,Cerebellum_8_L,Fusiform_R,Occipital_Mid_R,Supp_Motor_Area_L,Cuneus_R,OFCant_L,Olfactory_L,Vermis_10,Cingulate_Post_L,Occipital_Inf_R,SN_pc_L,Raphe_D,Vermis_1_2,Cerebellum_10_R,Thal_LGN_L,Raphe_M,Cingulate_Mid_L,N_Acc_L,Pallidum_R,Cerebellum_6_L,Frontal_Inf_Oper_L,Angular_L,ACC_pre_L,Caudate_L
Insula_R,1.0,0.31847239512136855,0.1179400605144028,0.24013364058520073,0.631970456118812,0.3352235402992011,-0.02625904113791993,0.12090793294971723,0.0856529297128772,0.21576455955188423,0.5882790090028551,0.47401166189756666,0.1061088241472621,0.06708578875748361,0.2484012382463085,0.2675412878778638,-0.2808029164183464,0.5542687608057708,-0.19832758669614997,0.6516537903235101,0.454701546924431,0.5566530534633057,0.45139767101525163,0.4901660845272096,0.05179481343469381,0.18402868421307558,0.2887647943647255,0.17066050267790864,0.23461047932122733,0.25608841577369057,-0.02564998099550838,0.14540022758091453,0.4576351419845264,0.3226904766918306,-0.0772870769219193,-0.012120067140192176,0.45531002642142043,0.590739721630077,0.405695945124273,0.710336296683784,0.03287212444573216,0.6601880672279249,0.2017086439062504,0.5026127716682668,0.4949426214639997,0.375225113539421,0.09554364249455113,0.5204035951935734,0.5630580024969829,0.06404852346438362,0.4885857724714454,0.46852521030464284,0.5282134877576353,0.47825982778033327,0.1618129720431241,0.3530374694281375,0.13769333020802715,0.42695463991011556,0.5650861480744354,0.39571144794101354,0.4238638800041651,0.0965381933484329,0.5203790140553454,0.18186561284044994,-0.08216468393816571,0.2809260384081912,0.47837960866794366,0.15110053681042873,0.664913652230849,0.3579572890006101,0.30684042547586277,0.009505834695055866,0.06887432254178365,0.03467790291610258,0.5818877112991885,0.3176816298686552,0.568193697024165,-0.050307600001935765,0.34234979206552446,0.5088673244235802,0.39483057180737513,0.6222379340260916,0.2812056024005669,0.24180471868322703,0.3856078214047917,0.30573507412141343,0.09726390626528669,0.6083056882807839,0.21528191481011888,0.4726747231097554,-0.3135101611853118,0.35270456635794195,0.6129047836361764,0.20032813057547613,0.47341066108310637,0.31601421218974296,-0.10130148739503436,0.4858863282566688,0.3537011262984608,0.45595821964382527,0.2530729321498491,0.03720674039953913,0.04854539513870675,-0.04463309541819675,0.4640246855148732,0.2986204307523608,0.31019276144554037,0.4293317000468253,0.3274891776000256,0.1296672674443736,0.5308947178800342,0.48559720512812177,0.12242737744198293,-0.27318259205532974,0.31265344713825466
Paracentral_Lobule_L,0.31847239512136855,1.0,0.14020274804544972,0.01569609124203626,0.46079154439424574,0.5889181876556694,-0.2422684126157845,-0.10953893585801593,0.6447933832510523,0.7208035518693239,0.6376623901875106,-0.0030696279747965483,-0.05296133608363899,0.09521495329153747,0.6714640978533524,0.7956638600099126,-0.24146499794888204,0.1084975468965752,-0.11307473533540098,0.06818894226786591,0.2658495838050524,0.2963577223559075,0.016825733565306488,0.24888318106632176,-0.2670833819689314,0.8257702593549519,0.4682398045947933,-0.23148576595812276,0.45523945842750535,0.7440567560974576,-0.5341665140951424,0.6946467262886216,0.18153412162165114,0.6450984473680853,-0.5039395992384088,-0.20541682391973293,0.32253767387019544,0.6437543931777151,0.8803281311409258,0.4543481121115858,0.03463419399374015,0.3040391759831887,0.03682634723350786,0.3437953982013244,0.19496014827510585,0.18592476144791636,-0.22830271798210588,0.38381994237356376,0.28125220760064185,0.2672483705898282,0.3425790804463239,0.1435324652859673,0.09982757573305176,0.7009776349690838,0.032730733936533876,-0.12496935006565348,0.02955882943641103,0.621845358491508,0.06565372113604175,0.11649842564375175,0.08161481074785734,-0.11846890925565001,0.1560874186028826,-0.627908442679894,0.12044562364260053,-0.3337475544076004,0.536129607350358,-0.2588593277699579,0.2801246619534981,0.3294262181806809,-0.16711522168607226,-0.21280457019262086,0.2999210291302913,-0.3287342274897098,0.5820910658569518,-0.14359055751774014,0.4585906603668593,-0.09969784450042488,0.11880006293969804,0.4212402346687067,-0.2873728811912408,0.4361422756742653,0.7492717559974198,0.09023858917506479,-0.04578537670512639,0.9041922089102754,0.023511912194879143,0.02269879578121377,0.80500735115377,0.234874344624431,-0.09574114108974424,-0.3647121173883923,0.37058045212217805,0.6840363186433307,0.6551743180975557,0.8584909074626931,-0.12415732980317201,0.3129088043162384,0.09182405534627425,-0.023529461889841456,0.23373275864212595,-0.42455608593961974,0.6137540839233273,-0.541507169809001,0.04639337800997853,0.4424067265035099,0.02297750765884121,0.24110564753911998,0.004059557987961579,0.08461799540100205,0.16221962682665803,0.0949713188247607,0.7806566848999897,-0.027211135219541615,-0.05697110054380199
Thal_PuL_L,0.1179400605144028,0.14020274804544972,1.0,0.1669094459837223,0.2308827562488442,0.13771805085461558,0.1444332560967087,0.26436776770953585,0.20442271739815593,0.09250865537537481,0.2069164366688986,0.2512794132671592,0.3567263897770572,-0.22169661602663113,0.14471344131712777,0.07008715997965975,0.1036633060987951,0.14272893514848103,0.14826230790843425,0.2906956305629777,0.27376613859501325,0.4214347088530641,0.18561284512555473,0.3259468125166884,0.13120879650698952,-0.062039500891342546,0.20426826881596208,0.11815748735932899,0.31644989516151784,0.0245605131077621,0.1041153649863455,0.13515546140817264,0.3131067755919516,-0.023549323644026142,0.17689036240116965,0.02030426060741864,0.03763262046135275,0.1807236473577471,0.07869840370400748,0.27797209045612786,0.10457989481232524,0.37179176212572373,0.17579075933397503,0.37049533878537977,0.43034793901166835,0.4289433180013234,0.1516146536034579,0.13068392908451074,0.17974881086906305,0.14285890851407615,0.22120970645948348,0.20762937091919223,0.1628749976254415,0.24157638795409764,0.31365620540762496,0.20039610576577443,0.28874608357894727,-0.0338364230321187,0.2712177822661483,0.08141864933302474,0.3005213093476532,0.05590654600465079,0.28026477547425027,0.10061787616770858,0.01105254861830019,0.11745437621118639,0.2570744193291576,0.07570537086660482,0.024487653785259616,0.2605232832037876,0.21787157680691618,-0.03483465824591539,0.23145466928960298,0.020649844219852772,0.20329603489389772,0.13400803718560683,0.2932925152321742,0.1264840777429137,0.32681313439056675,0.31402273727747654,0.08232698778486473,0.14033267892435128,-0.022916906604817214,0.27438920450597665,0.15909544896740813,0.13290632049044937,0.04470213410154925,0.2541575573886044,0.059947678251805164,0.2551596467132068,0.2228915715978305,0.11661909814374453,0.21226360445400022,0.07233721342206073,0.29043835335210644,0.05626912156960706,0.20036844729782397,-0.013103059098970993,0.0548107869601273,0.1721097238909624,0.1887084323292205,0.07246957862246965,0.019875175408168303,-0.03198724850362976,0.25375545605522914,0.061880419544855875,0.0474438774713009,0.4034002573449359,-0.015201228116961375,0.21818184947945987,0.27006481743231703,0.19028944080436136,0.1262702535243426,0.2169916484227014,0.025220316403324547
Cerebellum_Crus2_L,0.24013364058520073,0.01569609124203626,0.1669094459837223,1.0,0.26828842180737694,0.2357734534374741,-0.20543614296571278,0.6141601553616007,0.1063566733284349,0.13126619857801056,0.3296389798216901,0.28509029568664424,-0.08139814335860603,-0.11782180613856959,0.03179545870822899,-0.053678830940066785,-0.39587505011612073,0.5959127157957242,-0.2275206203077851,-0.06173107568584968,0.06161676739059548,0.18781400575968588,-0.10465468094195143,0.13098958289884197,-0.2363204070469389,-0.13776500507735787,0.2190866213974577,0.008260474744525749,-0.015113473897799616,0.15699326072006942,-0.19134438388124966,0.0651672855735859,0.4102251296751924,0.40612872214290086,-0.32537610217014945,-0.06695378054713952,0.4240790200001339,0.2717647606462844,-0.08924769030876056,0.27532600352681535,-0.4120751561454119,0.16206686058044353,0.08799266309673005,0.10331716507195952,0.09382860924895264,0.14545373310742943,-0.0021982606779832837,0.1904415729909147,0.27938897855835065,0.4001178805316292,0.1272716719307987,0.07867600079355619,0.2596040574336334,0.16535201924916318,-0.345058872912868,0.10864583219804864,-0.10631741238197794,0.29025914345549786,0.08097137775841695,0.2694968879102863,0.06304932079921803,-0.04654240432158338,-0.006307681459653894,0.1866349974809772,-0.5247060150978428,0.820627218506682,0.33297915567764497,-0.21542844593295096,0.27056024404886847,0.41346430037840837,-0.12282837689843486,0.03058794159655147,-0.10226525753867208,-0.025782640169520248,0.3349823964919632,0.9042706016803901,0.382083488808628,-0.669577925527518,0.7833891525293852,0.06371860021590414,0.06968006240089858,0.22875269305702653,0.047366352391703975,0.7620766878581123,0.7417064778076857,-0.059974161890211534,-0.2594289203254951,0.1235082755945,0.10447565080375566,0.1521329487912567,-0.0491311508259471,0.6655921967051576,-0.114887871847888,0.09764264231444295,0.20443021398983263,0.056160039653177556,-0.30952919297082654,0.1270813180432059,0.3519622417989267,0.07994077879195569,0.5873660296254849,0.023555590637667195,-0.2565206893515409,-0.43183610710350434,0.37903701582305344,0.05045457296313759,0.2828100859914187,0.10213984771329306,0.19515526885474085,-0.2984198257691556,0.6825045756932054,0.30074471529919733,0.185516851904928,-0.15529543041019422,0.15563799598838554
Thal_MDl_R,0.631970456118812,0.46079154439424574,0.2308827562488442,0.26828842180737694,1.0,0.2970199706930262,0.15873777851027734,0.06783214470636262,0.20759568854027582,0.29780362172395,0.6462817037534687,0.35541360893110635,-0.08943932064298002,0.1065548209323131,0.22237753091200352,0.5894156187331694,-0.26057648153598195,0.18983266687120792,-0.2209336505845473,0.48502312305012,0.6157681719198055,0.5751366665175621,0.21229965282415458,0.55569401249947,-0.14281656595990813,0.4762333041384042,0.16236405151308494,0.2578478296700334,0.5435131459404353,0.5406467086696302,-0.23282250346976277,0.2424895939990392,0.4648264501554698,0.5314418833136119,-0.1533186193920903,-0.02536093328899794,0.6923765039924813,0.7805729736004282,0.5836573616725464,0.8315090540179643,0.2320524250869466,0.4757951889765717,0.34772202441995287,0.5519487904355266,0.4447146383149188,0.49130103474855746,-0.17698872141145114,0.5539296888866699,0.8298053675461796,0.25455074789829835,0.5612051080542292,0.4101334600317158,0.6347040839884336,0.4867664193411499,-0.0631320399923646,0.4180814220319877,-0.02946922869368706,0.47502402559724166,0.43293837181874617,0.5229852324431721,0.47196105636107627,-0.032649096040007895,0.6245499526558613,0.06019298603624409,-0.1172461270829286,0.16876407795948903,0.782023860140543,0.17548613120903994,0.7781943509850595,0.2200408942856151,0.2058815005343115,0.17701874048508168,0.12943005317752274,-0.05719113945520949,0.7534559219196473,0.24995292011976064,0.6088685167253958,-0.1701942614485018,0.3002629570203731,0.2687068173435544,0.2078680001961053,0.7168539659839003,0.504734504272036,0.13516459779537676,0.20379983084034783,0.5029988623061414,-0.058596543035203855,0.43545201706487613,0.3778749552103587,0.08466649079373961,-0.1677225452156619,0.11794116148648615,0.5300817184372083,0.2499948574873011,0.5755241514253276,0.518025071435502,-0.26734287205614266,0.5826031786853961,0.2835393658366456,0.5427823396769473,0.12354315007785278,-0.10541800056100459,0.2810767580616519,-0.15826080567064252,0.3727846437155269,0.3833077661525314,0.26017378829068893,0.5258160933558815,0.4900918899907546,0.08784399115680239,0.46281763749157423,0.5496432267765595,0.43569249153344325,-0.059873020223711174,0.5208194021939455
SupraMarginal_R,0.3352235402992011,0.5889181876556694,0.13771805085461558,0.2357734534374741,0.2970199706930262,1.0,-0.25372296210310213,-0.21232558913340935,0.5980078943735561,0.932590121388212,0.572149361267071,-0.09075786919990315,0.27919505721912014,-0.021531281965072036,0.5649194644830106,0.1715218507707857,-0.09805795672302182,0.19648846039520285,0.2293013833902455,0.23287090341033964,0.015202059516600789,0.307262096975804,-0.028185560935727175,0.11431065020702515,-0.2656900249702396,0.2833904873575297,0.9351187575547107,-0.2058217884761554,-0.03732646474291782,0.616296625155223,-0.40904680784186453,0.886045161953345,0.016109356881921586,0.52395378671326,-0.49917746594085555,0.09526835732194792,0.20576176289365747,0.5873701150124712,0.5006996659793822,0.41811279495258896,-0.10127890369844533,0.22891945208463968,-0.15904456106232442,0.2506607215653763,0.11965154919884688,0.3488717565791066,-0.023706307692139703,0.43681443517696694,0.18024794421820386,0.17552729465684722,-0.1980980242500731,0.20470075249339548,-0.1775688253667082,0.46597308503292123,0.031104335713217676,-0.15987857600280406,-0.14477703291014668,0.5040168693831455,0.0833817980060659,0.22505243326423682,0.0037246082734481195,-0.08303010533691929,0.09780786180795929,-0.3171695804422009,-0.03958072279160835,-0.024190402057333985,0.4650239976045544,-0.46496620826016183,0.20422325507571526,0.7848262755086733,0.12046855432181339,-0.44668715728397757,0.11498341970131692,-0.37899993513059616,0.5436263469973803,0.12375661599544609,0.34103977452578343,-0.011312905130407756,0.24818958736361685,0.6336460201700523,-0.212095036974631,0.16911260798477523,0.4141508009931745,0.1556819488525287,0.1442157425657291,0.6331993887396848,0.011120882189839212,-0.06373524609287151,0.8164071837236097,0.2707098991927708,-0.1490392040624068,-0.06994727969288135,0.27629856253740104,0.814766364807876,0.320549127819592,0.6809543930563533,0.2627556740245616,0.07582527812647909,0.10334301125986163,-0.08958787983525292,0.3023631583550044,-0.3745032055459217,0.35663796899881545,-0.5102216366813367,-0.013656636535710276,0.360977950583481,-0.08419648134364513,0.13510600361310068,-0.09869141743128389,0.000921996838947883,0.244691102898885,-0.12775201869941014,0.4119883559715003,-0.054656211369502654,-0.2904772924604975
Thal_VA_R,-0.02625904113791993,-0.2422684126157845,0.1444332560967087,-0.20543614296571278,0.15873777851027734,-0.25372296210310213,1.0,-0.009122037850487253,-0.3516427766739018,-0.3425312823878384,-0.2519713273237343,0.2771275518152124,0.3282048510313135,0.39742437603717234,-0.6635983333187614,-0.2515373716977576,0.6149268514562207,-0.14498126235949402,0.396392269295427,0.4855339957832856,0.38290944872071575,0.15321039646120044,0.47848941571409265,0.31342213776447836,0.3525707642887117,-0.30553287425512227,-0.23434537630227067,0.6199040238280952,0.3504678889159314,-0.23124460078313597,0.39409231673893047,-0.3240725117583665,0.22144083149085855,-0.5152617111698379,0.7480158999817745,0.285812818527823,-0.05814433649229841,-0.215310508361672,-0.1879017570262073,0.06544087626784578,0.41700437252143474,-0.0009132039773657804,0.40198807392017805,-0.05513735211881545,0.1792960658576187,0.389500651697504,0.19392587140987266,0.11454443490075956,0.4636627057437994,-0.4055763427763478,0.030198669088906917,0.3259125662466343,0.30456300247769397,-0.19720099229578036,0.4680134782107955,0.45659291352324305,0.29728816035669914,-0.6461205086154007,0.5108278171488809,0.1194376072058382,0.4651748286393658,0.2795815484831913,0.5969360117122549,0.4285011226368579,0.0034280819115071652,0.01976284348020449,0.07169742399824297,0.8025547377011544,0.09918965558880254,-0.17399523167470218,0.5507247979784391,0.3827481872339334,0.1158146025843225,0.1691695018343895,-0.3005688578134223,-0.17078426570462998,0.012545323567760731,0.5175030484626728,-0.06810171641151766,-0.09894427644429139,0.3885221960155626,-0.13551310754867785,-0.4345815375699789,-0.1519636549308149,-0.09326372964471344,-0.2740109739265044,0.3373436753735095,0.28783013245613354,-0.37224082269120845,-0.28789783684567255,0.125488642826075,0.07438566233905229,0.2831967253845682,-0.4449554566686033,-0.22507519979615867,-0.3160678834825328,0.20805795042854047,0.08987624216564263,-0.006651387220983504,0.46532834708938464,-0.3649639382845607,0.15998244514224008,-0.21651994581492828,0.6174804662258782,0.31259718128819247,0.2641889942876664,0.25499178678826184,0.1981217845820603,0.17220907929518506,0.38369799396298887,-0.13480855814969714,0.1719574570316205,-0.4264411376313349,0.5366991642003022,0.345081365425414
Cerebellum_7b_R,0.12090793294971723,-0.10953893585801593,0.26436776770953585,0.6141601553616007,0.06783214470636262,-0.21232558913340935,-0.009122037850487253,1.0,-0.20508725943387165,-0.23805698020632654,0.18977962367631693,0.49450004700577727,0.07996835693459393,-0.05769476522627388,-0.07373954964767586,-0.05562704562966567,-0.3544602484132913,0.4367727656073512,-0.37227793975858975,-0.07574324933183922,0.16925000195851989,0.07442083176052514,0.10424516950294223,0.18059477981934124,0.06600521174505297,-0.19110807843396316,-0.17409472500853876,-0.1922101481220968,0.1484964494418105,-0.10626163840038481,0.056401802688360765,-0.333884630846649,0.4441408008466185,0.0986035866538882,0.05889281671662812,-0.4557347424378482,-0.06085306373870571,0.029972533545373974,-0.1875545217232694,0.09800780868788465,-0.22042417377216794,0.15081491143125167,0.19338795485913038,0.14856228363309204,0.21914202390859844,0.1594790840114425,-0.19781773222341045,0.07074980568443914,0.1500147032030071,0.05832071933488099,0.2935644452213811,-0.1043184071825255,0.17851570427521168,0.07939710108249319,-0.05163428100371374,-0.003382269968339482,0.5402617320650113,0.016380427485829307,0.04336278224271812,-0.2160656967664771,0.0682557225139587,-0.2722925096643041,0.022478589052401948,0.14500300197420665,-0.1116611971018805,0.5519625959238406,0.05284343419857573,-0.020609464542775166,0.005075685756714511,0.05322546661183245,-0.23157558685973315,0.1773516909726029,0.31667613398655825,0.09072753889749195,0.1491167874128055,0.5620817607559558,0.3867217759006439,-0.3381542851347845,0.6166047594518537,0.14146629626241558,0.12224429742475804,-0.02316681469988663,-0.18803801304141357,0.8267372874431276,0.575628085441298,-0.22617530943460454,-0.3875995462507726,0.0024679713740474326,-0.21566438064621268,0.21606833720026072,-0.12199786400066692,0.5278854514762034,0.06481648126446526,-0.12494054254344836,0.17534856541404015,-0.16532284000953953,-0.3550477193964919,0.03374638711161938,0.22934369435549848,0.1078517215920279,0.7091798864711649,0.16973179926274143,-0.3004781247319466,-0.23749172900131404,0.48871581445338097,-0.12153894643351901,0.2799685479153105,0.051101434173624366,-0.11535588532521777,-0.06182324849078028,0.5298190857936993,0.17116261743338185,-0.0941979017921157,-0.09360463750155625,-0.01780139828193222
Parietal_Sup_R,0.0856529297128772,0.6447933832510523,0.20442271739815593,0.1063566733284349,0.20759568854027582,0.5980078943735561,-0.3516427766739018,-0.20508725943387165,1.0,0.6821225741166608,0.3863096582123667,-0.19060534866040194,0.08985810610614922,-0.131217406882295,0.6372027696334649,0.4213718208685415,-0.148089403054292,0.041067612646391694,0.016268940986011844,-0.03153136636178755,-0.004248632271853445,0.28335799740104145,-0.13767916167753552,0.08789146435884991,-0.2996701855859814,0.5127112902746217,0.5937139783661544,-0.23417000693006784,0.11370130922740634,0.5437607742121287,-0.4367254090489502,0.7551246871796842,-0.0547843092426092,0.47517496878497706,-0.49975717693240257,-0.011195892245192426,0.24391790663755894,0.4454781420507194,0.5173547706704822,0.23223343840979538,-0.16174381659936418,0.2561815811518943,-0.1268521852489399,0.26656935377319424,0.03200436272772555,0.22103382277365535,0.0011735120988727323,0.1885572370120366,-0.007836406978084461,0.47507833617541845,-0.03795007375571624,0.1358671969913229,-0.15214229737852883,0.41633986093432734,-0.05250942649937213,-0.23788508636616085,-0.19023124332362168,0.4830359729604631,-0.1893087514886645,0.1290707717880311,-0.10112214886180113,0.02762497944641785,-0.05228833484841877,-0.46018813709521567,0.034581812414807594,-0.23868954243810347,0.3652799728404306,-0.44089098247957426,0.02995963863151277,0.4009262841296946,-0.08138001407897373,-0.4377312979115255,0.05403358203854269,-0.3709101871323223,0.43408864069476993,-0.04666399284044076,0.15030039008644952,-0.10090354952075446,0.06289988710952558,0.3137749978608558,-0.3223437559596681,0.2558578269013235,0.5955496603523466,-0.019956437240237407,-0.08080179811559458,0.6771373018633846,0.04353834783165365,-0.023532869056415905,0.6635453122218691,0.2437602466111557,0.1398281345299435,-0.31850372791416015,0.07803108984456489,0.633279009481201,0.4090969952093364,0.5974927477642519,0.0873723099605519,0.11946142985573542,0.0069156419101721244,-0.21035373348538222,0.15106623663154306,-0.3908575504932132,0.3606431722322973,-0.5069305557855337,-0.16887197492088832,0.25513658562797864,-0.12099976725956821,0.08103464836714312,-0.13030315750404184,-0.06473516303353037,0.12888820204851942,-0.08060567373894341,0.6973626370625398,-0.04126611441130265,-0.21589543405790876
Angular_R,0.21576455955188423,0.7208035518693239,0.09250865537537481,0.13126619857801056,0.29780362172395,0.932590121388212,-0.3425312823878384,-0.23805698020632654,0.6821225741166608,1.0,0.6180515865983489,-0.19445275064327483,0.18119582621479138,-0.0008493090449647283,0.6985705119588678,0.3822373000081971,-0.1572141149565871,0.08252890631524054,0.1654104941579376,0.061860157088744226,0.01181287155054248,0.26606068184790266,-0.1259954901137769,0.07046569466003001,-0.31064421694552263,0.5198281158748603,0.8323423429009803,-0.3385554784366202,0.031614044509072216,0.744821597968291,-0.5272688556113079,0.9493278531878153,-0.05659397010773801,0.6500117631588981,-0.6207204269149212,-0.0023069390363437818,0.20631909943352464,0.638844157097485,0.6375209933528839,0.38225392762375165,-0.08277332723654235,0.19596957260487397,-0.19938217737737712,0.2802119573631885,0.016443581829564128,0.2883014949225381,-0.1244833434239816,0.39119339518815816,0.145662455607438,0.2251939041013667,-0.17385167748823457,0.10922811208557724,-0.23488111737624132,0.46161892467405397,-0.019749464536650396,-0.2841557672685436,-0.1267357505176775,0.621085905109191,-0.10214504944908935,0.1302131345527033,-0.08261975440664196,-0.13546317308794503,0.007562137557116465,-0.5394383069410034,0.04103760634121156,-0.2187525043256372,0.4938535334445217,-0.567139122742694,0.150812705654828,0.6108542269976831,-0.0335208102286596,-0.4585036582384361,0.16853136537197394,-0.4318050075106872,0.5953210328577219,-0.020631587131787327,0.3414294541139092,-0.07717603004730013,0.15184592428118968,0.5628926737656501,-0.38692313961523683,0.20300734161955084,0.5997178479295049,0.11454503274993041,-0.006607112992830489,0.7929845594373969,0.00893716934776796,-0.16282232408397432,0.9475863710916038,0.24130953395199098,-0.11319630432655843,-0.2831842955764016,0.23912483580594862,0.930559677337438,0.3447660834474847,0.834502516003259,0.18688129774770523,0.08272663206251799,0.06849028099987776,-0.1945474103613134,0.3071252603470134,-0.44705356800849533,0.5054408672948377,-0.6423793417149469,-0.13065109762686258,0.3792357306499725,-0.1475955738953162,0.08080958678209024,-0.17427339181358298,0.014843446734238132,0.16642581877000046,-0.18442816041631763,0.6028125125665786,-0.03528949347212774,-0.3323371246733203
