,Insula_R,Paracentral_Lobule_L,Thal_PuL_L,Cerebellum_Crus2_L,Thal_MDl_R,SupraMarginal_R,Thal_VA_R,Cerebellum_7b_R,Parietal_Sup_R,Angular_R,Calcarine_R,Cerebellum_9_L,Putamen_L,Thal_AV_L,Thal_LP_L,Postcentral_L,ACC_sub_L,Vermis_6,OFCpost_L,Hippocampus_R,Vermis_4_5,Hippocampus_L,Cerebellum_3_R,Cerebellum_4_5_L,SN_pr_R,Parietal_Inf_L,Postcentral_R,Pallidum_L,Frontal_Sup_Medial_L,Cuneus_L,SN_pr_L,Parietal_Inf_R,Cerebellum_9_R,Thal_PuI_R,Thal_PuM_R,OFClat_L,Temporal_Mid_L,Thal_VPL_R,Precuneus_R,Thal_VL_R,Vermis_3,Insula_L,LC_R,Thal_PuM_L,ACC_sup_L,Thal_MGN_L,Rectus_L,Amygdala_R,Thal_IL_R,Occipital_Mid_L,Frontal_Mid_2_L,Cerebellum_3_L,Frontal_Inf_Tri_L,Supp_Motor_Area_R,Frontal_Inf_Orb_2_R,Thal_VL_L,Temporal_Inf_R,Thal_PuA_R,Rolandic_Oper_R,Temporal_Inf_L,ACC_sup_R,OFCmed_R,Cerebellum_4_5_R,Heschl_L,LC_L,Cerebellum_7b_L,Thal_MGN_R,Heschl_R,Thal_AV_R,Precentral_R,ParaHippocampal_L,Red_N_R,Red_N_L,SN_pc_R,Thal_MDm_R,Cerebellum_Crus1_L,Lingual_R,OFClat_R,Vermis_7,Frontal_Inf_Oper_R,Vermis_9,Temporal_Sup_L,Occipital_Sup_L,Cerebellum_Crus1_R,Vermis_8,Precuneus_L,OFCpost_R,Frontal_Inf_Orb_2_L,Occipital_Sup_R,Amygdala_L,Frontal_Med_Orb_R,Cerebellum_8_L,Fusiform_R,Occipital_Mid_R,Supp_Motor_Area_L,Cuneus_R,OFCant_L,Olfactory_L,Vermis_10,Cingulate_Post_L,Occipital_Inf_R,SN_pc_L,Raphe_D,Vermis_1_2,Cerebellum_10_R,Thal_LGN_L,Raphe_M,Cingulate_Mid_L,N_Acc_L,Pallidum_R,Cerebellum_6_L,Frontal_Inf_Oper_L,Angular_L,ACC_pre_L,Caudate_L
Cerebellum_4_5_L,0.4901660845272096,0.24888318106632176,0.3259468125166884,0.13098958289884197,0.55569401249947,0.11431065020702515,0.31342213776447836,0.18059477981934124,0.08789146435884991,0.07046569466003001,0.5296181351777723,0.7488976748396073,0.3246397020615233,0.11783665614223734,0.025831984699288983,0.24630383378539514,0.05397879767852935,0.3418680082972619,0.0266758277842269,0.5885523243786348,0.8911166261207395,0.6409665610432914,0.6611305807041907,1.0,0.35252231745285195,0.13319506705117962,0.10915020227153284,0.4340024452447866,0.5687008366462284,0.28703015714615215,0.2625185206825157,0.011406147236146441,0.7761917508230314,0.07575370319479104,0.2651840266018666,0.0944263514739922,0.4840527151778929,0.3864391112420102,0.37855478020233685,0.5552943164976615,0.614578987452643,0.573604269046219,0.5191351804163554,0.5484325747583235,0.49691510424937235,0.5675976772699598,0.025360172315068413,0.3425798626087977,0.5992031877326442,0.2710400356022836,0.5271052374307765,0.7324343198290387,0.6193011165159993,0.5166213012842756,0.34368457282077364,0.5073052256576792,0.4079336858556924,0.12973285472981147,0.5118563054290154,0.5920487304650113,0.48277585838322207,0.08242272882209144,0.8126428612535631,0.3337428384075762,0.24428233564497798,0.21136081941867116,0.4482859982751213,0.3353894696842376,0.42986436183942006,0.18236005350002102,0.48900165250495614,0.4051336121184141,0.36473782494472073,0.2875398176507638,0.3809859177658867,0.2664714568982739,0.7561526937208765,0.1337721513066731,0.35357787004815616,0.33770875489767044,0.5641028794574936,0.5536883056630524,0.23473547004254372,0.2114841908135999,0.30390822409540064,0.29290887530981635,0.045686314474978895,0.4173278780670265,0.047517050042832555,0.3103767811547938,0.061883676825634594,0.3571026121314298,0.7731941720342859,0.020017469332570013,0.5150460609367146,0.21741560423920223,0.13140137514261757,0.4443247041548424,0.42637737080127663,0.6690691271074145,0.15020711109076165,0.284487137194535,0.2751729259764678,0.19383815666254187,0.5460827757791138,0.32002879286094094,0.24086021432335122,0.6526366834728898,0.38808274779352986,0.40041374807414315,0.6375646308532273,0.5525147679303082,0.16645322431601237,0.05048657246134338,0.43777719278669974
SN_pr_R,0.05179481343469381,-0.2670833819689314,0.13120879650698952,-0.2363204070469389,-0.14281656595990813,-0.2656900249702396,0.3525707642887117,0.06600521174505297,-0.2996701855859814,-0.31064421694552263,0.027971259509843326,0.43213404444734693,0.2804218890168762,-0.08632129206988838,-0.2959609668776093,-0.27735968470548733,0.44168050596515607,0.08578352119905538,0.3753019174443017,0.3004294656127955,0.22211705247181662,0.1090282575744756,0.4818130013423784,0.35252231745285195,1.0,-0.343729449806895,-0.20141075367255862,0.2503515853703408,0.23325184110580222,-0.26395176408867005,0.8251261928980921,-0.36333765405331747,0.32404552373267936,-0.5648237483097693,0.5470136092421812,0.3476317592783877,-0.15392621593955352,-0.3352497421272125,-0.10895445405799817,-0.0530534194756516,0.5286312110789032,0.14841208190928493,0.22789913072205262,0.04475272495856366,0.15651096747095142,0.10414358292004891,0.20568180147459394,-0.20661164321969058,0.09069199811586393,-0.24540905324478723,0.01872411578121572,0.1814249114190145,0.19383111211288143,-0.09747406863171733,0.6331725323137266,0.3356018136287406,0.44763804933350315,-0.35565087505646864,0.4074053770114509,0.14911424279851074,0.12014328791862675,0.13399455853149456,0.30549581050300356,0.4192188463397646,0.3898006573266415,-0.004212944540415795,-0.32942076606960974,0.3911842581040325,-0.01824264650520611,-0.24039516841981623,0.3862944875120227,0.46303269397586927,0.19236175363155295,0.7441324765564744,-0.21239216144655543,-0.04737367224844031,0.2158147254802802,0.2997751394964832,0.029929035339719422,0.08255858282688062,0.43052664322897083,0.03252370230355461,-0.33819273126578314,0.04067321278232795,0.05475296758049373,-0.16506131066527674,0.30071556049810694,0.0928584613934822,-0.3180238479567373,0.16967584317729337,0.3475776019355081,0.2135103040276017,0.3987592718536037,-0.2839629917819859,-0.15112378199349383,-0.24856580699159275,0.42622850330897527,-0.3102907278071226,0.22462861380730803,0.2051003043498055,-0.1207930082509136,0.7059368481108996,0.010482457184075037,0.5027374319158616,0.30893156823821366,-0.229830301042317,0.20775045499309458,0.3403865355452755,0.08678073475904627,0.6772444735365944,0.16353918834839107,0.2216077739633192,-0.40301507562104194,0.39292438384063066,0.21337350202919275
Parietal_Inf_L,0.18402868421307558,0.8257702593549519,-0.062039500891342546,-0.13776500507735787,0.4762333041384042,0.2833904873575297,-0.30553287425512227,-0.19110807843396316,0.5127112902746217,0.5198281158748603,0.5132579047695894,-0.1588950676457348,-0.3819174820720914,0.1727086084716241,0.6008050770347574,0.9414270891809335,-0.3643289927648218,-0.10253532625160952,-0.31915777019416663,-0.13909009469337014,0.24465403358525306,0.14300123591324632,-0.12998102916822352,0.13319506705117962,-0.343729449806895,1.0,0.09174746822575229,-0.2546478442871284,0.41786233952552104,0.725421989678101,-0.5559085731482383,0.500134705485114,0.0007318496024385184,0.7055749827857931,-0.5620570772246699,-0.2536510039961623,0.42777410571624025,0.624227140797332,0.8558699165059912,0.39260549200582073,0.07215756608278563,0.19119486508228417,-0.025143369971015746,0.32783775956985256,0.018629957192216908,0.03987264038887995,-0.3258200668928032,0.2215959106360273,0.2671202745736198,0.3283645545674895,0.38408791322921826,0.03204092977697823,0.1596489237866088,0.47170917850751365,-0.2127410967485815,-0.12639022111266232,-0.11726622606966493,0.7017441807561149,-0.1440272174505935,0.07977706227402781,-0.027510487724955176,-0.14108483309974892,0.039125100063794854,-0.6233231721114293,0.13921063082592505,-0.44865616813907144,0.5057750031855283,-0.2503401468699482,0.3509018677772144,-0.0781760426820069,-0.35530820178892875,-0.10885494647583925,0.1540125121027307,-0.27400587771830726,0.5465608630428888,-0.2612566839923223,0.29972468644322875,-0.234340383270103,-0.11317731423893627,0.07193898021736166,-0.3815476398634505,0.5502256662530113,0.8829105714656534,-0.11737062518128287,-0.2827895923266059,0.8269388851998141,-0.03456441616298348,-0.03912702367389482,0.6931773725063309,0.05670684592055655,-0.09109940066281226,-0.5128410325440007,0.2174233220312604,0.5368155328943258,0.4922086121570606,0.8163794579033874,-0.3506060249083241,0.3670726420677747,0.037254225391775406,-0.025504743915617446,0.0678122571387093,-0.362238864375869,0.6284404378896287,-0.47895194879870573,-0.1493817844777851,0.42939603959097494,-0.0851443294846618,0.11600273294788302,0.07741551609889966,-0.07018868907071342,0.012806876170629259,0.14190593700023701,0.8399919059131652,-0.11527794851578108,0.10611093607671326
Postcentral_R,0.2887647943647255,0.4682398045947933,0.20426826881596208,0.2190866213974577,0.16236405151308494,0.9351187575547107,-0.23434537630227067,-0.17409472500853876,0.5937139783661544,0.8323423429009803,0.4626747427099149,-0.02754554720918598,0.454836547845363,-0.09512416647077654,0.5442947287509928,-0.011877029435817393,-0.09832901364504956,0.20318835180598002,0.22049448482155246,0.2201701859313118,-0.02551693381933926,0.27405440515234664,-0.018561218203886693,0.10915020227153284,-0.20141075367255862,0.09174746822575229,1.0,-0.22087985688670259,-0.1415644653386583,0.4853927591965441,-0.3166811862614005,0.8184291370528203,0.02510017546129769,0.34808395381001356,-0.37180339746667,0.012910812482095529,0.04386584829569848,0.44189151245017183,0.3231497201485301,0.31356100746141724,-0.11828223580107157,0.20666607573561885,-0.08891789927563301,0.2519587733647737,0.18999782080446495,0.3648892243116963,-0.032754684157563003,0.3746157424917003,0.04436081562030612,0.14295731636525902,-0.21940206697996012,0.17017630915827572,-0.2945292486600451,0.4942504244685997,0.07477511853196185,-0.2313029167742847,-0.05786871442113502,0.36295220738040174,0.018908339616587055,0.16757287914611707,-0.030324750755424974,-0.1417385487658348,0.06524354190538628,-0.23535137824302907,-0.011024301345364298,0.037205351959488465,0.3125125116905787,-0.45711293619053167,0.05439328483414039,0.8993944210169804,0.19598399484674148,-0.44651742715194953,0.15793028047158378,-0.3551754029321127,0.4556972209979591,0.14568236557853526,0.28232400230089655,0.09103369318526211,0.22178277623829742,0.7342688015111402,-0.07123181843695253,0.002546457642203505,0.2768933794213398,0.13589103526196653,0.20414169887360295,0.512757570194994,-0.07516053566163627,-0.08933415163122074,0.6690456962054843,0.3195290257058833,-0.21525940663621423,0.026211796512861266,0.2461350775698622,0.7476586996649844,0.33742565781079314,0.519182759168862,0.34513293321253485,0.059908599551714736,0.03304481641149269,-0.06673611569270956,0.33506381631716137,-0.35270218552149946,0.22201005102589375,-0.41309085169597354,-0.014232666273604158,0.21191925773193993,-0.07730084820636313,0.12023803335731895,-0.16726336921489118,0.0116970924091666,0.23326419928120193,-0.25705691522222057,0.24684415459586453,-0.16653786138152435,-0.4498170220866898
Pallidum_L,0.17066050267790864,-0.23148576595812276,0.11815748735932899,0.008260474744525749,0.2578478296700334,-0.2058217884761554,0.6199040238280952,-0.1922101481220968,-0.23417000693006784,-0.3385554784366202,-0.16887948497056648,0.32444871008955334,0.09599146308563007,0.19045419657918222,-0.61174905366649,-0.14739094519198528,0.4816546138971895,0.06388343359963063,0.3665858977396904,0.4808859684172811,0.40948634552796853,0.19992664061748266,0.38874523746784184,0.4340024452447866,0.2503515853703408,-0.2546478442871284,-0.22087985688670259,1.0,0.28646711212143394,-0.17375483094487057,0.39279998550543094,-0.2841217645271623,0.37389992023734003,-0.35011110859319056,0.5326359170453325,0.5533693676470935,0.4123705648641081,-0.15396084249489317,-0.11091458118467921,0.10936116456652624,0.40453870880122994,0.11509749933983522,0.4384024842745143,-0.029388498811173096,0.1184089527675474,0.1367035796621107,0.3863462020454808,0.17123553094079266,0.4118851156063453,-0.012994260858452062,0.2234331681668475,0.4816253544411119,0.6430848585413117,-0.06491526896029574,0.2099737343341023,0.6188119072507287,-0.19659502767179318,-0.4213082463943179,0.5567664893118365,0.6129348371240206,0.47353575703575845,0.5223903562434228,0.5393273870737753,0.6229771408409757,-0.22426649817356847,0.28074568871279965,0.1485164762371499,0.6564649000463643,0.2666861788229425,-0.09652887713941119,0.6095973397293751,0.4311480511658578,-0.19792201429814615,0.27856430131262866,-0.2656732932316667,0.14381162598450004,0.0742108768275965,0.16952602058872843,0.05584911962771114,-0.3027650339903522,0.5372084515262533,0.26362494130327613,-0.21090581635036973,-0.21547430888527194,0.08155466449336239,-0.2528002789018967,0.4120128323156966,0.5191822463658412,-0.3601553619066483,-0.25417607247743484,0.2406060660496614,0.329506528864388,0.21543295307893195,-0.5069497372948554,-0.09842146414171878,-0.28584291600572864,0.16164892191779798,0.1755876668219244,0.16111895433500026,0.5329409556173454,-0.48298040865172565,0.27769160076487415,-0.1105018539607129,0.5909408765134695,0.33517570602910507,0.17865830870524324,0.16521254888923834,0.3238584573761803,0.6283897479698639,0.2955968189231721,0.11798257563082933,0.562378401630908,-0.21416124205506618,0.3151331170536617,0.6569192818938769
Frontal_Sup_Medial_L,0.23461047932122733,0.45523945842750535,0.31644989516151784,-0.015113473897799616,0.5435131459404353,-0.03732646474291782,0.3504678889159314,0.1484964494418105,0.11370130922740634,0.031614044509072216,0.41777669651325916,0.37562456575106024,-0.07843843509157432,0.10443764864900106,0.05948859236595551,0.5841045513008364,0.08823798518944509,-0.009748168870517637,-0.03848100069196969,0.2778366152998351,0.6088843789737799,0.30422654393020765,0.3493940332076797,0.5687008366462284,0.23325184110580222,0.41786233952552104,-0.1415644653386583,0.28646711212143394,1.0,0.2876314889415318,0.09889425985921502,0.009027300755714222,0.4926760415043947,0.15744418397276658,0.12650079292751523,0.026800766447871577,0.41720121056558074,0.34273828008890117,0.5173571114354392,0.476563902893541,0.5041495199890413,0.31592167349721667,0.41675425132634314,0.2955766642160731,0.4704446021603696,0.2925341305120173,-0.09345738745889426,0.20274162855498182,0.5753193831904526,0.19557614043418606,0.6437912762443758,0.28665211436747734,0.6257350487414307,0.44633791041810905,0.29675667383108023,0.44993118181017305,0.2665066542497643,0.13945254407570565,0.47138435179412863,0.32678192485514806,0.5305315988968828,0.05740234525684683,0.5474642462403141,0.02867961804961397,0.2280012542440579,-0.0823068987589694,0.39991912747637093,0.35580679815152444,0.3833970397507326,-0.09984593770446554,0.10813782554786273,0.4309690975642427,0.2718001601574241,0.25300190899085945,0.28394408025164736,-0.019224762249379038,0.4991342429508251,0.03423094482551447,0.18700522556865568,0.09423204673385825,0.13301874102107034,0.5000442071685677,0.32238634589359955,0.1088979491420835,-0.013637467756258423,0.4273005231594064,0.12734921573018193,0.3016214840890692,0.1505721330125229,-0.03570407711968792,0.2529053716242472,-0.05800346762194938,0.47556118730139263,-0.01996857330890244,0.5610856177752481,0.33075822138804445,-0.14936410127759525,0.25379630106571377,0.2393327781050421,0.42266053394235553,-0.05966210924183543,0.19408869217093058,0.36823617945887593,0.06431206814637656,0.36771166029535435,0.28209387139364345,0.1620431419765327,0.658684012586427,0.3390625175790645,0.35705103497598983,0.2709691585405581,0.5682152031655198,0.37832605728667323,0.38771209009441393,0.5539066611912413
Cuneus_L,0.25608841577369057,0.7440567560974576,0.0245605131077621,0.15699326072006942,0.5406467086696302,0.616296625155223,-0.23124460078313597,-0.10626163840038481,0.5437607742121287,0.744821597968291,0.6730971891749133,0.039529111855206835,-0.06324684819611878,0.1401653632931665,0.5708337092033162,0.6349467395582155,-0.3702624029950316,0.055776155401280766,-0.14544936486598453,-0.0062199664655151156,0.3131212751461603,0.19256966026678812,-0.1301022040136227,0.28703015714615215,-0.26395176408867005,0.725421989678101,0.4853927591965441,-0.17375483094487057,0.2876314889415318,1.0,-0.5090715667280773,0.6615585285782148,0.14052732607211604,0.7299177774118981,-0.5472011489468697,-0.1683917540101226,0.4902167165957186,0.6945022079407265,0.7924530864672742,0.4895495183578716,0.0831995078615705,0.12193189286607962,0.0945074324380038,0.45107898730648527,0.0007940175709366669,0.2492192261635785,-0.3905457729716685,0.4137983595689728,0.40420490368784756,0.35150419449574705,0.1944134842289727,0.12184848139275373,0.07860838775568668,0.5998643445778171,-0.2215082557209976,-0.14114909246524499,-0.10111523536710182,0.6779858568295832,-0.11513196348343954,0.3253825787332027,-0.15796505651031173,-0.2552676460396446,0.1391217094036636,-0.4268035162619093,0.048183268243584196,-0.10333228839089303,0.5985918435250827,-0.3764765805412396,0.35092689244683184,0.35212859981070016,-0.06882553613197875,-0.0381037463745126,0.2965652957692108,-0.22359498836255848,0.6772349928574417,0.06126192259663712,0.4979561128755488,-0.28582377615229987,0.12829216131080562,0.31374200135955294,-0.18684742777069022,0.44439939661693534,0.8148148361953378,0.04457957638480518,0.07985069576283994,0.8534546490410688,-0.1512653667673085,-0.1490832484026548,0.8253577115130953,0.11709075398834533,-0.2036185666428483,-0.16196308302832185,0.3266507323371453,0.7258299505840559,0.500643051512319,0.8901368673088426,-0.1858204495683408,0.37374223324662625,0.04111840473131139,0.10477661789503043,0.2885487791359287,-0.32817350340768325,0.5259540667660935,-0.530164518420851,-0.02101247711544076,0.4296874484762188,0.013700583360169865,0.1776523252380919,0.13787424535452913,0.04120450907772173,0.25852046811518314,0.03972780918320287,0.689085185146533,-0.2047106667146863,-0.006524805894205118
SN_pr_L,-0.02564998099550838,-0.5341665140951424,0.1041153649863455,-0.19134438388124966,-0.23282250346976277,-0.40904680784186453,0.39409231673893047,0.056401802688360765,-0.4367254090489502,-0.5272688556113079,-0.2004685133515814,0.38782411637033953,0.22462647680607364,0.014045873911379687,-0.48818610205993646,-0.48216586893639124,0.4990415171334488,0.04785579464685726,0.3770976228628058,0.2811106313164427,0.11584593238901823,0.06261941457456956,0.4463932040884128,0.2625185206825157,0.8251261928980921,-0.5559085731482383,-0.3166811862614005,0.39279998550543094,0.09889425985921502,-0.5090715667280773,1.0,-0.5359471785488112,0.20857246943552304,-0.7054635461909561,0.6219561926229542,0.4615387621189162,-0.1454822382843066,-0.48430128261896765,-0.3951751776051742,-0.11768265633398146,0.45724052405384835,0.07806555703761474,0.1926669098726133,-0.10402002641586283,0.16678518067550577,0.022972903933303954,0.3601268278395199,-0.3858641539074113,0.016036279927781186,-0.1676742103808366,0.011880716525325869,0.18932763712125134,0.23206639044019509,-0.29200843488203493,0.5074640595900228,0.47096341572129025,0.29630034040520514,-0.49507700031398494,0.35741473390251566,0.20845643683806356,0.17818690748547758,0.25316103399766116,0.24518937819817752,0.6603507283759239,0.2589015696607045,0.15965899230485864,-0.5021877475620397,0.4201000357977391,-0.026432496710360357,-0.2447728447532537,0.4322923120471204,0.49386250091930006,-0.04080613415324385,0.7521181286891552,-0.3936744432784688,0.06521097551049858,-0.0011826838126589155,0.30523099952796545,-0.017513870616838345,-0.10243301093077056,0.5134058979857794,-0.032769348741970634,-0.49520269160524505,-0.04394731533423807,0.058846141833497456,-0.4601467453399852,0.2766385155189002,0.18288319887043492,-0.5927192349206074,0.09984548177617847,0.3792983163259151,0.36602417572356366,0.1770096180078784,-0.5437958741815415,-0.29054682234481094,-0.5339110813744004,0.4470144117810594,-0.33113375113256877,0.22726363929147117,0.2659316123934843,-0.2428394775640902,0.81808792250663,-0.22751994399311445,0.7182344461513472,0.2319362332396114,-0.2705585137545537,0.18683451651238683,0.2520068390964363,0.16637219883832174,0.4277732495284405,0.11485865822918037,0.2516270442555038,-0.5542252266369875,0.32450389610104524,0.2887360109377516
Parietal_Inf_R,0.14540022758091453,0.6946467262886216,0.13515546140817264,0.0651672855735859,0.2424895939990392,0.886045161953345,-0.3240725117583665,-0.333884630846649,0.7551246871796842,0.9493278531878153,0.48863753840489305,-0.2975076458130474,0.1782662772667293,0.00036402940582346205,0.689950809256294,0.35573234418038796,-0.09710598109678392,-0.015131517208404409,0.20403605424172266,0.05353002241639711,-0.027064045645950215,0.22234601054578013,-0.17323469509819756,0.011406147236146441,-0.36333765405331747,0.500134705485114,0.8184291370528203,-0.2841217645271623,0.009027300755714222,0.6615585285782148,-0.5359471785488112,1.0,-0.13010452843661702,0.5930935622798266,-0.5869504708130252,0.05231643879100853,0.162996510488248,0.5637840680914744,0.6004534120497296,0.30860368875759236,-0.08887060003820164,0.12666733749031042,-0.2144241314760455,0.2384568384894981,0.011887550846433111,0.2372738741920159,-0.08346164396188412,0.35509835411447893,0.07731067752678832,0.19955710657909256,-0.19525138398199954,0.1178538002082722,-0.2665248034818683,0.43884762116632303,-0.025281213959822024,-0.2815381295694748,-0.22003602525834878,0.5545738365495235,-0.13813832017631875,0.11324422977864702,-0.08947719142848042,-0.09681832409321663,-0.03313928665850103,-0.5442307860622652,0.04249804471651778,-0.28723489587023165,0.4540479101582943,-0.5305188850568189,0.09304540352054895,0.5994329198765966,-0.031294797368354596,-0.4797857240884864,0.144963018698139,-0.45752823198742515,0.4917329089335186,-0.10550774945427988,0.21902917898570004,-0.02575611770399127,0.06400890941210798,0.4981947433411653,-0.4205713448358067,0.14009565040563993,0.5635485337353484,-0.01500899578069976,-0.10298275487523964,0.7548170372591033,0.028503428985115688,-0.17549916901765153,0.901029569911091,0.1999874638673367,-0.0907975324131095,-0.36709531691670877,0.1599894513518741,0.8607759527616431,0.3137986022940085,0.7819688199859669,0.2229716680134265,0.05709220935408963,-0.01109545348321553,-0.2631474361228629,0.1613735577351052,-0.4917953694608306,0.5044935282502389,-0.5830421074333423,-0.21818054932321418,0.36424824608300277,-0.2087018595654253,0.0442193707423084,-0.17641125690057208,-0.0003972716119020509,0.04087337985895907,-0.2315084734148131,0.592116424011193,-0.014427970172355772,-0.33770116118720167
Cerebellum_9_R,0.4576351419845264,0.18153412162165114,0.3131067755919516,0.4102251296751924,0.4648264501554698,0.016109356881921586,0.22144083149085855,0.4441408008466185,-0.0547843092426092,-0.05659397010773801,0.4724124132430873,0.8525703468442992,0.15560402882072139,-0.10498040443955924,-0.09145448308324153,0.18196711742279398,-0.041400709837915266,0.4926852762254761,-0.05643527281542899,0.44103929069798936,0.677255537854583,0.47550902648435606,0.5114587931693951,0.7761917508230314,0.32404552373267936,0.0007318496024385184,0.02510017546129769,0.37389992023734003,0.4926760415043947,0.14052732607211604,0.20857246943552304,-0.13010452843661702,1.0,0.07411014653372909,0.21198829360369328,-0.011319162943353337,0.41816176839818014,0.24435773147247616,0.23979462904292573,0.3941104386000839,0.3630397547667839,0.4349118353138327,0.596178381669232,0.3638145525872256,0.40779318316209573,0.28674705428040165,-0.04110349379423368,0.4015938015278122,0.47091659898223964,0.18765070343643858,0.5679319359099595,0.4470763950227211,0.650527037194517,0.5047235748849102,0.23391662038652983,0.42060747289321077,0.36061072268134875,0.04906734148316582,0.5293329732849639,0.4763492713333818,0.4450514172331667,-0.008074567698638015,0.6515288399016579,0.3289045181338996,0.03599689136692772,0.46945318494334215,0.36242383869545847,0.3431977498304236,0.3561109520147564,0.19745719412366858,0.34500696588952384,0.4423324471603106,0.32494697867714556,0.2856344451785711,0.2878498368506357,0.49627368400971417,0.7749672563810672,-0.06883996190165384,0.5610068213396959,0.27554029328372986,0.5989231079608732,0.4412113164622214,0.06033164559267861,0.5108227723508304,0.5715496598017156,0.12246811140857662,-0.07513809801074177,0.3953837698054772,-0.042014802274937264,0.2213675650131692,-0.008186506947622152,0.5652088241913257,0.6410248064612879,-0.09003839231581715,0.514208091444658,0.08859008483889935,-0.02826302325336163,0.35017859924380546,0.4767275456234742,0.5651469671190218,0.29809615513798615,0.24425371038783367,0.15085856239474757,0.04239792232944443,0.781829418506095,0.042746146547169725,0.36693878793172807,0.5805898898061911,0.42635240079888503,0.3438434109665,0.713286944503901,0.5945895010466883,0.08750359808112329,0.026865835356570795,0.4212810821887602
Thal_PuI_R,0.3226904766918306,0.6450984473680853,-0.023549323644026142,0.40612872214290086,0.5314418833136119,0.52395378671326,-0.5152617111698379,0.0986035866538882,0.47517496878497706,0.6500117631588981,0.6376016996056821,-0.13242479570417512,-0.2821532437334988,0.0472872971536647,0.6512515781673971,0.66194144710585,-0.6425211506057268,0.1875679424881114,-0.41445994269308495,-0.16816942739781307,0.14838997914352442,0.18151248611914786,-0.28457737374252595,0.07575370319479104,-0.5648237483097693,0.7055749827857931,0.34808395381001356,-0.35011110859319056,0.15744418397276658,0.7299177774118981,-0.7054635461909561,0.5930935622798266,0.07411014653372909,1.0,-0.750568644992109,-0.334106006850541,0.5218599728456449,0.7953543775380085,0.631390876693271,0.4937418471088832,-0.22794382233289998,0.20968961521169285,-0.08539818559814931,0.4171157097434391,0.022207746436382264,0.10735317266826543,-0.3840267225641155,0.41328620547145284,0.31718311457075693,0.45940224043381356,0.2169759179925125,0.014515759781190931,0.102865397069913,0.4628755750584901,-0.5006812891009224,-0.18677177019643218,-0.23331239526823805,0.8788826946240346,-0.22079765128724013,0.17046887157057994,-0.09082043368292213,-0.29281719112357874,-0.068797232611621,-0.4652608100979829,-0.15646355764824316,0.058251454937150844,0.6676743096442659,-0.548380678399281,0.40422224129135503,0.3098141245748892,-0.4110754831780428,-0.2184588931265738,0.07904455794501784,-0.40904914901874206,0.7515607921165499,0.2665227558980141,0.43666606584271883,-0.5560936751278057,0.31114172088108116,0.23443807492286772,-0.3739347077053753,0.4829696935515863,0.7636476049713585,0.2933133144183441,0.16425275514156146,0.6487110284864375,-0.3351479858934395,-0.0924020991704606,0.7359359199418037,0.14540681223369953,-0.28418060795313727,-0.11544409387725296,0.07051084697434991,0.6614580381383797,0.47459724633578926,0.7659949179726636,-0.43974537566165534,0.3677360278135848,0.15596435104750156,-0.04131869210740347,0.45174458125405215,-0.4142473892754283,0.39358375646042276,-0.7440342496603185,-0.03792617571320055,0.36956700796005504,-0.03901849896633907,0.035499875230178744,0.06957326034103602,-0.30358532715054676,0.3263909288569906,0.12468764455342217,0.7445280398135883,-0.3359994988765236,-0.0018494296601641782
Thal_PuM_R,-0.0772870769219193,-0.5039395992384088,0.17689036240116965,-0.32537610217014945,-0.1533186193920903,-0.49917746594085555,0.7480158999817745,0.05889281671662812,-0.49975717693240257,-0.6207204269149212,-0.4252068650517864,0.3355380767681025,0.4273079170217606,0.07888655399662485,-0.6706335633652378,-0.4653879175634345,0.5523145380091715,-0.14775640567820345,0.33240823734470276,0.39351867067338414,0.2703293049251739,0.05746538351975373,0.4380468620709614,0.2651840266018666,0.5470136092421812,-0.5620570772246699,-0.37180339746667,0.5326359170453325,0.12650079292751523,-0.5472011489468697,0.6219561926229542,-0.5869504708130252,0.21198829360369328,-0.750568644992109,1.0,0.17388093061839122,-0.28937390317008194,-0.48426327943925673,-0.4382614757195894,-0.22460086484887243,0.44421251075897633,0.042854986632593836,0.3534202887265609,0.003258214851857189,0.15309065031313282,0.1483915474566343,0.23461319934242242,-0.06582101577614166,0.057272043040475576,-0.3810944021464512,0.007988959256782517,0.21777557853904966,0.19036050252506,-0.2664465762476888,0.5017546058729279,0.3312365277359604,0.430183987389973,-0.7704272706836408,0.41264639559174837,0.0014456764726383158,0.35230425214675626,0.24146207461556984,0.4196814340133285,0.5494208784043021,0.17774499606651578,0.029993751484748695,-0.288383630133767,0.7396174861430262,-0.20403762210237666,-0.2526388999589488,0.5288785557614409,0.3803133832676125,0.15462531275982394,0.3182184475740265,-0.49200993226126183,-0.1866323323878979,-0.06323193280919619,0.608628219436226,-0.1615331549821971,-0.08485368467108542,0.5027090561185213,-0.25092567467166954,-0.6119569694185304,-0.16271064406015995,-0.0730597688573745,-0.523639144294614,0.2300359342128225,0.25197705101648643,-0.6809509605977508,-0.1471206772035607,0.17947566088813635,0.18523509547429648,0.22100301176389398,-0.6462513709825002,-0.2896471650893553,-0.6232870717005415,0.3003678761740748,-0.05796772469505625,-0.08910771936238464,0.4420859932726345,-0.33089569608048275,0.3270427720951334,-0.3012872328184238,0.7704392766709414,0.2828467851718717,-0.15518561994312108,0.1287418446415489,0.13289614377756537,0.08414056055054281,0.43052688936387573,-0.15013745514189752,0.12620796859332037,-0.6623123917530161,0.32632839617870474,0.18131828196169036
