,ACC_sub_R,Thal_IL_R,Angular_L,Temporal_Inf_L,Cingulate_Post_R,Thal_MGN_R,SN_pc_L,Thal_AV_L,Thal_VL_L,ACC_sup_R,Red_N_R,Cerebellum_4_5_R,Occipital_Inf_R,Cuneus_R,Thal_PuM_R,Raphe_D,SupraMarginal_L,Cerebellum_Crus1_R,Precentral_L,Insula_L,Amygdala_R,Thal_PuL_R,ACC_sup_L,Vermis_7,Heschl_R,Temporal_Pole_Mid_R,Rectus_R,Frontal_Inf_Oper_L,Occipital_Sup_R,Vermis_9,ACC_sub_L,Fusiform_R,Cingulate_Mid_L,Frontal_Mid_2_R,Parietal_Sup_L,Thal_PuA_R,OFCmed_R,Calcarine_R,Frontal_Inf_Oper_R,LC_R,Parietal_Inf_R,Frontal_Sup_2_L,Thal_VL_R,Precuneus_R,Postcentral_R,OFClat_R,Vermis_1_2,Frontal_Inf_Tri_R,SN_pr_R,Thal_MGN_L,Cerebellum_3_R,Cerebellum_10_R,Olfactory_R,Frontal_Med_Orb_R,ACC_pre_R,Temporal_Mid_L,Vermis_4_5,Temporal_Mid_R,Insula_R,Pallidum_L,Temporal_Sup_R,Postcentral_L,ParaHippocampal_L,Pallidum_R,Thal_LGN_L,Frontal_Mid_2_L,Hippocampus_R,Lingual_L,Vermis_8,ACC_pre_L,Temporal_Inf_R,OFCmed_L,Cingulate_Mid_R,N_Acc_R,Cerebellum_4_5_L,OFCant_L,Temporal_Pole_Mid_L,Heschl_L,Precuneus_L,Cerebellum_Crus2_R,Frontal_Sup_Medial_R,Rolandic_Oper_R,Putamen_R,Thal_PuI_R,Vermis_10,Putamen_L,Frontal_Inf_Tri_L,Raphe_M,SN_pc_R,Red_N_L,Supp_Motor_Area_R,Cerebellum_6_L,ParaHippocampal_R,Thal_LP_R,Frontal_Sup_Medial_L,N_Acc_L,Cerebellum_9_R,OFCpost_R,Occipital_Inf_L,LC_L
ACC_sub_R,1.0,0.20286765964362227,-0.24043396511779155,0.25676084930471,0.34501536247306747,-0.057607235308959316,0.3206019442115652,0.011767346905590198,0.529654921461709,0.38325893292622076,0.22022072171996518,0.38470441391895493,-0.584774204495621,-0.20893826776273167,0.4555399363153049,-0.08707105708094544,-0.19580742839633147,-0.2532205179992421,-0.25690408305609286,0.026581100808244218,-0.0912809264535525,0.21661863337377085,0.0005773845052725131,-0.06648626670113168,0.6019467510293425,0.46684418860683213,0.7722603689317964,0.2954913504343541,-0.20437318963076673,0.1674366649689027,0.8164341207446837,0.13875366937008005,0.28921088008463264,-0.04619959213887737,-0.18867583716410743,-0.5032587378460913,0.5790320898633416,-0.18499969353187692,-0.24881619937674262,0.08904924166434477,-0.16764883774368478,0.26027002523856885,-0.04275851326413337,-0.0700942763705563,-0.19995139149616908,0.35351659011565756,0.5197880534242262,0.2051786878800096,0.489007621218731,0.06815437534978806,0.38756593528407013,0.17033551191678378,0.6182169118341617,0.5031807895714001,0.6496785566346863,0.03205895777800989,0.07474314019771218,-0.10920878193279339,-0.035243242699261525,0.5588648151392883,0.11703350690045541,-0.196568106556513,0.5258089213095835,0.48230297641381015,0.060280873389929546,-0.13195787916157467,0.427949890891058,-0.17851301082897614,-0.17912837786963706,0.7574422827238723,-0.04965542384086366,0.5574948122125915,0.037612608854662236,0.03350386464149574,0.1189562023007613,0.45590936785180675,0.43699957100902936,0.3276312334308249,-0.14597737699705046,-0.33228086987965566,0.09548775697890534,0.5762480805618129,0.7399561218632511,-0.5255274418549013,0.11828572519191426,0.06153686683491621,0.27687235983509584,0.1750766635391182,0.3672431778570807,-0.22776280086592487,-0.3473373539307091,-0.16228023563052982,0.7030778509084185,0.33755558983302925,0.2788722026124222,0.1996918984972304,0.06433597855408173,0.7299609114584686,-0.24794521456720753,-0.028548840832962434
Thal_IL_R,0.20286765964362227,1.0,0.20048727028898788,0.48529258699841255,0.5737740475999256,0.6792892631410997,0.14461349893960113,0.41902034845842,0.5758653165561737,0.4642774152273796,0.34263769550178685,0.7010327360445808,0.07933580251025238,0.34982583936463174,0.057272043040475576,0.1515155853710747,0.30911010829569857,0.20462001057210974,0.3968636161284144,0.3736435988414446,0.4308400934743818,0.13547142910064575,0.4039437774097584,0.36729235730279614,0.3771485748045305,0.053232065084800884,0.028391733262992967,0.5133623902934205,0.21076061903114804,0.2926992459347008,-0.06528754682215616,0.5193347085672565,0.48259977840989743,0.2633755111291427,0.11959073139781312,0.2689790727470867,0.05239083906871187,0.5246635506032221,0.1644374361638889,0.319051242731746,0.07731067752678832,0.5552359094581655,0.7955138259548169,0.41526750966009346,0.04436081562030612,-0.1238209045001404,0.060691881946434656,-0.021845633209179555,0.09069199811586393,0.6015618281390065,0.42369167039293654,0.40970380105483106,0.24725359391387017,-0.09625353543020927,0.32337110993284024,0.5985969155894978,0.6467826237001386,0.14772847766264158,0.5630580024969829,0.4118851156063453,0.100868594612375,0.3546454200880921,0.273843751111241,0.20627538584063013,0.5809143836598251,0.45072103796812746,0.5555681660219246,0.6278992369702247,0.23301592831679738,0.17943584320065384,0.10557965304170834,-0.14500732494383772,0.4780282446156544,-0.047015653824638105,0.5992031877326442,-0.1709868317308433,0.1381500045941633,0.2228782570230569,0.30653920823958763,0.13857200664863845,0.38065330110973356,0.5400705117939756,0.2892046508417923,0.31718311457075693,0.41065593572940123,0.0132638078718724,0.6494425478625402,0.37000413901926216,0.15816805543067863,0.13752315782992725,0.2949207834595383,0.45562513357820944,0.3199741416995259,0.21745963670230642,0.5753193831904526,0.44737383761617355,0.47091659898223964,0.07470428042060388,0.06196311661094455,-0.13569163796879646
Angular_L,-0.24043396511779155,0.20048727028898788,1.0,0.2452780110179226,-0.033373753558835866,0.5491098379938132,-0.328585829435472,-0.019845960755366616,-0.08391560386481808,0.03454196724625917,-0.2368837975405729,-0.016845846310690832,0.168521997066758,0.7433589905185776,-0.6623123917530161,0.5389506982683241,0.831978651198611,0.09924578008281913,0.7042690135120916,0.32446274932492597,0.1526480820238362,-0.07282681995417865,0.05677824330852513,0.1538280713377228,-0.4171672624321304,-0.015617855776871536,-0.027630614484007433,0.23627971190835725,0.704842861775355,-0.4124547414680818,-0.32811784141584127,0.06468254978343452,0.19052451262049533,-0.066338645155268,0.8891854118738257,0.7131205954358255,0.036604759405692654,0.5489415576621224,0.07143408237330122,-0.06612703630017477,0.592116424011193,0.4794987056836735,0.3930731511948296,0.7185178682968144,0.24684415459586453,-0.3951047999110917,-0.6163951081697392,-0.22183490151138233,-0.40301507562104194,0.11783641517803695,-0.21175845897997722,-0.11617630365453598,-0.23518415825930028,0.18256816482045696,0.11359320141141172,0.5567792415968889,0.17458517543483157,0.07670100564330161,0.12242737744198293,-0.21416124205506618,-0.1657635991696694,0.8206303933471142,-0.3207613340164184,-0.2042416165143864,0.39513390471142157,0.3176582876313616,-0.18667288647042105,0.49853238088774166,-0.0858225713272225,-0.03423100671927519,-0.22981581417678898,-0.050028481447494375,0.36987983598458773,-0.29168690425271127,0.16645322431601237,-0.22324145114751084,-0.2639912872602677,-0.5502258088789254,0.7844463722284873,-0.060707742249200586,0.08334607421386066,-0.17547683643340442,-0.19520397865705824,0.7445280398135883,0.1481496818092014,-0.2875861088271574,0.1809007716908619,-0.11215499344998414,-0.29753677931463113,0.008698669901855239,0.4543239781176491,0.2438187225083531,-0.30593713488482727,-0.2981013331286823,0.37832605728667323,0.08263550157745805,0.08750359808112329,0.012247291320612341,0.31228164215202964,-0.04834640723451889
Temporal_Inf_L,0.25676084930471,0.48529258699841255,0.2452780110179226,1.0,0.38017324917709894,0.39459371379428,0.2756594744151699,-0.014653122932428672,0.5341723845205381,0.35712398765235615,0.3739564724164615,0.5094428453958,-0.16150289816034208,0.2081429755330747,0.0014456764726383158,0.13706855243268998,0.17431962585157273,-0.06381760455770387,0.13967208730287306,0.32398834533290205,0.2474021523696667,0.14871498422896853,0.184386151446033,0.2989435142984925,0.15285591182763475,-0.0552661562450745,0.25962670241850627,0.6368637220445058,0.10705025983762294,0.4839227637637282,0.10885824463844679,0.3553750017189785,0.4807531496370407,0.3956721477449756,0.10107794619584928,0.20684532155001037,0.3358496474151845,0.37169402161284526,-0.007028708094726872,0.42156582945352244,0.11324422977864702,0.3609142908089504,0.4238075044643871,0.2567174942128895,0.16757287914611707,-0.16616904600117158,0.1978824485259345,-0.15658690560119212,0.14911424279851074,0.1944120653574625,0.220908776514098,0.2813504759154849,0.1672279604724908,0.1785383452612291,0.12056286346328839,0.7853246795679893,0.4734045978083874,-0.1719341591181245,0.39571144794101354,0.6129348371240206,-0.09104842297742312,0.14534102500378243,0.5352768912277845,0.12107722116318152,0.20439707229916604,0.31674784354708746,0.3663986469056541,0.6063592455131289,0.31827536991249283,0.009929422310020688,-0.3175862102636777,0.19708798232163408,0.35045850003236534,-0.32556770796620327,0.5920487304650113,0.1426083813328431,0.5993560703592182,0.4437690079092119,0.22324647196423167,-0.18471549026871428,0.22038673381394575,0.3907596231008085,0.16198317165980283,0.17046887157057994,0.3457574066564926,-0.002339380850423637,0.6339176911763964,0.17880370467009812,0.3151639265348065,-0.19528471939879094,0.30559638318953547,0.5254679993632313,0.34388132301492846,-0.09355684589683148,0.32678192485514806,0.7058326010374212,0.4763492713333818,0.22680163349740737,0.4992451341836523,-0.16559540291562735
Cingulate_Post_R,0.34501536247306747,0.5737740475999256,-0.033373753558835866,0.38017324917709894,1.0,0.3151674614260359,0.34376006467073694,0.07827995672732388,0.6897933903709842,0.7043054856797684,0.3055207723295397,0.7761318171873175,0.006973797429789192,0.058797819645656585,0.45762994305286464,0.11873716103727769,0.04582257741416489,0.17476960418412818,0.2111674455757269,0.5761340002823062,0.15408457416135932,0.30096483383883965,0.74090333444191,0.2626056184738552,0.4947264474531587,0.26455367700825666,0.2515341547242995,0.5097948301008736,-0.059368609717266985,0.456501003895887,0.259743558571291,0.6297832399502058,0.7649905032087368,0.5169844274853603,-0.10225764734255802,-0.055093901886134194,0.16798312610844954,0.4481999700269522,0.42483237722473627,0.40929842055922944,-0.07251190849264208,0.6303930919907453,0.608242055078027,0.21260693778523257,0.10337342128094151,0.31904691546548386,0.3436354981775064,0.45339257612034234,0.4087337968644875,0.5941054538150033,0.5909530284768192,0.45183803579327514,0.5033679573966916,0.19237224693929086,0.503127286922985,0.2595722943453735,0.6650490858175937,0.44729852514959095,0.48974784293122564,0.42332404495082715,0.5279398061640502,0.11048317265005173,0.47184716438364305,0.38875603193531866,0.2569577923295219,0.4885083917668848,0.6914227164212275,0.47016033996393086,0.11767581357177297,0.312311083379653,0.4559615803689552,0.1918812598637219,0.7160282798465678,0.31038837141914893,0.7184427262600023,0.27757639350706836,0.2149728779575684,0.3827066987578319,0.15440306564293402,0.15885092982809018,0.625999461185737,0.7318666644745063,0.43444316630821617,-0.1582442964146235,0.38467651634362743,0.3786458840621656,0.5664832571559287,0.13803657502099245,0.33922253864956897,0.2442767937214682,0.2917183431637201,0.4176756434004224,0.524936576500115,0.32057508477221425,0.5765617148708194,0.2745706967338694,0.5575382771632461,0.20321435473771077,0.07953498819242924,0.1659890018646145
Thal_MGN_R,-0.057607235308959316,0.6792892631410997,0.5491098379938132,0.39459371379428,0.3151674614260359,1.0,-0.33404550056858495,0.040214096188816675,0.23420371156813416,0.3689003056044294,-0.09221112677769594,0.5091421097260531,0.1840882721670439,0.6092802243773852,-0.288383630133767,0.2994386215015807,0.5306944694997094,0.19745111543822502,0.4922352888272948,0.4207223009639575,0.5663423656997709,0.08527061292974465,0.25584622091820813,0.3665226860387292,0.017316982292538675,-0.010309139781676678,-0.08121167441965989,0.3607382622687136,0.5527571204170774,-0.04446315836216104,-0.25432412627874373,0.40848591078543245,0.3900005615777379,0.17152536581657726,0.4100420198571806,0.5193505131630155,0.02100255642652256,0.6043620311525418,0.2715667416476523,0.1815216085763256,0.4540479101582943,0.4486352029501362,0.6894521635104055,0.5944137343157783,0.3125125116905787,-0.18918466698845748,-0.3798834432353871,-0.0380590892319142,-0.32942076606960974,0.5532750000965904,0.14175878676385606,0.21861841299061,0.009302937900389522,-0.12860168331144403,0.15070117233750302,0.6263649867869333,0.5512631716858939,0.18728475327986163,0.47837960866794366,0.1485164762371499,0.0852330829790387,0.5559866688829413,0.06963025862458433,-0.038145207612895395,0.5667369189491067,0.2890608283101731,0.3538917112456822,0.6210523907313916,0.13586672496865984,0.00998182131282944,-0.06066182781783555,-0.11279229197995458,0.4930302932007294,-0.20696799664837512,0.4482859982751213,-0.22595432665297574,0.00272004605070398,-0.14251757876346247,0.5553803300574177,0.05852234130079389,0.2590319375177442,0.2655954899884854,-0.015617524099800903,0.6676743096442659,0.23647380062634527,-0.036942584919154864,0.3973027908632849,0.05098503189913522,-0.3224538357352956,0.08200163606956004,0.42232898060362384,0.3864438278318887,-0.09902507239877112,0.11154617951077289,0.39991912747637093,0.23878654559252435,0.36242383869545847,-0.011153169655507033,0.1453615594716836,-0.23292370145339686
SN_pc_L,0.3206019442115652,0.14461349893960113,-0.328585829435472,0.2756594744151699,0.34376006467073694,-0.33404550056858495,1.0,0.01703593691464776,0.5309891406244053,0.09369007410943443,0.604626632723487,0.1460007821491885,-0.08954092785831957,-0.3388539294482593,0.3270427720951334,-0.08311812485422607,-0.20491176252836152,0.11917800636741734,-0.17707717173971957,0.08298823806639671,-0.47157867671368703,-0.02161660540796002,0.18165348493464775,0.1465986480436806,0.24094522327478388,-0.06861871422978436,0.27825540481584926,0.3574119589484832,-0.4411487007623701,0.43677193586917606,0.20648540359176656,0.1149670694337826,0.33381555975374727,0.0808506017659859,-0.34979174568462,-0.1484859763289425,0.12472121131729622,0.040565440936788044,-0.15428070044662837,0.12969810033490045,-0.4917953694608306,0.11517519950606842,0.07258610317275262,-0.25109113843613157,-0.35270218552149946,-0.12048643277941214,0.4914761349892237,-0.02262155300157979,0.7059368481108996,0.03235552351479577,0.3597270891195405,0.1989393439132946,0.175279560547886,0.3361543741604114,0.26311578843835276,0.08978405300455214,0.144426341053053,-0.08379757121759147,0.03720674039953913,0.27769160076487415,-0.032838027407882366,-0.26812875672861214,0.14436027824054798,0.2952113634561661,-0.16736095185260697,0.16894343684566124,0.0848895352909771,0.1101933038823873,0.1730053192093571,0.21606964511273163,0.17307094351707566,0.07431031568179829,0.02054957803885254,0.10876289679586307,0.284487137194535,0.22178770569643247,0.08947603660851033,0.5972042367424375,-0.3300968110481908,0.1579755128243216,0.09399773809734882,0.28601881079435915,0.381999591811948,-0.4142473892754283,0.4013890457950238,-0.01662139890786527,0.3404489200470291,0.15575618660759885,0.9024704171722734,-0.06523982570885642,-0.2016165610032992,0.3260180139386974,0.5411130421100545,-0.18543973102933375,0.19408869217093058,0.2429414131768147,0.24425371038783367,0.11259568081720693,0.18325514913087967,0.14194075520158664
Thal_AV_L,0.011767346905590198,0.41902034845842,-0.019845960755366616,-0.014653122932428672,0.07827995672732388,0.040214096188816675,0.01703593691464776,1.0,0.1211711090343957,-0.042287249161168994,0.12736944804889647,0.1183815302832276,-0.06218249643507368,0.07222902977773005,0.07888655399662485,0.053603475612187194,-0.02340551257857619,-0.09432510571812237,0.11141605216490764,-0.05927003110817901,0.03983295063093264,0.1894089033506556,-0.00220109171524684,-0.11707335275258612,0.21369410117597257,0.0007278174230562178,0.026906955119679412,-0.051239050060901896,-0.0025529944224362937,-0.002560122971465369,0.07594004862351084,0.03126828152088988,-0.2150171505942,-0.072048117541072,0.11526858786981316,-0.014524411793306744,0.06952753354738195,-0.08442604107505033,-0.1099385939077377,-0.048621281475546445,0.00036402940582346205,0.06104643786101268,0.16848336044598897,0.09959748827194644,-0.09512416647077654,0.08174525109135494,0.1972120668471571,-0.04216377913054113,-0.08632129206988838,0.2643885845118866,0.244921176420482,-0.07160651080480507,0.13975647694922017,-0.21639181580873565,0.0195930820475526,0.06339454664662075,0.21131698323275924,-0.027380025559535368,0.06708578875748361,0.19045419657918222,-0.059407004899183595,0.04254322456984221,-0.021725652188599374,-0.044966622637424666,0.6738188767692902,0.06205886799763592,0.11080982182063352,0.03409134883786866,-0.13463206277708284,0.04547970491096473,0.06362795144858507,-0.06259000587095727,-0.08408386705692858,0.055455992526953206,0.11783665614223734,-0.08809446882412837,0.05608189308939987,0.010285309263601994,0.0029261565206072184,-0.0810845659749929,0.12860264562127585,0.011998833203949365,0.002829695365068658,0.0472872971536647,0.07401967341796128,0.06025890092273326,0.10008987167465092,0.12016688213669648,-0.03888886298542856,0.10800940913937165,-0.011249432557615105,-0.11015661454086464,0.13067485850498445,0.2501823453596592,0.10443764864900106,0.018654479440660548,-0.10498040443955924,0.05811713752350147,-0.15447072391115996,0.010616636688097232
Thal_VL_L,0.529654921461709,0.5758653165561737,-0.08391560386481808,0.5341723845205381,0.6897933903709842,0.23420371156813416,0.5309891406244053,0.1211711090343957,1.0,0.5794629624155646,0.4270238752000405,0.6266245445737582,-0.2989181211436546,-0.11551595776842905,0.3312365277359604,0.0022257667731436503,0.05667657872914225,0.03174130239714451,0.10880248864486168,0.3635642697820084,-0.06941904317555961,0.15047156222225314,0.5409684376022962,0.24332450462154637,0.5388010944623288,0.015823506052489503,0.3905961254276013,0.611479072044934,-0.24074192478525416,0.4370254646655972,0.3070764818713107,0.3054827268500454,0.6178933297648624,0.2108790355549324,-0.14475297831629924,-0.06580798036866417,0.30634733349264265,0.22275338562595917,-0.0841866193685569,0.27348858260884956,-0.2815381295694748,0.44992955762324927,0.5425867457166939,0.037464590726669036,-0.2313029167742847,0.022128292485329056,0.4287871405635587,0.025553048754086136,0.3356018136287406,0.33822986884867073,0.46395218695446,0.33184409648082624,0.3936433791185268,0.32134958437133465,0.48381011440285043,0.4213693418527719,0.43332561271091813,-0.11424468813809176,0.3530374694281375,0.6188119072507287,0.02982402397998365,0.05079989502328937,0.38935525227814494,0.22265123094712763,0.2794479793872555,0.4261212528109238,0.5810505053221878,0.30445529306162106,0.102088143598822,0.3965120037462399,0.029867613351213577,0.11796167821657981,0.3309106255951037,-0.04362518363744693,0.5073052256576792,0.17725816394319593,0.27359810258906037,0.5016218936354154,-0.09091525193646978,-0.00438519740058725,0.23342470977525315,0.6847028369716888,0.5307072603843264,-0.18677177019643218,0.47354957171637074,0.004068368346592969,0.6974879143403896,0.21449885648392195,0.5410179589720875,-0.10966682095397932,-0.07933740625390989,0.3324221133654052,0.5599323362780942,0.14487837557618655,0.44993118181017305,0.4901894919178339,0.42060747289321077,0.29987606784345944,0.11899968798999092,-0.03926440838889209
ACC_sup_R,0.38325893292622076,0.4642774152273796,0.03454196724625917,0.35712398765235615,0.7043054856797684,0.3689003056044294,0.09369007410943443,-0.042287249161168994,0.5794629624155646,1.0,0.1513151869700275,0.6775849622341145,-0.14214908975098878,-0.05725321984985515,0.35230425214675626,0.024718909757624502,0.0893639591160922,0.09976929118833235,0.2432801007169029,0.5861067472022831,0.19661863750621494,0.33824746337915557,0.6129961474682201,0.18488549678618077,0.5272066864708082,0.2346676513592815,0.3309760830503427,0.6071999312758063,-0.1109559707709738,0.3327200646850067,0.30413875810743707,0.4474373365222049,0.6014143498549558,0.33661494632931,-0.06183500288088074,-0.11850983114334025,0.37084102461694446,0.25535797074995104,0.18973914408246614,0.38450440733226304,-0.08947719142848042,0.5437991672697837,0.46041505037001673,0.0694390318487055,-0.030324750755424974,0.2618434823086552,0.23703337512842393,0.23640208594154538,0.12014328791862675,0.4367620585295871,0.4055830514723948,0.41549953328437295,0.29815756191995196,0.19156099237905502,0.5562201513133396,0.3303174274087574,0.4693988402024719,0.17008773868305735,0.4238638800041651,0.47353575703575845,0.27772394335541134,0.17026389280597107,0.4099358502388712,0.12265950297042423,0.2233420302701489,0.4416185101705123,0.5500118400900487,0.3551153384237837,0.040127947942615885,0.3331219307302892,0.19107461512726356,0.18786527001670472,0.4960652997571277,-0.010926814001898408,0.48277585838322207,0.09756382410633746,0.24437765461291708,0.3042976278896133,0.026104202887839986,0.08975065261630799,0.49955509594701797,0.6699897103586925,0.37723082344866354,-0.09082043368292213,0.26727903948753745,0.15292282508193794,0.635136511682076,0.09823052759608837,0.03481882505318911,-0.04913240961347076,0.11097206308503105,0.31438796900585136,0.341132286378903,0.3436008483018893,0.5305315988968828,0.37471804640404904,0.4450514172331667,0.32615504292105113,0.12604416242961447,-0.11464451150729452
