,Precuneus_L,OFClat_R,N_Acc_L,Vermis_7,SN_pc_L,Temporal_Mid_L,Cingulate_Mid_L,ParaHippocampal_R,Cingulate_Post_R,Olfactory_R,Cerebellum_7b_L,Raphe_D,Cerebellum_Crus1_L,Cerebellum_6_L,Raphe_M,Cerebellum_Crus1_R,Insula_R,Calcarine_L,SN_pr_L,Temporal_Sup_L,Cerebellum_Crus2_L,Putamen_R,ACC_sub_L,Frontal_Sup_Medial_L,Parietal_Sup_L,Frontal_Mid_2_R,Supp_Motor_Area_L,Cuneus_R,Temporal_Inf_R,Thal_MDm_R,ACC_sup_R,Postcentral_L,Precuneus_R,OFClat_L,Lingual_L,Parietal_Inf_L,Occipital_Sup_R,Thal_LGN_R,OFCpost_R,Cerebellum_6_R,Frontal_Sup_2_L,Parietal_Inf_R,Thal_VL_R,Occipital_Inf_L,Angular_R
Postcentral_L,0.777432597659766,-0.2661508224199093,0.21063041944576455,-0.004603155952250653,-0.26812875672861214,0.5010143259053782,0.32193197348400104,-0.2003964067265904,0.11048317265005173,-0.1627140259965964,-0.33776484757498393,0.6160295266166195,-0.16083315758596356,0.1346229224692794,-0.017600576312586252,-0.013675525908242421,0.2675412878778638,0.6514946630067155,-0.48216586893639124,0.6592065151307656,-0.053678830940066785,0.06092409889776358,-0.36660195505464893,0.5841045513008364,0.8124758623906033,-0.17532426767075066,0.6243685102499608,0.7404160570161409,-0.05977564664663175,0.5801020738451003,0.17026389280597107,1.0,0.8350376688021763,-0.25922400813079355,0.4465996426783969,0.9414270891809335,0.5814102260349546,0.23161720514229214,-0.05818013273743178,-0.0036649294155894556,0.5817581911198804,0.35573234418038796,0.4895827570873333,-0.040821013293309186,0.3822373000081971
Precuneus_R,0.9155600390655114,-0.09266967786038592,0.15712969938075583,0.03340135682194759,-0.25109113843613157,0.45261920576024506,0.3663900066130783,0.013103416141212064,0.21260693778523257,0.14848560276055892,-0.36583247217444714,0.7185260648755423,-0.1912073721795231,0.16795017310119767,0.01777783290189999,-0.028259540360448244,0.405695945124273,0.7322865365936465,-0.3951751776051742,0.5989040018851214,-0.08924769030876056,0.11355491426244205,-0.20852968414223358,0.5173571114354392,0.7333246872452016,0.02781300701454867,0.5986879358716182,0.9015240717228722,0.0009278693345208739,0.6055068187897152,0.0694390318487055,0.8350376688021763,1.0,-0.08824698213513672,0.4940062459785629,0.8558699165059912,0.7744254211439002,0.3558082912267892,0.029746487683605567,0.047387979183903216,0.5646844741090362,0.6004534120497296,0.5361968332014355,-0.16667064082126984,0.6375209933528839
OFClat_L,-0.10469949375489339,0.14335076980457137,0.2836573906148838,0.008627810848048133,0.3911886196271662,0.24390558264242032,0.24314363549246112,0.6036211401106436,0.23661250249499338,0.48362098221115296,0.01946444657907236,0.012036297640822294,0.02003307621576542,-0.0026561320113842263,-0.06514434876778398,-0.24754746323534182,-0.012120067140192176,-0.04255717454090994,0.4615387621189162,0.18851708670533415,-0.06695378054713952,0.5046907193048734,0.6777384638411547,0.026800766447871577,-0.1124122439449007,0.03111414758691104,-0.36275086765840725,-0.1084782243257661,-0.33656052599352015,-0.26266674966825704,0.2562388768621931,-0.25922400813079355,-0.08824698213513672,1.0,-0.0420678827144486,-0.2536510039961623,-0.05398673360733746,0.24775931333604087,0.6907847027603526,-0.24108100977539715,0.10761210846092417,0.05231643879100853,0.051118604368947954,0.0613059166317453,-0.0023069390363437818
Lingual_L,0.4994042312047393,-0.35940376620758246,0.38445770150671477,0.6196910063276231,0.1101933038823873,0.7073183566288285,0.5151061363620717,0.09196037519475043,0.47016033996393086,-0.015329983744739864,0.4351786269873581,0.276914365787398,0.6045130040568494,0.8474106800898149,0.2700819068192459,0.5244731566063497,0.6037420319931045,0.8050480237347435,-0.10005830119832389,0.7237174909025157,0.5486323084929025,-0.05158096767469626,-0.32435112333262683,0.4445591852547944,0.3040964804411922,0.4168556790540615,0.5879094389031505,0.5178480194187293,0.16116630151516137,0.7153440745903197,0.3551153384237837,0.4465996426783969,0.4940062459785629,-0.0420678827144486,1.0,0.36185399112497346,0.40816112073279476,0.46138484977203176,-0.06425109583296595,0.6887935404923095,0.5076401847985739,0.2559901598959191,0.6931694845595515,0.49721828895860926,0.38944058314300334
Parietal_Inf_L,0.8269388851998141,-0.234340383270103,0.07741551609889966,-0.11317731423893627,-0.362238864375869,0.42777410571624025,0.11600273294788302,-0.23423573492664682,-0.06558285154398588,-0.16729577804063706,-0.44865616813907144,0.6284404378896287,-0.2612566839923223,0.012806876170629259,-0.0851443294846618,-0.11737062518128287,0.18402868421307558,0.6065984109873349,-0.5559085731482383,0.5502256662530113,-0.13776500507735787,-0.04253340717488606,-0.3643289927648218,0.41786233952552104,0.8912041911977648,-0.25556670462394687,0.4922086121570606,0.8163794579033874,-0.11726622606966493,0.5465608630428888,-0.027510487724955176,0.9414270891809335,0.8558699165059912,-0.2536510039961623,0.36185399112497346,1.0,0.6931773725063309,0.23244208302674535,-0.03456441616298348,-0.14326434115468334,0.4325548364441357,0.500134705485114,0.39260549200582073,-0.09397933357095263,0.5198281158748603
Occipital_Sup_R,0.8860255179779459,-0.191105887599977,-0.11350233873772476,0.1289213636399433,-0.4411487007623701,0.27694256363092146,0.10855626364231086,-0.17444084133009652,-0.059368609717266985,0.03549588056199659,-0.2918493428393305,0.610796410653439,-0.07922276034566988,0.1303110017692372,-0.1323876693077564,0.10158490205129113,0.21528191481011888,0.6841800471916677,-0.5927192349206074,0.3118275508713206,0.10447565080375566,-0.11570029410753745,-0.23219792897767627,0.1505721330125229,0.6396136058045436,0.08542319947034852,0.3855378387734304,0.9400112934065247,-0.1483681987299491,0.6454387658766362,-0.1109559707709738,0.5814102260349546,0.7744254211439002,-0.05398673360733746,0.40816112073279476,0.6931773725063309,1.0,0.361045571043702,-0.0057116007067851285,-0.013448330060201578,0.26700544990390956,0.901029569911091,0.4239660817832612,-0.1096301593732683,0.9475863710916038
Thal_LGN_R,0.3545439303879737,-0.0746963496494753,-0.007543444052632832,0.34692732368391743,0.21387234405572575,0.2974067791517322,0.3717608054619515,0.3079017884616966,0.49565232583448987,0.28709026029083834,0.03586535540856481,0.27214342537208963,0.16856037340497876,0.38793612457915544,0.013039903720982253,0.2397726886363526,0.48489135027597824,0.5786725475159152,0.03638724482025631,0.45623017977133024,0.1685225084063918,0.13643092725647846,-0.048237883905764355,0.2748037450525782,0.19725223007242618,0.25380635884512864,0.18594711163253708,0.4031475220395516,0.15600052762372818,0.5162766553774298,0.27530871615383395,0.23161720514229214,0.3558082912267892,0.24775931333604087,0.46138484977203176,0.23244208302674535,0.361045571043702,1.0,0.13740753468898198,0.23713525322329937,0.33513937812818456,0.3130484371757013,0.7474542100257703,0.04661050846468022,0.35791710405959476
OFCpost_R,0.03104390466051931,0.33765361493910934,0.024253059241563794,-0.10280148027457482,0.11259568081720693,0.09184074838922865,0.10707378911271284,0.6733044536049088,0.20321435473771077,0.4991702500858727,-0.24368748046722952,-0.09642360019998239,-0.244660791033726,-0.11765538019756008,0.08175809104986555,-0.22459836235241393,0.09726390626528669,-0.10446712281227909,0.2766385155189002,0.14567192164084208,-0.2594289203254951,0.5642428368117515,0.668150294006997,0.12734921573018193,0.07900915647711501,-0.1391493479931145,-0.3224381749753001,-0.04495138230330145,-0.04989507446907804,-0.28217266753332243,0.32615504292105113,-0.05818013273743178,0.029746487683605567,0.6907847027603526,-0.06425109583296595,-0.03456441616298348,-0.0057116007067851285,0.13740753468898198,1.0,-0.2359682242007104,0.16417346422023216,0.028503428985115688,-0.049924750136570405,-0.1381645562166464,0.00893716934776796
Cerebellum_6_R,0.0081556231903134,-0.23057969233148856,0.14772784830088262,0.7272214049572531,0.2465807690713237,0.2055325201870003,0.3776771703074896,0.12081406561598919,0.43208754610150507,0.03598271123299892,0.6600586906768585,-0.10271752525975864,0.698842006534767,0.8302319340169265,0.4430806538317874,0.8267761766153254,0.5112181857414944,0.3686284283614797,0.14524318629768146,0.2582241096554058,0.6422117282085419,-0.039835022347703086,-0.27706863842296753,0.24095124511356353,-0.21067074026958907,0.47294812611359915,0.38878098996349153,0.05647213624262417,0.5150091915070155,0.381575216247885,0.2875989697577178,-0.0036649294155894556,0.047387979183903216,-0.24108100977539715,0.6887935404923095,-0.14326434115468334,-0.013448330060201578,0.23713525322329937,-0.2359682242007104,1.0,0.25180321214946755,-0.12587491153493724,0.3926301171351392,0.3227499736622372,0.008982671723005249
Frontal_Sup_2_L,0.5177683229215134,0.0526032653388783,0.2963513151355827,0.24437747283909803,0.11517519950606842,0.4496691284033463,0.7137579323374548,0.26260571945747513,0.6303930919907453,0.36439127135737137,-0.07755746284927507,0.4134591804746669,0.013300995450242038,0.3187585470909482,0.09577359376854137,0.15936926673955784,0.2543362417892741,0.5441159718181438,0.047218194002864394,0.5328949392374862,0.04877309575941131,0.39802238441713295,0.11366713125695647,0.91908513878794,0.4188744221258144,0.287415494226217,0.6124118155346784,0.4104454499550654,0.24092748948495032,0.33355457510362796,0.5437991672697837,0.5817581911198804,0.5646844741090362,0.10761210846092417,0.5076401847985739,0.4325548364441357,0.26700544990390956,0.33513937812818456,0.16417346422023216,0.25180321214946755,1.0,0.16537772954586413,0.5372048828525298,0.09700153664294427,0.1792999531547317
Parietal_Inf_R,0.7548170372591033,-0.02575611770399127,-0.17641125690057208,0.06400890941210798,-0.4917953694608306,0.162996510488248,0.0442193707423084,-0.1804918825289218,-0.07251190849264208,0.0890274440374014,-0.28723489587023165,0.5044935282502389,-0.10550774945427988,0.04087337985895907,-0.2087018595654253,-0.01500899578069976,0.14540022758091453,0.5038399526820423,-0.5359471785488112,0.14009565040563993,0.0651672855735859,-0.21726631101538438,-0.09710598109678392,0.009027300755714222,0.5490352701462875,0.2434894399457703,0.3137986022940085,0.7819688199859669,-0.22003602525834878,0.4917329089335186,-0.08947719142848042,0.35573234418038796,0.6004534120497296,0.05231643879100853,0.2559901598959191,0.500134705485114,0.901029569911091,0.3130484371757013,0.028503428985115688,-0.12587491153493724,0.16537772954586413,1.0,0.30860368875759236,-0.04267460308841681,0.9493278531878153
Thal_VL_R,0.5168337188920785,-0.1597866358170312,0.3212051296612627,0.366371550862846,0.07258610317275262,0.5689014258535873,0.6115756282103642,0.1530048268701484,0.608242055078027,0.10862340491680404,0.16528418220454885,0.28146391491939715,0.279139175922511,0.5325536361361297,0.15003867288907685,0.233487890858854,0.710336296683784,0.7937974110732339,-0.11768265633398146,0.7044781469988995,0.27532600352681535,0.0840193733710246,-0.27925767796647144,0.476563902893541,0.26373230650491186,0.41113600517785226,0.5720735549243443,0.5292798313143401,0.1140744734614796,0.8184692921901019,0.46041505037001673,0.4895827570873333,0.5361968332014355,0.051118604368947954,0.6931694845595515,0.39260549200582073,0.4239660817832612,0.7474542100257703,-0.049924750136570405,0.3926301171351392,0.5372048828525298,0.30860368875759236,1.0,0.16320540135906256,0.38225392762375165
Occipital_Inf_L,-0.07872436891358875,-0.4577642963493682,0.28119246055370645,0.43925310636269765,0.18325514913087967,0.5365823644534357,0.1622777600470194,-0.2253686519457311,0.07953498819242924,-0.3968756968587209,0.6206354703600687,-0.21762156710241323,0.7227818189332673,0.6064644357573223,0.026464607268112346,0.3373418546549322,0.09546568650031469,0.2287780493429974,0.04336971442460488,0.37396457886767637,0.6179943702703213,-0.46672726583526786,-0.2745183799236069,0.02189537623387823,0.08561592057539985,0.35727770055349595,0.23900949300733104,-0.11250399300689315,-0.18113231874848365,0.2099202518034204,0.12604416242961447,-0.040821013293309186,-0.16667064082126984,0.0613059166317453,0.49721828895860926,-0.09397933357095263,-0.1096301593732683,0.04661050846468022,-0.1381645562166464,0.3227499736622372,0.09700153664294427,-0.04267460308841681,0.16320540135906256,1.0,-0.005564924870644159
Angular_R,0.7929845594373969,-0.07717603004730013,-0.17427339181358298,0.15184592428118968,-0.44705356800849533,0.20631909943352464,0.08080958678209024,-0.17161216180760888,-0.03420077141359757,0.08511234334090163,-0.2187525043256372,0.5054408672948377,-0.020631587131787327,0.16642581877000046,-0.1475955738953162,0.11454503274993041,0.21576455955188423,0.6017471300797232,-0.5272688556113079,0.20300734161955084,0.13126619857801056,-0.22853669982813812,-0.1572141149565871,0.031614044509072216,0.5167028663966471,0.25316222704908314,0.3447660834474847,0.834502516003259,-0.1267357505176775,0.5953210328577219,-0.08261975440664196,0.3822373000081971,0.6375209933528839,-0.0023069390363437818,0.38944058314300334,0.5198281158748603,0.9475863710916038,0.35791710405959476,0.00893716934776796,0.008982671723005249,0.1792999531547317,0.9493278531878153,0.38225392762375165,-0.005564924870644159,1.0
