,Fusiform_R,Cerebellum_4_5_L,Insula_L,Vermis_10,Pallidum_R,Thal_PuM_L,Amygdala_L,Rolandic_Oper_R,Cuneus_L,Rolandic_Oper_L,Vermis_4_5,SN_pc_L,N_Acc_L,OFCpost_R,Thal_VA_R,ACC_pre_L,Temporal_Mid_R,Thal_PuA_L,Cerebellum_9_L,SupraMarginal_R,Thal_MDm_R,SN_pr_L,Thal_MDl_R,ACC_sup_L,Thal_IL_L,Postcentral_R,ParaHippocampal_R,Cerebellum_6_R,Calcarine_R,Putamen_L,Cerebellum_6_L,Frontal_Inf_Oper_L,Temporal_Mid_L,Thal_LP_L,Frontal_Mid_2_L,Vermis_8,Thal_VA_L,Cingulate_Post_R,Cerebellum_Crus2_L,Frontal_Med_Orb_R,Rectus_R,Occipital_Sup_R,Cerebellum_3_R,VTA_L,Hippocampus_L,Fusiform_L,Vermis_9,N_Acc_R,Rectus_L,Occipital_Sup_L,Cerebellum_3_L,Frontal_Inf_Orb_2_L,Thal_LGN_R,Vermis_3,ACC_sub_L,Thal_PuL_L,Caudate_R,Pallidum_L,ACC_sup_R,Precuneus_L,Temporal_Sup_R,Frontal_Inf_Orb_2_R,Temporal_Sup_L,Cerebellum_10_R,Cerebellum_Crus1_L,Occipital_Inf_R,Parietal_Sup_L,Thal_IL_R,Frontal_Sup_Medial_L,Temporal_Pole_Mid_R,Olfactory_R,Postcentral_L,Cingulate_Mid_R,Frontal_Mid_2_R,Frontal_Sup_2_R,Cerebellum_8_L,Vermis_7,Cerebellum_Crus1_R,OFCmed_R,Lingual_L,Thal_PuM_R,Thal_PuI_L,Angular_R,Temporal_Pole_Sup_L,Cerebellum_8_R,Cingulate_Mid_L,Thal_AV_L,Occipital_Inf_L,Supp_Motor_Area_R,Frontal_Inf_Oper_R,Thal_LP_R,Cuneus_R,Thal_MDl_L,Thal_VPL_R,Temporal_Pole_Sup_R
Vermis_4_5,0.7035035492306909,0.8911166261207395,0.46688488876768264,0.24120323098844917,0.30823713290660704,0.5333662782926168,0.1471642828676486,0.44789478865362164,0.3131212751461603,0.6639233773130139,1.0,0.144426341053053,0.3922092359926705,-0.016135276905077014,0.38290944872071575,0.007689989407566271,0.3220371268770357,0.11565235097822077,0.6090387838807803,0.015202059516600789,0.36201830404501334,0.11584593238901823,0.6157681719198055,0.45078084873308527,0.5832228118853802,-0.02551693381933926,0.28325285930903166,0.43086510232772307,0.43339482046798855,0.1793463367402778,0.410325335156712,0.5265478603576637,0.4951120801227276,-0.035433154184526645,0.566409655380108,0.16270815012469908,0.2543910556724792,0.6650490858175937,0.06161676739059548,-0.05534691665072348,0.014822204831201995,0.04227388851412514,0.5602813130119806,0.3110350477738094,0.5120933695624651,0.634793245609178,0.4242336326077636,0.08264740533246051,-0.09186619449768704,0.28315489291012047,0.668303515245016,0.3572105459262837,0.3140263997323664,0.6126431203511297,-0.015002399297147624,0.27376613859501325,0.4173346218016868,0.40948634552796853,0.4693988402024719,0.2835986664969446,0.21539085627555665,0.23246567167851653,0.5235374178573587,0.4521353855529586,0.11793775170479674,0.08397821021836793,0.14019875814186356,0.6467826237001386,0.6088843789737799,0.1485210731448911,0.322913356558178,0.3491334689696651,0.5521437345035856,0.28635156542948337,0.39580171479248444,0.2021070045581647,0.20902917125368853,0.1071322667298499,0.01918622210878598,0.600480651880376,0.2703293049251739,0.31507291879022026,0.01181287155054248,0.1892236118091008,0.27573546564867313,0.5643191278564067,0.21131698323275924,0.14699132475236645,0.5202205284936011,0.24074503586523244,0.21595679876551163,0.2325937693662736,0.5423894272655893,0.4102011989751398,0.21463121588116563
SN_pc_L,0.1149670694337826,0.284487137194535,0.08298823806639671,0.4013890457950238,0.2952113634561661,-0.025237157019394236,0.14027741463239404,0.28601881079435915,-0.32817350340768325,0.09727601317459031,0.144426341053053,1.0,0.2429414131768147,0.11259568081720693,0.15998244514224008,0.21606964511273163,-0.08379757121759147,-0.3934861134055406,0.38449053179289777,-0.3745032055459217,-0.17101635953257527,0.81808792250663,-0.10541800056100459,0.18165348493464775,0.09597808893757964,-0.35270218552149946,0.5411130421100545,0.2465807690713237,0.040565440936788044,-0.01662139890786527,0.3260180139386974,0.3574119589484832,0.08978405300455214,-0.29883326474821736,0.16894343684566124,0.1730053192093571,0.6123995746873653,0.34376006467073694,0.023555590637667195,0.3361543741604114,0.27825540481584926,-0.4411487007623701,0.3597270891195405,-0.032168673497787986,0.0001572507520227474,0.09546238202991472,0.43677193586917606,0.10876289679586307,0.21473474832703912,-0.27129810022248846,0.1509369682109095,0.10824322048902575,0.21387234405572575,0.406273386380371,0.20648540359176656,0.07246957862246965,0.22069079923933152,0.27769160076487415,0.09369007410943443,-0.3300968110481908,-0.032838027407882366,0.26844431745862013,0.18763305643514952,0.1989393439132946,0.2913196938178704,-0.08954092785831957,-0.34979174568462,0.14461349893960113,0.19408869217093058,-0.06861871422978436,0.175279560547886,-0.26812875672861214,0.02054957803885254,0.0808506017659859,-0.08176100673680779,0.4646894663030472,0.1465986480436806,0.11917800636741734,0.12472121131729622,0.1101933038823873,0.3270427720951334,-0.45687987133688807,-0.44705356800849533,0.3009350324202388,0.3803698980938359,0.33381555975374727,0.01703593691464776,0.18325514913087967,-0.2016165610032992,-0.15428070044662837,-0.18543973102933375,-0.3388539294482593,-0.22244511834643232,-0.2816319777830195,-0.03197036854293772
N_Acc_L,0.20973942420788838,0.38808274779352986,0.1233297428144298,0.19057956474742047,0.05157086605257273,0.13522055732748875,-0.2763653565494317,0.41710719262309337,0.13787424535452913,0.4379853884486463,0.3922092359926705,0.2429414131768147,1.0,0.024253059241563794,0.17220907929518506,-0.07442766591860472,-0.38418580914946376,-0.19028344048123813,0.3614063410966804,-0.09869141743128389,0.11968714070660606,0.16637219883832174,0.4900918899907546,0.1638097960974201,0.1729938920419345,-0.16726336921489118,0.14758104023798307,0.14772784830088262,0.18302412295174245,-0.2877862700746199,0.31204818721848715,0.6748197986443625,0.6806921119088446,-0.25948305225145557,0.5002310471669855,0.20890028745523395,0.49302241449647805,0.2745706967338694,0.19515526885474085,-0.006177329167637272,0.06124908456602061,-0.11350233873772476,0.0593352340840384,0.1702585968504068,0.09778876179445947,0.5728941065569231,0.4337873509244465,-0.4726496107774621,-0.04285830225157414,0.1963640947370444,0.18740097604283618,0.4101808449125518,-0.007543444052632832,0.3560449049788394,0.010288827179343903,-0.015201228116961375,-0.010516264375219637,0.6283897479698639,0.37471804640404904,0.02249137193933431,-0.3260950823618088,-0.17672829611307855,0.5520974730107385,0.30014191672823176,0.34978243587425367,-0.25009284969501205,-0.0018243735439007992,0.44737383761617355,0.3390625175790645,-0.222494071363573,-0.03636813754223211,0.21063041944576455,0.22142982493119978,0.17336623360467268,0.13393038826433462,0.38814568920895587,0.09253064989725239,-0.11892213282293222,0.11647833052751727,0.38445770150671477,0.08414056055054281,-0.16888089251635666,-0.17427339181358298,0.4830814804988035,0.14685431228931184,0.4063986523707065,0.018654479440660548,0.28119246055370645,0.22893445382369584,-0.23704685618691884,0.015769914585736015,0.015019408995770306,0.10980786179883383,0.1405553551557979,-0.37395556087213705
OFCpost_R,0.12499661491993115,0.045686314474978895,0.24546382294948704,0.0936355372052308,0.3256418481396425,-0.2263203567682638,0.048171966031126556,0.40740718039049634,-0.1512653667673085,0.18528670076525358,-0.016135276905077014,0.11259568081720693,0.024253059241563794,1.0,0.3373436753735095,0.5830527165935406,0.0148243797096628,-0.2660314120165213,-0.10157491890940996,0.011120882189839212,-0.28217266753332243,0.2766385155189002,-0.058596543035203855,-0.12441044067624778,-0.018338283114254218,-0.07516053566163627,0.6733044536049088,-0.2359682242007104,-0.11725711034391291,0.10601926683009935,-0.11765538019756008,0.23524961392061589,0.09184074838922865,-0.2431693122994387,-0.17831584561516595,-0.23237188352885235,0.41896463154807334,0.20321435473771077,-0.2594289203254951,0.5245446725281493,0.8838451513994819,-0.0057116007067851285,0.3654052165921809,-0.616104262292624,0.27288327124465556,-0.0014225068251253834,-0.017179415742695908,-0.051526665664367845,0.8154238865211311,-0.12271445486258284,0.3831085596862674,0.5034861610258285,0.13740753468898198,0.049775690979343604,0.668150294006997,0.04470213410154925,-0.01866688533509278,0.4120128323156966,0.32615504292105113,0.03104390466051931,0.19796836865346665,0.5270275240576703,0.14567192164084208,0.03137099329151159,-0.244660791033726,-0.4326946996198112,0.07900915647711501,0.07470428042060388,0.12734921573018193,0.5620814952653149,0.4991702500858727,-0.05818013273743178,0.020654191770966078,-0.1391493479931145,-0.09569890499970088,-0.18412008901765686,-0.10280148027457482,-0.22459836235241393,0.8511711219773438,-0.06425109583296595,0.2300359342128225,-0.3985599591845715,0.00893716934776796,0.5999943915845285,-0.24034576225912865,0.10707378911271284,0.05811713752350147,-0.1381645562166464,-0.28986928467344103,-0.1887185751176965,0.1644708240712129,-0.04495138230330145,-0.027761527356255367,-0.15061574679262396,0.35139490184858874
Thal_VA_R,0.2831967253845682,0.31342213776447836,-0.0009132039773657804,-0.006651387220983504,0.38369799396298887,-0.05513735211881545,-0.28789783684567255,0.5108278171488809,-0.23124460078313597,0.2625571676239616,0.38290944872071575,0.15998244514224008,0.17220907929518506,0.3373436753735095,1.0,0.5366991642003022,0.06115937564284819,-0.5652205600827858,0.2771275518152124,-0.25372296210310213,-0.3005688578134223,0.39409231673893047,0.15873777851027734,0.1792960658576187,0.3305882572799746,-0.23434537630227067,0.531791683580768,0.055492532621597014,-0.2519713273237343,0.3282048510313135,-0.13480855814969714,0.1719574570316205,-0.05814433649229841,-0.6635983333187614,0.030198669088906917,-0.09326372964471344,0.6233691122409065,0.4890895890445111,-0.20543614296571278,0.125488642826075,0.39906933876210804,-0.37224082269120845,0.47848941571409265,0.0040486964102067645,0.15321039646120044,0.09072370922833606,0.3885221960155626,0.2164075610607827,0.19392587140987266,-0.4345815375699789,0.3259125662466343,0.28783013245613354,0.07242047289907862,0.41700437252143474,0.6149268514562207,0.1444332560967087,0.31470608787049276,0.6199040238280952,0.4651748286393658,-0.2740109739265044,0.20078441783571338,0.4680134782107955,-0.13551310754867785,0.31259718128819247,-0.17078426570462998,-0.3649639382845607,-0.32337042723270637,0.4636627057437994,0.3504678889159314,0.4535582656927135,0.5902371936649111,-0.2515373716977576,0.054066177942237684,0.10331835469902034,0.18778789369337573,0.07438566233905229,-0.06810171641151766,-0.1519636549308149,0.2795815484831913,-0.08835646878470574,0.7480158999817745,-0.16932898286386266,-0.3425312823878384,0.47982004816176604,0.11950900496357286,0.1981217845820603,0.39742437603717234,-0.26071985966776623,-0.19720099229578036,-0.09894427644429139,0.6638212374223453,-0.3160678834825328,0.3650076161204085,-0.215310508361672,0.3870106039605967
ACC_pre_L,0.04850973706660563,0.05048657246134338,0.025710767793987174,0.2137810819962512,0.4565630305051985,-0.24635202057432481,-0.15698619252145374,0.4091523633636255,-0.2047106667146863,0.11644810449468121,0.007689989407566271,0.21606964511273163,-0.07442766591860472,0.5830527165935406,0.5366991642003022,1.0,0.0813744283952516,-0.35736581757419067,-0.12038128583998114,-0.054656211369502654,-0.27585465038417917,0.32450389610104524,-0.059873020223711174,0.033244685919418586,0.1620283912776312,-0.16653786138152435,0.5023906988197392,-0.1484147936323517,-0.09070706455410343,0.13242431351543854,-0.14414770006273128,0.1722807904040675,-0.10528674968707512,-0.30236546099735767,-0.21892277249059902,-0.29864671586295866,0.5451193547224071,0.312311083379653,-0.15529543041019422,0.7029520245153874,0.7126040911285585,-0.009316111870040186,0.26038285019759216,-0.224883708858112,0.16611514018973603,-0.20948925453958128,-0.1834187743097093,0.24348502440185346,0.42542239805722276,-0.3203742425727795,0.18404857071775757,0.11120909498265512,0.20338007344837342,0.2793089571896832,0.7490852610260356,0.2169916484227014,0.289570312300955,0.3151331170536617,0.3331219307302892,-0.030733989192561356,0.13492250067869158,0.6182444144823541,-0.05725226756378592,0.0775915767721447,-0.2563004841955771,-0.3620782450965467,0.007116338551989869,0.17943584320065384,0.38771209009441393,0.5836743363462341,0.6205813398681924,-0.06483529545178612,0.04473091298248074,-0.14586650501307608,-0.0646173729421979,-0.2745845621551206,0.08056581765290335,0.022440327286664213,0.4162264343210747,-0.13163779585455,0.32632839617870474,-0.3919995580318222,-0.03528949347212774,0.47988648643239307,-0.15020618220761658,0.2080526640381352,0.04547970491096473,-0.2558242346882728,-0.3968460188998849,-0.16447053777554857,0.34417345505398844,-0.06486284421987652,0.05234090778703286,-0.16342727384879313,0.5301708825935187
Temporal_Mid_R,0.6294429606356132,0.3961026142016464,0.47514208918827133,0.14900331870685873,0.4393503563745832,0.412285977227036,0.5296940987478388,0.22550976406200476,0.27158164425854137,0.2899184087792204,0.3220371268770357,-0.08379757121759147,-0.38418580914946376,0.0148243797096628,0.06115937564284819,0.0813744283952516,1.0,0.43853810297589,0.36838882769405207,0.4172298876447613,0.40679609061928157,0.008760359733152477,0.1446004576887016,0.3780173042147998,0.48414439275501875,0.4642922375532459,0.22173904018953292,0.4991647260023281,0.5369602179212021,0.6229781014367345,0.3133178611058535,-0.12105605511807419,-0.2367406864856553,0.4051511909625073,0.05861935794051706,0.16059418193693972,-0.38372852808641333,0.44729852514959095,-0.01532193477042222,-0.08577734598513989,-0.08757026404763797,0.37749227460880763,0.3838735769535679,0.1952374845708475,0.45573569766239386,0.14179849792804847,0.02722545218095072,0.703990269277664,-0.0697104284389993,0.0838575015189017,0.21468757635154256,0.022347855479407926,0.2966160691949719,0.17618956438219524,0.004289926838710029,0.31713429338465965,0.5652794504204057,-0.3255504284664598,0.17008773868305735,0.42505157597317517,0.857813785692029,0.5629730277120241,0.007096584452914015,0.3219856243009823,-0.07431696319053264,0.5496917766938332,0.06381985729190194,0.14772847766264158,0.193522059892161,0.5343048075253453,0.3796155110846481,0.1060264492548533,0.5852799151923005,0.3455450707551367,0.4251560182180387,-0.024741129087145874,0.22381005052771843,0.43757386960765216,-0.1809241827061908,0.3813512475891099,0.08714718131997778,0.4861872368997468,0.43442082504145474,-0.24490793432487706,0.2818230293956434,0.27040084216243104,-0.027380025559535368,-0.16492625323902563,0.41610188613786225,0.8054768948706593,0.17388052242182644,0.357757951284842,0.46782270005816795,0.33829885267961457,0.7632254599332953
Thal_PuA_L,0.22513138573867014,0.13584053201581245,0.41172786179866216,0.09689445082735756,-0.16948346652113297,0.5630953475552528,0.4466876730042047,-0.26576649997847623,0.7101696181684911,0.16917397079286492,0.11565235097822077,-0.3934861134055406,-0.19028344048123813,-0.2660314120165213,-0.5652205600827858,-0.35736581757419067,0.43853810297589,1.0,-0.10513646592991786,0.6007913795011778,0.8394637451533777,-0.5946703092717519,0.4197400621783587,0.22578524586390725,0.3829612075408884,0.534344736858904,-0.3562225658843798,0.12474660119535244,0.7060301388131814,0.03859947301383689,0.30126114435528567,-0.11860082390377755,0.24969232484541434,0.9096279932912193,0.16214936595249194,0.0025709136908767033,-0.7381534658244682,-0.021850668059513703,0.1486661104523908,-0.2159629832955842,-0.42592030003854653,0.7832457253265334,-0.18674978972945974,0.19452627856910315,0.36665986328872585,0.2570641275591408,-0.36981179830350064,0.06120429018330116,-0.3221682948684199,0.745913641065433,0.05459142573673323,-0.08221838630715328,0.39150524673953696,-0.14066899513402192,-0.5882722965356104,0.12006886921683621,0.27968500621333814,-0.5650192422508322,-0.07618427020034868,0.7775932846050507,0.22180988441739877,-0.18686283708012094,0.3948333225360995,-0.15192407784274006,0.036892858803452104,0.49013781933857764,0.6142719779899164,0.15306598827396692,0.09934776942945488,-0.08633839299667431,-0.273156486592679,0.6126522134635092,0.46305709085297014,0.111985337320909,0.2043657469313598,-0.26336527928779785,0.1393554203787758,0.1931022588609311,-0.33010373846425195,0.49566877493727496,-0.6730575669210014,0.741082093727926,0.7439982995338686,-0.42323014798019304,-0.17701036388026264,0.1272875460623292,-0.08417262770727635,0.13638374021735963,0.507721623694441,0.5386452667273249,-0.293327353296915,0.7776555753935398,0.46933832819902455,0.8139744651380234,0.029215879328365883
Cerebellum_9_L,0.6610191625242289,0.7488976748396073,0.3850996823835811,0.3435039658465516,0.32454993764123724,0.3166201931635259,0.28530091942514035,0.47366712511928455,0.039529111855206835,0.5138945396476264,0.6090387838807803,0.38449053179289777,0.3614063410966804,-0.10157491890940996,0.2771275518152124,-0.12038128583998114,0.36838882769405207,-0.10513646592991786,1.0,-0.09075786919990315,0.1778627992790439,0.38782411637033953,0.35541360893110635,0.3978164304329264,0.4280039320206159,-0.02754554720918598,0.3517860649129099,0.7907801165263489,0.3617154870942577,0.23891003641484876,0.6970776731241497,0.48570773460317207,0.2659009811719857,-0.1947400990355876,0.5445219807380768,0.6249526489526369,0.28219450817034974,0.5349513914666079,0.28509029568664424,-0.1250683507798021,-0.0535207430548383,-0.22850180615123422,0.5621501398475569,0.40312356682209466,0.38328384019142375,0.6338341129400894,0.756850507236293,0.180305779915341,-0.039721029450325164,-0.04996411249148808,0.36693038095870223,0.408469482505465,0.09086574567221557,0.35054728837942656,-0.055719961537897135,0.2512794132671592,0.2930817831559345,0.32444871008955334,0.37970550112518187,-0.024494207697822942,0.32031074167108875,0.263044812357551,0.3194950829841724,0.7664813864135475,0.46803566653640993,0.33089808234491624,-0.228970801143642,0.4248362823280749,0.37562456575106024,0.12084782899575909,0.1993995486975069,-0.010093030566760277,0.4127679358953214,0.4569334697550854,0.39984874094962025,0.6922186188443036,0.4224064839872227,0.42572719927102604,-0.023595271741100283,0.5728966532833412,0.3355380767681025,0.14524792242933174,-0.19445275064327483,0.1505000635980974,0.7549364479990353,0.47993813543374153,0.017687410081696435,0.2830104283989943,0.43252109913681247,0.2827407604641676,0.048431172765581745,-0.08391697995705005,0.2519401266167029,0.07406925033343814,0.19933892383312046
SupraMarginal_R,0.27629856253740104,0.11431065020702515,0.22891945208463968,0.10334301125986163,0.000921996838947883,0.2506607215653763,0.2707098991927708,0.0833817980060659,0.616296625155223,0.1568760533149419,0.015202059516600789,-0.3745032055459217,-0.09869141743128389,0.011120882189839212,-0.25372296210310213,-0.054656211369502654,0.4172298876447613,0.6007913795011778,-0.09075786919990315,1.0,0.5436263469973803,-0.40904680784186453,0.2970199706930262,0.11965154919884688,0.3053301102359328,0.9351187575547107,-0.10297171227159076,0.10623289316616977,0.572149361267071,0.27919505721912014,0.244691102898885,-0.12775201869941014,0.20576176289365747,0.5649194644830106,-0.1980980242500731,0.1442157425657291,-0.4609523781175428,0.0858385379471318,0.2357734534374741,-0.1490392040624068,-0.11039987608216591,0.8164071837236097,-0.028185560935727175,0.029859185511509873,0.307262096975804,0.3238940618660757,-0.212095036974631,0.1537199148932714,-0.023706307692139703,0.4141508009931745,0.20470075249339548,-0.06373524609287151,0.39756369860507007,-0.10127890369844533,-0.09805795672302182,0.13771805085461558,0.3086183220519094,-0.2058217884761554,0.0037246082734481195,0.6331993887396848,0.4410771493170107,0.031104335713217676,0.16911260798477523,-0.013656636535710276,0.12375661599544609,0.3023631583550044,0.2958528915538826,0.18024794421820386,-0.03732646474291782,0.06404200295142097,0.16592047536303045,0.1715218507707857,0.4753842579701947,0.4719972541244587,0.46763407923216127,-0.06994727969288135,0.24818958736361685,0.1556819488525287,-0.08303010533691929,0.3955111447002013,-0.49917746594085555,0.45071048108300044,0.932590121388212,0.14746864073504834,-0.19862404498730163,0.13510600361310068,-0.021531281965072036,0.06082288207390708,0.46597308503292123,0.6336460201700523,-0.006956927986839224,0.6809543930563533,0.4407068944532396,0.5873701150124712,0.13297296287840227
Thal_MDm_R,0.4173649581214305,0.3809859177658867,0.5483906810237432,0.29238972032035043,-0.038498239738473945,0.6761320401871984,0.4145432111926212,0.0815339391111326,0.6772349928574417,0.4249327170414876,0.36201830404501334,-0.17101635953257527,0.11968714070660606,-0.28217266753332243,-0.3005688578134223,-0.27585465038417917,0.40679609061928157,0.8394637451533777,0.1778627992790439,0.5436263469973803,1.0,-0.3936744432784688,0.7534559219196473,0.44357184902821745,0.7058933605638125,0.4556972209979591,-0.17174564550584212,0.381575216247885,0.836947978477895,0.04956839248079174,0.5382531795891885,0.2107684688276163,0.4811438686394847,0.6900351093451657,0.3607740227048636,0.23984683802550225,-0.409390857873573,0.26388329532949417,0.3349823964919632,-0.22728764100528243,-0.40923530450065554,0.6454387658766362,0.01869213601262898,0.31970369246416547,0.5596938162332833,0.5319022343968407,-0.050908627458066166,0.028330115042739128,-0.31795577394767116,0.6413724772879543,0.22972812782844895,0.14131761547179802,0.5162766553774298,0.0034036425103971973,-0.5535559370161424,0.20329603489389772,0.4849605357830159,-0.2656732932316667,0.16989877191357936,0.6712261932157672,0.24136475847939576,-0.129297389033552,0.6048422207951346,0.17071017577586334,0.2833369193356959,0.4922290675737782,0.4249102338175811,0.5362724933952348,0.28394408025164736,-0.1375475876121989,-0.17116852759723833,0.5801020738451003,0.5910344805105733,0.28978075213591364,0.32639832522409956,0.027512195778472963,0.36243591776008716,0.3228946970216119,-0.31084313748716996,0.7153440745903197,-0.49200993226126183,0.6532375179655792,0.5953210328577219,-0.18625081161114507,0.06625724267441094,0.36916597451734606,-0.05912855449252599,0.2099202518034204,0.5319332521495279,0.5684086650811057,-0.19346174215042827,0.6972414827164322,0.6900797973287838,0.9249821802286361,0.014955962188530673
SN_pr_L,0.1770096180078784,0.2625185206825157,0.07806555703761474,0.22726363929147117,0.4277732495284405,-0.10402002641586283,0.09984548177617847,0.35741473390251566,-0.5090715667280773,0.09555378550649316,0.11584593238901823,0.81808792250663,0.16637219883832174,0.2766385155189002,0.39409231673893047,0.32450389610104524,0.008760359733152477,-0.5946703092717519,0.38782411637033953,-0.40904680784186453,-0.3936744432784688,1.0,-0.23282250346976277,0.16678518067550577,0.061898546759641994,-0.3166811862614005,0.6667671429387231,0.14524318629768146,-0.2004685133515814,0.22462647680607364,0.11485865822918037,0.2516270442555038,-0.1454822382843066,-0.48818610205993646,0.011880716525325869,0.058846141833497456,0.6510720473630429,0.39217394949444095,-0.19134438388124966,0.3792983163259151,0.42784929173460945,-0.5927192349206074,0.4463932040884128,-0.19492780649962252,0.06261941457456956,0.009928777924751775,0.5134058979857794,0.29836926876996095,0.3601268278395199,-0.49520269160524505,0.18932763712125134,0.18288319887043492,0.03638724482025631,0.45724052405384835,0.4990415171334488,0.1041153649863455,0.21029795305464358,0.39279998550543094,0.17818690748547758,-0.4601467453399852,0.18721166859317134,0.5074640595900228,-0.032769348741970634,0.2319362332396114,0.06521097551049858,-0.2428394775640902,-0.49752872174129437,0.016036279927781186,0.09889425985921502,0.1598747158775351,0.4348037968198987,-0.48216586893639124,-0.03208442343692493,0.138682536451838,-0.049817201234295574,0.36602417572356366,-0.017513870616838345,-0.04394731533423807,0.25316103399766116,-0.10005830119832389,0.6219561926229542,-0.534294690593905,-0.5272688556113079,0.36358996916543385,0.3028003227540028,0.2520068390964363,0.014045873911379687,0.04336971442460488,-0.29200843488203493,-0.10243301093077056,0.028578000770935683,-0.5339110813744004,-0.23392851729021982,-0.48430128261896765,0.1928743470402816
Thal_MDl_R,0.5300817184372083,0.55569401249947,0.4757951889765717,0.2835393658366456,0.08784399115680239,0.5519487904355266,0.08466649079373961,0.43293837181874617,0.5406467086696302,0.621126665910605,0.6157681719198055,-0.10541800056100459,0.4900918899907546,-0.058596543035203855,0.15873777851027734,-0.059873020223711174,0.1446004576887016,0.4197400621783587,0.35541360893110635,0.2970199706930262,0.7534559219196473,-0.23282250346976277,1.0,0.4447146383149188,0.7274008399271811,0.16236405151308494,0.049329218572245155,0.3408012437954308,0.6462817037534687,-0.08943932064298002,0.46281763749157423,0.5496432267765595,0.6923765039924813,0.22237753091200352,0.5612051080542292,0.20379983084034783,0.0879045021378421,0.4736960777114098,0.26828842180737694,-0.1677225452156619,-0.148216871903638,0.3778749552103587,0.21229965282415458,0.3214991905193737,0.5751366665175621,0.6720035141777093,0.2078680001961053,-0.1998658241813931,-0.17698872141145114,0.504734504272036,0.4101334600317158,0.43545201706487613,0.3929134991069846,0.2320524250869466,-0.26057648153598195,0.2308827562488442,0.40931304033194643,0.2578478296700334,0.47196105636107627,0.5029988623061414,0.07411242080085532,-0.0631320399923646,0.7168539659839003,0.3727846437155269,0.24995292011976064,0.12354315007785278,0.32659028382035094,0.8298053675461796,0.5435131459404353,-0.052308303692542836,0.02268344383632718,0.5894156187331694,0.593574582081753,0.27604672527747187,0.34535868214908233,0.11794116148648615,0.3002629570203731,0.13516459779537676,-0.032649096040007895,0.6881951524771289,-0.1533186193920903,0.4080202864823352,0.29780362172395,0.17871891197258327,0.0877509187996376,0.5258160933558815,0.1065548209323131,0.1453810040906923,0.4867664193411499,0.2687068173435544,0.0931343352422553,0.518025071435502,0.7349120995675917,0.7805729736004282,-0.0022514153589919313
ACC_sup_L,0.4179105536563436,0.49691510424937235,0.6016110816058424,0.28456032683525917,0.11682795523727492,0.429929421551166,0.3981720900884013,0.4619809431551949,0.0007940175709366669,0.6278599616516283,0.45078084873308527,0.18165348493464775,0.1638097960974201,-0.12441044067624778,0.1792960658576187,0.033244685919418586,0.3780173042147998,0.22578524586390725,0.3978164304329264,0.11965154919884688,0.44357184902821745,0.16678518067550577,0.4447146383149188,1.0,0.6458469562137664,0.18999782080446495,0.1769290184868827,0.3936356020187494,0.4380839166340378,0.31805599081584807,0.3676528248811395,0.337370529629362,0.1386760099850876,0.2613821467607001,0.6025660727663749,0.1316208053520024,0.11301249626352315,0.74090333444191,0.09382860924895264,-0.006274047228087522,-0.0880876299637363,-0.00572534213518138,0.31513168456954616,0.0641265807553254,0.532765539941789,0.35290579030920294,0.31720027623453095,0.3175580959362333,0.010913397032426018,0.05177073145242185,0.34211355188119585,0.40310646434109804,0.5020046565252364,0.2678123317467193,-0.07585889379368184,0.43034793901166835,0.714242540638494,0.1184089527675474,0.6129961474682201,0.16736780312406446,0.43268149025457037,0.39814626306730144,0.36969572890715574,0.29096117043042224,0.147152722217157,0.14725682793739153,-0.033930849054456994,0.4039437774097584,0.4704446021603696,-0.012625315846570877,0.2005792623917877,0.1970745302514721,0.6714922878819813,0.5917594793473602,0.5713280398862014,0.20677030741736394,0.23842105295004998,0.20805836290444515,-0.10383726853057552,0.37167656695755824,0.15309065031313282,0.1138276687555203,0.016443581829564128,-0.06238252555704271,0.29496897822978396,0.649420871567727,-0.00220109171524684,0.1443928288037933,0.37583591407753103,0.5525343417739713,0.11866203955507709,0.07997590904828901,0.5110428701257622,0.442094179006979,0.18939574605796577
