,Fusiform_R,Cerebellum_4_5_L,Insula_L,Vermis_10,Pallidum_R,Thal_PuM_L,Amygdala_L,Rolandic_Oper_R,Cuneus_L,Rolandic_Oper_L,Vermis_4_5,SN_pc_L,N_Acc_L,OFCpost_R,Thal_VA_R,ACC_pre_L,Temporal_Mid_R,Thal_PuA_L,Cerebellum_9_L,SupraMarginal_R,Thal_MDm_R,SN_pr_L,Thal_MDl_R,ACC_sup_L,Thal_IL_L,Postcentral_R,ParaHippocampal_R,Cerebellum_6_R,Calcarine_R,Putamen_L,Cerebellum_6_L,Frontal_Inf_Oper_L,Temporal_Mid_L,Thal_LP_L,Frontal_Mid_2_L,Vermis_8,Thal_VA_L,Cingulate_Post_R,Cerebellum_Crus2_L,Frontal_Med_Orb_R,Rectus_R,Occipital_Sup_R,Cerebellum_3_R,VTA_L,Hippocampus_L,Fusiform_L,Vermis_9,N_Acc_R,Rectus_L,Occipital_Sup_L,Cerebellum_3_L,Frontal_Inf_Orb_2_L,Thal_LGN_R,Vermis_3,ACC_sub_L,Thal_PuL_L,Caudate_R,Pallidum_L,ACC_sup_R,Precuneus_L,Temporal_Sup_R,Frontal_Inf_Orb_2_R,Temporal_Sup_L,Cerebellum_10_R,Cerebellum_Crus1_L,Occipital_Inf_R,Parietal_Sup_L,Thal_IL_R,Frontal_Sup_Medial_L,Temporal_Pole_Mid_R,Olfactory_R,Postcentral_L,Cingulate_Mid_R,Frontal_Mid_2_R,Frontal_Sup_2_R,Cerebellum_8_L,Vermis_7,Cerebellum_Crus1_R,OFCmed_R,Lingual_L,Thal_PuM_R,Thal_PuI_L,Angular_R,Temporal_Pole_Sup_L,Cerebellum_8_R,Cingulate_Mid_L,Thal_AV_L,Occipital_Inf_L,Supp_Motor_Area_R,Frontal_Inf_Oper_R,Thal_LP_R,Cuneus_R,Thal_MDl_L,Thal_VPL_R,Temporal_Pole_Sup_R
Fusiform_R,1.0,0.7731941720342859,0.49016870505628196,0.2939871150720354,0.5559609802425659,0.5047121101387035,0.3087545197831733,0.5910432488912437,0.3266507323371453,0.5460117256455873,0.7035035492306909,0.1149670694337826,0.20973942420788838,0.12499661491993115,0.2831967253845682,0.04850973706660563,0.6294429606356132,0.22513138573867014,0.6610191625242289,0.27629856253740104,0.4173649581214305,0.1770096180078784,0.5300817184372083,0.4179105536563436,0.5749098455757463,0.2461350775698622,0.4800036770884401,0.5123338790518716,0.6016352240327181,0.3291286773316432,0.4497315832626341,0.3493701429814148,0.22263389896939514,0.14187566153895523,0.3943508686635301,0.1860974734494469,0.06491836654514097,0.6297832399502058,-0.114887871847888,-0.13752915440667624,-0.0002379232920902054,0.2371855315310781,0.6613118045061699,0.22580971401266497,0.5327122606983807,0.5406433137006486,0.46832378035220595,0.3462573889255767,-0.0647619447443639,0.20830716616164857,0.5303082586445603,0.32995922409934936,0.32853747612429635,0.5708269645885635,0.08060870721693147,0.21226360445400022,0.5584037879313857,0.21543295307893195,0.4474373365222049,0.431575077655675,0.611037012246714,0.48606814465837617,0.410246156592043,0.5644211326149768,-0.02074696934155778,0.1841507111367466,0.08568827435459402,0.5193347085672565,0.47556118730139263,0.4180678519956141,0.5086300425852048,0.2853530781219045,0.7008686399503402,0.34007376257885574,0.3598620343641976,0.12262246917694587,0.1726075744838657,0.12797354279598327,-0.04349563932706749,0.5720281920597725,0.22100301176389398,0.31883589325257994,0.23912483580594862,0.14953218520918976,0.22337720169620298,0.5708706263988825,0.03126828152088988,-0.14855943042660957,0.5420131583264477,0.5629533287773243,0.2515513934045128,0.37270755447545145,0.5119939759907327,0.425768002134137,0.5056823197863698
Cerebellum_4_5_L,0.7731941720342859,1.0,0.573604269046219,0.42637737080127663,0.40041374807414315,0.5484325747583235,0.3103767811547938,0.5118563054290154,0.28703015714615215,0.7160262995123216,0.8911166261207395,0.284487137194535,0.38808274779352986,0.045686314474978895,0.31342213776447836,0.05048657246134338,0.3961026142016464,0.13584053201581245,0.7488976748396073,0.11431065020702515,0.3809859177658867,0.2625185206825157,0.55569401249947,0.49691510424937235,0.6347103695635644,0.10915020227153284,0.40181663887916097,0.5534351236399918,0.5296181351777723,0.3246397020615233,0.6375646308532273,0.5525147679303082,0.4840527151778929,0.025831984699288983,0.5271052374307765,0.30390822409540064,0.278801124364102,0.7184427262600023,0.13098958289884197,0.061883676825634594,0.0918762963935509,0.047517050042832555,0.6611305807041907,0.2518091159272088,0.6409665610432914,0.7547178577123111,0.5641028794574936,0.16701290860203535,0.025360172315068413,0.23473547004254372,0.7324343198290387,0.4173278780670265,0.3910892032095942,0.614578987452643,0.05397879767852935,0.3259468125166884,0.4887265552700848,0.4340024452447866,0.48277585838322207,0.29290887530981635,0.34866164587835335,0.34368457282077364,0.5536883056630524,0.5460827757791138,0.2664714568982739,0.15020711109076165,0.10123214717966095,0.5992031877326442,0.5687008366462284,0.20127070148625906,0.3850358376631223,0.24630383378539514,0.615335922940666,0.43336966631989116,0.4677429673890721,0.3571026121314298,0.35357787004815616,0.2114841908135999,0.08242272882209144,0.6968516917613338,0.2651840266018666,0.2650855975392357,0.07046569466003001,0.28584168696490675,0.38419427968698755,0.6526366834728898,0.11783665614223734,0.2784057376728441,0.5166213012842756,0.33770875489767044,0.12162897824252397,0.21741560423920223,0.48672793850351415,0.3864391112420102,0.25550498257594695
Insula_L,0.49016870505628196,0.573604269046219,1.0,0.38056150538239475,0.13531588838933123,0.5580412587399632,0.5912738134709628,0.4121646914395026,0.12193189286607962,0.7987979285137371,0.46688488876768264,0.08298823806639671,0.1233297428144298,0.24546382294948704,-0.0009132039773657804,0.025710767793987174,0.47514208918827133,0.41172786179866216,0.3850996823835811,0.22891945208463968,0.5483906810237432,0.07806555703761474,0.4757951889765717,0.6016110816058424,0.6364836560805616,0.20666607573561885,0.23376430381884522,0.4133553600988267,0.5150732919109787,0.3256167849558521,0.5649946219208836,0.5260120147928108,0.37991912449423404,0.32188096450613546,0.395286256312537,0.18315029216324513,-0.0034432039766106705,0.5761340002823062,0.16206686058044353,0.19022818295905145,0.20665927666550665,0.15173017540545145,0.43428741496593326,-0.120584458547875,0.8049486556518907,0.5178541837847283,0.2111208810821391,0.10524290200107098,0.355896969492696,0.2685667385342841,0.5573701726688912,0.7140396030545281,0.4686156565842644,0.11229227825581851,-0.05364269683733271,0.37179176212572373,0.38394582239466085,0.11509749933983522,0.5861067472022831,0.29836939823892783,0.5059600453155164,0.38388602129239197,0.6468809414483169,0.3593875740188119,0.2215563623349278,0.24479759925571867,0.23136866599773298,0.3736435988414446,0.31592167349721667,0.13566128124843524,0.10404035188652591,0.2910110579177153,0.5192451375552561,0.33330203708769013,0.3456608008635642,0.18300324189944106,0.31056390030458136,0.2998467531709088,0.3349834440526637,0.5946918524284932,0.042854986632593836,0.25642158027907097,0.19596957260487397,0.09607697392814711,0.25105658671833064,0.44747700894458553,-0.05927003110817901,0.36475546213418586,0.28452553005295944,0.4514617339446578,-0.03277935888947679,0.19408260040464972,0.524151593911824,0.5314188489251368,0.27042496953338957
Vermis_10,0.2939871150720354,0.42637737080127663,0.38056150538239475,1.0,0.12382545698547985,0.14752049700561995,0.3138165207934624,0.3308485238859214,0.04111840473131139,0.34391396867264207,0.24120323098844917,0.4013890457950238,0.19057956474742047,0.0936355372052308,-0.006651387220983504,0.2137810819962512,0.14900331870685873,0.09689445082735756,0.3435039658465516,0.10334301125986163,0.29238972032035043,0.22726363929147117,0.2835393658366456,0.28456032683525917,0.429131708284843,0.03304481641149269,0.25334576238360845,0.4698078043935203,0.46658742208172704,-0.023473757575799687,0.6155789033018475,0.3753430411471525,0.3475504190630867,0.08988833043158233,0.2587187685567697,0.19634848786774278,0.24309136168447146,0.38467651634362743,0.3519622417989267,0.22657720331677814,0.17076418452417058,0.08151576145479751,0.40302213805135334,0.007196856073145789,0.3967965149849908,0.37358928328208696,0.25907136111532275,0.050221592062347296,0.1928874821094956,0.0655579459796111,0.3999999849922261,0.2667243287107402,0.5424321394286902,0.19874436079634028,-0.0015849355632442579,0.0548107869601273,0.35354167174369,0.16111895433500026,0.26727903948753745,0.08693883904310522,0.13034879890305673,0.2167223065503021,0.44225200728004915,0.24316641794578808,0.45543370818044643,0.2606227281848965,0.055691721388490094,0.41065593572940123,0.2393327781050421,-0.014834005191997148,0.1610471951677138,0.10894330202117923,0.29573787767368637,0.20966184799414694,0.14522386392009612,0.3608096807998021,0.5792918955233701,0.4508713269139903,0.12527564221180185,0.5091134342674961,-0.08910771936238464,-0.12697952766569234,0.06849028099987776,0.2427457692519309,0.35639865533256193,0.38750024070570616,0.07401967341796128,0.2466672447884284,0.03388780712144193,0.17934353425705052,-0.13174978182558067,0.15559860382255947,0.1829443766284566,0.3124555663853479,0.09261370379633299
Pallidum_R,0.5559609802425659,0.40041374807414315,0.13531588838933123,0.12382545698547985,1.0,0.17175147194947682,0.1616417348382001,0.45734703484360517,0.04120450907772173,0.1419792233149153,0.30823713290660704,0.2952113634561661,0.05157086605257273,0.3256418481396425,0.38369799396298887,0.4565630305051985,0.4393503563745832,-0.16948346652113297,0.32454993764123724,0.000921996838947883,-0.038498239738473945,0.4277732495284405,0.08784399115680239,0.11682795523727492,0.19734309732754135,0.0116970924091666,0.6518326705259734,0.1828078413154498,0.15669032277851216,0.41313292983423483,0.05059660786436753,0.13018159501811818,-0.1583313807272154,-0.08614844939176336,0.029874842803056204,0.03106807569342955,0.30276587257399634,0.38875603193531866,-0.2984198257691556,0.17799829241983778,0.26547067509522176,0.05249076894736413,0.5070535307103832,0.10728738575781076,0.2233518451896792,0.0465792477597757,0.2919518268948323,0.46666695001042147,0.06393731271479602,-0.18335981679084382,0.2540483213800179,0.0637413609115145,0.04919870309416319,0.520263701467938,0.4368154702493272,0.21818184947945987,0.41824190513181636,0.2955968189231721,0.12265950297042423,0.16542958352705275,0.44805503170198707,0.6566209876656789,0.0005280561699345077,0.397014297053673,-0.24814013632263468,-0.1078562004405706,-0.09970885241333,0.20627538584063013,0.35705103497598983,0.6298324437371982,0.6611713259993783,-0.023470321943318242,0.33988375140731025,0.1055270921198403,0.0790700793987895,-0.0741827600766328,0.029868900486162846,0.009322818198455006,0.047684708982884315,0.06914750951271038,0.43052688936387573,-0.08043234857445324,0.014843446734238132,0.22597715627318135,0.0944409329377149,0.3188986351042698,-0.044966622637424666,-0.41674454317526016,0.1291410912718266,0.25910699152286265,0.3588267847461123,0.09830139136500221,0.07517990716801219,-0.09382568385513669,0.6489229428317527
Thal_PuM_L,0.5047121101387035,0.5484325747583235,0.5580412587399632,0.14752049700561995,0.17175147194947682,1.0,0.3704150067720758,0.15311649989983095,0.45107898730648527,0.5101383274051247,0.5333662782926168,-0.025237157019394236,0.13522055732748875,-0.2263203567682638,-0.05513735211881545,-0.24635202057432481,0.412285977227036,0.5630953475552528,0.3166201931635259,0.2506607215653763,0.6761320401871984,-0.10402002641586283,0.5519487904355266,0.429929421551166,0.5898207413101517,0.2519587733647737,0.0328558429290657,0.337956944143655,0.5722862133318747,0.27845360094558724,0.43464695581138085,0.2461715250815085,0.31956454053631733,0.4356000781455493,0.3524247418844956,0.1450556240607472,-0.18725573577514776,0.4112738251137039,0.10331716507195952,-0.16435586119561357,-0.2880709198465394,0.3012213974099124,0.20194165798771177,0.26529167676412957,0.5143208993270021,0.4983004719922046,0.1724147086567465,0.16096640119321426,-0.24613554388098474,0.4435034155252762,0.3288954179079856,0.17051297015196662,0.35819856689694873,0.26836106607906296,-0.34915269834586843,0.37049533878537977,0.4531835924108886,-0.029388498811173096,0.1992402481878697,0.4497593348871044,0.3441485510855283,0.057133697964952886,0.49231038053359405,0.2444144655538921,0.142416017510652,0.3201791605460491,0.26360903811462905,0.40626636747691375,0.2955766642160731,-0.029299106699253764,0.027610855178231593,0.3643450986205546,0.5086304008773879,0.25709124725504423,0.27408279255459783,0.08163423384107832,0.19074913563836432,0.13822273609703295,-0.22692269648966132,0.5542419296058322,0.003258214851857189,0.6308868662343087,0.2802119573631885,-0.12558149001682967,0.13212132217997805,0.37059807038472664,-0.031262215456698814,0.15544087628011166,0.4524663855919444,0.4700240257288714,0.05207173649037274,0.4224701928252002,0.5421579075500293,0.6276565769174148,0.12093404741501163
Amygdala_L,0.3087545197831733,0.3103767811547938,0.5912738134709628,0.3138165207934624,0.1616417348382001,0.3704150067720758,1.0,0.05948265099169677,0.11709075398834533,0.1938143391295673,0.1471642828676486,0.14027741463239404,-0.2763653565494317,0.048171966031126556,-0.28789783684567255,-0.15698619252145374,0.5296940987478388,0.4466876730042047,0.28530091942514035,0.2707098991927708,0.4145432111926212,0.09984548177617847,0.08466649079373961,0.3981720900884013,0.3718757914860197,0.3195290257058833,0.2508040271476544,0.3879198910644674,0.4010906959870896,0.44003204611154256,0.43883897860216264,-0.033560425435566,-0.052717947579513175,0.5054442793211877,0.17138932353196787,0.31512134578328177,-0.2757297777270498,0.2402484808957272,0.1521329487912567,0.003783615926564636,-0.05141505746919207,0.18863917096713,0.36623535328079154,-0.06382268429889212,0.6175245814369954,0.24961211940766925,0.0935428481271136,0.43862168599243906,0.20890911739544102,0.11015607110620568,0.4046380417533232,0.25290555831946476,0.4991383647039305,-0.10322512411089559,-0.22496161279690655,0.2551596467132068,0.42133416206207636,-0.25417607247743484,-0.0003630293101926665,0.23862669751199175,0.5091458081668222,0.3702649633470045,0.21571545132975628,0.1758760133831976,0.18286403242594604,0.4510890932592365,0.10463164563454345,0.09655869713726811,-0.03570407711968792,0.06542699959369437,0.12993185537778465,0.04171785247410345,0.2912206926594245,0.3220693747409948,0.21516722498735577,0.18071639150083796,0.3383242723016175,0.3752356703168532,0.017966232869849868,0.35114064915743326,-0.1471206772035607,0.2618662378784741,0.24130953395199098,-0.23791376270594472,0.2708462667162301,0.10323850612318719,0.036952143264551235,0.1761170217822802,0.2688218302263864,0.533760314367988,-0.23009012853238786,0.17176769717928198,0.21418658333937748,0.3291164062844263,0.29780621659652945
Rolandic_Oper_R,0.5910432488912437,0.5118563054290154,0.4121646914395026,0.3308485238859214,0.45734703484360517,0.15311649989983095,0.05948265099169677,1.0,-0.11513196348343954,0.6109513674349034,0.44789478865362164,0.28601881079435915,0.41710719262309337,0.40740718039049634,0.5108278171488809,0.4091523633636255,0.22550976406200476,-0.26576649997847623,0.47366712511928455,0.0833817980060659,0.0815339391111326,0.35741473390251566,0.43293837181874617,0.4619809431551949,0.455779706602536,0.018908339616587055,0.5863039474247265,0.3780992077104591,0.28003400654423033,0.13918022512765293,0.3174899823684538,0.6169434719624729,0.27759965748295007,-0.27764329050116177,0.33381909154770467,0.2084112630726944,0.5843231268415209,0.7318666644745063,0.08097137775841695,0.14109179390730592,0.3831319170030471,-0.10270318589933224,0.6028219952386764,-0.06882212124473173,0.44083545076473646,0.3890070731992346,0.43731202345951076,0.07332591864219531,0.2960040645239972,-0.21163199417708728,0.47639487341004016,0.5646270238436043,0.3447574337543323,0.3806860483235646,0.38308820873549815,0.2712177822661483,0.4253548769896255,0.5567664893118365,0.6699897103586925,0.012100287931747639,0.418741061365385,0.5223695783273978,0.3958523149071413,0.6103994270195896,0.13566858434821802,-0.15529928425034,-0.19872784614871364,0.5400705117939756,0.47138435179412863,0.32023106192871703,0.5521303692773734,0.03672219140906328,0.5172542878882425,0.3481308212873107,0.32925227178755406,0.2812722747988618,0.2726989430604026,0.16022418845959216,0.31800101575706985,0.33593515775066257,0.41264639559174837,-0.23208634912115628,-0.10214504944908935,0.5230001944865481,0.27838692516637453,0.6177375042546979,0.011998833203949365,-0.131789817191238,0.17041659621374677,0.20335201501459965,0.37197687998383183,-0.02365468528198254,0.31991739413872206,0.1557237766087963,0.35450254644086254
Cuneus_L,0.3266507323371453,0.28703015714615215,0.12193189286607962,0.04111840473131139,0.04120450907772173,0.45107898730648527,0.11709075398834533,-0.11513196348343954,1.0,0.17440322950121276,0.3131212751461603,-0.32817350340768325,0.13787424535452913,-0.1512653667673085,-0.23124460078313597,-0.2047106667146863,0.27158164425854137,0.7101696181684911,0.039529111855206835,0.616296625155223,0.6772349928574417,-0.5090715667280773,0.5406467086696302,0.0007940175709366669,0.3193303735086473,0.4853927591965441,-0.14938995406279149,0.10738069204750338,0.6730971891749133,-0.06324684819611878,0.25852046811518314,0.03972780918320287,0.4902167165957186,0.5708337092033162,0.1944134842289727,0.07985069576283994,-0.42838996056372725,0.01145810877100324,0.15699326072006942,-0.2036185666428483,-0.2784001388861887,0.8253577115130953,-0.1301022040136227,0.3919327762963971,0.19256966026678812,0.4373698300469217,-0.18684742777069022,-0.07934799499962916,-0.3905457729716685,0.8148148361953378,0.12184848139275373,-0.1490832484026548,0.28988876207197445,0.0831995078615705,-0.3702624029950316,0.0245605131077621,0.22048439160094271,-0.17375483094487057,-0.15796505651031173,0.8534546490410688,0.049455888373611846,-0.2215082557209976,0.44439939661693534,-0.02101247711544076,0.06126192259663712,0.2885487791359287,0.619067967704878,0.40420490368784756,0.2876314889415318,0.03639022218283305,-0.04425754541253262,0.6349467395582155,0.4737576118080483,0.1345883052930303,0.2330434263908214,-0.16196308302832185,0.12829216131080562,0.04457957638480518,-0.2552676460396446,0.578814590533364,-0.5472011489468697,0.6667452445846596,0.744821597968291,-0.03723774455460705,-0.17977613809160917,0.1776523252380919,0.1401653632931665,0.0841584069153951,0.5998643445778171,0.31374200135955294,-0.10649026125972433,0.8901368673088426,0.5000829097078915,0.6945022079407265,0.004674014521958139
Rolandic_Oper_L,0.5460117256455873,0.7160262995123216,0.7987979285137371,0.34391396867264207,0.1419792233149153,0.5101383274051247,0.1938143391295673,0.6109513674349034,0.17440322950121276,1.0,0.6639233773130139,0.09727601317459031,0.4379853884486463,0.18528670076525358,0.2625571676239616,0.11644810449468121,0.2899184087792204,0.16917397079286492,0.5138945396476264,0.1568760533149419,0.4249327170414876,0.09555378550649316,0.621126665910605,0.6278599616516283,0.6268382474511451,0.11363880534451327,0.23102245305669616,0.4391875106010879,0.5001314180921824,0.20686256697363334,0.5569951447520519,0.7638855217523082,0.5751685533997846,0.05070626251552056,0.5755461839494393,0.20447991455655828,0.27197916023232294,0.7426433958714267,0.210149576544276,0.15299423346827443,0.22358431218498087,0.06921659814846028,0.42515506485661886,0.047600817892157164,0.671164858368924,0.6628272435501451,0.3751066715032831,-0.05156392684566755,0.2219164154482638,0.2664480954888322,0.5539193823855574,0.6802285424635438,0.36308501203926297,0.3429583654607466,0.08303433903136696,0.4150916740349507,0.35648606142161127,0.4311496131861862,0.7524082226846971,0.2618955458154866,0.3293687095429924,0.2707941497564585,0.709269729598878,0.5004847022752443,0.29049286101306204,0.08478383676791217,0.16781490052871453,0.5308924614533262,0.5422400685942345,0.13892757387249421,0.1935888847940837,0.35895072748465107,0.6375616780799384,0.40006031740543097,0.4805912889242283,0.2937275197598364,0.329887308286585,0.22711713049889945,0.3051811951561647,0.6447148348702696,0.20694815132545716,0.17137496840991492,0.08440604450687304,0.32334356086854676,0.3165072017540577,0.6595313556697295,-0.023645032663725325,0.36812916253435946,0.38235345433084345,0.30667119321707365,0.1629671768697005,0.19143791239208818,0.5564154572230885,0.4784565777687222,0.1874345075814641
