,Angular_R,OFCpost_R,ACC_sub_R,Thal_MGN_L,Vermis_3,Cerebellum_4_5_L,Rolandic_Oper_R,Cerebellum_Crus2_L,Supp_Motor_Area_L,Vermis_8,Cerebellum_10_R,Frontal_Mid_2_R,Calcarine_R,Occipital_Sup_R,Frontal_Med_Orb_L,Paracentral_Lobule_R,Heschl_R,Thal_VA_L,Thal_AV_L,Amygdala_L,Thal_VL_L,Red_N_L,Thal_MDl_L,Postcentral_R,Cerebellum_7b_R,Lingual_R,Thal_MDl_R,Occipital_Sup_L,OFCant_R,SN_pc_R,VTA_R,ACC_sup_L,LC_L,Vermis_1_2,Vermis_6,SupraMarginal_R,Amygdala_R,ParaHippocampal_L,Thal_VPL_L,Cingulate_Mid_R,Pallidum_L,Frontal_Med_Orb_R,Thal_PuA_R,Putamen_R,Lingual_L,Heschl_L,Precentral_L,Rolandic_Oper_L,Frontal_Inf_Oper_R,Olfactory_L,Thal_PuA_L,Vermis_10,Rectus_R,Thal_PuM_R,Insula_L,Thal_MDm_R,Angular_L,Thal_MDm_L,Fusiform_L,Cerebellum_Crus1_R,Thal_VPL_R,Caudate_L,Temporal_Pole_Sup_L,Putamen_L,Cuneus_L,Caudate_R,Cerebellum_6_R,Temporal_Sup_R,Thal_PuL_R,Parietal_Sup_R,Cerebellum_9_L,Calcarine_L,Postcentral_L,OFCmed_L,Cerebellum_Crus1_L,Supp_Motor_Area_R,Thal_PuL_L,Cerebellum_8_R,Cerebellum_4_5_R,OFCant_L,ParaHippocampal_R,Fusiform_R,Frontal_Sup_Medial_R,Thal_VA_R,Thal_AV_R,N_Acc_L,Frontal_Inf_Oper_L,Temporal_Mid_R,Cerebellum_Crus2_R,Cerebellum_3_L,Olfactory_R,Rectus_L,Raphe_D,Thal_LGN_L,Thal_MGN_R,Parietal_Sup_L,Parietal_Inf_R,Frontal_Mid_2_L,Vermis_4_5,SN_pc_L,Frontal_Inf_Orb_2_L,Cerebellum_8_L,Cingulate_Post_R,Cuneus_R,Occipital_Inf_L,VTA_L,Vermis_7,Vermis_9,SN_pr_R,Raphe_M
Angular_R,1.0,-0.07561604013126051,-0.3013113616822515,0.5143895759160909,-0.6515189886763024,-0.29849533727226846,-0.4948025203643789,0.3190855320665146,-0.6625406565738244,-0.0577082315926692,0.5365718948615467,-0.45931549801166305,0.5590442902898236,0.9542984655005557,-0.11891615399497604,0.7212930659590261,-0.5983860691231052,-0.6274066098478351,-0.1779955172627323,-0.28855597054421117,-0.7577194431261289,0.5828064511707512,-0.4908372848809756,0.7622452019502863,0.4173405211321717,0.4428187514439339,0.2886577663630121,0.9453720293377297,-0.5034918155504172,0.30538036553395853,0.17340553400707245,-0.4703441688083248,-0.6572684321059868,0.43415879481914244,0.46667011006229336,0.8087266443736486,-0.21408620130260056,-0.16724731440119353,-0.678631222523189,-0.15775495452343136,-0.6075623166693783,-0.2721213854860496,0.8267558469193123,-0.5132546996948858,0.4438779228680696,-0.27340278130855805,-0.16518867358207734,-0.36492635708461324,-0.37904966899447184,0.07685764683504687,-0.3451086683280685,0.27956341788977435,-0.0407995855994959,0.6851135138168424,0.15021139550609508,0.5967008858627437,0.9147099708759449,-0.5531551351818569,0.06919479521101739,0.15129071528506266,0.7533152101594235,-0.013657470788934355,0.45229653326458097,-0.44635862286895966,0.8557792131546331,0.07420615666655343,0.30286484862928476,0.4017719027491085,0.8576014078307838,0.7835343116046585,0.0587646368255571,0.5308452328767438,-0.042479479187760315,-0.20030972830454966,0.3581790909565727,0.13999406554742136,0.4394695154454561,0.16925095324523692,-0.5832224253116841,-0.4520726060807511,-0.1703853164204045,-0.32729803230981375,0.5502906033185888,-0.7225462043406957,-0.23222439350195867,-0.15873063703624202,0.32704608331479956,0.4268315465291419,0.14901371546795064,-0.243347401652666,0.10104182722360004,-0.1871482106107209,-0.5660252414327753,-0.6462222704351164,0.412407377218499,0.9141456050606679,0.9387293858145681,-0.824271697723079,-0.47483564338996664,0.09340805168182607,-0.37791156122008746,0.0031077362888122266,-0.2852410925863897,0.8541621785000986,0.5529587777035565,-0.07396341574198617,0.2861294751689824,-0.43539109367182677,0.1865640689390479,0.09228175569603499
OFCpost_R,-0.07561604013126051,1.0,0.38712801659511514,-0.35083205436804044,0.4365878276380384,0.1331060438555127,0.1034350066191932,-0.4744452169433979,-0.17566191032943643,-0.4276367554173654,-0.13263094906612471,0.22410128973160945,-0.35443358906188294,-0.18531784027404202,0.5688755473405444,-0.1280779030383368,0.35624824497017726,0.374189452498378,0.2442839391701145,0.6376407883819755,0.44190615153162055,-0.36389417645793787,0.40512223742883097,0.07504290600100873,0.15636456074545485,-0.39013226922083677,-0.06808744190050069,-0.13335675242416573,0.6038984995026526,-0.24719604648227544,-0.3153960574135833,-0.09391847829372083,0.4480852304826117,-0.5058503554996774,-0.4420332656889298,-0.02297781432031881,0.4056209094171868,0.7339447921233052,0.40497286636291074,0.1766502356568332,0.41546771817674827,0.5975482757386056,-0.30953391654280626,0.5099088298052843,-0.38150826889889855,0.3810327115413957,-0.03729528061757503,0.2400243580799772,-0.06563405310543681,0.26832931625933953,0.2520869767476546,-0.5156216351123074,0.6903397570656122,-0.29904993210413916,0.2371171224568512,-0.23479837159548297,-0.1110761757082316,0.3157261963424774,0.11992455845555798,-0.4876834945561375,-0.19601852435680697,0.2926040719439456,-0.12696475438427854,0.3471906553768373,-0.2080093118720375,0.33528351841780074,-0.46094790894417975,-0.2789394414933991,-0.2920496707830155,0.23812905655778313,-0.4878621207421572,-0.3509545517514353,0.22154942675634878,0.7260246907246418,-0.4264029467074224,-0.07090836357733538,-0.08488535310274771,-0.46880703669276896,0.2193696368310581,0.5671273416887964,0.6229035347995596,0.29665658245553433,0.2562405267887412,0.43757805954817774,0.2687228684006477,0.5349422379457008,0.11142109363590917,-0.4281445374731226,-0.4654485437923432,0.24428788887668051,0.29201284131122124,0.7453677808951351,0.38682960238988884,0.18033733699758947,-0.34988924746376765,0.11386111672252788,0.08135584104683694,-0.055877355470223676,0.2399877698223491,-0.1288324561993759,0.5155624821125554,-0.4437808203866923,-0.03313614193896676,-0.2391200650453919,-0.37331167364715806,0.02755649495604644,-0.47936145316525525,-0.25155294255999583,-0.09174170716414078,-0.3093653225423707
ACC_sub_R,-0.3013113616822515,0.38712801659511514,1.0,-0.37736714567492846,0.542429437006812,0.11576367722475804,0.18541386109695163,-0.543648163140208,-0.042945482543875604,-0.2747049026394553,-0.42265435069303736,0.37849555661330164,-0.5139305463428306,-0.417374769945838,0.6427078598331607,-0.1128375225555501,0.48753892178500624,0.5807500753129977,0.18892739817284,0.47334728145656985,0.6276355417181556,-0.5468383627307544,0.4963346106584499,-0.11760894421007764,-0.4201822871802673,-0.5684592754377208,-0.1517564898366556,-0.38053556737120764,0.4842095386139515,-0.25478704646967476,0.05078250060990621,-0.01838881139260544,0.5379644044885709,-0.553986682088499,-0.5141938693229836,-0.2280676791763214,0.23145261163282668,0.5119658302395936,0.5635620271053114,0.44267455547258144,0.6025318498802384,0.7302131365662162,-0.5514200978058172,0.67011676596132,-0.5395096554428163,0.5401304251835233,-0.018979202279271214,0.3530340455187942,-0.014422824547773896,0.1533543777856986,0.0780410181920595,-0.559268231676686,0.4078180469281947,-0.5786816071234941,0.2783551692004274,-0.39354249120307366,-0.3688467441146847,0.5356112996317064,0.005754425479495683,-0.5250020039821703,-0.4537650672161449,0.5479027925150616,-0.35909625004017953,0.6117555196567258,-0.4621194220603308,0.5753721629332035,-0.5077653290179146,-0.3730752315610642,-0.5567928290690213,0.008133911125839497,-0.47466654111765905,-0.4930400720276705,0.20904046529591647,0.5592869441746655,-0.5589023296356702,-0.18708848617601528,-0.06085001131961141,-0.5100401366635962,0.22274141856020915,0.5365382630123522,0.35982891157608043,0.2312084982164695,0.34739017287885327,0.6729932305757211,0.17152769920450328,0.5641162522197631,0.0977444353267756,-0.5371781413161623,-0.4521782273045718,0.15051472021239926,0.38874138130970476,0.35912075478204375,0.46566534609399685,0.5727909305085681,-0.47689750730462377,-0.10942162278127494,-0.13319089834251022,0.18117936551916958,0.26266512590047497,-0.2169905693677222,0.43635392276632223,-0.4529113504660487,0.06318180802368502,-0.5150740327902724,-0.5655883354643716,0.2035797364664006,-0.5365254003507222,-0.04645060479979269,0.23802246338090297,-0.271588935465992
Thal_MGN_L,0.5143895759160909,-0.35083205436804044,-0.37736714567492846,1.0,-0.6636302726825255,-0.018800812782683692,-0.1739483240796642,0.5987977020549334,-0.08016531752226923,0.4344304186311254,0.33201945945081096,-0.4416000006699179,0.6971757480055282,0.6094287694790435,-0.5371575018097955,0.395678833982539,-0.4816143302325735,-0.42664894435654643,-0.06199822494231516,-0.4671126035244329,-0.6281769773528921,0.6255599046955166,-0.31106345731106233,0.21100323564208,0.21257990629152015,0.6851606704286953,0.6331409807675455,0.609245044482392,-0.6316152398050222,0.4362669299371259,0.3524670945910018,-0.14828681513590922,-0.5821644467572503,0.7011294129740778,0.6743646004357693,0.4006730568519665,-0.3440657527656134,-0.5219303728732373,-0.452850179556271,-0.16572290498619768,-0.5628311907028622,-0.5932696299473655,0.7128434682296424,-0.42689409993599275,0.7293495975022182,-0.24407667809900327,0.14381676263944693,-0.07100987404462993,-0.07328459510487854,0.057753474003447464,0.07123432808954606,0.6473541175336853,-0.5288438515600115,0.6888317319388884,0.2646816070686619,0.7382502962179767,0.574945357324661,-0.2650524793349419,0.19906112056411426,0.5677609752952905,0.7115821808296715,-0.11788842047642287,0.5073469202642562,-0.360692358745821,0.6726705326860453,-0.10751132853499094,0.6278145123272855,0.56367285504137,0.6815372040381346,0.12951201521433026,0.5259965763011614,0.709086688161441,-0.04746052078877717,-0.5490041535244151,0.5997517188630186,0.13984783743237117,0.3939062032729723,0.5645290085678362,-0.2562924602710993,-0.6515951534324257,-0.332094815913151,-0.16082443163178534,0.024314836762247615,-0.6085854941837173,0.01324620317436522,-0.34539159318723717,0.3438728617389155,0.6353135204088654,0.5344189834765927,-0.08755780767137439,0.08533723962370823,-0.5799961652829163,-0.6106706043154987,-0.30149466141481623,0.6086905990554575,0.34645104125904735,0.31679301308293406,-0.23100187667061017,-0.2561473577588962,0.11885700991241432,-0.30267421091860397,0.4996778123509876,0.020844376450746105,0.6823810805659876,0.6521902490034492,0.17629563874304524,0.631143301187293,0.08360271098340193,0.3402581184201396,0.33892682036067523
Vermis_3,-0.6515189886763024,0.4365878276380384,0.542429437006812,-0.6636302726825255,1.0,0.37647779020897953,0.2885361827633181,-0.7296569652910762,0.2777944931401205,-0.3683897305390894,-0.4483687515175851,0.7242537637365877,-0.7095130645033674,-0.7608428691333156,0.595457602354909,-0.31664472176950026,0.6266000797024288,0.7453087606995941,0.30287197003084365,0.6917403382915664,0.8651812866652836,-0.6907564914690655,0.7033022427283604,-0.2615453615646927,-0.355176156280351,-0.7027674052676989,-0.26261791657945255,-0.7469044652400686,0.7958587664069993,-0.5142747248895119,-0.29804729840040617,0.3382983814535509,0.838416479030424,-0.7416909929177569,-0.7350768212273626,-0.47009928726763,0.55652354612414,0.6894876112250385,0.7660877123019467,0.33403470421349246,0.833187066161313,0.6910508005798632,-0.8526523219863029,0.6863015059897886,-0.7102688141506869,0.4266585618903402,-0.01218112947383369,0.40370994964926354,0.2259285056357553,-0.07532317247193256,0.2995800104413435,-0.7156208502954094,0.5474812680129875,-0.8251869856684702,-0.11890271169780676,-0.6885069740512434,-0.7046586680284942,0.64737803983359,0.054012860932060834,-0.6597525725656436,-0.6610420433160535,0.23237602543038297,-0.5448023499254913,0.6055410052708301,-0.7223059363029627,0.29658203351219303,-0.7089122637049294,-0.5808697307517814,-0.8145742133767023,-0.20448720238879325,-0.515147188838305,-0.6421275655135983,0.16712676112267583,0.6515734339572311,-0.7070494766095555,0.013626050475272383,-0.33190364527216215,-0.6083632684270421,0.6397196644711969,0.8171932284643915,0.5012516848219327,0.32901331505514525,0.04292911454153148,0.8571180107342966,0.31886296946894704,0.5007059403624029,-0.24149773787348633,-0.703365606524559,-0.575389485554325,0.37026612233472,-0.04401781207958426,0.6279507616390516,0.8144584487007305,0.651794382998591,-0.728660552860703,-0.43665347121979864,-0.42944668438511596,0.4711803154937658,0.6759149463271974,-0.22762583710151305,0.5012785167054485,-0.4897897182434586,0.2848118977897265,-0.8015348846030662,-0.7882399356529838,-0.03500918433150994,-0.6812493407396583,0.10188052632935293,-0.26429876962574406,-0.3261725093595633
Cerebellum_4_5_L,-0.29849533727226846,0.1331060438555127,0.11576367722475804,-0.018800812782683692,0.37647779020897953,1.0,0.2620227991519117,0.054473143655367484,0.44140874714829176,0.3907356242423676,0.06782957025737414,0.349280969295113,0.13168370555930742,-0.23682897558213611,-0.03996279513679138,-0.030467551222777837,0.10712901797969746,0.4521775926126729,0.17426735356260453,0.3929500833354539,0.24146878191463794,0.1190897147182989,0.2665817405017628,-0.2538872738833784,0.04676608221446954,0.18259237547794696,0.10020050182456787,-0.24042231744145906,0.13115209135474457,-0.08215887956046054,0.05720008400345191,0.2068155396298857,0.2283458709021804,0.09950010275790673,0.1362435169564086,-0.17477936880677689,0.33883687777397514,0.21041843378798725,0.20258737627457407,0.17156322308437044,0.3477754800387242,0.023928411067962042,-0.1986772332348165,0.2931650129427876,0.22452610722984523,0.06444112905640471,0.25307601889824727,0.3475623984702651,0.368845332449461,0.07331635640799822,0.32692290567075977,0.1233505076428277,-0.07415186770164796,-0.1279501853564535,0.2545456111953334,-0.06481413185107186,-0.20985204960119502,0.2481588189120281,0.47738863097383977,0.10198044120001659,-0.14059296551989903,0.04454877493717165,0.11313601576656578,0.4212039342453813,-0.03938212964678824,0.08930982882529459,0.04448034968063161,0.027143964329826794,-0.20278390387929626,-0.2942245638706991,0.29954254450385337,0.26781342522293444,-0.03788922009172868,0.1777380793706691,0.10927130470736066,0.4050069633107339,-0.231554175834238,0.21323532303852552,0.7622770477030553,0.1933432907423629,0.3628790545764369,0.20223525567456505,0.036230811760151256,0.2327541891958985,0.20515173955299798,0.21253000091380847,0.11845804762717159,0.049940985166899446,0.2472287317661664,0.817299117571511,0.07923864883220795,0.04179169527470006,0.11773579125779099,0.19785593390569298,-0.03859250879259624,-0.2912015622864613,-0.32095740172858295,0.47820307639595855,0.824762783780153,-0.10163083836147824,0.360093535086848,0.3285853794569922,0.7504032793996163,-0.1313366525742108,0.0028024741114770187,0.21968260438839363,0.10454068764207328,0.5829832197793663,0.15509480126219438,0.19623861369883613
Rolandic_Oper_R,-0.4948025203643789,0.1034350066191932,0.18541386109695163,-0.1739483240796642,0.2885361827633181,0.2620227991519117,1.0,-0.05133321748205707,0.29940791507898834,0.25969405030771836,-0.26147131297023013,0.3610438616175154,-0.11094695292778417,-0.47315658765230695,0.04622995650885682,-0.25264122110748255,0.5725867980506321,0.3547308160358455,0.13293791966338905,0.0703305432454264,0.3554684428904862,-0.10914559408586517,0.24626180944854192,-0.42270237653520126,-0.06350222750151499,-0.05119866649353149,-0.10721036937044649,-0.4465873099036768,0.18887104025695298,-0.14871298415688008,-0.09221693553458482,0.15139630492415174,0.3831327096812724,-0.17701845840797492,-0.08752508133847858,-0.24648264257511548,0.16879002391665165,0.07383473689478805,0.2598108446421211,0.34698766116828444,0.309358277772204,0.10848344229025869,-0.38994809541304076,0.49220555021139767,-0.06503813374280379,0.2464311446220658,0.03330662385367613,0.3587251183539144,0.6406548242836702,-0.06667331158280454,0.3004421205731779,-0.008507549146578895,-0.022140469970630523,-0.27103848153857657,0.07352343675422367,-0.1772978896396699,-0.44626816152927495,0.37291541635014436,0.11784142629495299,0.08980057649108944,-0.31446690744885986,-0.0037522611074678127,-0.08699201366289566,0.45811959692054766,-0.3942144941062132,0.20106233881869565,0.02856469885166118,0.2761825817839303,-0.4608898793206808,-0.4830414917088064,0.12783767467358587,-0.09079416798894165,-0.07213580966072905,0.10655636984805089,-0.036953027593868606,0.01647602386818884,-0.3502961237083433,0.0705975314015966,0.45497092674178846,0.27523595511742177,0.24468796666442788,0.43273478709781305,-0.1364425655353774,0.43005002173716206,0.09142753810655545,0.09184225377769586,-0.14094299842391456,0.015799700932728616,0.07130202027121749,0.25074577056253033,-0.004898179179744481,0.01987546915323368,0.14791907808486707,0.2537241760597355,-0.02259056018969574,-0.47663444723663234,-0.49311929950687905,0.3937660324225346,0.3082912940400269,-0.00836260014670758,0.16375089310408533,0.17591466404680933,0.31904557558519675,-0.35273629968693104,-0.1483892052803453,-0.03963278747373981,-0.02831785152575521,0.4679699631766696,0.09990568185743431,0.1654080257459028
Cerebellum_Crus2_L,0.3190855320665146,-0.4744452169433979,-0.543648163140208,0.5987977020549334,-0.7296569652910762,0.054473143655367484,-0.05133321748205707,1.0,0.06530837867564847,0.7803063206457322,0.45629618699797203,-0.6515838850011939,0.8393715282204844,0.5222393545636227,-0.7439409363637756,0.20079354124723905,-0.5387085204839486,-0.506405967987973,-0.17613025563361118,-0.5920268249142636,-0.6980050313294989,0.7684515238970293,-0.5679034780788453,-0.14755286216792288,0.393569280489408,0.901969337654266,0.26954741675145516,0.5081944978198701,-0.7605254402375782,0.4256432397603651,0.23536840190994598,-0.15740043244940793,-0.6757651282074765,0.882333889995251,0.9223057767887933,0.14195302673301247,-0.39246190665394276,-0.6447164493493082,-0.6646767499886559,-0.28636138061039507,-0.6808975991479158,-0.797504035878718,0.732171108963602,-0.5381656408818107,0.9014965201562671,-0.46941510310307144,-0.007262455675054147,-0.3830099112554411,-0.055938690985585605,0.10600694502484313,-0.10177514228714724,0.9545543552803828,-0.7070589016789427,0.8090556773794716,0.10684851034030649,0.7207092056122626,0.4855827905073916,-0.47473408919610277,0.3191979197472984,0.92859845434114,0.5300513972018236,-0.21739302709211208,0.7266719660613037,-0.4713502528141636,0.6072615336819254,-0.36264543588079295,0.9354384139324385,0.6521606042310203,0.6535084347726325,-0.1798251917657877,0.8743736420854092,0.7836837088690707,-0.4002930194575321,-0.7057451219629192,0.9638454610322327,0.03687954911826491,0.19136221304535558,0.9198631387255531,-0.24349820050712598,-0.7773918136159665,-0.2801620419892713,-0.05937973790779236,-0.23990625397229043,-0.7195490282625941,-0.1470957839332146,-0.44941001457191737,0.20858212432600456,0.8330443504829194,0.8953283490171121,0.0046498297668746205,0.03857428049329547,-0.706267837216596,-0.7410021192667124,-0.5695191897556576,0.8868554093888015,0.06063569791023175,0.022435303114296413,-0.1063102323579721,-0.3100812653462162,0.22452786215045728,-0.42424238188593993,0.8868091405005679,0.04870140920722049,0.6994095912674276,0.8820477153416277,-0.019326830696017296,0.9337898541526488,0.398697799621532,0.3374335832007613,0.5880042888910416
Supp_Motor_Area_L,-0.6625406565738244,-0.17566191032943643,-0.042945482543875604,-0.08016531752226923,0.2777944931401205,0.44140874714829176,0.29940791507898834,0.06530837867564847,1.0,0.3522664869110355,-0.07898159554243567,0.32237704111819876,-0.11605266533193218,-0.5574479983818627,-0.3601572490464243,-0.35954488983320926,0.26402416355360536,0.34093804151991286,0.09969343042944864,0.16336855579660492,0.2964362872187335,-0.04723453742165431,0.1650517671796321,-0.47419541132562965,-0.22943154852536055,0.008764939566165775,-0.029662248831541147,-0.5810549261078061,0.20056133879754037,-0.03308119420460093,0.0777288736399233,0.6427347209211459,0.2009279773927514,0.04788223728731414,0.0025478879543110876,-0.4374233748492146,0.23780595528191795,-0.11590225709274658,0.30741610323424906,-0.08987122288353147,0.3194888274045119,-0.20437408572644605,-0.4011299804534329,0.15267575405928058,0.02485189515600248,0.2045666682390059,0.6249885287285074,0.4658228844987603,0.47254610916709605,0.01828846700228453,0.2358098054702479,0.15649938461666585,-0.2805991945992903,-0.2520257741306875,0.027182912941009923,-0.2998949810002274,-0.5323946365798953,0.2122660772239891,-0.020477283711489925,0.2212682807543698,-0.3462562412029131,-0.2203581743165575,-0.1940580492970945,0.17539507516322395,-0.3862083825043145,-0.35449506220486543,0.10420075416912983,-0.09455798474065093,-0.38768657420857394,-0.6792982806323777,0.3440619277865598,-0.049017400288629075,0.2669261898795519,-0.19145302140161136,0.013655399586618287,0.35603749491239,-0.2579104503378578,0.24744051208627027,0.5509647987495837,0.07949786346566676,0.018927182298140784,0.15512067772275628,-0.6034309437320913,0.2413961068859143,0.15141942219750978,-0.12136151165461456,-0.07923079338045616,-0.0006603684527695512,0.23258085421966562,0.3237248667513324,-0.00347053958262655,-0.15074630982529635,0.2554525677740324,0.3605905063245981,-0.175744778789972,-0.6861090635448368,-0.7152023241462974,0.8898425466291597,0.44571410681328605,0.0388823104673186,0.18376220204530863,0.34319594958180577,0.33175155325204336,-0.4426162468287553,-0.1616368979706277,0.17594458394242612,0.11409217786774091,0.5314687918272416,-0.0005365270235966624,0.07387184686264257
Vermis_8,-0.0577082315926692,-0.4276367554173654,-0.2747049026394553,0.4344304186311254,-0.3683897305390894,0.3907356242423676,0.25969405030771836,0.7803063206457322,0.3522664869110355,1.0,0.16467183081496745,-0.31578229502041955,0.615937466793446,0.12117303974359774,-0.6815092817548077,0.06155327360330299,-0.21076163000327844,-0.18103829592178483,-0.08455867618937074,-0.4048096828488704,-0.3710110682552628,0.5625152948086332,-0.2917244850176007,-0.3933281972309174,0.14043892506756214,0.7320508595272838,0.21725441869257556,0.10626681265002803,-0.5436317676123479,0.263903687076959,0.22149494375811424,0.09323871797852962,-0.3143719468430465,0.6589791749549365,0.7109846830820759,-0.062137216337933364,-0.237543844221427,-0.5016462516598817,-0.3861661834583004,-0.17453720145291193,-0.3496124505879211,-0.673651729755858,0.3443948461595915,-0.2414277895160525,0.7203647321381396,-0.29558139726459676,0.09354539848125033,-0.09165375552548971,0.26880593304051675,0.0169467066997825,0.0034861612131595653,0.8020617518761081,-0.6776591525372441,0.4681325298489689,0.17460718452856416,0.45002786088930274,0.08913842544948664,-0.18385043446288554,0.36678796023672094,0.8306571234817564,0.1896429359181777,-0.20100164126200523,0.49500545182577904,-0.1413762621846783,0.27467275080435266,-0.21101201318951465,0.7642568879416185,0.6087087144998875,0.2565443306063945,-0.5022694335684084,0.8765564896357741,0.6125007645393278,-0.4140857237424345,-0.5828714294441956,0.7800573782603897,0.1452558292397429,-0.04985429867158662,0.8739082451537509,0.18595620659633302,-0.5239064490798223,-0.2031097328388967,0.13829521843278553,-0.30490458177617824,-0.37409413509157696,-0.0830313484652421,-0.36044033596427444,0.10681483400726698,0.6811733699893404,0.8560820501230694,0.31432115718273324,0.11316955194360599,-0.6507795151005963,-0.5044770915207575,-0.20343259265941518,0.6765418753270854,-0.2902275758267655,-0.3115034161058992,0.2789875559388628,0.11054502172419169,0.07901397941916151,-0.2193376780499188,0.9257722956421134,0.315618714852805,0.32668539147577336,0.5792976024035316,0.07703065146309451,0.7815770396763332,0.8012478323427558,0.4362124946984966,0.49985985673495875
