,Rolandic_Oper_R,Temporal_Pole_Sup_L,Supp_Motor_Area_L,Cerebellum_7b_L,ACC_sup_L,Cerebellum_3_R,Thal_MGN_L,Thal_MDm_L,Cerebellum_6_R,Supp_Motor_Area_R,Thal_PuI_R,Frontal_Inf_Oper_L,Thal_LGN_L,Insula_R,Red_N_R,Vermis_3,Caudate_R,Thal_MDm_R,Frontal_Sup_2_L,Cerebellum_9_L,Thal_VL_R,Rectus_L,ACC_sub_R,OFCant_R,SupraMarginal_R,Calcarine_L,Paracentral_Lobule_L,LC_L,Occipital_Mid_L,Parietal_Sup_R,Thal_PuA_L,Postcentral_R,Frontal_Sup_2_R,Thal_LP_L,Cingulate_Post_R,Cerebellum_9_R,VTA_L,Frontal_Med_Orb_R,Cerebellum_Crus1_L,OFCmed_L,SN_pc_R,Cerebellum_8_L,Vermis_10,Temporal_Pole_Mid_R,Frontal_Inf_Tri_L,Thal_AV_R,Temporal_Sup_R,VTA_R,Cerebellum_Crus1_R,Thal_PuL_R
Thal_PuI_R,-0.2494297647760163,0.7404482893467109,-0.23716362331455187,0.623493417326043,-0.33140748569365636,0.030953834073412224,0.7382399503193047,-0.5741957744209059,0.8492283779891143,0.03339848068687832,1.0,0.33100843346411774,-0.6901270687713182,0.11341202629375687,0.2878000300262966,-0.8634902431528789,-0.24606670919777623,0.8585233895411174,-0.5693785622111507,0.685773099123001,-0.4031323626400522,-0.6155179745027974,-0.5710206996535747,-0.8169522731659241,0.42650621378114567,0.8093069728271715,0.131776624536925,-0.7851999383461129,0.8043700756624313,0.16417721303461366,-0.18106845467678162,0.17212830458950848,-0.6363063018113109,-0.19412192477887733,-0.12552299698548855,0.7457801897261948,-0.0019965940482421104,-0.7495124784080048,0.8738128198400836,-0.6442223887908288,0.5255631673709269,0.6780030023852622,0.8504171522428423,0.6471098711047294,-0.6834322438893378,-0.18539325875820759,0.6790757499418943,0.2579030189895834,0.786514100263008,0.8845221920910891
Frontal_Inf_Oper_L,-0.14094299842391456,0.33645271144156136,-0.07923079338045616,0.17968544335343106,-0.35024149921651326,0.1104071361446615,0.3438728617389155,-0.08389414670279213,0.13863229890494477,0.06640914558108017,0.33100843346411774,1.0,-0.10296359591922773,0.3619449461671148,0.29050936807264344,-0.24149773787348633,0.13813207825096702,0.4196584346429213,-0.08964349154643855,0.07662902028169202,0.013836631762949638,-0.20508779043021141,0.0977444353267756,-0.07083025874143092,0.1358700371380292,0.36836425852296917,0.3290783469091392,-0.21268956068814615,0.449936152826115,0.2895616635260001,-0.05211105416463554,0.07805913656517498,-0.11855257756616773,0.23497280755107816,0.07117371957459022,0.10511626588307672,0.13283120954354405,-0.0014495699312890183,0.2095739943144872,-0.059330975480019595,0.06696456912233738,0.10661626975424839,0.15406949889502855,0.06284555060123034,0.10430980030215596,0.1759844549141393,-0.0028523954078754194,0.23594852622387033,0.05323637865605678,0.34579622364984414
Thal_LGN_L,0.2537241760597355,-0.6515796537047581,0.3605905063245981,-0.3141672537190058,0.37640364351878647,0.15716992869390337,-0.30149466141481623,0.615700871287381,-0.5348235829572857,-0.02306646449114954,-0.6901270687713182,-0.10296359591922773,1.0,0.05982129192166731,-0.19580959639809095,0.651794382998591,0.24295368992450558,-0.539827201299761,0.6324227972795564,-0.440017388950605,0.4287856940310043,0.2569487666142358,0.5727909305085681,0.4961655281584234,-0.4319326328704209,-0.592820487716971,-0.07106130575612911,0.6869198145618851,-0.7254198307096112,-0.35853399425704013,0.20655337865552334,-0.33232712909446344,0.5770069000293057,0.3694881282221456,0.13581809342669074,-0.4560487513879614,0.40096993194333597,0.5319311175753512,-0.6370979729896531,0.4164079034890229,-0.2551091767858611,-0.3613418221109552,-0.5504868622803915,-0.3781216575404092,0.7081381857951587,0.2477483578798264,-0.46451022107497375,0.14264556073864135,-0.4874144914988526,-0.7507915978287956
Insula_R,0.36192050612443544,0.14207142729207708,0.1038398409190297,0.2789847999107633,0.023384498997170308,0.3315870446810766,0.18421179084691827,0.16675279380963953,0.11734446160776182,0.09904004507528416,0.11341202629375687,0.3619449461671148,0.05982129192166731,1.0,0.12091012212437237,0.03395703890305916,0.13512951884711163,0.2021069942499395,0.09154956242034348,0.12337974048983522,0.28767743364073084,0.0745679110283084,0.1806918610687531,0.18266413537329776,0.052988022638480854,0.15073665793457564,0.08924280857742219,0.0826843585854659,0.04632685084647373,-0.08635816127653205,0.24998833385957347,-0.06749299825313507,0.018313988274428976,0.2530425181112623,0.06717775144275338,0.12708524241096852,0.13643659371467745,0.019349233351647694,0.1336931008031074,0.06452444177676099,0.10411232614402961,0.19869448439888032,0.09449801317940595,0.059702378100688167,0.1584433011770212,0.2890495077205595,0.2577003550435184,0.005332695514817146,0.09389062617800377,0.02586765166800646
Red_N_R,0.09821396024916718,0.42385313305774486,-0.03156710732470594,0.37104668151385123,-0.20447951080309978,0.4870231613409116,0.2308384128659389,-0.19664347175064942,0.29513288597723064,0.2019926706769197,0.2878000300262966,0.29050936807264344,-0.19580959639809095,0.12091012212437237,1.0,-0.07124918987802245,0.054216934171420525,0.2533831780203391,-0.046957683463374124,0.3576758848471138,-0.12750131838140386,-0.265842453180225,-0.020913789411419807,-0.17518215118417493,0.2462338865470326,0.46415472465673857,0.10729628003536361,-0.14834802363209315,0.3277747449759547,0.10330655617687294,-0.03987201781954518,0.04363868113853966,-0.016713259870458658,0.10467631974530295,0.5141658507085648,0.37314475030824945,-0.016001959270875676,-0.12489387104773185,0.35444317350615034,-0.017617544264261646,-0.035981699778357135,0.33901514178483394,0.3273857251750683,0.33810588105424444,-0.07783719761977942,-0.08058525074559397,0.30637886354482563,0.19432612535100666,0.2562052690621334,0.24771837071329375
Vermis_3,0.2885361827633181,-0.5448023499254913,0.2777944931401205,-0.4794339508137569,0.3382983814535509,0.20363411753057017,-0.6636302726825255,0.64737803983359,-0.7089122637049294,0.013626050475272383,-0.8634902431528789,-0.24149773787348633,0.651794382998591,0.03395703890305916,-0.07124918987802245,1.0,0.29658203351219303,-0.6885069740512434,0.6063534152524234,-0.515147188838305,0.5470364048852426,0.6279507616390516,0.542429437006812,0.7958587664069993,-0.47009928726763,-0.6421275655135983,-0.22533542865346168,0.838416479030424,-0.7507383342876329,-0.20448720238879325,0.2995800104413435,-0.2615453615646927,0.6183196242468276,0.27087797578822326,0.2848118977897265,-0.5759320299949858,-0.03500918433150994,0.6910508005798632,-0.7070494766095555,0.6515734339572311,-0.5142747248895119,-0.4897897182434586,-0.7156208502954094,-0.5047580137006988,0.6758811862983084,0.31886296946894704,-0.5808697307517814,-0.29804729840040617,-0.6597525725656436,-0.8145742133767023
Caudate_R,0.20106233881869565,-0.07558639463305021,-0.35449506220486543,-0.18982357364564162,-0.21319973301326703,-0.038697168936267255,-0.10751132853499094,0.45952353758505715,-0.3099515788610536,-0.029563962223028713,-0.24606670919777623,0.13813207825096702,0.24295368992450558,0.13512951884711163,0.054216934171420525,0.29658203351219303,1.0,0.0004332545103725916,-0.010935645198703542,-0.35209932704488944,0.4988022340612675,0.3639912789311745,0.5753721629332035,0.2089136805834152,0.07662906906696113,-0.1888517978131492,-0.09516022496714546,0.3262994844169323,-0.049994757276928294,0.24019177702014693,0.1455556204440024,0.1236167447588203,0.15018443799571635,0.4142215902894994,0.0740937014624897,-0.33287988433604987,0.1580399649065721,0.5464694435978403,-0.3230216672677589,0.46785164135607266,-0.04401926860278692,-0.3185110381242162,-0.36829865188832345,-0.22497372155847098,0.19614311394347533,0.18800417409712955,-0.04884467179935638,0.07515031509695139,-0.3593768319834357,-0.20996774261543047
Thal_MDm_R,-0.1772978896396699,0.7770574769063674,-0.2998949810002274,0.5221631363424855,-0.4535289664198993,0.009106642790774038,0.7382502962179767,-0.18829881468860032,0.679295875909582,-0.0947066699451858,0.8585233895411174,0.4196584346429213,-0.539827201299761,0.2021069942499395,0.2533831780203391,-0.6885069740512434,0.0004332545103725916,1.0,-0.5534014493075373,0.5548741737185178,-0.017884142089470687,-0.4505103956419134,-0.39354249120307366,-0.6338233552854949,0.32154145093764985,0.7609321097167873,0.03961579272174523,-0.5385255114363904,0.7550351593759176,0.20874512777537477,0.026500735060808578,0.11254736192335256,-0.5820635845660765,-0.026009057429526104,-0.09813721796761954,0.6001751013867346,-0.006666725235009418,-0.5529905005781737,0.7683490693104942,-0.480010640825731,0.48321119714695504,0.548586847088203,0.7024664658831615,0.5422663107097208,-0.5170689719277044,0.14297977081443014,0.544877562716972,0.26136579945096516,0.6035049558947913,0.7515371620643387
Frontal_Sup_2_L,0.3706564964805488,-0.3975492848793969,0.8105910553158002,-0.028729026324856907,0.5945509503567595,0.3992858783959478,-0.3486959355202547,0.44738731699035195,-0.23472032868268336,0.1975674412396717,-0.5693785622111507,-0.08964349154643855,0.6324227972795564,0.09154956242034348,-0.046957683463374124,0.6063534152524234,-0.010935645198703542,-0.5534014493075373,1.0,-0.021399292577769756,0.3085420198991845,0.11610647929628069,0.2858551962137083,0.48800833173142516,-0.5037140873531054,-0.3723590304749409,-0.13157550170546578,0.5120395132108722,-0.7734428624577542,-0.6358993259479685,0.28642970253792494,-0.4879966523919417,0.5842977518421341,0.09885760905586505,0.3694149114771627,-0.08179747080837867,0.20519425487834736,0.22806856609878515,-0.34407024928573693,0.1556455251332778,-0.2186239763889213,0.02036921227876381,-0.21291777987968852,-0.004269884490067182,0.747049545895008,0.24095365547846379,-0.3442687764752783,-0.019979505591053114,-0.13349999863891857,-0.7011027178800565
Cerebellum_9_L,0.12783767467358587,0.6519733491250057,0.3440619277865598,0.7964332810398002,0.04215787451809693,0.3968756773732156,0.5259965763011614,-0.3087952080256235,0.8736819257997516,0.15468883398742886,0.685773099123001,0.07662902028169202,-0.440017388950605,0.12337974048983522,0.3576758848471138,-0.515147188838305,-0.35209932704488944,0.5548741737185178,-0.021399292577769756,1.0,-0.25374961511866145,-0.6930340196949846,-0.47466654111765905,-0.639725827513499,0.016466201379861253,0.7442247654071193,-0.1570120319405573,-0.5013883767102313,0.31016703750956426,-0.4387119442069292,0.07164118277468685,-0.28433013627955345,-0.42738818999671907,-0.24029389530458783,0.3014498201395846,0.9770579497780832,-0.01862521731531294,-0.8064101197144541,0.8805435875021767,-0.6779825322241084,0.3295540160261378,0.9675973715497109,0.9374505812894985,0.8496775188309472,-0.327638248434214,-0.06934605604366009,0.6589787328288865,0.18039300034938047,0.9265871100468459,0.44283022544693784
Thal_VL_R,0.28555382237437554,-0.13166967738482882,0.08305683898092414,-0.12967672422131923,0.15293357432938454,0.1398423299171942,-0.09593377156396782,0.8334068188860341,-0.37983722572429884,-0.04224086349853053,-0.4031323626400522,0.013836631762949638,0.4287856940310043,0.28767743364073084,-0.12750131838140386,0.5470364048852426,0.4988022340612675,-0.017884142089470687,0.3085420198991845,-0.25374961511866145,1.0,0.457589290642765,0.35414067110853137,0.4957435633786511,-0.26619645083669347,-0.216793065091558,-0.1817830260679372,0.588923287564016,-0.3569704682385994,-0.10070629410460098,0.7056407668587269,-0.15010717880933513,0.32627058563290506,0.5492498199851544,0.1840119224659824,-0.2896410774296384,0.05916321705358468,0.4358651224466107,-0.3370674345799108,0.4052842495622782,-0.14160158717059587,-0.22306950892080346,-0.3599958904938674,-0.2106521572067418,0.48285514316636907,0.6866319978171326,-0.23267626650927228,-0.12607423357035782,-0.3656608399241069,-0.41135493651818833
Rectus_L,0.01987546915323368,-0.3654802673554154,-0.15074630982529635,-0.48714617146443223,0.024066659696526414,-0.032256088336444215,-0.5799961652829163,0.40250383687412106,-0.6732501870886781,-0.08893523134511554,-0.6155179745027974,-0.20508779043021141,0.2569487666142358,0.0745679110283084,-0.265842453180225,0.6279507616390516,0.3639912789311745,-0.4505103956419134,0.11610647929628069,-0.6930340196949846,0.457589290642765,1.0,0.35912075478204375,0.7027710706457652,-0.12528757838381688,-0.5933849497061736,-0.06233747120844017,0.5373982671984056,-0.34560118473660506,0.2558904026027878,0.21072634011710512,0.09892259944188053,0.381004165955461,0.294342899729607,-0.14669178220551518,-0.6940849052503165,-0.04418031166286845,0.7374084084876233,-0.6522267389820884,0.7933811252663201,-0.24222368893852794,-0.6592979083705948,-0.7389710167605462,-0.6334156867611128,0.31843073094385765,0.26792013002938164,-0.5069666316205412,-0.3950001060982413,-0.6920046858934629,-0.45785228577075787
ACC_sub_R,0.18541386109695163,-0.35909625004017953,-0.042945482543875604,-0.38759762587230834,-0.01838881139260544,0.019449276457133596,-0.37736714567492846,0.5356112996317064,-0.5077653290179146,-0.18708848617601528,-0.5710206996535747,0.0977444353267756,0.5727909305085681,0.1806918610687531,-0.020913789411419807,0.542429437006812,0.5753721629332035,-0.39354249120307366,0.2858551962137083,-0.47466654111765905,0.35414067110853137,0.35912075478204375,1.0,0.4842095386139515,-0.2280676791763214,-0.4930400720276705,-0.06789072477456681,0.5379644044885709,-0.4063253367442075,0.008133911125839497,0.0780410181920595,-0.11760894421007764,0.3411721024826831,0.3088533554259068,0.06318180802368502,-0.48012419704491754,0.2035797364664006,0.7302131365662162,-0.5589023296356702,0.5592869441746655,-0.25478704646967476,-0.4529113504660487,-0.559268231676686,-0.39115316842604314,0.5872960885047652,0.17152769920450328,-0.3730752315610642,0.05078250060990621,-0.5250020039821703,-0.5567928290690213
OFCant_R,0.18887104025695298,-0.5107077542635197,0.20056133879754037,-0.5190683297071205,0.2444807241873301,-0.01579783898046328,-0.6316152398050222,0.5431926767909201,-0.744087931128436,-0.042671182686153476,-0.8169522731659241,-0.07083025874143092,0.4961655281584234,0.18266413537329776,-0.17518215118417493,0.7958587664069993,0.2089136805834152,-0.6338233552854949,0.48800833173142516,-0.639725827513499,0.4957435633786511,0.7027710706457652,0.4842095386139515,1.0,-0.35243867193748024,-0.6451532510891191,-0.02184478419384654,0.7251073314625597,-0.6060042525179543,-0.021100736041267262,0.24595349474477388,-0.1210904056053119,0.5925754833754558,0.2584098748696653,0.04878024995263307,-0.692258693060667,-0.10028779446254346,0.7162380773992999,-0.7177285931388953,0.6265637605358585,-0.4787091935068337,-0.6140956169060604,-0.7701005250029126,-0.631784699203101,0.6833314995678469,0.3523325793648197,-0.6372613269422718,-0.3347642706945709,-0.7327421922952219,-0.6999678559147982
SupraMarginal_R,-0.24648264257511548,0.23029149672990748,-0.4374233748492146,0.16298049309628798,-0.1793301695631711,-0.08850338880644808,0.4006730568519665,-0.44073705816066927,0.19557391468100066,0.3664909840993523,0.42650621378114567,0.1358700371380292,-0.4319326328704209,0.052988022638480854,0.2462338865470326,-0.47009928726763,0.07662906906696113,0.32154145093764985,-0.5037140873531054,0.016466201379861253,-0.26619645083669347,-0.12528757838381688,-0.2280676791763214,-0.35243867193748024,1.0,0.3855108041923686,0.5342598996526725,-0.5017409779336641,0.6555720006469781,0.5715467499378475,-0.2482744286122635,0.8639508917405181,-0.012231294291251209,-0.01804004116032695,-0.13791552185898615,0.08311066030045375,0.0642476281045437,-0.2064578116985638,0.1734587500743376,-0.09101257131048064,0.28859044836083597,-0.03411342393737743,0.17444031494642204,-0.053560377220400524,-0.5006665190935677,-0.27155758643317573,0.46385927054486836,0.2092854173706973,0.06008252876320345,0.6285287199773434
Calcarine_L,-0.09079416798894165,0.7496561408470914,-0.049017400288629075,0.69163372958113,-0.2350711240510423,0.285753507042646,0.709086688161441,-0.3998903351352604,0.7480844895738167,0.26567274164977006,0.8093069728271715,0.36836425852296917,-0.592820487716971,0.15073665793457564,0.46415472465673857,-0.6421275655135983,-0.1888517978131492,0.7609321097167873,-0.3723590304749409,0.7442247654071193,-0.216793065091558,-0.5933849497061736,-0.4930400720276705,-0.6451532510891191,0.3855108041923686,1.0,0.2011422839811905,-0.64979531647478,0.7343977480127755,0.11749274629469496,-0.0035390778339524473,0.15918188177589648,-0.38649433338228883,-0.06907779630331817,0.2706491905838164,0.7646635678866205,-0.04677482053529719,-0.6773120116984352,0.8348736647375292,-0.5397813554486991,0.3113640106126181,0.7024239981617459,0.8048875339809524,0.608967545818966,-0.47473474229103224,-0.04755460856002175,0.6622618934154622,0.21316521847324038,0.6931018512019472,0.7469147791795744
Paracentral_Lobule_L,-0.35137563862174886,-0.08656121353359929,-0.017407198431869494,0.026088558167369005,0.14326985423529495,0.004580389446142461,0.2699675536570273,-0.31398380862220926,-0.04180024567979387,0.5756673696317812,0.131776624536925,0.3290783469091392,-0.07106130575612911,0.08924280857742219,0.10729628003536361,-0.22533542865346168,-0.09516022496714546,0.03961579272174523,-0.13157550170546578,-0.1570120319405573,-0.1817830260679372,-0.06233747120844017,-0.06789072477456681,-0.02184478419384654,0.5342598996526725,0.2011422839811905,1.0,-0.3467300989725291,0.41883973786958756,0.5321184305725319,-0.1689746153985587,0.6654775992249291,0.33851612133174763,0.04839940105423945,-0.0958037898966815,-0.1088167717997968,0.22448693073889078,-0.011157253362062601,-0.08775818693253178,-0.0030024093065418255,0.07335312242558734,-0.20875147751656936,-0.04456710760929285,-0.26736325453380544,0.006551030828117873,-0.06152904230194999,0.022075506666591416,0.2756329251577902,-0.14529315579349153,0.38970936360941083
