,Cerebellum_Crus1_R,OFCant_L,Thal_MDm_R,Vermis_1_2,Vermis_6,Postcentral_L,Thal_PuM_L,Thal_VPL_R,Hippocampus_R,Caudate_R,Thal_PuL_L,Frontal_Med_Orb_L,Heschl_L,Precuneus_R,SN_pr_L,Angular_L,Vermis_8,Frontal_Inf_Tri_R,Temporal_Pole_Mid_L,Vermis_9,Red_N_L,Heschl_R,Insula_R,Paracentral_Lobule_R,Occipital_Inf_R,Thal_MDm_L,Olfactory_R,Insula_L,Thal_MDl_R,Angular_R,Thal_MGN_R,Thal_LGN_L,Occipital_Inf_L,Thal_VA_L,LC_L,Amygdala_R,Thal_PuI_R,OFClat_R,Fusiform_R,Temporal_Pole_Sup_L,Thal_PuA_L,Thal_IL_R,Cerebellum_9_R,Occipital_Sup_L,SupraMarginal_R,Thal_AV_L,Supp_Motor_Area_L,OFCpost_L,Lingual_R,Lingual_L,Frontal_Inf_Tri_L,Precentral_L,Hippocampus_L,N_Acc_R,Thal_PuA_R,Occipital_Mid_R,Vermis_10,Calcarine_R,Frontal_Mid_2_R,Frontal_Inf_Oper_R,Thal_PuM_R,Cerebellum_10_R,Parietal_Sup_R,Cuneus_R,Temporal_Pole_Mid_R,Thal_VPL_L,Temporal_Inf_R,Supp_Motor_Area_R,Temporal_Sup_L,Cerebellum_3_L,Thal_VL_R,Putamen_R,Vermis_4_5,Frontal_Sup_2_R,ACC_pre_R,Pallidum_L,Vermis_3,Cerebellum_Crus1_L,Cerebellum_Crus2_R,Precentral_R,ACC_pre_L,Temporal_Mid_L,Cerebellum_3_R,Frontal_Sup_Medial_R,Thal_AV_R,ParaHippocampal_R,SN_pr_R,Parietal_Sup_L,Cerebellum_8_R,Calcarine_L,Thal_MDl_L,Temporal_Pole_Sup_R,Temporal_Sup_R,Frontal_Sup_Medial_L,Fusiform_L,Thal_VL_L,Cerebellum_10_L,Parietal_Inf_L,VTA_R,OFClat_L,OFCmed_L,Thal_MGN_L,VTA_L,SupraMarginal_L,ParaHippocampal_L,Frontal_Sup_2_L,Frontal_Inf_Oper_L,SN_pc_L,Red_N_R,Cerebellum_7b_R,Cerebellum_9_L,ACC_sup_L,Cingulate_Mid_L,Cerebellum_6_L,Cerebellum_4_5_R,Frontal_Med_Orb_R,Olfactory_L,Thal_LP_R,Occipital_Mid_L,OFCpost_R,Raphe_D,Rectus_L,ACC_sup_R,Postcentral_R,Cerebellum_Crus2_L
Cerebellum_Crus1_R,1.0,-0.703452291141533,0.6035049558947913,0.8348075595229454,0.8664756175841452,-0.4119029888508171,0.5400926560305358,0.3990734205353933,0.3068679464151156,-0.3593768319834357,-0.02363034409505909,-0.7990769260769972,-0.4111680770253781,-0.08509559998122439,-0.012133155548617174,0.29812932363561656,0.8306571234817564,-0.29797136134241997,0.8286077263365208,0.5038489348909129,0.7433774552450965,-0.4723347810582854,0.09389062617800377,0.028248060867317668,0.7914173884701292,-0.4176801556966166,0.05060085592418655,0.12724798754124816,0.2071786866395475,0.15129071528506266,0.8458147375863903,-0.4874144914988526,0.7874699368564168,-0.4777598530834034,-0.58688610087131,-0.32945528599669666,0.786514100263008,-0.4699248943144171,0.05752836880886811,0.6399547739102058,-0.018213895886719365,0.6764124090363549,0.9368157714273673,0.3259740124415783,0.06008252876320345,-0.1825117392682079,0.2212682807543698,-0.5073573074557091,0.8709650988214179,0.8461158621161289,-0.44716198379524097,0.04742142861663226,-0.36338594539601954,-0.47962280401383184,0.5891167035643049,0.597817881910868,0.950187727103306,0.7707697409831481,-0.5600606486228078,0.09207998915753117,0.717940054725182,0.3805905363851489,-0.37669653661817176,0.5585147653002738,0.8843353540677945,-0.625226091728234,0.9586516214361952,0.032926137378225556,0.16796671377160236,0.04109065995314783,-0.3656608399241069,-0.4987477293572072,-0.2365253333886253,-0.5492957129916509,-0.4882152334013992,-0.6165217766618629,-0.6597525725656436,0.896424643114194,0.9051993741063338,-0.17672180355362546,-0.6863674592463931,0.5079767515871842,0.2548499116640275,-0.36101704207491714,-0.1749229517563475,-0.2249564343537844,0.37276115521665043,-0.14663509036912808,0.9636252023338727,0.6931018512019472,-0.5249510374717744,0.6523798770845858,0.7154253447689435,-0.5526511917794098,0.18050037914335537,-0.636559709867054,0.619930661902539,-0.1376666117077201,0.18598042347676566,-0.668339143331423,-0.7001201020152236,0.5677609752952905,0.016287008160307984,0.10044251438202312,-0.6606414200188176,-0.13349999863891857,0.05323637865605678,0.2313242406451419,0.2562052690621334,0.3950104057319055,0.9265871100468459,0.000966628961153722,-0.030634144588998727,0.832867443044346,-0.12192352459822674,-0.8198694832678455,0.0707375426897345,0.46643330192478255,0.36558326986752815,-0.4876834945561375,-0.7027870112261977,-0.6920046858934629,0.00644000105302962,-0.26923874491387934,0.92859845434114
OFCant_L,-0.703452291141533,1.0,-0.6502369822811762,-0.7899908306963923,-0.7414237155789508,0.21891949182056006,-0.7258768290940851,-0.5363302119766038,0.1148091405272631,0.42180150024990365,-0.34011596119983994,0.6737120786354409,0.5575971215988403,-0.20169696008595472,0.060570932746820835,-0.55534527042721,-0.5239064490798223,0.5370069509939754,-0.6790456309318675,-0.11622509180195106,-0.63070154204715,0.5546381762042852,0.05871248332594161,-0.23676153080451617,-0.5509472677568114,0.5783653304129445,0.05714635703526382,0.0009497357578280594,-0.2919984611652559,-0.4520726060807511,-0.694118460039209,0.4613088263133504,-0.7431220400464371,0.6039872660485017,0.7360860204816458,0.5442051115135362,-0.8125700977102596,0.6743694792079378,0.30969294924749363,-0.5269643852225843,0.26650262765277255,-0.6142481154021826,-0.6659088808483482,-0.5982782290494553,-0.26413605950582775,0.30910971480163035,0.07949786346566676,0.6769339672996472,-0.7415762444622376,-0.7368966337434274,0.5405430722568781,-0.0673418329237688,0.5207207877274808,0.6594936236597102,-0.746759606259179,-0.615769041539454,-0.7651307304042988,-0.7002770955801954,0.6911595057775171,0.20297606080625183,-0.7344138108675736,-0.3764561267927796,0.018637007128373052,-0.6766885789184787,-0.5775527467563053,0.6539519078345668,-0.6133025141803683,0.020336367861273144,-0.15978501142413976,0.2795239726785262,0.5249209448827211,0.6314437387881542,0.46402041539581,0.5512135721623089,0.6854955438338683,0.7509013014522459,0.8171932284643915,-0.7257102438654978,-0.6804835149982137,0.010575540964001175,0.8088566068641702,-0.5755246342769357,0.011551726534452694,0.23338052459849692,0.2341065551625909,0.5718974888769531,-0.21938499066204717,-0.23369781713327414,-0.6757653139244264,-0.6402400896770347,0.6546491007544399,-0.2772614656738329,-0.4965158891192072,0.30787087309535394,-0.007274936272655868,0.760070442580001,-0.3114230411294401,-0.22419309779823843,-0.3634646199402612,0.7626751470602599,0.7485392395975431,-0.6515951534324257,-0.090666915732623,-0.47117654824739896,0.7941499762633429,0.4128299906848852,-0.2791119010486167,-0.07693217994308969,-0.19384395530499984,-0.2146635874689411,-0.6360045711289851,0.2685859234385644,0.34238423464505036,-0.6380071486102082,0.44451376589739316,0.7504218363982997,0.02266907131565612,-0.6420261547947994,-0.6176643329228749,0.5671273416887964,0.7369689862411238,0.7774405328838032,0.1846356101353523,-0.044648186631459044,-0.7773918136159665
Thal_MDm_R,0.6035049558947913,-0.6502369822811762,1.0,0.6800108447209489,0.7465681808201431,-0.24117932377593881,0.8279204555274062,0.8225362561121528,0.049462282376434435,0.0004332545103725916,0.4462846819119842,-0.423204986151039,-0.364421709835133,0.451595695592068,0.0944327260804411,0.7294203205773799,0.45002786088930274,-0.554451685563101,0.5748636075390272,0.055983925982024715,0.6833388755670236,-0.5202546157187595,0.2021069942499395,0.41579790079866746,0.4412123620418581,-0.18829881468860032,0.048886875270109716,0.19360092015873123,0.6343689346892287,0.5967008858627437,0.8371629370211601,-0.539827201299761,0.7877233305709499,-0.3901485502398039,-0.5385255114363904,-0.36041058165731354,0.8585233895411174,-0.500574100738814,-0.17961082354205335,0.7770574769063674,0.026500735060808578,0.7876195408319153,0.6001751013867346,0.7470606046189106,0.32154145093764985,0.10357600805254011,-0.2998949810002274,-0.23680562579896916,0.7631515011265162,0.797464699402523,-0.5170689719277044,-0.10170630634133826,-0.17013888198981014,-0.46189216190946136,0.8512960448960606,0.6375170609481677,0.7024664658831615,0.7957123095703191,-0.6490585257978342,-0.3235856237342413,0.8228293084986427,0.4443833629184686,0.20874512777537477,0.8217378652409023,0.5422663107097208,-0.5002399155972481,0.547782267199803,-0.0947066699451858,0.4963212264522926,-0.0042804586018486985,-0.017884142089470687,-0.3576223845264789,-0.34459479207088584,-0.5820635845660765,-0.6286188762026331,-0.5768272248574375,-0.6885069740512434,0.7683490693104942,0.5647017260439339,-0.0323495242004094,-0.6518034427299226,0.8181961795582688,0.009106642790774038,0.10035498276350807,0.14297977081443014,-0.16237302308572693,0.39965508502578195,0.4551601395416194,0.6191513889511664,0.7609321097167873,-0.2576416460676839,0.42820889082900787,0.544877562716972,-0.009270257136029386,0.3993638983565319,-0.6151706299044136,0.37014829156624296,0.36111969576755304,0.26136579945096516,-0.560908035842535,-0.480010640825731,0.7382502962179767,-0.006666725235009418,0.5676239083345092,-0.3737838686687652,-0.5534014493075373,0.4196584346429213,0.2856993595706405,0.2533831780203391,0.4509182623316587,0.5548741737185178,-0.4535289664198993,-0.35735437812313126,0.7350592443586954,-0.32581558189130655,-0.5529905005781737,0.25483157503089815,0.7212555512078214,0.7550351593759176,-0.23479837159548297,-0.7604806564963413,-0.4505103956419134,-0.36666393730313357,0.11254736192335256,0.7207092056122626
Vermis_1_2,0.8348075595229454,-0.7899908306963923,0.6800108447209489,1.0,0.913861094458459,-0.2674994023109868,0.7500498749326061,0.6057938925741511,0.06019575263665883,-0.3802425928445992,0.21936262052005917,-0.7117090780746324,-0.41438742449281774,0.2711154311587076,-0.048103364110531704,0.5624355577988813,0.6589791749549365,-0.42439946435046877,0.8056431688450072,0.26842014843255013,0.8087531627605193,-0.6215683141612072,0.08280720810562145,0.32431514562997904,0.7188830978246796,-0.555576528254187,0.0004603712383294001,0.18496589039419492,0.3575712012124074,0.43415879481914244,0.7604936507581519,-0.5617616572472022,0.8673593049884338,-0.5247149435267656,-0.7794433573233709,-0.33728064477772135,0.8707141055856692,-0.5960744668496152,-0.1950192031818017,0.681069985371942,-0.07709595469250317,0.6505651761959006,0.8404333115716608,0.5857463435509171,0.307537956933528,-0.16486713905176067,0.04788223728731414,-0.5389865028512517,0.9099161111065568,0.916927129377626,-0.5151606034978431,0.08997317019535889,-0.3980947364159171,-0.5186398160724011,0.773547116202424,0.6102668599323555,0.9050254129756417,0.8633112577057551,-0.5567990973731067,-0.015031195437690725,0.8339789182063376,0.5696124803794584,-0.05564116666116138,0.7477872999209912,0.7210833375042273,-0.6868053260982074,0.7610860244554185,0.176278983100178,0.30868912862102155,0.0006261620256398597,-0.39356094399914826,-0.5564786751756093,-0.23452135131300014,-0.4363657175940489,-0.6341628631593119,-0.6806145457681332,-0.7416909929177569,0.8526345492341294,0.836047915451368,0.0792865273111243,-0.7767663345534511,0.7053253954105283,0.2316720995191727,-0.14325196826968628,-0.13142740678792397,-0.3284353493093293,0.281062319709312,0.17328890124634,0.8353190156165053,0.8461447317519122,-0.5820983991785468,0.4542470336836748,0.6544936714303059,-0.39273453911938366,0.2277904898202743,-0.7607993933535286,0.4925775374864103,0.20481775578121608,0.27530176892008645,-0.71784567199904,-0.6948576396797775,0.7011294129740778,0.04954971336186042,0.38726564391395846,-0.6393270345041373,-0.29822383636463196,0.26399545106500166,0.19183496541658637,0.37998628638919046,0.38109017399008593,0.8245506172453413,-0.1394109332672285,-0.27286828214373104,0.8657774885737508,-0.2555590840623239,-0.7740985161504885,0.026052848458034555,0.685453701002737,0.6436630995209842,-0.5058503554996774,-0.689272657882071,-0.7333023140655784,-0.12947994090140233,0.061864906318140095,0.882333889995251
Vermis_6,0.8664756175841452,-0.7414237155789508,0.7465681808201431,0.913861094458459,1.0,-0.33633726248762724,0.7685627987656942,0.6570335573309496,0.11536355189040824,-0.29200206523949085,0.18752304863255712,-0.6950261688147185,-0.4112553097514298,0.274172227273474,-0.005363493844560844,0.618329361564297,0.7109846830820759,-0.4236534974057153,0.7950696594516078,0.3218837343914262,0.8734387018119857,-0.6113899719314148,0.09796526894906096,0.3336866324644625,0.6958107632359277,-0.5043470549477815,0.06510231892750232,0.18251169830403408,0.3033257648983578,0.46667011006229336,0.8478967273123252,-0.6422803495927397,0.9254212695999682,-0.5267956093677427,-0.7145059902897405,-0.2964149400979828,0.8903553404598032,-0.512452285647074,-0.10768697751577577,0.7672556482197932,-0.04398211009316853,0.7057950699382473,0.8672826514999238,0.6286119502150603,0.3095938236664832,-0.13297255459587093,0.0025478879543110876,-0.5267390807643468,0.9472590795280571,0.951346682586463,-0.5217570582817654,0.03599317616489724,-0.3548652573459982,-0.46749156190778296,0.8082589073715613,0.7243093161541471,0.9267931058578206,0.8924496822808777,-0.5925021468846879,-0.029826952188216616,0.8495636382871894,0.5756023694774025,-0.03318369607098495,0.7874713517777995,0.7476181558335198,-0.7227017337585284,0.8347713818228275,0.1282455021006983,0.3646818206844094,0.043901807978419735,-0.3699244988545706,-0.5203682696729499,-0.22310648890730858,-0.5419341129054835,-0.639514357609659,-0.6683537415219857,-0.7350768212273626,0.9245010638822377,0.8583623269006797,0.0417066248922619,-0.7818932883167045,0.7566006006818474,0.2581900293127213,-0.07792441353596243,-0.16538334714840616,-0.18533417752324163,0.3898503214401234,0.21232391469939513,0.873854603797326,0.8883937849874755,-0.5624430002781002,0.5451995801343976,0.7147123914919711,-0.3222818184952471,0.3356017519335894,-0.7676523252663652,0.5984738871201201,0.20420527580064,0.2574331268268779,-0.7443080565498901,-0.6223720280386128,0.6743646004357693,-0.01852506841018552,0.4008984466964616,-0.5802228999586323,-0.34942770332764145,0.282805365765068,0.16926076606634,0.42205105202725035,0.4627371278168782,0.8470211707171634,-0.20231688766093273,-0.26285634032689986,0.914625045559915,-0.21217085078747008,-0.7676107660592698,0.06975267144722844,0.7305253349079287,0.6765809216843041,-0.4420332656889298,-0.7898008167555872,-0.6816484890588247,-0.21532524873068146,0.029404805543742883,0.9223057767887933
Postcentral_L,-0.4119029888508171,0.21891949182056006,-0.24117932377593881,-0.2674994023109868,-0.33633726248762724,1.0,-0.13250129822732043,-0.08690234340790638,-0.09022928922168394,0.028105527484524356,0.3849393968784848,0.2425614593190209,0.4339233846319561,0.11027723321536786,0.17417411956966117,-0.008188653180362167,-0.4140857237424345,0.03854964491706893,-0.2827159383019512,-0.3320234840237094,-0.26268107304491084,0.26416322748064913,0.14063396673268524,0.030689904406969514,-0.2081612125367181,0.08744511580559146,0.0898283292028533,0.12831859758996703,0.04281275055130991,-0.042479479187760315,-0.4621727341258996,0.3212078896128992,-0.36084388689533525,0.2763929564008717,0.11143753520883119,0.25130777009367394,-0.29245083482614437,0.15170081577209293,-0.1352267327629081,-0.3749173553086028,-0.0447976838855254,-0.3001934853272056,-0.366636089337884,-0.06794507076820279,0.04168457762199647,0.12036967105316386,0.2669261898795519,0.18147406813091774,-0.37221521250841083,-0.31256469735017456,0.4386380843895794,0.7829909622079696,0.2435366004888262,0.03908260780361643,-0.19522644115748783,-0.23294286032958633,-0.35579930201085946,-0.27212043575097805,0.2543118030460938,-0.025980362530185593,-0.2479519371317752,0.017253095030407083,0.19491721205526422,-0.23187141818310197,-0.3438233929029867,0.4100149424370038,-0.4441464576999503,0.23970924397259044,0.032800383985866495,-0.03586299509783436,0.08728978708348437,0.26168023300556026,0.06796912878163598,0.37626277476460834,0.27029477168704913,0.30173578032974746,0.16712676112267583,-0.44945369300240656,-0.36923831932690865,0.1618169912734687,0.24354324556413323,-0.1592941907954765,-0.021177446237274536,0.01394982147739582,0.19602580878065104,0.023277062080624005,-0.13409570812890118,0.17659756270053384,-0.4018178462800404,-0.24118257484854547,0.1617066668469533,-0.3505310143214187,-0.4089706765460558,0.3254624952338832,-0.20337323869376212,0.2661153064561363,-0.281326373335251,0.4859542277774127,0.11948984824367598,0.35720107079782265,0.1703534213673748,-0.04746052078877717,0.18974794964673028,0.3981441594600996,0.18709821805128551,0.3419775941951327,0.38806397154580735,-0.04967173163990857,-0.11531911156190475,-0.24658028772063378,-0.39612417989360527,0.17366373044879976,0.009957453953650374,-0.2726862587234934,0.06528818502644303,0.298617217301955,0.1767987966639206,-0.1356761871896697,-0.07738161208838756,0.22154942675634878,0.36383710175479805,0.20340807961593338,0.22223078924117334,0.2066518158890965,-0.4002930194575321
Thal_PuM_L,0.5400926560305358,-0.7258768290940851,0.8279204555274062,0.7500498749326061,0.7685627987656942,-0.13250129822732043,1.0,0.8797597479919221,-0.10405351862779134,-0.14884365350286033,0.43702441663105346,-0.4878357698110801,-0.3860512525081671,0.6349513747875639,-0.04857956776968391,0.8759689769639545,0.2981139647677825,-0.5933644102832004,0.5259786434052746,-0.14743641284895506,0.7759334206893103,-0.6848626427625825,0.08693899862496032,0.5411835769362008,0.37137756972526265,-0.5461763194155922,0.04628474562587514,0.23052459963375693,0.508491932839445,0.8313744227954194,0.7017592608574207,-0.6485027380178391,0.7942032708087194,-0.6722267273384005,-0.762051312426248,-0.36022326056825177,0.8938064674831595,-0.5293449759592458,-0.28734957068083855,0.6532613399978419,-0.11175264336963411,0.5862773667796115,0.5078403591794607,0.9012637470023384,0.6166412357509621,-0.13953383692980328,-0.37844271901216625,-0.34451663780689384,0.7626665035449874,0.7779243610805318,-0.6694951708328474,-0.01716926904151531,-0.30635414298852354,-0.4914951167447665,0.9534740329227257,0.7489464195901484,0.6496825162026255,0.795133798486039,-0.6461797029070352,-0.2834428097682801,0.882792717155119,0.5686998962171772,0.4376346877963378,0.9240457506391226,0.40192575039314404,-0.7222065352232853,0.5058646513625402,0.10664118954271595,0.3155977893498242,-0.19557512929787177,-0.2980506075245429,-0.6060282451263952,-0.4525358323695817,-0.519084759177026,-0.8050749547141522,-0.7564856046123792,-0.8209116268414791,0.6745511687902395,0.5153165833570773,0.29210547655589814,-0.810785978983694,0.752616778373047,-0.026377058033570128,0.19411562536630092,-0.12661007607956484,-0.27573551423663767,0.28219109794551056,0.6568649436070886,0.5354009390868459,0.780155201037473,-0.5339634463420836,0.2825425106165536,0.5882652714375047,-0.12087565281247038,0.18534769040772683,-0.8644650391362887,0.2224840986167757,0.6137239689499794,0.2562231461615437,-0.6394822204449244,-0.49177233876077936,0.7897033930352474,0.02567598790874249,0.7363465744631745,-0.4619873191397218,-0.6602993569556194,0.406149770347594,0.15151265968992889,0.2602189119776378,0.46156581136754476,0.4518676630569021,-0.35669414840228436,-0.6432013657941752,0.6769278671982466,-0.5025498503429231,-0.6076763609527721,0.08071402531803942,0.8984587184190511,0.9088177374729379,-0.2673251419164698,-0.7553713738315738,-0.4884455356535377,-0.34355142066562283,0.4534650114743872,0.6623739586240908
Thal_VPL_R,0.3990734205353933,-0.5363302119766038,0.8225362561121528,0.6057938925741511,0.6570335573309496,-0.08690234340790638,0.8797597479919221,1.0,-0.0969436386239553,-0.09489349002530491,0.42493742168744625,-0.4222257833957538,-0.18970244028600505,0.6042930591230623,0.0025341218681262843,0.813685236967353,0.1896429359181777,-0.4761636612059777,0.401293163465474,-0.21921079770074858,0.710438375836818,-0.6144180948473869,0.128012628641929,0.5659760656271358,0.2840668757254374,-0.2676386653395625,0.051904857842753824,0.26830706954192035,0.6349290351134695,0.7533152101594235,0.6220093730300219,-0.6202860182569341,0.7337025152837904,-0.531348711424752,-0.5743615705017492,-0.27128428876603744,0.7549100894284708,-0.30710624656492297,-0.3332181616984229,0.6017055692963431,0.0531758507072079,0.5528421393015478,0.4053299372754937,0.8039455284667204,0.5476508110172873,0.06628028526743918,-0.3462562412029131,-0.27306260742258087,0.6669431638781668,0.6920664564103398,-0.5472410935087011,-0.025020257220115145,-0.17963559459589412,-0.37460025362695154,0.8804570235849496,0.6166766451908785,0.526214191767956,0.6811897022739967,-0.49681253938660136,-0.27412599789965597,0.8019920707672087,0.5078178920620953,0.46219683464573663,0.8281924854760729,0.29233831344140243,-0.5444491234732213,0.36361007650933697,0.12089861050797433,0.3777231680579232,-0.13496355031296528,-0.05344003938696287,-0.4629643313760708,-0.3440676677620429,-0.43832027653644623,-0.677239033593684,-0.6046932270853713,-0.6610420433160535,0.5802385721466119,0.36797190216776765,0.3210501365537636,-0.6584115074250141,0.7104948665616161,-0.05568028805463952,0.25849000756930773,0.05539176249067758,-0.1481086345340557,0.2921464290716116,0.6252966833358513,0.4307045037508681,0.715012753174556,-0.25798625598340363,0.1541426790858058,0.4977258388434386,-0.06912757425381805,0.22113266832495923,-0.7054765539743244,0.22185617738452626,0.585434618171251,0.2099004791421034,-0.5534917167863614,-0.38084795126897497,0.7115821808296715,-0.05112488555927491,0.6542282455008107,-0.3007383169449423,-0.6133622984972018,0.35062368900545554,0.20672044251694577,0.20136121138263072,0.5152140702992756,0.36707320386945663,-0.2640187225711818,-0.6211072619654194,0.6043432762907684,-0.41136456971844676,-0.5304803826323297,0.08380284774713355,0.8652119036841197,0.8270971216461978,-0.19601852435680697,-0.6936504053102744,-0.3635122745740747,-0.2743708506240697,0.4806131778658255,0.5300513972018236
Hippocampus_R,0.3068679464151156,0.1148091405272631,0.049462282376434435,0.06019575263665883,0.11536355189040824,-0.09022928922168394,-0.10405351862779134,-0.0969436386239553,1.0,0.1618404709287246,-0.22514176896559643,-0.09535665116957785,0.1811549586965339,-0.3289258485437572,0.2624744092307649,-0.3005407621031597,0.3227612021746168,0.26491433939232106,0.25160534434371895,0.4040836666728198,0.05030640406146472,0.2563503111853333,0.37831656799088464,-0.27519632877440775,0.25296374122567,0.29509724794295045,0.15966031620425924,0.4023152743295,0.16494758604101808,-0.35331240001475567,0.16909970534026325,0.26382608184381034,-0.02631542872424914,0.2328295210022132,0.21045208948195193,0.3619781696673961,0.012316207693835686,0.10018101471380038,0.5815845925504165,0.053920898128261736,0.3692151719982823,0.31565680302467436,0.22529588278813095,-0.31050030809695905,-0.24500266138903445,0.16763742491789502,0.3378776022175002,0.05480197223150359,0.1256851918281267,0.13024829231814403,0.30808317548453346,0.09896777319643237,0.5515890847260617,0.13487019767604363,-0.18295514805470245,-0.0381343431079793,0.16990599057375555,0.0879956936988596,0.14314974849403506,0.2964885413478969,-0.014374251045192351,-0.09201509220482888,-0.42225992112238325,-0.17434936317274927,0.33400297184334005,0.23479211908248174,0.3974653020518868,-0.005137370883972019,0.1585362139471494,0.19421679289164792,0.323373387574332,0.33311675622421755,0.21053385907007752,0.08068173110249008,0.3579561639946715,0.161459996415703,0.16523868365431532,0.106131888186627,0.2619701484718646,-0.34153257034004975,0.20107562232642764,-0.06085948145276045,0.35038357093724265,-0.1403157679524799,0.19647795085410502,0.3811268533567591,0.3248114663374106,-0.4101894042763242,0.22915973647408422,0.019803636602952136,0.20657946533439908,0.5092908097438469,0.2375505778501826,-0.11602912519544369,0.202471042273808,0.21948166940829308,0.18843319849900475,-0.3326903354575999,0.07297277626871453,0.22202792998496523,0.062081870737070194,0.13233320221554776,0.2640141046583662,-0.2569138858163993,0.016474006243315492,0.38568632919003565,0.000940510416017359,0.08729964530175728,0.20268228372034047,0.08530772210401458,0.2219993737667735,0.2978143548177275,0.4010007321093923,0.16753271390574395,0.3323320372880013,0.031969929641921156,0.19745781206007326,-0.2711856305639518,-0.29465717780578254,0.09465294107182404,0.09036605377477247,-0.03577314040569182,0.26691332747128155,-0.4212972778561344,0.16371052430585958
Caudate_R,-0.3593768319834357,0.42180150024990365,0.0004332545103725916,-0.3802425928445992,-0.29200206523949085,0.028105527484524356,-0.14884365350286033,-0.09489349002530491,0.1618404709287246,1.0,-0.10250220306892795,0.5649920962900384,0.20290944417416573,0.16743964598258418,0.30808184126256377,-0.02273371923410431,-0.21101201318951465,0.06433349425084685,-0.33266258627325085,-0.09668129722607646,-0.21433508765928666,0.26133929344168216,0.13512951884711163,0.13037476559249522,-0.3321170161895792,0.45952353758505715,0.2934719099736922,0.1960524832662993,0.10512380562340501,0.07420615666655343,-0.16314143023764568,0.24295368992450558,-0.31334919641214076,0.3544458602407658,0.3262994844169323,0.242660725375507,-0.24606670919777623,0.24816607591161913,0.19760280104088396,-0.07558639463305021,0.1455556204440024,-0.01351016941493354,-0.33287988433604987,-0.0028856893609346995,0.07662906906696113,0.2579330804087097,-0.35449506220486543,0.3962866679514916,-0.2973640654608024,-0.27989350500824395,0.19614311394347533,-0.17375763950636458,0.4099188497949074,0.5309552705760595,-0.205883453249572,-0.1627894481895207,-0.36829865188832345,-0.23163474463778824,0.2649782346468606,-0.040863375181719015,-0.2370972695911862,-0.16693497929597073,0.24019177702014693,-0.10776935796092878,-0.22497372155847098,0.25448628345904717,-0.24662476710029696,-0.029563962223028713,0.141662636244373,0.17587286145221412,0.4988022340612675,0.4881668732403631,0.18444063247861725,0.15018443799571635,0.2713835446763819,0.3511293551903552,0.29658203351219303,-0.3230216672677589,-0.32159886896283724,0.022591414142550847,0.4474473084223572,-0.10383774473760403,-0.038697168936267255,0.6663162996940173,0.18800417409712955,0.33920778633838894,0.27305585773140467,0.21796379627797283,-0.334214488501093,-0.1888517978131492,0.4463614721117725,0.10979182789641555,-0.04884467179935638,0.5421922247729376,0.08902128873559739,0.32446586574064606,-0.14597844483251737,0.10299783888528134,0.07515031509695139,0.3457624451573009,0.46785164135607266,-0.10751132853499094,0.1580399649065721,0.036744817788061934,0.4042421975722959,-0.010935645198703542,0.13813207825096702,-0.023268661684744847,0.054216934171420525,-0.04979376922899121,-0.35209932704488944,-0.21319973301326703,0.11252465461814315,-0.2730521360755422,0.14436347637657146,0.5464694435978403,0.24803727082300725,-0.22955155545065706,-0.049994757276928294,0.33528351841780074,0.15244196717612502,0.3639912789311745,-0.23131544481561953,0.1236167447588203,-0.36264543588079295
