,Occipital_Sup_L,Vermis_3,Thal_LP_R,Thal_PuI_R,Cerebellum_7b_R,Thal_AV_R,Insula_L,OFCant_R,Amygdala_R,Cerebellum_Crus1_L,Temporal_Sup_L,Parietal_Inf_L,Heschl_R,Hippocampus_R,Frontal_Med_Orb_L,Occipital_Inf_L,Cingulate_Mid_R,Pallidum_R,Frontal_Inf_Oper_R,Cingulate_Mid_L,Cerebellum_6_L,Parietal_Inf_R,Frontal_Inf_Tri_R,Pallidum_L,Thal_IL_L,Thal_PuL_R,Parietal_Sup_R,Cerebellum_6_R,Angular_R,Thal_VL_R,Temporal_Sup_R,OFClat_R,Occipital_Mid_L,Thal_LGN_L,N_Acc_L,Frontal_Mid_2_L,Cuneus_R,Temporal_Pole_Sup_R,Postcentral_L,Thal_VPL_R,Thal_VPL_L,Vermis_9,SupraMarginal_R,Thal_MDm_L,SupraMarginal_L,Parietal_Sup_L,Precentral_L,OFClat_L,OFCmed_R,Angular_L,Rectus_R,Putamen_L,Vermis_6,Cerebellum_10_L,ParaHippocampal_L,Thal_VA_R,Temporal_Pole_Mid_L,Vermis_10,Frontal_Sup_2_R,Thal_AV_L,Temporal_Mid_R,Paracentral_Lobule_L,OFCpost_L,Amygdala_L,Caudate_R,Occipital_Inf_R,Supp_Motor_Area_L,Raphe_M,Insula_R,Cerebellum_Crus1_R
Occipital_Sup_L,1.0,-0.7469044652400686,0.9063353809305855,0.7891045871257504,0.45686802669222437,-0.18080579143213063,0.13990126986937457,-0.6040879105986668,-0.30257673266686747,0.5443975116609971,0.33948960822519036,0.7603183820157761,-0.6300204739323556,-0.31050030809695905,-0.24452598265514722,0.7169910240030214,-0.16403372510094913,-0.6172710044826806,-0.427095973951676,-0.7251984160513424,0.512077127067823,0.8228211507292255,-0.6207972955655681,-0.6628758914828243,-0.3685944640405643,0.9176976768251959,0.6638784753997723,0.4582768554220067,0.9453720293377297,-0.3615331646735714,0.44759017074041635,-0.44745043048457583,0.9849035576031279,-0.6951432471973983,-0.1758030062246662,-0.749433361495302,0.9380589425871282,0.16654633152390547,-0.06794507076820279,0.8039455284667204,-0.7085067087482989,-0.3046708339184694,0.667442216940603,-0.5661810411544344,0.8382377576535964,0.861060388075293,-0.09857145485711151,-0.5984909379838982,-0.3779443298033208,0.9725543846950516,-0.19058886242519896,-0.536122008108841,0.6286119502150603,0.08815618918385874,-0.26833598923635765,-0.7914018407097674,0.32394120271608423,0.45638441808280017,-0.4812524827276951,-0.1660804724138094,0.5188178520748149,0.41286466302824926,-0.20955410585180073,-0.3918345709571916,-0.0028856893609346995,0.20890617119622817,-0.5810549261078061,0.2217619106242154,0.03135583241502859,0.3259740124415783
Vermis_3,-0.7469044652400686,1.0,-0.7892638720769853,-0.8634902431528789,-0.355176156280351,0.31886296946894704,-0.11890271169780676,0.7958587664069993,0.55652354612414,-0.7070494766095555,-0.15786659778017217,-0.4168481496134634,0.6266000797024288,0.16523868365431532,0.595457602354909,-0.7882399356529838,0.33403470421349246,0.7493179406779119,0.2259285056357553,0.5086423744389438,-0.6233011317225555,-0.42944668438511596,0.5775888208104027,0.833187066161313,0.548169003312972,-0.8145742133767023,-0.20448720238879325,-0.7089122637049294,-0.6515189886763024,0.5470364048852426,-0.5808697307517814,0.5403404394980195,-0.7507383342876329,0.651794382998591,0.5007059403624029,0.4711803154937658,-0.8015348846030662,-0.3024159303289794,0.16712676112267583,-0.6610420433160535,0.7660877123019467,0.10188052632935293,-0.47009928726763,0.64737803983359,-0.5840210651068113,-0.43665347121979864,-0.01218112947383369,0.7634954074083726,0.6805897867272388,-0.7046586680284942,0.5474812680129875,0.6055410052708301,-0.7350768212273626,-0.2087642198830964,0.6894876112250385,0.8571180107342966,-0.6070484188371493,-0.7156208502954094,0.6183196242468276,0.30287197003084365,-0.703365606524559,-0.22533542865346168,0.4853172391412079,0.6917403382915664,0.29658203351219303,-0.48391986599043996,0.2777944931401205,-0.3261725093595633,0.03395703890305916,-0.6597525725656436
Thal_LP_R,0.9063353809305855,-0.7892638720769853,1.0,0.8306420017259878,0.5558412834940961,-0.17340593355166095,0.1316034266125537,-0.6398894398904917,-0.32771519949410677,0.6512866372421745,0.2897304659499519,0.6401680613763626,-0.7491473867590575,-0.2711856305639518,-0.4510713542793492,0.8026407013928372,-0.3055807128849865,-0.6753475351879137,-0.35126438808104987,-0.7345249376848744,0.6084144969060323,0.7054161251138872,-0.5811848417804872,-0.7497644677060057,-0.3612330190999112,0.9499026195944851,0.5481454115618681,0.5788403774927515,0.8560886566917675,-0.4172291304418966,0.5107206498524597,-0.4175324169804838,0.9229296090276802,-0.8048195557918127,-0.3211931960736656,-0.6650328543657259,0.9230677026686022,0.16601268107810838,-0.1356761871896697,0.8652119036841197,-0.7819263709059047,-0.23206581882119426,0.5944305831312684,-0.6336941478488235,0.7006661859419956,0.7070370813657134,-0.07677845650078288,-0.7322155458680977,-0.5300354932676318,0.9141620435633133,-0.26085048492754376,-0.5850217443137731,0.7305253349079287,0.20297722823858708,-0.37439108294148704,-0.8670534998173436,0.42827178461023724,0.5882554284009421,-0.5376506678667097,-0.1873765881956912,0.6436363005694938,0.3701628949933517,-0.32160927122633426,-0.4304082585893062,-0.22955155545065706,0.32539617485332206,-0.42134603008964366,0.3345929789875103,-0.00912447079098394,0.46643330192478255
Thal_PuI_R,0.7891045871257504,-0.8634902431528789,0.8306420017259878,1.0,0.4990793537282185,-0.18539325875820759,0.17980144772066511,-0.8169522731659241,-0.39356066670824835,0.8738128198400836,0.3220679659476899,0.35855392069167774,-0.6572676307244929,0.012316207693835686,-0.6397294356667502,0.8890852277776674,-0.3463838359842399,-0.7024405561220864,-0.208299381637472,-0.45910137332405093,0.8076567195012494,0.39325046194664093,-0.6076257300725011,-0.7946414167947018,-0.48625026963773565,0.8845221920910891,0.16417721303461366,0.8492283779891143,0.6568367436084598,-0.4031323626400522,0.6790757499418943,-0.6171118609572782,0.8043700756624313,-0.6901270687713182,-0.44805524190959933,-0.42604432732022174,0.9028198631737587,0.46185370407514126,-0.29245083482614437,0.7549100894284708,-0.7667578988368225,0.1066755329102323,0.42650621378114567,-0.5741957744209059,0.558188978353168,0.41959727709476097,-0.047378069425165266,-0.7443856342301076,-0.6390819346150513,0.7558742030543919,-0.5805886065974701,-0.5590205711458158,0.8903553404598032,0.3888175331877205,-0.5711342007975412,-0.8725846163342221,0.7056826144294644,0.8504171522428423,-0.6363063018113109,-0.191637650006714,0.8327363648346263,0.131776624536925,-0.4192631550944861,-0.5914963043238898,-0.24606670919777623,0.5944623988569638,-0.23716362331455187,0.4670881002109416,0.11341202629375687,0.786514100263008
Cerebellum_7b_R,0.45686802669222437,-0.355176156280351,0.5558412834940961,0.4990793537282185,1.0,0.028297291381210017,0.20193171707675023,-0.220119324430496,0.06098352087803796,0.4577905535130757,0.24000990785987814,0.26032390161158747,-0.4135316832021752,0.08530772210401458,-0.21592110295324707,0.5318936957390901,-0.26800539533283513,-0.34246893987271754,-0.15921585807655209,-0.37009660158970625,0.43833662806779256,0.3100385795545515,-0.30406674577667064,-0.37878729873932515,0.15444725647468738,0.5126057317045809,0.2543998204153723,0.427475618248321,0.4173405211321717,-0.046522084558980555,0.4066022886888126,-0.04006340395899298,0.4932181735656321,-0.6570981661188571,-0.08901526936258555,-0.3627846618851359,0.5613410645997097,0.37688101902024934,-0.24658028772063378,0.5152140702992756,-0.4672651309076769,-0.11066885216501986,0.2496714268007388,-0.2855881546160107,0.2627127352967983,0.3157356353644465,-0.1396362297821186,-0.46056912315297416,-0.08333184967579438,0.4857914095462712,0.07133254721172795,-0.1775181226335733,0.4627371278168782,0.2558367683452443,-0.010707290022028346,-0.4023766503006754,0.3909932170691464,0.3781258455578875,-0.3379198994803773,0.02727595897654972,0.49394363008485775,0.038916736982672576,0.06705040553128963,-0.004946713974785303,-0.04979376922899121,0.2756235136128407,-0.22943154852536055,0.37071331530050533,0.20520206802055085,0.3950104057319055
Thal_AV_R,-0.18080579143213063,0.31886296946894704,-0.17340593355166095,-0.18539325875820759,0.028297291381210017,1.0,0.09344234574905014,0.3523325793648197,0.1690971095936504,-0.1229984965742557,0.30237473945876747,-0.04089416885789115,0.2215656570779328,0.19647795085410502,0.2230927277679686,-0.13099622821381277,0.09486172578719364,0.2514246008634327,-0.14496083971156598,0.18262367079858952,-0.04014890500560878,-0.18095051335344942,0.13313847763116265,0.32655036075093796,0.4294556256570146,-0.19713581744423803,-0.047404999227417456,-0.16662086442950194,-0.23222439350195867,0.6866319978171326,-0.1912534512854875,0.12625739953774973,-0.1617151786192287,0.2477483578798264,0.3919446394956221,0.21191857036749231,-0.16793675937763836,-0.006245899896975008,0.19602580878065104,0.05539176249067758,0.4860127705330064,0.025725043170627876,-0.27155758643317573,0.5388254792136357,-0.03721749323859618,-0.10338057105729363,0.09110869659890847,0.31191996689599616,0.26847305598345483,-0.13740123324458592,0.17771359460690642,0.21532565662096495,-0.16538334714840616,0.00413077547512698,0.3128476096453165,0.38520049770413556,-0.07794628818099714,-0.11945151296456209,0.18271188640862174,0.5920857635323431,-0.23213296798952895,-0.06152904230194999,0.31847646115584965,0.2194845338258329,0.18800417409712955,-0.08560495045997833,0.15141942219750978,0.05910268074038303,0.2890495077205595,-0.1749229517563475
Insula_L,0.13990126986937457,-0.11890271169780676,0.1316034266125537,0.17980144772066511,0.20193171707675023,0.09344234574905014,1.0,-0.016187441374888287,0.11772127275793771,0.09282417963222814,0.4099524963999312,0.2197976565073968,-0.0005295153289531991,0.4023152743295,-0.1167298853021705,0.11934510419933451,-0.08852340399597858,0.1311135054552428,0.05100252442290133,-0.15393445512555498,0.17721008022299756,0.12660622040968883,-0.04746274476135746,-0.06406679804484061,0.08249972669396981,0.1779336793525055,0.05851909600945948,0.13447889986454828,0.15021139550609508,0.171862480572926,0.25435012510812266,-0.02138060870984912,0.15568339915865056,-0.0035660959162050515,0.13143403163035638,0.024323108683857154,0.15654314169611003,0.14310560249579524,0.12831859758996703,0.26830706954192035,0.008016986242485822,0.03791143061575884,0.20579308430377508,0.03484094498344888,0.23831275238775065,0.13091725179466054,0.24038153912079327,0.04334775642955408,0.08899300092183435,0.1492130849147114,0.01805919426762721,0.34334805176819316,0.18251169830403408,0.06178582429908759,0.10082037871849744,-0.0631667616746222,0.18324488075031672,0.10597812353592587,0.0458117254327368,0.09206339215208979,0.15696396353162187,0.2949069919890059,0.029592415015504286,0.2407925979485934,0.1960524832662993,0.12706869235526397,0.027182912941009923,0.21106202274583957,0.5339958660179869,0.12724798754124816
OFCant_R,-0.6040879105986668,0.7958587664069993,-0.6398894398904917,-0.8169522731659241,-0.220119324430496,0.3523325793648197,-0.016187441374888287,1.0,0.5267829309770716,-0.7177285931388953,-0.0339896661693923,-0.1887060518299467,0.633695491553462,0.07905902749704156,0.6238364514747081,-0.7287110885492761,0.2452279020545927,0.5859045313576338,0.08608008937690426,0.3656327630459669,-0.6564326697473075,-0.26646889204455193,0.47031810027165344,0.750860407862151,0.553959771688905,-0.6999678559147982,-0.021100736041267262,-0.744087931128436,-0.5034918155504172,0.4957435633786511,-0.6372613269422718,0.6254263697175549,-0.6060042525179543,0.4961655281584234,0.5732916848673643,0.35225623722023197,-0.7103161705424219,-0.4320331988528855,0.36546106948732177,-0.5319375513218451,0.7534758499558377,-0.17104321669530365,-0.35243867193748024,0.5431926767909201,-0.36674420440076383,-0.2544326006250212,0.11235024219412244,0.6989621173031314,0.7345819288178407,-0.5417766865238878,0.6574080488471216,0.4838262442760482,-0.7593458348644477,-0.3137101813713613,0.7240156081806848,0.7479242320766413,-0.606335633866712,-0.7701005250029126,0.5925754833754558,0.2998377523900062,-0.7653428830609282,-0.02184478419384654,0.5564381895313132,0.6742207324286743,0.2089136805834152,-0.5335234174786472,0.20056133879754037,-0.3333662653942506,0.18266413537329776,-0.7327421922952219
Amygdala_R,-0.30257673266686747,0.55652354612414,-0.32771519949410677,-0.39356066670824835,0.06098352087803796,0.1690971095936504,0.11772127275793771,0.5267829309770716,1.0,-0.3742048211620901,0.02439483098102762,-0.024313402162473696,0.3565851355264635,0.3619781696673961,0.36248958066015524,-0.3917929433899223,0.1976875558677708,0.5738951537502675,0.22811070400950678,0.258674276338264,-0.23313774322925823,-0.08038231659961591,0.38682552033529993,0.5378404461286885,0.39675177713833254,-0.31986081292874435,0.040796931676819796,-0.30412281608988884,-0.21408620130260056,0.28339969814770827,-0.20853473555678398,0.3760543211718311,-0.2892072187907904,0.20330088194227913,0.3980009738245051,0.2786166385385581,-0.32573105879041453,-0.0720010127382379,0.25130777009367394,-0.27128428876603744,0.35671461956629785,0.03451912144911242,-0.053018113120196816,0.24933423461803175,-0.2048651121676654,-0.09228442783821969,0.1860220948625731,0.45153961625306827,0.5080515054260328,-0.2494928754302244,0.38278143949940413,0.4727463490395931,-0.2964149400979828,-0.033868394924410884,0.5541571259229177,0.40621396784115227,-0.34085189621327416,-0.3714035492412416,0.48214014486286283,0.23292515249798929,-0.2562129020248643,0.08226823977852087,0.46155230607020803,0.6811560688595983,0.242660725375507,-0.19048409446101,0.23780595528191795,-0.10581784245587618,0.15383446592891892,-0.32945528599669666
Cerebellum_Crus1_L,0.5443975116609971,-0.7070494766095555,0.6512866372421745,0.8738128198400836,0.4577905535130757,-0.1229984965742557,0.09282417963222814,-0.7177285931388953,-0.3742048211620901,1.0,0.37482856555310956,0.036942843415616274,-0.5565627527729623,0.106131888186627,-0.7163788028747905,0.9167592017935253,-0.2897263287084058,-0.5973925637510166,-0.04860430581253096,-0.1708120959389724,0.9184388219416092,0.07192703324739032,-0.4244504925609525,-0.6547448857441166,-0.3828164186105661,0.6727552821582053,-0.1330505142651208,0.9074909963938348,0.3581790909565727,-0.3370674345799108,0.6587332194921763,-0.532071262253235,0.583403906771013,-0.6370979729896531,-0.3995534168199816,-0.1645580479451747,0.7367041432069945,0.55426013964814,-0.44945369300240656,0.5802385721466119,-0.6693126210937009,0.417412315270713,0.1734587500743376,-0.4361462643701361,0.2658648782247081,0.10498815099273406,-0.0633733166838042,-0.7435965006729062,-0.6439497191259103,0.5318577039295053,-0.6164279463347656,-0.4582234548606124,0.9245010638822377,0.6476135702222083,-0.558216445998284,-0.7280166694648356,0.7980841731492601,0.9487277591534741,-0.5946181546943906,-0.12081677714121859,0.8329464584210264,-0.08775818693253178,-0.4724527395837348,-0.5518507909958809,-0.3230216672677589,0.6882386508419669,0.013655399586618287,0.5952190467315981,0.1336931008031074,0.896424643114194
