,Calcarine_L,Rectus_R,Rolandic_Oper_L,Thal_MGN_L,Cingulate_Mid_R,Cerebellum_10_R,Vermis_4_5,Temporal_Pole_Mid_L,Cerebellum_4_5_L,Thal_VA_L,OFClat_R,Frontal_Sup_2_R,Temporal_Inf_L,Hippocampus_L,Postcentral_L,OFCpost_L,SN_pc_R,Cerebellum_9_L,ACC_sup_L,Cerebellum_3_L,SN_pr_R,Vermis_6,Frontal_Mid_2_L,Cerebellum_10_L,OFCmed_R,Frontal_Inf_Orb_2_L,Red_N_L,Cerebellum_4_5_R,Frontal_Inf_Tri_L,Paracentral_Lobule_L,Postcentral_R,Heschl_L,Vermis_1_2,LC_L,Lingual_R,Precuneus_L,Temporal_Pole_Mid_R,Insula_R,Occipital_Mid_R,Cerebellum_Crus1_R,Occipital_Mid_L,Thal_LGN_R,Frontal_Med_Orb_L,Precentral_L,Temporal_Pole_Sup_L,Temporal_Inf_R,Thal_MDl_L,Temporal_Sup_R,Frontal_Med_Orb_R,Thal_VL_L,Thal_LP_L,Heschl_R,Rolandic_Oper_R,ACC_sub_R,Cerebellum_8_R,Caudate_L,Thal_PuA_R,Insula_L,Putamen_L,Thal_MDm_R,Olfactory_L,Occipital_Sup_L,Supp_Motor_Area_L,Thal_AV_L,Cerebellum_6_R,Occipital_Sup_R,Temporal_Pole_Sup_R,ACC_sub_L,Cingulate_Mid_L,Cingulate_Post_L,Thal_MDl_R,SN_pc_L,Thal_PuM_L,N_Acc_L,OFCant_L
Calcarine_L,1.0,-0.5446530835592608,-0.19634527973801338,0.709086688161441,-0.1091585718397399,0.5373332868872851,-0.08830703021769376,0.6549619416332279,0.26781342522293444,-0.3978768534121689,-0.4896999482958212,-0.38649433338228883,0.3457248155272541,-0.2753423824569836,-0.24118257484854547,-0.43474368406900876,0.3113640106126181,0.7442247654071193,-0.2350711240510423,0.19157207378259325,0.3219903623312397,0.8883937849874755,-0.22545984202608213,0.580990157174923,-0.5564203115978329,-0.3650538543211835,0.8268089324473903,-0.11633785951806731,-0.47473474229103224,0.2011422839811905,0.15918188177589648,-0.33443494504007065,0.8461447317519122,-0.64979531647478,0.891965134895101,0.4342196451286986,0.608967545818966,0.15073665793457564,0.6279678795801287,0.6931018512019472,0.7343977480127755,0.8352132181146613,-0.5736183799079152,0.06766964346036347,0.7496561408470914,0.6597816647560684,-0.4382457150103344,0.6622618934154622,-0.6773120116984352,-0.6982814522204693,-0.06907779630331817,-0.5760854847281973,-0.09079416798894165,-0.4930400720276705,0.7419031246028229,-0.1253229948251322,0.7922654037411591,0.18759036387591788,-0.35130978955929587,0.7609321097167873,0.038156131937189114,0.689554097049669,-0.049017400288629075,-0.057581896916583206,0.7480844895738167,0.6979098766391068,0.4741728359990376,-0.3563403091972475,-0.28979598404981405,0.07197041369526568,0.4321327812396939,0.15435727968829555,0.780155201037473,-0.2938501615981334,-0.6402400896770347
Rectus_R,-0.5446530835592608,1.0,0.11180874835215741,-0.5288438515600115,0.1396006409195716,-0.24217993429454746,0.17255115807114058,-0.6371954423090956,-0.07415186770164796,0.2997107468676817,0.657271699842413,0.26235745926413123,0.17108884401246338,0.3587396946121951,0.17083993392149024,0.6235754003221758,-0.3617938108186331,-0.704797208551753,-0.0590108792810355,0.1035935008435308,-0.16605912786512367,-0.6317057648885706,-0.215928062084463,-0.3993432391486748,0.6887994267091789,0.38231117016438426,-0.4482324281502117,0.10201694175111763,0.22978840080278573,-0.00872096437130265,0.22730745759871657,0.43163453771777105,-0.7339418253799609,0.5370678710434684,-0.614953482997117,0.13357974283417678,-0.6490121585667136,0.04416137558143726,-0.3612458807676013,-0.724891199337525,-0.21472034959138578,-0.5378577086336312,0.6633199549821902,-0.21917886467618078,-0.2966439860611175,-0.6604998517108843,0.5074904764287673,-0.46014406075167147,0.671983082104088,0.4654028595466692,0.21365818701270214,0.3058000445967598,-0.022140469970630523,0.4078180469281947,-0.686318493036958,0.2756179455469501,-0.38914708895425165,0.01805919426762721,0.3170324978152284,-0.3838823550339332,0.0493624692770628,-0.19058886242519896,-0.2805991945992903,0.27545795598004663,-0.6919967798825533,-0.19437754048000047,-0.3777842909732569,0.4921727600172362,-0.09092014499072144,-0.06738887753900219,-0.2138047285067851,-0.06925556064274169,-0.39125041327665416,0.5421081903669113,0.7221690387219014
Rolandic_Oper_L,-0.19634527973801338,0.11180874835215741,1.0,-0.07100987404462993,0.2702304787672614,-0.19325164122342336,0.4331001599846551,-0.16449616513148385,0.3475623984702651,0.47187493498234623,0.2790155720680229,0.46296221134358595,-0.11781751412552226,0.5219808975270519,0.5934711102492033,0.11090225211650456,-0.13919266801945054,-0.1942898152717226,0.40700066608222063,0.2644521303930988,0.09779105558152841,-0.312007783491476,0.543649825762524,-0.01675685384944368,0.31468725753750876,0.40133265120301753,-0.2472811877544557,0.4245746846451504,0.6406247390555334,0.23770249743257316,-0.06727219146358239,0.6102825533258421,-0.2615069688486843,0.36288158226210104,-0.3009246197782237,-0.23148999857474745,-0.15731867163235908,0.335463338385026,-0.3928082791099411,-0.2925377125805311,-0.37832309049058455,-0.39966397156752315,0.17752014310587488,0.6177883769628996,-0.3657698005016441,-0.25069425894606384,0.40987584565382695,-0.17894891880236205,0.29153802207871743,0.4361513814439292,0.25791580922332974,0.4458193256907801,0.3587251183539144,0.3530340455187942,-0.24815158702404297,0.07265372164295779,-0.4285448477171266,0.40874526082357293,0.5129218089453488,-0.33137257230701805,0.07434403071664854,-0.38732476264905297,0.4658228844987603,0.22978523213011595,-0.3324741126051034,-0.40207318623993593,-0.08814007632345512,0.169837598541531,0.34503693120393736,0.2968922439607892,0.17695203484193783,-0.08362986055235859,-0.31925024544062314,0.27164658827628546,0.3846293007919232
Thal_MGN_L,0.709086688161441,-0.5288438515600115,-0.07100987404462993,1.0,-0.16572290498619768,0.33201945945081096,-0.2561473577588962,0.5352433743424966,-0.018800812782683692,-0.42664894435654643,-0.47681985371158087,-0.3798811568641673,0.024821003035346827,-0.13008987623231844,-0.04746052078877717,-0.42039033483009786,0.4362669299371259,0.5259965763011614,-0.14828681513590922,-0.08755780767137439,0.3402581184201396,0.6743646004357693,-0.23100187667061017,0.27854933532199,-0.5589787362041612,-0.30267421091860397,0.6255599046955166,-0.2562924602710993,-0.41206934077696505,0.2699675536570273,0.21100323564208,-0.24407667809900327,0.7011294129740778,-0.5821644467572503,0.6851606704286953,0.37212380541703816,0.476315534034293,0.18421179084691827,0.5442747159705318,0.5677609752952905,0.6156053349520494,0.724297197946428,-0.5371575018097955,0.14381676263944693,0.5073469202642562,0.5296959629636145,-0.31106345731106233,0.56367285504137,-0.5932696299473655,-0.6281769773528921,0.0907902848974788,-0.4816143302325735,-0.1739483240796642,-0.37736714567492846,0.5645290085678362,-0.11788842047642287,0.7128434682296424,0.2646816070686619,-0.360692358745821,0.7382502962179767,0.057753474003447464,0.609245044482392,-0.08016531752226923,-0.06199822494231516,0.6278145123272855,0.6094287694790435,0.3258661937743545,-0.35446469014832754,-0.3458788886216029,-0.1222130169730762,0.6331409807675455,0.11885700991241432,0.7897033930352474,-0.34539159318723717,-0.6515951534324257
Cingulate_Mid_R,-0.1091585718397399,0.1396006409195716,0.2702304787672614,-0.16572290498619768,1.0,-0.08071493866406564,0.22640455286139038,-0.13587400111412665,0.17156322308437044,0.47873877956200694,0.24561084342749812,0.24666543678853894,0.15782047854170636,0.1885123911784171,0.1338404210568068,0.04675304647434601,-0.316078198295056,-0.24514951962606638,-0.2450829375367615,0.05675828199974329,0.03539676937036121,-0.19589933320497427,0.08242653936486674,-0.03497282860842327,0.3702839099639393,0.21512267179342803,-0.28486062131632633,0.16176837108154654,0.28999237910732517,-0.000482373045215017,-0.048464175721077675,0.24543064572803766,-0.2528809093888283,0.32295235460966815,-0.25651274878908714,-0.006234280648368347,-0.11935873798086485,0.01796383220988046,-0.22949788529581341,-0.30792578335716064,-0.16336990520863645,-0.3023361298025937,0.518884510435424,-0.03994933002936641,-0.057184742822018575,-0.20067222282361008,0.2843429031600315,-0.0915699185246858,0.4671291937389935,0.3933860171199951,0.19107929113166405,0.35069647131184556,0.34698766116828444,0.44267455547258144,-0.33257104740866855,0.44396702242972746,-0.32773959051552604,-0.08852340399597858,0.4516893671668598,-0.19007125449705523,-0.18227143301150883,-0.16403372510094913,-0.08987122288353147,0.12689445086333356,-0.24215346678308003,-0.21067905811168203,0.12717797973576056,0.3646010917342226,0.4788051696298043,0.49317748088075886,-0.12606904233945085,-0.3287868193224887,-0.2877019604659825,0.44184674301177906,0.3065307093783801
Cerebellum_10_R,0.5373332868872851,-0.24217993429454746,-0.19325164122342336,0.33201945945081096,-0.08071493866406564,1.0,-0.13890308771176588,0.42735262266345964,0.06782957025737414,-0.3340338505537052,-0.25029484717419814,-0.12088847935403779,0.14460463050738803,-0.1901400016255565,0.017253095030407083,-0.09996803697500463,0.20749488181093964,0.3763043308564852,-0.22556491036586296,0.015303550790118456,0.08597344746463546,0.5756023694774025,-0.278907603552927,0.29339559629545453,-0.25617800227081333,-0.25132183038770484,0.6330871157832477,-0.19666896764830483,-0.4213060342177778,0.3436890755071487,0.37118679371953284,-0.31405425800283265,0.5696124803794584,-0.5629673961731829,0.5519614261766566,0.456724344217794,0.29660007253557485,0.05245377398556921,0.4341240359220626,0.3805905363851489,0.599320287782562,0.5563562608591661,-0.256101934238227,0.1360533333502068,0.5353972288735603,0.35718558423839736,-0.40812653356355066,0.3510913819916279,-0.3555312650625197,-0.525919868579537,-0.10461611477991509,-0.4652297444402945,-0.26147131297023013,-0.42265435069303736,0.38412748040772177,-0.09312091827497736,0.5984701763382385,0.06983677861984279,-0.2235345504922137,0.4443833629184686,0.07357296865759319,0.5659827146020937,-0.07898159554243567,-0.06219206155869002,0.5056224574420924,0.5949170021164757,0.1882921717871641,-0.2894315662619023,-0.3105970339383319,-0.12061314079348462,0.1604500036985551,0.06351516480666468,0.5686998962171772,-0.13242549099246909,-0.3764561267927796
Vermis_4_5,-0.08830703021769376,0.17255115807114058,0.4331001599846551,-0.2561473577588962,0.22640455286139038,-0.13890308771176588,1.0,-0.18983285251245877,0.824762783780153,0.6427123911309922,0.25456785677442023,0.5185324230209002,0.23848546742012297,0.4925763257348835,0.06796912878163598,0.23000270498052142,-0.2622741947810108,0.004606491608355564,0.30904558665742016,0.6887028662417546,-0.05157672403559839,-0.22310648890730858,0.524924753667663,0.24493509652340684,0.34947135470779794,0.4361556293486584,-0.18202714359083777,0.8792161516459986,0.494853922467274,-0.15120144412530215,-0.2394850800461096,0.21833134974557683,-0.23452135131300014,0.4979094852555393,-0.1399165795284666,-0.3581636668342108,-0.09580378844572783,0.16481415294353893,-0.5085444934234934,-0.2365253333886253,-0.4511678882687053,-0.3934683282664075,0.20049216517634763,0.18550275473425634,-0.18917762640193353,-0.19016988516500413,0.52527395933963,-0.17346118127980623,0.28151429297007774,0.5302381640403926,0.31920000271582866,0.3303976576327438,0.3082912940400269,0.26266512590047497,-0.11049207124244674,0.08479340730277249,-0.49880472697517886,0.08323899168913607,0.5443065902539042,-0.34459479207088584,0.0024922964329186087,-0.4925828154535011,0.44571410681328605,0.29469918901977876,-0.30505682481365975,-0.4813263389976248,-0.023359036577467178,0.2001905814378317,0.438417925482542,0.5585655069025017,-0.003884740372475156,-0.12971681130295373,-0.4525358323695817,0.32296177743655974,0.46402041539581
Temporal_Pole_Mid_L,0.6549619416332279,-0.6371954423090956,-0.16449616513148385,0.5352433743424966,-0.13587400111412665,0.42735262266345964,-0.18983285251245877,1.0,0.1422255686270779,-0.3760145636066707,-0.37990166913061957,-0.42744498528819874,0.06379728642165743,-0.26899504112240963,-0.2827159383019512,-0.5100188617100415,0.38049812554692986,0.8048290515470569,-0.14796253448532656,0.02586614188250937,0.35393175861578124,0.7950696594516078,0.06020587613254055,0.5471195825950331,-0.5232427496040007,-0.17500116864345208,0.644436245398054,-0.15070086459845763,-0.3631486704333503,-0.04099356123648987,-0.21544380557350068,-0.3104771951963637,0.8056431688450072,-0.5263267844539683,0.7941327436589861,-0.053843151582717186,0.7896792210154252,0.1636934570106181,0.5205527120267548,0.8286077263365208,0.3854555553686578,0.7287921542600139,-0.6163364794999341,0.11089214486709517,0.6831615975948689,0.7902646915733229,-0.4487398393598238,0.5820284911588409,-0.6461746367255329,-0.5259870977156715,-0.16182073753962223,-0.40706531739012936,0.072034886577102,-0.4497008298260444,0.8033619011519052,-0.17691073236579927,0.5477523960687565,0.18324488075031672,-0.2860265585875052,0.5748636075390272,0.059184868117858024,0.32394120271608423,0.16199445240748242,-0.10149145152616001,0.81814062184683,0.34994995994604217,0.5621082412243451,-0.42729625715962083,0.016825211899458757,-0.047357416399352634,0.263987832175782,0.13970215325327087,0.5259786434052746,-0.33006827495278596,-0.6790456309318675
Cerebellum_4_5_L,0.26781342522293444,-0.07415186770164796,0.3475623984702651,-0.018800812782683692,0.17156322308437044,0.06782957025737414,0.824762783780153,0.1422255686270779,1.0,0.4521775926126729,0.004885696605735703,0.35261339120086577,0.33232414451622444,0.4267267425713237,-0.03788922009172868,0.05600607277828441,-0.08215887956046054,0.29954254450385337,0.2068155396298857,0.817299117571511,0.15509480126219438,0.1362435169564086,0.47820307639595855,0.46936719251382386,0.18589740783420342,0.360093535086848,0.1190897147182989,0.7622770477030553,0.32637648505175526,-0.08184401511449987,-0.2538872738833784,0.06444112905640471,0.09950010275790673,0.2283458709021804,0.18259237547794696,-0.22395879520944034,0.20156039480503127,0.20446040612486271,-0.20188868744364605,0.10198044120001659,-0.19690537706186864,-0.05810546515440598,-0.03996279513679138,0.25307601889824727,0.11313601576656578,0.1269913512269739,0.2665817405017628,0.027143964329826794,0.023928411067962042,0.24146878191463794,0.26522031472580965,0.10712901797969746,0.2620227991519117,0.11576367722475804,0.21323532303852552,0.04454877493717165,-0.1986772332348165,0.2545456111953334,0.4212039342453813,-0.06481413185107186,0.07331635640799822,-0.24042231744145906,0.44140874714829176,0.17426735356260453,0.04448034968063161,-0.23682897558213611,0.2131316471133224,0.046509008035279555,0.34671921547572865,0.6068830396966187,0.10020050182456787,-0.10163083836147824,-0.16828250364416816,0.21253000091380847,0.1933432907423629
Thal_VA_L,-0.3978768534121689,0.2997107468676817,0.47187493498234623,-0.42664894435654643,0.47873877956200694,-0.3340338505537052,0.6427123911309922,-0.3760145636066707,0.4521775926126729,1.0,0.3175085908782137,0.5227897275991366,0.26325949207525307,0.5971633679456919,0.2763929564008717,0.41459096687054003,-0.36161325002945016,-0.32435465758448423,0.11842055512088556,0.40486970019079294,-0.12960518294688747,-0.5267956093677427,0.5371384981985066,-0.09305739537853887,0.6006277611838113,0.4282987606409425,-0.6002331229601192,0.6312493628466804,0.7337801866490768,-0.19957538571890307,-0.4109059057446121,0.35979988252418077,-0.5247149435267656,0.6920865286005038,-0.504601150094711,-0.3908984396662783,-0.28831809425826915,0.17790436236312634,-0.6584654965709285,-0.4777598530834034,-0.6052160417664527,-0.6147777523137796,0.5611188086449048,0.17309016064595756,-0.32245238034016527,-0.4483794662543115,0.7303144508031788,-0.49155020964122653,0.6310719530418153,0.8700442186353066,0.3851823059120774,0.6171453598300671,0.3547308160358455,0.5807500753129977,-0.43062460028513394,0.5069645223346902,-0.7015525675749633,-0.030293114544645085,0.6470279759881203,-0.3901485502398039,0.05410424106124744,-0.613584295070745,0.34093804151991286,0.45236675217317646,-0.5112309915934123,-0.6714874348688592,-0.07505049186666526,0.5257766611009163,0.6458200219361971,0.6382176612234017,-0.0355555979919446,-0.17599377129803495,-0.6722267273384005,0.5943021560415371,0.6039872660485017
