,Occipital_Sup_R,Occipital_Sup_L,Frontal_Mid_2_L,Thal_PuA_R,Temporal_Pole_Sup_L,Calcarine_L,Paracentral_Lobule_R,N_Acc_R,VTA_L,Thal_PuI_R,Thal_VA_R,Thal_AV_L,Precentral_L,Red_N_L,Vermis_6,Thal_PuL_R,Thal_MDl_L,Cerebellum_Crus1_R,Temporal_Mid_R,Temporal_Sup_R,Cerebellum_9_L,Red_N_R,Postcentral_L,Cerebellum_Crus2_R,Thal_VPL_R,Cingulate_Mid_R,Angular_L,Vermis_9,Temporal_Sup_L,Calcarine_R,Cerebellum_6_R,ACC_sub_L,Amygdala_L,Frontal_Inf_Tri_L,Cerebellum_8_R,Thal_MDm_R,ACC_pre_L,SupraMarginal_R,Thal_MDl_R,Thal_VA_L,SupraMarginal_L,Supp_Motor_Area_L,Frontal_Inf_Oper_L,Thal_LP_L,Insula_L,Olfactory_L,ACC_sup_L,Putamen_L,Vermis_3,Fusiform_L,Cerebellum_8_L,Vermis_10,Temporal_Pole_Mid_L,Frontal_Sup_Medial_L,Thal_VL_L,Raphe_D,OFCmed_R,Thal_LGN_L,Cerebellum_7b_R,Caudate_L,Thal_LGN_R,Cerebellum_Crus1_L,Precuneus_L,Pallidum_L,ACC_pre_R,Frontal_Med_Orb_L,Precuneus_R,Frontal_Inf_Tri_R,Frontal_Inf_Oper_R,OFCpost_R,Rolandic_Oper_R,Vermis_4_5,Angular_R,Temporal_Mid_L,Heschl_R,OFCpost_L,Cingulate_Mid_L,Occipital_Mid_R,Frontal_Med_Orb_R,Parietal_Inf_R,Thal_IL_R,OFClat_L,Parietal_Inf_L,Frontal_Inf_Orb_2_L,Pallidum_R,Parietal_Sup_R,Putamen_R,Raphe_M,ParaHippocampal_L,Cuneus_R
Occipital_Sup_R,1.0,0.9770522086179692,-0.7573968419040786,0.9349698346393462,0.6166108905846044,0.6979098766391068,0.6833396618374201,-0.3363553381840594,-0.11522028980729668,0.8011647213749387,-0.8223205769096131,-0.17076343159170945,-0.12932534783402022,0.7271604222425553,0.6589357376112575,0.942111403620378,-0.5522455674914463,0.3634650747014263,0.5842829823868138,0.49236021436538097,0.2865957317396331,0.2843989332453519,-0.11817842576859658,0.3410025214060559,0.8372042707489759,-0.21067905811168203,0.9601103998182773,-0.29643730239555044,0.29777775717678995,0.716748831837452,0.49043191921618523,-0.2522825052679016,-0.3970196617053011,-0.7108198091457556,0.3833919865792038,0.7279924557701818,-0.7604624779355506,0.6963414309517248,0.3197315719198699,-0.6714874348688592,0.7750845725559031,-0.5574479983818627,0.369743486142797,-0.13230736482908767,0.1468984191280176,0.07725772367056358,-0.4785121399175492,-0.5233772858664096,-0.7608428691333156,0.15705168045264026,0.2190818160697939,0.4911671014640252,0.34994995994604217,0.03594861947817007,-0.8469526969022325,-0.705015895976396,-0.42821291210161616,-0.7496273919844919,0.5003852411620151,-0.05360452252586452,0.7643692684481389,0.563394760300202,0.8529759032342517,-0.6987963346516383,-0.8410804599991725,-0.291706151155017,0.7952700288806545,-0.6075013921123578,-0.3850570753228459,-0.18531784027404202,-0.47315658765230695,-0.4813263389976248,0.9542984655005557,0.7289361720878393,-0.7147572679558005,-0.24503866405646274,-0.7622273517316727,0.7296374222567056,-0.4520299286418986,0.8272467846936626,0.3975024326445773,-0.646062928658126,0.7341970383865322,-0.4489696600997664,-0.6254617690313734,0.6615792511128402,-0.5741009135071937,0.26034073842926675,-0.28930044421986817,0.9439830421499963
Occipital_Sup_L,0.9770522086179692,1.0,-0.749433361495302,0.9196861287835563,0.5948833730075194,0.689554097049669,0.6808714095245705,-0.35926860781487807,-0.07072255245774375,0.7891045871257504,-0.7914018407097674,-0.1660804724138094,-0.09857145485711151,0.6664627656585279,0.6286119502150603,0.9176976768251959,-0.5364129692090756,0.3259740124415783,0.5188178520748149,0.44759017074041635,0.2458887126672947,0.28383405371661136,-0.06794507076820279,0.32124470418706474,0.8039455284667204,-0.16403372510094913,0.9725543846950516,-0.3046708339184694,0.33948960822519036,0.7036678331929657,0.4582768554220067,-0.21127060834750241,-0.3918345709571916,-0.6682947466669925,0.3395808241234553,0.7470606046189106,-0.7442030792406601,0.667442216940603,0.3326093353001591,-0.613584295070745,0.8382377576535964,-0.5810549261078061,0.4469358140218918,-0.07324996328856816,0.13990126986937457,0.13292412425066433,-0.5384069678490068,-0.536122008108841,-0.7469044652400686,0.20346579946633514,0.19846383368200957,0.45638441808280017,0.32394120271608423,0.1200900730831884,-0.7987682235774286,-0.6840890957776706,-0.3779443298033208,-0.6951432471973983,0.45686802669222437,0.05304730697037735,0.7387909328219748,0.5443975116609971,0.8767216682947178,-0.6628758914828243,-0.8213604469145167,-0.24452598265514722,0.8206845656713376,-0.6207972955655681,-0.427095973951676,-0.13335675242416573,-0.4465873099036768,-0.4925828154535011,0.9453720293377297,0.747754375277324,-0.6300204739323556,-0.20955410585180073,-0.7251984160513424,0.7221358772833403,-0.4030887596321413,0.8228211507292255,0.4186777122776379,-0.5984909379838982,0.7603183820157761,-0.44606554060151604,-0.6172710044826806,0.6638784753997723,-0.5145445312589806,0.2217619106242154,-0.26833598923635765,0.9380589425871282
Frontal_Mid_2_L,-0.7573968419040786,-0.749433361495302,1.0,-0.6177256274000761,-0.31275650286669426,-0.22545984202608213,-0.5096912792998084,0.05126040592401341,0.2192388459706485,-0.42604432732022174,0.4858858270329061,0.13664798484552157,0.5604152457286747,-0.29344108156969273,-0.18950932923431063,-0.621542563408377,0.30962432878437923,0.061445462685903444,-0.20151276302578586,-0.24016307687712746,0.17963979930445137,-0.028136717014656386,0.2726296093473032,0.12144541383423423,-0.5647846966691642,0.08242653936486674,-0.7000512137986338,0.539936492786565,-0.07748210033722933,-0.2885854125700418,-0.06675693719305127,0.01612347485041274,0.2437914988781316,0.7130983761828145,0.07231544508077063,-0.4384780824840881,0.4239326204514148,-0.5711112212830388,-0.0853345219304348,0.5371384981985066,-0.4889213568735223,0.8898425466291597,-0.052627124436996575,0.04415923545729381,0.024323108683857154,-0.005256206975396036,0.5972304302208503,0.3373478212855543,0.4711803154937658,-0.012402064720344528,0.2195117280765759,-0.02978295866261635,0.06020587613254055,-0.19768829353388284,0.538646187271993,0.41447161238583746,0.12474197348122652,0.5722042663086246,-0.3627846618851359,-0.039912977048914645,-0.394019499901759,-0.1645580479451747,-0.7876063678600953,0.483938717582198,0.6614753576693673,-0.11996124533388984,-0.6941687827861498,0.49555932795477636,0.4524416810016161,-0.055877355470223676,0.3937660324225346,0.524924753667663,-0.824271697723079,-0.33986212713693204,0.4586114994706185,-0.058769209502129625,0.7082147055201691,-0.46257654903816936,0.03993580566080565,-0.8406844709936451,-0.08572035775828654,0.38741718800796426,-0.5538021876467804,0.33139392669322865,0.5233580024851351,-0.7698734785181599,0.3738691471385842,0.012099134075376978,-0.0057942708600043046,-0.645294436669493
Thal_PuA_R,0.9349698346393462,0.9196861287835563,-0.6177256274000761,1.0,0.7115076273426753,0.7922654037411591,0.5562357822714371,-0.5068234921108368,-0.07434162760152896,0.9342621941511063,-0.8979008630407439,-0.15711697337724972,-0.06986491893800123,0.8152575685026263,0.8082589073715613,0.9626978780593541,-0.5868773730053853,0.5891167035643049,0.7168996622340991,0.5783177807318808,0.5121393669946732,0.2711671797994466,-0.19522644115748783,0.5507855887015503,0.8804570235849496,-0.32773959051552604,0.9067795072891803,-0.11687679572308532,0.3488829598124676,0.8260646498312683,0.6852594250306521,-0.36975607095562174,-0.5214790552499876,-0.720630105621975,0.6020440239290532,0.8512960448960606,-0.8702504690427083,0.5552968247558467,0.4124541545018079,-0.7015525675749633,0.7095311788160739,-0.4011299804534329,0.3771679544615687,-0.1791365585334904,0.17775685076132983,0.11770035740702994,-0.4161013899737634,-0.6040944172949706,-0.8526523219863029,0.20554477560620144,0.4693202447676176,0.7057585521596589,0.5477523960687565,-0.13322302994527324,-0.8880526187630938,-0.8235261680792612,-0.5900769955939816,-0.7698150989098865,0.5221976056501939,-0.11298657075315661,0.9153360803313937,0.7626309162567433,0.6788691730394948,-0.7877661537164867,-0.8661731305729609,-0.526260060581974,0.6219997693506474,-0.645678624093519,-0.33794237434443114,-0.30953391654280626,-0.38994809541304076,-0.49880472697517886,0.8267558469193123,0.8057051002125338,-0.7218781899355416,-0.36586685879798303,-0.6500286595051528,0.7878866950536209,-0.658897709436631,0.6258345528545268,0.5786961371392177,-0.7462260361438858,0.5732786519947203,-0.49390730480270456,-0.7200301259977807,0.42932880429806286,-0.6442217905297458,0.39016590816038055,-0.46764872642281624,0.9589755966948879
Temporal_Pole_Sup_L,0.6166108905846044,0.5948833730075194,-0.31275650286669426,0.7115076273426753,1.0,0.7496561408470914,0.29192826536905536,-0.2732204333043562,-0.24212767370774546,0.7404482893467109,-0.5455192351168469,0.06689989295434665,-0.17732434749195913,0.7291677674679268,0.7672556482197932,0.618518793070926,-0.299031330727358,0.6399547739102058,0.676523767197604,0.5048048458668654,0.6519733491250057,0.42385313305774486,-0.3749173553086028,0.5794037971050496,0.6017055692963431,-0.057184742822018575,0.614550976993874,0.17668477315222297,0.5678573883268181,0.7608585055182995,0.7141985197995468,-0.1657758415205046,-0.36879415763858053,-0.485101205294127,0.6749512577484285,0.7770574769063674,-0.5343333150971173,0.23029149672990748,0.3271138352211661,-0.32245238034016527,0.3512506981199996,-0.1940580492970945,0.33645271144156136,-0.08378643793517743,0.08834564288122666,0.111147946587782,-0.5388853159462836,-0.27533745395457876,-0.5448023499254913,0.42448779739537246,0.6186913054705171,0.734236599911476,0.6831615975948689,0.0346512259765418,-0.5353275420820174,-0.7227488369234532,-0.3250953275684744,-0.6515796537047581,0.5503329160353486,0.1558362850886745,0.7977617103183606,0.8085407671909143,0.3386161274882443,-0.4722886776259008,-0.50771730426216,-0.29777857965484095,0.3544315591186251,-0.4961639901419913,-0.230536332753436,-0.12696475438427854,-0.08699201366289566,-0.18917762640193353,0.45229653326458097,0.8330988562862123,-0.5451385373228689,-0.20269225215025807,-0.18794785443187662,0.5916781149436036,-0.446156988139619,0.2359684931731455,0.6043981134685515,-0.6173678325795681,0.20648496116407974,-0.3356612966920413,-0.48734261566974757,0.12204587999450464,-0.2569762609543294,0.5240694452105058,-0.2542193093839992,0.7143167807528276
Calcarine_L,0.6979098766391068,0.689554097049669,-0.22545984202608213,0.7922654037411591,0.7496561408470914,1.0,0.5204963268024255,-0.4215709955603065,-0.04677482053529719,0.8093069728271715,-0.7006477269988904,-0.057581896916583206,0.06766964346036347,0.8268089324473903,0.8883937849874755,0.7469147791795744,-0.4382457150103344,0.6931018512019472,0.7630167532031978,0.6622618934154622,0.7442247654071193,0.46415472465673857,-0.24118257484854547,0.718365979458037,0.715012753174556,-0.1091585718397399,0.6842990155781222,0.28390119998526914,0.460966435306555,0.9123313569802011,0.7480844895738167,-0.3563403091972475,-0.42744657961658644,-0.47473474229103224,0.7419031246028229,0.7609321097167873,-0.7086472382805264,0.3855108041923686,0.4321327812396939,-0.3978768534121689,0.49317550830742213,-0.049017400288629075,0.36836425852296917,-0.06907779630331817,0.18759036387591788,0.038156131937189114,-0.2350711240510423,-0.35130978955929587,-0.6421275655135983,0.5101475067272542,0.7024239981617459,0.8048875339809524,0.6549619416332279,-0.22735997944692,-0.6982814522204693,-0.7074281501225623,-0.5564203115978329,-0.592820487716971,0.4237739156558439,-0.1253229948251322,0.8352132181146613,0.8348736647375292,0.4342196451286986,-0.553927130187109,-0.627776758578274,-0.5736183799079152,0.467201393996278,-0.33168006440346937,-0.025163184994198274,-0.3509545517514353,-0.09079416798894165,-0.08830703021769376,0.5308452328767438,0.8315635993239637,-0.5760854847281973,-0.43474368406900876,-0.28979598404981405,0.6279678795801287,-0.6773120116984352,0.3066935661200733,0.6622884997407232,-0.6306940512931847,0.3468340653892781,-0.3650538543211835,-0.4304693753298576,0.11749274629469496,-0.4211368617551018,0.5365566906093224,-0.4215936689326052,0.8179269399801653
Paracentral_Lobule_R,0.6833396618374201,0.6808714095245705,-0.5096912792998084,0.5562357822714371,0.29192826536905536,0.5204963268024255,1.0,-0.0376416016263711,-0.15069849994691983,0.39546658989131867,-0.45564696880772126,0.019948789419844768,-0.03978736235002196,0.46661374353528046,0.3336866324644625,0.5919702700533034,-0.26239992575863363,0.028248060867317668,0.2547407350888788,0.3466543696606574,0.08689683488997725,0.34646753553387805,0.030689904406969514,0.1232754677099891,0.5659760656271358,0.07534674698343201,0.6697789468363716,-0.14666218940046513,0.30074696622485436,0.44741290647107407,0.15650954353514931,-0.04691847725298724,-0.16393478578040416,-0.3278042746194048,0.11804582755026172,0.41579790079866746,-0.41462757566159975,0.6167917294479797,0.3106339901769626,-0.28593401817054465,0.5749153536319188,-0.35954488983320926,0.3269725066994691,-0.09797490531154339,0.16836942009987557,-0.02426784623776939,-0.2325956399017091,-0.16864375476655688,-0.31664472176950026,0.2879345710280379,0.02427421293464973,0.17667166837863274,-0.005214439461254914,0.1422765221296452,-0.4843119090632543,-0.31367637123962105,-0.2297274278596366,-0.38710494054570405,0.15955454535916366,0.031650864630493256,0.3705992805540599,0.25158290999199606,0.776188247784641,-0.2826429747160955,-0.5290124093769786,-0.07088587066531754,0.7751082898071834,-0.12892600538560914,-0.14940925442658026,-0.1280779030383368,-0.25264122110748255,-0.1328268019901922,0.7212930659590261,0.49543025028734694,-0.31177323253847755,-0.1728186472944675,-0.5079065301624736,0.3721370254469729,-0.19441130943124615,0.7357553075890086,0.20519288599235766,-0.2637323996502764,0.6700075822535599,-0.31500499245926517,-0.18416023184483948,0.6181623426623079,-0.21240207539950026,0.12683447016321092,-0.016230263173748146,0.6137308457945988
N_Acc_R,-0.3363553381840594,-0.35926860781487807,0.05126040592401341,-0.5068234921108368,-0.2732204333043562,-0.4215709955603065,-0.0376416016263711,1.0,-0.08877778425675335,-0.5611263605543364,0.6193254392979576,0.22280638112216825,-0.1581638304476197,-0.33509713322493734,-0.46749156190778296,-0.470490789947115,0.45239390489647713,-0.47962280401383184,-0.3708221812522916,-0.19115758475513933,-0.41025296612719936,-0.0010671558707582706,0.03908260780361643,-0.4536737147722245,-0.37460025362695154,0.39472615862418287,-0.334472434059836,-0.05759613227642635,0.0015303610027630227,-0.470551096536114,-0.4836350336705953,0.4174157394211613,0.5158829615175995,0.3366698430002783,-0.4492308304969857,-0.46189216190946136,0.5983874994014267,-0.09977287742538214,-0.2685012895130905,0.41936040157126614,-0.3223586088695065,-0.07212119946618642,-0.17348298411489974,0.23190489392953428,0.12762251860977933,0.004918780318999738,0.08250769876810546,0.6423875326184018,0.5838525917274808,-0.02380043848201714,-0.4343109490433571,-0.5324445794180933,-0.4600165604420473,0.2917046748278167,0.48729064100147984,0.48702812674537926,0.5925232599044329,0.28155614293294173,-0.08079296764634025,0.17398469177984063,-0.5058949544600236,-0.5177521796870334,-0.07153908537380664,0.5151161498347673,0.45709873214319147,0.5904015965104361,-0.032378895289197754,0.3788433933328345,0.2040105413417951,0.4540366990261763,0.2961890676937971,0.36529480267253217,-0.21600550274900548,-0.38012321455668235,0.32891223580964474,0.41423111389737566,0.17730694035093775,-0.4050221194444177,0.6390580668462839,-0.027444417354355943,-0.36219046823315004,0.46408255523935543,-0.10674925030238935,0.40157168589045994,0.6086640858967783,0.10874479593010408,0.5748732384055767,-0.12682492773276094,0.5867595364276365,-0.4096493667739618
VTA_L,-0.11522028980729668,-0.07072255245774375,0.2192388459706485,-0.07434162760152896,-0.24212767370774546,-0.04677482053529719,-0.15069849994691983,-0.08877778425675335,1.0,-0.0019965940482421104,0.08385101901349092,-0.08799203729999286,0.2937643367086949,-0.11359237303982546,-0.01852506841018552,-0.06061458469128021,0.062200120147067155,0.016287008160307984,-0.04430792758497723,-0.029585562208093222,-0.01862521731531294,-0.016001959270875676,0.18974794964673028,0.13377908506215738,-0.05112488555927491,0.005814704477746546,-0.12072441087905217,0.07396297325358027,-0.0073402546440304965,-0.02769827935072828,0.0021994484432787927,0.08853166432363889,0.14952895670957655,0.25846555189054055,-0.015832406195824444,-0.006666725235009418,0.07925269298548934,0.0642476281045437,0.243734797799761,0.16609612967798945,0.09271389199783797,0.17594458394242612,0.13283120954354405,0.28843328702818505,0.4573063645258656,0.2616790959917408,0.16401437499147944,0.23974129588238494,-0.03500918433150994,-0.10426292331309266,0.06400670536403878,-0.008496798444915573,0.07980454166848945,-0.009939368248123269,0.06788076914941811,0.08496536195738208,0.04887645527076332,0.40096993194333597,-0.15496051899051144,0.040133714293751135,-0.059716486306341875,-0.10357461890179957,-0.06829782724258206,0.03775779323875632,0.19149377642453166,-0.07759562706418373,-0.0451765301697208,-0.00837208909666753,0.0685668426126462,0.02755649495604644,-0.03963278747373981,0.1341185556892657,-0.07396341574198617,-0.10178296238703687,0.08253715269016343,0.008943401789274358,0.08127347788580466,-0.09556647740402581,0.07838495699702978,-0.08731534146941482,0.21068327441652668,0.21483995843024262,0.018989599308259164,0.3512375793145702,0.19517789640370176,-0.14279127431756666,0.04796910887485208,-0.08742435929929669,-0.1617524700450942,-0.0719488691302218
Thal_PuI_R,0.8011647213749387,0.7891045871257504,-0.42604432732022174,0.9342621941511063,0.7404482893467109,0.8093069728271715,0.39546658989131867,-0.5611263605543364,-0.0019965940482421104,1.0,-0.8725846163342221,-0.191637650006714,-0.047378069425165266,0.826369378589911,0.8903553404598032,0.8845221920910891,-0.6185223252443572,0.786514100263008,0.8327363648346263,0.6790757499418943,0.685773099123001,0.2878000300262966,-0.29245083482614437,0.7413527738999692,0.7549100894284708,-0.3463838359842399,0.7558742030543919,0.1066755329102323,0.3220679659476899,0.8887634195457524,0.8492283779891143,-0.47747046138838684,-0.5914963043238898,-0.6834322438893378,0.7751780019579145,0.8585233895411174,-0.8663131344293903,0.42650621378114567,0.40143577042678813,-0.6636838971208565,0.558188978353168,-0.23716362331455187,0.33100843346411774,-0.19412192477887733,0.17980144772066511,0.15022427000582925,-0.33140748569365636,-0.5590205711458158,-0.8634902431528789,0.23815071612210953,0.6780030023852622,0.8504171522428423,0.7056826144294644,-0.28045064159630495,-0.8574202212879692,-0.826635077140905,-0.6390819346150513,-0.6901270687713182,0.4990793537282185,-0.17979752916025918,0.9687664905429072,0.8738128198400836,0.45756114184678154,-0.7946414167947018,-0.7941893768945223,-0.6397294356667502,0.4283180008075597,-0.6076257300725011,-0.208299381637472,-0.3847968089984662,-0.2494297647760163,-0.4622923655765706,0.6568367436084598,0.7747902894412327,-0.6572676307244929,-0.4192631550944861,-0.45910137332405093,0.7768667556457353,-0.7495124784080048,0.39325046194664093,0.7040432246387497,-0.7443856342301076,0.35855392069167774,-0.48708076226103997,-0.7024405561220864,0.16417721303461366,-0.6317380076177863,0.4670881002109416,-0.5711342007975412,0.9028198631737587
