,Thal_MDl_R,Thal_LGN_R,Parietal_Sup_L,Red_N_R,Frontal_Inf_Oper_L,Thal_PuI_R,Cerebellum_6_R,Raphe_M,OFCant_R,Lingual_R,Frontal_Sup_Medial_L,Occipital_Inf_R,OFClat_L,Frontal_Med_Orb_R,ACC_sup_R,Rectus_R,Cerebellum_10_R,Insula_R,Occipital_Sup_R,Vermis_4_5,Thal_PuL_R,Cerebellum_4_5_R,ACC_pre_R,Rectus_L,Supp_Motor_Area_R,SN_pr_L,Postcentral_R,SupraMarginal_L,Thal_MDm_R,Thal_PuA_L,Thal_MGN_R,Temporal_Pole_Sup_R,N_Acc_R,VTA_L,Parietal_Inf_L,Paracentral_Lobule_R,Insula_L,Temporal_Pole_Sup_L,Thal_IL_L,Frontal_Mid_2_R,Angular_R,Temporal_Pole_Mid_L,Precuneus_R,Precentral_L,Thal_VL_L,SN_pc_L,Thal_LP_R,Temporal_Mid_L,Vermis_8,Thal_IL_R,Frontal_Sup_2_L,Olfactory_L,Temporal_Pole_Mid_R,ParaHippocampal_L,Heschl_R,Postcentral_L,Frontal_Sup_2_R,Frontal_Mid_2_L,Caudate_R,Thal_PuA_R,Olfactory_R,SN_pr_R,Thal_PuI_L,OFCpost_L,Vermis_3,Thal_PuM_L,Thal_MGN_L,Occipital_Mid_L,Vermis_9,Vermis_1_2,Hippocampus_L,Thal_LP_L,Paracentral_Lobule_L,ACC_sup_L,Occipital_Inf_L,OFCmed_R,Temporal_Inf_L,Caudate_L,Precuneus_L,Frontal_Inf_Tri_R,Thal_MDl_L,Thal_AV_R,Frontal_Inf_Orb_2_R,Cerebellum_4_5_L,Rolandic_Oper_R,Occipital_Mid_R,SupraMarginal_R,Thal_VL_R,Precentral_R,Cerebellum_10_L,Cerebellum_9_L,OFClat_R,Cerebellum_Crus1_L,Cerebellum_Crus2_R,Thal_PuL_L,Cerebellum_8_L,Cerebellum_8_R,Vermis_10,OFCant_L,Temporal_Mid_R,Pallidum_R,Parietal_Sup_R,Calcarine_R,Amygdala_L,N_Acc_L,Cingulate_Post_R,Vermis_7,Cerebellum_9_R,ACC_pre_L,Frontal_Inf_Tri_L,Pallidum_L,Putamen_L,Cerebellum_3_L,Thal_AV_L,Cingulate_Mid_L,Parietal_Inf_R,Cuneus_R,OFCpost_R,VTA_R,Supp_Motor_Area_L
Thal_PuA_L,0.29650560286734057,-0.07047684296788805,-0.344687828781159,-0.03987201781954518,-0.05211105416463554,-0.18106845467678162,-0.05035760209323356,0.1782851113893103,0.24595349474477388,-0.01157848831331506,-0.05941801760014567,0.06000377803711204,0.270488044805699,0.1243762213044021,0.1998124170291764,0.1430084488125608,-0.14603183282472101,0.24998833385957347,-0.28720308311139575,0.4034117306113879,-0.2487761656442391,0.3882467470945665,0.41852967612909947,0.21072634011710512,-0.015420513120654858,0.01270650828076151,-0.21209164169255665,-0.3032677728369241,0.026500735060808578,1.0,-0.0514581941622774,0.1846734534787598,0.1900302815424351,0.06381738624487605,-0.2811011172045911,-0.34079673128049776,0.17272024298143882,0.036814431738693774,0.5592630266025654,0.240315023345393,-0.3451086683280685,0.04987356833937533,-0.2537231939426853,-0.014624251415891448,0.35474789406646845,0.017666746310958638,-0.21953699484872888,-0.030001769989011023,0.0034861612131595653,0.09577267016877601,0.28642970253792494,0.011894377605498226,0.07161941216373705,0.24186045259291664,0.15537676585381194,-0.0447976838855254,0.16491184488988053,0.2697648029919311,0.1455556204440024,-0.21589711471049922,-0.018938174813035988,-0.060590972037695,0.655345926022913,0.19417646396829807,0.2995800104413435,-0.11175264336963411,0.07123432808954606,-0.261968582597733,0.16235078576067455,-0.07709595469250317,0.46997458292565064,0.5234942347001943,-0.1689746153985587,0.24825899342552038,-0.07114274625684017,0.2029229426127049,0.1704364870584897,0.031172190528166763,-0.31427831547603025,0.2607394444133184,0.5576198278292597,0.5146309243587627,0.2748128426587797,0.32692290567075977,0.3004421205731779,-0.2628793859425452,-0.2482744286122635,0.7056407668587269,-0.1745019771437273,0.09169387393157309,0.07164118277468685,0.16389688614059852,-0.07003287029411871,-0.02065064884524921,-0.2983984057434558,0.06943624861087608,-0.00223891085657343,-0.044002364315390986,0.26650262765277255,-0.018270762166743636,0.3418216245019793,-0.24766258510113748,-0.08250786206463051,0.28246688802401726,0.2207043934946703,0.2875674624263564,-0.041618961958409806,0.007271047521116114,0.36469345442123846,0.30042789558937744,0.2897001600534943,0.37857158583336903,0.2595420786219201,0.42304659479395446,0.26633311114085645,-0.33274350001829955,-0.22387475414555305,0.2520869767476546,-0.14245135285877789,0.2358098054702479
Thal_MGN_R,0.298595765932025,0.9343650444059911,0.1942549963499834,0.27990695871276094,0.23441765055587077,0.8930620651946456,0.8714990129025589,0.5469511766723958,-0.7341586590241009,0.850234315185377,-0.28192620791612466,0.6137740231700332,-0.7307096603669757,-0.6990616468685629,-0.3157651138845728,-0.5310943551315487,0.4100209012506317,0.14273466927311576,0.5982908954740036,-0.3788104235808827,0.6780494957511756,-0.29832030622978956,-0.6436471790222108,-0.5839370407391734,-0.15091867051538307,-0.06315038845422664,-0.13690019209154775,0.32411070355485205,0.8371629370211601,-0.0514581941622774,1.0,0.6262069576308288,-0.4679582296611966,-0.10429807543758146,0.09040515896116225,0.21354084768817191,0.13867637632245636,0.7988278780490107,-0.3069540222612177,-0.7261705822711593,0.412407377218499,0.7242188822500258,0.19494994732522294,-0.1739655476273883,-0.6789352888398739,0.24850644861973667,0.6650837150346386,0.7303574186602857,0.6765418753270854,0.7596864792347583,-0.4672849035056413,0.13860406780897816,0.771919767086611,-0.5033407861488459,-0.5567071295882267,-0.4621727341258996,-0.7232526588174266,-0.3085287123776177,-0.16314143023764568,0.7892997852019427,0.0339523000850702,0.4077970536749279,0.2778140566663225,-0.3939069986455508,-0.728660552860703,0.7017592608574207,0.6086905990554575,0.6085511683230662,0.30456047674469705,0.7604936507581519,-0.33769069986412986,-0.202461952245201,-0.17751032416782286,-0.3474594089660094,0.8573498532572074,-0.5770165450063933,0.29654189313290896,-0.07984141253530717,0.23002998920250742,-0.5251636421921516,-0.46259407967878713,-0.10141517330232493,-0.7087976393289933,-0.03859250879259624,-0.02259056018969574,0.7125411191144302,0.14131768273224635,-0.269777167548467,-0.19753547833576438,0.5333069697505595,0.7513908006541602,-0.5086802927855308,0.9188732350156547,0.7583738786613885,0.1924180060472565,0.764274120065821,0.8388456014161334,0.8628172259139135,-0.694118460039209,0.8181304310323234,-0.6439953767856463,-0.028289944544851127,0.8217253790703626,-0.5609613935530385,-0.3398299910008628,-0.04337170273364903,0.8203620243972284,0.7933562377200577,-0.7228441270435756,-0.6058918073391054,-0.6705693006823431,-0.44515202502603923,0.0005797101943700444,-0.09839634044104369,-0.2441500297584648,0.14094428101009362,0.7539506866601041,-0.34988924746376765,0.14643016123294753,-0.175744778789972
Temporal_Pole_Sup_R,0.06841574594990021,0.5181161330211722,-0.10974365918682993,0.29269804563772467,0.07340116984411263,0.46185370407514126,0.6551714755498859,0.4304183770269395,-0.4320331988528855,0.5696548989465214,-0.1873987097946694,0.5262889285545348,-0.2846904190777385,-0.27057625031759686,-0.2752950925394904,-0.3777842909732569,0.1882921717871641,0.28791012987025416,0.15764242230668923,-0.023359036577467178,0.18781276490644555,0.09444097077955281,-0.15686811260198436,-0.2585948701525636,-0.11603192792280649,-0.040988413242145985,-0.35797004664726534,0.029594380939306796,0.42820889082900787,0.1846734534787598,0.6262069576308288,1.0,-0.026869856597285673,0.02175773933965452,-0.0940354127149301,-0.03032897012494073,0.14310560249579524,0.5611116695715266,-0.11294350066950978,-0.3007779073067935,0.0265277484159904,0.5621082412243451,-0.008412716284605597,-0.13310892481320713,-0.24485781128578019,0.07372801033858926,0.16601268107810838,0.4039126332289303,0.5622461080668443,0.5464956089165874,-0.0825273419854765,0.08668255325315019,0.7203441137424476,-0.23515474048385904,-0.11548356309713535,-0.3505310143214187,-0.42210016424525504,0.0370422778734744,0.10979182789641555,0.27759851686735215,-0.009377484402474079,0.2878664103106402,0.4459057475597354,-0.12126544638913332,-0.3024159303289794,0.2825425106165536,0.3258661937743545,0.19516013507015706,0.4717002282220928,0.4542470336836748,0.0037187870835862875,0.03786390565703739,-0.24017681539938146,-0.2056511835228207,0.4661345033074786,-0.09445834586205876,0.14149846804940128,-0.0344363345480618,-0.06273441532311734,-0.0829362610618992,-0.2201095504794494,-0.006245899896975008,-0.15098277822066916,0.2131316471133224,0.44847458723104106,0.3757199914954607,-0.019701117459190013,-0.026823157764214196,-0.32848768180247395,0.3894965513512105,0.5760633223406464,-0.19652709140402297,0.55426013964814,0.5998051683735727,-0.13197004432878645,0.6093930873751653,0.6018702027527102,0.5768330048757709,-0.2772614656738329,0.640352610177048,-0.1505943162789637,-0.2504832255848271,0.5412154354312618,-0.21828441001549398,-0.11168282333494571,0.2118119342328217,0.5634034706592709,0.5979953865341161,-0.21534627841516318,-0.24045241551477922,-0.24758137588613235,0.06316169813575767,0.16183146638405144,0.009580344115438287,0.19593753656486765,-0.17673236861115363,0.34101417539695456,-0.0034603319747728845,0.007983720925070478,0.027390946995067996
N_Acc_R,-0.2685012895130905,-0.5058949544600236,-0.06690944458626746,-0.0010671558707582706,-0.17348298411489974,-0.5611263605543364,-0.4836350336705953,-0.12682492773276094,0.474356201686026,-0.49156881522091617,0.2917046748278167,-0.36752595960196366,0.46408255523935543,0.6390580668462839,-0.05134086624519086,0.5586998738146561,-0.2584792343651768,0.03675417962750289,-0.3363553381840594,0.36529480267253217,-0.470490789947115,0.3170181975026869,0.45709873214319147,0.5371117341808402,0.057993096265722154,0.0440001751541498,0.04070087081047183,-0.3223586088695065,-0.46189216190946136,0.1900302815424351,-0.4679582296611966,-0.026869856597285673,1.0,-0.08877778425675335,-0.10674925030238935,-0.0376416016263711,0.12762251860977933,-0.2732204333043562,0.4221731339206834,0.48994493804202116,-0.21600550274900548,-0.4600165604420473,-0.032378895289197754,-0.1581638304476197,0.48729064100147984,-0.12171673376836296,-0.424915104726557,-0.38012321455668235,-0.31840456221778135,-0.36219046823315004,0.20257115906425932,0.004918780318999738,-0.35259892198043524,0.5867595364276365,0.32891223580964474,0.03908260780361643,0.32032184211438025,0.05126040592401341,0.5309552705760595,-0.5068234921108368,0.20865500736866638,0.028222794889013882,-0.048189032467460195,0.41423111389737566,0.5838525917274808,-0.4914951167447665,-0.4560686271884253,-0.3585803824775046,-0.05759613227642635,-0.5186398160724011,0.38625935335846745,0.23190489392953428,-0.045913252314595476,0.08250769876810546,-0.5038510954863035,0.5925232599044329,0.02833711745541526,0.17398469177984063,-0.07153908537380664,0.3788433933328345,0.45239390489647713,0.11561695881138852,0.5938494434644745,0.1799607578298013,0.2961890676937971,-0.4050221194444177,-0.09977287742538214,0.3722809149052021,0.04688920369222641,-0.19883722215075478,-0.41025296612719936,0.5527954536123342,-0.5177521796870334,-0.4536737147722245,-0.3743599185983472,-0.4343109490433571,-0.4492308304969857,-0.5324445794180933,0.6594936236597102,-0.3708221812522916,0.6086640858967783,0.10874479593010408,-0.470551096536114,0.5158829615175995,0.5171224926750237,0.11304915500942486,-0.49117020067449896,-0.4366303922013517,0.5983874994014267,0.3366698430002783,0.5151161498347673,0.6423875326184018,0.2470387344046193,0.22280638112216825,0.17730694035093775,-0.027444417354355943,-0.4096493667739618,0.4540366990261763,-0.295891308689414,-0.07212119946618642
VTA_L,0.243734797799761,-0.059716486306341875,-0.08137272064547088,-0.016001959270875676,0.13283120954354405,-0.0019965940482421104,0.0021994484432787927,-0.08742435929929669,-0.10028779446254346,-0.011953636705969727,-0.009939368248123269,0.03332585180718705,0.21483995843024262,0.07838495699702978,0.2556677417121529,-0.1777917169835845,-0.024656854172443062,0.13643659371467745,-0.11522028980729668,0.1341185556892657,-0.06061458469128021,0.12775668906510368,0.19149377642453166,-0.04418031166286845,0.22687607726621306,0.6232764815757081,0.013661636134677538,0.09271389199783797,-0.006666725235009418,0.06381738624487605,-0.10429807543758146,0.02175773933965452,-0.08877778425675335,1.0,0.018989599308259164,-0.15069849994691983,0.4573063645258656,-0.24212767370774546,-0.01782599610686184,0.056528355346012506,-0.07396341574198617,0.07980454166848945,-0.0451765301697208,0.2937643367086949,0.06788076914941811,-0.036972145008229436,-0.1649618942843756,-0.10178296238703687,0.07703065146309451,0.21068327441652668,0.20519425487834736,0.2616790959917408,-0.03095300562776774,-0.1617524700450942,0.08253715269016343,0.18974794964673028,0.2438190144212662,0.2192388459706485,0.1580399649065721,-0.07434162760152896,0.21822909932156467,0.2141844354524386,0.17728508045521693,0.008943401789274358,-0.03500918433150994,0.02567598790874249,0.17629563874304524,-0.08542694115094239,0.07396297325358027,0.04954971336186042,0.4286810276795496,0.28843328702818505,0.22448693073889078,0.16401437499147944,-0.11267767287706534,0.04887645527076332,-0.26708368625463147,0.040133714293751135,-0.06829782724258206,-0.00837208909666753,0.062200120147067155,0.008448344425820221,0.059760433951387644,0.21968260438839363,-0.03963278747373981,-0.09556647740402581,0.0642476281045437,0.05916321705358468,0.07639547586842665,-0.20275777761254318,-0.01862521731531294,-0.20692384070183337,-0.10357461890179957,0.13377908506215738,-0.023941047095768126,0.06400670536403878,-0.015832406195824444,-0.008496798444915573,-0.090666915732623,-0.04430792758497723,0.19517789640370176,-0.14279127431756666,-0.02769827935072828,0.14952895670957655,0.01231799631594561,0.13957989395355677,-0.04005564017949693,0.0033361080171001724,0.07925269298548934,0.25846555189054055,0.03775779323875632,0.23974129588238494,-0.02049856128154095,-0.08799203729999286,0.08127347788580466,-0.08731534146941482,-0.0719488691302218,0.02755649495604644,0.7004311495012406,0.17594458394242612
Parietal_Inf_L,0.2405343502126835,0.30338118356663796,0.8978198705381056,0.19535860161608115,0.5338768520492402,0.35855392069167774,0.008298209308079004,-0.021803572110988496,-0.1887060518299467,0.16923418238059157,0.3577531447932099,-0.12034045451595966,-0.20776072784322894,0.0019383540477006223,-0.40715587119121416,0.09822450859237229,0.43446396063289494,0.06787502051587814,0.7341970383865322,-0.29629633634800634,0.6221012960531087,-0.4101011177556895,-0.48235305054590777,-0.019842235575987886,0.23681014778768653,0.003870483401969243,0.7119493276292296,0.8970758938428306,0.36111969576755304,-0.2811011172045911,0.09040515896116225,-0.0940354127149301,-0.10674925030238935,0.018989599308259164,1.0,0.6700075822535599,0.2197976565073968,0.20648496116407974,-0.18492946270810917,-0.22656253341656735,0.799810262544127,-0.036917392583374384,0.8272356296144276,0.25498544265104267,-0.46089027230707424,0.010546527760112298,0.6401680613763626,0.4570495963827741,-0.28622800495508427,0.0556816146792102,-0.5042452093272571,0.11322078721043304,-0.17213347654391595,0.014816960461460084,-0.34474670044066436,0.4859542277774127,-0.10670902766292836,-0.5538021876467804,0.10299783888528134,0.5732786519947203,0.05826858022369921,0.05587314258926986,-0.3591775296652967,0.004328040933040265,-0.4168481496134634,0.6137239689499794,0.3772788554459176,0.7476441523569458,-0.5237805601054054,0.20481775578121608,-0.09360207223143716,0.06494872780384241,0.686766011224695,-0.3749619875898116,0.2645881915868072,-0.03292218262448555,0.06368645477380971,0.1502267250824738,0.8605791976401279,-0.3951431170025725,-0.28839174747710544,-0.04089416885789115,-0.22341956952256453,-0.2072795845900276,-0.37627162049677965,0.40001219241348707,0.6600073668471044,-0.19356596796498915,0.48350757794614985,-0.18694973977794074,-0.1861481934669504,-0.14345175611567829,0.036942843415616274,-0.09406161698938026,0.5686293924321193,-0.24713182413537713,-0.10439351975716138,0.005997939837567464,-0.22419309779823843,0.0940562187031471,-0.2588236066910822,0.8017301947084732,0.31604573411325904,-0.0405573132582904,0.08042961306421031,-0.21004608224461102,0.03570435484259198,-0.10531780916393123,-0.3600106862356944,-0.28855258962369695,-0.3187477488460856,-0.2844551133635907,-0.18944193084447877,-0.0199458827792468,-0.6607471051608014,0.8341352947080437,0.5830414106460365,0.11629666834440852,0.18147744180523184,-0.43944841900073967
Paracentral_Lobule_R,0.3106339901769626,0.3705992805540599,0.7374179364823069,0.34646753553387805,0.3269725066994691,0.39546658989131867,0.15650954353514931,0.12683447016321092,-0.27294941342983164,0.3297823442127364,0.1422765221296452,-0.008377083494385132,-0.2637323996502764,-0.19441130943124615,-0.2682314931018923,-0.04894985032279226,0.37482489468091706,0.061967329003008026,0.6833396618374201,-0.1328268019901922,0.5919702700533034,-0.22803391210350737,-0.5290124093769786,-0.2117131897799072,0.44289027279840926,0.017671238220122384,0.6317057577780083,0.5749153536319188,0.41579790079866746,-0.34079673128049776,0.21354084768817191,-0.03032897012494073,-0.0376416016263711,-0.15069849994691983,0.6700075822535599,1.0,0.16836942009987557,0.29192826536905536,-0.20862863163611292,-0.08418887111616812,0.7212930659590261,-0.005214439461254914,0.7751082898071834,-0.03978736235002196,-0.4843119090632543,0.01951273932578013,0.5920793709425407,0.49543025028734694,0.06155327360330299,0.20519288599235766,-0.4985300576839549,-0.02426784623776939,-0.057959543415051586,-0.016230263173748146,-0.31177323253847755,0.030689904406969514,-0.05796684078358901,-0.5096912792998084,0.13037476559249522,0.5562357822714371,0.07870955721104028,0.20595703755439743,-0.4074911930925101,-0.1728186472944675,-0.31664472176950026,0.5411835769362008,0.395678833982539,0.6665897971765349,-0.14666218940046513,0.32431514562997904,-0.20355527556635464,-0.09797490531154339,0.544613515662527,-0.2325956399017091,0.3731728347654978,-0.2297274278596366,0.2314006602809677,0.031650864630493256,0.776188247784641,-0.12892600538560914,-0.26239992575863363,-0.09484557204387777,-0.2398748871222371,-0.030467551222777837,-0.25264122110748255,0.3721370254469729,0.6167917294479797,-0.1608224979848455,0.5736561201936597,0.10106471792331205,0.08689683488997725,-0.1551306027798837,0.25158290999199606,0.1232754677099891,0.4521934584971921,0.02427421293464973,0.11804582755026172,0.17667166837863274,-0.23676153080451617,0.2547407350888788,-0.18416023184483948,0.6181623426623079,0.44741290647107407,-0.16393478578040416,-0.05715896447753558,-0.025486417904503806,0.20306415333037625,0.15294868090379965,-0.41462757566159975,-0.3278042746194048,-0.2826429747160955,-0.16864375476655688,-0.0035512069715148455,0.019948789419844768,-0.5079065301624736,0.7357553075890086,0.6137308457945988,-0.1280779030383368,0.1844316131271482,-0.35954488983320926
Insula_L,0.36866243957745043,0.17767957143059718,0.13091725179466054,0.1930541273677572,0.35175022703816244,0.17980144772066511,0.13447889986454828,0.21106202274583957,-0.016187441374888287,0.20865945455293816,-0.02516067940597408,0.12706869235526397,0.04334775642955408,0.0231966504955505,0.16989137355313239,0.01805919426762721,0.06983677861984279,0.5339958660179869,0.1468984191280176,0.08323899168913607,0.1779336793525055,0.05760445409685224,0.036911340635741835,-0.04739895205723757,0.242938607059383,0.3695292372369112,0.14497671022173303,0.23831275238775065,0.19360092015873123,0.17272024298143882,0.13867637632245636,0.14310560249579524,0.12762251860977933,0.4573063645258656,0.2197976565073968,0.16836942009987557,1.0,0.08834564288122666,0.08249972669396981,-0.02637895977259987,0.15021139550609508,0.18324488075031672,0.1412253463289006,0.24038153912079327,-0.10309558570728683,0.19841444022479354,0.1316034266125537,0.15875792962295301,0.17460718452856416,0.27669048420294023,0.005453118099708577,0.40149729383460286,0.06570692903780517,0.10082037871849744,-0.0005295153289531991,0.12831859758996703,0.0458117254327368,0.024323108683857154,0.1960524832662993,0.17775685076132983,0.5709476322396329,0.5553923313121798,0.18598600936830909,0.029592415015504286,-0.11890271169780676,0.23052459963375693,0.2646816070686619,0.15568339915865056,0.03791143061575884,0.18496589039419492,0.4610834352710075,0.2399558916414454,0.2949069919890059,0.12963353467904315,0.11934510419933451,0.08899300092183435,-0.031794043947706754,0.044770140751080406,0.1577912752481075,-0.04746274476135746,0.05564606589744027,0.09344234574905014,0.11601858363019059,0.2545456111953334,0.07352343675422367,0.11941921974429867,0.20579308430377508,0.171862480572926,0.14457255178089218,0.06178582429908759,0.1129081439517671,-0.02138060870984912,0.09282417963222814,0.18073253109347412,0.02943965785713333,0.14314545761254022,0.1534666038009377,0.10597812353592587,0.0009497357578280594,0.15696396353162187,0.1311135054552428,0.05851909600945948,0.15651465998386782,0.2407925979485934,0.13143403163035638,0.11987453035458849,0.09876430038185698,0.12438992108746091,-0.06484833224727792,0.1711304993572571,-0.06406679804484061,0.34334805176819316,0.22776464899078733,0.09206339215208979,-0.15393445512555498,0.12660622040968883,0.15654314169611003,0.2371171224568512,0.2809661834483879,0.027182912941009923
Temporal_Pole_Sup_L,0.3271138352211661,0.7977617103183606,0.2890605503295667,0.42385313305774486,0.33645271144156136,0.7404482893467109,0.7141985197995468,0.5240694452105058,-0.5107077542635197,0.7689776148371812,0.0346512259765418,0.4855316950441795,-0.6173678325795681,-0.446156988139619,-0.5190113295270729,-0.2966439860611175,0.5353972288735603,0.14207142729207708,0.6166108905846044,-0.18917762640193353,0.618518793070926,-0.2210300987008898,-0.50771730426216,-0.3654802673554154,-0.17312951840541502,-0.1154788831272598,-0.01133857468017775,0.3512506981199996,0.7770574769063674,0.036814431738693774,0.7988278780490107,0.5611116695715266,-0.2732204333043562,-0.24212767370774546,0.20648496116407974,0.29192826536905536,0.08834564288122666,1.0,-0.17468018448425543,-0.5910951436431264,0.45229653326458097,0.6831615975948689,0.3544315591186251,-0.17732434749195913,-0.5353275420820174,0.20779065928520485,0.6329709086752737,0.8330988562862123,0.49500545182577904,0.6043981134685515,-0.3975492848793969,0.111147946587782,0.6655780536517948,-0.2542193093839992,-0.5451385373228689,-0.3749173553086028,-0.5415666078303452,-0.31275650286669426,-0.07558639463305021,0.7115076273426753,-0.02967966254312098,0.3519187281783221,0.24483501559485316,-0.20269225215025807,-0.5448023499254913,0.6532613399978419,0.5073469202642562,0.6441284367680367,0.17668477315222297,0.681069985371942,-0.23562816893212687,-0.08378643793517743,-0.08656121353359929,-0.5388853159462836,0.8029555141551575,-0.3250953275684744,0.5129032666598282,0.1558362850886745,0.3386161274882443,-0.4961639901419913,-0.299031330727358,0.06639298595448032,-0.5689398749260828,0.11313601576656578,-0.08699201366289566,0.5916781149436036,0.23029149672990748,-0.13166967738482882,-0.1455451610419977,0.5649666265010606,0.6519733491250057,-0.3561920356207412,0.8085407671909143,0.5794037971050496,0.20556621407659906,0.6186913054705171,0.6749512577484285,0.734236599911476,-0.5269643852225843,0.676523767197604,-0.48734261566974757,0.12204587999450464,0.7608585055182995,-0.36879415763858053,-0.027235994416422542,0.0838587213832302,0.7145559005326145,0.657582689783395,-0.5343333150971173,-0.485101205294127,-0.4722886776259008,-0.27533745395457876,0.167231117441998,0.06689989295434665,-0.18794785443187662,0.2359684931731455,0.7143167807528276,-0.12696475438427854,-0.00426420879684976,-0.1940580492970945
Thal_IL_L,0.1107921304496089,-0.37548776992085714,-0.16565247787617574,-0.12797944465362535,-0.12536375362503713,-0.48625026963773565,-0.4556220386653134,-0.030955269215359044,0.553959771688905,-0.36989682951644454,0.23715251600938753,-0.3307455648923917,0.4437180655860859,0.4472338775096626,0.09460760908266079,0.606363504618179,-0.21648489871584145,0.1245968051693203,-0.3644273627395606,0.414880902681203,-0.430339136586123,0.42331991795273605,0.5069548287828203,0.5785635520965503,-0.033956172143354994,0.11944861428877405,-0.09980223995982289,-0.3212902792139135,-0.16666573149779873,0.5592630266025654,-0.3069540222612177,-0.11294350066950978,0.4221731339206834,-0.01782599610686184,-0.18492946270810917,-0.20862863163611292,0.08249972669396981,-0.17468018448425543,1.0,0.4157877223906255,-0.3249760809496621,-0.3778813266148948,-0.12668332166692975,-0.0834504412494474,0.5802284055004489,0.057618298549951416,-0.3612330190999112,-0.2284881616393015,-0.34535035471379355,-0.22381966477907314,0.21793473791537404,0.09171454492322298,-0.2980906237856275,0.5597106203035643,0.3362304503217013,0.0575194916218016,0.2943508196577163,0.11749560129558205,0.3748282897519439,-0.4035356264356005,-0.006775331878917724,-0.07585173935172998,0.347010234184162,0.4835406332553458,0.548169003312972,-0.40751182887998355,-0.35215463837733724,-0.3569891669125347,-0.08699661526864942,-0.5315914989727221,0.5626793046054128,0.3023906005462909,-0.190750116593076,0.12397967457324688,-0.3530461063706607,0.46626304566301324,0.26661765611838956,0.27752357104181,-0.16665189064625002,0.339960449441571,0.7416401053405175,0.4294556256570146,0.45112403065224266,0.22923945082792282,0.26050897392589617,-0.4144640753693405,-0.2533767974110448,0.7105527741118881,-0.08646615133345081,-0.06502612684596454,-0.33921376827070154,0.5231287455794561,-0.3828164186105661,-0.431115667921102,-0.33347842597517624,-0.3474021929473698,-0.385617359451979,-0.4551229378339882,0.6223903751873983,-0.38029943722852627,0.47957806675181325,0.00017196110237921688,-0.3990682397759946,0.5742497797816608,0.4777159132487775,0.155608188691398,-0.48868120215909333,-0.3944171380628054,0.576939064971141,0.40494372744883517,0.5806959160146883,0.4751374672641261,0.2821654358122133,0.4682504772168069,0.2442969947556043,-0.17113108335947957,-0.3922712564002372,0.4350720172789474,-0.18583390668344446,0.05767245449127758
Frontal_Mid_2_R,-0.16203904975768435,-0.7071032789018188,-0.3401923096256116,0.0037939419496096855,-0.30224872967691646,-0.7450438099952014,-0.5959341981381181,-0.29623228994108275,0.6085342377236213,-0.5632576937632232,0.059913933334337185,-0.3782840579995704,0.6134208199218927,0.4839431270451281,0.37696173787865406,0.3434791512249141,-0.28491502218346054,0.002276212038450714,-0.5923241031926518,0.5654476235242726,-0.6393224214297566,0.535990842840974,0.6205619831287619,0.3822534068378371,0.41024774718282264,0.11309143574742224,0.06565791860896254,-0.4468428052919037,-0.6490585257978342,0.240315023345393,-0.7261705822711593,-0.3007779073067935,0.48994493804202116,0.056528355346012506,-0.22656253341656735,-0.08418887111616812,-0.02637895977259987,-0.5910951436431264,0.4157877223906255,1.0,-0.45931549801166305,-0.5148624470718011,-0.21669821227281794,0.14154529096156834,0.6318314949202662,-0.23744729962566236,-0.634940098210845,-0.5551148447021259,-0.31578229502041955,-0.4793866366453631,0.5711318856492381,-0.17983705961186006,-0.4669698792443239,0.44977606347647925,0.5748818495552327,0.2543118030460938,0.7987625535069821,0.44392842369146746,0.2649782346468606,-0.7152453865884496,-0.0197215013716172,-0.20168099697954495,-0.012292602060421542,0.2569088535721579,0.7242537637365877,-0.6461797029070352,-0.4416000006699179,-0.5947951272084399,0.06648271806369124,-0.5567990973731067,0.4076156677522748,0.20172610508788982,0.0995647108504019,0.49745244598418425,-0.6241432934204122,0.4278803379007368,-0.07756421346248439,-0.0101369909227148,-0.31566736944574203,0.780903131942829,0.5131245951794167,0.14725233813737115,0.6987895080209212,0.349280969295113,0.3610438616175154,-0.6608453746047622,-0.09422954217710162,0.4048510234326581,0.28922410335551985,-0.1395609408598565,-0.41334504909310216,0.49725442495832284,-0.6359419511962409,-0.43697928787825974,-0.316216700847024,-0.4232361628693778,-0.5337824480831316,-0.5826445416111741,0.6911595057775171,-0.5217994397906968,0.7170316343025024,-0.1591359041538584,-0.5380294092331617,0.5245611494717193,0.2748637036688312,0.4132723808974475,-0.596860979466298,-0.4628466525426424,0.6564183670942887,0.5805751357109958,0.6747075173421337,0.5778924856974776,0.2558466278132492,0.17950339482713448,0.4539765756222478,-0.25471506620475837,-0.6398762867982819,0.22410128973160945,-0.11980825297400453,0.32237704111819876
