,Cerebellum_4_5_L,Occipital_Inf_L,OFCmed_L,Vermis_10,Red_N_L,Lingual_L,Occipital_Sup_L,SupraMarginal_L,Heschl_L,Occipital_Mid_L,SN_pr_L,Fusiform_R,Pallidum_L,Occipital_Inf_R,Putamen_R,OFClat_R,ACC_pre_R,Cerebellum_4_5_R,Temporal_Inf_L,Thal_VPL_L,Thal_LGN_L,Frontal_Sup_2_L,SupraMarginal_R,Cuneus_L,Caudate_R,ParaHippocampal_L,Cerebellum_7b_L,VTA_L,Cerebellum_Crus2_L,N_Acc_L,Cingulate_Post_R,OFClat_L,Vermis_6,Cerebellum_10_R,Parietal_Sup_L,Temporal_Sup_R,Thal_MGN_R,OFCpost_L,Occipital_Sup_R,Thal_MDl_R,Thal_VA_R,Paracentral_Lobule_L,ParaHippocampal_R,Cerebellum_Crus1_L,ACC_pre_L,Thal_PuM_R,Frontal_Mid_2_R,Thal_IL_L,Thal_PuL_L,Olfactory_L,OFCant_L,Thal_LGN_R,OFCpost_R,Hippocampus_R,Vermis_7,Thal_MGN_L,Temporal_Mid_L,Thal_VA_L,Fusiform_L,Precuneus_R,Vermis_3,Angular_R,Temporal_Inf_R,Temporal_Pole_Sup_R,Cerebellum_9_L,Rolandic_Oper_R,Cerebellum_10_L,Calcarine_L,Red_N_R,Postcentral_R,Cerebellum_8_R,Vermis_4_5,Amygdala_L,Temporal_Sup_L,Rectus_R,Frontal_Inf_Tri_L,ACC_sub_L,SN_pr_R,OFCant_R,Frontal_Sup_2_R,Calcarine_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Cuneus_R,Vermis_9,Frontal_Sup_Medial_R,SN_pc_L,Cingulate_Mid_R,Frontal_Sup_Medial_L,Caudate_L,Thal_MDl_L,SN_pc_R,Frontal_Inf_Oper_R,Pallidum_R,Cingulate_Mid_L
Cerebellum_4_5_L,1.0,0.0028024741114770187,0.1777380793706691,0.1233505076428277,0.1190897147182989,0.22452610722984523,-0.24042231744145906,-0.20551646704401033,0.06444112905640471,-0.19690537706186864,0.17944843836224478,0.20223525567456505,0.3477754800387242,0.15796086683081256,0.2931650129427876,0.004885696605735703,0.29553598608674364,0.7622770477030553,0.33232414451622444,0.20258737627457407,0.19785593390569298,0.469434447889307,-0.17477936880677689,-0.03938212964678824,0.08930982882529459,0.21041843378798725,0.3237973243459175,0.21968260438839363,0.054473143655367484,0.21253000091380847,0.7504032793996163,0.20338651046322473,0.1362435169564086,0.06782957025737414,-0.2912015622864613,0.027143964329826794,-0.03859250879259624,0.05600607277828441,-0.23682897558213611,0.10020050182456787,0.2327541891958985,-0.08184401511449987,0.3628790545764369,0.10927130470736066,0.1734980393435951,-0.1279501853564535,0.349280969295113,0.22923945082792282,-0.231554175834238,0.07331635640799822,0.1933432907423629,-0.05810546515440598,0.1331060438555127,0.30544985420802984,0.10454068764207328,-0.018800812782683692,0.14998994274863556,0.4521775926126729,0.47738863097383977,-0.09093530166149008,0.37647779020897953,-0.29849533727226846,0.1269913512269739,0.2131316471133224,0.29954254450385337,0.2620227991519117,0.46936719251382386,0.26781342522293444,0.4634195824699318,-0.2538872738833784,0.21323532303852552,0.824762783780153,0.3929500833354539,0.24774460739957738,-0.07415186770164796,0.32637648505175526,0.046509008035279555,0.15509480126219438,0.13115209135474457,0.35261339120086577,0.13168370555930742,-0.03996279513679138,0.023928411067962042,-0.1313366525742108,0.5829832197793663,0.036230811760151256,-0.10163083836147824,0.17156322308437044,-0.04013195724231884,0.04454877493717165,0.2665817405017628,-0.08215887956046054,0.368845332449461,0.4678899880490929,0.34671921547572865
Occipital_Inf_L,0.0028024741114770187,1.0,-0.5924182117010186,0.873354502469569,0.8340788145661208,0.9262074936803025,0.7169910240030214,0.4589611973740952,-0.41006622764665646,0.7639245864653067,-0.10061492119457717,-0.1945853257006279,-0.7187122351706979,0.6475097456115624,-0.5577757342759142,-0.4707754684040541,-0.7129316571574537,-0.346059837747505,0.25103740120063534,-0.7293688643300408,-0.732146581703498,-0.5223070789653953,0.3491201627609667,0.7707436468881674,-0.31334919641214076,-0.5361284200226961,0.6380907881417394,-0.11267767287706534,0.8820477153416277,-0.3671814127093176,0.06503572337381244,-0.8037140744366739,0.9254212695999682,0.5559645144653316,0.31494748025771374,0.6670587970815,0.8573498532572074,-0.4953371234586189,0.7352417717640161,0.31041270913614705,-0.7923039038401626,0.10488031549395385,-0.19867489552986653,0.9167592017935253,-0.8115902219563689,0.8876338398778251,-0.6241432934204122,-0.3530461063706607,0.2813059377627497,0.051780783016799004,-0.7431220400464371,0.9197246329237143,-0.37331167364715806,-0.02631542872424914,0.8556100837166726,0.6521902490034492,0.7910607723763877,-0.5863018696609053,0.3107357102624482,0.3598405767869247,-0.7882399356529838,0.5529587777035565,0.7323884353288932,0.4661345033074786,0.7665657629231651,-0.1483892052803453,0.5209589341802434,0.8758582155087371,0.36022177808272965,0.11476387397154886,0.7936933208523175,-0.3444646822341344,-0.5547059283654696,0.3988692750980905,-0.5114339336467462,-0.621980736433307,-0.3819548969100183,0.3201213122720028,-0.7287110885492761,-0.5842289399923618,0.8796752029633005,-0.6386539615624883,-0.7433194642214976,0.8477152182613473,0.15518825937899958,-0.04283197077773735,0.19169237498798475,-0.22162582364247962,-0.2761260768964559,-0.15571384105716957,-0.5497623315093928,0.35955567120193677,-0.1512651350705671,-0.6482607842908807,-0.3620515617536444
OFCmed_L,0.1777380793706691,-0.5924182117010186,1.0,-0.7382808768456983,-0.5653238189978528,-0.6126654404373191,-0.3253963687422331,-0.19384039284798843,0.3151416332300498,-0.3400155299312049,0.025709283196076124,0.3061383216841095,0.6120577734002158,-0.5448334077629963,0.6178128504086676,0.5116482830219778,0.5766077933963623,0.28185927894145346,0.17884139680762812,0.5546079207191641,0.4164079034890229,0.1556455251332778,-0.09101257131048064,-0.4078560723509573,0.46785164135607266,0.7505797049570149,-0.5204433229507934,0.12988616119321703,-0.7057451219629192,0.6483279053890075,0.10802461995579557,0.6513807750416768,-0.6223720280386128,-0.21438831257003851,0.01867053125139294,-0.4633507270250321,-0.5997787484780696,0.6142467349668914,-0.3538984294019088,-0.23292295788799422,0.6654087127011254,-0.0030024093065418255,0.6704415653039425,-0.6677263914609095,0.7045389676822438,-0.5745757715191173,0.4839210957170286,0.5560617865268915,-0.22631753204993063,-0.008685525370764636,0.7485392395975431,-0.6331251953744961,0.7260246907246418,0.062081870737070194,-0.7071572098754735,-0.5490041535244151,-0.3588711620285932,0.5436204938869963,0.04829662635441758,0.04545747908656772,0.6515734339572311,-0.20030972830454966,-0.5980094820765266,-0.15777484071211195,-0.6779825322241084,0.10655636984805089,-0.4541543419080894,-0.5397813554486991,-0.017617544264261646,0.07765960245839489,-0.7006518696187823,0.37012388096754933,0.7495294562669575,0.039804330864156794,0.7681334646404916,0.4148435064953884,0.4806667333781596,-0.1684480105398785,0.6265637605358585,0.43717720234764657,-0.5649168588430097,0.7963670968999182,0.8285562307964954,-0.45889848067510164,-0.2591451294475996,0.39768532853171334,-0.3189137432952899,0.4070526593765213,0.5064108988869611,0.3561109639357706,0.5331123559470671,-0.41892979311342854,-0.009804948487146718,0.555624961004743,0.17521541386011388
Vermis_10,0.1233505076428277,0.873354502469569,-0.7382808768456983,1.0,0.8221650319798479,0.9202466595725415,0.45638441808280017,0.22988130997300574,-0.42276436487719393,0.5053733572311719,0.0053158167255941465,-0.11259436523641951,-0.6607764232549348,0.7644431406979326,-0.5383768023155002,-0.5288847661887294,-0.5749652106638521,-0.1633728966753411,0.09742638374194165,-0.6548806026438313,-0.5504868622803915,-0.21291777987968852,0.17444031494642204,0.5962793440201614,-0.36829865188832345,-0.6713376335314197,0.7657658015574492,-0.008496798444915573,0.9545543552803828,-0.49381067129791417,0.12687711898576817,-0.7317549595298117,0.9267931058578206,0.4957050112409791,-0.004890787084072454,0.6938719400388713,0.8628172259139135,-0.5416964685917707,0.4911671014640252,0.30228421799951377,-0.7100953001705625,-0.04456710760929285,-0.29387283859494434,0.9487277591534741,-0.7506795647010669,0.7841080526424611,-0.5826445416111741,-0.4551229378339882,0.1264448099252558,0.08494172089104349,-0.7651307304042988,0.8809994461382737,-0.5156216351123074,0.16990599057375555,0.9398347846398872,0.6473541175336853,0.6580433450164238,-0.4925572717886269,0.2453855833131665,0.06616995709507673,-0.7156208502954094,0.27956341788977435,0.8869211601547001,0.5768330048757709,0.9374505812894985,-0.008507549146578895,0.6658708044634919,0.8048875339809524,0.3273857251750683,-0.1357298208100998,0.9547662704970928,-0.22550917357301536,-0.5964540893195276,0.26902884327830096,-0.7306308734041113,-0.5020638084280171,-0.49721235612558023,0.38062421274809477,-0.7701005250029126,-0.536559085093677,0.8481531849452211,-0.7901266474707628,-0.8465374631016728,0.666088262540078,0.43490915365958854,-0.28591803441947283,0.23878882097561493,-0.2657768433517118,-0.46442432464645156,-0.2662109143967807,-0.5371266766938454,0.4496753913367977,0.05053493930047622,-0.5334054425324394,-0.10435305832369193
Red_N_L,0.1190897147182989,0.8340788145661208,-0.5653238189978528,0.8221650319798479,1.0,0.8439197722423901,0.6664627656585279,0.42397464622066705,-0.30399967898482183,0.7135402793697497,0.0005560754938379709,-0.24521792070092627,-0.6633607412198501,0.5633365181209916,-0.5562587592667959,-0.34668959588574855,-0.7074766513747636,-0.19833828852501756,0.12521140023329214,-0.7878361590813805,-0.7651161817038988,-0.39613821530238896,0.48450569367989293,0.7637853660816474,-0.21433508765928666,-0.4616310854211661,0.6520461696202663,-0.11359237303982546,0.7684515238970293,-0.3800492028824602,0.1316398231302636,-0.7322204860114142,0.8734387018119857,0.6330871157832477,0.35604526802607367,0.7053895346008494,0.7551714118029373,-0.4074050260250171,0.7271604222425553,0.2964778836602619,-0.7767773996422893,0.1768932633228413,-0.1130712628987909,0.8089159118094206,-0.7863575971700745,0.8163634020911147,-0.5028270746027776,-0.308285684147392,0.0857794726148542,0.11681414326983564,-0.63070154204715,0.8600549367861974,-0.36389417645793787,0.05030640406146472,0.7613921289269558,0.6255599046955166,0.7072997723955825,-0.6002331229601192,0.16596012887046446,0.4088149646725823,-0.6907564914690655,0.5828064511707512,0.7285665485070559,0.4525740373486416,0.7466123524954537,-0.10914559408586517,0.6050119819202427,0.8268089324473903,0.4792468907843011,0.25526777297610287,0.7940212033399648,-0.18202714359083777,-0.37219823133281194,0.2898164655444703,-0.4482324281502117,-0.5886346600540506,-0.4240021281554971,0.4134967204454639,-0.6846619604587447,-0.48510369949119064,0.8202860262928695,-0.6511798923165204,-0.7275859027404703,0.79445191518777,0.19222037045664062,0.06320506004277643,0.29550381911367796,-0.28486062131632633,-0.3268472524013731,-0.2821604813711678,-0.5382517960182118,0.41725076961987745,0.04744280924073483,-0.4723333937124907,-0.4127835145116225
Lingual_L,0.22452610722984523,0.9262074936803025,-0.6126654404373191,0.9202466595725415,0.8439197722423901,1.0,0.6236276513229804,0.4163355829747179,-0.3965699156826928,0.6730619476928601,-0.00048341976891773354,-0.09838691638603585,-0.6315844443811597,0.6997045154336877,-0.475601891478298,-0.5451842653445994,-0.6225907561097703,-0.14457202759301874,0.24739595286695906,-0.6487967667862187,-0.5914308758828678,-0.3289200233900248,0.3026739847931719,0.7566553822727239,-0.27989350500824395,-0.5464761295889217,0.749317254862139,0.027708815405489657,0.9014965201562671,-0.37236820616201266,0.21791192113103844,-0.6911895368567166,0.951346682586463,0.5434906883508757,0.20434001429576998,0.7096227200642798,0.8437091938178335,-0.4808846119398426,0.638540742922504,0.44696216208879924,-0.734988191501003,0.10718443142787833,-0.18396674226209073,0.9252119692910691,-0.7654842285175264,0.8539650407007151,-0.540388313864421,-0.3580973377196396,0.23078379171381738,0.09107878657476752,-0.7368966337434274,0.9111002670853703,-0.38150826889889855,0.13024829231814403,0.9051096529394048,0.7293495975022182,0.8048177893196569,-0.45269812109260615,0.4148540833075366,0.3038727906388998,-0.7102688141506869,0.4438779228680696,0.7958275595381971,0.5518410876111638,0.8559552438756817,-0.06503813374280379,0.6087739762909381,0.9389170739318151,0.40960709462432493,0.019152276038299203,0.8662937644748492,-0.15506544960481242,-0.49656057221715466,0.43443888878843046,-0.6327197939074759,-0.49032612849579593,-0.4413223615243026,0.38545063318751355,-0.7231507511085665,-0.47975812364266585,0.9209133201644324,-0.7031879631707105,-0.7748235569639265,0.7928552526169124,0.34440381968943845,-0.10022376020584338,0.19129065676278717,-0.21379426264798967,-0.34102973554117016,-0.1756615940631338,-0.4815378864098203,0.4155220824709553,-0.02230942739220097,-0.503492538957284,-0.22218089561617282
Occipital_Sup_L,-0.24042231744145906,0.7169910240030214,-0.3253963687422331,0.45638441808280017,0.6664627656585279,0.6236276513229804,1.0,0.8382377576535964,-0.3664955147951824,0.9849035576031279,-0.06997462675909974,-0.3080274605207947,-0.6628758914828243,0.20890617119622817,-0.5145445312589806,-0.44745043048457583,-0.8213604469145167,-0.5627670415741954,0.22396231041512235,-0.7085067087482989,-0.6951432471973983,-0.7998265756303423,0.667442216940603,0.9305126832427698,-0.0028856893609346995,-0.26833598923635765,0.3027091746341684,-0.07072255245774375,0.5081944978198701,-0.1758030062246662,-0.2048364594996466,-0.5984909379838982,0.6286119502150603,0.5659827146020937,0.861060388075293,0.44759017074041635,0.5870435363721407,-0.20955410585180073,0.9770522086179692,0.3326093353001591,-0.7914018407097674,0.41286466302824926,-0.18882881041364744,0.5443975116609971,-0.7442030792406601,0.8078127450309452,-0.5941366130694208,-0.3685944640405643,0.5188006102720469,0.13292412425066433,-0.5982782290494553,0.7387909328219748,-0.13335675242416573,-0.31050030809695905,0.46553568288122466,0.609245044482392,0.747754375277324,-0.613584295070745,0.20346579946633514,0.8206845656713376,-0.7469044652400686,0.9453720293377297,0.29122301482142937,0.16654633152390547,0.2458887126672947,-0.4465873099036768,0.08815618918385874,0.689554097049669,0.28383405371661136,0.5777704052719671,0.3395808241234553,-0.4925828154535011,-0.3918345709571916,0.33948960822519036,-0.19058886242519896,-0.6682947466669925,-0.21127060834750241,0.22571578485878463,-0.6040879105986668,-0.4812524827276951,0.7036678331929657,-0.24452598265514722,-0.4030887596321413,0.9380589425871282,-0.3046708339184694,0.4177342986019121,0.1164843380907967,-0.16403372510094913,0.1200900730831884,0.05304730697037735,-0.5364129692090756,0.34164722291090294,-0.427095973951676,-0.6172710044826806,-0.7251984160513424
SupraMarginal_L,-0.20551646704401033,0.4589611973740952,-0.19384039284798843,0.22988130997300574,0.42397464622066705,0.4163355829747179,0.8382377576535964,1.0,-0.11897771351009112,0.8230344687913824,0.03815768656566932,-0.32642260388416455,-0.44477775653624885,0.07798783187395154,-0.26403616245497696,-0.3455774644731011,-0.5540061156980193,-0.47745570563947093,0.1125522893176941,-0.38188090263967717,-0.38971473621181424,-0.5264701053634474,0.5334588039194287,0.7323995633467956,0.036744817788061934,-0.1915480828990692,0.18227074003306779,0.09271389199783797,0.2740820133873576,0.026381062199089863,-0.16913262126227613,-0.3533042156185852,0.4008984466964616,0.42154199179083324,0.8220358836267065,0.19148471686691101,0.32411070355485205,-0.1715800657794274,0.7750845725559031,0.3409359200014523,-0.5703350269388147,0.5745350087766754,-0.1477719888257568,0.2658648782247081,-0.5243035937338294,0.5806854542140251,-0.4468428052919037,-0.3212902792139135,0.6938419298045845,0.1769202705091675,-0.47117654824739896,0.4912853766141033,-0.008136888048862347,-0.2569138858163993,0.26694075497167835,0.5324492239899322,0.6130452524365352,-0.3647994240979269,0.09899515478182505,0.7341063168916494,-0.5840210651068113,0.773422630773808,0.06889818985025024,0.029594380939306796,0.029397496447775007,-0.39702344575343357,-0.05684122541806646,0.49317550830742213,0.22560004601055716,0.4945167825610025,0.10876802156357401,-0.4080019377507283,-0.22949504574496618,0.39609547790176985,-0.11878470843981483,-0.31253174821031576,-0.0581495991724595,0.201084334268034,-0.36674420440076383,-0.30047414103065617,0.4806853503146361,-0.0846012269904982,-0.18915111617462727,0.689265062174397,-0.39023851501483653,0.3624172275414721,0.008789818128276557,-0.03246287292408427,0.3202175811461207,0.24544776173100555,-0.3834673426315241,0.269305993447968,-0.43954583947222786,-0.4192099236119647,-0.609832984962335
Heschl_L,0.06444112905640471,-0.41006622764665646,0.3151416332300498,-0.42276436487719393,-0.30399967898482183,-0.3965699156826928,-0.3664955147951824,-0.11897771351009112,1.0,-0.3543758414656125,0.14589457023946964,0.02428398746530602,0.44645021520267586,-0.22567379580326777,0.5110661338737057,0.5297926429908356,0.5173440763272038,0.20979096873001865,-0.06298370360175358,0.47907009722035765,0.31629900602588157,0.34204253051833716,-0.12348095077622372,-0.39993927232071175,0.20290944417416573,0.485754861548763,-0.27419964182284906,-0.10984803865115608,-0.46941510310307144,0.367019029147586,0.0026652596173025156,0.41962572250028424,-0.4112553097514298,-0.31405425800283265,-0.12294516064810403,-0.22918219173437734,-0.44513922481671214,0.2219370378140839,-0.33993472178125733,0.008278860099503243,0.48641961126228156,0.1978748476271812,0.3089131847034368,-0.45179150599636525,0.5077080074934723,-0.4181865528714316,0.4432503685310958,0.3465892406928151,0.0078077967419223635,0.1480000879440306,0.5575971215988403,-0.45017349861264255,0.3810327115413957,0.1811549586965339,-0.41167439925077587,-0.24407667809900327,-0.33180854001885635,0.35979988252418077,-0.10176547532518847,-0.1620422186111762,0.4266585618903402,-0.27340278130855805,-0.37102941873742223,-0.21808894703627793,-0.3345615096880863,0.2464311446220658,-0.09756146081270775,-0.33443494504007065,-0.09029470583737356,0.04661656193033578,-0.36125932148662593,0.21833134974557683,0.4259405074015873,0.15301458909699386,0.43163453771777105,0.5445104791529828,0.46007718624822486,0.18741815472374931,0.5876554048996142,0.35801378003378653,-0.42344679479724284,0.33342906472966294,0.44574928373995837,-0.44004092988913396,-0.15917702977983492,0.12700361066956936,0.09991540982491669,0.24543064572803766,0.1934302148419225,0.16665683654676935,0.4351623895858389,-0.24759190152568616,0.15021915688879892,0.45066057283887023,0.1519663536547737
Occipital_Mid_L,-0.19690537706186864,0.7639245864653067,-0.3400155299312049,0.5053733572311719,0.7135402793697497,0.6730619476928601,0.9849035576031279,0.8230344687913824,-0.3543758414656125,1.0,-0.08244958050176181,-0.31680406585476456,-0.6684257506145111,0.2660776959889164,-0.5081490869840981,-0.439181234571976,-0.8193971008914115,-0.5371617349282225,0.24892521974120993,-0.72055104508692,-0.7254198307096112,-0.7734428624577542,0.6555720006469781,0.9408343758966915,-0.049994757276928294,-0.2790258044865892,0.3639394656042894,-0.08542694115094239,0.544770827275351,-0.1724258201568608,-0.15322440908029103,-0.6366043150105636,0.6765809216843041,0.599320287782562,0.823877141009059,0.4750389119844258,0.6085511683230662,-0.23120885233743171,0.9761239633680926,0.34020673431134907,-0.8026227545184582,0.41883973786958756,-0.16086856549430517,0.583403906771013,-0.7592231237533693,0.8315744948788504,-0.5947951272084399,-0.3569891669125347,0.4993565373787888,0.12849044112959532,-0.6176643329228749,0.7701574825514764,-0.13938172915195687,-0.29465717780578254,0.5153283466617887,0.6156053349520494,0.7949002813390437,-0.6052160417664527,0.2175519579246435,0.8039283793017414,-0.7507383342876329,0.9199861414759392,0.33016571517465065,0.19516013507015706,0.31016703750956426,-0.42480019041092143,0.1336335259441455,0.7343977480127755,0.3277747449759547,0.5574626787831027,0.385966399917809,-0.4511678882687053,-0.3867058226964733,0.3910884288595059,-0.21472034959138578,-0.6655349968891532,-0.21449315940994795,0.2243239469766071,-0.6060042525179543,-0.48502722440782364,0.7414614880521468,-0.2786205976267154,-0.43236443241711847,0.9435501861760947,-0.2677107475494577,0.38288005384109214,0.13629073932881663,-0.16336990520863645,0.0915418032773226,0.0328072207870921,-0.5330101835233818,0.33723924745693257,-0.39169915870959243,-0.6125973988850797,-0.7035453812307103
