,Thal_MDm_L,Frontal_Mid_2_R,Frontal_Mid_2_L,Frontal_Inf_Oper_R,OFClat_L,Cuneus_R,Cerebellum_7b_R,Temporal_Sup_R,Cerebellum_3_L,Rectus_R,Cerebellum_Crus1_L,Supp_Motor_Area_R,Temporal_Mid_R,Precentral_L,Thal_LGN_R,Frontal_Inf_Oper_L,Thal_PuI_R,Vermis_6,Thal_IL_R,ParaHippocampal_L,Cerebellum_9_R,Red_N_R,Cerebellum_6_L,Thal_MGN_R,Thal_VL_L,Olfactory_R,Cingulate_Post_L,Thal_VL_R,Hippocampus_L,Cerebellum_Crus2_R,Temporal_Sup_L,Occipital_Mid_R,Thal_LP_L,Cerebellum_Crus2_L,Cerebellum_3_R,Insula_R,Precentral_R,ACC_sub_R,Thal_VPL_R,Thal_PuM_R,OFCant_L,SN_pr_L,Frontal_Med_Orb_R,Rolandic_Oper_L,Lingual_R,Temporal_Inf_R,Parietal_Sup_L,Postcentral_R,ACC_pre_R,Cerebellum_10_R,Temporal_Pole_Mid_R,Thal_LGN_L,ParaHippocampal_R,Cingulate_Mid_L,Putamen_L
Cerebellum_Crus1_L,-0.4361462643701361,-0.6359419511962409,-0.1645580479451747,-0.04860430581253096,-0.7435965006729062,0.7367041432069945,0.4577905535130757,0.6587332194921763,0.10298898492420266,-0.6164279463347656,1.0,0.025634915249286894,0.8329464584210264,-0.0633733166838042,0.9090434688364861,0.2095739943144872,0.8738128198400836,0.9245010638822377,0.7306968068481945,-0.558216445998284,0.9039587724178656,0.35444317350615034,0.9184388219416092,0.9188732350156547,-0.6931126067680978,0.04482431425997786,-0.04641448310109311,-0.3370674345799108,-0.39639529212833696,0.8523018341504027,0.37482856555310956,0.690448789485707,-0.25504034654639157,0.9638454610322327,0.19927397398195135,0.1336931008031074,-0.079790255579034,-0.5589023296356702,0.5802385721466119,0.8229143624944707,-0.7257102438654978,-0.04810695857157425,-0.7979256211516683,-0.4072020400190808,0.9195125692157124,0.826858484508176,0.10498815099273406,-0.11537934177853541,-0.6258389269239294,0.4728123374621597,0.7847434346967446,-0.6370979729896531,-0.22486933445282642,-0.1708120959389724,-0.4582234548606124
Supp_Motor_Area_R,-0.13897282492455298,0.41024774718282264,0.17650356057445685,0.4278380617747276,0.034723815518915235,0.11663769104222159,0.025350657079060205,0.18666817979652064,0.3025339142274737,-0.13566505799850487,0.025634915249286894,1.0,0.11589014069613127,0.44375093878819966,0.02803110859303351,0.06640914558108017,0.03339848068687832,0.1282455021006983,-0.06313332704474724,-0.030343605094630736,0.16442350588091606,0.2019926706769197,0.204675591087664,-0.15091867051538307,-0.18731588758637696,0.1760735803542368,0.1713893212982028,-0.04224086349853053,0.0883036038101,0.18406469994277164,-0.0805391319173574,-0.03255460792458671,-0.01115381291676671,0.03687954911826491,0.3506504894968482,0.09904004507528416,0.6926230199446298,-0.18708848617601528,0.12089861050797433,0.07926025899819421,0.020336367861273144,0.18557314150313556,-0.23409946873659046,0.3770753230903974,0.14641536106827352,0.01584843413942026,0.11478236223302671,0.4245677527375105,-0.1144809039563895,0.2511893384332584,-0.06719316947470597,-0.02306646449114954,-0.05434419344994404,-0.08716905936493824,0.09574516991965878
Temporal_Mid_R,-0.49070682967118623,-0.5217994397906968,-0.20151276302578586,0.09646220995159793,-0.6997596270040916,0.7182086317259405,0.49394363008485775,0.8642213899949865,-0.004662596509357915,-0.5896207742290343,0.8329464584210264,0.11589014069613127,1.0,-0.06838427658662025,0.8632673278743256,0.033928046909474555,0.8327363648346263,0.881671487696859,0.6071485727243006,-0.5771872667843666,0.8511841589607364,0.3132464811966824,0.8177541480095359,0.8181304310323234,-0.7795341157330927,0.04365625703340265,-0.183673353591478,-0.36042956395063824,-0.3724999816988718,0.7983744780757333,0.1541547703033676,0.6894230981615614,-0.25296470915871133,0.8330443504829194,0.209431606079472,0.05029992751387883,0.08006264821847545,-0.5371781413161623,0.5830772817246316,0.7836967330260636,-0.6660710598268993,-0.04534791434537667,-0.784199855069323,-0.3276247189776275,0.8971646630119895,0.9189290925057082,0.11304466761967723,0.04198942913452079,-0.6405466230570652,0.49852150524895494,0.7751051460708086,-0.621749816006727,-0.15816131391275268,-0.23093186679703184,-0.3481916837897382
Precentral_L,-0.029337534362123996,0.14154529096156834,0.5604152457286747,0.21364560310879002,0.11309965027876205,-0.13343108138125462,-0.1396362297821186,-0.14725703519062075,0.16741031447618238,-0.21917886467618078,-0.0633733166838042,0.44375093878819966,-0.06838427658662025,1.0,-0.0715501856210975,0.4387640380553572,-0.047378069425165266,0.03599317616489724,-0.020881911915665585,-0.1403571922318661,0.10669525778793018,0.05306495817638127,0.12737170587459365,-0.1739655476273883,0.058396905305952485,0.18415786962422132,0.19147332730653707,-0.05501654682890212,0.1692860678914023,0.0968448693187272,0.09375125243530312,-0.06794651144860256,0.00887358977817394,-0.007262455675054147,0.2940112288672281,0.20268066614210944,0.09347499868178293,-0.018979202279271214,-0.025020257220115145,-0.030063084345105594,-0.0673418329237688,0.22607529187280564,-0.1285343713263776,0.6177883769628996,0.007903980874766433,-0.0104340735923651,-0.07911032519812461,-0.028751895384005036,0.16192202761778557,0.1360533333502068,0.055675840711820614,0.20577766152905239,-0.08660810318651947,0.14836959728969012,-0.008096886610796817
Thal_LGN_R,-0.48561857248514584,-0.7071032789018188,-0.394019499901759,-0.16819455145723633,-0.7602712610350725,0.8822307911281009,0.5473724593454106,0.707312101003625,-0.055821872686140084,-0.5378577086336312,0.9090434688364861,0.02803110859303351,0.8632673278743256,-0.0715501856210975,1.0,0.2847776887704815,0.9687664905429072,0.9117062659855563,0.7413369293151381,-0.5399424069228593,0.7857363526838411,0.3028000882112197,0.8536634000204744,0.9343650444059911,-0.8196371084630713,0.03939535758456906,-0.21179324207151945,-0.3148642686181305,-0.36852860745291743,0.7535602670105255,0.3775384283279657,0.7670236852562897,-0.1886577301447766,0.8859244654847741,0.0744999433461117,0.12576367139023942,0.04145971087638911,-0.5743137184762629,0.7858393554207833,0.9302868709539632,-0.7659493723601565,-0.053296288641447594,-0.763774215887771,-0.39966397156752315,0.9122825385884066,0.7691119979149815,0.3594390371581345,0.1107508943413845,-0.7590607418734235,0.5563562608591661,0.6990900944353728,-0.7019358230920575,-0.2339682272344537,-0.40744545594735565,-0.5105040415627318
Frontal_Inf_Oper_L,-0.08389414670279213,-0.30224872967691646,-0.052627124436996575,-0.2332563430608953,-0.13808565251414598,0.3401097715051698,0.10777475733407146,-0.0028523954078754194,0.08710428945495922,-0.1761340664072388,0.2095739943144872,0.06640914558108017,0.033928046909474555,0.4387640380553572,0.2847776887704815,1.0,0.33100843346411774,0.282805365765068,0.3390791484509103,-0.01645295440576961,0.10511626588307672,0.29050936807264344,0.2959353902917116,0.23441765055587077,-0.1336884328596564,0.17595409375131985,0.18839387520335193,0.013836631762949638,0.15534811009955019,0.1506877805561818,0.6750292611858946,0.26790275794876744,0.23497280755107816,0.20858212432600456,0.1104071361446615,0.3619449461671148,-0.09738341932598728,0.0977444353267756,0.35062368900545554,0.3413508406643604,-0.2791119010486167,0.06440085222369984,-0.0014495699312890183,0.3173204512995908,0.23815204550276717,0.021235902199339872,0.4422200138623606,0.07805913656517498,-0.13362166527543068,0.2844339841511877,0.06284555060123034,-0.10296359591922773,-0.004065667661659933,-0.1263923715698893,-0.07513856201816382
Thal_PuI_R,-0.5741957744209059,-0.7450438099952014,-0.42604432732022174,-0.208299381637472,-0.7443856342301076,0.9028198631737587,0.4990793537282185,0.6790757499418943,-0.11746283589178015,-0.5805886065974701,0.8738128198400836,0.03339848068687832,0.8327363648346263,-0.047378069425165266,0.9687664905429072,0.33100843346411774,1.0,0.8903553404598032,0.7040432246387497,-0.5711342007975412,0.7457801897261948,0.2878000300262966,0.8076567195012494,0.8930620651946456,-0.8574202212879692,0.06823369728385965,-0.24772800172078044,-0.4031323626400522,-0.401578397241679,0.7413527738999692,0.3220679659476899,0.7768667556457353,-0.19412192477887733,0.8724454011731824,0.030953834073412224,0.11341202629375687,0.08636159715313717,-0.5710206996535747,0.7549100894284708,0.9438497453252256,-0.8125700977102596,-0.046693349530322864,-0.7495124784080048,-0.4053006702729449,0.8835388610666368,0.7234840225810926,0.41959727709476097,0.17212830458950848,-0.7941893768945223,0.5655263785569007,0.6471098711047294,-0.6901270687713182,-0.31329655139723056,-0.45910137332405093,-0.5590205711458158
Vermis_6,-0.5043470549477815,-0.5925021468846879,-0.18950932923431063,-0.029826952188216616,-0.7443080565498901,0.7874713517777995,0.4627371278168782,0.7147123914919711,0.043901807978419735,-0.6317057648885706,0.9245010638822377,0.1282455021006983,0.881671487696859,0.03599317616489724,0.9117062659855563,0.282805365765068,0.8903553404598032,1.0,0.7057950699382473,-0.5802228999586323,0.8672826514999238,0.42205105202725035,0.914625045559915,0.8478967273123252,-0.7676523252663652,0.06510231892750232,-0.0808017086360023,-0.3699244988545706,-0.3548652573459982,0.8583623269006797,0.3646818206844094,0.7243093161541471,-0.19488879347481622,0.9223057767887933,0.2581900293127213,0.09796526894906096,0.0417066248922619,-0.5141938693229836,0.6570335573309496,0.8495636382871894,-0.7414237155789508,-0.005363493844560844,-0.7676107660592698,-0.312007783491476,0.9472590795280571,0.8347713818228275,0.21232391469939513,0.029404805543742883,-0.639514357609659,0.5756023694774025,0.7476181558335198,-0.6422803495927397,-0.18533417752324163,-0.26285634032689986,-0.41055930335606877
Thal_IL_R,-0.03008551075831237,-0.4793866366453631,-0.08572035775828654,-0.05942361200761839,-0.3982782438781615,0.547907063459284,0.18721176624274694,0.5546749193363063,0.04562364819844409,-0.5581358912931886,0.7306968068481945,-0.06313332704474724,0.6071485727243006,-0.020881911915665585,0.7413369293151381,0.3390791484509103,0.7040432246387497,0.7057950699382473,1.0,-0.4630420234168721,0.6920823852949362,0.36668662255905304,0.7077050856549646,0.7596864792347583,-0.409217367893142,0.10093477121468664,0.13335484540772083,0.013589196612005805,-0.03936138160995933,0.7035330629364489,0.49769090020744483,0.4538898282739651,0.07672591012450042,0.7324806989531655,0.26288317888687734,0.23515681904014873,-0.19980222597110292,-0.21305048916796182,0.5528421393015478,0.6039307635774952,-0.6142481154021826,0.16225238732894412,-0.5212499604490822,-0.14904487589115817,0.7113930037741625,0.6379953683666802,0.08467770078381315,-0.19829682211290164,-0.3488049136398534,0.1798680218628662,0.6583498045067114,-0.17105077699315455,-0.18811824250898213,-0.05045622857000415,-0.20705184812118158
ParaHippocampal_L,0.4798990433083959,0.44977606347647925,-0.0057942708600043046,-0.04054890771145072,0.6330899410519011,-0.37012751605960237,-0.010707290022028346,-0.435208493343454,0.35173283917319514,0.7702256337180594,-0.558216445998284,-0.030343605094630736,-0.5771872667843666,-0.1403571922318661,-0.5399424069228593,-0.01645295440576961,-0.5711342007975412,-0.5802228999586323,-0.4630420234168721,1.0,-0.5917675041119174,-0.041354727840410034,-0.4903707719015138,-0.5033407861488459,0.6129297450273136,0.1104822598986404,0.24795089487470445,0.4966698441347895,0.5544386487666986,-0.6213423885950716,0.14199480598508282,-0.493654161063779,0.3489996206444632,-0.6447164493493082,0.046946611286822426,0.23181791369910854,0.028854882891554634,0.5119658302395936,-0.3007383169449423,-0.4766288102818898,0.7941499762633429,0.010185878648875255,0.7222314172014292,0.2616469267019919,-0.5647904036509782,-0.6032167829300705,0.07219240665174811,0.07744313222243705,0.48167982177258717,-0.17853726822653815,-0.5723457150868749,0.2704018693205371,0.6975952819790243,0.11167107698950436,0.5081911013231397
Cerebellum_9_R,-0.35423342666655533,-0.4628466525426424,0.11835151589436244,0.17657885924054614,-0.6305198541595782,0.5473495986553749,0.31538968303902887,0.6884155633453941,0.19964198275612619,-0.7218347581842341,0.9039587724178656,0.16442350588091606,0.8511841589607364,0.10669525778793018,0.7857363526838411,0.10511626588307672,0.7457801897261948,0.8672826514999238,0.6920823852949362,-0.5917675041119174,1.0,0.37314475030824945,0.8941442258222593,0.7933562377200577,-0.5860275378524682,0.07648182529743598,0.07415214442462478,-0.2896410774296384,-0.33715602485622376,0.8922012504794052,0.2802479372106673,0.4983616443984439,-0.2543535390821604,0.9009508063925438,0.3610557513690006,0.12708524241096852,-0.080830955620318,-0.48012419704491754,0.4053299372754937,0.6731394933520507,-0.6659088808483482,0.037850151917391044,-0.8108944847931256,-0.2102109999828298,0.8757026822554574,0.8837486368618312,-0.12980980209298706,-0.22725251019650722,-0.46643448089273415,0.4012918139253458,0.8552993402376867,-0.4560487513879614,-0.2284690726834956,0.006807901628401664,-0.31392666872059166
Red_N_R,-0.19664347175064942,0.0037939419496096855,-0.028136717014656386,0.15927387292258915,-0.2231837977194221,0.29493939847762946,0.16236551003781163,0.30637886354482563,0.29758065022619895,-0.1808435036867093,0.35444317350615034,0.2019926706769197,0.3132464811966824,0.05306495817638127,0.3028000882112197,0.29050936807264344,0.2878000300262966,0.42205105202725035,0.36668662255905304,-0.041354727840410034,0.37314475030824945,1.0,0.436328720722216,0.27990695871276094,-0.18558592611118524,0.06977319694982151,0.3729084583104875,-0.12750131838140386,0.030546313195516202,0.3594172074610659,0.4463311646140382,0.1899948078904381,0.10467631974530295,0.30120130954230157,0.4870231613409116,0.12091012212437237,0.114800411116799,-0.020913789411419807,0.20136121138263072,0.26078128592745,-0.19384395530499984,-0.002318292328618679,-0.12489387104773185,-0.01682744639551535,0.42034940586548486,0.27462139906440675,0.1697464670309607,0.04363868113853966,-0.15342588830962708,0.322638718206972,0.33810588105424444,-0.19580959639809095,0.2371499005845118,-0.0030086313930842404,0.05088472679561553
Cerebellum_6_L,-0.35440833416099604,-0.4732187133623967,-0.04601486559449139,0.09868041010506239,-0.6329695175253264,0.7026127443635972,0.43833662806779256,0.6568185263514814,0.25293387545440904,-0.6081786067312321,0.9184388219416092,0.204675591087664,0.8177541480095359,0.12737170587459365,0.8536634000204744,0.2959353902917116,0.8076567195012494,0.914625045559915,0.7077050856549646,-0.4903707719015138,0.8941442258222593,0.436328720722216,1.0,0.8066480586512761,-0.6294482944026195,0.0033025843341396356,0.07790491889615372,-0.2158274437025336,-0.23214740623633634,0.8221498325256199,0.44081946103066305,0.5799946131712979,-0.14260502919313414,0.873974976601665,0.37039773043620566,0.19363617510900855,0.03670232740316101,-0.5218409283305856,0.6043432762907684,0.7668264850394303,-0.6380071486102082,0.028908589223663173,-0.7402180974168628,-0.17589654883561873,0.9150581205147928,0.7850683572831618,0.11189017952653893,-0.041417935090186035,-0.5357088502449225,0.5525898603694184,0.7748506290948056,-0.5548347519347606,-0.1376650198801793,-0.10264428117006921,-0.29364586906586365
Thal_MGN_R,-0.3785586788288614,-0.7261705822711593,-0.3085287123776177,-0.18210270243083715,-0.7307096603669757,0.7539506866601041,0.5177024438536053,0.6643111815497564,0.0005797101943700444,-0.5310943551315487,0.9188732350156547,-0.15091867051538307,0.8181304310323234,-0.1739655476273883,0.9343650444059911,0.23441765055587077,0.8930620651946456,0.8478967273123252,0.7596864792347583,-0.5033407861488459,0.7933562377200577,0.27990695871276094,0.8066480586512761,1.0,-0.6789352888398739,0.0339523000850702,-0.10941957845497285,-0.269777167548467,-0.33769069986412986,0.7583738786613885,0.38954629072430713,0.7125411191144302,-0.202461952245201,0.8868554093888015,0.06146599459349392,0.14273466927311576,-0.19753547833576438,-0.47689750730462377,0.6220093730300219,0.8334891619686293,-0.694118460039209,-0.06315038845422664,-0.6990616468685629,-0.4429170689079761,0.850234315185377,0.8135686420895464,0.1942549963499834,-0.13690019209154775,-0.6436471790222108,0.4100209012506317,0.771919767086611,-0.6420407859625774,-0.17264381618951088,-0.2441500297584648,-0.44515202502603923
