,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_R,Thal_MDm_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_R,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pc_R,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VL_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_VA_L,Caudate_L,Parietal_Inf_R,Thal_IL_L
Vermis_8,0.0683326349576771,0.21725441869257556,-0.4276367554173654,0.6087087144998875,-0.4432944927818775,-0.21076163000327844,0.27467275080435266,0.6500546835514612,0.7992409002480262,0.5625152948086332,1.0,-0.08455867618937074,0.4344304186311254,0.06155327360330299,0.8012478323427558,-0.237543844221427,0.25262150269050976,0.11725619951294779,-0.18385043446288554,0.09354539848125033,-0.5044770915207575,-0.3589576388055965,0.17460718452856416,-0.4140857237424345,0.7815770396763332,0.3227612021746168,0.16467183081496745,-0.2902275758267655,-0.23255387358548502,-0.062137216337933364,0.7109846830820759,0.2565443306063945,0.12117303974359774,-0.5016462516598817,0.3522664869110355,0.263903687076959,0.8306571234817564,-0.0830313484652421,-0.4048096828488704,-0.31578229502041955,0.09323487593116517,-0.3710110682552628,0.14725758273889444,0.6589791749549365,0.25969405030771836,0.10626681265002803,-0.18103829592178483,-0.20100164126200523,-0.3115034161058992,-0.34535035471379355
Thal_AV_L,0.14442311335185948,0.3072477965542904,0.2442839391701145,-0.13223888525134847,0.2881443835641228,0.19362564282641348,-0.10603618868879006,-0.06897320762723728,-0.17230613929613403,-0.1109753046327496,-0.08455867618937074,1.0,-0.06199822494231516,0.019948789419844768,-0.0037598547616693135,0.23292515249798929,0.25174403950445184,0.021532420155316683,0.5236405411228658,0.007410044129614568,0.1789666780386719,0.2776113014721002,0.09206339215208979,0.12036967105316386,-0.1447145380044795,0.16763742491789502,-0.06219206155869002,-0.06368334380814872,-0.06868438003752914,-0.1795207339842177,-0.13297255459587093,-0.21245552298596718,-0.17076343159170945,0.36652262492354615,0.09969343042944864,-0.07578583660572066,-0.1825117392682079,0.5920857635323431,0.2671365979904259,0.17950339482713448,0.1939415244702298,0.38429021980233163,0.27044140631790714,-0.16486713905176067,0.13293791966338905,-0.1660804724138094,0.45236675217317646,0.3259852709553556,-0.11728723127703797,0.4682504772168069
Thal_MGN_L,0.13832536569323606,0.6331409807675455,-0.35083205436804044,0.56367285504137,-0.43273888588020426,-0.4816143302325735,0.6726705326860453,0.4647987123161727,0.5296959629636145,0.6255599046955166,0.4344304186311254,-0.06199822494231516,1.0,0.395678833982539,0.08360271098340193,-0.3440657527656134,0.3083098860107204,-0.12197086103625968,-0.2650524793349419,0.14381676263944693,-0.6106706043154987,-0.49721165400805845,0.2646816070686619,-0.04746052078877717,0.631143301187293,0.13233320221554776,0.33201945945081096,0.34645104125904735,0.37212380541703816,0.4006730568519665,0.6743646004357693,0.6815372040381346,0.6094287694790435,-0.5219303728732373,-0.08016531752226923,0.4362669299371259,0.5677609752952905,0.01324620317436522,-0.4671126035244329,-0.4416000006699179,-0.3486959355202547,-0.6281769773528921,0.024821003035346827,0.7011294129740778,-0.1739483240796642,0.609245044482392,-0.42664894435654643,-0.11788842047642287,0.31679301308293406,-0.35215463837733724
Paracentral_Lobule_R,0.017671238220122384,0.3106339901769626,-0.1280779030383368,0.3466543696606574,-0.2637323996502764,-0.31177323253847755,0.6910029323200245,-0.008377083494385132,0.02138371398987114,0.46661374353528046,0.06155327360330299,0.019948789419844768,0.395678833982539,1.0,-0.14666218940046513,-0.04216101524633281,0.30074696622485436,-0.2682314931018923,-0.30410550590247504,-0.03978736235002196,-0.31367637123962105,-0.2398748871222371,0.16836942009987557,0.030689904406969514,0.20306415333037625,-0.27519632877440775,0.37482489468091706,0.7374179364823069,0.776188247784641,0.6167917294479797,0.3336866324644625,0.5919702700533034,0.6833396618374201,-0.016230263173748146,-0.35954488983320926,0.08053635159382053,0.028248060867317668,-0.09484557204387777,-0.16393478578040416,-0.08418887111616812,-0.4985300576839549,-0.4843119090632543,0.2314006602809677,0.32431514562997904,-0.25264122110748255,0.6808714095245705,-0.28593401817054465,0.031650864630493256,0.7357553075890086,-0.20862863163611292
Vermis_9,0.04721275039065949,-0.0259842254132137,-0.25155294255999583,0.34127258899150814,-0.051541193114112184,0.11259689382758854,-0.12490129729946547,0.42734545277176966,0.5306082396607527,0.19222037045664062,0.8012478323427558,-0.0037598547616693135,0.08360271098340193,-0.14666218940046513,1.0,0.03451912144911242,0.20957025961061157,0.24570218494392154,0.09459291953850785,0.09808810806563507,-0.06045316020058033,0.019209557620489984,0.03791143061575884,-0.3320234840237094,0.40257017554864893,0.4040836666728198,-0.08651996778993724,-0.5507473083335617,-0.49580295160157434,-0.34234805210019814,0.3218837343914262,-0.17993156623819676,-0.29643730239555044,-0.1843646791448963,0.5314687918272416,-0.04719808710366115,0.5038489348909129,0.025725043170627876,-0.06317728616216504,0.06648271806369124,0.4032947679161544,0.08338738029758241,0.22996204843736157,0.26842014843255013,0.4679699631766696,-0.3046708339184694,0.22459043286070823,-0.12343191512485145,-0.5792143663410897,-0.08699661526864942
Amygdala_R,0.0807603671162988,-0.1700905316933225,0.4056209094171868,-0.20853473555678398,0.45153961625306827,0.3565851355264635,-0.2387202564402422,-0.19048409446101,-0.26049565428841037,-0.15697119227881598,-0.237543844221427,0.23292515249798929,-0.3440657527656134,-0.04216101524633281,0.03451912144911242,1.0,0.02439483098102762,0.20074530167281254,0.24933423461803175,0.1860220948625731,0.4640354407291489,0.4730627787640648,0.11772127275793771,0.25130777009367394,-0.3774959440614848,0.3619781696673961,0.0903024471631043,-0.09228442783821969,-0.07286814268411526,-0.053018113120196816,-0.2964149400979828,-0.31986081292874435,-0.29945566976328175,0.5541571259229177,0.23780595528191795,-0.19146442310216905,-0.32945528599669666,0.1690971095936504,0.6811560688595983,0.5060798403662461,0.39707654503093237,0.42526837598878847,0.12269327076163469,-0.33728064477772135,0.16879002391665165,-0.30257673266686747,0.4170865635418093,0.1436233141291373,-0.08038231659961591,0.39675177713833254
Temporal_Sup_L,0.028465128231363622,0.3141763706259571,0.2013635134912425,0.1756934412732041,-0.15449798346718072,-0.08636198088639423,0.3429021291129678,0.23117563111549058,0.17001848864677488,0.2898164655444703,0.25262150269050976,0.25174403950445184,0.3083098860107204,0.30074696622485436,0.20957025961061157,0.02439483098102762,1.0,-0.3381516288699414,0.08926897545347913,0.09375125243530312,-0.2708094447158839,-0.018892810628177596,0.4099524963999312,0.032800383985866495,0.2896612056322063,0.1585362139471494,0.24403926953371896,0.2605889153943049,0.30027817806413454,0.00338962327352128,0.3646818206844094,0.27645137274624043,0.29777775717678995,0.14199480598508282,-0.07906719288988052,-0.04742837250733956,0.16796671377160236,0.30237473945876747,0.026879002876838063,-0.24426522100743203,-0.1543523549402156,-0.025648809427281354,0.6345386089364795,0.30868912862102155,0.06396769428154606,0.33948960822519036,0.17541070567052341,0.5009569231338976,0.13187360882788549,0.10782148521858807
ACC_sup_R,0.19025307216719095,0.10500240074610705,-0.09591902983515725,-0.14697036444267528,0.34301012475097886,0.29477771960335036,-0.41633616750413177,0.024795620293773687,-0.05540195077521659,-0.22784358446542058,0.11725619951294779,0.021532420155316683,-0.12197086103625968,-0.2682314931018923,0.24570218494392154,0.20074530167281254,-0.3381516288699414,1.0,0.2205036195158293,0.43162117839652436,0.37663902803081545,0.2634130818665195,0.16989137355313239,0.22223078924117334,-0.12151073771225368,0.26691332747128155,-0.22514819606869185,-0.5308578608773485,-0.5131257487644276,-0.235843721214357,-0.21532524873068146,-0.32204313556932396,-0.5013385711962792,-0.02024446567920439,0.6664279829884973,0.014106608912342743,0.00644000105302962,0.07970482405843858,0.2223730586891386,0.37696173787865406,0.6005348289001095,0.2669880681320327,-0.35315874307925954,-0.12947994090140233,0.0784544721841741,-0.5213454478413689,0.1561029801906255,-0.38379114487512234,-0.472303130193128,0.09460760908266079
Thal_MDm_L,0.29218632276504364,0.2561446886628553,0.3157261963424774,-0.36353702524675785,0.6346229618655922,0.5329689872505259,-0.5491689325056401,-0.298057943667178,-0.38039850264095165,-0.5365751039116253,-0.18385043446288554,0.5236405411228658,-0.2650524793349419,-0.30410550590247504,0.09459291953850785,0.24933423461803175,0.08926897545347913,0.2205036195158293,1.0,-0.029337534362123996,0.4626377385633889,0.6008095511261193,0.03484094498344888,0.08744511580559146,-0.4673293911233942,0.29509724794295045,-0.4603664588073458,-0.38789449336992887,-0.3949901175076207,-0.44073705816066927,-0.5043470549477815,-0.6485529296308358,-0.5980653229131407,0.4798990433083959,0.2122660772239891,-0.22505619502121385,-0.4176801556966166,0.5388254792136357,0.432539028075262,0.4851827922859129,0.44738731699035195,0.7788932168684688,0.2097741703510801,-0.555576528254187,0.37291541635014436,-0.5661810411544344,0.7539500778153049,0.4118538868463155,-0.4126884834774765,0.7324337116795194
Precentral_L,0.22607529187280564,0.1368400440991294,-0.03729528061757503,-0.14725703519062075,0.11309965027876205,0.12670810163287452,-0.033129126774522996,0.15183076178810032,-0.0104340735923651,0.06606330505457052,0.09354539848125033,0.007410044129614568,0.14381676263944693,-0.03978736235002196,0.09808810806563507,0.1860220948625731,0.09375125243530312,0.43162117839652436,-0.029337534362123996,1.0,0.08098390546027595,0.11118863661291604,0.24038153912079327,0.7829909622079696,0.053730246060358006,0.09896777319643237,0.1360533333502068,-0.07911032519812461,-0.12383526995582553,-0.0403496926123554,0.03599317616489724,-0.026327417258836097,-0.12932534783402022,-0.1403571922318661,0.6249885287285074,0.09558921578267815,0.04742142861663226,0.09110869659890847,0.12200096675530374,0.14154529096156834,0.5301655478273285,0.058396905305952485,-0.2120132055263237,0.08997317019535889,0.03330662385367613,-0.09857145485711151,0.17309016064595756,0.012909586793175304,-0.1820426864646904,-0.0834504412494474
Raphe_D,0.02743316078454645,-0.29213764140146764,0.38682960238988884,-0.6193535753593002,0.8195578450150454,0.5945944142143263,-0.6695505370711076,-0.4864182749710123,-0.6724186724789594,-0.7764864740246671,-0.5044770915207575,0.1789666780386719,-0.6106706043154987,-0.31367637123962105,-0.06045316020058033,0.4640354407291489,-0.2708094447158839,0.37663902803081545,0.4626377385633889,0.08098390546027595,1.0,0.7492962909199901,-0.13113578791660765,0.36383710175479805,-0.711174958577389,0.09036605377477247,-0.4324018684825627,-0.3408412602370545,-0.3582915843898599,-0.36540824545379136,-0.7898008167555872,-0.7348261679621546,-0.705015895976396,0.5939034606940594,0.2554525677740324,-0.42383511269330965,-0.7027870112261977,0.2586555189340393,0.5927699017430338,0.6706522807131495,0.5296374948273708,0.7884013924514441,-0.12404493419916125,-0.689272657882071,0.14791907808486707,-0.6840890957776706,0.6413242708651752,0.08151627365325315,-0.3273219165975037,0.3156208501290652
Frontal_Inf_Orb_2_R,0.059123470870419,-0.1854468027013414,0.5962322318238354,-0.36646957269161295,0.7667051719856954,0.7577472324150127,-0.651910591768664,-0.4025079976050386,-0.5244617257689839,-0.6786817687083657,-0.3589576388055965,0.2776113014721002,-0.49721165400805845,-0.2398748871222371,0.019209557620489984,0.4730627787640648,-0.018892810628177596,0.2634130818665195,0.6008095511261193,0.11118863661291604,0.7492962909199901,1.0,0.11601858363019059,0.32437781967306806,-0.656625239412991,0.27940161636923294,-0.4643366347335249,-0.3197584241525113,-0.34692097256048754,-0.2741127716622101,-0.6868999949925104,-0.7476733802901222,-0.6706379839850556,0.6424755137118804,0.21602194086601287,-0.44980173113745914,-0.6210742240628073,0.2619058805226103,0.6108684500736528,0.6987895080209212,0.5183305673227337,0.8024193555102478,-0.048858764315211516,-0.7065131755875129,0.43858244587541,-0.6278248774310629,0.693390078674641,0.23487293648709356,-0.32639809592767216,0.45112403065224266
Insula_L,0.3695292372369112,0.36866243957745043,0.2371171224568512,0.25435012510812266,0.04334775642955408,-0.0005295153289531991,0.15188668528512395,0.12706869235526397,0.14458205321746295,0.21929551638028089,0.17460718452856416,0.09206339215208979,0.2646816070686619,0.16836942009987557,0.03791143061575884,0.11772127275793771,0.4099524963999312,0.16989137355313239,0.03484094498344888,0.24038153912079327,-0.13113578791660765,0.11601858363019059,1.0,0.12831859758996703,0.09876430038185698,0.4023152743295,0.06983677861984279,0.13091725179466054,0.1577912752481075,0.20579308430377508,0.18251169830403408,0.1779336793525055,0.1468984191280176,0.10082037871849744,0.027182912941009923,0.3450749628312105,0.12724798754124816,0.09344234574905014,0.2407925979485934,-0.02637895977259987,0.005453118099708577,-0.10309558570728683,-0.031794043947706754,0.18496589039419492,0.07352343675422367,0.13990126986937457,-0.030293114544645085,0.044770140751080406,0.12660622040968883,0.08249972669396981
Postcentral_L,0.17417411956966117,0.04281275055130991,0.22154942675634878,-0.4089706765460558,0.35720107079782265,0.26416322748064913,-0.12499072461094592,-0.2081612125367181,-0.4441464576999503,-0.26268107304491084,-0.4140857237424345,0.12036967105316386,-0.04746052078877717,0.030689904406969514,-0.3320234840237094,0.25130777009367394,0.032800383985866495,0.22223078924117334,0.08744511580559146,0.7829909622079696,0.36383710175479805,0.32437781967306806,0.12831859758996703,1.0,-0.3530734794341495,-0.09022928922168394,0.017253095030407083,0.17659756270053384,0.09684344476562053,0.04168457762199647,-0.33633726248762724,-0.13321752748064425,-0.11817842576859658,0.18709821805128551,0.2669261898795519,-0.06390627804290461,-0.4119029888508171,0.19602580878065104,0.28376781154459574,0.2543118030460938,0.3419775941951327,0.2661153064561363,-0.18764286119225884,-0.2674994023109868,-0.07213580966072905,-0.06794507076820279,0.2763929564008717,0.22764741769154886,0.07772962275742723,0.0575194916218016
Vermis_7,-0.10370138050201924,0.29589698071382164,-0.47936145316525525,0.6730158311454773,-0.7191665901935899,-0.5291306771032249,0.5899655885965205,0.738696225537252,0.8628586158567535,0.7613921289269558,0.7815770396763332,-0.1447145380044795,0.631143301187293,0.20306415333037625,0.40257017554864893,-0.3774959440614848,0.2896612056322063,-0.12151073771225368,-0.4673293911233942,0.053730246060358006,-0.711174958577389,-0.656625239412991,0.09876430038185698,-0.3530734794341495,1.0,0.13517711375614258,0.44859416884814635,0.02361062165836855,0.08555659800444908,0.14415128876255426,0.9121800855697054,0.6220416393954963,0.4951773341753609,-0.6655255738694712,0.11409217786774091,0.36640802264959066,0.9129044276581024,-0.09544909272537962,-0.628664668038164,-0.596860979466298,-0.21849688987842675,-0.6852213039209863,0.07432253093011702,0.9092326099136714,-0.02831785152575521,0.46553568288122466,-0.4726535559858898,-0.24238653238304692,-0.006375903353957371,-0.48868120215909333
Hippocampus_R,0.2624744092307649,0.16494758604101808,0.09465294107182404,0.2375505778501826,0.22202792998496523,0.2563503111853333,-0.22096194153892817,0.25296374122567,0.3974653020518868,0.05030640406146472,0.3227612021746168,0.16763742491789502,0.13233320221554776,-0.27519632877440775,0.4040836666728198,0.3619781696673961,0.1585362139471494,0.26691332747128155,0.29509724794295045,0.09896777319643237,0.09036605377477247,0.27940161636923294,0.4023152743295,-0.09022928922168394,0.13517711375614258,1.0,-0.09201509220482888,-0.4101894042763242,-0.3720738938581139,-0.24500266138903445,0.11536355189040824,-0.22566743459933652,-0.31614396205607026,0.016474006243315492,0.3378776022175002,0.16387803465897754,0.3068679464151156,0.19647795085410502,0.23283578937464217,0.14314974849403506,0.38568632919003565,0.21948166940829308,-0.061553722586679946,0.06019575263665883,0.47349586818163963,-0.31050030809695905,0.2328295210022132,0.01358318331169272,-0.4444482499498532,0.18646323272309695
Cerebellum_10_R,-0.07672623303470472,0.1604500036985551,-0.13263094906612471,0.3510913819916279,-0.500293125995905,-0.4652297444402945,0.631380001683246,0.33165320883315036,0.35718558423839736,0.6330871157832477,0.16467183081496745,-0.06219206155869002,0.33201945945081096,0.37482489468091706,-0.08651996778993724,0.0903024471631043,0.24403926953371896,-0.22514819606869185,-0.4603664588073458,0.1360533333502068,-0.4324018684825627,-0.4643366347335249,0.06983677861984279,0.017253095030407083,0.44859416884814635,-0.09201509220482888,1.0,0.4153638530723671,0.456724344217794,0.4799913155100957,0.5756023694774025,0.6331190094702447,0.5949170021164757,-0.17853726822653815,-0.07898159554243567,0.20749488181093964,0.3805905363851489,-0.06397781014899039,-0.13156685636274615,-0.28491502218346054,-0.2782910491091699,-0.525919868579537,0.14460463050738803,0.5696124803794584,-0.26147131297023013,0.5659827146020937,-0.3340338505537052,-0.09312091827497736,0.42030360611123857,-0.21648489871584145
