,Raphe_D,Vermis_4_5,Cerebellum_9_R,N_Acc_R,Precentral_R,Occipital_Inf_R,Thal_PuI_R,Cerebellum_7b_L,Thal_MDl_R,Thal_LGN_R,Cerebellum_3_R,Hippocampus_L,Temporal_Mid_L,Frontal_Mid_2_R,ACC_sup_L,Pallidum_L,Frontal_Med_Orb_R,Thal_VPL_R,Rolandic_Oper_L,SN_pr_L,Occipital_Mid_L,Calcarine_R,Temporal_Sup_R,OFCant_L,Thal_LGN_L,Cerebellum_10_L,Insula_R,Putamen_R,Frontal_Inf_Oper_R,Heschl_L,OFCmed_R,Vermis_9,Red_N_L,ACC_sup_R,VTA_L,Olfactory_L,Thal_PuI_L,Temporal_Pole_Mid_R,Cerebellum_Crus1_R,Thal_VL_L,Thal_PuM_L,Cerebellum_8_L,Thal_MGN_R,Parietal_Inf_L,Thal_MDm_R,Cerebellum_7b_R,Thal_IL_L,Cerebellum_9_L,Precuneus_L,Vermis_10,SN_pc_L,Caudate_L,Thal_PuA_L,Temporal_Sup_L,ACC_pre_R,Fusiform_R,Postcentral_L,Thal_IL_R,OFCpost_L,ParaHippocampal_L,Frontal_Sup_2_R,Cerebellum_6_R,Thal_MDl_L,Occipital_Sup_R,Vermis_8
Cerebellum_3_R,0.02778905915343631,0.6685017513307221,0.3610557513690006,0.05854870205481867,-0.007210985310326607,0.3174790894617594,0.030953834073412224,0.4259667820803059,0.10379903266933573,0.0744999433461117,1.0,0.3481128135373776,0.19062498488297283,0.19025806403342832,0.24713667710316226,0.1653239545756756,-0.11041021500011151,-0.05568028805463952,0.2263301015018418,0.13035905386795943,-0.09988528338212231,0.24237598829051968,0.1840490394950533,0.011551726534452694,0.15716992869390337,0.37442278968743453,0.3315870446810766,0.15939152575537988,0.3850933643603917,-0.0694515485277383,0.11760743045794875,0.5682467986425705,0.2065895269186266,0.20755502815169208,0.3601940874313716,0.06848930799441834,0.36483296529323017,0.28567138283456595,0.2548499116640275,0.10893950508330398,-0.026377058033570128,0.43041150142180773,0.06146599459349392,-0.17114188401857755,0.009106642790774038,0.11824347292628795,0.10931303943207388,0.3968756773732156,-0.22846910841319032,0.24892536553965325,-0.18805943007217066,-0.075870410748122,0.325712022173437,0.25081323013611706,0.22058778296998605,0.2912601781431096,-0.021177446237274536,0.26288317888687734,-0.02725704252166993,0.046946611286822426,0.20590570417607537,0.2072436367796335,0.10998185565151262,-0.15360753323003895,0.4278934342663591
Hippocampus_L,0.4623398832825483,0.4925763257348835,-0.33715602485622376,0.38625935335846745,-0.11670659764566979,-0.27097094230697294,-0.401578397241679,-0.18490238314868554,0.20545901563628466,-0.36852860745291743,0.3481128135373776,1.0,-0.16952506399634942,0.4076156677522748,0.239611009583039,0.5807468263519505,0.5374362500884238,-0.17963559459589412,0.5219808975270519,0.48508945649802704,-0.3659972468788262,-0.30875872825949763,-0.2951968466954327,0.5207207877274808,0.5412738042682309,-0.16823349486096814,0.32722649949374055,0.6082225874604683,0.09929968915079158,0.3977238906767897,0.5866022121330725,0.05762962435126813,-0.33239787053099756,0.2591805990470726,0.4286810276795496,0.34666559808055664,0.37345782637989816,-0.2689780637820238,-0.36338594539601954,0.5823393987679396,-0.30635414298852354,-0.2606721250728392,-0.33769069986412986,-0.09360207223143716,-0.17013888198981014,-0.07868864596169058,0.5626793046054128,-0.32824369472029963,-0.13409913583997563,-0.4002001530734856,0.02592920917977044,0.34323271620153245,0.46997458292565064,0.23788498647853704,0.6156983856599794,0.3647728513718632,0.2435366004888262,-0.03936138160995933,0.4806764083240281,0.5544386487666986,0.4729705884524692,-0.3472408326334765,0.616071843989731,-0.38896301871586797,-0.20172738775387067
Temporal_Mid_L,-0.6494803813684747,-0.13099454820788614,0.6030422854597568,-0.38012321455668235,-0.00010942179422060902,0.43294003080309745,0.7747902894412327,0.5784535554484016,0.4178881792657108,0.7965074028012364,0.19062498488297283,-0.16952506399634942,1.0,-0.5551148447021259,-0.4986778544097966,-0.473086568645782,-0.45558034836465594,0.7104948665616161,-0.24101588747568184,-0.05612052523980203,0.7949002813390437,0.8058602712213091,0.42668613282341067,-0.5755246342769357,-0.5913674411264476,0.43192291812041866,0.2009526681393199,-0.27188995213609707,-0.2701512656522389,-0.33180854001885635,-0.33590167460404297,0.16471275098103183,0.7072997723955825,-0.4576835298827524,-0.10178296238703687,0.16697473709042135,0.10974105609526272,0.47545897715168295,0.5079767515871842,-0.5659884009310698,0.752616778373047,0.5469830679932957,0.7303574186602857,0.4570495963827741,0.8181961795582688,0.4518905475924749,-0.2284881616393015,0.5577711028677104,0.5431464597326744,0.6580433450164238,0.13677716947877544,0.19029513201767417,-0.030001769989011023,0.7130523549376717,-0.591951595486742,-0.19452486373740083,-0.1592941907954765,0.6505693357952451,-0.23712459207902292,-0.2309402162208954,-0.4654227010350062,0.5982877262801901,-0.32607345645063357,0.7289361720878393,0.4349029989774239
Frontal_Mid_2_R,0.6706522807131495,0.5654476235242726,-0.4628466525426424,0.48994493804202116,0.28922410335551985,-0.3782840579995704,-0.7450438099952014,-0.3209308082620407,-0.16203904975768435,-0.7071032789018188,0.19025806403342832,0.4076156677522748,-0.5551148447021259,1.0,0.49745244598418425,0.6747075173421337,0.4839431270451281,-0.49681253938660136,0.4869484363879531,0.11309143574742224,-0.5947951272084399,-0.5380294092331617,-0.3140917286101379,0.6911595057775171,0.5749666953654599,-0.1395609408598565,0.002276212038450714,0.5045096921477625,0.47832998247391495,0.4432503685310958,0.4278803379007368,0.06648271806369124,-0.5028270746027776,0.37696173787865406,0.056528355346012506,-0.17983705961186006,-0.012292602060421542,-0.4669698792443239,-0.5600606486228078,0.6318314949202662,-0.6461797029070352,-0.4232361628693778,-0.7261705822711593,-0.22656253341656735,-0.6490585257978342,-0.3930776950091104,0.4157877223906255,-0.41334504909310216,-0.31566736944574203,-0.5826445416111741,-0.23744729962566236,-0.0101369909227148,0.240315023345393,-0.24426522100743203,0.6205619831287619,0.22142269315250646,0.2543118030460938,-0.4793866366453631,0.2569088535721579,0.44977606347647925,0.7987625535069821,-0.5959341981381181,0.5131245951794167,-0.5923241031926518,-0.31578229502041955
ACC_sup_L,0.40638875097077326,0.30904558665742016,0.013589800207759057,0.08250769876810546,0.19331211728106748,0.00779414844290389,-0.33140748569365636,0.007810432093597672,0.0022188940684395447,-0.3119404620023322,0.24713667710316226,0.239611009583039,-0.4986778544097966,0.49745244598418425,1.0,0.23943586627322805,-0.12672719225476525,-0.2640187225711818,0.40700066608222063,0.10555190812822578,-0.5246432436486378,-0.2796222878166304,-0.05408342864459433,0.2685859234385644,0.37640364351878647,0.005009429856782175,0.023384498997170308,-0.02571670718111064,0.46819706117688165,0.2797950911234487,-0.045807278416171555,0.2716708598742636,-0.16910669908172885,0.9027086725482557,0.16401437499147944,-0.08515647911686343,0.16366211523379523,-0.09864353539371368,0.000966628961153722,0.22753263848011482,-0.35669414840228436,0.045483792153842066,-0.3474594089660094,-0.3749619875898116,-0.4535289664198993,-0.22196833296145055,0.12397967457324688,0.04215787451809693,-0.4959829098782159,-0.11326543168955149,-0.03746435713002979,-0.539088091413315,0.24825899342552038,-0.3989209965797001,0.38654303589061373,0.2118991616936917,0.17366373044879976,-0.22260696472983382,-0.05236967670288693,0.005493584806543572,0.44390575543476446,-0.10796661304900716,0.2088386978793046,-0.4785121399175492,0.09323871797852962
Pallidum_L,0.7225927599790135,0.5875074381882622,-0.5259287486756845,0.5151161498347673,-0.1639443423831499,-0.4153009403344382,-0.7946414167947018,-0.3909692652539959,-0.18374042417972833,-0.7607271315370806,0.1653239545756756,0.5807468263519505,-0.473086568645782,0.6747075173421337,0.23943586627322805,1.0,0.687068639017576,-0.6046932270853713,0.5030362459165838,0.12394848916309016,-0.6684257506145111,-0.6234112654880284,-0.5603040795863133,0.7509013014522459,0.6583464057382047,-0.17664093564290478,0.09696137715266846,0.7946206500785677,0.22012537990260986,0.44645021520267586,0.6479029941020515,0.10860336284229619,-0.6633607412198501,0.24482508909998402,0.03775779323875632,-0.013041545937543392,0.10909022602624707,-0.44897960963801764,-0.6165217766618629,0.8718543771963733,-0.7564856046123792,-0.46304657342982236,-0.6705693006823431,-0.3187477488460856,-0.5768272248574375,-0.37878729873932515,0.5806959160146883,-0.48463162742613397,-0.36972873801898903,-0.6607764232549348,-0.2237316194335139,0.38350099323624137,0.2897001600534943,-0.011055652990377923,0.7859447920584127,0.32934715639491396,0.30173578032974746,-0.44230829241025205,0.4841990551311441,0.6547653393681571,0.6166463139506041,-0.644530020672156,0.7032508885746429,-0.6987963346516383,-0.3496124505879211
Frontal_Med_Orb_R,0.7194837283039207,0.28151429297007774,-0.8108944847931256,0.6390580668462839,-0.13016289535553682,-0.6142998530529306,-0.7495124784080048,-0.6011531858138486,-0.2717649721455175,-0.763774215887771,-0.11041021500011151,0.5374362500884238,-0.45558034836465594,0.4839431270451281,-0.12672719225476525,0.687068639017576,1.0,-0.5304803826323297,0.29153802207871743,0.11205453570154494,-0.43236443241711847,-0.6801542175407888,-0.6128163358914608,0.7504218363982997,0.5319311175753512,-0.5627039287810457,0.019349233351647694,0.7148574617145325,-0.1013961287152435,0.44574928373995837,0.8476061112680483,-0.33339566400143217,-0.7275859027404703,-0.1387239506172498,0.07838495699702978,0.0853493214702984,-0.10120181520151272,-0.6486010769889572,-0.8198694832678455,0.7492836942243237,-0.6076763609527721,-0.7651064135179603,-0.6990616468685629,0.0019383540477006223,-0.5529905005781737,-0.28012398550233275,0.4472338775096626,-0.8064101197144541,-0.030013098914049473,-0.8465374631016728,-0.17432770199052394,0.5286404144654027,0.1243762213044021,0.002569691235351988,0.6623605725697934,0.21723562370233665,0.298617217301955,-0.5212499604490822,0.634206495205101,0.7222314172014292,0.48549675237953505,-0.7746240846830941,0.5585232750693206,-0.4520299286418986,-0.673651729755858
Thal_VPL_R,-0.6936504053102744,-0.3440676677620429,0.4053299372754937,-0.37460025362695154,0.3210501365537636,0.2840668757254374,0.7549100894284708,0.3543432362580324,0.6349290351134695,0.7858393554207833,-0.05568028805463952,-0.17963559459589412,0.7104948665616161,-0.49681253938660136,-0.2640187225711818,-0.6046932270853713,-0.5304803826323297,1.0,-0.22755426622762873,0.0025341218681262843,0.8270971216461978,0.6811897022739967,0.4977258388434386,-0.5363302119766038,-0.6202860182569341,0.22185617738452626,0.128012628641929,-0.4629643313760708,-0.27412599789965597,-0.18970244028600505,-0.4763869195914166,-0.21921079770074858,0.710438375836818,-0.2743708506240697,-0.05112488555927491,0.08380284774713355,0.06905214058700737,0.29233831344140243,0.3990734205353933,-0.7054765539743244,0.8797597479919221,0.29912274105308534,0.6220093730300219,0.585434618171251,0.8225362561121528,0.5152140702992756,-0.07306226172347262,0.36707320386945663,0.6607027967923098,0.526214191767956,0.20672044251694577,-0.07383168087040091,0.0531758507072079,0.3777231680579232,-0.677239033593684,-0.3332181616984229,-0.08690234340790638,0.5528421393015478,-0.27306260742258087,-0.3007383169449423,-0.43832027653644623,0.5022556270103137,-0.25798625598340363,0.8372042707489759,0.1896429359181777
Rolandic_Oper_L,0.42063561594409626,0.4331001599846551,-0.2102109999828298,0.29430734163774763,0.048555835195537,-0.1417370764781485,-0.4053006702729449,-0.029479650857092515,0.17695203484193783,-0.39966397156752315,0.2263301015018418,0.5219808975270519,-0.24101588747568184,0.4869484363879531,0.40700066608222063,0.5030362459165838,0.29153802207871743,-0.22755426622762873,1.0,0.2291477720169591,-0.37832309049058455,-0.3287395112593455,-0.17894891880236205,0.3846293007919232,0.49201093264020906,-0.01675685384944368,0.335463338385026,0.5492871216431346,0.40293939554898256,0.6102825533258421,0.31468725753750876,0.1094904096281304,-0.2472811877544557,0.39789487311304433,0.23260240501484591,0.07434403071664854,0.10140908106551576,-0.15731867163235908,-0.2925377125805311,0.4361513814439292,-0.31925024544062314,-0.18717381527720733,-0.4429170689079761,0.07795569228940967,-0.33137257230701805,-0.2360818703876991,0.2772724223346375,-0.1942898152717226,-0.23148999857474745,-0.3099219774052063,-0.08362986055235859,0.07265372164295779,0.269913536918187,0.16422386514132456,0.5116311038281726,0.0765620584279786,0.5934711102492033,-0.14904487589115817,0.11090225211650456,0.2616469267019919,0.46296221134358595,-0.3324741126051034,0.40987584565382695,-0.40207318623993593,-0.09165375552548971
SN_pr_L,0.02743316078454645,0.14993667583528397,0.037850151917391044,0.0440001751541498,0.08047702222206292,0.007234018245725637,-0.046693349530322864,0.12017758346727643,0.25127426447430984,-0.053296288641447594,0.13035905386795943,0.48508945649802704,-0.05612052523980203,0.11309143574742224,0.10555190812822578,0.12394848916309016,0.11205453570154494,0.0025341218681262843,0.2291477720169591,1.0,-0.08244958050176181,-0.01996593573831736,-0.05268643036184011,0.060570932746820835,0.26425655863733793,0.007093470089907338,0.05135923130222891,0.1281445422419739,0.03327068438123392,0.14589457023946964,0.04492790280532324,0.04721275039065949,0.0005560754938379709,0.19025307216719095,0.6232764815757081,0.5576329634358282,0.05606655834806602,0.0033231311883510127,-0.012133155548617174,0.11728300579918721,-0.04857956776968391,0.03921913726946211,-0.06315038845422664,0.003870483401969243,0.0944327260804411,-0.20234675358880613,0.11944861428877405,0.009641725706519434,-0.036956516137457505,0.0053158167255941465,0.41363672259833817,0.23595775051881432,0.01270650828076151,0.028465128231363622,0.1991940830363244,0.017171226857647805,0.17417411956966117,0.16225238732894412,0.10960426410105413,0.010185878648875255,0.19547601177882284,-0.004568754605424106,0.19221312180574612,-0.09932130202476296,0.0683326349576771
