,Supp_Motor_Area_L,Calcarine_R,Temporal_Pole_Mid_L,Precentral_L,Vermis_1_2,Occipital_Sup_L,Thal_PuA_R,Parietal_Inf_L,VTA_R,Paracentral_Lobule_L,Cerebellum_Crus2_L,Precuneus_L,Temporal_Inf_R,Thal_AV_L,OFClat_R,Supp_Motor_Area_R,Cerebellum_8_L,Frontal_Inf_Tri_R,Thal_PuI_R,Temporal_Sup_L,SN_pr_R,Frontal_Med_Orb_L,Frontal_Sup_2_L,Cerebellum_Crus1_R,Thal_AV_R,Thal_PuL_R,Red_N_L,Occipital_Sup_R,Rolandic_Oper_R,SupraMarginal_L,Cerebellum_4_5_L,Pallidum_R,Putamen_R,Precentral_R,Parietal_Inf_R,ACC_pre_L,OFCmed_R,Raphe_D,Thal_IL_L,Thal_LP_R,OFCant_L,ACC_sub_L,Rolandic_Oper_L,Frontal_Inf_Orb_2_L,Thal_VA_R,SupraMarginal_R,Cerebellum_8_R,Thal_PuM_L,OFCpost_L,ACC_sup_L,Cerebellum_6_L,Pallidum_L,Vermis_8,Postcentral_L,Olfactory_L,Lingual_R,Cerebellum_3_R,Cuneus_L,Frontal_Med_Orb_R,Thal_VL_R,Thal_IL_R,VTA_L,Frontal_Inf_Oper_R,Raphe_M,N_Acc_L,Vermis_10,Cuneus_R,Cerebellum_Crus2_R,Amygdala_L,SN_pc_R,Frontal_Inf_Tri_L,Parietal_Sup_L,Occipital_Inf_L,Paracentral_Lobule_R,OFCant_R,Frontal_Sup_2_R,Heschl_R,Vermis_9,ACC_sup_R,Thal_MDm_R,Thal_PuL_L,Temporal_Pole_Mid_R,Cingulate_Post_L,Temporal_Sup_R,Thal_VL_L,OFClat_L,ACC_pre_R,Occipital_Mid_R,Cerebellum_6_R,Cerebellum_3_L,SN_pr_L,Frontal_Sup_Medial_R,Angular_L,Cerebellum_9_R,ACC_sub_R,Frontal_Inf_Orb_2_R,Fusiform_R,Parietal_Sup_R,Thal_MDm_L,Red_N_R,Thal_LP_L,Frontal_Sup_Medial_L,Frontal_Inf_Oper_L,Occipital_Inf_R,Thal_MGN_R,Rectus_R,Cingulate_Mid_L,Vermis_7,N_Acc_R,Thal_VA_L
Supp_Motor_Area_L,1.0,0.5407678943493301,0.08203306439794243,0.8056841423762048,-0.09918681306894893,0.02801051276053615,0.18216380836886,0.6671083643316639,-0.2204414829817785,0.7507390944516542,0.057184752804491965,0.545995523780525,0.16841308521873183,0.3923736807632997,0.08188561326724496,0.9314719170030407,0.2693774219187856,0.22485638322974852,-0.21417799901727114,0.5968472450618665,0.44524232080941717,-0.5717034075248909,0.46587010439312826,0.5163667971047163,0.10735738148436508,-0.33254634304228997,0.5961780647102776,0.02545873274006861,0.6004075953709083,0.6096649263762377,0.1228042525202792,0.08105390593145215,0.19268820536817474,0.7283632550777311,0.3849041707957618,-0.1309128573255381,-0.19174091591670875,0.003943298620734045,0.1552176763939481,-0.06558859576816303,-0.3494130844008048,-0.38772411883160013,0.06328321641744805,-0.02241905378297196,-0.37150420895783837,0.5959304491531623,0.2600942214438441,0.11495761317098634,0.13053745921040777,0.0946111428193294,0.1386436198123331,0.2674983831232825,0.11704115776506072,0.7208814155613026,0.33715108957507167,0.29292833931414014,0.4821073142289071,0.39498312488717124,-0.576364874824744,0.3243685403839214,0.3988462902671638,0.2422549513004183,0.48230149575998577,-0.10914000781233961,-0.1806011445623988,0.410119374777826,0.48481079989074355,0.19618431389426558,0.5619489333691939,0.3680515210636564,0.5127510788858205,0.24006385758128174,0.02320441458492175,0.5818439610319283,-0.32070835890872523,0.7674549343433034,0.07298523835474127,0.37865430950762285,0.7175403732225866,0.5353108724977551,-0.09185546653683595,0.11174867942953215,0.5606985422462167,0.489311156342082,0.24015026149567892,-0.30974973228887437,0.33109504602055495,0.15860973639849052,0.561791471534567,0.13396461179156155,0.04756397010791116,0.25399436261199504,0.4035958106804503,0.3316549809937801,-0.5230824684883822,-0.13944942588063278,0.46072151045084453,0.21920842274887084,0.49178963457189534,0.31284770802224376,-0.5297978308553717,0.6671094254803875,0.5072574065276413,0.1295618768599428,0.4075035531405033,0.24428466657857056,0.7093193493351367,0.30589640282538266,-0.08601331694471018,-0.45194992048001986
Calcarine_R,0.5407678943493301,1.0,0.3246332690214748,0.4534662079293687,0.1302487767806915,0.05284075690658068,-0.12930173625384087,0.537900245925361,-0.15211395477751785,0.5390905746055803,0.31864098665967455,0.6078691816135322,0.12647794038678611,0.22912186858380598,-0.28498688677568856,0.5774098391889884,0.4342507383033315,0.06306375971533387,-0.3935249658810614,0.6133646460173368,0.1553065244906228,-0.31359733988922056,0.3030717276152376,0.44114084748975485,0.13232380085940523,-0.41099813228375137,0.39938626034003993,-0.10918756557755907,0.4451452694015642,0.6912786384987294,0.36020001642588706,-0.14154873656321254,0.13207376849332103,0.5945915246496183,0.4358536847115693,-0.24275484023378374,-0.22846576611572392,-0.18333393051004043,0.43310497250599655,-0.17584796329319613,-0.3086205244524589,-0.16213801355317506,0.28132641469128117,0.01422325530487069,-0.37771765454811357,0.635488984123546,0.36776747239772895,0.0070297640802322835,0.07181834458998068,0.09907132609246591,0.5728258015637522,0.1737841100105622,0.1627263614023411,0.5077744210987454,0.2729624245645437,0.756540501151414,0.5204239595814045,0.6455864745747875,-0.37894622227508334,0.5351587870775566,0.6565035205769842,0.22438961877512328,0.5036757602208498,0.055985949573714555,-0.10006750289721086,0.6902548498933115,0.6447707951070079,0.20471741147228498,0.40304011163683306,0.08520724781186294,0.33561053464127255,0.23501519829886255,0.341789584650342,0.5146955239445791,-0.3323406546132004,0.5461649528199294,0.286919685860159,0.5481383794589313,0.3296624580480198,0.4747579430554632,-0.11399252276779498,0.1674604289571966,0.670975203573859,0.4589834336238279,0.34635452949465906,-0.25207419928329594,0.07634701535649523,0.35956464442898944,0.6356397388602341,0.3553933659973782,0.027342417115404978,0.1596328831567708,0.4873258187729976,0.5031764875355194,-0.37476230808218103,-0.21363406558395978,0.5475387889830962,0.18312392935217142,0.5293763460197741,0.28416791523824386,-0.41480985993266195,0.4358182870173639,0.447243235225281,0.3037454254943192,0.4014976791017526,-0.012444267412816666,0.6352020455263886,0.5816874101333596,-0.24432816678178831,-0.3038335556638615
Temporal_Pole_Mid_L,0.08203306439794243,0.3246332690214748,1.0,-0.011193511777081422,0.29003830326109736,0.5778398885760611,-0.11796282226946346,-0.06579718847800767,0.0004027260684866945,0.0030043206611640857,0.6406108476394211,0.00801382847040022,0.004680465961079404,0.08919735391792892,-0.21925190511129888,0.13465720779277993,0.6272246035147351,0.09004872026000672,-0.09466389633783841,0.31275176354720385,0.12044401888163636,-0.07622676169835813,0.14154667362768777,0.1629933040285686,0.30975395423884733,-0.06376407300054589,0.14926516809056314,-0.16859834476490318,0.2122733909860942,0.18867136394192083,0.36397429199343245,-0.1069384545835603,0.08449518728844645,0.32585396993002796,0.06596910337155913,0.07820163730122014,-0.09919181849664215,-0.26573513370187307,0.414073832254966,-0.13684176151433264,-0.16058009689251748,-0.009189915792196126,0.34028662258681486,0.13835320464414624,-0.05519141502220003,0.1624552897937954,0.44381895525463044,0.05724078275670687,0.08888091800383288,0.14837148100625724,0.5599637897956026,0.015875337230075184,0.2269673180435252,-0.0015958747481069602,-0.0662937580345613,0.5783162855932031,0.3561065423078912,0.1991813169536313,-0.1173954031408286,0.29357381597984067,0.2919306415088187,0.20287631175164478,0.11734976289166017,0.052691906709332326,0.044612299837416526,0.6574142307884581,0.3392732662859365,0.27691980012016415,0.25987463486998663,-0.06627618278578024,0.257794203913007,-0.07949602155516006,0.3517759852805993,0.00014401285992318057,-0.11197890419913152,0.19391723105572448,0.08090402652767865,0.5052426563740781,0.10383331210250199,0.1692433878988457,0.15423881925753719,0.4405398693704981,0.21798532204335747,0.08954113933826173,0.11895352080290453,-0.05782373673158984,0.09087289606627891,0.3067072410436478,0.44244722541934917,0.4082558102218064,0.11443185001159782,-0.10217521687127046,0.04251809553334658,0.6129715732954609,-0.13929418973379318,-0.015488580809845812,0.28846381594848897,-0.020809019761852454,0.16750884722961137,0.025595324643511226,-0.05362043915575014,0.09942216735037851,0.17995560485265175,0.26742590242778125,0.11525648399623815,-0.15037385527717723,0.16538128541443364,0.5815277738572426,-0.2269303196377487,-0.0015350147540532054
Precentral_L,0.8056841423762048,0.4534662079293687,-0.011193511777081422,1.0,-0.20642185738685395,-0.12226927344503657,-0.06494058514694455,0.8265482374343375,-0.37615897087655764,0.6906408866549244,-0.1703822028157967,0.6800774361467139,-0.14163656105500486,0.2671036319121863,-0.030295787704614843,0.8325752315284856,0.03156519202852348,-0.04063569275280741,-0.42253589882354253,0.5192626644728634,0.1994097564623442,-0.4626525996162964,0.3474089691758589,0.2875238142354272,0.09289632138084201,-0.5443665362053506,0.42421680528270356,-0.021541525821856148,0.39895174904788583,0.8045313517638231,0.07931451140861684,-0.1281120533012972,-0.02268997733464975,0.6926867258316628,0.4865278066565736,-0.25984100305620067,-0.2517983968678323,-0.046438046956454176,0.07129298067816355,-0.10349060331125064,-0.3856045883603125,-0.3900174902779937,-0.059105794574793855,-0.1367655861262303,-0.550958994642233,0.5457153429296896,0.01340949519461247,-0.017364573264693144,0.019520640743822634,0.03674665459736094,0.07086350060979878,-0.008950028716172053,-0.1943585767324348,0.9367179750333493,0.22782181962272446,0.39779058171930076,0.610056795016468,0.5164131409574749,-0.546107994564302,0.29386161155057966,0.39425752813125586,0.18590891008340052,0.23773746593390963,-0.2801453702749125,-0.3505742698952721,0.2877771231198212,0.4980721807271064,0.06714209478657761,0.2510038765886798,0.26349284057679634,0.4093219780858539,0.48767605838588224,0.031283443164813574,0.6167608207466136,-0.3135602821376586,0.669091950467581,-0.05132044129321177,0.2568619773268977,0.5090721210190612,0.35704577051093345,-0.03693396719241057,0.0421942231823517,0.4561776428589797,0.21523483251133188,0.3555043104207288,-0.3495887200299662,0.1366312327156706,0.1269847593725515,0.28590012862055436,0.14475013592269784,-0.1509458102039473,0.04720247934684067,0.6392245785984763,0.07616718878657078,-0.5677196641388453,-0.31216585184537293,0.46697572383915675,0.4426111559475388,0.47437336140600295,0.4319943951682847,-0.6266303593964123,0.4747057762253931,0.5642213515489454,0.434687939309223,0.4894731929511428,0.04301842458620734,0.6882342959560123,0.4460275836577955,-0.3242958674866935,-0.5525576348671113
Vermis_1_2,-0.09918681306894893,0.1302487767806915,0.29003830326109736,-0.20642185738685395,1.0,0.24656003642670007,0.23667917341810718,-0.34070600252609057,0.5607645956470856,-0.1649729847541848,0.369681715735338,-0.16148037281979435,0.22559857164108013,0.33833422399953716,0.031568489327030325,0.0015812862989975274,0.36172941413520837,0.43998544106547804,0.3114478314773154,0.213103671811306,0.26510393117674713,0.24748833162451647,0.3891392441542191,0.012052910700791687,0.5516707518498908,0.3556491008930885,0.10870924351439806,0.010387420642353084,0.32724754410699913,-0.09235158296176475,0.5243856890609314,0.2986771931022968,0.39665305167274445,0.13912816939321837,-0.20236881860910813,0.48664499280214374,-0.02686596695002031,0.11216770523864339,0.4687006227560167,0.28513026498533295,0.3195540651524833,0.4570893173187235,0.6088336361111514,0.5850815904911557,0.5922094559742057,-0.022254022855418852,0.3660172327830602,0.32547348910150187,0.32766909100366076,0.40496877168267,0.506049713921291,0.3435052239611127,0.3917814937464014,-0.19277564396526126,0.2787529953177777,0.2487102111910649,0.24561490542286052,-0.15594479062178548,0.3093861536876828,0.48512752324436864,-0.029631676067425547,0.20115653045277263,0.38157072277003085,0.6552286134112435,0.43380222720426975,0.3833337304997118,-0.08454549874955415,0.0763702124895163,0.24193280633684736,0.11727810024740083,0.39750411729020874,-0.26561477462789895,0.2660157545591718,-0.15558671250691533,0.29808498101725556,0.22282523484417832,0.3504462541482541,0.11980562319678216,0.30514217410320404,-0.02727140129143573,0.24193979742432933,0.08606688133988234,0.26058264773306206,0.2928846248764911,0.2077973391753545,0.2528766406686944,0.4541469450808997,0.11104933315138481,0.30626385328275235,0.4660032352809133,0.4881033584676538,0.25408968692148254,-0.34421926184994256,0.46677148636203014,0.3764159939561879,0.43835294435171795,0.22878476740056775,-0.16169627812378143,-0.059048735485410016,-0.03979782166972282,0.3301384367494831,0.24824746233374445,0.2340443197945714,-0.21524332705161686,-0.2824582366866869,0.1097484847786312,0.16077436238691425,0.13481910462543212,0.3165130936719331,0.6084423017667817
Occipital_Sup_L,0.02801051276053615,0.05284075690658068,0.5778398885760611,-0.12226927344503657,0.24656003642670007,1.0,-0.023062150144934467,-0.2692017651601607,-0.01858647603073315,-0.17867078762570685,0.6391056273090363,-0.2962207010532096,0.20024197671416183,0.07299755980965841,-0.13691147762070363,-0.007923437158505416,0.4748296497763531,0.14656913110014072,0.021032103584762166,0.05711470478828623,0.021568581872329358,-0.08444552173849024,0.017528249500150993,0.18788925790274633,0.2078484005634346,0.04600458408351721,0.05254271023517142,0.015577496550791494,0.11530314025410199,-0.1294908907457802,0.15922155643697877,-0.12040391789797861,-0.06881440788144853,0.07608527891866262,-0.1971724760204272,0.11278545086518572,-0.2993309516304341,-0.2160950092143789,0.23735245281259723,-0.07332085306041995,-0.14898489183588864,-0.1064995424301915,0.14522670503784413,-0.03012805492344077,0.025984666181230565,-0.06706078135052054,0.43311003733648956,0.10759733758131033,0.10194974153011895,0.07005325954222012,0.30420076212127983,0.014197846063369145,0.22882518786939846,-0.18687438180044352,-0.10994366417028158,0.24927349704745144,0.1766354001560647,-0.10835883754081045,-0.10032704603068449,0.10683719847435964,0.19239488946938021,0.09681522726273675,0.15309837259163733,0.11602188546601427,-0.08707207400803561,0.4679420908408875,0.20143139794836143,0.3816931225196518,0.18726071125798627,-0.06997529893084507,0.00113855359334408,-0.2424091843728342,0.41918546177923804,-0.2083721400118866,-0.31276311719242783,0.01851035218032238,0.06394530885578376,0.36810615677837827,0.1160225645820306,0.13818343179194928,0.1970176673033784,0.5237275564554984,0.014668556069526788,0.026441780450467578,-0.053636746269330515,-0.2047870895433032,0.09300074491970611,-0.04847407899613539,0.3654925635027914,0.16536005750716945,-0.011521963525972725,0.016748491618115473,-0.21152044990433364,0.48429412732177124,-0.07653644388059165,-0.0057931032430268955,-0.06700790029607707,-0.2103913237744477,0.13030751611362304,-0.06368370956244589,0.033775461102049896,-0.0009017560809303132,-0.0725325414512062,0.0068488840079167996,0.08770955638156998,-0.24074562481001618,-0.067012379401745,0.25826862794186917,0.000806858733921253,0.024913613631973246
Thal_PuA_R,0.18216380836886,-0.12930173625384087,-0.11796282226946346,-0.06494058514694455,0.23667917341810718,-0.023062150144934467,1.0,-0.14025598669619924,0.27551225368157306,0.020244556940424794,-0.05839877570230011,-0.1406094590056595,0.49428267642257584,0.5620724037078861,0.44552826474507745,0.09845964541427611,0.09499624582156521,0.5756788412859188,0.6558725665480893,-0.014478071852474437,0.47520219297340316,0.0007147578454013742,0.36457973007675093,0.18508979689051555,0.24103544346026148,0.6158626082480271,0.09939903660235166,-0.010677095262377876,0.32574872812491923,-0.3064753268093262,-0.13207136031976388,0.6966128352073203,0.49196987540509135,-0.005349827577442071,-0.17515462082162894,0.5343684612582494,0.26630254175009266,0.14835529637583802,0.22659129264818875,0.357081156614962,0.26655662418946297,0.10525829457309024,0.19269313171952662,0.2801073005982834,0.5439574158619982,0.011568859174353432,0.19793111777992795,0.6480263168658894,0.34254860329183234,0.32638655357504737,-0.12039808164074202,0.628515784306977,0.2556446563985745,-0.10623869413481057,0.22087425807403577,-0.3465477055637408,-0.11731476760958898,-0.34781640662112073,0.17912722149763124,0.14360056757289985,-0.10385446245379736,-0.06202814067478063,0.29355059051278515,0.36136218387112023,0.37322185458423335,-0.009065676648688455,-0.1046868572060989,0.050143898330063844,0.5694365525337474,0.0509709527568154,0.2381388785859368,-0.3091430632788432,-0.31869319618755837,-0.02217405730713948,0.1480619816534445,0.17849897965844064,0.1177945568024858,-0.019063122520910122,0.4992048555992637,0.266672985073642,0.19618442512460538,0.09894997464104421,0.13972405613953048,0.4292491785185096,0.06592064957787488,0.07243203026596483,0.5923977435632769,-0.11251016553968309,0.18616666654863762,-0.20816952176302045,0.23168651815367944,0.49113948469121566,-0.3465879522689182,0.20047295211672056,0.2888218749901676,0.5669041008393112,0.14923912438852271,-0.10493676822546316,0.03208598948454611,-0.3629199945849598,0.15473301273999765,0.30988628112116123,-0.030718034993423134,-0.4486779300384895,-0.0757509932524712,0.5555443793031009,0.07835726492895005,-0.35943417002972894,0.6579676223360994,0.29133938882828686
Parietal_Inf_L,0.6671083643316639,0.537900245925361,-0.06579718847800767,0.8265482374343375,-0.34070600252609057,-0.2692017651601607,-0.14025598669619924,1.0,-0.5155942108877405,0.7802995644999198,-0.3487044829190024,0.8587082678722453,-0.3307727786276637,0.33358250816623325,-0.1872022929584797,0.696624036565589,-0.10813325129094141,-0.3280488115322655,-0.5312269804362967,0.3370026213171525,0.2216275587734173,-0.5029089048046329,0.11285927625501153,0.11223380120669797,0.043087829555214674,-0.6906766559431443,0.3674469849414918,-0.15741261640461857,0.14810753746008706,0.8165460096235632,-0.18074330325579996,-0.2239325769957185,-0.16819879365966817,0.6145399053098765,0.7913735586092087,-0.4392241118535457,-0.25692335747954137,-0.2914270212044741,0.1431064792870401,-0.29319930409457534,-0.4790279434835477,-0.49504081223667545,-0.2501132016580076,-0.2940474835887362,-0.7020825914324157,0.7190054153858837,-0.20400393428445057,-0.046206982131863916,-0.023499632690748284,-0.17153637375696185,-0.09693561170206723,-0.03760773003278517,-0.4209962115381195,0.9214271543269884,0.1445859018823373,0.357053133305523,0.5226157448010432,0.7253246999492174,-0.5790653089438683,0.3478928189970209,0.5504548097373889,0.16067038002850975,0.023138398702722548,-0.41122882450420933,-0.34776969921572426,0.16256973387201262,0.6474289369516283,-0.21443182885194795,0.26544063846130705,0.13050715103568772,0.17183993214358823,0.6910121577367472,-0.08322576644521923,0.8667118715980129,-0.37980941632693427,0.5230362908692696,-0.2730244919408384,0.18191850395624098,0.3546149922349137,0.467633788501364,-0.18305578569337314,-0.05263170269273102,0.2764756225907219,0.09220273634425835,0.3778837889389562,-0.49050752364721717,-0.04129204244189503,0.22967952789359378,0.10044252679862466,-0.09323858335206779,-0.24193005415386218,-0.023210546538098595,0.8707785991917405,-0.12994065543278882,-0.6907958207197561,-0.4284898021752574,0.442568777989901,0.6116797693339983,0.6186105119437276,0.423327649344431,-0.8315268938516304,0.27060375772835416,0.31120884549848116,0.5390920311761571,0.6065081567022818,0.10458760478114838,0.5084467509628477,0.2919906077791248,-0.44761515297255805,-0.727127054244866
VTA_R,-0.2204414829817785,-0.15211395477751785,0.0004027260684866945,-0.37615897087655764,0.5607645956470856,-0.01858647603073315,0.27551225368157306,-0.5155942108877405,1.0,-0.23742107695379702,0.10396170024920778,-0.28241816037382905,0.23023484251914458,0.05867641730757382,0.3340618818904479,-0.19882362302147627,0.2428983329435803,0.5757372710709499,0.5784915452416182,0.13812330972990383,0.31102969460590696,0.4350658736119483,0.37660149511907276,-0.06614618636332562,0.13755766278442075,0.5829949464586655,-0.11673016974480474,0.13044137748274826,0.34676493084404386,-0.31706512855700325,0.3834065079931755,0.5545216734175571,0.6673015286622748,-0.08677965592443647,-0.35823309952048177,0.6035660440410509,0.5817259737236828,0.4664289972245392,0.011014537948904621,0.4095351424145687,0.5493695084245669,0.7592496703311925,0.6061064911239971,0.6972176694251685,0.7179902703896244,-0.1871703170325219,0.14404738214078514,0.27404960065295186,0.32684506161005605,0.5643733592063098,0.31202648540601685,0.4213458707573839,0.3534330913358922,-0.387379519230749,0.45793553559668376,-0.07973706836202689,-0.1604994655209608,-0.3365944923444693,0.502647775221833,0.07782313368877267,-0.4574141509409068,-0.05236929521338149,0.35012728657360137,0.4118798634473552,0.7168532747173147,-0.005861630930487652,-0.3519494561521027,0.007735370264181426,0.18784097810364314,0.4997076237305459,0.457991862471412,-0.3743169062370512,-0.03027932185614283,-0.34325917233429326,0.570427488192412,0.08336698004749017,0.37221840767211306,-0.12538033734888768,0.11758512960058104,-0.13655556443861938,0.10481986847153202,-0.20731455563674203,0.15401752977703653,0.34832852857516866,0.08455844662986611,0.6737693331767703,0.4657322873584057,0.018887011377969706,0.04885115898956823,0.2769380072352895,0.3862872900945282,0.3516912498221653,-0.4869518773199031,0.2164489195914805,0.6058125652420118,0.6365592368837817,0.1331848879742187,-0.2818085058880277,-0.4304680371476018,-0.16504551284496893,0.5891519317364582,0.27481840916145284,0.2278411377465851,-0.39458388688619783,-0.39755796660646486,0.42440081999222307,0.02593690622985346,-0.1906230416109116,0.5301716360608805,0.7841955198326254
Paracentral_Lobule_L,0.7507390944516542,0.5390905746055803,0.0030043206611640857,0.6906408866549244,-0.1649729847541848,-0.17867078762570685,0.020244556940424794,0.7802995644999198,-0.23742107695379702,1.0,-0.22083919543887703,0.8568254010658641,-0.1965786311182213,0.45221408476781677,-0.19791633562677122,0.7027874153979116,0.1918735309461922,0.0734027383427273,-0.3340090598665524,0.3398688056573851,0.4539554564749704,-0.4839740801889833,0.33052054963649846,0.17975330141989374,0.07734576890002881,-0.5089417792762415,0.6423407088065103,-0.19360398054229552,0.4164396313633156,0.6612877927662181,-0.15746979805816683,0.15156945533989186,0.16212065469809314,0.7611510854959996,0.7740757589458565,-0.25483279264046654,-0.15508585570177286,-0.030480025761694896,0.2475942756309621,-0.055373642002866895,-0.3681353043598736,-0.34295410641648005,-0.11308021654051845,0.02386795488538049,-0.4410186552933229,0.8429162690702763,0.019610238138782942,0.23557251368153181,0.3170728388125722,0.029905439423496098,0.014013896682461049,0.3814059190035814,-0.37360948016847895,0.7606260953670884,0.4084976970425152,0.3170259186120694,0.5498639843994099,0.7338989523338677,-0.5233396428593284,0.5291095628160627,0.5155829258534549,0.33532859392908504,0.36142456934241396,-0.1767796716160483,-0.005161068784121213,0.24806119581871167,0.6739615471590634,-0.1673750095267728,0.4667724132498482,0.40699403792948785,0.37189700846227025,0.6075166119261612,-0.03775067363208165,0.788256261872829,-0.31483489090238015,0.71573712026481,-0.06700347375816254,0.34877190747594333,0.49756253874269235,0.6379316862212349,-0.09854750930047874,-0.14822393237627146,0.32545234950159674,0.4230462008665573,0.5406664829566363,-0.38550313306382816,0.16427695355923597,0.33421396230242956,0.19780045888975642,-0.11830829511347148,0.14021552217479474,0.39597492244300503,0.7345840221827851,0.09085117081416763,-0.5118363040928923,-0.07152865365792802,0.623093441966704,0.5541613993563286,0.6967065735956794,0.5618004221670988,-0.6229556888476533,0.5390217830555951,0.2939051189690989,0.46584033754117127,0.5756181308964493,0.34162177986060555,0.6300698855502951,0.2148238434648105,-0.11961276280432633,-0.4680937546406717
