,SN_pr_R,Thal_PuL_L,Postcentral_R,Thal_PuM_R,Parietal_Inf_R,Thal_VA_R,N_Acc_L,OFClat_R,Cerebellum_4_5_R,Caudate_L,Cingulate_Mid_L,Cingulate_Post_R,Cerebellum_9_R,Cerebellum_10_L,Occipital_Inf_L,Cerebellum_3_L,Cerebellum_6_L,Thal_LGN_R,Thal_PuM_L,Thal_AV_R,Thal_MGN_L,SN_pc_R,Thal_PuA_R,N_Acc_R,Fusiform_R,Frontal_Sup_2_L,Parietal_Inf_L,Cuneus_L,Frontal_Inf_Orb_2_R,Putamen_R,OFCpost_L,Putamen_L,Occipital_Mid_L,ACC_pre_R,Thal_VA_L,Cerebellum_8_R,Temporal_Mid_R,Thal_VL_R,Frontal_Sup_Medial_R,Cerebellum_9_L,Frontal_Inf_Oper_R,ACC_sub_R,Pallidum_L,Frontal_Med_Orb_R,Temporal_Inf_R,Occipital_Sup_R,Thal_MDl_R,OFCant_R,Precentral_L,Supp_Motor_Area_L,Postcentral_L,Olfactory_R,SupraMarginal_R,Vermis_8,VTA_L,Rolandic_Oper_R,Temporal_Inf_L,Angular_R,Vermis_6,Thal_IL_R,Temporal_Mid_L,Calcarine_R,Cerebellum_Crus1_R,Cerebellum_7b_L,Temporal_Pole_Sup_L,Frontal_Sup_Medial_L,Olfactory_L,Thal_MGN_R,Cerebellum_3_R,Temporal_Pole_Mid_R,Thal_LGN_L,ParaHippocampal_R,ACC_sup_L,Thal_VL_L,Thal_VPL_R,Raphe_M,Cerebellum_6_R,SN_pc_L,Cerebellum_4_5_L,Temporal_Pole_Mid_L
SN_pr_R,1.0,0.06404594538862703,0.4175525891060254,0.22186325960059958,0.3135738504766733,0.19883444573277476,0.4188847529137558,0.3563908509962621,0.05227071919490112,0.4406569093629334,0.32668627994218064,0.1264619028650721,0.10926253849011425,0.5015665073559542,-0.3367391839520945,0.07046300201611837,-0.03648306917481791,0.22445541247654033,0.41134341600482954,0.3209143640502251,0.06224221609830331,0.40409067972689167,0.47520219297340316,0.25393521261134555,0.433414979022871,0.41225413744357997,0.2216275587734173,0.08465568663714948,0.39557880868778805,0.4903174636588184,0.4268426851388198,0.3755946435590923,-0.19969785344645932,0.5655764287790918,0.05243751528358025,-0.047626719471946355,0.0884512885744365,0.33688607225785633,0.3741029537206791,0.3969667923250872,0.2706252209193578,-0.0977805985855384,0.4823517758935737,-0.05251966098206972,0.06697123596507767,-0.19316826336055765,-0.2590994167142985,0.16715365132558757,0.1994097564623442,0.44524232080941717,0.2374753903496585,0.17612621785438223,0.40370765016123716,0.07753636165082747,0.2254340925110481,0.40690457589709006,0.31105963257093794,0.04449405368433655,0.013986163814744795,-0.017177349864513657,0.2656652286288216,0.1553065244906228,0.06392838299133811,0.17136795807803448,0.4342331026411925,0.41818373188144065,0.2803957478851724,0.04412820762215185,0.17707485500682185,-0.1014766487804959,0.0976456981896814,0.42213194170346385,0.2982635781794181,0.19652392894433826,-0.2221437163043515,0.04594321068304177,0.24265558102095958,0.00878542326185283,0.04994077386450478,0.12044401888163636
Thal_PuL_L,0.06404594538862703,1.0,0.07760308716247814,0.20669038452712668,-0.09631703227139395,0.18666206440566005,-0.0021171251566935267,0.06792975356630308,-0.0008296173480272399,0.128350485115337,0.020241125579112892,0.07006210437269651,0.2151718231251739,0.12331710278950818,0.08049182977883762,-0.020072219533125154,0.11721951344946897,0.25510997316540324,0.3347284252902787,0.22215055988039004,0.17207345872772986,0.05442593390982754,0.19618442512460538,0.1794697600389624,0.03528782626383782,0.15162848875212623,-0.18305578569337314,-0.13444908753376966,0.1588467456287867,-0.017551086160593338,0.03156143841115919,0.07376224717938488,0.011196847728797909,0.2139226602920585,0.16196821397418304,0.2540715432212807,0.05250518622153774,0.13956319767972641,0.09597130208457212,0.21233845837817084,0.10182319501035124,0.1612178483042384,0.09060119089907667,0.1818352304076924,0.13001581345450855,-0.0021959207310707474,-0.05008044439132638,-0.03329712494539167,-0.03693396719241057,-0.09185546653683595,-0.07011095482310699,0.0708709975077049,0.001102139024409758,0.07187262358099593,-0.041207851510886885,0.07644611402348526,-0.004939824064114556,-0.07867374512999603,0.01908817105645808,0.06275876130823069,-0.1012391341280161,-0.11399252276779498,0.11830724837988674,0.11654003444074615,0.010749146452044177,-0.02777767680244942,-0.019454159861718473,0.0795859397167196,0.1197184079976134,0.2050277280324014,-0.046258539211297856,-0.03456437908584154,0.22563589768211112,0.07788908981447007,0.06327927682019649,0.11797128832485132,0.10944248948405887,0.019750386187968667,-0.004990171042045568,0.15423881925753719
Postcentral_R,0.4175525891060254,0.07760308716247814,1.0,-0.13134635030659514,0.8046836481001427,-0.34873775854698086,0.06693242258854477,-0.25378809029950283,0.01303578396141817,0.49567617452672974,0.6310388322442654,0.2295649963746217,0.21646531576047315,0.22132915441816417,0.1400369856073176,0.038693276646320475,0.21527500447859652,0.5961539654569438,0.3106574439838362,0.3370746521929056,0.5112799740745912,0.3102854515408222,-0.018915685167834224,-0.15658045198074205,0.6842504275115282,0.4084168624636204,0.6533006737991714,0.7626823500138421,-0.03919336476373745,0.22693451407916285,0.3632340867249768,0.14685454396540962,0.18149415255111598,0.2926011582406454,-0.3082225744972635,0.06627495039173234,0.1696683530523554,0.6706052671888177,0.4186636870122055,0.47646829870349866,0.45482363523620517,-0.424128753955786,0.39441212069317777,-0.4577298470047052,-0.3354584563333565,-0.268816655690878,0.5685098175070554,-0.2672719167345409,0.6146510417995068,0.586047923969557,0.7139749939431419,0.22085143745619618,0.9175439813842399,-0.365045857740676,0.3050322563338797,0.5006655576819389,0.22229842724598028,0.7386804018340356,0.36851639834329125,0.5144304902967661,0.532787676983597,0.5693188030751607,0.012502113371973635,0.401197598862395,0.17391191208193074,0.5333133398740406,0.4312803670147331,0.5605096627833488,0.6245769204692174,-0.13148960821211134,0.6206379857625381,-0.03951845584636117,0.253501225641725,0.6975398332362214,0.582575128837804,-0.12466484225491747,0.1984263125951621,-0.052489292127328085,-0.01415165737274749,0.24198507932155272
Thal_PuM_R,0.22186325960059958,0.20669038452712668,-0.13134635030659514,1.0,-0.3990088696093601,0.7571273673596367,0.6515996112762794,0.33849918555870373,-0.026664487048182903,0.4533521353411449,0.016762999038545712,0.2627815355696323,0.20101403418112376,0.6928444445281717,-0.15092100234310793,-0.054046524343818333,0.07737597679003753,-0.2631648835910369,0.6107934920341102,0.03167530491791185,0.030281329155072843,0.32984022923135115,0.5892787352118969,0.7671661366049685,0.17092153007306232,0.3762904959330274,-0.49504257318231776,-0.3975525584305779,0.7464186910556335,0.6737411291577451,0.4728835537161818,0.8071686698308482,-0.4067869268509553,0.46592628903532174,0.7116879648841133,0.24858099153321167,0.2954760746377046,0.12684260703564332,0.5725410737722293,0.40340989793412935,0.34736544796231267,0.6133038839059968,0.6543983492957169,0.4071296047111806,0.34207442157948054,0.07844287360473169,-0.33501006379495396,0.4058413988100064,-0.30388177508977976,-0.1364154585153262,-0.3434157793621566,0.4597163012398868,-0.2205995284077878,0.17344259058623,0.010793094055937038,0.3429835828702725,0.09275994034234997,-0.21529628967847184,-0.33135040586590875,-0.416906852737214,-0.11862120355714738,-0.3137124914372576,0.007539930581519512,-0.22279739437775606,0.4032120208042789,0.34052558723313187,0.4541432362282208,-0.256082536999023,-0.12582014352725807,-0.15307228590065317,-0.45070401085258177,0.5534225993449448,0.48328172034031647,0.2386461943849582,-0.32959244621255945,0.5069873323746965,-0.03024642112092925,0.39811374954818246,0.10654741905552191,-0.16071105930409377
Parietal_Inf_R,0.3135738504766733,-0.09631703227139395,0.8046836481001427,-0.3990088696093601,1.0,-0.5809392763020962,-0.09376188814697639,-0.31965648279939224,-0.32430565770657754,0.20864385585413292,0.2852609186967486,-0.12410810781679804,-0.17983806931778,-0.0746792712611475,-0.0984819069499224,-0.2256893298277821,-0.14081738925265536,0.5223807965612739,0.14053336669070016,0.1449928432797285,0.4070698170115929,0.11949112689213844,-0.17515462082162894,-0.38496057844324894,0.45298887219442785,0.011488072691043214,0.7913735586092087,0.8193186191938829,-0.2914497066254272,-0.12268802189059116,0.1917203095477292,-0.1768948801547132,0.18817059308400183,-0.04194646956054515,-0.575594889751646,-0.2920825734627034,-0.08162206762493078,0.48269017685073407,0.11754371479763438,0.11661795929169337,-0.021323718580539327,-0.586200598919839,0.1222761329481162,-0.5039821870592766,-0.6042086157304654,-0.318821959851073,0.5634395938445197,-0.29535739356543134,0.4865278066565736,0.3849041707957618,0.6854016970923359,0.012267652383817398,0.8598900998255022,-0.638897073577671,0.2087554686588936,0.024184751260174938,0.0018123952408091372,0.760181684307174,0.175581519013882,0.5116527337653778,0.3801577534433639,0.4358536847115693,-0.23640131716035023,0.1920736117794526,-0.07509476918641746,0.14784845097584864,0.16468739642828897,0.5669365815279891,0.4323968399902891,-0.2573391321685555,0.6731178985296431,-0.3395857975846919,-0.13024859797832383,0.5414027705617189,0.5579694070511756,-0.3858574060275151,-0.13710187510749844,-0.3249409835909331,-0.3396765818292774,0.06596910337155913
Thal_VA_R,0.19883444573277476,0.18666206440566005,-0.34873775854698086,0.7571273673596367,-0.5809392763020962,1.0,0.6682750829195909,0.3994623800032,0.10867954414918424,0.4324700792185112,-0.13036470359969604,0.1397836527992641,0.18796856799416006,0.6093964274840381,-0.14160955840344855,0.11065812636346896,0.12345218093975774,-0.36939235021865285,0.40085767559384344,0.2324315307707453,0.010517614039667594,0.09817083612004207,0.5439574158619982,0.7661996941025874,-0.031428483082386514,0.35010179524163937,-0.7020825914324157,-0.5973902954163205,0.7788795058915848,0.5589368282603032,0.26596563315482086,0.6904813507880726,-0.46969037473616027,0.5126086834329244,0.9230814715233955,0.22607269270383828,0.1774916305807649,0.06536302518834576,0.38924818842142056,0.2624279543980374,0.2331654687188874,0.8344280659014526,0.47675182204629796,0.7054071164980633,0.4595950957571146,0.09516728281150717,-0.56661395255311,0.5954506545008055,-0.550958994642233,-0.37150420895783837,-0.584136490377966,0.3635326206353805,-0.420832770302049,0.4160983256098316,-0.030057937224682522,0.16517517637984316,0.2571236481572864,-0.4745862551686578,-0.381353290537712,-0.47628112807354694,-0.10588569341529337,-0.37771765454811357,-0.024988433738240466,-0.3437520747040307,0.5221169892682356,0.13706333576931087,0.24607920555872798,-0.5061433405304633,-0.3119285730295844,-0.007806183464209668,-0.6496171359511119,0.6648530677964601,0.47592741710564984,-0.06371818089754089,-0.5045966377397397,0.6426330845350646,0.0026066162034015378,0.5777594281482424,0.23529506583268572,-0.05519141502220003
N_Acc_L,0.4188847529137558,-0.0021171251566935267,0.06693242258854477,0.6515996112762794,-0.09376188814697639,0.6682750829195909,1.0,0.10549841109795105,0.008637061995723708,0.7096294944745147,0.12004910406252185,0.24747137489654866,0.14767815691613953,0.6701884465603347,-0.09508378806364372,0.06923211066740609,0.1746257029501493,-0.23937790180167096,0.4374977308296812,0.23364009578833306,0.1755555633107052,0.2921957999085521,0.37322185458423335,0.53254286074155,0.28877552824789565,0.48636267435488256,-0.34776969921572426,-0.08644232660848508,0.7204437026051486,0.7379233718909638,0.49952133633167517,0.6706615745962464,-0.35664878632772345,0.46388285801305146,0.7170592880754687,0.08264914909079991,0.13394063408267573,0.3005102676646514,0.537914613862272,0.4399413023847345,0.28270665710198206,0.5399941622676177,0.6154342583081689,0.46210390731979295,0.08883378901465461,-0.03700438067419098,-0.201403895000333,0.5686310667533758,-0.3505742698952721,-0.1806011445623988,-0.2635596934968549,0.38476697027183715,0.01509361087232621,0.09709661957309683,0.01617880737807516,0.316771448424756,0.49968376595790026,0.0038366784772809123,-0.2675986762745863,-0.25296592062046785,0.3462788019942418,-0.10006750289721086,-0.14522372650379767,-0.2588356648936655,0.7274633929682264,0.43244454889511014,0.5680997983536535,-0.2247654926429189,-0.12163493045697787,-0.2733278143284915,-0.31654740612303706,0.593116553792583,0.5796588697543834,0.2621687762813519,-0.18617056160608197,0.4439505541390896,-0.06367702317049272,0.44423360038769966,0.15284379853359226,0.044612299837416526
OFClat_R,0.3563908509962621,0.06792975356630308,-0.25378809029950283,0.33849918555870373,-0.31965648279939224,0.3994623800032,0.10549841109795105,1.0,0.10639946005448116,-0.07769519593514862,-0.05876554045999519,0.011377425216171851,-0.14181984495115316,0.30413135775805816,-0.5624056166064945,0.10507408767473812,-0.20023709617412894,-0.28964512606575626,0.10252202429724737,-0.15730867815220426,-0.37209849761448854,0.14883449822728292,0.44552826474507745,0.3984030200775633,-0.012729700467387845,0.1458262760069961,-0.1872022929584797,-0.5214903907689645,0.33233893956410787,0.30516621020142864,0.09492788600860491,0.26486301884685826,-0.24776161301342903,0.3935216508235874,0.24674239302847514,-0.1881430700249203,0.031129676454046396,-0.29535948499867976,0.08313625781832562,-0.06156264876507395,0.09489566924823267,0.3128876090383888,0.08642513924312567,0.244457991413146,0.30894659526269086,0.16388126685732343,-0.6510763995613466,0.43847230429811757,-0.030295787704614843,0.08188561326724496,-0.15003911108577925,-0.017268766461529743,-0.2696273820778371,0.33186866646067903,-0.2055478782563079,0.1476923236455885,-0.0952218875424741,-0.4330741306179987,-0.18177035975087152,-0.5869858039007698,-0.34888519505243054,-0.28498688677568856,0.06782523868646957,-0.27496328094611344,0.11522899137418259,0.015164780904513089,-0.11887475248373401,-0.299747498956832,-0.2786732159296107,-0.08282997029083394,-0.4029992043539749,0.40221167997794754,0.18444841041588447,-0.19437701089329157,-0.6419187294226056,-0.061393378747763565,0.04888470218910099,-0.0746770898609319,0.13594910897922102,-0.21925190511129888
Cerebellum_4_5_R,0.05227071919490112,-0.0008296173480272399,0.01303578396141817,-0.026664487048182903,-0.32430565770657754,0.10867954414918424,0.008637061995723708,0.10639946005448116,1.0,0.14097376862865668,0.48532537904134165,0.6099181965497047,0.5400897226087523,0.026216235684157325,0.3418139013905675,0.8974385907813528,0.7610379433115396,-0.0517253083012313,-0.22663639128743762,0.19606231795458356,-0.045099039298989285,0.12298274612519798,-0.11234034901540212,-0.12625866125128882,0.2920733997667876,0.3864081535384174,-0.0969339573776993,-0.06374333859161128,-0.030416644373026967,0.26467345726511754,-0.15467319177184816,-0.008374389685822712,0.03254643613381193,0.1965876571939116,0.2229723644139387,0.4276634714079219,0.14887109280849647,0.06257950060309493,-0.1520241293530788,0.2707977078001604,0.4026425763418792,0.07312817136171303,-0.10981530750664588,0.05795794283887305,0.328130761677692,0.1410064118974422,-0.012376548637165818,0.16896115883400292,0.17307326759148245,0.2515717581715968,0.021720197247530316,-0.15006919525726933,-0.11648959323400486,0.7126878264692885,0.08529430818578553,0.44596054643249494,0.5446018731314342,-0.1827348803660798,0.684898980774337,-0.0107683372142812,0.4441042084935707,0.45968805511279454,0.479765332451476,0.24819662642779936,0.3912159213615337,0.32430104707382434,0.10701334972823875,-0.1961839828594031,0.28595843603260834,0.1883269945984879,-0.08229385925606401,0.5668159672949269,0.2850343798268221,-0.15247985609061174,-0.011938879133514834,0.22586125902130794,0.6916427315852133,0.4570010441235015,0.9403029022681249,0.4179629587959408
Caudate_L,0.4406569093629334,0.128350485115337,0.49567617452672974,0.4533521353411449,0.20864385585413292,0.4324700792185112,0.7096294944745147,-0.07769519593514862,0.14097376862865668,1.0,0.49026759444645307,0.38038824080387384,0.41375709464791344,0.6262538502123913,0.15601633435503773,0.15079399129422197,0.34089666469666974,0.24781156515485664,0.5102808904630494,0.5558159581363376,0.5753794079646323,0.2731282702114807,0.34279655972695516,0.34994360077666836,0.534068372390202,0.7367847860802904,0.0322684462961351,0.23094944686951335,0.5636450323661077,0.6769422163016917,0.5438336629062571,0.5911967668035732,-0.194894124160671,0.6660000711795703,0.48506175772072707,0.2594916862562457,0.3128077143502188,0.77236245943073,0.624948607348746,0.6573427310522636,0.4881632351781857,0.2925768917556665,0.6624673987139593,0.24108299703920452,0.051179682387610566,-0.19496934089414458,0.1343666758262399,0.31290291924188945,0.06482675155354595,0.15770794728419257,0.19290708412339844,0.5362108664523377,0.419273905761145,0.04987108089593626,0.21787580846346405,0.5654052765890802,0.5706911399892097,0.2710618040829195,0.0417698856293218,0.21342817427813535,0.6113414940538978,0.28040565353244795,0.015336434898833413,0.09897676124344262,0.6727030512573919,0.6930848869103042,0.6512931350187556,0.11766019091868861,0.3339705399066869,-0.04475896681148077,0.17461803708464635,0.46044975848009617,0.718444467442453,0.641612296076297,0.2775119028849744,0.43946549272251817,0.1892666563513016,0.4664419778423612,0.22172840607061706,0.26678253242215144
