,Angular_R,OFCmed_L,Temporal_Sup_L,VTA_R,Thal_MDl_L,Thal_VA_R,SN_pc_R,Thal_MDm_R,ACC_sup_L,Cerebellum_4_5_R,Cerebellum_Crus2_L,Thal_LGN_R,Precentral_L,Thal_LP_L,Thal_PuL_R,Cerebellum_Crus1_L,Temporal_Inf_R,Occipital_Inf_R,OFClat_R,Cerebellum_4_5_L,Cerebellum_6_R,Thal_VL_R,Raphe_D,Thal_MGN_L,Cingulate_Mid_R,Cerebellum_7b_R,Frontal_Sup_2_R,Precentral_R,Parietal_Inf_R,Cerebellum_8_L,Temporal_Pole_Mid_R,Vermis_3,Amygdala_L,Frontal_Inf_Oper_L,Fusiform_L,Vermis_8,Supp_Motor_Area_L,Occipital_Mid_L,Thal_LP_R,Thal_PuL_L,Red_N_L,Thal_PuI_R,Caudate_R,Vermis_9,Frontal_Mid_2_L,Amygdala_R,Cerebellum_3_L,Occipital_Sup_R,Vermis_1_2,Frontal_Inf_Tri_R
Cerebellum_Crus2_L,-0.2139372511211532,-0.34242689946745647,0.2444933243611845,0.10396170024920778,0.14209468657250618,0.09726181188125478,-0.07464249420842742,0.11599256698247642,0.12452272163304536,0.518191350053335,1.0,0.17813821067190755,-0.1703822028157967,0.21288213404429973,0.09568784171318873,0.8414857557957048,0.4389710646740144,-0.09760974275522899,-0.27903294898269687,0.4499096906298433,0.6008012873941935,0.14304522563368932,-0.06815486395918732,0.11965958217524132,0.21631082666060072,0.31470499495832416,0.007624062561723366,0.042166260979848755,-0.36217525476341533,0.7219759531087127,0.4723078529619455,0.29609365427400475,0.1074905614781681,0.12861642785078137,0.39011696259924084,0.5656323076048019,0.057184752804491965,0.18508981060612562,0.0035719132278056844,0.11890942090675921,0.1212187099894668,0.002801988288079244,0.08191074839395178,0.5706962479774406,0.062339065539953734,0.05993745431105703,0.4219903406256992,0.09955111469525219,0.369681715735338,0.2383044753204679
Thal_LGN_R,0.4076937031450712,-0.4754341586708429,0.21359079197493816,-0.32165737765898644,0.5613862978217486,-0.36939235021865285,0.05401586902502048,0.7403065156555363,0.08819102955867661,-0.0517253083012313,0.17813821067190755,1.0,0.44820219229876995,-0.5992545290585849,-0.4112727049471989,0.3494406573411607,0.008930276430353554,0.46479471491742347,-0.28964512606575626,-0.146638835107361,0.3503671140159637,0.6253035603444358,-0.3843520707579439,0.6285015488510068,0.16491313804657284,0.6143682198481081,0.4709524652856815,0.5057319612037685,0.5223807965612739,0.39110518096426417,0.4218198603205276,0.30443839703340847,0.4872306772185025,0.06901644291742923,0.3454770330450056,-0.20040996290391824,0.44568859517073156,0.34191101015137765,-0.21378490519622723,0.25510997316540324,0.3829810344140809,-0.27191976698409115,0.0016108724114655588,0.5717479415006934,0.3616513293923151,-0.14067426672470296,-0.1312477414404905,-0.25284134568135175,0.07824140579607218,0.00013878657919950233
Precentral_L,0.48635358091410463,-0.38690903378186525,0.5192626644728634,-0.37615897087655764,0.3129660773494181,-0.550958994642233,0.26349284057679634,0.35704577051093345,0.03674665459736094,0.17307326759148245,-0.1703822028157967,0.44820219229876995,1.0,-0.6266303593964123,-0.5443665362053506,0.02686111884279113,-0.14163656105500486,0.434687939309223,-0.030295787704614843,0.07931451140861684,0.28590012862055436,0.29386161155057966,-0.046438046956454176,0.15915530186478577,0.44643774370943057,0.5072694540574998,0.669091950467581,0.6926867258316628,0.4865278066565736,0.03156519202852348,0.0421942231823517,0.5184380598241529,0.2510038765886798,0.5642213515489454,0.26431017538655416,-0.1943585767324348,0.8056841423762048,0.26680239592306787,-0.10349060331125064,-0.03693396719241057,0.42421680528270356,-0.42253589882354253,-0.327155259541192,0.2568619773268977,0.8091910293288264,-0.06329343258404241,0.14475013592269784,-0.021541525821856148,-0.20642185738685395,-0.04063569275280741
Thal_LP_L,-0.468996790046235,0.5440523231692415,-0.06763068317802276,0.5891519317364582,-0.27814647211088767,0.7632142603617751,-0.00819770440432602,-0.4588406390411342,0.34313347865921795,0.2227285787490465,0.21288213404429973,-0.5992545290585849,-0.6266303593964123,1.0,0.6913605363517,-0.004396731044905759,0.407465308077712,-0.4784560590138563,0.234726276160815,0.33360919123149246,-0.03754774055884139,-0.26455542033815754,0.5204045658217628,-0.22436581682101178,0.15383683652688807,-0.4253591927710514,-0.33388881806056314,-0.5181577767734915,-0.7786114318478257,0.0643022141021022,-0.03726387229025777,-0.12234460649964436,-0.256408760627521,-0.02716200034922963,-0.11558676034112941,0.4586855784628428,-0.5297978308553717,-0.3557712782179024,0.5000511680299887,0.07083511046659617,-0.24003871043393246,0.5285530497228353,0.554795706689112,-0.18089924937266297,-0.3739808685941083,0.3516118251410931,0.19739675639720677,0.21617430874980942,0.3301384367494831,0.47278867537343977
Thal_PuL_R,-0.6047530100477342,0.5862056902880376,-0.12110666586998628,0.5829949464586655,-0.3553488175616452,0.8247208765081195,0.0091845560615392,-0.20680076139010894,0.36386782156244035,0.08056756932141065,0.09568784171318873,-0.4112727049471989,-0.5443665362053506,0.6913605363517,1.0,-0.06068447089130452,0.5244673655458849,-0.6738241597474014,0.46712974285348746,0.1392607892524638,0.07342131604568615,-0.16775917040293178,0.3482621353165766,-0.13722524912145398,0.15382407842227236,-0.5250029590934209,-0.20409573523670502,-0.4166714602743649,-0.6483679912156598,0.05540534271592513,0.010149239646344805,-0.25701414625916585,0.14446412938901518,-0.09668330944882352,-0.13550000119266195,0.4954827454338701,-0.33254634304228997,-0.43482484017297524,0.4039238488949491,0.2349956174391508,-0.21506430390946535,0.7813445398878014,0.6040592715203559,-0.1958753602524964,-0.21731990554331093,0.3208465509523813,0.03506694471700615,0.10382068851129375,0.3556491008930885,0.5388340501908592
Cerebellum_Crus1_L,0.1352250032885259,-0.4043652123866775,0.48849267262640317,0.05874567935844052,0.1729787602775731,-0.07568065648003114,0.06514110596544564,0.33793896010289537,0.17438548925972078,0.5679039706212845,0.8414857557957048,0.3494406573411607,0.02686111884279113,-0.004396731044905759,-0.06068447089130452,1.0,0.32673432177123246,0.10703952060563154,-0.3615233205281941,0.4946106417486394,0.7667771925303166,0.3245160191960879,-0.1070937059778915,0.24911548950754486,0.4104524500754645,0.4680451093495427,0.31085378810911624,0.3403231319751169,-0.03875614693610892,0.813459751206245,0.45083577170618244,0.5276041969127294,0.3394081096787413,0.2947113162092513,0.6801444625837704,0.47496207209841546,0.2514888807029179,0.23741864979997038,-0.09395218746254715,0.12209887904065304,0.3345417438104677,-0.16571527351270293,0.06788803413755717,0.7456839488601265,0.20795287907913002,0.12189529269762844,0.455616420204286,-0.01807917622922452,0.3383108147891742,0.2108026563503736
Temporal_Inf_R,-0.37258575175680936,0.2595760644312239,0.23343327512623366,0.23023484251914458,-0.07970019989422857,0.4595950957571146,0.05751752568684457,0.15444985582570117,0.23600768504244404,0.328130761677692,0.4389710646740144,0.008930276430353554,-0.14163656105500486,0.407465308077712,0.5244673655458849,0.32673432177123246,1.0,-0.541018861424318,0.30894659526269086,0.2635527196597951,0.6364035818626385,-0.04934038923896248,0.2595648250666824,-0.06580665465250382,0.5060654842751711,-0.08269677227286588,0.040258176269388324,-0.25932980063434347,-0.6042086157304654,0.3036923565245095,0.5214078512878592,0.1890561158686706,0.3490575643366535,0.060847036571033214,0.06335215669962062,0.7299051178106912,0.16841308521873183,-0.09858895525402098,0.2504892580518711,0.13001581345450855,0.14496869571970944,0.408172267984993,0.48089638167485216,0.27039173611609235,0.19013545004735274,0.2466368715598104,0.1227436271316869,0.21895441039806623,0.22559857164108013,0.5236765887171753
Occipital_Inf_R,0.734409724286648,-0.4197277459617723,0.13612481620785188,-0.39458388688619783,0.47952665598411925,-0.5554124221034216,0.145246406188694,0.3095434004945291,-0.08686672494797418,-0.12932404989274768,-0.09760974275522899,0.46479471491742347,0.434687939309223,-0.4784560590138563,-0.6738241597474014,0.10703952060563154,-0.541018861424318,1.0,-0.5357352075668779,-0.09880940977201716,-0.14003782115080166,0.3509735153579365,-0.06660325388179457,0.37664741442759375,-0.06406206921004318,0.7574974045698938,0.24810646373672382,0.42081945113210695,0.6182266546982271,0.184376506290762,0.10660166681548695,0.4064102990403618,-0.10107215179704095,0.08858906622296271,0.2561538957830953,-0.6627565273250137,0.1295618768599428,0.3153766752181135,-0.0791984164836656,0.03575744652926238,0.37787396173385535,-0.6106606953885872,-0.20826881509858247,0.4249672355475595,0.10435139857858447,-0.08227326942008727,-0.04527380962600603,-0.20558042352383019,-0.21524332705161686,-0.27543309240780683
OFClat_R,-0.4330741306179987,0.5560567930369054,0.031201069102947093,0.3340618818904479,-0.4236949051007826,0.3994623800032,0.14883449822728292,-0.24383795021074164,0.18444841041588447,0.10639946005448116,-0.27903294898269687,-0.28964512606575626,-0.030295787704614843,0.234726276160815,0.46712974285348746,-0.3615233205281941,0.30894659526269086,-0.5357352075668779,1.0,0.13594910897922102,0.04888470218910099,-0.29535948499867976,0.24256272041989965,-0.37209849761448854,0.18827535349557448,-0.4511740498307042,-0.03117925872268565,-0.14771349812741932,-0.31965648279939224,-0.3008649335582545,-0.08282997029083394,-0.19461473071551455,0.17344714969701402,0.04119023854259943,-0.16342243994241348,0.33186866646067903,0.08188561326724496,-0.24776161301342903,0.17317781743384988,0.06792975356630308,-0.2528650501957303,0.5523091676185988,0.18217298823760922,-0.44396207662666687,0.1446953346145585,0.1904470842758518,0.10507408767473812,0.16388126685732343,0.031568489327030325,0.35012265026890443
Cerebellum_4_5_L,-0.14785626450452308,0.15250563653096003,0.6401094270851301,0.3834065079931755,-0.09165895249170017,0.23529506583268572,0.20148832728335803,-0.23710736278058236,0.3269112287823683,0.9403029022681249,0.4499096906298433,-0.146638835107361,0.07931451140861684,0.33360919123149246,0.1392607892524638,0.4946106417486394,0.2635527196597951,-0.09880940977201716,0.13594910897922102,1.0,0.5764698404846372,0.11619060263429168,0.29607733786241525,-0.038952895171469666,0.5678546288898336,0.09174681679095699,0.24242783275297625,0.2158946565090802,-0.3396765818292774,0.31400985506292955,0.09102008773078257,0.6273554248925699,0.007582383666915972,0.5940446377953695,0.650907566991625,0.6343299189751439,0.1228042525202792,-0.08353436997718235,0.12756699991764242,-0.004990171042045568,0.10198999176017334,0.01781785005767435,0.02049041026733021,0.17837521543755966,0.24793811829712528,0.274262240862792,0.9266858827741131,0.1640435232033086,0.5243856890609314,0.274042694912865
Cerebellum_6_R,0.02535525780684282,-0.1719952007276793,0.6558686173807198,0.04885115898956823,0.07560357364028829,0.0026066162034015378,0.16527254157578666,0.3671454376702994,0.2238991922680229,0.6916427315852133,0.6008012873941935,0.3503671140159637,0.28590012862055436,-0.03754774055884139,0.07342131604568615,0.7667771925303166,0.6364035818626385,-0.14003782115080166,0.04888470218910099,0.5764698404846372,1.0,0.2684932669159091,0.035233078617677153,0.15664475383001128,0.7210955645731331,0.3454755539584907,0.4875608897818758,0.37649629785933225,-0.13710187510749844,0.5965392074744347,0.4776615704520546,0.6435162534636911,0.5283957060756733,0.4389582567216539,0.6155329665248765,0.6930320779231341,0.561791471534567,0.13333341021382802,-0.023948240139038485,0.10944248948405887,0.42041726294344095,-0.0015474263301571618,0.11190789924608674,0.6080597801965968,0.530255710942017,0.19243720296992783,0.48712359169520025,0.08427312725350439,0.30626385328275235,0.36916876037694824
Thal_VL_R,0.47592191479207374,-0.06601251712704698,0.3723063612937209,0.07782313368877267,0.7960313111945336,0.06536302518834576,0.167982311385745,0.6451907810809369,0.38386901638609017,0.06257950060309493,0.14304522563368932,0.6253035603444358,0.29386161155057966,-0.26455542033815754,-0.16775917040293178,0.3245160191960879,-0.04934038923896248,0.3509735153579365,-0.29535948499867976,0.11619060263429168,0.2684932669159091,1.0,-0.10730512004645291,0.7978190275068212,0.3148534911233259,0.4022102342430953,0.6220958397043238,0.54960959765329,0.48269017685073407,0.45818035279704483,0.10158917502468336,0.35929697546511996,0.47168904394681854,0.32569750571982076,0.5700744594801368,-0.13520192213770776,0.3243685403839214,0.021568622685666682,0.11308257543665816,0.13956319767972641,0.4961377321593767,-0.07416484122886743,0.3326483937997861,0.4667693266357241,0.365316834964958,0.3092185364808044,0.10878109919621397,-0.2195509947318005,0.48512752324436864,0.29245447712187134
Raphe_D,0.07154548540537195,0.44518149123128054,0.13545385636187282,0.4664289972245392,0.021294876972822157,0.45217675337732854,0.5507608323913004,-0.07137430562981496,0.2744674883727653,0.1603809744061535,-0.06815486395918732,-0.3843520707579439,-0.046438046956454176,0.5204045658217628,0.3482621353165766,-0.1070937059778915,0.2595648250666824,-0.06660325388179457,0.24256272041989965,0.29607733786241525,0.035233078617677153,-0.10730512004645291,1.0,-0.16606215510057634,0.36389886816966505,-0.05829140063813618,0.06902942237317482,-0.08661740268535699,-0.3619045383311564,0.17462481109612282,-0.21438491634844337,0.3116960819741157,-0.08836388045143406,0.14155070485554844,-0.037661354059049884,0.1530265715633527,0.003943298620734045,-0.23816102531836286,0.62303654905001,0.04058394887312774,0.32176290849009176,0.34103658638799444,0.4634617181481814,0.0980422491242383,0.09654402919953452,0.6080733616621342,0.131160940357507,0.2394360767836799,0.11216770523864339,0.5046107185982615
Thal_MGN_L,0.38740014395653094,-0.2312194663552858,0.1222425429011488,-0.06356854032445174,0.699870740205806,0.010517614039667594,-0.08744015119462552,0.5581188198897903,0.21725977727280982,-0.045099039298989285,0.11965958217524132,0.6285015488510068,0.15915530186478577,-0.22436581682101178,-0.13722524912145398,0.24911548950754486,-0.06580665465250382,0.37664741442759375,-0.37209849761448854,-0.038952895171469666,0.15664475383001128,0.7978190275068212,-0.16606215510057634,1.0,0.15593592139408535,0.39249214155424866,0.3757743981076805,0.3589879712885718,0.4070698170115929,0.344502008945779,0.15224739957243646,0.2670702928587833,0.3594003250115192,0.08111031632456789,0.3936333867687468,-0.20209084400629346,0.09579796396106949,0.14368529621659515,0.15197117355274128,0.17207345872772986,0.2800953599468755,-0.0681863446928684,0.289843172845368,0.4465498763478839,0.12524767165967648,0.005005601321033937,-0.05718273548882674,-0.1472216473421162,0.37259799343601696,0.1434849106916579
Cingulate_Mid_R,0.17758651449315727,0.09760684117277657,0.7920204455251378,0.21615307634774666,0.12581371809408806,0.18082894259386148,0.33511552618602236,0.27808560556696654,0.5348979907802928,0.6126454826994173,0.21631082666060072,0.16491313804657284,0.44643774370943057,0.15383683652688807,0.15382407842227236,0.4104524500754645,0.5060654842751711,-0.06406206921004318,0.18827535349557448,0.5678546288898336,0.7210955645731331,0.3148534911233259,0.36389886816966505,0.15593592139408535,1.0,0.23847077164237085,0.6910849792942259,0.4636233757581857,-0.1415890564261264,0.4007364860824806,0.24239548228859725,0.6923080818776507,0.43537307045347207,0.6792755314308873,0.5123716485466546,0.4947656990587422,0.562886773298368,0.016447373312739405,0.29984276220332823,0.1472859861376118,0.4398948930122595,0.0833291999338661,0.3473188969431645,0.4164603411376284,0.6397200165808464,0.3639903132470717,0.4250479075062929,0.10800135791874145,0.291269609415139,0.6131774892276107
Cerebellum_7b_R,0.5495016293803157,-0.5011345524544103,0.3188362500071384,-0.3884815243317353,0.47893824403067425,-0.4595319129512267,0.18170571414081196,0.4582987769409917,-0.027769448923366986,0.13698435199173697,0.31470499495832416,0.6143682198481081,0.5072694540574998,-0.4253591927710514,-0.5250029590934209,0.4680451093495427,-0.08269677227286588,0.7574974045698938,-0.4511740498307042,0.09174681679095699,0.3454755539584907,0.4022102342430953,-0.05829140063813618,0.39249214155424866,0.23847077164237085,1.0,0.39200015121654724,0.4412197688671412,0.3524274628169115,0.5291743425405863,0.47530686714850573,0.6149211564588347,0.1405807975761538,0.18057936101423544,0.3649411831375253,-0.25837729087402367,0.36753976809755357,0.3721696192207234,-0.034292102103485995,0.17010843569671538,0.572017173546644,-0.4909276531228812,-0.08703389440533923,0.7698029779325721,0.33833581521472234,-0.04593669371167677,0.0916404546687249,-0.16034550270633352,-0.046087086934321245,-0.037733833735390424
Frontal_Sup_2_R,0.5128925134551411,-0.14583164483942096,0.6678926859184218,0.08336698004749017,0.41190807632388404,-0.1131615916300925,0.4416221527157936,0.5676985898514747,0.49989338129522504,0.296118141515296,0.007624062561723366,0.4709524652856815,0.669091950467581,-0.33388881806056314,-0.20409573523670502,0.31085378810911624,0.040258176269388324,0.24810646373672382,-0.03117925872268565,0.24242783275297625,0.4875608897818758,0.6220958397043238,0.06902942237317482,0.3757743981076805,0.6910849792942259,0.39200015121654724,1.0,0.8275794814240137,0.45551423907826527,0.4129935876425528,0.032728407043887464,0.5732396317239679,0.637556140802127,0.6765665470515989,0.5735625980311633,0.05814394898101333,0.7674549343433034,0.11733076556624297,0.12198893482382349,0.09894501995879947,0.5823163613016915,-0.1253716458309305,0.17958025733669905,0.433844036175653,0.8031659214086205,0.3305432672188517,0.21821962665035644,-0.12478389161693206,0.22282523484417832,0.40962411158730794
