,ACC_pre_L,Frontal_Mid_2_R,OFCpost_L,Vermis_6,Cingulate_Mid_L,Temporal_Mid_L,Insula_R,Vermis_7,ACC_pre_R,Thal_MDm_L,Paracentral_Lobule_R,Raphe_D,Olfactory_L,Thal_PuM_R,Occipital_Inf_R,Olfactory_R,Supp_Motor_Area_L,Temporal_Sup_R,Thal_VA_L,Cerebellum_Crus1_L,Thal_IL_R,Heschl_R,Amygdala_L,Frontal_Inf_Oper_L,Thal_PuL_L,Angular_L,Thal_IL_L,Frontal_Med_Orb_R,Red_N_L,N_Acc_L,Parietal_Sup_L,Cerebellum_3_R,Angular_R,Thal_LGN_R,Supp_Motor_Area_R,Occipital_Mid_L,Temporal_Inf_L,Thal_AV_L,Vermis_4_5,Rectus_R,OFClat_L,Rolandic_Oper_L,Cerebellum_9_R,N_Acc_R,Thal_AV_R,Frontal_Inf_Oper_R,Thal_MDl_L,Cerebellum_9_L,Thal_VL_R,Hippocampus_R,Vermis_1_2,SupraMarginal_L,Cerebellum_7b_L,Insula_L,Precuneus_L,Parietal_Inf_R,ParaHippocampal_R,Vermis_9,Thal_VA_R,Thal_PuA_R,Cerebellum_Crus1_R,OFClat_R,Thal_PuI_L,Cingulate_Post_L,Cerebellum_8_R,Cerebellum_4_5_L,Temporal_Pole_Sup_R,ACC_sup_R,Putamen_L,Heschl_L,Cuneus_L,Cingulate_Mid_R,ACC_sub_L,Cerebellum_6_R,OFCant_L,Temporal_Inf_R,Precentral_R,ParaHippocampal_L,Vermis_8,Parietal_Sup_R,Frontal_Sup_2_R,SN_pc_R,Cerebellum_Crus2_R,Frontal_Inf_Tri_L,Rolandic_Oper_R,ACC_sub_R,Calcarine_R,SupraMarginal_R,Thal_Re_L,Occipital_Sup_L
Paracentral_Lobule_R,-0.26633660556633343,0.36814873628791056,0.14504277839239144,0.23330988684820017,0.4107943634699111,0.3976273891752855,-0.1944275602827257,0.09447539777004668,0.1384553229172213,0.6327538084308524,1.0,-0.39664212692441286,0.21073685138202006,-0.40322566288426137,0.42143318040081024,0.01110751389171003,0.5818439610319283,0.10601709980310865,-0.5691327222388497,-0.02248649212214888,0.5377373678906985,-0.34344979815641924,0.41390283870587147,0.1985694585342444,-0.10262677807605901,0.7914288352521954,0.2672926598613251,-0.5267443258248838,0.30554634627880445,-0.13546652463833234,0.6969475112779908,0.40136715513485044,0.6224958046184698,0.5714326811336219,0.6514956078485342,0.20641038356826713,0.00874192198347418,0.5566876106709208,-0.12991413606264618,0.2816176854761695,-0.43613713135444443,-0.1155559545631658,-0.1197443673178953,-0.3334732185098605,0.24311799381736493,0.06478489772601473,0.40508217764164156,0.13861812262555867,0.4857280740983977,-0.24548764349392777,-0.15558671250691533,0.6491038861502627,0.263952484977315,0.18879230084580834,0.8432270849531233,0.9044010494282911,-0.2743447816161586,0.12090780796411756,-0.5252346523654189,-0.02217405730713948,-0.04623728369059198,-0.15761516641906076,0.10696965808321628,0.1826744894205838,-0.23700650705595575,-0.25630027797999544,-0.46401492575322134,0.48694674704743385,-0.16640959260320526,-0.04299199282884058,0.7139578203047661,0.04878388382206224,-0.39507064753800564,0.04361836383686434,-0.41872811003268073,-0.3965370866738852,0.6802803335286886,-0.05508373739242084,-0.4208545352225136,0.6088148503094213,0.5819849230521046,0.11492820294773592,-0.42631335603741427,0.20165212173008587,0.13795698231454462,-0.6097011689361488,0.5146955239445791,0.8322525124968041,0.3265494032817487,-0.2083721400118866
Raphe_D,0.27741471350358804,0.2468772023845238,0.12559866852921006,0.059090605523252404,0.19451081003732087,-0.0853778743744464,0.5030851050016105,0.005930596454099781,0.12048905814839286,-0.29617197398622186,-0.39664212692441286,1.0,0.4855764760276973,0.64512216621993,-0.06660325388179457,0.23289868188292984,0.003943298620734045,0.4165432048345769,0.522522558540335,-0.1070937059778915,-0.4136573038116457,0.4781507593899718,-0.08836388045143406,0.14155070485554844,0.04058394887312774,-0.2779895010728191,-0.26009437649408085,0.32074410628211164,0.32176290849009176,0.374639006143227,-0.30488708790784147,0.0024007131059826307,0.07154548540537195,-0.3843520707579439,-0.05584461915066359,-0.23816102531836286,-0.041379227460226056,-0.24972650005602748,0.36360588186130494,0.21168578238956845,0.5174836081223995,0.11751648424707185,0.12348115496886834,0.5024989384310955,-0.31057565446197616,0.32014917695767997,0.021294876972822157,0.27717158425637783,-0.10730512004645291,0.3697765479978222,0.11216770523864339,-0.1610304914167642,-0.2464372497937566,0.266545563848404,-0.12564828175849013,-0.3619045383311564,0.436329655890766,0.0980422491242383,0.45217675337732854,0.14835529637583802,0.25231175296370284,0.24256272041989965,0.24441499758514668,0.19372608132198033,0.30952953717073256,0.29607733786241525,0.36432441337374427,-0.07258135999107679,0.4755889206096993,-0.24094845337942955,-0.19083772015916686,0.36389886816966505,0.46676695452626615,0.035233078617677153,0.4082742983984621,0.2595648250666824,-0.08661740268535699,0.2506785610003554,0.1530265715633527,-0.1974048281578481,0.06902942237317482,0.5507608323913004,0.32043621466870365,0.27403825610488425,0.30756220021376274,0.5057683511068303,-0.18333393051004043,-0.22237259236532747,-0.07089290616260384,-0.2160950092143789
Olfactory_L,0.22859381417409946,0.6888097228201442,0.4644413033120143,0.11908175948812075,0.5293126498254347,0.4722870281813507,0.697978044566994,0.08252995471942345,0.47533496732583935,0.26553567094973474,0.21073685138202006,0.4855764760276973,1.0,0.4541432362282208,0.1408003883083667,0.497244103438805,0.33715108957507167,0.6247239623316448,0.3435422784221707,0.1731602481279847,0.18389519671931692,0.44419468641780263,0.4075795382572312,0.4623985056464345,-0.019454159861718473,0.16185389833591876,0.3187105259454938,0.022298281893469815,0.46969124743897217,0.5680997983536535,0.042877888717874776,0.31959299071443104,0.4175794310257056,0.16051644323885744,0.3317239796185695,-0.03841000606903438,0.31855992871964856,0.2974220365254431,0.3006624419657264,0.4664407226682961,0.20394246738505575,0.40058290833913773,0.36353402550182007,0.3534291085061721,0.20745854904152253,0.5656525143973204,0.46678400152645766,0.6483462241257725,0.506555211013458,0.47339498974761723,0.2787529953177777,0.3027714421131234,0.07628776464244391,0.6352369164853223,0.3577226888043668,0.16468739642828897,0.3380368241431844,0.3655296585169756,0.24607920555872798,0.22087425807403577,0.19020358143933166,-0.11887475248373401,0.43194408052852445,0.3614659052189948,0.3405361252177422,0.1789426564105092,0.10900387893129916,0.41887589812311227,0.5393185212188659,0.07525628171337047,0.31030342483839285,0.46948788234388783,0.45645878887053254,0.18718565875960844,0.07494847780920538,0.08126607724121956,0.3753572103296098,0.4694903744682724,-0.006447889620810706,0.12025868193524823,0.5894685830892095,0.5954599996754945,0.13109796871495955,0.6441933860760614,0.5910483217161792,0.16930468240052407,0.2729624245645437,0.38178951478528333,0.21944807575887973,-0.10994366417028158
Thal_PuM_R,0.5970828293088647,0.318378902349761,0.4728835537161818,-0.33135040586590875,0.016762999038545712,-0.11862120355714738,0.6083676438805372,-0.31532838257978657,0.46592628903532174,-0.22980841284459835,-0.40322566288426137,0.64512216621993,0.4541432362282208,1.0,-0.3579563962042433,0.4597163012398868,-0.1364154585153262,0.4521101121610076,0.7116879648841133,-0.14035325108008825,-0.416906852737214,0.3752595401729039,0.19085953118411722,0.009496260029140027,0.20669038452712668,-0.4816152245784008,0.05928443811275807,0.4071296047111806,0.11446717420620678,0.6515996112762794,-0.4164422119523477,-0.12582014352725807,-0.21529628967847184,-0.2631648835910369,-0.2165714225493874,-0.4067869268509553,0.09275994034234997,0.19347558049384975,0.10949200171501212,0.45234917927298324,0.4469596169316637,0.285502853000384,0.20101403418112376,0.7671661366049685,0.03167530491791185,0.34736544796231267,0.07927070089626642,0.40340989793412935,0.12684260703564332,0.663741294784091,0.3844151698759938,-0.4328660989698189,-0.22279739437775606,0.49336741515231364,-0.2951974823613711,-0.3990088696093601,0.5534225993449448,-0.02140896034320265,0.7571273673596367,0.5892787352118969,0.007539930581519512,0.33849918555870373,0.13379813571591598,0.0778285088625606,0.24858099153321167,0.10654741905552191,0.5639474636587671,0.1722514389301765,0.8071686698308482,-0.002148040507150341,-0.3975525584305779,0.2528957149348586,0.5194218690201955,-0.03024642112092925,0.4705617236763348,0.34207442157948054,-0.15226602221304913,0.6040429125351505,0.17344259058623,-0.2706357609085643,0.04580346486993477,0.32984022923135115,0.11133258218015399,0.32328191718855004,0.3429835828702725,0.6133038839059968,-0.3137124914372576,-0.2205995284077878,0.3633746044555976,-0.05469980581829779
Occipital_Inf_R,-0.3493737599574797,0.16311809203205843,0.04857733162360473,0.43162183677873794,0.2546392306520198,0.3106743889983394,-0.06654195178633651,0.5654862024253746,-0.262397351555169,0.5558139133073009,0.42143318040081024,-0.06660325388179457,0.1408003883083667,-0.3579563962042433,1.0,0.07801120350911331,0.1295618768599428,0.006866979649135333,-0.4307352567671223,0.10703952060563154,0.5001559986123015,-0.06442566903266696,-0.10107215179704095,0.08858906622296271,0.03575744652926238,0.7416745575386846,0.22341760521828558,-0.25040421068916013,0.37787396173385535,-0.2265147289019641,0.5920021566105517,0.6868624827212865,0.734409724286648,0.46479471491742347,0.18061516361836769,0.3153766752181135,-0.10738611194272879,-0.002669794643195864,0.028481731252179766,-0.23076113605651968,-0.3852317561735277,-0.2572249995081603,0.02323644783431645,-0.4197962055083053,-0.01751456393745952,-0.06892385241576525,0.47952665598411925,0.10158678841025821,0.3509735153579365,-0.33726659980927515,-0.21524332705161686,0.5796951799106775,0.15168904355625026,0.08927908419692289,0.6193764103761233,0.6182266546982271,-0.36180553781540997,0.4249672355475595,-0.5554124221034216,-0.4486779300384895,-0.09833649364111403,-0.5357352075668779,0.6026585851026497,0.007517785461136347,0.03960017431283834,-0.09880940977201716,-0.4164190933042577,-0.11031322110198534,-0.27381392273297095,-0.4035003291911795,0.6969563456540518,-0.06406206921004318,-0.23489235348490242,-0.14003782115080166,-0.3466635491795591,-0.541018861424318,0.42081945113210695,-0.19436978522666634,-0.6627565273250137,0.5579833074725842,0.24810646373672382,0.145246406188694,-0.00883847795362625,0.02777922278672908,5.545312709863947e-05,-0.3349385844597322,0.3037454254943192,0.49888847003395664,-0.19057689077913464,0.0068488840079167996
Olfactory_R,0.37253648141018325,0.4746921051245586,0.5544770362778388,-0.15067890396256736,0.21700632667169226,0.15026357434013252,0.600336314343531,-0.08806950594303313,0.44912451539632325,0.39428160259603307,0.01110751389171003,0.23289868188292984,0.497244103438805,0.4597163012398868,0.07801120350911331,1.0,0.1717613081295298,0.5861520480737773,0.2959752035563113,0.045525708454052495,0.24826860888229066,0.41700948413011374,0.3599862830579206,0.07709292118752827,0.0708709975077049,-0.030890847310380037,0.5320963875686474,0.21498915585976996,0.45729848265727185,0.38476697027183715,-0.09150742620818927,0.3260092294386001,0.18750957994037717,0.2612116098455497,0.06564236654423608,-0.1345958877574094,0.1289552093788251,0.3695645165615962,0.0017625781419256864,0.21008333921993935,-0.055891130935086145,0.16766178884863658,0.36313651670798114,0.5796654182492835,0.14468765145824822,0.4901958310314198,0.5484768458587429,0.5363427589924916,0.5276532615375534,0.6384679673902238,0.31410845297685874,-0.014150101819636173,0.12705434387267647,0.71230281297238,0.09616310229489988,0.012267652383817398,0.21744903501719312,0.3094784238169918,0.3635326206353805,0.37169191749775415,0.13342104265445284,-0.017268766461529743,0.4104706156249681,0.10764712717206239,0.3813550356574623,-0.06129594188201386,0.4178269357489208,0.29970072587858637,0.5941423688231952,-0.07104848494957174,0.02855230295682198,0.2694894140792925,0.17296100867943578,0.11236338519683477,0.20907281848159143,0.31842789845053465,0.07623534977825698,0.4643720060830915,-0.06702744694846904,0.06453359614539816,0.3349034267273638,0.2684768373788819,0.2060300117566901,0.3293916913194283,0.40535850297003856,0.3237364904127475,0.0653491824782492,0.2225613594638506,0.23688790506697377,0.041177176211203016
Supp_Motor_Area_L,-0.1309128573255381,0.6017629415757944,0.13053745921040777,0.47293680561846707,0.7093193493351367,0.32523288327643096,0.11374474199599317,0.30589640282538266,0.33109504602055495,0.49178963457189534,0.5818439610319283,0.003943298620734045,0.33715108957507167,-0.1364154585153262,0.1295618768599428,0.1717613081295298,1.0,0.489311156342082,-0.45194992048001986,0.2514888807029179,0.3988462902671638,0.07298523835474127,0.5619489333691939,0.5072574065276413,-0.09185546653683595,0.4035958106804503,0.1552176763939481,-0.576364874824744,0.5961780647102776,-0.1806011445623988,0.24006385758128174,0.4821073142289071,0.3645451421050667,0.44568859517073156,0.9314719170030407,0.22404003918081297,0.07175195600328121,0.3923736807632997,0.27771153718361885,0.24428466657857056,-0.30974973228887437,0.06328321641744805,0.3316549809937801,-0.08601331694471018,0.10735738148436508,0.48230149575998577,0.292553348491927,0.40742733548321736,0.3243685403839214,0.10350915566616446,-0.09918681306894893,0.6096649263762377,0.6087984086761299,0.48360782513661554,0.545995523780525,0.3849041707957618,0.061344234717421765,0.37865430950762285,-0.37150420895783837,0.18216380836886,0.5163667971047163,0.08188561326724496,0.038066075794078315,0.5606985422462167,0.2600942214438441,0.1228042525202792,-0.053510409392792356,0.7175403732225866,0.0541467035022383,0.02992671225600278,0.39498312488717124,0.562886773298368,-0.38772411883160013,0.561791471534567,-0.3494130844008048,0.16841308521873183,0.7283632550777311,-0.03672956478354658,0.11704115776506072,0.21920842274887084,0.7674549343433034,0.3680515210636564,0.19618431389426558,0.5127510788858205,0.6004075953709083,-0.5230824684883822,0.5407678943493301,0.5959304491531623,0.14550573370149195,0.02801051276053615
Temporal_Sup_R,0.37416409924857197,0.742303866645345,0.3664593417937694,0.28286745781244527,0.6371885553187416,0.39017673408592024,0.7686722876850357,0.14859469064179934,0.5480121657770439,0.31748276145034854,0.10601709980310865,0.4165432048345769,0.6247239623316448,0.4521101121610076,0.006866979649135333,0.5861520480737773,0.489311156342082,1.0,0.2773136111399104,0.3314137670595654,0.24417078328499942,0.6919131885923594,0.5993352004550869,0.3944758137292263,0.07258541867399568,-0.01097617955817504,0.40895599124710036,0.0983369646563768,0.5247722132592628,0.3821821369413745,-0.1621990311737577,0.3572998070115615,0.30642266463284423,0.2852294912659799,0.4119104371328543,-0.04801880225946248,0.2972111554045775,0.3308604795148961,0.4484909879062802,0.3830319970619298,0.10447592530460026,0.4367895807406937,0.5774127574122487,0.5434602679273366,0.1321022479265385,0.8347881272099192,0.4121308050754772,0.7472337931357526,0.4726068783335007,0.7298490416649503,0.2928846248764911,0.23022400406993856,0.34773467738161656,0.7624091557447719,0.27798353259138614,0.00800814228469509,0.4282804298523673,0.4814231733505494,0.29773245006598714,0.4292491785185096,0.5305880523450611,0.11924485731718537,0.3320942131279212,0.663774670215932,0.5548005927873025,0.27067412458619156,0.5597417576382903,0.4978350482986529,0.6831622844865048,0.1244705742396329,0.14500094629469462,0.724596894483291,0.2465611124180047,0.5489391515956635,0.1953097111150915,0.5416174980863802,0.3887815963495058,0.5295076180729749,0.267583362361085,-0.01972269086232386,0.6133220732025543,0.43953071267125027,0.3892827276191428,0.570690424480751,0.8235511571225252,0.2523838503545385,0.4589834336238279,0.4197752752142402,0.1948500371938137,0.026441780450467578
Thal_VA_L,0.694891076551276,0.16746155883847416,0.22587209195512667,-0.2780215378108357,-0.050197389227613076,0.0780236468537171,0.6592315019423084,-0.23096507885506706,0.41634535587599913,-0.4987196014929782,-0.5691327222388497,0.522522558540335,0.3435422784221707,0.7116879648841133,-0.4307352567671223,0.2959752035563113,-0.45194992048001986,0.2773136111399104,1.0,0.03158980012240093,-0.4691145959070949,0.5136678556008452,-0.008373933058356434,0.10276492916068286,0.16196821397418304,-0.6480410714138264,0.12088605253125494,0.7342664211447997,-0.1323148810301024,0.7170592880754687,-0.5464564118768134,-0.2656040169676534,-0.35214876159259234,-0.42637231077128196,-0.40187639105713213,-0.4181188154198623,0.4107085279036061,-0.02889244937629744,0.29652349681482393,0.1993556985230467,0.7250183950772754,0.6030540096203808,0.20819893730255262,0.6264065532667411,0.2179120573031177,0.26576977892070003,-0.06505121906195582,0.2633452677511985,0.09435111064506808,0.6735306034003393,0.6084423017667817,-0.4547912137413636,-0.40374918898651535,0.20854684606091567,-0.46655440707629275,-0.575594889751646,0.6443633964136039,-0.13858289314208166,0.9230814715233955,0.29133938882828686,-0.05391003491254563,0.24674239302847514,-0.07304653264808808,0.07838021553377177,0.22781962339126574,0.3849258755951775,0.5739544165585521,-0.05348487518802177,0.6083971300728369,0.3730104876025552,-0.4805993652084398,0.23054687995204037,0.8458196430167271,-0.012551469064448399,0.7037165585417863,0.33275779416222506,-0.3289637450036274,0.6622264092321429,0.3952946558807785,-0.4082935211682464,-0.08639626586396458,0.14710786704357437,0.12020629114040272,0.30424984661565724,0.20283114999828433,0.8487075778920946,-0.3038335556638615,-0.4140479438366746,0.1800038532676402,0.024913613631973246
Cerebellum_Crus1_L,-0.041956670377353615,0.3640284463987703,0.030902119034597268,0.4980605862423561,0.3641730216116792,0.5921279067742634,0.3205510991265844,0.6120894204722782,0.055353093157902176,0.2565316082871017,-0.02248649212214888,-0.1070937059778915,0.1731602481279847,-0.14035325108008825,0.10703952060563154,0.045525708454052495,0.2514888807029179,0.3314137670595654,0.03158980012240093,1.0,0.4895899332551855,0.3967667170141563,0.3394081096787413,0.2947113162092513,0.12209887904065304,-0.014960946826422775,0.41274025574073453,-0.15384207166882957,0.3345417438104677,0.02512479542380074,-0.18701756422052204,0.324488836511583,0.1352250032885259,0.3494406573411607,0.2837811446292216,0.23741864979997038,0.6661163391579787,-0.020864471820405153,0.4723920293475241,-0.21340284908387955,-0.0939856951073945,0.45122199099466365,0.8219704636098407,-0.11170985673348005,0.2494071606155133,0.46155875522617223,0.1729787602775731,0.6041354099319001,0.3245160191960879,0.28422848180355076,0.3383108147891742,0.2806022277996344,0.7161108212553169,0.23329543273381173,0.039634793255521536,-0.03875614693610892,0.23383683899785593,0.7456839488601265,-0.07568065648003114,-0.10201079817039482,0.5405227730095225,-0.3615233205281941,0.1912722653668065,0.4630953783368657,0.7389970711100986,0.4946106417486394,0.14199043799856548,0.14966777301619721,0.058251084644476335,0.44656600061451845,0.2513820827660161,0.4104524500754645,0.021975390709050684,0.7667771925303166,-0.19990448859130167,0.32673432177123246,0.3403231319751169,0.26178766664896064,0.47496207209841546,-0.16043299032827854,0.31085378810911624,0.06514110596544564,0.5728657042104612,0.2703899551212637,0.40102499614987824,-0.1273275188887649,0.5927923378196459,0.2305774677286347,-0.1921453530806252,0.5671305027544513
Thal_IL_R,-0.3313535223279984,0.274908418298658,0.0750954181413638,0.37035617786589964,0.37381363019710506,0.4744860313902092,0.01985403913097365,0.40751434728988234,-0.00993228638128716,0.8288945578274874,0.5377373678906985,-0.4136573038116457,0.18389519671931692,-0.416906852737214,0.5001559986123015,0.24826860888229066,0.3988462902671638,0.24417078328499942,-0.4691145959070949,0.4895899332551855,1.0,0.11502809205410117,0.33121594482227895,0.1364227536495634,0.06275876130823069,0.577178253588706,0.6686342240672991,-0.37007628773403556,0.47232828896616363,-0.25296592062046785,0.34748430521307583,0.5213304244211353,0.5351071257760694,0.7717969534223432,0.4240820613704753,0.3794393745776101,0.12425522619164643,0.2663542129071182,-0.0003619547577717009,-0.21604573584459447,-0.6539588991976488,-0.030843833376879643,0.39105924354249144,-0.26008991082867566,0.2958798851492264,0.24152777122437183,0.6014625393121705,0.3592585631430761,0.5939345432506974,-0.009497059171988842,-0.029631676067425547,0.5791966680487548,0.6428086534056844,0.26372256916104636,0.5416833722040383,0.5116527337653778,-0.34502069168744787,0.654549110263303,-0.47628112807354694,-0.10385446245379736,0.3312099128176453,-0.5869858039007698,0.4946175377353958,0.23483908217378371,0.3766668573966346,-0.11615575974872917,-0.22242452512104238,0.22630990237821408,-0.17524334861732205,0.04780819607157452,0.6447264670486822,0.15699664960465148,-0.3895661279969373,0.3701774581757688,-0.5092507173434963,0.03411433615611033,0.4168970535947719,-0.08456496581128799,-0.15202567862554445,0.3275702881664672,0.41399314802436776,-0.06986026198303845,0.22219763109403176,0.01894162798379608,0.1656527603767338,-0.44529809156083033,0.6565035205769842,0.6125714622318459,-0.09569366530683791,0.19239488946938021
Heschl_R,0.3577177851287986,0.3976699083289269,0.043762170862125825,0.27725912645035417,0.45215624744079697,0.31375579426101746,0.7754836673884974,0.24367373959941763,0.30043748261035313,-0.038327997733833025,-0.34344979815641924,0.4781507593899718,0.44419468641780263,0.3752595401729039,-0.06442566903266696,0.41700948413011374,0.07298523835474127,0.6919131885923594,0.5136678556008452,0.3967667170141563,0.11502809205410117,1.0,0.08060044857582604,0.41333635929255763,0.14843634093058702,-0.30446227569025985,0.2827922571949718,0.4188771367716515,0.2879331966113403,0.2742104046527993,-0.4311491488131004,0.17729824820134252,0.05355680304182884,-0.03820709082320496,0.08388364378288206,-0.0504879067101479,0.34463612205242283,-0.17874126059937553,0.5803568216044038,-0.07967453173676198,0.33850903041013874,0.5459353499056164,0.5537626201266611,0.405909576325952,0.05003886452781665,0.6864265600972368,0.20529231901406106,0.47488599970862555,0.235288174644527,0.6237067987168483,0.3504462541482541,0.08654990230596818,0.11152937688839418,0.4495114550782295,-0.09666008508998533,-0.40844621650411755,0.383268839963621,0.39219768049499015,0.3960985417096865,0.1177945568024858,0.5384891992577355,-0.010262402804286894,0.25979894932970693,0.5358331778898674,0.6179385315215716,0.5033324785009651,0.532100938932263,0.09751085512859975,0.43137322448523724,0.23482053945996212,-0.11648143519380838,0.6845575171189631,0.4779237410980409,0.4788104904900595,0.3792077681477304,0.5752046617609888,0.0029056162667001604,0.3207783939520329,0.46410354398946224,-0.341666221719032,0.26561722097384066,0.24379545056979565,0.6271957051049203,0.3679580147495221,0.5971990435274764,0.5239166115817018,0.286919685860159,-0.03274704109258228,-0.24352376817521185,0.06394530885578376
Amygdala_L,0.33389935311467517,0.6330766619699622,0.414217624658973,0.1531943276950595,0.4618361909268176,0.3329921108953633,0.3270332774235199,0.022929126023583116,0.6218038925761763,0.415720968743667,0.41390283870587147,-0.08836388045143406,0.4075795382572312,0.19085953118411722,-0.10107215179704095,0.3599862830579206,0.5619489333691939,0.5993352004550869,-0.008373933058356434,0.3394081096787413,0.33121594482227895,0.08060044857582604,1.0,0.24187226653288135,0.11456946921543858,0.10948848621312733,0.4274331006497472,-0.1107981939093287,0.37111348516215137,0.3208392248255729,0.04652441980875496,0.2643019317174541,0.1754139990570832,0.4872306772185025,0.515232788500456,0.037551649124996984,0.32853450217917674,0.6737775692802919,0.10245883230467694,0.6037587173160549,-0.1291059404381098,0.3290910979120322,0.4729639072103127,0.3460219597206909,0.386447189153365,0.5157739592074565,0.20820063795990915,0.6640972780871021,0.47168904394681854,0.5224379761513561,0.24193280633684736,0.20486333952082225,0.5311124465151488,0.537226491242279,0.3237718316490589,0.277433089123355,0.3100011354759797,0.37756169135401024,0.13315431922567303,0.5694365525337474,0.3611686319076996,0.17344714969701402,-0.012100185926203027,0.43322832652581705,0.3420081963274548,0.007582383666915972,0.35956444546179195,0.6666157570559521,0.44410848788766394,0.32804354343133035,0.20224468886938696,0.43537307045347207,-0.012597854312360478,0.5283957060756733,0.015168428484819987,0.3490575643366535,0.482129690004232,0.5254999189801652,0.19025603841452057,0.13327198346265987,0.637556140802127,0.2751331677642973,0.04102971820160844,0.47474082073519475,0.5471426655456408,-0.08537195892263763,0.40304011163683306,0.5272534932348316,0.5463973234683994,0.18726071125798627
Frontal_Inf_Oper_L,0.15914386323835325,0.5625559736451027,0.10236177459678779,0.5225629491126856,0.7667225016182057,0.6015486240017169,0.48097189459880746,0.42409712756706336,0.4243754026586614,0.0073710917665056235,0.1985694585342444,0.14155070485554844,0.4623985056464345,0.009496260029140027,0.08858906622296271,0.07709292118752827,0.5072574065276413,0.3944758137292263,0.10276492916068286,0.2947113162092513,0.1364227536495634,0.41333635929255763,0.24187226653288135,1.0,-0.05060666367445159,0.17718133669752628,0.17304940378789596,-0.059237208514456734,0.2290546418619199,0.20039775467170443,0.07094083529137758,0.4081000381987169,0.2249145046446779,0.06901644291742923,0.6215607934101638,0.032745891974769355,0.4587203841840484,0.06350910421026652,0.6727012168986455,0.11723009199061409,0.30406850132227714,0.6838647860420887,0.3342215129650106,-0.14277231175201946,0.30818318672793193,0.5019755636666885,0.08990294356198043,0.3258950026761106,0.32569750571982076,0.2330818032299035,0.2340443197945714,0.6593334061109689,0.17910745506730028,0.3838816834902194,0.373035815707051,0.05473955781710828,0.3441157060243935,0.17469832113273764,-0.04413273215553118,-0.030718034993423134,0.3353302510775487,0.04119023854259943,-0.10614007181197085,0.7106360355035979,0.1815747294520491,0.5940446377953695,0.0016405976228542533,0.46744807469857,0.050037089239337695,0.4110281231067177,0.23675118883011162,0.6792755314308873,0.2900354657801135,0.4389582567216539,0.1020048008598915,0.060847036571033214,0.5225004680173464,0.18837038624738361,0.312668770211887,0.0038724403629434704,0.6765665470515989,0.3129875875791127,0.21330354283845615,0.8274474839164585,0.6776869306304001,-0.08320544466944768,0.447243235225281,0.28212833334607773,-0.0161725953266877,-0.0725325414512062
Thal_PuL_L,0.31936361162625504,0.1094075475539671,0.03156143841115919,0.01908817105645808,0.020241125579112892,-0.1012391341280161,0.058042916919028555,0.06249189370891153,0.2139226602920585,0.06384775565513763,-0.10262677807605901,0.04058394887312774,-0.019454159861718473,0.20669038452712668,0.03575744652926238,0.0708709975077049,-0.09185546653683595,0.07258541867399568,0.16196821397418304,0.12209887904065304,0.06275876130823069,0.14843634093058702,0.11456946921543858,-0.05060666367445159,1.0,-0.1599987547994496,0.12984992211951585,0.1818352304076924,0.0014791278484360924,-0.0021171251566935267,-0.1442696551145727,0.1197184079976134,-0.07867374512999603,0.25510997316540324,-0.0010471903467744197,0.011196847728797909,-0.004939824064114556,0.11465224905687456,-0.006778855003469887,-0.06694885010882445,-0.016333681909515497,0.11976983552247449,0.2151718231251739,0.1794697600389624,0.22215055988039004,0.10182319501035124,0.03047113750798003,0.21233845837817084,0.13956319767972641,0.12796121645831582,0.24193979742432933,-0.10892587041611014,0.11654003444074615,0.06069860980036871,-0.10727189253346348,-0.09631703227139395,-0.03456437908584154,0.20040851447737823,0.18666206440566005,0.19618442512460538,0.11830724837988674,0.06792975356630308,0.16962990061182898,0.038674930987629155,0.2540715432212807,-0.004990171042045568,0.17078511399897559,0.12545991258895317,0.07376224717938488,0.18795156587442183,-0.13444908753376966,0.1472859861376118,0.06299463099084951,0.10944248948405887,0.1063323811387361,0.13001581345450855,0.05431804627249437,0.08006131199765022,0.07187262358099593,-0.07527045894850991,0.09894501995879947,0.05442593390982754,0.14964130173486995,-0.04078071810964031,0.07644611402348526,0.1612178483042384,-0.11399252276779498,0.001102139024409758,0.10854196018070754,0.1970176673033784
