,Rolandic_Oper_L,Thal_MDm_L,Thal_IL_R,Occipital_Inf_L,Frontal_Inf_Oper_L,Thal_MGN_L,Thal_VPL_L,Parietal_Sup_L,Frontal_Sup_2_L,OFCmed_R,Thal_PuA_R,Temporal_Pole_Mid_R,Heschl_L,Cerebellum_8_L,OFCant_L,Thal_MDl_L,Postcentral_L,Vermis_1_2,ACC_sup_R,Cerebellum_Crus2_R,Thal_PuM_R,Cingulate_Mid_R,Cerebellum_Crus1_L,Vermis_3,Caudate_R,Lingual_L,Cerebellum_10_R,Frontal_Med_Orb_L,N_Acc_L,Temporal_Pole_Sup_R,Thal_VA_R,SN_pc_R,Thal_IL_L,Vermis_4_5,Thal_LP_R,OFCpost_R,OFClat_L,Frontal_Sup_Medial_R,Cerebellum_6_L,Temporal_Pole_Sup_L,Olfactory_R,Frontal_Sup_Medial_L,Cerebellum_9_L,Vermis_8,Cuneus_L
Thal_PuA_R,0.19269313171952662,0.03208598948454611,-0.10385446245379736,-0.31869319618755837,-0.030718034993423134,0.1311824031176491,-0.2866317757682083,-0.3091430632788432,0.36457973007675093,0.26630254175009266,1.0,0.09894997464104421,0.1842300383671448,0.09499624582156521,0.26655662418946297,0.002920815817146539,-0.10623869413481057,0.23667917341810718,0.4992048555992637,0.050143898330063844,0.5892787352118969,0.2569593365701872,-0.10201079817039482,-0.1279491554222942,0.555867312292579,-0.3147416850610375,0.6740338970790349,0.0007147578454013742,0.37322185458423335,0.5711831289221188,0.5439574158619982,0.0509709527568154,0.22659129264818875,-0.10699511854090009,0.357081156614962,0.3660412146557177,0.07243203026596483,0.49113948469121566,-0.12039808164074202,0.17227320976672023,0.37169191749775415,0.30988628112116123,0.3527553982967462,0.2556446563985745,-0.34781640662112073
Temporal_Pole_Mid_R,0.05501572682454305,0.23989229231147402,0.4043714755012507,0.2962965896481183,-0.03700010249861911,0.15224739957243646,-0.036576458359835994,-0.2598744168991545,0.20085663716008426,-0.43717448864273534,0.09894997464104421,1.0,0.2112950172511011,0.37866872415416736,0.007111820287848271,0.04819261821987278,-0.009774086488739234,0.08606688133988234,0.03968129411896637,0.6158395130624278,-0.15307228590065317,0.24239548228859725,0.45083577170618244,0.26917092790266023,0.17018403501734308,0.25832188163229347,-0.19097889115947575,0.1755133173637734,-0.2733278143284915,0.49217415191193126,-0.007806183464209668,-0.1162010413182731,0.38009354237884346,0.12858704987127242,-0.10462544150467468,-0.23994409125376442,-0.3049146870009774,0.09769511527570304,0.26328000290930864,-0.027763130553898747,0.22446732494571417,0.020373084951209357,0.24585067319934012,0.25237425987627365,-0.1418222489282163
Heschl_L,0.7873535084665362,-0.20200589294882798,0.04780819607157452,0.16466449075038986,0.4110281231067177,0.021502468174480923,-0.38668690503482267,-0.3451750999126487,0.37510044785682356,0.11283807857753864,0.1842300383671448,0.2112950172511011,1.0,0.24424091157895061,0.2497015874014739,-0.23316298310736994,-0.16587116250396758,0.4873859307985291,0.313936298524068,0.1522463813367336,-0.002148040507150341,0.31590807533646303,0.44656600061451845,0.08221226908259407,0.09899596194404756,0.12721451980235535,0.21171863056793194,0.24418422541992021,0.2610616641006153,0.24025996071236105,0.3493184473385109,-0.040661502198775894,0.30248408180920067,0.39461210836860344,-0.11762338207465002,0.0636514993529121,0.30302932033451546,-0.06035792230818278,0.395041856402459,0.4569612825466394,-0.07104848494957174,0.21595295296412761,0.22626726751686388,0.6550448226109581,-0.23229427651300186
Cerebellum_8_L,0.3795194015372328,0.3688269461781836,0.41025784097551327,0.49117242618809537,0.2342745138299744,0.344502008945779,0.41141758160418423,-0.19930808236570682,0.3987994423818936,-0.08130690728387102,0.09499624582156521,0.37866872415416736,0.24424091157895061,1.0,-0.17390458583761134,0.4046086868052769,0.02088217629548565,0.36172941413520837,0.2967345434857128,0.569289371714504,0.21852860701360877,0.4007364860824806,0.813459751206245,0.45247292079712587,0.39749700862445525,0.5151945135244467,0.24059815218329272,-0.08118566280323637,0.24092531562310313,0.255242833221539,0.11272726177757435,0.31834422144109537,0.4802254043097,0.34855365917279624,0.19462338084844752,0.13806305368246727,-0.07091154860484067,0.3824589269753924,0.6903269398173388,0.42856370341754885,0.3385119217291205,0.4650567610109177,0.8492600471560526,0.2805647765857128,0.23696657214796027
OFCant_L,0.4206514945517231,-0.5820045040410577,-0.5092507173434963,-0.291951339115203,0.1020048008598915,-0.23636623053239625,-0.3519988712928974,-0.320370031226054,0.3970521484593165,0.4843036398105249,0.26655662418946297,0.007111820287848271,0.2497015874014739,-0.17390458583761134,1.0,-0.35082240851973856,-0.4083005991934714,0.3195540651524833,-0.12949742581046592,-0.022025206748812406,0.4705617236763348,0.2444240507767921,-0.19990448859130167,-0.06308591344078092,0.5222665818582211,-0.22869111429317013,0.3619256472319344,0.7793810706363508,0.5013390712858502,0.5749116417177067,0.687089047936939,0.1714455048627999,-0.1169157086364993,0.23048755068194252,0.318042119933629,0.3247499303503383,0.7893870937540348,0.2617442131718584,0.06906740921800711,0.47718134536200874,0.20907281848159143,0.07155152218134177,0.05029775184765261,0.26654294009351176,-0.4942990935919175
Thal_MDl_L,-0.02357786337140639,0.8064284458472255,0.6014625393121705,0.384918731971065,0.08990294356198043,0.699870740205806,0.768303790873798,0.31259830393956456,0.23431264443614022,-0.3683253645554035,0.002920815817146539,0.04819261821987278,-0.23316298310736994,0.4046086868052769,-0.35082240851973856,1.0,0.44166224321170117,0.2526405206955582,0.3555388931425838,0.06269589203555204,0.07927070089626642,0.12581371809408806,0.1729787602775731,0.2683278165771301,0.2586747902171782,0.3418292341024012,0.12514319716516728,-0.23575689356109447,0.0590576964303802,-0.11102736671410218,-0.08450743936045821,0.14620335657725098,0.672998994449622,0.010727211716998959,0.20937690203762147,0.15346370220963582,-0.43496420232647093,0.4707534260506765,0.1923112811139096,0.00632988592900828,0.5484768458587429,0.39958500855573936,0.4414103395362217,-0.334507426750167,0.5911693991407396
Postcentral_L,-0.06292540350324421,0.5954199914565489,0.5056945918936864,0.017227656384986346,0.515439796631007,0.3138995972975857,0.47799025669073214,0.6297164146284614,0.316811105485321,-0.23366795414194813,-0.10623869413481057,-0.009774086488739234,-0.16587116250396758,0.02088217629548565,-0.4083005991934714,0.44166224321170117,1.0,-0.19277564396526126,0.48810291254057037,-0.09990918649212369,-0.3434157793621566,0.31664754854648935,-0.007755495319602568,0.44622213784087894,-0.31816646924600134,0.44021138599685145,-0.16895900871046354,-0.4275985050259162,-0.2635596934968549,-0.3709748023500234,-0.584136490377966,0.23217016347159972,0.20388231446852112,0.1364497505692691,-0.16277090240833494,0.050715553549024336,-0.3913235356470684,0.08199140761167721,0.02603059809337343,-0.2233698824962515,0.06757130602622272,0.4494700559852735,0.14795022691751705,-0.36266009075069605,0.6706041297763049
Vermis_1_2,0.6088336361111514,-0.059048735485410016,-0.029631676067425547,0.2660157545591718,0.2340443197945714,0.37259799343601696,0.03275128147391512,-0.26561477462789895,0.3891392441542191,-0.02686596695002031,0.23667917341810718,0.08606688133988234,0.4873859307985291,0.36172941413520837,0.3195540651524833,0.2526405206955582,-0.19277564396526126,1.0,0.30514217410320404,0.0763702124895163,0.3844151698759938,0.291269609415139,0.3383108147891742,0.17804983668816424,0.42131037643363695,0.14633953710047057,0.41296728058781373,0.24748833162451647,0.43380222720426975,0.34418969083136064,0.5922094559742057,0.11727810024740083,0.4687006227560167,0.42290012994243414,0.28513026498533295,0.24276259062527253,0.2528766406686944,0.25408968692148254,0.506049713921291,0.5680010549807291,0.31410845297685874,0.24824746233374445,0.43861905871969886,0.3917814937464014,-0.15594479062178548
ACC_sup_R,0.3569934019623556,0.39384940443369393,0.22630990237821408,-0.006476277180787211,0.46744807469857,0.28227560701933285,0.07737627330658568,0.07046867520740566,0.5568121584612752,-0.011783821246139612,0.4992048555992637,0.03968129411896637,0.313936298524068,0.2967345434857128,-0.12949742581046592,0.3555388931425838,0.48810291254057037,0.30514217410320404,1.0,0.014109448291714932,0.1722514389301765,0.4894149757570967,0.14966777301619721,0.2092529172154334,0.18274451488554216,0.11845387744883631,0.451040627920269,-0.4222600748305451,0.12329290450458448,0.11882573471458119,0.07444882025138508,0.2703588496116037,0.36607154148024745,0.1733108914212347,0.10773966357243366,0.3366364627512704,-0.139552576755888,0.4382695902948592,0.10309794487895062,0.14698811476024753,0.29970072587858637,0.6553231538489075,0.49579255471793887,0.18108977348081784,0.13719844179800353
Cerebellum_Crus2_R,0.20589004335208821,0.06865715053646766,0.22219763109403176,0.445760601989706,0.21330354283845615,-0.030825274397675,0.11085751412497556,-0.475331665228332,0.24103445215260116,-0.25547045804582996,0.050143898330063844,0.6158395130624278,0.1522463813367336,0.569289371714504,-0.022025206748812406,0.06269589203555204,-0.09990918649212369,0.0763702124895163,0.014109448291714932,1.0,0.11133258218015399,0.47695412842415164,0.5728657042104612,0.5155804194723946,0.20011636940592126,0.42151866236505126,-0.17254708314646827,0.11918248193257097,-0.18867559501973044,0.44430059084324486,0.08381081060036463,0.13595550932013675,0.15148644947136955,0.4660156182108541,0.18527922807169966,-0.2657723247660433,-0.02703938197099047,0.04645609879034565,0.5763228183680847,-0.00824097656339965,0.2060300117566901,0.2123009855955606,0.3906946593758159,0.5297272536484872,-0.1772254072871876
Thal_PuM_R,0.285502853000384,-0.22980841284459835,-0.416906852737214,-0.15092100234310793,0.009496260029140027,0.030281329155072843,0.0364971605831219,-0.4164422119523477,0.3762904959330274,0.4811453926866288,0.5892787352118969,-0.15307228590065317,-0.002148040507150341,0.21852860701360877,0.4705617236763348,0.07927070089626642,-0.3434157793621566,0.3844151698759938,0.1722514389301765,0.11133258218015399,1.0,0.2528957149348586,-0.14035325108008825,-0.04383415112117357,0.7506359567643741,-0.29721266482160336,0.649622727385004,0.29899001853249874,0.6515996112762794,0.5639474636587671,0.7571273673596367,0.32984022923135115,0.05928443811275807,0.10949200171501212,0.675548994048568,0.4150178859275311,0.4469596169316637,0.5725410737722293,0.07737597679003753,0.4032120208042789,0.4597163012398868,0.34052558723313187,0.40340989793412935,0.17344259058623,-0.3975525584305779
Cingulate_Mid_R,0.5780152036281594,0.0696126168284473,0.15699664960465148,0.22279366726690178,0.6792755314308873,0.15593592139408535,0.14927510743569558,-0.1999685074859643,0.759570277481653,0.05785403612247827,0.2569593365701872,0.24239548228859725,0.31590807533646303,0.4007364860824806,0.2444240507767921,0.12581371809408806,0.31664754854648935,0.291269609415139,0.4894149757570967,0.47695412842415164,0.2528957149348586,1.0,0.4104524500754645,0.6923080818776507,0.3473188969431645,0.5335104712669865,0.2193453731374542,0.10945238022461048,0.15183118853814867,0.40815914798629854,0.18082894259386148,0.33511552618602236,0.21056245882787347,0.6895780337624929,0.29984276220332823,0.08431470808604039,0.24543436858222925,0.4128672613521205,0.5772326675591019,0.2741557221451062,0.2694894140792925,0.7133255470852108,0.5654319247977103,0.4947656990587422,0.0649902703672712
Cerebellum_Crus1_L,0.45122199099466365,0.2565316082871017,0.4895899332551855,0.5695300973437722,0.2947113162092513,0.24911548950754486,0.1763127913675272,-0.18701756422052204,0.24298380209142542,-0.24902453827437593,-0.10201079817039482,0.45083577170618244,0.44656600061451845,0.813459751206245,-0.19990448859130167,0.1729787602775731,-0.007755495319602568,0.3383108147891742,0.14966777301619721,0.5728657042104612,-0.14035325108008825,0.4104524500754645,1.0,0.5276041969127294,0.06788803413755717,0.6984490682976853,-0.017965077378613525,-0.08640937439066697,0.02512479542380074,0.14199043799856548,-0.07568065648003114,0.06514110596544564,0.41274025574073453,0.4723920293475241,-0.09395218746254715,-0.029947137975985198,-0.0939856951073945,0.050922221410948355,0.7924268654761927,0.4060734808027693,0.045525708454052495,0.281891988194154,0.6041354099319001,0.47496207209841546,0.2513820827660161
Vermis_3,0.3402485450545261,0.26723915478540783,0.38326537343932515,0.3645436194569571,0.6102527673831941,0.2670702928587833,0.41629670597376217,0.03419716458733287,0.528029781380274,-0.1924918269937801,-0.1279491554222942,0.26917092790266023,0.08221226908259407,0.45247292079712587,-0.06308591344078092,0.2683278165771301,0.44622213784087894,0.17804983668816424,0.2092529172154334,0.5155804194723946,-0.04383415112117357,0.6923080818776507,0.5276041969127294,1.0,0.0013194312097054267,0.810603263338659,-0.1696873322781057,-0.004310209552465959,-0.04886808622383502,0.0988148109781688,-0.20541201294564151,0.36430293221259713,0.24424882639323223,0.7864488271831153,0.11865315611290243,-0.06840594972200766,-0.007886326114922466,0.13464232896077438,0.6887179207508927,0.19364306328029582,0.16378574304739923,0.5586679576720303,0.4838809562171365,0.22220617948063234,0.36406874722209986
Caudate_R,0.3649946951562246,0.007551324147812445,-0.09214480270519333,0.024010770726318693,-0.01718504396839729,0.289843172845368,0.12765146769614943,-0.3546341084927894,0.5438391835047164,0.2941391904422281,0.555867312292579,0.17018403501734308,0.09899596194404756,0.39749700862445525,0.5222665818582211,0.2586747902171782,-0.31816646924600134,0.42131037643363695,0.18274451488554216,0.20011636940592126,0.7506359567643741,0.3473188969431645,0.06788803413755717,0.0013194312097054267,1.0,-0.12720835208579548,0.6653338817201394,0.4799534045608355,0.6385599691828576,0.7075687048418058,0.7579237168025413,0.23562352813958473,0.38437050669432515,0.057553814653008684,0.6006079252159663,0.3145630198426583,0.33093013794519033,0.7928387700781627,0.18733834165412905,0.45424122778294695,0.6453791578810708,0.38243077985952945,0.5807787994494505,0.15719397280415906,-0.2466840560207754
Lingual_L,0.303525171019974,0.3992868529393871,0.5566917323128048,0.47802700347572075,0.49042537376834505,0.3203587931358276,0.488708705687788,0.19318819666104825,0.3083805387168177,-0.24482474976368915,-0.3147416850610375,0.25832188163229347,0.12721451980235535,0.5151945135244467,-0.22869111429317013,0.3418292341024012,0.44021138599685145,0.14633953710047057,0.11845387744883631,0.42151866236505126,-0.29721266482160336,0.5335104712669865,0.6984490682976853,0.810603263338659,-0.12720835208579548,1.0,-0.26762112204276745,-0.11775653276817416,-0.14049285031258266,-0.06690571815871561,-0.3555718020492807,0.207572171937561,0.3099997250351334,0.6610882235541055,-0.031315524064094324,-0.11389986944530707,-0.1333139918448926,0.009955390873777111,0.7980557016092572,0.2045117782787126,-0.02728046127569868,0.34946839232630134,0.43681218864748933,0.1489209629765782,0.608742093871452
Cerebellum_10_R,0.3773570850466712,0.0030015699143924523,-0.18077168032613605,-0.2464204739736451,0.054717791437380404,0.2163714855525323,-0.11748587373819021,-0.20191697149179488,0.4250074117815641,0.47120352234317237,0.6740338970790349,-0.19097889115947575,0.21171863056793194,0.24059815218329272,0.3619256472319344,0.12514319716516728,-0.16895900871046354,0.41296728058781373,0.451040627920269,-0.17254708314646827,0.649622727385004,0.2193453731374542,-0.017965077378613525,-0.1696873322781057,0.6653338817201394,-0.26762112204276745,1.0,0.066531315622227,0.7165057021420139,0.47161458850678234,0.6367615001959294,0.2541345826390045,0.26651271036253177,-0.021081188963618783,0.38547751218997217,0.6420385172387801,0.322445044834076,0.6101035127975301,0.006591748797166254,0.5135419998930991,0.4529623354800246,0.4309984822652443,0.5699734421657263,0.2261348298888374,-0.1593881126090504
Frontal_Med_Orb_L,0.38620583546677734,-0.45520508230302037,-0.2722967324359971,0.021817925336987943,0.054884276668591025,-0.05325860815874226,-0.13376728109430502,-0.298772371171438,0.31185093624298493,0.25192784273157043,0.0007147578454013742,0.1755133173637734,0.24418422541992021,-0.08118566280323637,0.7793810706363508,-0.23575689356109447,-0.4275985050259162,0.24748833162451647,-0.4222600748305451,0.11918248193257097,0.29899001853249874,0.10945238022461048,-0.08640937439066697,-0.004310209552465959,0.4799534045608355,-0.11775653276817416,0.066531315622227,1.0,0.4434670795805068,0.4189291676992561,0.5518712270995617,0.03699652477369972,0.03391943672317504,0.20129923660539054,0.2674481506718526,0.002227688996502065,0.6007818736635862,0.14900409021194613,0.15840434813827636,0.3621979513912872,0.18935514137935278,-0.047255641161489934,-0.02655553250064538,0.14350150156062083,-0.37115212495230726
N_Acc_L,0.5392136424789357,-0.20047757859114063,-0.25296592062046785,-0.09508378806364372,0.20039775467170443,0.1755555633107052,0.014251154680219627,-0.17886794120393384,0.48636267435488256,0.5727813896821354,0.37322185458423335,-0.2733278143284915,0.2610616641006153,0.24092531562310313,0.5013390712858502,0.0590576964303802,-0.2635596934968549,0.43380222720426975,0.12329290450458448,-0.18867559501973044,0.6515996112762794,0.15183118853814867,0.02512479542380074,-0.04886808622383502,0.6385599691828576,-0.14049285031258266,0.7165057021420139,0.4434670795805068,1.0,0.34779222582496744,0.6682750829195909,0.2921957999085521,0.20694777204014436,0.12399983349380168,0.45368777697245133,0.6067138806845824,0.5618955781314775,0.537914613862272,0.1746257029501493,0.7274633929682264,0.38476697027183715,0.43244454889511014,0.4399413023847345,0.09709661957309683,-0.08644232660848508
Temporal_Pole_Sup_R,0.3490577585739868,-0.22253736920707076,-0.22242452512104238,-0.10455583347053683,0.0016405976228542533,-0.023778574286293246,-0.2519527981645048,-0.5966617282849812,0.4218245784691868,0.25611560422975904,0.5711831289221188,0.49217415191193126,0.24025996071236105,0.255242833221539,0.5749116417177067,-0.11102736671410218,-0.3709748023500234,0.34418969083136064,0.11882573471458119,0.44430059084324486,0.5639474636587671,0.40815914798629854,0.14199043799856548,0.0988148109781688,0.7075687048418058,-0.06690571815871561,0.47161458850678234,0.4189291676992561,0.34779222582496744,1.0,0.7076494565348252,0.09692138399266102,0.1945896680556515,0.2734984047279546,0.40087006879714654,0.22741549876132164,0.3431699376985204,0.457946995429785,0.24529165948362802,0.39435787291891294,0.4178269357489208,0.20764959470251457,0.3807049476017067,0.4996541858522482,-0.5132340841945341
Thal_VA_R,0.4745648608402005,-0.4374118747074271,-0.47628112807354694,-0.14160955840344855,-0.04413273215553118,0.010517614039667594,-0.2842270979070747,-0.5841417518375802,0.35010179524163937,0.4336524025481445,0.5439574158619982,-0.007806183464209668,0.3493184473385109,0.11272726177757435,0.687089047936939,-0.08450743936045821,-0.584136490377966,0.5922094559742057,0.07444882025138508,0.08381081060036463,0.7571273673596367,0.18082894259386148,-0.07568065648003114,-0.20541201294564151,0.7579237168025413,-0.3555718020492807,0.6367615001959294,0.5518712270995617,0.6682750829195909,0.7076494565348252,1.0,0.09817083612004207,0.17012444974063537,0.1438613645925279,0.5419321116680103,0.3372861933962122,0.5969190173612915,0.38924818842142056,0.12345218093975774,0.5221169892682356,0.3635326206353805,0.13706333576931087,0.2624279543980374,0.4160983256098316,-0.5973902954163205
