,Insula_R,Parietal_Inf_L,Thal_MGN_R,Thal_VPL_L,Thal_PuL_R,Frontal_Inf_Orb_2_L,ParaHippocampal_L,SN_pr_L,Vermis_1_2,Temporal_Sup_L,SN_pr_R,Frontal_Sup_Medial_R,Frontal_Med_Orb_R,Thal_VL_R,ACC_pre_R,Olfactory_R,Putamen_L,Temporal_Sup_R,Precuneus_R,Frontal_Mid_2_R,SupraMarginal_R,OFCmed_L,Caudate_L,Thal_AV_L,OFCant_R,Calcarine_R,N_Acc_R,Thal_PuM_R,Calcarine_L,OFClat_R,OFCpost_L,Paracentral_Lobule_L,Thal_VA_L,Postcentral_L,Frontal_Mid_2_L,Parietal_Sup_R,ACC_sup_L,Hippocampus_R,Thal_AV_R,Rectus_R,Cerebellum_Crus1_L,Cerebellum_Crus2_L,Putamen_R,Thal_PuM_L,SupraMarginal_L,Occipital_Sup_L,Temporal_Inf_R,Frontal_Inf_Orb_2_R,Cingulate_Post_R,OFCpost_R,Temporal_Pole_Mid_R,Thal_MDm_L,Fusiform_R,Frontal_Inf_Tri_L,Cerebellum_Crus2_R,Caudate_R,Cuneus_L,Thal_PuL_L,Thal_VA_R,Amygdala_L,Paracentral_Lobule_R,Thal_PuI_R,Cerebellum_4_5_L,Heschl_L,OFClat_L,Frontal_Inf_Tri_R,Temporal_Pole_Sup_L,Thal_IL_R,Lingual_L,Angular_L,Thal_MDl_L,Cerebellum_7b_R,Thal_LGN_L,Thal_MGN_L,Rolandic_Oper_R,Angular_R,N_Acc_L,Thal_PuI_L,Cerebellum_4_5_R,Cerebellum_6_L,Cerebellum_8_R,Vermis_3,Thal_PuA_R,Cingulate_Mid_L,Cerebellum_9_R,Frontal_Sup_Medial_L,Vermis_8,Olfactory_L,Thal_MDm_R,Raphe_M,OFCmed_R,Parietal_Sup_L,Rectus_L,Fusiform_L,Vermis_4_5
Insula_R,1.0,-0.24233412680134045,-0.01469595378797961,0.3293990556491439,0.3602095040852902,0.7591545157841415,0.7084950581115357,0.6183826579470219,0.4889321231676725,0.5176114261270511,0.21050098548258236,0.6721835233868835,0.3583841944863811,0.45992997297651794,0.5448337164446525,0.600336314343531,0.7472374550968113,0.7686722876850357,0.050146032682698294,0.6589857908955425,0.12429215333874742,0.3541564086103647,0.7022414000084353,0.15159549602060157,0.2768738333735296,0.2171446728382444,0.5617786832202735,0.6083676438805372,0.1470234698625748,0.041836127918047666,0.5073229745320215,0.11629137789869574,0.6592315019423084,-0.0410553736291575,0.261426745082332,-0.1730296958031997,0.73671646826345,0.7901067950859928,0.19518838066047697,0.31406098689382206,0.3205510991265844,0.2760490309271526,0.8100477469917339,0.36110112267106836,0.08775435606502288,0.07628215372519428,0.3888603905030949,0.7025357013188887,0.5817432386972528,0.4461541793620341,0.09073335138025253,0.016346266766962037,0.418273501781341,0.6714591466744224,0.33801583126432877,0.7125501617765707,0.0044326753548655645,0.058042916919028555,0.555581775518849,0.3270332774235199,-0.1944275602827257,0.36384747625880276,0.42263008418626324,0.23873380798438604,0.43032971823327454,0.8071542743785264,0.6341167436668831,0.01985403913097365,0.2542236322792342,-0.20497629217563484,0.33739291258356874,0.03955835904696002,-0.13301777651397742,0.2474100275723068,0.7510916757295744,0.1326934178511887,0.6670405471449922,0.28105289649771886,0.31396609880265514,0.5295516986731313,0.4745873322639643,0.38620435732112834,0.29318818135116226,0.47971854033730943,0.5204687950269141,0.681471943054706,0.2840105265436909,0.697978044566994,0.22881006157180442,0.5583871217067574,0.28787555365046263,-0.31710529491343875,0.1747156380044821,0.45170115990026705,0.46347966994128315
Parietal_Inf_L,-0.24233412680134045,1.0,0.6065081567022818,0.3665321416460336,-0.6906766559431443,-0.2940474835887362,-0.2951142916528374,-0.24193005415386218,-0.34070600252609057,0.3370026213171525,0.2216275587734173,-0.023210546538098595,-0.5790653089438683,0.3478928189970209,-0.04129204244189503,-0.037862511352475765,-0.32751956366804685,0.09220273634425835,0.8179182798280906,0.24381724753805953,0.7190054153858837,-0.42182353162761493,0.0322684462961351,0.33358250816623325,-0.37980941632693427,0.537900245925361,-0.44761515297255805,-0.49504257318231776,0.7335388668316937,-0.1872022929584797,-0.023499632690748284,0.7802995644999198,-0.727127054244866,0.9214271543269884,0.5814001131322789,0.6116797693339983,-0.17153637375696185,-0.3385112363659358,0.043087829555214674,0.10458760478114838,-0.061590262214569653,-0.3487044829190024,-0.16819879365966817,-0.046206982131863916,0.8165460096235632,-0.2692017651601607,-0.3307727786276637,-0.4284898021752574,0.06361834608465762,0.005329009614065654,-0.05263170269273102,0.6186105119437276,0.442568777989901,0.17183993214358823,-0.21443182885194795,-0.44245607951239285,0.7253246999492174,-0.18305578569337314,-0.7020825914324157,0.26544063846130705,0.8667118715980129,-0.5312269804362967,-0.18074330325579996,-0.24920462935176854,-0.49050752364721717,-0.3280488115322655,-0.3272429539675112,0.5504548097373889,0.40224028123680056,0.8707785991917405,0.36640044757642837,0.4303751343746992,0.718660330995741,0.2709146724342724,0.14810753746008706,0.6532989297494362,-0.34776969921572426,0.16015968173317136,-0.0969339573776993,-0.09693561170206723,-0.20400393428445057,0.3472845931843559,-0.14025598669619924,0.5084467509628477,-0.12994065543278882,0.27060375772835416,-0.4209962115381195,0.1445859018823373,0.467633788501364,-0.41122882450420933,-0.25692335747954137,0.6910121577367472,-0.09519104915900412,0.24541738091428483,-0.00605299181900488
Thal_MGN_R,-0.01469595378797961,0.6065081567022818,1.0,0.5405302405811524,-0.5366133114489934,-0.2656175666063126,-0.15019873777911277,-0.15667190619714258,-0.2824582366866869,0.21840852113305498,0.04412820762215185,0.19143335913550164,-0.4035620952152737,0.40746952157968264,-0.0019866847969403313,0.19499518421505221,-0.09963314249635098,0.2231673564994904,0.5345624444339557,0.3009887116051092,0.5942200955832818,-0.4412489006249938,0.11766019091868861,0.2856612495310922,-0.5080715534927079,0.4014976791017526,-0.18797136648216786,-0.256082536999023,0.5928495123978451,-0.299747498956832,0.1451889053481575,0.5756181308964493,-0.5036786203390476,0.5897294043219429,0.3220742049923081,0.3912716385446307,-0.0066954889077801795,-0.14471582923772125,0.033306071134971416,-0.016653905441814172,0.12433295567601683,-0.08675747043104762,-0.10648956689167667,0.11993757731945379,0.5078146530091795,0.08770955638156998,-0.21515080596732755,-0.24191487364537123,0.01872349167528732,-0.012832771960548703,0.2032493128162253,0.6687706240404554,0.3312225621917303,0.08229039115889852,-0.0016102262474014097,-0.09296885279343126,0.5661855761341652,0.0795859397167196,-0.5061433405304633,0.23549306420338612,0.5494419739782117,-0.42776587388581244,-0.24003367652329938,-0.24825542388745714,-0.4818859405860349,-0.061476113642661916,-0.21729454566869544,0.645414654017257,0.35865836429272635,0.6285265813464107,0.4753983369866934,0.538625539021321,0.7131878401778257,0.3948766745411071,0.2128788502195652,0.5465256918102162,-0.2247654926429189,0.46993450885183796,-0.1961839828594031,0.016396201464700735,0.05868760038253505,0.2896704289616739,-0.0757509932524712,0.3164816706777363,0.11093441506053457,0.21188333428038522,-0.4447131865920045,0.22980687676242836,0.6014450474947022,-0.24096884838496302,-0.24851320900097568,0.4372552683197415,-0.13107948604563321,0.18783126996363048,-0.08917874924345762
Thal_VPL_L,0.3293990556491439,0.3665321416460336,0.5405302405811524,1.0,-0.44924804159725523,0.08650348115601422,0.0707285172286406,0.08272069358042433,0.03275128147391512,0.23811629668930476,-0.2294274295850138,0.2809167204847081,-0.2959999854007212,0.6088306555604333,-0.03760875937695188,0.3246482028568891,0.1181492227996895,0.30251918894224367,0.43956016418996935,0.42073222233563007,0.5036526800138194,-0.3122490851588681,0.38353057191402035,0.13124263189529592,-0.2817026882363813,0.4018037367154398,-0.14612372455463632,0.0364971605831219,0.6636308341770525,-0.48553797147477806,0.3012768120202925,0.4574925165782376,-0.11428825830158436,0.47799025669073214,0.2013231667471534,0.37207687613158347,0.19754081791033176,0.0017135736734464806,0.029135132876302414,-0.11734102655267516,0.1763127913675272,0.08277980127916704,0.1082455379897599,0.22351600588799236,0.5311352928477368,0.0006383052053076121,-0.30348824757991694,-0.0753642176576212,0.23496718873460248,-0.001207772737028509,-0.036576458359835994,0.592911720811305,0.4900051253129765,0.23364773201150058,0.11085751412497556,0.12765146769614943,0.6512087822171634,0.08317905864282613,-0.2842270979070747,-0.03155954106252762,0.277170690583101,-0.3340598957569981,0.00797240725603259,-0.38668690503482267,-0.24730978757156916,0.10690951642781776,0.013788587641259592,0.4728973498466583,0.488708705687788,0.5795949401541811,0.768303790873798,0.598855748208026,0.5587353926535871,0.6008920660245631,0.27760859343040384,0.6727153902726106,0.014251154680219627,0.8199775785435172,-0.06112224824528648,0.31732827820306614,0.19845748625222132,0.41629670597376217,-0.2866317757682083,0.35085039163523396,0.2594457008701685,0.3287794281033088,-0.4449377665324599,0.4639481341682209,0.4559489276673046,-0.005804549489343052,-0.16808029185169449,0.332800043498315,-0.38323631493930194,0.31592025982367367,0.14748236542137166
Thal_PuL_R,0.3602095040852902,-0.6906766559431443,-0.5366133114489934,-0.44924804159725523,1.0,0.4164503132171654,0.4854286221005309,0.3173304568404073,0.3556491008930885,-0.12110666586998628,0.18670743751383062,0.22696162085873414,0.5746671639812635,-0.16775917040293178,0.4036968540524505,0.14552366577730577,0.5544867879994518,0.20884313586677075,-0.5247151720580685,-0.010777105514012127,-0.4845461793271407,0.5862056902880376,0.22436057459936434,0.0642886736184858,0.5158976629416683,-0.41099813228375137,0.6615005274847497,0.7017640082118746,-0.5992572694860843,0.46712974285348746,0.13041379118717622,-0.5089417792762415,0.7163069300908699,-0.6227355432148665,-0.21731990554331093,-0.48841589200186397,0.36386782156244035,0.5792390328868782,0.0981697751297453,0.324114652074814,-0.06068447089130452,0.09568784171318873,0.48313381464777866,0.3722939565196071,-0.637774842355235,0.04600458408351721,0.5244673655458849,0.6134957169892661,0.1367863556141451,0.21714106566797564,0.010149239646344805,-0.5270418453995275,-0.13240472566801392,0.11464141942925339,0.12893373058999275,0.6040592715203559,-0.7126302059625481,0.2349956174391508,0.8247208765081195,0.14446412938901518,-0.576582967052049,0.7813445398878014,0.1392607892524638,0.32771825948203137,0.5221729354049182,0.5388340501908592,0.36111878789191665,-0.5171479064453465,-0.411849410244285,-0.7785462603344608,-0.3553488175616452,-0.5250029590934209,-0.6114725196392443,-0.13722524912145398,0.13542568101928404,-0.6047530100477342,0.5214743855499392,-0.27481983377388214,0.08056756932141065,0.03604343032780154,0.1881414900937083,-0.25701414625916585,0.6158626082480271,-0.19029622028794163,0.16083197629088566,0.021446249171877724,0.4954827454338701,0.06430509907953473,-0.20680076139010894,0.4875429068421053,0.46624114903166797,-0.6147367661704345,0.4694685556736172,-0.13550000119266195,0.07182847431944661
Frontal_Inf_Orb_2_L,0.7591545157841415,-0.2940474835887362,-0.2656175666063126,0.08650348115601422,0.4164503132171654,1.0,0.7605702055983883,0.6527028700512835,0.5850815904911557,0.34924208344056346,0.4427418066575419,0.4818925212390524,0.40525478670875303,0.33355746439896256,0.5706498704461546,0.39493937629920084,0.6610994540143765,0.44579017290793405,-0.014669832103642798,0.5523490010006146,0.043589477843835295,0.5313921563314076,0.690065881210357,0.20733666654083074,0.5915136852836661,0.01422325530487069,0.4449428097096344,0.6084255282086907,-0.03891622736745625,0.21252495287542716,0.538512804035314,0.02386795488538049,0.6977008419761337,-0.10972653990515359,0.15321575160750503,-0.1384940672268089,0.6797593340616183,0.626469286359395,0.2629024503091305,0.4599407510002421,0.09854184296034418,0.059907476353749455,0.7866020403683404,0.344889246732565,-0.031216143962620953,-0.03012805492344077,0.09241615312313695,0.7249106367629671,0.3840822441829161,0.5861054092807445,-0.196617933960518,-0.23561910622272592,0.3452227277869004,0.6864659884956424,-0.06550861009079353,0.5362753690546925,-0.09232237454777638,0.06536574734675801,0.6184958699760601,0.24494080643639662,-0.12876094223040027,0.4447334637329009,0.41249722982402054,0.34768710135507125,0.6021907592310851,0.6284911024063428,0.7584745363226856,-0.2846250597484798,0.019350309981405044,-0.24677149255127268,0.10901766946805763,-0.21750975239270284,-0.3160741558090867,0.08955038511489383,0.5265402288562046,-0.01081534021125779,0.7809730118983526,-0.06189379728621298,0.2713162514420918,0.3358211371989569,0.14020555952665106,0.1331970045512133,0.2801073005982834,0.30911319573488527,0.2401058462103397,0.5257705890650114,0.21026714227537896,0.5338814121348614,-0.029163889680987452,0.396896080769418,0.48462452961865177,-0.21483243337717808,0.33934961216996795,0.38627541117709774,0.3617291007018269
ParaHippocampal_L,0.7084950581115357,-0.2951142916528374,-0.15019873777911277,0.0707285172286406,0.4854286221005309,0.7605702055983883,1.0,0.6623874669377635,0.6807446408504488,0.2165707161738751,0.5396906831386015,0.5837794019625723,0.3477513023949152,0.527144967561083,0.579598889112888,0.4643720060830915,0.7633717181742606,0.5295076180729749,-0.027936458594658764,0.5381045078319961,0.14655611280742564,0.46181244224414797,0.760770214404273,0.4694120755085034,0.4090984001212088,0.13081522014482794,0.5568452392099614,0.6040429125351505,0.027116174713612492,0.16653176948697734,0.6332298673772377,0.07050344816498855,0.6622264092321429,-0.19681214918235396,0.05613590701973904,-0.07269319721137454,0.5691482355050671,0.8075366539266073,0.38330828393429994,0.5386960288819131,0.26178766664896064,0.18333000382262407,0.74406127351889,0.5500799348442879,-0.13098897782419922,0.1436532875452947,0.2279385940728825,0.7284178064799053,0.3061907519011307,0.6902112776409132,-0.04396886030983696,-0.006978568029946389,0.4793135984588647,0.554913349459328,-0.0712893554447254,0.6657836183089375,-0.024489938848262484,0.08006131199765022,0.6822968410655872,0.5254999189801652,-0.05508373739242084,0.5241646949918026,0.3217548116063938,0.3339232886659303,0.4125280254216495,0.6516828340485412,0.8468868775849266,-0.08456496581128799,0.05516734826152486,-0.23621251470491877,0.24056890860148453,-0.16473271107465842,-0.11612376933063405,0.3520121523398075,0.47013396031084553,0.0013247441792345268,0.7981828989928331,0.026742045577420187,0.1988603458202137,0.37131084816725224,0.28120708381074205,0.09016462807194986,0.45800187938645376,0.21996616244302775,0.41295107180349155,0.4556881586002519,0.23225613001007964,0.4694903744682724,0.1891617261467582,0.5757531924834608,0.3830107043494607,-0.19497873477112354,0.5087194792200662,0.516806443174236,0.2634052057101987
SN_pr_L,0.6183826579470219,-0.24193005415386218,-0.15667190619714258,0.08272069358042433,0.3173304568404073,0.6527028700512835,0.6623874669377635,1.0,0.4881033584676538,0.1984705565036687,0.3408300549261511,0.4252656610826066,0.3549267996208804,0.36219800468279795,0.33683807975398766,0.5188127047685149,0.5424595460680717,0.45508957723963295,0.029983875299062587,0.43411155827168285,0.04855284278175385,0.5159766516280662,0.5213338386900104,0.1117642262824716,0.41843652913694934,0.027342417115404978,0.4692082450608377,0.52303604334196,0.048702803353174146,0.058424239596073464,0.37645241842288935,0.14021552217479474,0.5644715504192486,-0.1410346226177113,0.10624143460046921,-0.09332319845481019,0.32739859413254413,0.6605133586374379,0.1241785940879034,0.21301397668776212,0.1532394856764481,0.10242478496767131,0.5055818317237012,0.3356088711462974,-0.07597787978407226,-0.011521963525972725,0.21477420925123158,0.5706548272438338,0.35104838234263336,0.5830365175655045,-0.0670104757600893,-0.0366010405035041,0.36381869063492306,0.4200845049353058,0.09008873819429374,0.4999473826897524,-0.03162896804269503,0.058372641189891626,0.5618308642581228,0.16614293511403924,-0.13271902058354199,0.28323404110472267,0.31900622897241565,0.10486510901708362,0.389180108735843,0.5159394868766991,0.5811615447016616,-0.06855177867947752,0.0801782370304263,-0.19807441056706737,0.2510133433755217,-0.04223622576031399,-0.27344356370594136,0.08525137393087757,0.36974451679680714,0.11582786584198744,0.5828703226252034,0.10296973732818333,0.16156624520867588,0.3045109539581734,0.3486558047350731,0.187414200792908,0.23168651815367944,0.263794067018876,0.28672881776024667,0.40256109693160824,0.17926766975400893,0.4059263681644624,0.08258585550544725,0.48623686650990194,0.1669052862210565,-0.16293661869958878,0.33212074652477747,0.29165752135720185,0.27161295474798464
Vermis_1_2,0.4889321231676725,-0.34070600252609057,-0.2824582366866869,0.03275128147391512,0.3556491008930885,0.5850815904911557,0.6807446408504488,0.4881033584676538,1.0,0.213103671811306,0.26510393117674713,0.25408968692148254,0.3093861536876828,0.48512752324436864,0.4541469450808997,0.31410845297685874,0.4421793623209919,0.2928846248764911,-0.10437265733354975,0.3246189685445069,-0.022254022855418852,0.31591456748883306,0.5442557831393824,0.33833422399953716,0.29808498101725556,0.1302487767806915,0.3165130936719331,0.3844151698759938,-0.09197149654224876,0.031568489327030325,0.32766909100366076,-0.1649729847541848,0.6084423017667817,-0.19277564396526126,0.02148128787678825,-0.16169627812378143,0.40496877168267,0.6394957642445527,0.5516707518498908,0.1097484847786312,0.3383108147891742,0.369681715735338,0.39665305167274445,0.32547348910150187,-0.09235158296176475,0.24656003642670007,0.22559857164108013,0.43835294435171795,0.2616102582559563,0.24276259062527253,0.08606688133988234,-0.059048735485410016,0.22878476740056775,0.39750411729020874,0.0763702124895163,0.42131037643363695,-0.15594479062178548,0.24193979742432933,0.5922094559742057,0.24193280633684736,-0.15558671250691533,0.3114478314773154,0.5243856890609314,0.4873859307985291,0.2528766406686944,0.43998544106547804,0.5680010549807291,-0.029631676067425547,0.14633953710047057,-0.34421926184994256,0.2526405206955582,-0.046087086934321245,-0.1666984812298643,0.37259799343601696,0.32724754410699913,-0.19575281024752297,0.43380222720426975,-0.025728736129710012,0.44474095135803055,0.506049713921291,0.3660172327830602,0.17804983668816424,0.23667917341810718,0.16077436238691425,0.46677148636203014,0.24824746233374445,0.3917814937464014,0.2787529953177777,-0.02727140129143573,0.6552286134112435,-0.02686596695002031,-0.26561477462789895,0.2872937187067152,0.4691074744723568,0.42290012994243414
Temporal_Sup_L,0.5176114261270511,0.3370026213171525,0.21840852113305498,0.23811629668930476,-0.12110666586998628,0.34924208344056346,0.2165707161738751,0.1984705565036687,0.213103671811306,1.0,0.22600807522984862,0.15874784523169322,-0.07238557522535027,0.3723063612937209,0.3571613162192413,0.1378030764178893,0.10440898310964598,0.5736813384818501,0.512261344349051,0.5709396388644714,0.3361353706898465,-0.08203966767816492,0.4104297401037903,0.06759593175573392,0.07656337193481864,0.6133646460173368,-0.09257454894623397,-0.028258784211191042,0.5096856774843086,0.031201069102947093,0.05555842800921751,0.3398688056573851,0.02466495761938117,0.4757798504413125,0.6980736645991155,-0.08684651353302295,0.4577197930496728,0.34822626971440795,0.2192284406476809,0.1077534724254555,0.48849267262640317,0.2444933243611845,0.44515323612028806,-0.10344304798084895,0.6620734475513627,0.05711470478828623,0.23343327512623366,0.03970452753269619,0.6910970271263459,0.1533523651591219,0.21340564606120913,0.10831352800457689,0.4980978910816249,0.7367627678715392,0.38278024033947866,0.014731388555915182,0.26578353572437075,-0.08448828568879625,-0.10469820392578005,0.35106508845012796,0.19562739697665696,-0.17320408524067396,0.6401094270851301,0.366405943506436,0.22434570339381024,0.331271208081363,0.3681447824917627,0.2729396250447999,0.6600952242651256,0.1769638790291438,0.1179872742137645,0.3188362500071384,0.2911940152931948,0.1222425429011488,0.7675354855120478,0.2821394119675553,0.10395229983078504,-0.0392704710124513,0.6677663130294315,0.6233034325386848,0.37312546053974144,0.7790634271361233,-0.014478071852474437,0.8189457232663592,0.503228500866961,0.6795060329114009,0.3885782536525269,0.4275903211429814,0.25504357760050983,0.12277649299698107,0.03350271198253649,-0.027953002410244943,-0.15075808385672945,0.6912821610729044,0.7438303362594428
