,Amygdala_R,Temporal_Mid_L,Raphe_M,OFClat_L,OFCmed_R,Angular_R,ACC_pre_R,Insula_R,Precuneus_L,SupraMarginal_L,SN_pr_L,Cuneus_L,Precentral_R,Frontal_Sup_2_L,Vermis_10,Supp_Motor_Area_L,Thal_VPL_L,Calcarine_L,Thal_LGN_L,Putamen_R,Cerebellum_7b_R,Thal_PuL_L,Occipital_Inf_L,Occipital_Mid_R,Postcentral_L,Thal_MDm_R,Cerebellum_Crus2_L,Cerebellum_7b_L,Cingulate_Mid_L,Frontal_Inf_Oper_R,Caudate_R,Thal_MDl_L,Cerebellum_8_R,Pallidum_L,Cerebellum_3_R,Cingulate_Mid_R,Cerebellum_3_L,Temporal_Inf_L,Frontal_Mid_2_R,Rectus_L,Heschl_L,Thal_VL_R,Cerebellum_Crus2_R,Cingulate_Post_L,Thal_AV_L,Thal_PuA_R,Temporal_Mid_R,ParaHippocampal_L,Rolandic_Oper_R,Heschl_R,OFCmed_L,Cerebellum_4_5_L,Vermis_8,Parietal_Inf_L,Caudate_L,Vermis_9,ACC_sup_R,Thal_IL_R,Temporal_Sup_L,Occipital_Inf_R,Precuneus_R,Thal_PuL_R,Calcarine_R,Thal_MGN_L,Cerebellum_6_R,Precentral_L,ACC_pre_L,Thal_VPL_R,Cerebellum_8_L,Frontal_Med_Orb_R,Occipital_Sup_L,Thal_VL_L,Cerebellum_6_L,Red_N_R,Vermis_1_2,Cuneus_R,Frontal_Inf_Tri_R,Rolandic_Oper_L,Frontal_Mid_2_L,Putamen_L,Thal_Re_L,Hippocampus_L,Supp_Motor_Area_R,Frontal_Inf_Tri_L,Occipital_Mid_L,Frontal_Inf_Orb_2_L,Thal_MDl_R,OFCpost_R,Fusiform_R,Lingual_L,Thal_PuM_L,Paracentral_Lobule_R,Red_N_L,Vermis_7,Parietal_Sup_L,Paracentral_Lobule_L,Vermis_4_5,Cingulate_Post_R,Frontal_Med_Orb_L,Postcentral_R,ACC_sup_L,Thal_VA_L,N_Acc_L,Thal_MDm_L,Occipital_Sup_R,Parietal_Sup_R,Thal_MGN_R,Pallidum_R,OFCant_L,N_Acc_R,Vermis_3,Olfactory_R,Olfactory_L,Temporal_Pole_Mid_L,Thal_PuA_L,Thal_PuI_L,Temporal_Sup_R,Temporal_Inf_R,Thal_PuM_R,Vermis_6,Parietal_Inf_R,Cerebellum_9_R,Thal_LGN_R,Thal_IL_L,Temporal_Pole_Sup_R,Amygdala_L,SN_pr_R,Cerebellum_10_R,Rectus_R,Cerebellum_10_L
Amygdala_R,1.0,0.2993525938304849,0.44229435623758073,0.4039256419493709,0.3157941880526503,0.1675933405930013,0.3744578159647802,0.6852928961183454,0.05359177861030623,-0.05561163225439296,0.8275960627403615,-0.0004634578853568842,0.1725842464414321,0.4902409486188356,0.07782409113283112,0.21057272669796423,0.12397605792370955,0.11671401475965398,-0.20694264411049051,0.6751767591774444,-0.04593669371167677,-0.026315828001550332,-0.0738996637457584,0.1069615991754613,-0.08384019954990488,0.16588711322839095,0.05993745431105703,0.010415565990918363,0.3231568104358498,0.48616308215558773,0.5357517243611051,0.21718938857443004,0.32709684482086937,0.6393754040552004,0.17632051818865005,0.3639903132470717,0.15599092000729078,0.37665173174478034,0.5411486493815512,0.3077373272943669,-0.0172533600922046,0.3092185364808044,0.10553261584679725,0.2413676960897771,0.16184121966871645,0.34546758470222655,0.4064138871570441,0.7041606562370556,0.5146728464728664,0.3929060225309861,0.4712184526922474,0.274262240862792,0.14033307832093778,-0.168970539493206,0.5249157352748222,0.15840151030444843,0.22776608108980897,-0.15203848838771386,0.2953048412654633,-0.08227326942008727,0.054831927463221374,0.3208465509523813,0.03909586023701899,0.005005601321033937,0.19243720296992783,-0.06329343258404241,0.4006565681390616,-0.1160081413240213,0.34368359515975805,0.21432296764134215,-0.031788479183890904,0.25609632017779055,0.2637172962036579,0.29593556627052936,0.3617666138423944,-0.033442959616012555,0.6307733542301367,0.31030468929491917,0.24749181713459367,0.6739321445891225,0.30745553288545147,0.7449993156335214,0.1145762467755557,0.537319861894052,-0.30068558299822445,0.6388206661718059,-0.035209470721183266,0.7266440010819941,0.4884313189093854,0.06943510003581825,0.392079065639705,-0.11210174212858813,0.5311401187806433,-0.040071104505439055,-0.16673182287011512,0.2755921868407072,0.27597635097687256,0.3938643954017255,0.13413941752752528,0.16386978430369398,0.3606629635993981,0.4929465596925357,0.6376537554220949,-0.029608326969624166,0.07261636419690648,-0.07915426037325154,-0.09088610198510785,0.6643960378377981,0.39131747932318095,0.5379308198349954,0.26974439565807756,0.55609516098927,0.5397813069372777,0.05909933180071727,-0.13464293439275682,0.1337154186574865,0.5920796435070655,0.2466368715598104,0.6278595395772529,-0.01220043456049425,-0.08493393440896539,0.3100512201308593,-0.14067426672470296,0.15968865341123206,0.4244340143968507,0.3344826039579463,0.4329065072725349,0.5799619275431035,0.454912694820803,0.6855419791970564
Temporal_Mid_L,0.2993525938304849,1.0,0.16185056848910565,0.12403741795144167,-0.009459679604450036,0.4800038378428253,0.21321928868710371,0.4557228915229598,0.4923139131629646,0.6210850241732245,0.331587187649437,0.5598464053552292,0.5611640461185117,0.47488645938255586,0.5826620967990679,0.32523288327643096,0.3969653912777293,0.6239622214418009,0.39798552861122694,0.36708423833779097,0.3089153551884935,-0.1012391341280161,0.35216664738109177,0.4774005760154093,0.3620587074923181,0.35336888395902305,0.2863148310248278,0.3186600521420334,0.590279309864683,0.40533622862430996,0.0029470594850728934,0.36704493369525854,0.2602957394096733,0.2134966207517398,0.47090248644681443,0.3943614709328453,0.4463272320102187,0.7836524185852586,0.5734194681542901,-0.10361400274235763,0.4000585606003098,0.6475529395363673,0.01616931135044873,0.5468669467016217,0.17635046625395745,-0.18739422681692322,0.2024082720603633,0.4371549175857017,0.47684141913074823,0.31375579426101746,-0.16373486410098687,0.4752010097433365,0.10964802372985163,0.30426166917933595,0.6113414940538978,0.4012647395203382,0.271210190393509,0.4744860313902092,0.6810419499364435,0.3106743889983394,0.4970824070501294,-0.25310715247916277,0.6741822769494266,0.415175262481541,0.4111001600037859,0.23246618013520504,-0.005489145581825034,0.5603364038031488,0.4779203096069304,-0.10932150461443212,0.09891551375090521,0.3861387342716044,0.6020567842390536,0.3564945845531647,0.3586413313474399,0.4347990713973211,0.11420413100802575,0.5816360355978474,0.3795225020349689,0.07636786571577724,0.051160711220594915,0.24969028254994174,0.43902226559371993,0.6112001003808573,0.1354748454356615,0.41161520200558316,0.5036936279760249,0.2998764030349961,0.5060722124046956,0.6496442497326078,0.01253950144505604,0.3976273891752855,0.3870109356569693,0.42818412538737655,0.1960572660477082,0.4063230830118888,0.510968234747388,0.48673307110765873,0.01088524932031326,0.532787676983597,0.36208486135768886,0.0780236468537171,0.3462788019942418,0.29589009637572505,-0.09233855356342217,0.10246766952780595,0.2893323437576275,-0.03606774471410688,-0.03585139543673298,-0.24888161781178905,0.5740587785980197,0.15026357434013252,0.4722870281813507,0.48546451258786244,0.2883300015847734,0.12733842365387077,0.39017673408592024,-0.13238124603476484,-0.11862120355714738,0.4403131732326753,0.3801577534433639,0.4278759680198385,0.31289868965573103,0.49215226841677495,-0.13524528011695616,0.3329921108953633,0.2656652286288216,0.11837411707622214,0.08883523979787065,0.16492959252386175
Raphe_M,0.44229435623758073,0.16185056848910565,1.0,0.19495612965557318,-0.06172127363862902,-0.16607176028754905,0.3385527106106891,0.5583871217067574,-0.250335938754604,-0.22547798133062186,0.48623686650990194,-0.24630231306374892,-0.1223927454351825,0.3996661980376307,0.2772103022877819,-0.10914000781233961,-0.005804549489343052,-0.10299287131137401,-0.2371569579205224,0.34299284749333997,-0.02765608568343665,0.11797128832485132,0.20319118318325202,-0.13673976585495917,-0.3004187306494683,0.05313858878905728,0.32162421911739775,0.06011100180947214,0.12964544329993197,0.3923199905942934,0.6072928845650161,0.23928228308165017,0.5299781316039335,0.4299075106966767,0.07380569922463602,0.32703121980749783,0.19484258228224458,0.2875854130765616,0.22233501178024975,0.33545747721074015,0.20621423201103478,0.3433856746397924,0.2909905083258451,0.22114047896187677,0.15805256985312094,0.36136218387112023,0.4081229095915427,0.5757531924834608,0.26595881128698207,0.5205557234792804,0.366584220555961,0.28550129265011664,0.350601260452763,-0.41122882450420933,0.43946549272251817,0.2479355933291769,0.09900831167157753,0.02551429950479538,0.12277649299698107,-0.263333402927012,-0.20733006030478618,0.4875429068421053,0.055985949573714555,0.27754347756979886,0.2706391738724679,-0.2801453702749125,0.4313262539294112,-0.061633057094955264,0.35443004242676945,0.4402092969702002,0.11602188546601427,0.07092617718425046,0.3257655762350009,-0.02620123276688339,0.6552286134112435,-0.1607543402402727,0.5183945127741814,0.3789698306135113,-0.022676561382557223,0.5427418144406172,0.07131950448750922,0.45335826611721064,-0.13076029163033195,0.22015251513816628,-0.27390470585839416,0.396896080769418,-0.1770981544945957,0.19935822410078724,0.10397462080901977,0.022716206962986433,0.32121613572894087,-0.3449279721108937,0.2679349869799661,-0.020443348804246992,-0.3962205893843184,-0.1767796716160483,0.26721952244379377,0.31783443492782854,0.3986484216300615,-0.12466484225491747,0.32699514024629006,0.6052519432787843,0.4439505541390896,-0.0339460358260977,0.12311564126990078,-0.2564829706741185,-0.24096884838496302,0.3806465858861776,0.3766862773902836,0.547895126455579,0.18224650844984167,0.47735398283840974,0.3241824790695887,0.052691906709332326,-0.22916877967186144,0.1107513558769183,0.4270328156159214,0.49282304837899016,0.5069873323746965,-0.060714958336836704,-0.3858574060275151,0.44150267466607573,-0.06074137881036142,0.44387686007698063,0.5408396572786638,0.19053810157450832,0.04594321068304177,0.4079431065118056,0.13453644265139697,0.5041221167216149
OFClat_L,0.4039256419493709,0.12403741795144167,0.19495612965557318,1.0,0.7303378224157868,-0.2393744907165862,0.24466587727571418,0.43032971823327454,-0.29014974755757034,-0.24357452935546847,0.389180108735843,-0.3966020141697541,-0.2333084346922647,0.29737235807805346,-0.21130461492361627,-0.30974973228887437,-0.24730978757156916,-0.32920704072811574,-0.6533982987820557,0.514150443374826,-0.4785176562598774,-0.016333681909515497,-0.2336213115263756,-0.0731350501793757,-0.3913235356470684,-0.44622796545408966,-0.11816426237851387,-0.5071538626768131,0.05587609544293053,0.10425263983320662,0.33093013794519033,-0.43496420232647093,-0.06892205783564355,0.054001973085028555,-0.3409230943701305,0.24543436858222925,0.3763521469333084,0.41637085228708387,0.10714691138702352,0.17413823555112173,0.30302932033451546,-0.20075288135840622,-0.02703938197099047,0.18763665580995828,-0.27118375542804585,0.07243203026596483,-0.07046149152967907,0.4125280254216495,0.18313193093128752,0.33850903041013874,0.6718783983297086,0.47079451947592027,0.37858513682575196,-0.49050752364721717,0.26159330681386483,-0.3337499752334481,-0.139552576755888,-0.6539588991976488,0.22434570339381024,-0.3852317561735277,-0.20478921243460008,0.5221729354049182,-0.25207419928329594,-0.343555760520561,-0.03127956113402866,-0.3495887200299662,0.5376917293799404,-0.46398610101185167,-0.07091154860484067,0.6148659117511083,-0.2047870895433032,-0.15618954117972547,0.21980323461118903,-0.20274362478596678,0.2528766406686944,-0.5648193822562305,0.32955552406898575,0.5381484997142717,-0.11825884903472011,0.2903551554917165,0.0766860399646689,0.31084250808292463,-0.23634605959198868,0.37936207610686995,-0.3907200514744266,0.6021907592310851,-0.3557086458269601,0.307505350009055,0.03743367261909968,-0.1333139918448926,-0.07670225941050407,-0.43613713135444443,-0.2235576756208879,-0.16788296052930418,-0.3524246944829428,-0.38550313306382816,0.3936659261548473,0.2874809797548438,0.6007818736635862,-0.30956044342511724,0.42628480616736414,0.7250183950772754,0.5618955781314775,-0.7464692268477295,0.1636666224814339,-0.3717500229045369,-0.4818859405860349,0.32844876161395353,0.7893870937540348,0.3180462000607822,-0.007886326114922466,-0.055891130935086145,0.20394246738505575,-0.05782373673158984,-0.743349446359596,-0.39216366268439495,0.10447592530460026,0.10440320108411272,0.4469596169316637,-0.09154897248922603,-0.4357370611110962,-0.04326788393935405,-0.6258533167115456,-0.2959799699701836,0.3431699376985204,-0.1291059404381098,0.07897181926557484,0.322445044834076,0.2800472419689787,0.3325821567262001
OFCmed_R,0.3157941880526503,-0.009459679604450036,-0.06172127363862902,0.7303378224157868,1.0,-0.12803678122636758,0.260762452089775,0.28787555365046263,-0.09977299474407089,-0.2402297151688887,0.1669052862210565,-0.20506020823816898,-0.13619714777306693,0.14937542672170126,-0.3500064442921555,-0.19174091591670875,-0.16808029185169449,-0.211345309386777,-0.4308718631358997,0.5913973644264673,-0.514130434705913,-0.03757328320712603,-0.46146390298118184,0.022202056013228114,-0.23366795414194813,-0.1619786343323216,-0.3031650211642158,-0.4220767324473706,-0.025975956664564263,0.005023259219709567,0.2941391904422281,-0.3683253645554035,-0.24408696450955547,0.2786972820289622,-0.4006578626830808,0.05785403612247827,0.031055885997601285,0.17431191936567844,0.1390283449717548,0.23866675479612737,0.11283807857753864,-0.19514827930480919,-0.25547045804582996,0.05517930302335671,-0.011536092168482366,0.26630254175009266,-0.0707547506749298,0.3830107043494607,0.13522313765146388,0.043909803140883726,0.4649318723640398,0.09909519081562602,0.1244433472664539,-0.25692335747954137,0.2360964318951844,-0.3422001043016969,-0.011783821246139612,-0.5808655404312512,0.03350271198253649,-0.3199252368228329,-0.11271344022175642,0.46624114903166797,-0.22846576611572392,-0.25002819656311753,-0.17762550289315918,-0.2517983968678323,0.3949905833520843,-0.4526734198279934,-0.08130690728387102,0.3131258289302276,-0.2993309516304341,0.04407491636679889,-0.026640544117019063,-0.2447878358935482,-0.02686596695002031,-0.3595511207119461,0.29146792358759704,0.29125277284542367,-0.0680407976479057,0.37925384132727635,0.3749879527434163,0.395072102266564,-0.17937491807178413,0.3075810947551951,-0.29188792553944987,0.48462452961865177,-0.3875771763309288,0.39131038155950176,0.1555439104180414,-0.24482474976368915,0.20519962492929208,-0.1476798894889343,-0.27666499271886724,-0.33173430075899746,-0.17059717093117274,-0.15508585570177286,0.090649712824451,0.12670544637715891,0.25192784273157043,-0.13971392093799676,0.3560218265827538,0.46973054628840083,0.5727813896821354,-0.5256859479147469,0.03804329420103269,-0.12467372459683108,-0.24851320900097568,0.544249951199946,0.4843036398105249,0.33428988247264163,-0.1924918269937801,-0.14478689385600535,0.26940428221557816,-0.09919181849664215,-0.4839730557926152,-0.25988227360586214,0.1221975431340125,-0.015064690135683085,0.4811453926866288,-0.22026983787728213,-0.15266913998658685,-0.16507397457618925,-0.4495067553058413,-0.3170631482267347,0.25611560422975904,0.09931373133801331,0.28264289760262357,0.47120352234317237,0.5924261447999637,0.3794168307095839
Angular_R,0.1675933405930013,0.4800038378428253,-0.16607176028754905,-0.2393744907165862,-0.12803678122636758,1.0,-0.11379628716401788,0.1326934178511887,0.8617206831746571,0.7016570835035173,0.11582786584198744,0.8704683290838414,0.5658021638431,0.20797760948667338,0.2225271441575013,0.3645451421050667,0.6727153902726106,0.8404949740967438,0.5506437761062629,0.01951193925833899,0.5495016293803157,-0.07867374512999603,0.14035146891842795,0.31282384504623284,0.6274151826251566,0.5309801580101552,-0.2139372511211532,0.2340107988457876,0.5247810006824336,0.24151735704434515,-0.03640949945087606,0.5697349719461837,0.05035352075528609,0.21421620205133893,0.5092746373223556,0.17758651449315727,-0.15284883845707653,0.0606204618320061,0.48020250694190797,-0.14936745138269153,-0.3633225860662464,0.47592191479207374,-0.11475743899753169,0.21805389984546894,0.12565757304136413,-0.2852935296938785,0.26879072075843996,0.0013247441792345268,0.23478534991932595,0.05355680304182884,-0.2510183590082473,-0.14785626450452308,-0.5324722963828908,0.6532989297494362,0.2710618040829195,0.43427319853947427,0.09033444785715596,0.5351071257760694,0.2821394119675553,0.734409724286648,0.7997653602406403,-0.6047530100477342,0.5058501181713305,0.38740014395653094,0.02535525780684282,0.48635358091410463,-0.3787395129503027,0.6956241163579924,0.22697363537478327,-0.3140366840979594,-0.20593271376609187,0.5441186063147545,0.15849256997769015,0.7177048195195891,-0.19575281024752297,0.6714350894031621,-0.09812820027372332,-0.1468694959356798,0.2867616441350468,-0.03835408862881218,-0.0034806718277975864,0.12786862492873968,0.3864226950245421,0.19235708228222262,0.209895271963098,-0.01081534021125779,0.7638522194991888,0.11440755606294446,0.586249890596116,0.5245297982416459,0.07291460677934801,0.6224958046184698,0.5393521276920221,0.31349951622832484,0.65382522570448,0.7529841098121903,0.014822099862426889,0.25221012569731943,-0.185710017821028,0.7386804018340356,0.027993682402139113,-0.35214876159259234,0.0038366784772809123,0.6144992467154073,-0.1642893418525805,0.5596824685865796,0.5465256918102162,-0.029345416673896358,-0.25550815818673583,-0.2154903863632573,0.41314774752223066,0.18750957994037717,0.4175794310257056,0.04640563681323022,0.7309150671118259,0.5497048072621575,0.30642266463284423,-0.37258575175680936,-0.21529628967847184,0.3598211516972455,0.760181684307174,0.045891632878082095,0.4076937031450712,0.21152130678346884,-0.3889739847349599,0.1754139990570832,0.04449405368433655,-0.08634934460660458,0.1421841948522641,0.05122749422639447
ACC_pre_R,0.3744578159647802,0.21321928868710371,0.3385527106106891,0.24466587727571418,0.260762452089775,-0.11379628716401788,1.0,0.5448337164446525,0.04594158256215865,0.005725265490608865,0.33683807975398766,-0.1680184283933941,0.32230853370433554,0.7428660145688958,0.22567275031941442,0.33109504602055495,-0.03760875937695188,-0.03175192141808115,-0.03211991175563002,0.6148124222716682,-0.09883282666090525,0.2139226602920585,-0.07735387559514047,0.14222691653382533,0.13321976292119853,0.32999056264431315,0.02439946678743673,0.10349120746012444,0.37579766838403916,0.53640251544811,0.5752223793613437,0.17444981689496752,0.22055817853166682,0.5789388436218078,0.15082933092047365,0.502021656194275,0.11325329356357274,0.3164138053989172,0.6325474381246662,0.5557127583859087,0.47853440282024307,0.448947602265178,0.023625852684183622,0.3870970030981176,0.6348531704519061,0.5923977435632769,0.3251992517140229,0.579598889112888,0.6168006922630419,0.30043748261035313,0.27539159473047264,0.18823483948268177,0.2848903819600785,-0.04129204244189503,0.6660000711795703,0.05732639539545807,0.7562663638070374,-0.00993228638128716,0.3571613162192413,-0.262397351555169,0.0680555532692191,0.4036968540524505,0.07634701535649523,0.26061332122802205,0.27820755415485254,0.1366312327156706,0.7742953414850481,-0.1361288954993075,0.27508518724100717,0.22935941666106646,0.09300074491970611,0.2987034947381484,0.11606367482290185,-0.2143515095709982,0.4541469450808997,-0.010319851408709137,0.6948156389750438,0.5877715397588841,0.4866894604085592,0.5634527577876446,0.563042682508249,0.5164076949939854,0.3414096174593147,0.6675528566015553,-0.18288398242879397,0.5706498704461546,-0.28887631344849696,0.39548146682943136,0.2759859621506376,-0.07950710854291763,0.46182704947908265,0.1384553229172213,0.13947031752785996,-0.11676415381828469,-0.20666198609449457,0.16427695355923597,0.2357781698094429,0.2525493265405836,0.13517406367931104,0.2926011582406454,0.7451484731361979,0.41634535587599913,0.46388285801305146,0.06729007536713938,-0.00473043685872097,-0.06319860919532697,-0.0019866847969403313,0.5883555926493822,0.3525063928750079,0.5092568990648201,0.10668087574392507,0.44912451539632325,0.47533496732583935,0.09087289606627891,-0.15582497219124247,-0.11892795866571743,0.5480121657770439,0.30530690784537057,0.46592628903532174,-0.05386279844921642,-0.04194646956054515,0.3528289825103406,0.21431326217418598,0.4159755141496789,0.4687400684552084,0.6218038925761763,0.5655764287790918,0.629050763943951,0.5060398738047848,0.6366406047046788
Insula_R,0.6852928961183454,0.4557228915229598,0.5583871217067574,0.43032971823327454,0.28787555365046263,0.1326934178511887,0.5448337164446525,1.0,0.02595295241528177,0.08775435606502288,0.6183826579470219,0.0044326753548655645,0.17087292000869866,0.6878524036285286,0.3331166261500772,0.11374474199599317,0.3293990556491439,0.1470234698625748,-0.13301777651397742,0.8100477469917339,0.03955835904696002,0.058042916919028555,0.2733505471508908,0.07531781491861878,-0.0410553736291575,0.22881006157180442,0.2760490309271526,0.06530512409439053,0.47971854033730943,0.7525538777785105,0.7125501617765707,0.33739291258356874,0.4745873322639643,0.6507731948324821,0.23067438773876248,0.6112816516831988,0.2583378029447683,0.5009113906330325,0.6589857908955425,0.1747156380044821,0.23873380798438604,0.45992997297651794,0.33801583126432877,0.4573127949309062,0.15159549602060157,0.29318818135116226,0.5652708465344747,0.7084950581115357,0.7510916757295744,0.7754836673884974,0.3541564086103647,0.42263008418626324,0.2840105265436909,-0.24233412680134045,0.7022414000084353,0.3004613170503001,0.2950685106947537,0.01985403913097365,0.5176114261270511,-0.06654195178633651,0.050146032682698294,0.3602095040852902,0.2171446728382444,0.2474100275723068,0.32575883625999247,-0.04549414051235343,0.5277278160289679,0.12676104504362481,0.5363521595704743,0.3583841944863811,0.07628215372519428,0.37605897629736695,0.5295516986731313,0.18308270881180902,0.4889321231676725,0.021863496974644514,0.8071542743785264,0.6709256803235465,0.261426745082332,0.7472374550968113,0.153762161447061,0.7049093308220387,0.09207802878285731,0.6714591466744224,-0.17575314869948766,0.7591545157841415,0.08375395114459795,0.4461541793620341,0.418273501781341,0.2542236322792342,0.36110112267106836,-0.1944275602827257,0.3234608241758488,0.09259546743054295,-0.31710529491343875,0.11629137789869574,0.46347966994128315,0.5817432386972528,0.3785950281859319,0.2019423439973427,0.73671646826345,0.6592315019423084,0.6670405471449922,0.016346266766962037,0.08672811236393575,-0.1730296958031997,-0.01469595378797961,0.587237744409671,0.41296377458384764,0.5617786832202735,0.38620435732112834,0.600336314343531,0.697978044566994,0.13891416762138342,-0.12810390814683803,0.28105289649771886,0.7686722876850357,0.3888603905030949,0.6083676438805372,0.08565490726881246,-0.22078831956682207,0.5204687950269141,-0.010208627941318844,0.38059410300744495,0.5299190645889074,0.3270332774235199,0.21050098548258236,0.5059477871432836,0.31406098689382206,0.6628026233142464
Precuneus_L,0.05359177861030623,0.4923139131629646,-0.250335938754604,-0.29014974755757034,-0.09977299474407089,0.8617206831746571,0.04594158256215865,0.02595295241528177,1.0,0.822898451167166,0.004639649233345987,0.860576410739669,0.7125469863864785,0.2772857774073458,0.22996152629960287,0.545995523780525,0.5357339024780743,0.8585423163729322,0.6489310125709354,0.0573484689348933,0.4240287965917022,-0.10727189253346348,-0.0025713953651020412,0.37113878122251137,0.8244298119751503,0.5396380864082558,-0.3373639914743745,0.2465721964868395,0.6400632270245121,0.20568366311286332,-0.16034218655534238,0.5107480791044716,-0.11774826561276289,0.19647503119674314,0.557162655844755,0.23499055165328864,-0.04057109753586709,0.05087875904114758,0.4904901589465753,-0.010737707783680073,-0.20999972793012406,0.5388006483999032,-0.27073792719810735,0.3749180806841732,0.3677096453820401,-0.1406094590056595,0.18326152160027323,-0.002524114630417241,0.28895691897583403,-0.09666008508998533,-0.26389933175570834,-0.09618858714944072,-0.45328133263101555,0.8587082678722453,0.3279987507464052,0.2824178836464901,0.3341943272474347,0.5416833722040383,0.3719346728251106,0.6193764103761233,0.9227664764704548,-0.5826903972972244,0.6078691816135322,0.4166376587809182,0.09985501037259478,0.6800774361467139,-0.3184918112420323,0.5952129675430424,0.06259505543537187,-0.4126230141932359,-0.2962207010532096,0.5755966093651069,0.09425542831498422,0.5330135184357097,-0.16148037281979435,0.6996582724854962,-0.1482752234605755,-0.04618880021229877,0.479628332263571,-0.0971836282984806,0.1658447978482884,0.08890221466168098,0.5994627964335191,0.32215011593374776,0.17108395884473593,-0.017369714703056108,0.6219006081830397,0.1853523142176519,0.6666274770902586,0.5173349384842639,0.1188713115484657,0.8432270849531233,0.45337493216565117,0.31273038524056157,0.7416557817488831,0.8568254010658641,0.07791978327137461,0.26180112062788136,-0.3120435850196955,0.8344826120660948,0.06621457456392299,-0.46655440707629275,-0.0320097364854833,0.6425281671709073,-0.2251013789031837,0.6386891815114201,0.5656244399040069,-0.018745098314296587,-0.3048027194650726,-0.2973223952170177,0.3942943616663215,0.09616310229489988,0.3577226888043668,0.00801382847040022,0.7186480485162989,0.3143592009996271,0.27798353259138614,-0.36784680897517374,-0.2951974823613711,0.4539592459617251,0.870444467309313,-0.01739995917329423,0.49435392554081375,0.24720881659743782,-0.42003843813600755,0.3237718316490589,0.29579705187801075,-0.002244797886989838,0.25182408050733956,0.05955115720184108
SupraMarginal_L,-0.05561163225439296,0.6210850241732245,-0.22547798133062186,-0.24357452935546847,-0.2402297151688887,0.7016570835035173,0.005725265490608865,0.08775435606502288,0.822898451167166,1.0,-0.07597787978407226,0.7652345308215726,0.6832954676436294,0.33635449893625946,0.45267322916561153,0.6096649263762377,0.5311352928477368,0.8311565028025605,0.6496586709634551,0.015316849620202702,0.5380690154103522,-0.10892587041611014,0.2645746384820974,0.288677953263566,0.8785436811135573,0.40085766593169475,-0.03754393836497617,0.39351882047663256,0.7428213602054914,0.2506074961137277,-0.3278780488897167,0.4166502474994453,0.049454177107767026,-0.038223596334264406,0.631199014827374,0.41038114128640624,0.26458249822731417,0.18885739464919055,0.42861222859228726,-0.29493599154381756,-0.014500009040105535,0.48667763052416435,0.03652204471095428,0.5486941148078404,0.1585146486952506,-0.3064753268093262,0.1649866367406497,-0.13098897782419922,0.3927684617894828,0.08654990230596818,-0.4299029041466568,0.20444371925880048,-0.1853441816205327,0.8165460096235632,0.26076192464611564,0.3789443742999858,0.30845321750818444,0.5791966680487548,0.6620734475513627,0.5796951799106775,0.8233359106497425,-0.637774842355235,0.6912786384987294,0.3378245887683955,0.3169673127430363,0.8045313517638231,-0.3701320277734949,0.6548639448983153,0.17719160744341153,-0.43587029641140934,-0.1294908907457802,0.4390010359459568,0.32388332860838986,0.4997804767248354,-0.09235158296176475,0.6297363029326152,-0.17481573889476515,0.1521212284493633,0.6328880221063592,-0.27552664815930683,-0.10145723452141812,-0.09438470205969923,0.707388814028176,0.4380742903748823,0.3155530274226665,-0.031216143962620953,0.6874438310812377,-0.018900845183883054,0.5359270669778268,0.6871306002203879,-0.13335724809306615,0.6491038861502627,0.39884134774405383,0.5673203413251201,0.5560278734112918,0.6612877927662181,0.3550311603456991,0.38592619780478427,-0.2646478117726535,0.6810968149897307,0.11246279041862653,-0.4547912137413636,-0.18399018826213723,0.5233406122026727,-0.09032323806081384,0.45879636240929805,0.5078146530091795,-0.26758829757428737,-0.3517419756402962,-0.4808861005860699,0.6099195252750266,-0.014150101819636173,0.3027714421131234,0.18867136394192083,0.6082452359676683,0.22811195468307896,0.23022400406993856,-0.2510402871572985,-0.4328660989698189,0.638307985065708,0.6083697892233471,0.17143650556439943,0.45304145238918314,0.2519695311510572,-0.3951731985609619,0.20486333952082225,0.1033239512302533,-0.24346137816871213,-0.03622975836192028,-0.11485230837593277
