,Supp_Motor_Area_L,SN_pr_L,Insula_R,Frontal_Inf_Tri_R,Vermis_10,Vermis_8,Cuneus_L,Thal_MDl_L,Thal_PuM_L,Heschl_R,Hippocampus_L,Thal_Re_L,Cerebellum_6_R,Frontal_Inf_Oper_L,Occipital_Mid_L,Thal_LGN_L,Vermis_9,Thal_AV_L,OFCpost_R,Thal_PuA_R,Frontal_Sup_Medial_R,Cerebellum_4_5_R,Raphe_D,Temporal_Pole_Mid_L,OFCant_L,Cerebellum_10_L,SN_pc_R,Cuneus_R,Cerebellum_7b_L,Cerebellum_9_L
Supp_Motor_Area_L,1.0,0.04756397010791116,0.11374474199599317,0.22485638322974852,0.410119374777826,0.11704115776506072,0.39498312488717124,0.292553348491927,0.11495761317098634,0.07298523835474127,0.11392039592123594,0.14550573370149195,0.561791471534567,0.5072574065276413,0.22404003918081297,0.4627475725570816,0.37865430950762285,0.3923736807632997,0.18091107672748138,0.18216380836886,0.25399436261199504,0.2515717581715968,0.003943298620734045,0.08203306439794243,-0.3494130844008048,0.2036324084536433,0.3680515210636564,0.48481079989074355,0.6087984086761299,0.40742733548321736
SN_pr_L,0.04756397010791116,1.0,0.6183826579470219,0.5159394868766991,0.07473766989728553,0.17926766975400893,-0.03162896804269503,0.2510133433755217,0.3356088711462974,0.44558897614748477,0.6098348242389343,0.3190796796173425,0.166735115959387,0.17560581051802443,-0.3526320935572742,-0.27344356370594136,0.11725583436572246,0.1117642262824716,0.5830365175655045,0.23168651815367944,0.4252656610826066,0.16156624520867588,0.4923673283355537,0.11443185001159782,0.4383847043489875,0.5748812814196914,0.3412369051703859,-0.09426008267712331,-0.033579403830769856,0.4750226551980801
Insula_R,0.11374474199599317,0.6183826579470219,1.0,0.8071542743785264,0.3331166261500772,0.2840105265436909,0.0044326753548655645,0.33739291258356874,0.36110112267106836,0.7754836673884974,0.7049093308220387,0.153762161447061,0.32575883625999247,0.48097189459880746,-0.17575314869948766,-0.13301777651397742,0.3004613170503001,0.15159549602060157,0.4461541793620341,0.29318818135116226,0.6721835233868835,0.31396609880265514,0.5030851050016105,0.13891416762138342,0.41296377458384764,0.6628026233142464,0.39685957818969114,0.021863496974644514,0.06530512409439053,0.6486446443453537
Frontal_Inf_Tri_R,0.22485638322974852,0.5159394868766991,0.8071542743785264,1.0,0.27670648445508056,0.3557837676836325,-0.24835871399637674,0.2074059306546586,0.5084868531201197,0.6061806292356471,0.7157127704438566,0.3613640366339954,0.36916876037694824,0.27213057942895724,-0.2333706714002018,-0.21272318102460305,0.2531396998994027,0.3324252185435022,0.3834243788833961,0.5756788412859188,0.7613287737532698,0.2387253907587252,0.5046107185982615,0.09004872026000672,0.3889925746765918,0.7642413818152971,0.3596095734562866,-0.06951974662361171,0.15828073798325362,0.6584896540444157
Vermis_10,0.410119374777826,0.07473766989728553,0.3331166261500772,0.27670648445508056,1.0,0.34381297456607146,0.3172794251799232,0.3289891318791442,0.12803580811757329,0.3971501670238853,0.16788389635794826,-0.09895800878723038,0.7802666398082886,0.42057152987577295,0.24586464448894207,0.5243299301823449,0.7957751122426056,0.21765348765503753,-0.027646818337219638,-0.009065676648688455,0.18319308902496256,0.5578771002887293,-0.15557193845101744,0.6574142307884581,-0.22198975311076816,0.17494728016696826,0.10334717129511718,0.48654700481213536,0.7473509356567174,0.6969418573929698
Vermis_8,0.11704115776506072,0.17926766975400893,0.2840105265436909,0.3557837676836325,0.34381297456607146,1.0,-0.4570936582319079,-0.334507426750167,-0.055001196013046004,0.46410354398946224,0.06448734724905383,-0.11364347870542674,0.6930320779231341,0.312668770211887,-0.10329518800019835,-0.3681660024292582,0.11000374617828024,-0.14372573616982398,-0.039180726889503664,0.2556446563985745,-0.09037226195713406,0.7126878264692885,0.1530265715633527,0.2269673180435252,0.26654294009351176,0.2469023168586102,-0.00291616355837596,-0.34264545765796556,0.23975806996924456,0.25736724586297555
Cuneus_L,0.39498312488717124,-0.03162896804269503,0.0044326753548655645,-0.24835871399637674,0.3172794251799232,-0.4570936582319079,1.0,0.5911693991407396,0.03225493133864684,-0.11648143519380838,0.007080214647920098,0.0020573090834514695,0.07340996869765841,0.23675118883011162,0.3298350223304793,0.6854359822738783,0.4207948037150076,0.19092119889418774,0.0762276473132979,-0.34781640662112073,0.11885713156578154,-0.06374333859161128,-0.19083772015916686,0.1991813169536313,-0.4942990935919175,-0.13078226728189316,0.13843313940791552,0.8028470209927426,0.3440445344070782,0.24313935907728862
Thal_MDl_L,0.292553348491927,0.2510133433755217,0.33739291258356874,0.2074059306546586,0.3289891318791442,-0.334507426750167,0.5911693991407396,1.0,0.384463447464901,0.20529231901406106,0.42531058908873265,0.08077157809297716,0.07560357364028829,0.08990294356198043,0.16221481210468877,0.5293827897388377,0.4668862972769749,0.4863052730983814,0.15346370220963582,0.002920815817146539,0.4707534260506765,-0.1435362669116667,0.021294876972822157,0.07142433390457219,-0.35082240851973856,0.20807238117374366,0.14620335657725098,0.5796096631595561,0.3030440925630179,0.4414103395362217
Thal_PuM_L,0.11495761317098634,0.3356088711462974,0.36110112267106836,0.5084868531201197,0.12803580811757329,-0.055001196013046004,0.03225493133864684,0.384463447464901,1.0,0.07810256800650872,0.6816207910300085,0.5855931200810227,0.08421428729343006,-0.08096957231894665,-0.18199184961967477,0.08267723014948028,0.24521124151987586,0.6287669484376788,0.423070744298633,0.6480263168658894,0.5528017192841173,-0.22663639128743762,0.19863984441035906,0.05724078275670687,0.0215840180425753,0.6625194891900306,0.2028957947987524,0.15808162704214682,0.19112586876247512,0.5715972598311627
Heschl_R,0.07298523835474127,0.44558897614748477,0.7754836673884974,0.6061806292356471,0.3971501670238853,0.46410354398946224,-0.11648143519380838,0.20529231901406106,0.07810256800650872,1.0,0.3425512695996843,-0.24352376817521185,0.4788104904900595,0.41333635929255763,-0.0504879067101479,-0.18404082959617704,0.39219768049499015,-0.17874126059937553,-0.012984604897424276,0.1177945568024858,0.4032092900273542,0.4521501155745596,0.4781507593899718,0.08090402652767865,0.3792077681477304,0.40408391388278797,0.24379545056979565,-0.08816314439842544,0.11152937688839418,0.47488599970862555
Hippocampus_L,0.11392039592123594,0.6098348242389343,0.7049093308220387,0.7157127704438566,0.16788389635794826,0.06448734724905383,0.007080214647920098,0.42531058908873265,0.6816207910300085,0.3425512695996843,1.0,0.4541105031708424,0.1505586490526103,0.12652016761470258,-0.31346925726880936,-0.04111560013725251,0.21829823317237562,0.48317579367458174,0.6559106862567372,0.4648320061765738,0.6557067649868809,0.01813730603014545,0.5208284496565659,0.028740362028742174,0.29080041983237603,0.8160748651325588,0.5071782650835802,0.021659059012672496,0.02604400029228841,0.7058264660942196
Thal_Re_L,0.14550573370149195,0.3190796796173425,0.153762161447061,0.3613640366339954,-0.09895800878723038,-0.11364347870542674,0.0020573090834514695,0.08077157809297716,0.5855931200810227,-0.24352376817521185,0.4541105031708424,1.0,-0.07349673556424555,-0.0161725953266877,-0.22283724062228455,0.03739525704974722,-0.17048144180613903,0.7159963714258291,0.5064091672797116,0.5824597168994223,0.41420568780175293,-0.24161230446866674,-0.07089290616260384,0.05256967343063488,0.13636249884065182,0.5341294787253045,0.02490213746548271,0.061773351513227555,0.011446230511016241,0.294336070587256
Cerebellum_6_R,0.561791471534567,0.166735115959387,0.32575883625999247,0.36916876037694824,0.7802666398082886,0.6930320779231341,0.07340996869765841,0.07560357364028829,0.08421428729343006,0.4788104904900595,0.1505586490526103,-0.07349673556424555,1.0,0.4389582567216539,0.13333341021382802,0.21910470178516084,0.6080597801965968,0.1268233008495616,0.023640744932666418,0.18616666654863762,0.14054871606945205,0.6916427315852133,0.035233078617677153,0.44244722541934917,-0.04170887776984924,0.28173955240461646,0.16527254157578666,0.2686517098945441,0.7355291388875701,0.6130925684480713
Frontal_Inf_Oper_L,0.5072574065276413,0.17560581051802443,0.48097189459880746,0.27213057942895724,0.42057152987577295,0.312668770211887,0.23675118883011162,0.08990294356198043,-0.08096957231894665,0.41333635929255763,0.12652016761470258,-0.0161725953266877,0.4389582567216539,1.0,0.032745891974769355,0.14343373330052103,0.17469832113273764,0.06350910421026652,0.15751553317614447,-0.030718034993423134,0.1061676932803391,0.6080564414159317,0.14155070485554844,0.17995560485265175,0.1020048008598915,0.18517764598968225,0.3129875875791127,0.15537796377984703,0.17910745506730028,0.3258950026761106
Occipital_Mid_L,0.22404003918081297,-0.3526320935572742,-0.17575314869948766,-0.2333706714002018,0.24586464448894207,-0.10329518800019835,0.3298350223304793,0.16221481210468877,-0.18199184961967477,-0.0504879067101479,-0.31346925726880936,-0.22283724062228455,0.13333341021382802,0.032745891974769355,1.0,0.3959211863793256,0.26883026303030916,-0.07478938462757738,-0.3655953768533445,-0.2606012803950164,-0.12160385754647347,0.03254643613381193,-0.23816102531836286,0.25480707869839225,-0.43743339781475465,-0.3519743955868681,-0.113478623721761,0.39897103537663203,0.3314198173128122,-0.04313717211932051
Thal_LGN_L,0.4627475725570816,-0.27344356370594136,-0.13301777651397742,-0.21272318102460305,0.5243299301823449,-0.3681660024292582,0.6854359822738783,0.5293827897388377,0.08267723014948028,-0.18404082959617704,-0.04111560013725251,0.03739525704974722,0.21910470178516084,0.14343373330052103,0.3959211863793256,1.0,0.5064275461437218,0.4101821751597528,-0.004634236673511065,-0.1352452017549884,0.0509113459119956,-0.08229385925606401,-0.46777392007744434,0.338343612949402,-0.586641035661929,-0.1549451666312332,-0.04283863065180175,0.7525893771094792,0.5859037867758374,0.27351957885784106
Vermis_9,0.37865430950762285,0.11725583436572246,0.3004613170503001,0.2531396998994027,0.7957751122426056,0.11000374617828024,0.4207948037150076,0.4668862972769749,0.24521124151987586,0.39219768049499015,0.21829823317237562,-0.17048144180613903,0.6080597801965968,0.17469832113273764,0.26883026303030916,0.5064275461437218,1.0,0.08331807183801641,-0.09519754835660875,-0.019063122520910122,0.2741485083410589,0.24373719188054926,0.0980422491242383,0.5052426563740781,-0.3283199801634909,0.17632960351486787,0.23417248125338694,0.5334625099014164,0.75845968645741,0.728548993482182
Thal_AV_L,0.3923736807632997,0.1117642262824716,0.15159549602060157,0.3324252185435022,0.21765348765503753,-0.14372573616982398,0.19092119889418774,0.4863052730983814,0.6287669484376788,-0.17874126059937553,0.48317579367458174,0.7159963714258291,0.1268233008495616,0.06350910421026652,-0.07478938462757738,0.4101821751597528,0.08331807183801641,1.0,0.4227109283293175,0.5620724037078861,0.495972258758961,-0.1667561661503706,-0.24972650005602748,0.08919735391792892,-0.10548288727751567,0.49729110962326534,0.05503437381892238,0.3803821455810573,0.2600162542085167,0.4315787231412027
OFCpost_R,0.18091107672748138,0.5830365175655045,0.4461541793620341,0.3834243788833961,-0.027646818337219638,-0.039180726889503664,0.0762276473132979,0.15346370220963582,0.423070744298633,-0.012984604897424276,0.6559106862567372,0.5064091672797116,0.023640744932666418,0.15751553317614447,-0.3655953768533445,-0.004634236673511065,-0.09519754835660875,0.4227109283293175,1.0,0.3660412146557177,0.4348624111781857,-0.07875002098603642,0.14388675654494615,0.09143479801266645,0.3247499303503383,0.5668786985361999,0.33149598168983396,0.0703530489835909,-0.0304431365692162,0.39503891809619146
Thal_PuA_R,0.18216380836886,0.23168651815367944,0.29318818135116226,0.5756788412859188,-0.009065676648688455,0.2556446563985745,-0.34781640662112073,0.002920815817146539,0.6480263168658894,0.1177945568024858,0.4648320061765738,0.5824597168994223,0.18616666654863762,-0.030718034993423134,-0.2606012803950164,-0.1352452017549884,-0.019063122520910122,0.5620724037078861,0.3660412146557177,1.0,0.49113948469121566,-0.11234034901540212,0.14835529637583802,-0.11796282226946346,0.26655662418946297,0.6548752394008396,0.0509709527568154,-0.1046868572060989,0.08958625518127532,0.3527553982967462
Frontal_Sup_Medial_R,0.25399436261199504,0.4252656610826066,0.6721835233868835,0.7613287737532698,0.18319308902496256,-0.09037226195713406,0.11885713156578154,0.4707534260506765,0.5528017192841173,0.4032092900273542,0.6557067649868809,0.41420568780175293,0.14054871606945205,0.1061676932803391,-0.12160385754647347,0.0509113459119956,0.2741485083410589,0.495972258758961,0.4348624111781857,0.49113948469121566,1.0,-0.1520241293530788,0.31084990074330715,-0.10217521687127046,0.2617442131718584,0.7178858138779379,0.32739377509030093,0.24554765197464232,0.13197679766048961,0.6207435637970797
Cerebellum_4_5_R,0.2515717581715968,0.16156624520867588,0.31396609880265514,0.2387253907587252,0.5578771002887293,0.7126878264692885,-0.06374333859161128,-0.1435362669116667,-0.22663639128743762,0.4521501155745596,0.01813730603014545,-0.24161230446866674,0.6916427315852133,0.6080564414159317,0.03254643613381193,-0.08229385925606401,0.24373719188054926,-0.1667561661503706,-0.07875002098603642,-0.11234034901540212,-0.1520241293530788,1.0,0.1603809744061535,0.4179629587959408,0.14465267701008944,0.026216235684157325,0.12298274612519798,-0.058611897286291334,0.24819662642779936,0.2707977078001604
Raphe_D,0.003943298620734045,0.4923673283355537,0.5030851050016105,0.5046107185982615,-0.15557193845101744,0.1530265715633527,-0.19083772015916686,0.021294876972822157,0.19863984441035906,0.4781507593899718,0.5208284496565659,-0.07089290616260384,0.035233078617677153,0.14155070485554844,-0.23816102531836286,-0.46777392007744434,0.0980422491242383,-0.24972650005602748,0.14388675654494615,0.14835529637583802,0.31084990074330715,0.1603809744061535,1.0,-0.26573513370187307,0.4082742983984621,0.44674104439861484,0.5507608323913004,-0.3276419843403598,-0.2464372497937566,0.27717158425637783
Temporal_Pole_Mid_L,0.08203306439794243,0.11443185001159782,0.13891416762138342,0.09004872026000672,0.6574142307884581,0.2269673180435252,0.1991813169536313,0.07142433390457219,0.05724078275670687,0.08090402652767865,0.028740362028742174,0.05256967343063488,0.44244722541934917,0.17995560485265175,0.25480707869839225,0.338343612949402,0.5052426563740781,0.08919735391792892,0.09143479801266645,-0.11796282226946346,-0.10217521687127046,0.4179629587959408,-0.26573513370187307,1.0,-0.16058009689251748,-0.06977221870760339,-0.06627618278578024,0.3392732662859365,0.5306863713168446,0.41215819528230874
OFCant_L,-0.3494130844008048,0.4383847043489875,0.41296377458384764,0.3889925746765918,-0.22198975311076816,0.26654294009351176,-0.4942990935919175,-0.35082240851973856,0.0215840180425753,0.3792077681477304,0.29080041983237603,0.13636249884065182,-0.04170887776984924,0.1020048008598915,-0.43743339781475465,-0.586641035661929,-0.3283199801634909,-0.10548288727751567,0.3247499303503383,0.26655662418946297,0.2617442131718584,0.14465267701008944,0.4082742983984621,-0.16058009689251748,1.0,0.4015189351248232,0.1714455048627999,-0.5023196993096859,-0.4910077626130892,0.05029775184765261
Cerebellum_10_L,0.2036324084536433,0.5748812814196914,0.6628026233142464,0.7642413818152971,0.17494728016696826,0.2469023168586102,-0.13078226728189316,0.20807238117374366,0.6625194891900306,0.40408391388278797,0.8160748651325588,0.5341294787253045,0.28173955240461646,0.18517764598968225,-0.3519743955868681,-0.1549451666312332,0.17632960351486787,0.49729110962326534,0.5668786985361999,0.6548752394008396,0.7178858138779379,0.026216235684157325,0.44674104439861484,-0.06977221870760339,0.4015189351248232,1.0,0.388810176435434,-0.05309027082851457,0.07136637059815731,0.7173653225178999
SN_pc_R,0.3680515210636564,0.3412369051703859,0.39685957818969114,0.3596095734562866,0.10334717129511718,-0.00291616355837596,0.13843313940791552,0.14620335657725098,0.2028957947987524,0.24379545056979565,0.5071782650835802,0.02490213746548271,0.16527254157578666,0.3129875875791127,-0.113478623721761,-0.04283863065180175,0.23417248125338694,0.05503437381892238,0.33149598168983396,0.0509709527568154,0.32739377509030093,0.12298274612519798,0.5507608323913004,-0.06627618278578024,0.1714455048627999,0.388810176435434,1.0,0.09082310079079828,0.038841021873309026,0.4560618712491465
Cuneus_R,0.48481079989074355,-0.09426008267712331,0.021863496974644514,-0.06951974662361171,0.48654700481213536,-0.34264545765796556,0.8028470209927426,0.5796096631595561,0.15808162704214682,-0.08816314439842544,0.021659059012672496,0.061773351513227555,0.2686517098945441,0.15537796377984703,0.39897103537663203,0.7525893771094792,0.5334625099014164,0.3803821455810573,0.0703530489835909,-0.1046868572060989,0.24554765197464232,-0.058611897286291334,-0.3276419843403598,0.3392732662859365,-0.5023196993096859,-0.05309027082851457,0.09082310079079828,1.0,0.5761485257563933,0.34682408757159616
Cerebellum_7b_L,0.6087984086761299,-0.033579403830769856,0.06530512409439053,0.15828073798325362,0.7473509356567174,0.23975806996924456,0.3440445344070782,0.3030440925630179,0.19112586876247512,0.11152937688839418,0.02604400029228841,0.011446230511016241,0.7355291388875701,0.17910745506730028,0.3314198173128122,0.5859037867758374,0.75845968645741,0.2600162542085167,-0.0304431365692162,0.08958625518127532,0.13197679766048961,0.24819662642779936,-0.2464372497937566,0.5306863713168446,-0.4910077626130892,0.07136637059815731,0.038841021873309026,0.5761485257563933,1.0,0.5506523416257144
Cerebellum_9_L,0.40742733548321736,0.4750226551980801,0.6486446443453537,0.6584896540444157,0.6969418573929698,0.25736724586297555,0.24313935907728862,0.4414103395362217,0.5715972598311627,0.47488599970862555,0.7058264660942196,0.294336070587256,0.6130925684480713,0.3258950026761106,-0.04313717211932051,0.27351957885784106,0.728548993482182,0.4315787231412027,0.39503891809619146,0.3527553982967462,0.6207435637970797,0.2707977078001604,0.27717158425637783,0.41215819528230874,0.05029775184765261,0.7173653225178999,0.4560618712491465,0.34682408757159616,0.5506523416257144,1.0
