,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_L,Thal_Re_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pc_L,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VL_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_VA_L,Caudate_L,Parietal_Inf_R,Thal_IL_L,Thal_VPL_R,Frontal_Sup_Medial_L,VTA_R,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,Thal_IL_R,Postcentral_R,Cerebellum_9_L,Lingual_L,SN_pr_L,Thal_LP_L,Red_N_R,Rectus_R
SN_pc_R,1.0,0.14620335657725098,0.33149598168983396,0.43953071267125027,0.24061689840769662,0.24379545056979565,0.13843313940791552,0.145246406188694,0.05751752568684457,0.40409067972689167,-0.00291616355837596,0.05503437381892238,0.05401586902502048,0.11492820294773592,0.23417248125338694,0.48294844838354506,0.3273871728642758,0.26382361176656344,0.02490213746548271,0.26349284057679634,0.5507608323913004,0.33740654170449424,0.41781007154640043,0.23217016347159972,0.1240318083790987,0.24175624756377642,0.2541345826390045,0.10389712792318995,0.25042227345794793,0.2475496688102657,0.20045712766270593,0.05442593390982754,0.07114465099584935,0.23188876394053112,0.3680515210636564,0.23186800321070677,0.24947407359984927,-0.1519178235516555,0.2751331677642973,0.47990602484176786,0.4193728579427557,0.2187343076379291,0.1543321864599814,0.11727810024740083,0.4362828856221173,-0.06997529893084507,0.14710786704357437,0.2731282702114807,0.11949112689213844,-0.09711638370796424,0.04604345286545299,0.4430511812085412,0.4997076237305459,0.034017895771793545,0.3241096988078886,-0.005861323801162439,0.16527254157578666,-0.06986026198303845,0.3102854515408222,0.4560618712491465,0.207572171937561,0.3412369051703859,-0.00819770440432602,0.49579194645680075,0.38098607214650754
Thal_MDl_L,0.14620335657725098,1.0,0.15346370220963582,0.4121308050754772,-0.43496420232647093,0.20529231901406106,0.5911693991407396,0.47952665598411925,-0.07970019989422857,0.014914345122134343,-0.334507426750167,0.4863052730983814,0.5613862978217486,0.40508217764164156,0.4668862972769749,0.21718938857443004,0.1179872742137645,0.1672886661014135,0.08077157809297716,0.3129660773494181,0.021294876972822157,0.0713355899143455,0.6176186629558228,0.44166224321170117,0.21579592328614997,0.24907663977027614,0.12514319716516728,0.31259830393956456,0.5107480791044716,0.6031797240235977,0.09084722454900744,0.03047113750798003,-0.12173357001429874,0.24056890860148453,0.292553348491927,0.23649382208472464,-0.02975699977179352,0.2610943674631698,0.20820063795990915,0.4762124637587809,0.23431264443614022,0.7499428943798577,0.06142412013684474,0.2526405206955582,0.2849468061350606,0.05818503727848299,-0.06505121906195582,0.4595659768477615,0.4762312749652992,0.672998994449622,0.7322011422723701,0.39958500855573936,-0.1094541938276642,-0.291987593875686,0.47708488200761406,-0.058497403907673606,0.07560357364028829,0.6014625393121705,0.6161061549631663,0.4414103395362217,0.3418292341024012,0.2510133433755217,-0.27814647211088767,0.5685803778517117,-0.018203397710845677
OFCpost_R,0.33149598168983396,0.15346370220963582,1.0,0.32861622357416653,0.307505350009055,-0.012984604897424276,0.0762276473132979,-0.11144438634536867,0.004855909728374665,0.6823698612622752,-0.039180726889503664,0.4227109283293175,-0.03526707858451764,0.16516557285931777,-0.09519754835660875,0.7266440010819941,0.1533523651591219,0.30657125933681695,0.5064091672797116,-0.03386721435686349,0.14388675654494615,0.5817868638898007,0.5748067318852981,0.050715553549024336,-0.19635724576123437,0.5063791951162177,0.6420385172387801,0.07222378269527559,0.1853523142176519,0.2320227427062667,-0.1660692044637617,-0.10366007193948504,-0.10466663947208404,0.6902112776409132,0.18091107672748138,0.1478729189905964,-0.08607496351037021,0.08193480279630902,0.4221813421030003,0.43260241783619796,0.32315522680064346,0.3374291203963475,0.3673209391934473,0.24276259062527253,0.3452467044580044,-0.04293355372689218,0.2749029217211717,0.5173009956278414,0.1871732839063742,0.17141192280754533,-0.13592141339935515,0.3965519241726488,0.34880626106907736,0.07288195744516221,0.5395824022913398,0.4265439870619098,0.023640744932666418,-0.11629222051459544,0.2641379940053491,0.39503891809619146,-0.11389986944530707,0.5830365175655045,0.05501357331877308,0.060804338562182106,0.6053543769693785
Temporal_Sup_R,0.43953071267125027,0.4121308050754772,0.32861622357416653,1.0,0.10447592530460026,0.6919131885923594,0.14500094629469462,0.006866979649135333,0.5416174980863802,0.34118206471180146,0.267583362361085,0.3308604795148961,0.2852294912659799,0.10601709980310865,0.4814231733505494,0.5920796435070655,0.5736813384818501,0.5667535328007275,0.1948500371938137,0.21523483251133188,0.4165432048345769,0.523560948168659,0.7624091557447719,0.19772537774042803,0.14859469064179934,0.7298490416649503,0.4991753200625424,-0.1621990311737577,0.27798353259138614,0.4197752752142402,0.28286745781244527,0.07258541867399568,0.06574223236816522,0.5295076180729749,0.489311156342082,0.40149401653877165,0.5305880523450611,0.1321022479265385,0.5993352004550869,0.742303866645345,0.6955059001827987,0.36023898216852374,0.2972111554045775,0.2928846248764911,0.8235511571225252,0.026441780450467578,0.2773136111399104,0.5607584775861916,0.00800814228469509,0.40895599124710036,0.19608761449715859,0.7397465173743542,0.34832852857516866,0.0983369646563768,0.7003333938987345,0.2364163757738966,0.5489391515956635,0.24417078328499942,0.3951856715209755,0.7472337931357526,0.3831712506746065,0.45508957723963295,0.1468914465167367,0.21789627433762218,0.3830319970619298
OFClat_L,0.24061689840769662,-0.43496420232647093,0.307505350009055,0.10447592530460026,1.0,0.33850903041013874,-0.3966020141697541,-0.3852317561735277,0.10440320108411272,0.07897181926557484,0.37858513682575196,-0.27118375542804585,-0.6258533167115456,-0.43613713135444443,-0.3337499752334481,0.4039256419493709,0.22434570339381024,0.42628480616736414,0.0766860399646689,-0.3495887200299662,0.5174836081223995,0.4521539823048563,-0.04127117120062547,-0.3913235356470684,-0.16788296052930418,0.3350654976001682,0.322445044834076,-0.3524246944829428,-0.29014974755757034,-0.3698699135479606,-0.09154897248922603,-0.016333681909515497,0.1636666224814339,0.4125280254216495,-0.30974973228887437,0.3558305665885026,-0.02035001625942251,-0.06998570192914882,-0.1291059404381098,0.10714691138702352,0.29737235807805346,-0.15618954117972547,0.41637085228708387,0.2528766406686944,0.18313193093128752,-0.2047870895433032,0.7250183950772754,0.26159330681386483,-0.4357370611110962,-0.2959799699701836,-0.46398610101185167,0.1191369144432895,0.6737693331767703,0.6148659117511083,0.054001973085028555,0.17413823555112173,-0.03127956113402866,-0.6539588991976488,-0.30956044342511724,0.05230272751660623,-0.1333139918448926,0.389180108735843,0.6691959653335334,-0.20274362478596678,0.2800472419689787
Heschl_R,0.24379545056979565,0.20529231901406106,-0.012984604897424276,0.6919131885923594,0.33850903041013874,1.0,-0.11648143519380838,-0.06442566903266696,0.5752046617609888,-0.1520022646468217,0.46410354398946224,-0.17874126059937553,-0.03820709082320496,-0.34344979815641924,0.39219768049499015,0.3929060225309861,0.532333639559986,0.5238039724962794,-0.24352376817521185,-0.05132044129321177,0.4781507593899718,0.40581804074232475,0.4495114550782295,-0.11498125302283797,0.24367373959941763,0.6237067987168483,0.13237425396827573,-0.4311491488131004,-0.09666008508998533,-0.03274704109258228,0.27725912645035417,0.14843634093058702,0.23262789826777844,0.3207783939520329,0.07298523835474127,0.6095301637375142,0.5384891992577355,0.05003886452781665,0.08060044857582604,0.3976699083289269,0.5393066443253215,0.04350347301561579,0.34463612205242283,0.3504462541482541,0.5971990435274764,0.06394530885578376,0.5136678556008452,0.36792041662062425,-0.40844621650411755,0.2827922571949718,0.18173458390903643,0.4543311068103448,0.37221840767211306,0.4188771367716515,0.3059717545134152,-0.04042424282266151,0.4788104904900595,0.11502809205410117,-0.03783733677838032,0.47488599970862555,0.3873586958676978,0.44558897614748477,0.5121387439672771,0.14602766541653686,-0.07967453173676198
Cuneus_L,0.13843313940791552,0.5911693991407396,0.0762276473132979,0.14500094629469462,-0.3966020141697541,-0.11648143519380838,1.0,0.6969563456540518,-0.4231714555391915,0.08465568663714948,-0.4570936582319079,0.19092119889418774,0.5009890523797681,0.7139578203047661,0.4207948037150076,-0.0004634578853568842,0.26578353572437075,-0.05321779704834075,0.0020573090834514695,0.5164131409574749,-0.19083772015916686,-0.33103849991495266,0.2166001850012862,0.6706041297763049,0.40580206547853037,-0.25061365621136467,-0.1593881126090504,0.6724692915596818,0.860576410739669,0.7782393878696363,0.4253873336795512,-0.13444908753376966,-0.221289573243782,-0.024489938848262484,0.39498312488717124,-0.09599907351967646,0.0003351615577469002,0.11176918365586737,0.20224468886938696,0.3943089134650165,0.08182568013357748,0.5510860119421486,0.1302271240763845,-0.15594479062178548,0.13642034384229762,-0.10835883754081045,-0.4805993652084398,0.23094944686951335,0.8193186191938829,0.30159090404312194,0.7592427138480071,0.2941345361716705,-0.3365944923444693,-0.5152195060752365,0.12718191645806007,-0.2504163089634376,0.07340996869765841,0.6447264670486822,0.7626823500138421,0.24313935907728862,0.608742093871452,-0.03162896804269503,-0.6011044219687357,0.5913960446798532,0.04010445493155363
Occipital_Inf_R,0.145246406188694,0.47952665598411925,-0.11144438634536867,0.006866979649135333,-0.3852317561735277,-0.06442566903266696,0.6969563456540518,1.0,-0.541018861424318,-0.19855741594598258,-0.6627565273250137,-0.002669794643195864,0.46479471491742347,0.42143318040081024,0.4249672355475595,-0.08227326942008727,0.13612481620785188,-0.08686672494797418,-0.19057689077913464,0.434687939309223,-0.06660325388179457,-0.261946424803222,0.08927908419692289,0.5509241833931066,0.5654862024253746,-0.33726659980927515,-0.44612082351097293,0.5920021566105517,0.6193764103761233,0.49888847003395664,0.43162183677873794,0.03575744652926238,-0.20558042352383019,-0.19436978522666634,0.1295618768599428,-0.12051580189619059,-0.09833649364111403,-0.01751456393745952,-0.10107215179704095,0.16311809203205843,0.0328324659346203,0.4453092089139424,-0.10738611194272879,-0.21524332705161686,5.545312709863947e-05,0.0068488840079167996,-0.4307352567671223,0.08815529998155192,0.6182266546982271,0.22341760521828558,0.6839501802488747,0.05263308380627126,-0.39458388688619783,-0.25040421068916013,-0.10816085952561869,-0.3638446406503267,-0.14003782115080166,0.5001559986123015,0.5605912318215162,0.10158678841025821,0.5210396871219648,-0.06970310973702898,-0.4784560590138563,0.7086442808533375,-0.23076113605651968
Temporal_Inf_R,0.05751752568684457,-0.07970019989422857,0.004855909728374665,0.5416174980863802,0.10440320108411272,0.5752046617609888,-0.4231714555391915,-0.541018861424318,1.0,0.06697123596507767,0.7299051178106912,-0.0015023285291628859,0.008930276430353554,-0.3965370866738852,0.27039173611609235,0.2466368715598104,0.23343327512623366,0.23600768504244404,-0.07295043723553515,-0.14163656105500486,0.2595648250666824,0.4057201343346778,0.2937743330490562,-0.2909500929315929,-0.019883340901471893,0.6500932637542621,0.326766044446045,-0.6122117993997851,-0.36784680897517374,-0.2547573493657903,0.09792896971688465,0.13001581345450855,0.21895441039806623,0.2279385940728825,0.16841308521873183,0.338462972487241,0.7150236979915595,-0.02122716109537796,0.3490575643366535,0.09675812885158523,0.3223808527168194,-0.2953425660008739,0.08874109013616198,0.22559857164108013,0.34658390593467203,0.20024197671416183,0.33275779416222506,0.051179682387610566,-0.6042086157304654,0.1900260850037684,-0.23962739402154673,0.24081079840912908,0.23023484251914458,0.30933366606454177,0.2941433781177994,0.2097865144122208,0.6364035818626385,0.03411433615611033,-0.3354584563333565,0.3699566183378505,0.07353016130469475,0.21477420925123158,0.407465308077712,-0.33954593549809864,0.027703707809340727
SN_pr_R,0.40409067972689167,0.014914345122134343,0.6823698612622752,0.34118206471180146,0.07897181926557484,-0.1520022646468217,0.08465568663714948,-0.19855741594598258,0.06697123596507767,1.0,0.07753636165082747,0.6321749157650631,0.22445541247654033,0.42133433336772785,-0.07055305493430046,0.4329065072725349,0.22600807522984862,0.2982635781794181,0.6786232026453557,0.1994097564623442,-0.06869474411769799,0.39557880868778805,0.41451724317076694,0.2374753903496585,-0.1597481153621778,0.39164171825522803,0.6198737818357547,0.17128898042532928,0.29579705187801075,0.40370765016123716,0.013986163814744795,0.06404594538862703,-0.19316826336055765,0.5396906831386015,0.44524232080941717,0.00878542326185283,0.06392838299133811,0.3209143640502251,0.7156450696350017,0.48995460856056133,0.41225413744357997,0.19652392894433826,0.31105963257093794,0.26510393117674713,0.40690457589709006,0.021568581872329358,0.05243751528358025,0.4406569093629334,0.3135738504766733,0.1298910200626408,-0.2221437163043515,0.41818373188144065,0.31102969460590696,-0.05251966098206972,0.4823517758935737,0.5640240375271692,0.24265558102095958,-0.017177349864513657,0.4175525891060254,0.3969667923250872,-0.03932429974446991,0.3408300549261511,-0.22998084122397414,-0.12991750058123566,0.6803195169917272
