,Occipital_Mid_R,Vermis_6,Paracentral_Lobule_L,Rectus_L,Frontal_Med_Orb_R,ACC_pre_L,Rectus_R,Cerebellum_8_R,Thal_PuL_L,Frontal_Sup_Medial_L,Red_N_R,Thal_Re_L,Parietal_Inf_L,ACC_sub_L,Cerebellum_6_R,Thal_LP_R,Cerebellum_4_5_L,Thal_AV_L,Cingulate_Mid_L,Frontal_Inf_Tri_R,Occipital_Mid_L,Caudate_R,Frontal_Inf_Orb_2_R,Temporal_Pole_Sup_L,ACC_sup_R,Thal_PuM_R,ParaHippocampal_L,Thal_VPL_R,Precuneus_R,Paracentral_Lobule_R,OFCpost_R,SN_pc_R,Temporal_Mid_R,OFCpost_L,ParaHippocampal_R,Frontal_Inf_Oper_L,Cerebellum_10_L,Olfactory_R,OFCmed_R,Thal_VL_L,Cerebellum_6_L,Temporal_Pole_Mid_L,Thal_PuI_R,SupraMarginal_R,Vermis_8,Angular_R,Cuneus_L,Cingulate_Post_R,Cerebellum_9_L,Amygdala_L,Hippocampus_R,Thal_MDm_L,Rolandic_Oper_L,Temporal_Inf_L,Vermis_9,Cingulate_Mid_R,Thal_PuI_L,Thal_MGN_R,Cerebellum_Crus1_R,Thal_VA_L,OFCmed_L,Caudate_L,Heschl_R,Cerebellum_8_L,Raphe_M,Cerebellum_7b_R,Vermis_1_2,Occipital_Inf_R,Precentral_R,Thal_AV_R,Vermis_3,Heschl_L,Parietal_Sup_L,Cerebellum_Crus2_R,Supp_Motor_Area_R,Thal_LGN_L,Frontal_Sup_2_R,Pallidum_R,Occipital_Sup_R,Raphe_D,ACC_sup_L,Vermis_7,Frontal_Med_Orb_L,Thal_VPL_L,Postcentral_L,Cerebellum_10_R,OFClat_R,Frontal_Inf_Oper_R,SN_pr_R,Cerebellum_3_R,SupraMarginal_L,Putamen_L,Temporal_Sup_R,Temporal_Pole_Mid_R,Lingual_L,Cerebellum_Crus2_L,Occipital_Inf_L,SN_pr_L,Thal_MDl_R,Precuneus_L
Occipital_Mid_R,1.0,0.24738026508307115,0.33421396230242956,-0.027587654221187852,-0.1936147651540173,-0.053598112627806706,0.07938363430680043,-0.0033710004703787063,0.034541271345020254,0.25012566375427503,0.22946712656535087,0.1683028044655477,0.22967952789359378,0.006023136607214854,0.03871689081170273,-0.12307379819602736,0.12424136017454696,0.17944756457604324,0.2346503936153776,0.0038608113299455587,-0.07702150888237266,-0.08361195731771642,-0.0869508166913369,0.2524422433607293,0.1760034263972694,-0.08855776343113764,0.190578987528495,0.33154218924052603,0.3105167222133719,0.36829019030737126,0.16580091214880746,0.08808269731495656,-0.07350780089115314,0.16522329834111368,0.10311245847883846,0.21019223603790285,-0.02689847760019863,-0.04597261529016636,0.022202056013228114,0.2992608736870327,0.1762183039896297,0.3067072410436478,-0.20861844613938177,0.36297099600178345,-0.14391500587183517,0.31282384504623284,0.43160133319872823,0.0934914564610924,0.24211675567636795,0.18523800043376823,-0.040231796633372584,0.24529893136798958,0.1656448599157999,0.338307722123651,0.1494320699701325,0.058138404830712795,0.08221633018367153,0.21083429677961485,-0.12320710526035936,-0.09775340535606816,-0.2239727722620295,0.3423296693243612,-0.05724552188649448,0.2058541036754881,-0.13673976585495917,0.20688868861017018,0.11104933315138481,0.31638910695237393,0.43311072146622753,0.2545934550274468,0.2192000611548941,0.12002061410104804,0.18440833501679066,-0.2543382657176982,0.22247788035363822,0.31765108102744216,0.3336753825437095,0.016926411203457115,-0.30167052965379143,-0.1394845795856809,0.15068931123226723,0.25319233880965186,-0.18953870790245803,0.2695692807245764,0.2133920802315468,0.06626004877825031,-0.20885803422688412,0.0784764397359295,0.22545967690549787,0.34006820767453283,0.288677953263566,-0.027839840867146085,0.06985302360426217,-0.19252521507458922,0.2963129796907789,0.030620407369073958,0.09278370177867133,0.11608429557930709,0.2963777826776423,0.37113878122251137
Vermis_6,0.24738026508307115,1.0,0.34047697112764425,-0.37164259721451665,-0.20500229966314285,-0.18065721019472375,-0.21726819321615753,0.3867226919940238,0.01908817105645808,0.3066705708354733,0.370296921352048,-0.2988528736934711,0.43779968842935635,-0.10506223666327169,0.6401154029464873,-0.08834073248098126,0.5929673451298626,-0.11091286860191726,0.6941046131465604,-0.043315012593941084,0.2550428624446753,-0.2589089077580243,-0.2770495225745822,0.073469232745977,0.1273590877817301,-0.33135040586590875,-0.09894265250805345,0.3521850721951264,0.624020709372533,0.23330988684820017,-0.1660692044637617,0.20045712766270593,0.26796119990744943,-0.2216828909554766,0.12854292163330935,0.5225629491126856,-0.14374358148371782,-0.15067890396256736,-0.22026983787728213,0.05776922391479513,0.6616774877044306,0.3616237992360474,-0.4479897838859288,0.28943333297771695,0.2201725814295591,0.3598211516972455,0.4253873336795512,0.6012244637061429,0.28711414937220175,0.1531943276950595,-0.025922884111328894,0.2271483966218537,0.2271798524348664,0.20462317803420996,0.49532629413735196,0.5781560276470809,0.10339367540251351,0.25169137318592966,0.5902907850042545,-0.2780215378108357,-0.31082445346854454,0.0417698856293218,0.27725912645035417,0.28486349068886063,-0.060714958336836704,0.5878090425179527,0.052272133088754565,0.43162183677873794,0.5028881725513761,0.04086478569792107,0.8206946424199594,0.10563042747995159,0.15247995309175025,0.400816180088683,0.5755992588715448,0.3870026617610517,0.46459164004190684,-0.3261533743883412,-0.024222224020760973,0.059090605523252404,0.04795031931660765,0.8746577214114134,-0.10417039130709212,0.2773302250130693,0.46889770762344296,-0.32302314697231516,-0.18177035975087152,0.2742994208017349,0.013986163814744795,0.6381086401795563,0.638307985065708,-0.23711164546099878,0.28286745781244527,0.25107712268230914,0.8803321059907451,0.25002686008266917,0.30139365714902827,-0.012132303544603368,0.3637194744039436,0.4539592459617251
Paracentral_Lobule_L,0.33421396230242956,0.34047697112764425,1.0,0.03851041703265753,-0.5233396428593284,-0.25483279264046654,0.34162177986060555,0.019610238138782942,-0.09854750930047874,0.5390217830555951,0.5618004221670988,0.22543143451965186,0.7802995644999198,-0.34295410641648005,0.19780045888975642,-0.055373642002866895,-0.15746979805816683,0.45221408476781677,0.6300698855502951,0.0734027383427273,0.12457544292451353,-0.0558702663008538,-0.07152865365792802,-0.016303704509069154,0.49756253874269235,-0.133649102641061,0.07050344816498855,0.4884249365064133,0.7832694359059342,0.788256261872829,0.35459347140000247,0.40699403792948785,0.31653500967647513,0.3170728388125722,-0.1047060567127241,0.2939051189690989,0.20523989732955736,0.2644883281424391,-0.15508585570177286,0.5406664829566363,0.014013896682461049,0.0030043206611640857,-0.3340090598665524,0.8429162690702763,-0.37360948016847895,0.7529841098121903,0.7338989523338677,0.2290571241899829,0.3835945054000561,0.4667724132498482,-0.013692143958576528,0.6967065735956794,-0.11308021654051845,0.016264447920816317,0.34877190747594333,0.2848207449564683,0.33101952505081916,0.5756181308964493,0.17975330141989374,-0.4680937546406717,-0.2647251184651212,0.31184329637449126,-0.06700347375816254,0.1918735309461922,-0.1767796716160483,0.4145376312512529,-0.1649729847541848,0.46584033754117127,0.7611510854959996,0.07734576890002881,0.3749835015238385,-0.25828173893020356,0.6075166119261612,-0.1673750095267728,0.7027874153979116,0.6040576905346869,0.71573712026481,0.15156945533989186,-0.19360398054229552,-0.030480025761694896,0.029905439423496098,0.2148238434648105,-0.4839740801889833,0.4574925165782376,0.7606260953670884,0.13693355920164962,-0.19791633562677122,0.36142456934241396,0.4539554564749704,0.5498639843994099,0.6612877927662181,0.09409897064079377,0.4230462008665573,-0.14822393237627146,0.40278830355026485,-0.22083919543887703,-0.03775067363208165,0.14021552217479474,0.5203959067920404,0.8568254010658641
Rectus_L,-0.027587654221187852,-0.37164259721451665,0.03851041703265753,1.0,0.45288072493982456,0.591217779215327,0.5814075130679927,-0.14412500462638783,0.16686528246460502,0.1718487318688737,-0.3912137046170845,0.647464512604184,-0.09519104915900412,0.21703123291627205,-0.10629244522511863,0.23440067045302027,-0.23425417967376125,0.5152583801023467,-0.010723771266071542,0.35473328379998464,-0.3146766602539111,0.5051854137476403,0.5946725578971617,0.2622974242513966,0.29834830687750324,0.3901982661377118,0.5087194792200662,-0.38534600697992083,-0.02506987434107741,0.12440258306270637,0.4265439870619098,-0.005861323801162439,0.11911932063061416,0.31406377097628824,0.29105321480120955,-0.10260694710697706,0.5413363263515353,0.35222581586977775,0.23866675479612737,0.005994338456482934,-0.3317720522687668,-0.25085251139372855,0.47272997036152914,0.07594249623619596,0.01264351281155736,-0.14936745138269153,-0.2504163089634376,-0.07158637530713396,0.13294888055033036,0.489268847517215,0.46517434828467935,-0.04680677729308969,0.1658686521628705,0.024745101469423623,-0.31566088363517375,0.06276147326037018,-0.2823884812729976,-0.13107948604563321,-0.11739860333379572,0.3309234418346616,0.5643251888846468,0.39983881347183736,-0.04042424282266151,-0.21083283986744542,0.33545747721074015,-0.4120279205940687,0.2872937187067152,-0.3638446406503267,-0.06957009857478219,0.34627383389208377,-0.3258427226068544,0.21459317811347475,-0.04725953768436342,-0.3883962975857751,-0.04663797916304068,-0.21533475209314684,0.15564582441625435,0.5380566741840009,-0.12427218522756525,-0.015493841163952938,0.3253662949767268,-0.5343214313870719,0.27179951018012843,-0.38323631493930194,-0.12614543545349638,0.6538130510060103,0.39277448870047993,0.11467178262617629,0.5640240375271692,-0.1959838894574716,-0.29493599154381756,0.4518658609711041,0.2364163757738966,-0.03288087089090011,-0.4395605134087111,-0.396136621552569,-0.44616470079048165,0.33212074652477747,-0.4954860573630085,-0.010737707783680073
Frontal_Med_Orb_R,-0.1936147651540173,-0.20500229966314285,-0.5233396428593284,0.45288072493982456,1.0,0.6711257490490924,0.04455106030262768,0.07563074723114711,0.1818352304076924,-0.0985066615085617,-0.3087841798694514,-0.011814453814168785,-0.5790653089438683,0.6991313320443732,-0.13613248804057293,0.30838123683519436,0.18635937889765558,-0.21799583292984986,-0.15329567561933796,0.27295533651283865,-0.3634010332553271,0.5709935434141472,0.6308916904634395,0.37447037467700833,-0.3460019995621129,0.4071296047111806,0.3477513023949152,-0.361011264322801,-0.3050275667664515,-0.5267443258248838,0.07288195744516221,0.034017895771793545,0.12272012763224051,-0.04852863536194893,0.31314344186403975,-0.059237208514456734,0.25075121823189855,0.21498915585976996,0.3131258289302276,-0.2818167251927405,0.07828129875222449,-0.1173954031408286,0.3888372984665703,-0.46412192848363915,0.20950575729844814,-0.3140366840979594,-0.5152195060752365,0.11527279535105947,-0.013683853411315432,-0.1107981939093287,0.43640407521794317,-0.5144954370081842,0.3506285784724364,0.14674408770919972,-0.2215852736448412,0.09021546840506171,-0.1853426706746922,-0.4035620952152737,-0.012187527645681748,0.7342664211447997,0.7031548319852478,0.24108299703920452,0.4188771367716515,-0.11972075019300012,0.4402092969702002,-0.30279404670057253,0.3093861536876828,-0.25040421068916013,-0.5444762505550662,0.08109054288475274,-0.1192107527735496,0.26627315658358863,-0.39850474002076947,0.07497399538027914,-0.5019558005315148,-0.573319663858271,-0.24323867706673638,0.2089263855817331,0.029713628947531025,0.32074410628211164,0.3736289465913043,-0.23650827627629717,0.9348671307702084,-0.2959999854007212,-0.5281204104645277,0.20784498102362925,0.244457991413146,-0.012766517560298686,-0.05251966098206972,-0.2826067554216124,-0.43587029641140934,0.27886674524869903,0.0983369646563768,0.1832645564943466,-0.2423408834244397,-0.1178620506332782,-0.12254610870482269,0.3549267996208804,-0.41639142796057127,-0.4126230141932359
ACC_pre_L,-0.053598112627806706,-0.18065721019472375,-0.25483279264046654,0.591217779215327,0.6711257490490924,1.0,0.36254288085498565,0.2053417691778314,0.31936361162625504,0.2720544888174516,-0.34174779032046104,0.412783006650753,-0.4392241118535457,0.5983731843930893,0.11888757218053976,0.34242218789749806,0.26404614642995455,0.319084368944856,0.05289275885138492,0.6549207543864716,-0.35718869134871034,0.6816506517822235,0.7740634718854122,0.5392916379964475,0.31648010810805394,0.5970828293088647,0.6104102001123285,-0.40148997626449207,-0.21320097551992515,-0.26633660556633343,0.38426494093954605,0.20416551217165743,0.21316191401257498,0.3410320770372425,0.5359680564278473,0.15914386323835325,0.5610537423988277,0.37253648141018325,0.3949905833520843,0.026864846696676492,0.131662877233585,0.07820163730122014,0.6626695022658268,-0.1894869054414701,0.3249347173315068,-0.3787395129503027,-0.5216643962525069,0.16497167098741405,0.35384420626705315,0.33389935311467517,0.6684755602629981,-0.3244578023138218,0.5612192775918079,0.27295246961146596,-0.10181374820028351,0.32723604460808414,-0.2318673402246765,-0.25561120023685285,0.0759036289556875,0.694891076551276,0.62624914753028,0.5070635282990337,0.3577177851287986,0.15108812462937488,0.4313262539294112,-0.22690629621357047,0.48664499280214374,-0.3493737599574797,-0.10055538183134352,0.2905832272244449,-0.04916157760764448,0.4554457215326471,-0.42214737081789994,0.08637653652189485,-0.09201300646369726,-0.3746793099052252,0.16682813171658523,0.5604486657989807,-0.016053183305420493,0.27741471350358804,0.6677676316718042,-0.19839073387214345,0.5380359539242973,-0.2406415853454856,-0.27670470841443134,0.5431665648296222,0.529869441450705,0.3097860345096506,0.3974060967577557,-0.03828626816556683,-0.3701320277734949,0.5769160698922602,0.37416409924857197,0.2117838700118106,-0.24172279984260814,-0.004780529243634567,-0.22071655282310337,0.4286319184657345,-0.5300257804659321,-0.3184918112420323
Rectus_R,0.07938363430680043,-0.21726819321615753,0.34162177986060555,0.5814075130679927,0.04455106030262768,0.36254288085498565,1.0,-0.13860955777671896,-0.06694885010882445,0.41693193267032375,-0.09568341836445603,0.6495640389438981,0.10458760478114838,0.26989574041598274,-0.03608242279477835,0.25368280608997046,-0.14989505854317467,0.5293239527489014,0.22530179110561147,0.43655548246199444,-0.24799941455495736,0.40649558076590225,0.5265584369113471,0.39636809908913956,0.4295547190962751,0.45234917927298324,0.5386960288819131,-0.29371441517794783,0.20635134178753411,0.2816176854761695,0.6053543769693785,0.38098607214650754,0.1305267800640804,0.5250098198939642,0.3888655029551769,0.11723009199061409,0.6620013900332696,0.21008333921993935,0.5924261447999637,0.2943945564433632,-0.16812584054437615,-0.15037385527717723,0.4418793001784206,0.31238796736161945,-0.06799170226624299,0.1421841948522641,0.04010445493155363,0.08490540881679537,0.34701956927702754,0.6037587173160549,0.35814141928045823,-0.01912387187646629,0.1857880679573797,0.13959865187184292,-0.13960975624692706,0.18283733374465974,-0.15440073733987586,-0.016653905441814172,-0.07096385033739035,0.1993556985230467,0.34028448716948123,0.45692971319365316,-0.07967453173676198,0.01456779341109957,0.13453644265139697,-0.32566861903383953,0.1097484847786312,-0.23076113605651968,0.2568237692335973,0.12688193948062804,-0.10069613893552261,0.024889973836270247,0.11473016969804219,-0.3889063220593742,0.19203402857884821,-0.05728158302057954,0.3754321397703188,0.7157121694893624,-0.12886241149429759,0.21168578238956845,0.3409778171088683,-0.3952600480616673,-0.03315541504696609,-0.11734102655267516,0.09844762228868827,0.7253328059205936,0.3954993673690345,0.2708761193159262,0.6803195169917272,-0.08823105068317906,-0.03622975836192028,0.5826902914062113,0.3830319970619298,-0.32451958086557386,-0.22762193138381917,-0.3970208202224872,-0.4569890619912138,0.21301397668776212,-0.30234523586499307,0.25182408050733956
Cerebellum_8_R,-0.0033710004703787063,0.3867226919940238,0.019610238138782942,-0.14412500462638783,0.07563074723114711,0.2053417691778314,-0.13860955777671896,1.0,0.2540715432212807,0.3922644555712719,0.22949120165082912,-0.1620457112935273,-0.20400393428445057,0.1083603573710844,0.7128597130612497,0.29216136454946057,0.38253842062657745,0.004618999325553819,0.3417829500351494,0.49824559466997553,0.08667746148678832,0.424186809676395,0.26978559699725285,0.25939795676721844,0.1989953418637343,0.24858099153321167,0.28120708381074205,0.2475551531111929,0.01384615611399945,-0.23700650705595575,-0.04493999031287595,0.2442155762922836,0.6560966009617991,0.1139423588362293,0.29745150724582986,0.1815747294520491,0.35699766236105884,0.3813550356574623,-0.24408696450955547,0.018375426979165648,0.6761278875892013,0.44381895525463044,0.08898351030175392,0.0562015564005966,0.4825577948658488,0.05035352075528609,0.0020818207211276405,0.4518631915585357,0.7333386330140031,0.3420081963274548,0.5349414040577338,0.2579263033714468,0.31088168246669523,0.3376565870224085,0.8144358823415768,0.5326781126331183,0.3757456274757066,0.05868760038253505,0.7147953980056407,0.22781962339126574,-0.11925480250411741,0.2594916862562457,0.6179385315215716,0.8280022370984608,0.5299781316039335,0.5302591275859367,0.3660172327830602,0.03960017431283834,0.1367328894581486,0.12543568872979607,0.5463988997180803,0.24307676395570513,-0.39147083778273967,0.819541258721525,0.22384862953862802,0.0796920637903146,0.30084817864393143,0.1462304913074484,0.08929390721757667,0.30952953717073256,0.27261006108847774,0.481878423434817,0.06771122696711475,0.19845748625222132,-0.08788729239508418,0.12726432052013661,-0.1881430700249203,0.5511734126853867,-0.047626719471946355,0.35959481344753763,0.049454177107767026,0.34231006291368227,0.5548005927873025,0.5706650997044231,0.49420774856909944,0.7288708720723055,0.47526881076128874,0.3486558047350731,0.09365716919358075,-0.11774826561276289
Thal_PuL_L,0.034541271345020254,0.01908817105645808,-0.09854750930047874,0.16686528246460502,0.1818352304076924,0.31936361162625504,-0.06694885010882445,0.2540715432212807,1.0,-0.02777767680244942,-0.05084205590889109,0.10854196018070754,-0.18305578569337314,0.06299463099084951,0.10944248948405887,0.16691232720240368,-0.004990171042045568,0.11465224905687456,0.020241125579112892,0.17878957982058144,0.011196847728797909,0.25369985707433373,0.1588467456287867,0.010749146452044177,0.12545991258895317,0.20669038452712668,0.08006131199765022,0.06327927682019649,-0.009953161301315424,-0.10262677807605901,-0.10366007193948504,0.05442593390982754,0.05250518622153774,0.03156143841115919,-0.03456437908584154,-0.05060666367445159,0.12331710278950818,0.0708709975077049,-0.03757328320712603,0.07788908981447007,0.11721951344946897,0.15423881925753719,0.12888580734913133,0.001102139024409758,0.07187262358099593,-0.07867374512999603,-0.13444908753376966,0.07006210437269651,0.21233845837817084,0.11456946921543858,0.12796121645831582,0.06384775565513763,0.11976983552247449,-0.004939824064114556,0.20040851447737823,0.1472859861376118,0.16962990061182898,0.0795859397167196,0.11830724837988674,0.16196821397418304,0.02112815997056956,0.128350485115337,0.14843634093058702,0.20037040989256732,0.11797128832485132,0.17010843569671538,0.24193979742432933,0.03575744652926238,0.05431804627249437,0.22215055988039004,-0.03217982693621037,0.18795156587442183,-0.1442696551145727,0.14964130173486995,-0.0010471903467744197,-0.046258539211297856,0.09894501995879947,0.1383635380367224,-0.0021959207310707474,0.04058394887312774,0.22563589768211112,0.06249189370891153,0.14105487155790222,0.08317905864282613,-0.07011095482310699,0.06488756870630681,0.06792975356630308,0.10182319501035124,0.06404594538862703,0.1197184079976134,-0.10892587041611014,0.07376224717938488,0.07258541867399568,0.2050277280324014,0.006460616242477852,0.11890942090675921,0.08049182977883762,0.058372641189891626,-0.05008044439132638,-0.10727189253346348
Frontal_Sup_Medial_L,0.25012566375427503,0.3066705708354733,0.5390217830555951,0.1718487318688737,-0.0985066615085617,0.2720544888174516,0.41693193267032375,0.3922644555712719,-0.02777767680244942,1.0,0.27308428968264264,0.2741437250753872,0.27060375772835416,0.23739635315562535,0.45102627858379896,0.33587146122535205,0.2962816023547075,0.3830683998963658,0.7692128323991506,0.6226499360126213,0.023418135037947877,0.38243077985952945,0.36211650711762305,0.38445865789967715,0.6553231538489075,0.34052558723313187,0.4556881586002519,0.24015086027877308,0.4003539650899996,0.2782636015157063,0.3965519241726488,0.4430511812085412,0.5341480900849376,0.4323520718121408,0.4056238733094384,0.7059925906877457,0.5629900174162108,0.5079360973160956,0.11932352053240614,0.45246534033827995,0.34261298570053184,0.09942216735037851,0.08786102739036031,0.4677399609985173,0.19448171643881657,0.3463626873133323,0.2941345361716705,0.5918500355589625,0.659918619226593,0.5901563994905776,0.5250267861230679,0.30802691697397006,0.5162061420877434,0.3938696127415506,0.37405825595494185,0.7133255470852108,0.17247279348728922,0.21188333428038522,0.37894213977206903,0.17916235719110318,0.0012075655450424843,0.6930848869103042,0.4543311068103448,0.4650567610109177,0.2908954007035046,0.22271694239135495,0.24824746233374445,0.05263308380627126,0.5896001133531461,0.31268381453758454,0.5586679576720303,0.21595295296412761,0.017139763683098677,0.2123009855955606,0.6448478324940081,0.200575496809853,0.8468582851760958,0.44950088353731493,0.029970339424935894,0.30368337090274367,0.6435654910691028,0.19859607943092675,-0.047255641161489934,0.3287794281033088,0.4494700559852735,0.4309984822652443,0.015164780904513089,0.7101532413884323,0.41818373188144065,0.4155569280768713,0.46640103654138115,0.48098910211169194,0.7397465173743542,0.020373084951209357,0.34946839232630134,0.12773659423646172,0.21275096155216133,0.40256109693160824,0.20519822661893888,0.4009835379367086
