,Cingulate_Post_R,SN_pc_R,Thal_LP_R,Thal_PuM_L,Precuneus_L,Caudate_L,Paracentral_Lobule_L,Thal_PuL_L,Cerebellum_4_5_R,Thal_VA_L,SN_pr_L,Vermis_4_5,SupraMarginal_R,OFCmed_L,Heschl_R,Calcarine_R,N_Acc_R,Frontal_Sup_2_R,Vermis_6,Frontal_Inf_Orb_2_L,Supp_Motor_Area_L,Raphe_M,Putamen_L,Vermis_3,ACC_sup_R,Vermis_9,Thal_MGN_R,Angular_L,Frontal_Sup_2_L,OFClat_L,Frontal_Inf_Tri_R,Thal_MDm_L,Cerebellum_6_L,Frontal_Inf_Oper_L,ACC_sub_L,OFCant_R,SN_pr_R,Cerebellum_4_5_L,Parietal_Inf_L,OFCmed_R,Vermis_10,Vermis_1_2,Cuneus_R,Parietal_Sup_R,OFClat_R,ACC_pre_R,OFCpost_L,Thal_VPL_L,Thal_LGN_L,Pallidum_L,Cerebellum_7b_L,Cuneus_L,Thal_VL_R,Thal_AV_R,Insula_R,Frontal_Mid_2_L,ACC_sub_R,ACC_pre_L,Thal_PuI_R,Olfactory_L,Hippocampus_L,Cingulate_Post_L,Thal_VPL_R,Temporal_Inf_L,Thal_IL_R,ParaHippocampal_R,VTA_L,Temporal_Mid_R,SN_pc_L,Temporal_Sup_L,Frontal_Inf_Orb_2_R,Rolandic_Oper_R,Fusiform_L,Angular_R,Thal_MDl_R,Postcentral_L,Frontal_Med_Orb_R,Frontal_Med_Orb_L,Paracentral_Lobule_R,Occipital_Sup_R,Cerebellum_7b_R,Putamen_R,Rectus_L,Pallidum_R,Cerebellum_8_L,Thal_VA_R,Thal_MDm_R,ACC_sup_L,ParaHippocampal_L,Red_N_L,Occipital_Mid_L,Thal_AV_L,Thal_PuA_L,Cerebellum_Crus2_R,Cerebellum_3_R,Cingulate_Mid_L,Precuneus_R,Amygdala_R,Frontal_Inf_Tri_L,Occipital_Mid_R,Thal_MGN_L,Vermis_8,Cingulate_Mid_R,Fusiform_R,Hippocampus_R,Cerebellum_8_R,Parietal_Inf_R,Heschl_L,Thal_Re_L,OFCpost_R,Temporal_Inf_R,Temporal_Pole_Mid_R,Supp_Motor_Area_R,Olfactory_R,Calcarine_L,Temporal_Mid_L,Thal_VL_L,Cerebellum_9_L,Thal_LGN_R,Rolandic_Oper_L
Cingulate_Post_R,1.0,0.31393260878460816,0.2961475897334834,0.07998286919175777,0.26180112062788136,0.38038824080387384,0.2290571241899829,0.07006210437269651,0.6099181965497047,0.2668323327103723,0.35104838234263336,0.7703797996544018,0.18147538325910634,0.12542262787483013,0.6645567113076641,0.5078162875681652,0.15429811408726424,0.5022244833447301,0.6012244637061429,0.3840822441829161,0.35224166559681436,0.31783443492782854,0.30024120086190975,0.7274920798918901,0.21062108662474596,0.37409101142016804,0.01872349167528732,-0.018080440028598387,0.5710137710167688,0.2874809797548438,0.40802052118435067,0.030834572581193796,0.6379240119957442,0.6013950427896904,0.32876890268875203,0.15608669726536356,0.1264619028650721,0.6233098842655298,0.06361834608465762,0.12670544637715891,0.4226013648686827,0.2616102582559563,0.08237665225976713,-0.15840187178390044,0.011377425216171851,0.2525493265405836,0.031440275248882064,0.23496718873460248,0.0019311513231298376,0.2745078834485123,0.2288207579617083,0.15578678903576232,0.26440515359344946,0.1006762820533676,0.5817432386972528,0.4269985971249941,0.16490193113802404,0.16497167098741405,0.026975967462763206,0.45364364885655606,0.3012693409829825,0.8719360394585703,0.17029442700731526,0.37117968030786713,0.1154981555023612,0.4354981180867668,0.16172454008008466,0.5589140952135777,0.4257770197808914,0.6910970271263459,0.19263177916866991,0.6486090427005384,0.5838326167638009,0.25221012569731943,0.17130511681141977,0.19412721275865927,0.11527279535105947,0.17035936069793725,-0.032904181646572356,0.14676663057706496,0.15946256144109294,0.5143759266911683,-0.07158637530713396,0.18907560007881305,0.35281603270727496,0.1397836527992641,0.1714493331910011,0.45812045362851317,0.3061907519011307,0.3606185936011203,-0.038081473441112686,-0.0665178209933938,-0.015780760043588055,0.40652558615103596,0.320529519466959,0.7309941470305569,0.3964160750084958,0.3938643954017255,0.5313736129224386,0.0934914564610924,0.15361063635548575,0.4335870716999856,0.7762963508554188,0.5487164185009364,0.4560104783338433,0.4518631915585357,-0.12410810781679804,0.23648065798918497,-0.11734081875905217,0.10461711899495009,0.4063068794377659,0.04437422080845607,0.41942754768355855,0.1573758439102993,0.3979690878505278,0.48673307110765873,0.14879327098645478,0.48681915514724666,0.03874443398035032,0.5505472019781745
SN_pc_R,0.31393260878460816,1.0,0.23836822558888662,0.2028957947987524,0.25042227345794793,0.2731282702114807,0.40699403792948785,0.05442593390982754,0.12298274612519798,0.14710786704357437,0.3412369051703859,0.2886419545006947,0.2475496688102657,0.18158446972597142,0.24379545056979565,0.08520724781186294,0.26346585101022973,0.4416221527157936,0.20045712766270593,0.3974935506046919,0.3680515210636564,0.03609230280285491,0.2954448623883446,0.36430293221259713,0.2703588496116037,0.23417248125338694,0.1309832141410089,0.09773372022868163,0.4193728579427557,0.24061689840769662,0.3596095734562866,0.06177778535976861,0.24068929416785362,0.3129875875791127,0.25945082378673856,0.1614087822726204,0.40409067972689167,0.20148832728335803,0.13050715103568772,0.28436625003604116,0.10334717129511718,0.11727810024740083,0.09082310079079828,0.09826081069098906,0.14883449822728292,0.27101490161395136,0.3135471170196521,0.2210262300058737,-0.04283863065180175,0.3241096988078886,0.038841021873309026,0.13843313940791552,0.167982311385745,-0.1519178235516555,0.39685957818969114,0.3823853991425767,0.07205541550810812,0.20416551217165743,0.0993970679595957,0.5954599996754945,0.5071782650835802,0.257650692698627,0.04604345286545299,0.1543321864599814,-0.06986026198303845,0.2561865542328144,0.19431483495195953,0.30558385621918777,0.23186800321070677,0.3273871728642758,0.33740654170449424,0.4362828856221173,0.2220914451270843,0.30057762827849493,0.16504052140776473,0.23217016347159972,0.034017895771793545,0.03699652477369972,0.11492820294773592,0.07114465099584935,0.18170571414081196,0.3810875657248413,-0.005861323801162439,0.3250273231670712,0.31834422144109537,0.09817083612004207,0.2710035092062478,0.26382361176656344,0.23188876394053112,0.5006730326102227,-0.113478623721761,0.05503437381892238,0.06174301463520796,0.13595550932013675,0.3458571550455287,0.38300629826416116,0.3110631879719467,0.48294844838354506,0.4716066504493783,0.08808269731495656,-0.08744015119462552,-0.00291616355837596,0.33511552618602236,0.4033556966829783,0.24175624756377642,0.2442155762922836,0.11949112689213844,-0.040661502198775894,0.02490213746548271,0.33149598168983396,0.05751752568684457,-0.1162010413182731,0.3385055787744319,0.2684768373788819,0.24776376300620667,0.20293925913322952,0.2187343076379291,0.4560618712491465,0.05401586902502048,0.1692527047637538
Thal_LP_R,0.2961475897334834,0.23836822558888662,1.0,0.36944721464131874,-0.10311782205643465,0.37624850463422205,-0.055373642002866895,0.16691232720240368,0.027256295971318394,0.5499745901690768,0.4530137264577995,0.15475140668318835,-0.10543967636938814,0.37739057026210926,0.4071603957519584,-0.17584796329319613,0.5600207940331704,0.12198893482382349,-0.08834073248098126,0.4089635567220375,-0.06558859576816303,0.40071407880352544,0.5796586769144014,0.11865315611290243,0.10773966357243366,0.08686764024800717,-0.06263662426553669,-0.23238166197871293,0.37322223575326124,0.32120823093702544,0.5636611774656212,-0.08096652702286261,0.16875951063804107,0.09061483620985211,0.4088454157661001,0.2951236796862088,-0.012101662032130808,0.12756699991764242,-0.29319930409457534,0.29109790346282854,-0.06206660698450267,0.28513026498533295,-0.15174247626260173,-0.11836830148588977,0.17317781743384988,0.28790347270660227,0.22138025547783377,0.20407944254135485,-0.31182040268228883,0.508448758188437,-0.19094104266236867,-0.12301692797996494,0.11308257543665816,0.03974273122073778,0.5130077846867156,0.07209309723382419,0.49914035963130193,0.34242218789749806,0.3571226852593732,0.4275125252272303,0.5302736633232318,0.10383897230549781,-0.12205389841934959,0.01685685318618734,-0.24565256806967523,0.4018922316870266,0.047640482008922805,0.3103823165738031,0.44037291040665927,0.06666244155977456,0.4905248612941049,0.3009512806853162,0.00043128611986642453,0.023552462236170194,-0.07024683301955313,-0.16277090240833494,0.30838123683519436,0.2674481506718526,-0.31144864233731057,0.0512009001543077,-0.034292102103485995,0.4824733716532618,0.23440067045302027,0.5658424399611536,0.19462338084844752,0.5419321116680103,0.03519420880376955,0.38827412869533534,0.3931270751771675,0.2057250962093249,-0.17704811336182358,0.07617203221550362,-0.17618336038202342,0.18527922807169966,0.018972569378235642,0.16874067603784723,-0.11533465285969637,0.5214903012132536,0.3070711215738249,-0.12307379819602736,0.15197117355274128,0.07271918387713878,0.29984276220332823,0.26264903340947243,0.4838400903021214,0.29216136454946057,-0.2764023223249927,-0.11762338207465002,0.18219970569912805,0.15830427475081085,0.2504892580518711,-0.10462544150467468,-0.1275887326044443,0.3872414212555338,-0.05208280014759989,-0.062398504978921576,0.22909347487742943,0.32618685467933023,-0.21378490519622723,0.175342032001428
Thal_PuM_L,0.07998286919175777,0.2028957947987524,0.36944721464131874,1.0,0.1188713115484657,0.5102808904630494,0.23557251368153181,0.3347284252902787,-0.22663639128743762,0.265456118728235,0.3356088711462974,-0.14295710586086843,0.267123515842981,0.17306436494347135,0.07810256800650872,0.0070297640802322835,0.5470154675145965,0.2617372458436985,-0.20409869629786553,0.344889246732565,0.11495761317098634,0.32121613572894087,0.6594798799630376,-0.10004653789069863,0.4487623918927654,0.24521124151987586,0.11993757731945379,-0.033468487769534046,0.27929556805821265,-0.07670225941050407,0.5084868531201197,0.3301697027532007,0.049144855957686896,-0.08096957231894665,0.09650934839262269,0.00038723938484834747,0.41134341600482954,-0.17555815936504968,-0.046206982131863916,0.20519962492929208,0.12803580811757329,0.32547348910150187,0.15808162704214682,0.13813742557581227,0.10252202429724737,0.46182704947908265,0.5873740686724966,0.22351600588799236,0.08267723014948028,0.7505250216727225,0.19112586876247512,0.03225493133864684,0.4574461571988229,0.25583583917538616,0.36110112267106836,0.12083380571304023,0.14519279474515148,0.36161428295487286,0.5347488887838221,0.429220622137201,0.6816207910300085,0.04425569891474336,0.049497317833159554,0.05387119042384822,0.10954549276615583,0.27872663441369894,0.10097259002844948,0.2605833052748132,0.1590699241874333,-0.10344304798084895,0.49244739151007316,0.3080954123818544,0.11087520106207917,0.07291460677934801,-0.08045857046005664,0.037516963209534,-0.02099517627477343,-0.13709705346821432,0.14864542564088878,-0.12385167949584788,0.024042349921974994,0.4718256114035043,0.43225128717943045,0.7171226852754087,0.3809153080310591,0.40085767559384344,0.5118889528232029,0.35662012702366913,0.5500799348442879,0.2683471324816922,-0.18199184961967477,0.6287669484376788,0.17496734447546644,-0.040812358211470966,0.14247205263113893,0.08470449796133236,0.06465306140033023,0.392079065639705,0.2623097070650731,0.06518185208408135,0.40657052222243256,-0.055001196013046004,0.13001363573682784,0.3879921786173588,0.47049047863477844,0.2713727035727891,0.14053336669070016,-0.001091650567018891,0.5855931200810227,0.423070744298633,0.16888710165324516,-0.05882597144204291,0.06538418963711067,0.46238893717849644,0.05492605355296778,0.01253950144505604,0.4967823860537502,0.5715972598311627,0.2757066762978926,0.13265141372820352
Precuneus_L,0.26180112062788136,0.25042227345794793,-0.10311782205643465,0.1188713115484657,1.0,0.3279987507464052,0.8568254010658641,-0.10727189253346348,-0.08213279614348055,-0.46655440707629275,0.004639649233345987,0.07791978327137461,0.8703664947732345,-0.26389933175570834,-0.09666008508998533,0.6078691816135322,-0.2973223952170177,0.6467395564616588,0.4539592459617251,-0.017369714703056108,0.545995523780525,-0.250335938754604,-0.0971836282984806,0.3942943616663215,0.3341943272474347,0.2824178836464901,0.5656244399040069,0.8809752965619881,0.2772857774073458,-0.29014974755757034,-0.1482752234605755,0.6425281671709073,0.09425542831498422,0.373035815707051,-0.22995154817803898,-0.19915829267402885,0.29579705187801075,-0.09618858714944072,0.8587082678722453,-0.09977299474407089,0.22996152629960287,-0.16148037281979435,0.6996582724854962,0.6386891815114201,-0.28298347043787453,0.04594158256215865,0.151959320313514,0.5357339024780743,0.6489310125709354,0.19647503119674314,0.2465721964868395,0.860576410739669,0.5388006483999032,0.13649824606709884,0.02595295241528177,0.479628332263571,-0.48718806891774186,-0.3184918112420323,-0.45830948203578176,0.3577226888043668,0.08890221466168098,0.3749180806841732,0.5952129675430424,0.05087875904114758,0.5416833722040383,-0.1934948961225783,0.23072543991261255,0.18326152160027323,-0.15958533312649825,0.3719346728251106,-0.20568916500791318,0.28895691897583403,0.4270456754962783,0.8617206831746571,0.6219006081830397,0.8244298119751503,-0.4126230141932359,-0.3120435850196955,0.8432270849531233,-0.2251013789031837,0.4240287965917022,0.0573484689348933,-0.010737707783680073,-0.018745098314296587,0.06259505543537187,-0.5205444545567751,0.5396380864082558,0.06621457456392299,-0.002524114630417241,0.45337493216565117,0.17108395884473593,0.3677096453820401,0.7186480485162989,-0.27073792719810735,0.557162655844755,0.6400632270245121,0.9227664764704548,0.05359177861030623,0.32215011593374776,0.37113878122251137,0.4166376587809182,-0.45328133263101555,0.23499055165328864,0.6666274770902586,-0.1682567519386687,-0.11774826561276289,0.870444467309313,-0.20999972793012406,0.1658447978482884,0.1853523142176519,-0.36784680897517374,-0.20990838656712252,0.5994627964335191,0.09616310229489988,0.8585423163729322,0.4923139131629646,0.5755966093651069,0.2610976621552666,0.49435392554081375,-0.04618880021229877
Caudate_L,0.38038824080387384,0.2731282702114807,0.37624850463422205,0.5102808904630494,0.3279987507464052,1.0,0.31184329637449126,0.128350485115337,0.14097376862865668,0.48506175772072707,0.5213338386900104,0.2778093847123477,0.419273905761145,0.23162158222030274,0.36792041662062425,0.28040565353244795,0.34994360077666836,0.6195084854567077,0.0417698856293218,0.690065881210357,0.15770794728419257,0.43946549272251817,0.5911967668035732,0.27219126718821274,0.45732839237153877,0.26440820386159514,0.11766019091868861,0.09589551350286525,0.7367847860802904,0.26159330681386483,0.5620449320671776,0.2446054722637082,0.34089666469666974,0.4725167088297468,0.5116616943374726,0.31290291924188945,0.4406569093629334,0.22172840607061706,0.0322684462961351,0.2360964318951844,0.36160009300138907,0.5442557831393824,0.20985844127551853,0.09088156954985437,-0.07769519593514862,0.6660000711795703,0.5438336629062571,0.38353057191402035,0.17461803708464635,0.6624673987139593,0.09897676124344262,0.23094944686951335,0.77236245943073,0.5558159581363376,0.7022414000084353,0.326663772805655,0.2925768917556665,0.5070635282990337,0.27548220799138284,0.6512931350187556,0.663205239565772,0.40583320128463674,0.2775119028849744,0.5706911399892097,0.21342817427813535,0.46044975848009617,0.21787580846346405,0.3128077143502188,0.4664419778423612,0.4104297401037903,0.5636450323661077,0.5654052765890802,0.5441270027254317,0.2710618040829195,0.1343666758262399,0.19290708412339844,0.24108299703920452,0.26614007257967404,0.21691340215155336,-0.19496934089414458,0.0869499970554288,0.6769422163016917,0.39983881347183736,0.5734939954623463,0.43619913639735924,0.4324700792185112,0.41843336203405995,0.718444467442453,0.760770214404273,0.34327594888987367,-0.194894124160671,0.5456491942776289,0.10940892767270491,-0.07534076518184536,0.3339705399066869,0.49026759444645307,0.28162140534474445,0.5249157352748222,0.7219319177649693,0.3423296693243612,0.5753794079646323,0.04987108089593626,0.42063401302597986,0.534068372390202,0.6365261297448961,0.2594916862562457,0.20864385585413292,0.3198402377013818,0.47995216193987184,0.5173009956278414,0.051179682387610566,-0.04475896681148077,0.23288363102333184,0.5362108664523377,0.3241121498078964,0.6113414940538978,0.641612296076297,0.6573427310522636,0.24781156515485664,0.625370268970706
Paracentral_Lobule_L,0.2290571241899829,0.40699403792948785,-0.055373642002866895,0.23557251368153181,0.8568254010658641,0.31184329637449126,1.0,-0.09854750930047874,-0.12081059828959531,-0.4680937546406717,0.14021552217479474,0.0072536201350210504,0.8429162690702763,-0.2647251184651212,-0.06700347375816254,0.5390905746055803,-0.11961276280432633,0.71573712026481,0.34047697112764425,0.02386795488538049,0.7507390944516542,-0.1767796716160483,0.09409897064079377,0.3749835015238385,0.49756253874269235,0.34877190747594333,0.5756181308964493,0.7345840221827851,0.33052054963649846,-0.38550313306382816,0.0734027383427273,0.6967065735956794,0.014013896682461049,0.2939051189690989,-0.34295410641648005,-0.31483489090238015,0.4539554564749704,-0.15746979805816683,0.7802995644999198,-0.15508585570177286,0.24806119581871167,-0.1649729847541848,0.6739615471590634,0.5541613993563286,-0.19791633562677122,0.16427695355923597,0.3170728388125722,0.4574925165782376,0.6040576905346869,0.3814059190035814,0.41950068829055875,0.7338989523338677,0.5291095628160627,0.07734576890002881,0.11629137789869574,0.6133942021612703,-0.5118363040928923,-0.25483279264046654,-0.3340090598665524,0.4084976970425152,0.23834868607181495,0.32545234950159674,0.4884249365064133,0.016264447920816317,0.5155829258534549,-0.1047060567127241,0.33532859392908504,0.31653500967647513,-0.11922581939020802,0.3398688056573851,-0.07152865365792802,0.4164396313633156,0.3625766428034036,0.7529841098121903,0.5203959067920404,0.7606260953670884,-0.5233396428593284,-0.4839740801889833,0.788256261872829,-0.19360398054229552,0.4145376312512529,0.16212065469809314,0.03851041703265753,0.15156945533989186,0.1918735309461922,-0.4410186552933229,0.6379316862212349,0.029905439423496098,0.07050344816498855,0.6423407088065103,0.12457544292451353,0.45221408476781677,0.716290917538452,-0.1673750095267728,0.5498639843994099,0.6300698855502951,0.7832694359059342,0.2755921868407072,0.37189700846227025,0.33421396230242956,0.2956034600356578,-0.37360948016847895,0.2848207449564683,0.623093441966704,-0.013692143958576528,0.019610238138782942,0.7740757589458565,-0.25828173893020356,0.22543143451965186,0.35459347140000247,-0.1965786311182213,-0.14822393237627146,0.7027874153979116,0.2644883281424391,0.753692880805091,0.4063230830118888,0.5406664829566363,0.3835945054000561,0.5038915723906788,-0.11308021654051845
Thal_PuL_L,0.07006210437269651,0.05442593390982754,0.16691232720240368,0.3347284252902787,-0.10727189253346348,0.128350485115337,-0.09854750930047874,1.0,-0.0008296173480272399,0.16196821397418304,0.058372641189891626,-0.006778855003469887,0.001102139024409758,0.02112815997056956,0.14843634093058702,-0.11399252276779498,0.1794697600389624,0.09894501995879947,0.01908817105645808,0.06536574734675801,-0.09185546653683595,0.11797128832485132,0.07376224717938488,-0.03217982693621037,0.12545991258895317,0.20040851447737823,0.0795859397167196,-0.1599987547994496,0.15162848875212623,-0.016333681909515497,0.17878957982058144,0.06384775565513763,0.11721951344946897,-0.05060666367445159,0.06299463099084951,-0.03329712494539167,0.06404594538862703,-0.004990171042045568,-0.18305578569337314,-0.03757328320712603,0.17240771713837832,0.24193979742432933,-0.03177984809838179,-0.07527045894850991,0.06792975356630308,0.2139226602920585,0.03156143841115919,0.08317905864282613,-0.046258539211297856,0.09060119089907667,0.11654003444074615,-0.13444908753376966,0.13956319767972641,0.22215055988039004,0.058042916919028555,-0.053954325266197575,0.1612178483042384,0.31936361162625504,0.12888580734913133,-0.019454159861718473,0.08230392248399669,0.038674930987629155,0.06327927682019649,-0.004939824064114556,0.06275876130823069,-0.03456437908584154,-0.041207851510886885,0.05250518622153774,0.019750386187968667,-0.08448828568879625,0.1588467456287867,0.07644611402348526,-0.02334425835920547,-0.07867374512999603,-0.05008044439132638,-0.07011095482310699,0.1818352304076924,0.14105487155790222,-0.10262677807605901,-0.0021959207310707474,0.17010843569671538,-0.017551086160593338,0.16686528246460502,0.1383635380367224,0.20037040989256732,0.18666206440566005,0.17410126293728495,0.22563589768211112,0.08006131199765022,0.0014791278484360924,0.011196847728797909,0.11465224905687456,0.007944606086896297,0.14964130173486995,0.1197184079976134,0.020241125579112892,-0.009953161301315424,-0.026315828001550332,-0.04078071810964031,0.034541271345020254,0.17207345872772986,0.07187262358099593,0.1472859861376118,0.03528782626383782,0.12796121645831582,0.2540715432212807,-0.09631703227139395,0.18795156587442183,0.10854196018070754,-0.10366007193948504,0.13001581345450855,0.2050277280324014,-0.0010471903467744197,0.0708709975077049,-0.08557607721874051,-0.1012391341280161,0.07788908981447007,0.21233845837817084,0.25510997316540324,0.11976983552247449
Cerebellum_4_5_R,0.6099181965497047,0.12298274612519798,0.027256295971318394,-0.22663639128743762,-0.08213279614348055,0.14097376862865668,-0.12081059828959531,-0.0008296173480272399,1.0,0.2229723644139387,0.16156624520867588,0.9111828311682861,-0.11648959323400486,-0.040514138450792034,0.4521501155745596,0.45968805511279454,-0.12625866125128882,0.296118141515296,0.684898980774337,0.2713162514420918,0.2515717581715968,0.22586125902130794,-0.008374389685822712,0.6557797576361224,0.18389923288815493,0.24373719188054926,-0.1961839828594031,-0.25150624211539785,0.3864081535384174,0.31650652708796806,0.2387253907587252,-0.2222083948125798,0.7610379433115396,0.6080564414159317,0.27022463440935396,0.16896115883400292,0.05227071919490112,0.9403029022681249,-0.0969339573776993,0.004682512375736585,0.5578771002887293,0.44474095135803055,-0.058611897286291334,-0.321639000475206,0.10639946005448116,0.1965876571939116,-0.15467319177184816,-0.06112224824528648,-0.08229385925606401,-0.10981530750664588,0.24819662642779936,-0.06374333859161128,0.06257950060309493,0.19606231795458356,0.31396609880265514,0.3529184085537643,0.07312817136171303,0.17116010690620478,-0.05976494781577481,0.10701334972823875,0.01813730603014545,0.6990731661329099,-0.011938879133514834,0.5446018731314342,-0.0107683372142812,0.5668159672949269,0.08529430818578553,0.14887109280849647,0.4570010441235015,0.6677663130294315,-0.030416644373026967,0.44596054643249494,0.6419969576009927,-0.1827348803660798,-0.012376548637165818,0.021720197247530316,0.05795794283887305,0.09558686917902744,-0.19124365147039288,0.1410064118974422,0.13698435199173697,0.26467345726511754,-0.2541758675167943,-0.15337688750314013,0.33320268525919555,0.10867954414918424,-0.17754827525894043,0.2850343798268221,0.1988603458202137,0.10289635274489073,0.03254643613381193,-0.1667561661503706,-0.27625860682220443,0.4425116182371189,0.28595843603260834,0.48532537904134165,0.08656297322973124,0.12722180919416698,0.47575024633972335,0.1616290388068745,-0.045099039298989285,0.7126878264692885,0.6126454826994173,0.2920733997667876,0.29557713021699494,0.4276634714079219,-0.32430565770657754,0.5301988609981604,-0.24161230446866674,-0.07875002098603642,0.328130761677692,0.1883269945984879,0.35423405064789976,-0.15006919525726933,0.15537232755959093,0.4441042084935707,-0.15247985609061174,0.2707977078001604,-0.0517253083012313,0.6478329021095474
Thal_VA_L,0.2668323327103723,0.14710786704357437,0.5499745901690768,0.265456118728235,-0.46655440707629275,0.48506175772072707,-0.4680937546406717,0.16196821397418304,0.2229723644139387,1.0,0.5644715504192486,0.29652349681482393,-0.4140479438366746,0.657857264260073,0.5136678556008452,-0.3038335556638615,0.6264065532667411,-0.08639626586396458,-0.2780215378108357,0.6977008419761337,-0.45194992048001986,0.6052519432787843,0.6083971300728369,-0.07507849369974749,-0.05348487518802177,-0.13858289314208166,-0.5036786203390476,-0.6480410714138264,0.3763527707608911,0.7250183950772754,0.5798614573318988,-0.4987196014929782,0.29837816173465176,0.10276492916068286,0.8458196430167271,0.6507596313503499,0.05243751528358025,0.3849258755951775,-0.727127054244866,0.46973054628840083,-0.08545009491693095,0.6084423017667817,-0.5245174868503971,-0.4082935211682464,0.24674239302847514,0.41634535587599913,0.22587209195512667,-0.11428825830158436,-0.6598036373812319,0.3817861544843027,-0.40374918898651535,-0.4805993652084398,0.09435111064506808,0.2179120573031177,0.6592315019423084,-0.25513500653119653,0.8487075778920946,0.694891076551276,0.615660096037525,0.3435422784221707,0.5478352661668239,0.07838021553377177,-0.3421975391277133,0.4107085279036061,-0.4691145959070949,0.6443633964136039,-0.03251927854003768,0.12458435184867903,0.6326654356508333,0.02466495761938117,0.7060771139899767,0.20283114999828433,0.0848855325214934,-0.35214876159259234,-0.35262003691521293,-0.5653640052789579,0.7342664211447997,0.6724136981327631,-0.5691327222388497,0.11019942362566353,-0.39401688784120575,0.5812065908642784,0.3309234418346616,0.5334225431537636,0.18255200425265694,0.9230814715233955,-0.24655598496284484,0.5580452471153088,0.6622264092321429,-0.1323148810301024,-0.4181188154198623,-0.02889244937629744,-0.6580219461028559,0.12020629114040272,-0.2656040169676534,-0.050197389227613076,-0.423416545978999,0.4929465596925357,0.30424984661565724,-0.09775340535606816,0.02303485092482359,0.3952946558807785,0.23054687995204037,-0.010770183138173649,0.6735306034003393,0.22781962339126574,-0.575594889751646,0.3730104876025552,0.1800038532676402,0.2749029217211717,0.33275779416222506,-0.08818916425195414,-0.40187639105713213,0.2959752035563113,-0.4325633172887767,0.0780236468537171,4.236828595765826e-05,0.2633452677511985,-0.42637231077128196,0.6030540096203808
