,Hippocampus_L,Cerebellum_3_R,Vermis_10,Cerebellum_Crus1_R,Frontal_Inf_Tri_R,Temporal_Inf_R,Thal_MGN_L,Heschl_R,SN_pr_L,Red_N_R,Rectus_L,Angular_L,Vermis_1_2,SN_pc_R,Frontal_Sup_Medial_L,OFClat_L,Occipital_Sup_L,Putamen_R,Insula_R,Occipital_Mid_R,Vermis_7,Pallidum_L,Frontal_Med_Orb_R,Occipital_Inf_R,Amygdala_R,Cerebellum_Crus1_L,Frontal_Sup_Medial_R,Thal_MDl_L,N_Acc_L,Temporal_Pole_Mid_L,Thal_PuA_L,Fusiform_R,Rolandic_Oper_L,Cerebellum_6_L,Cerebellum_8_L,SN_pc_L,Thal_AV_R,Frontal_Inf_Oper_R,Cerebellum_Crus2_R,Cerebellum_8_R,OFCpost_L,Olfactory_L,SN_pr_R,Cingulate_Mid_R,Cingulate_Mid_L,Temporal_Pole_Sup_L,Lingual_L,Cerebellum_10_R,Frontal_Med_Orb_L,Supp_Motor_Area_L,Fusiform_L,Red_N_L,Thal_VPL_R,Hippocampus_R,ACC_sup_L,Caudate_R,Raphe_D,Calcarine_L,Caudate_L,Vermis_3,Supp_Motor_Area_R,Parietal_Inf_L,Thal_IL_R,Thal_IL_L,OFCmed_L,Thal_LP_L,Cuneus_L,Calcarine_R,VTA_R,Temporal_Mid_L,Precuneus_L,Vermis_4_5,Cerebellum_6_R,SupraMarginal_L,Thal_VA_R,ACC_sub_L,Thal_LGN_L,Paracentral_Lobule_L,Pallidum_R,Olfactory_R,Temporal_Mid_R,Cerebellum_10_L,Angular_R,Frontal_Inf_Orb_2_R,Thal_PuM_L,Frontal_Sup_2_L,Cerebellum_4_5_R,VTA_L,Precuneus_R,Thal_PuA_R,ACC_sub_R,Frontal_Sup_2_R,Temporal_Sup_L,Thal_AV_L,Thal_VL_R,Rectus_R,Vermis_6,Cerebellum_9_L,OFClat_R,Parietal_Sup_R,Thal_PuL_L,ParaHippocampal_R,ACC_pre_L,Cingulate_Post_R,OFCant_R
Hippocampus_L,1.0,0.2242394962930669,0.16788389635794826,0.047799454410661975,0.7157127704438566,0.21215462220601458,0.3385971308873693,0.3425512695996843,0.6098348242389343,0.2314065615153948,0.3210849218687427,-0.12969419174949728,0.4872271627414606,0.5071782650835802,0.4889617239771433,0.31084250808292463,-0.010685223244621381,0.7329570660033509,0.7049093308220387,0.08224399680605608,-0.09373234064236083,0.7986971592910859,0.1472638281556478,-0.09661485009911706,0.7449993156335214,0.08855416527429168,0.6557067649868809,0.42531058908873265,0.6646647895723163,0.028740362028742174,-0.021260981094391004,0.5144595398919167,0.3512881570901968,0.2899350896314745,0.4614206241672977,0.40833234948245395,0.0963998774601329,0.5293973161089037,0.03939655520919932,0.31290824798137673,0.6914048150920535,0.658134465768809,0.45158046280036857,0.3051956563868562,0.22812593092788666,0.5570055426690513,0.01336857344361288,0.7595852915248793,0.07425773746052662,0.11392039592123594,0.3345915204348586,0.36196702241244666,0.020800479019879005,0.7306671088544722,0.4953062528289759,0.6914060602420287,0.5208284496565659,0.10026729775892433,0.663205239565772,0.13535715312924865,0.03649584982077217,-0.16544334027021382,-0.09019604647238111,0.32936470065781903,0.4298826076168389,0.2815775107950108,0.007080214647920098,0.08164141802734855,0.5994908637516928,0.24969028254994174,0.08890221466168098,0.19429439138594448,0.1505586490526103,-0.09438470205969923,0.569166481696326,0.4212603005920044,-0.04111560013725251,0.23834868607181495,0.8076496750209902,0.5750672829055914,0.3995275332086241,0.8160748651325588,0.12786862492873968,0.6817121444049619,0.6816207910300085,0.4418057900343726,0.01813730603014545,0.2033252286419424,0.05058842464066156,0.4648320061765738,0.3444976441640433,0.32800517336473844,0.1750844855699257,0.48317579367458174,0.529569188168778,0.5615890827727211,-0.129351149312099,0.7058264660942196,0.20891103794102472,0.030330129316758134,0.08230392248399669,0.5904836421944339,0.4964519401494829,0.3012693409829825,0.27003587472704194
Cerebellum_3_R,0.2242394962930669,1.0,0.615935933358865,0.25401817034638086,0.10627310169720132,-0.1399407628099274,0.4853878826789005,0.17729824820134252,0.16930231755412412,0.6458700890569722,-0.1959838894574716,0.5060995430241918,0.24561490542286052,0.3458571550455287,0.4155569280768713,-0.3409230943701305,0.1766354001560647,0.045325377111999014,0.23067438773876248,0.34006820767453283,0.7069838744419565,0.13832128999866725,-0.2826067554216124,0.6868624827212865,0.17632051818865005,0.324488836511583,0.1686422654412293,0.5696080352183436,-0.12163493045697787,0.3561065423078912,0.5961101411090848,0.6543705797552648,0.10565349594334161,0.43989913621036686,0.4131367610494899,0.17061163451167552,0.18415973981253342,0.3149303846599454,0.22913434943970185,0.35959481344753763,0.2870055918234174,0.31959299071443104,0.17707485500682185,0.3656458913875266,0.5631823877413551,0.11804378242421835,0.6368641809394872,-0.1264423560563942,-0.19706258101649665,0.4821073142289071,0.5557095708394519,0.6091303031386955,0.5809625151176616,0.14212784923444857,0.157975769400812,-0.05383077038314559,0.0024007131059826307,0.7001794036174591,0.3339705399066869,0.683633831178843,0.5298178794780314,0.5226157448010432,0.5213304244211353,0.4342893627920941,-0.26683090035323276,-0.43354851116472376,0.52726825058956,0.5204239595814045,-0.1604994655209608,0.47090248644681443,0.557162655844755,0.41261462614543354,0.3521457311367554,0.631199014827374,-0.3119285730295844,-0.16509030858359763,0.6568509776947984,0.5498639843994099,-0.07678642116837359,0.3260092294386001,0.2867889701283279,0.04378827377450294,0.5092746373223556,-0.03206353642485274,0.14247205263113893,0.38868215522425426,0.28595843603260834,0.4070846917159097,0.6013747554694252,-0.11731476760958898,-0.3177655731364389,0.5718859102302347,0.4938619130146315,0.3014970108715006,0.6172836971784637,-0.08823105068317906,0.6381086401795563,0.47243392508026555,-0.2786732159296107,0.383734185386434,0.1197184079976134,0.05545617050728125,-0.03828626816556683,0.320529519466959,-0.3152647538600248
Vermis_10,0.16788389635794826,0.615935933358865,1.0,0.536800163001792,0.27670648445508056,0.28785914384374245,0.46239292829652967,0.3971501670238853,0.07473766989728553,0.21486650198998256,-0.23599585095344752,0.13328933700599987,0.3833337304997118,0.10334717129511718,0.4248671346679083,-0.21130461492361627,0.4679420908408875,0.1405905190739446,0.3331166261500772,0.21903129660628604,0.7057931509770657,0.18705674288004773,-0.202393490469496,0.2510466251533108,0.07782409113283112,0.8477476855300771,0.18319308902496256,0.3289891318791442,-0.0325295389916033,0.6574142307884581,0.35453115665076956,0.42074807617683596,0.4213095467976583,0.7365857095815896,0.7630192002632235,0.2998118264787036,0.319258530841391,0.531857364014184,0.527233076562533,0.7157793838661193,0.12324404375081385,0.2501888505223609,0.10740647474445747,0.5185675110552251,0.5138108689215597,0.31988274452491605,0.7191876480603009,0.03124009356015601,-0.1194319376255279,0.410119374777826,0.7197907764809421,0.42774620894250376,0.5092732841905259,0.3241623763127408,0.26303121410881547,0.12192906560971409,-0.15557193845101744,0.5297884391406374,0.36160009300138907,0.6555970254033854,0.450905553362018,0.16256973387201262,0.5868782256320656,0.5606040549402478,-0.40251361241682587,-0.17222738772438798,0.3172794251799232,0.6902548498933115,-0.005861630930487652,0.5826620967990679,0.22996152629960287,0.5148913154370336,0.7802666398082886,0.45267322916561153,-0.1497574453332154,-0.04026465869038128,0.5243299301823449,0.24806119581871167,-0.09238584545968384,0.19994455639366315,0.4273536017960921,0.17494728016696826,0.2225271441575013,-0.02005759850074798,0.12803580811757329,0.4173646506283513,0.5578771002887293,0.19485167002933448,0.3266695475043135,-0.009065676648688455,-0.17760811001888102,0.5133960629846691,0.6035461044317638,0.21765348765503753,0.5337254541271768,-0.12604387452220475,0.6102863856919744,0.6969418573929698,-0.30535588409614733,-0.01369468661738148,0.17240771713837832,0.17401715168121268,0.03530643792575347,0.4226013648686827,-0.3360546158315925
Cerebellum_Crus1_R,0.047799454410661975,0.25401817034638086,0.536800163001792,1.0,0.2857578940465788,0.7150236979915595,-0.022830410524290447,0.5384891992577355,0.15698689393856846,0.12102624228949664,-0.11739860333379572,-0.12101595669697794,0.012052910700791687,0.24947407359984927,0.37894213977206903,-0.02035001625942251,0.18788925790274633,0.12847929960080118,0.264701458729216,-0.12320710526035936,0.416380575104777,0.10070904057328077,-0.012187527645681748,-0.09833649364111403,0.20011419799100794,0.5405227730095225,0.11479373620877766,-0.02975699977179352,-0.14522372650379767,0.1629933040285686,0.06039289355967346,0.27503508084647194,0.23622794943070713,0.5035533179714125,0.429069073756437,0.2684216886411309,-0.047970371054034774,0.46706729803843994,0.752610254145745,0.7147953980056407,-0.17635536191885853,0.19020358143933166,0.06392838299133811,0.7019392263052817,0.5550505972690903,0.004302337313809514,0.5151792824659593,0.003909298224568128,-0.013960140543877926,0.5163667971047163,0.30803992033980115,0.5119265659375223,0.09475171397581285,0.3573681366594299,0.14146756650738568,0.11829943216267237,0.25231175296370284,0.277149094334366,0.015336434898833413,0.6192455958200284,0.5154981847050901,0.11223380120669797,0.3312099128176453,0.12975463580100313,-0.052087321890609564,0.009864751917516176,0.0003351615577469002,0.44114084748975485,-0.06614618636332562,0.1747766705795284,0.06840955999717961,0.505506023133028,0.8386444510773035,0.2436087717863452,-0.024988433738240466,-0.06447001105555042,0.1098211761418132,0.17975330141989374,-0.028587245156038193,0.13342104265445284,0.6680025357533356,0.2191785466229461,0.07921597984982182,0.028261993458426768,0.018468598782553462,0.4011947213786397,0.479765332451476,0.07923947546183703,0.28850293285606426,0.18508979689051555,-0.006717828179691317,0.3819637279406398,0.5706797454931806,-0.1148333030575046,0.05641723360922532,-0.07096385033739035,0.5902907850042545,0.4764278271580192,0.06782523868646957,-0.26156187219373894,0.11830724837988674,0.15455679222572713,0.0759036289556875,0.5897052039196244,-0.15679696082959182
Frontal_Inf_Tri_R,0.7157127704438566,0.10627310169720132,0.27670648445508056,0.2857578940465788,1.0,0.5236765887171753,0.1434849106916579,0.6061806292356471,0.5159394868766991,-0.01786782629463254,0.35473328379998464,-0.4053226791743819,0.43998544106547804,0.3596095734562866,0.6226499360126213,0.32955552406898575,0.14656913110014072,0.7696359627503951,0.8071542743785264,0.0038608113299455587,-0.0400510741692741,0.7362478893541698,0.27295533651283865,-0.27543309240780683,0.6307733542301367,0.2108026563503736,0.7613287737532698,0.2074059306546586,0.527331121466111,0.09004872026000672,-0.2208657428044339,0.328411473650695,0.497516289727824,0.33282153380285334,0.5081703601296034,0.4585483942915943,0.16010171108815774,0.7759804910508079,0.32811958987513057,0.49824559466997553,0.49559045833372883,0.5262648556687929,0.3221785404767587,0.6131774892276107,0.34618619410297163,0.4857534829913079,0.02738072886181085,0.6403220382979079,0.1704481228695644,0.22485638322974852,0.2646897643177877,0.2852370035316166,-0.15072061974407236,0.7827366036510637,0.6731874681607746,0.8107378077782252,0.5046107185982615,-0.05881457974552143,0.5620449320671776,0.22346195108154593,0.12371366520648341,-0.3280488115322655,-0.14433944182659184,0.2722714295809407,0.3592088451560537,0.47278867537343977,-0.24835871399637674,0.06306375971533387,0.5757372710709499,0.11420413100802575,-0.1482752234605755,0.309366486137934,0.36916876037694824,-0.17481573889476515,0.6324075040574143,0.40786174615784787,-0.21272318102460305,0.0734027383427273,0.7588104760770364,0.5825642689405937,0.562229236107846,0.7642413818152971,-0.09812820027372332,0.738210318627157,0.5084868531201197,0.6598761592644529,0.2387253907587252,0.14277385032862755,-0.09899354787936483,0.5756788412859188,0.5155989405943829,0.40962411158730794,0.331271208081363,0.3324252185435022,0.29245447712187134,0.43655548246199444,-0.043315012593941084,0.6584896540444157,0.35012265026890443,-0.24085429950723913,0.17878957982058144,0.5947792190624903,0.6549207543864716,0.40802052118435067,0.1900267462929269
Temporal_Inf_R,0.21215462220601458,-0.1399407628099274,0.28785914384374245,0.7150236979915595,0.5236765887171753,1.0,-0.06580665465250382,0.5752046617609888,0.21477420925123158,-0.33954593549809864,0.2097865144122208,-0.5483148802596174,0.22559857164108013,0.05751752568684457,0.24081079840912908,0.10440320108411272,0.20024197671416183,0.2588684182915815,0.3888603905030949,-0.3546878607066405,-0.019883340901471893,0.2941433781177994,0.30933366606454177,-0.541018861424318,0.2466368715598104,0.32673432177123246,0.3086530402330328,-0.07970019989422857,0.08883378901465461,0.004680465961079404,-0.28052637143755055,-0.027316400653709185,0.295488380616321,0.3070702730835182,0.3036923565245095,0.338462972487241,-0.02122716109537796,0.4688578402960691,0.6702857172140657,0.6253387221210117,-0.022913782212949717,0.08126607724121956,0.06697123596507767,0.5060654842751711,0.17432378646268212,0.09620822982082373,0.07353016130469475,0.326766044446045,0.20007316128074812,0.16841308521873183,0.06335215669962062,0.14496869571970944,-0.23962739402154673,0.6500932637542621,0.23600768504244404,0.48089638167485216,0.2595648250666824,-0.20075669479989355,0.051179682387610566,0.1890561158686706,0.0744193538954025,-0.3307727786276637,0.03411433615611033,0.1900260850037684,0.2595760644312239,0.407465308077712,-0.4231714555391915,0.12647794038678611,0.23023484251914458,-0.13238124603476484,-0.36784680897517374,0.3032677602304779,0.6364035818626385,-0.2510402871572985,0.4595950957571146,0.1349363203492962,-0.24683270255105363,-0.1965786311182213,0.264784503046271,0.31842789845053465,0.6984191836538711,0.421233780892181,-0.37258575175680936,0.4057201343346778,0.16888710165324516,0.3223808527168194,0.328130761677692,-0.04754167487854742,-0.24054570243310858,0.49428267642257584,0.3901333569749138,0.040258176269388324,0.23343327512623366,-0.0015023285291628859,-0.04934038923896248,0.027703707809340727,0.09792896971688465,0.3699566183378505,0.30894659526269086,-0.4417649119472638,0.13001581345450855,0.35451140806607445,0.3716038722022856,0.4063068794377659,-0.013139633133851664
Thal_MGN_L,0.3385971308873693,0.4853878826789005,0.46239292829652967,-0.022830410524290447,0.1434849106916579,-0.06580665465250382,1.0,0.12853448842499568,0.08525137393087757,0.26651958491167427,0.08681233512263314,0.3543864022653381,0.37259799343601696,-0.08744015119462552,0.29099755601951377,-0.343555760520561,0.11807752607458451,0.12492108168155634,0.2474100275723068,0.2615803884673269,0.2375105477178859,0.3988520602797425,-0.12273652260073845,0.37664741442759375,0.005005601321033937,0.24911548950754486,0.34589534476640466,0.699870740205806,0.1755555633107052,0.25313023065672335,0.5447782411162205,0.4397209915328183,0.15445874951847777,0.2596621404689839,0.344502008945779,0.2325761721558459,0.4735342961472017,0.23518857248538477,-0.030825274397675,0.2402322554088601,0.25964577757557944,0.35965043928172563,0.06224221609830331,0.15593592139408535,0.27804257984255926,0.12837916337805902,0.3203587931358276,0.2163714855525323,-0.05325860815874226,0.09579796396106949,0.3936333867687468,0.2800953599468755,0.6175451741734229,0.28173381521429136,0.21725977727280982,0.289843172845368,-0.16606215510057634,0.4716522658630694,0.5753794079646323,0.2670702928587833,0.16326637736728153,0.2709146724342724,0.5634976423753035,0.7445736564409212,-0.2312194663552858,-0.22436581682101178,0.45001721454415405,0.4176934808666293,-0.06356854032445174,0.415175262481541,0.4166376587809182,0.05771026743846798,0.15664475383001128,0.3378245887683955,0.010517614039667594,0.015152460273197724,0.6007233364207705,0.2956034600356578,0.17102517412018234,0.3820436128181046,0.25735915630209083,0.22737962480018986,0.38740014395653094,0.04924366634480256,0.40657052222243256,0.26827104372922894,-0.045099039298989285,0.11656919248369531,0.3569427330700342,0.1311824031176491,-0.08336523820989464,0.3757743981076805,0.1222425429011488,0.574457616183071,0.7978190275068212,0.057450105202772446,0.15682079926029632,0.4569017160066364,-0.37209849761448854,0.2791331867879863,0.17207345872772986,-0.027738643612398937,0.01739020016863828,0.15361063635548575,-0.2554368211917135
Heschl_R,0.3425512695996843,0.17729824820134252,0.3971501670238853,0.5384891992577355,0.6061806292356471,0.5752046617609888,0.12853448842499568,1.0,0.44558897614748477,0.14602766541653686,-0.04042424282266151,-0.30446227569025985,0.3504462541482541,0.24379545056979565,0.4543311068103448,0.33850903041013874,0.06394530885578376,0.45177649188203994,0.7754836673884974,-0.05724552188649448,0.24367373959941763,0.3059717545134152,0.4188771367716515,-0.06442566903266696,0.3929060225309861,0.3967667170141563,0.4032092900273542,0.20529231901406106,0.2742104046527993,0.08090402652767865,-0.1547013737822785,0.20794429458266267,0.5459353499056164,0.6012034192842124,0.4552038630431546,0.6095301637375142,0.05003886452781665,0.6864265600972368,0.6271957051049203,0.6179385315215716,0.043762170862125825,0.44419468641780263,-0.1520022646468217,0.6845575171189631,0.45215624744079697,0.30543129269622415,0.3873586958676978,0.13237425396827573,0.44705410810055757,0.07298523835474127,0.3167873504117965,0.2879331966113403,0.18173458390903643,0.6237067987168483,0.5238039724962794,0.5465178512319877,0.4781507593899718,0.13002326497786573,0.36792041662062425,0.5252995957101187,0.08388364378288206,-0.2730244919408384,0.11502809205410117,0.2827922571949718,0.26708718173094037,0.5121387439672771,-0.11648143519380838,0.286919685860159,0.37221840767211306,0.31375579426101746,-0.09666008508998533,0.5803568216044038,0.4788104904900595,0.08654990230596818,0.3960985417096865,0.4779237410980409,-0.18404082959617704,-0.06700347375816254,0.20869752354269752,0.41700948413011374,0.6844324212128468,0.40408391388278797,0.05355680304182884,0.40581804074232475,0.07810256800650872,0.5393066443253215,0.4521501155745596,0.16605964450606914,0.034235883284821245,0.1177945568024858,0.5239166115817018,0.26561722097384066,0.532333639559986,-0.17874126059937553,0.235288174644527,-0.07967453173676198,0.27725912645035417,0.47488599970862555,-0.010262402804286894,-0.341666221719032,0.14843634093058702,0.383268839963621,0.3577177851287986,0.6645567113076641,0.1406858141733384
SN_pr_L,0.6098348242389343,0.16930231755412412,0.07473766989728553,0.15698689393856846,0.5159394868766991,0.21477420925123158,0.08525137393087757,0.44558897614748477,1.0,0.2876778130439046,0.33212074652477747,-0.19807441056706737,0.4881033584676538,0.3412369051703859,0.40256109693160824,0.389180108735843,-0.011521963525972725,0.5055818317237012,0.6183826579470219,0.11608429557930709,-0.008703490077158246,0.4957146196335512,0.3549267996208804,-0.06970310973702898,0.8275960627403615,0.1532394856764481,0.4252656610826066,0.2510133433755217,0.5828703226252034,0.11443185001159782,-0.18511588450962052,0.36381869063492306,0.35869950206128776,0.3045109539581734,0.3108053705188257,0.6652979503780364,0.1241785940879034,0.37453382616565417,0.09008873819429374,0.3486558047350731,0.37645241842288935,0.4059263681644624,0.3408300549261511,0.32341423141216646,0.263794067018876,0.5811615447016616,0.0801782370304263,0.48162457934822306,0.2583634692365843,0.04756397010791116,0.29165752135720185,0.5150433300650068,-0.05322616354306083,0.6605133586374379,0.32739859413254413,0.4999473826897524,0.4923673283355537,0.048702803353174146,0.5213338386900104,0.187414200792908,0.042790521035786636,-0.24193005415386218,-0.06855177867947752,0.26530489453607614,0.5159766516280662,0.3824517985465741,-0.03162896804269503,0.027342417115404978,0.3862872900945282,0.331587187649437,0.004639649233345987,0.27161295474798464,0.166735115959387,-0.07597787978407226,0.5618308642581228,0.38322537756806874,-0.27344356370594136,0.14021552217479474,0.4964545802104169,0.5188127047685149,0.3033956311668732,0.5748812814196914,0.11582786584198744,0.5706548272438338,0.3356088711462974,0.46585580681789746,0.16156624520867588,0.49820946763187035,0.029983875299062587,0.23168651815367944,0.43318978974422695,0.27359445188525927,0.1984705565036687,0.1117642262824716,0.36219800468279795,0.21301397668776212,-0.012132303544603368,0.4750226551980801,0.058424239596073464,-0.09332319845481019,0.058372641189891626,0.6172886839889679,0.4286319184657345,0.35104838234263336,0.41843652913694934
Red_N_R,0.2314065615153948,0.6458700890569722,0.21486650198998256,0.12102624228949664,-0.01786782629463254,-0.33954593549809864,0.26651958491167427,0.14602766541653686,0.2876778130439046,1.0,-0.3912137046170845,0.5595632395630311,-0.03979782166972282,0.49579194645680075,0.27308428968264264,-0.20274362478596678,-0.06368370956244589,-0.02395507803805176,0.18308270881180902,0.22946712656535087,0.43484398887666986,0.10877227947453925,-0.3087841798694514,0.7086442808533375,0.29593556627052936,0.1366558123898787,0.135847843761238,0.5685803778517117,-0.06810145822962624,0.025595324643511226,0.58365986166686,0.4602759492035381,-0.2051682522456841,0.2569956392577368,0.3029159470755659,0.21439938922180302,-0.14959114593080833,0.17835433969369843,0.12272368623006602,0.22949120165082912,0.19160924876888777,0.42749441388571663,-0.12991750058123566,0.1416831401203342,0.3815048163541643,-0.056269219246014704,0.47945784350577614,-0.21684567702243682,-0.1917711723096802,0.31284770802224376,0.24446594402792649,0.7182794932119594,0.605218767175361,-0.10833529180695023,-0.09210044364044939,-0.07833347741190308,0.36189188399924543,0.6277736151139447,0.15098001602729924,0.5159557307236116,0.3067862044813443,0.423327649344431,0.36728279355180343,0.11883223556538093,-0.19619131167178092,-0.2966976793583825,0.5913960446798532,0.28416791523824386,-0.16504551284496893,0.3564945845531647,0.5330135184357097,0.14948194948940988,0.009833042226787355,0.4997804767248354,-0.3551059355202101,-0.11509739069573834,0.3931942822068641,0.5618004221670988,-0.06503372397118178,0.24321541883885237,0.18494609951976906,-0.004753096117275843,0.7177048195195891,-0.14040442938415457,0.05727563278481361,0.13651300880700176,-0.041318515210261954,0.34517463852628744,0.5315564136743322,-0.3629199945849598,-0.2664508003489639,0.360687266239554,0.23827591083171396,-0.05811789208826018,0.3903536121765149,-0.09568341836445603,0.370296921352048,0.29244347648971497,-0.454321920854195,0.3621953307911657,-0.05084205590889109,-0.13467802893425668,-0.34174779032046104,0.2105420541984115,-0.21056956055725076
