,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8
SN_pc_R,1.0,0.14620335657725098,0.33149598168983396,0.43953071267125027,0.24061689840769662,0.24379545056979565,0.13843313940791552,0.145246406188694,0.05751752568684457,-0.00291616355837596
Thal_MDl_L,0.14620335657725098,1.0,0.15346370220963582,0.4121308050754772,-0.43496420232647093,0.20529231901406106,0.5911693991407396,0.47952665598411925,-0.07970019989422857,-0.334507426750167
OFCpost_R,0.33149598168983396,0.15346370220963582,1.0,0.32861622357416653,0.307505350009055,-0.012984604897424276,0.0762276473132979,-0.11144438634536867,0.004855909728374665,-0.039180726889503664
Temporal_Sup_R,0.43953071267125027,0.4121308050754772,0.32861622357416653,1.0,0.10447592530460026,0.6919131885923594,0.14500094629469462,0.006866979649135333,0.5416174980863802,0.267583362361085
OFClat_L,0.24061689840769662,-0.43496420232647093,0.307505350009055,0.10447592530460026,1.0,0.33850903041013874,-0.3966020141697541,-0.3852317561735277,0.10440320108411272,0.37858513682575196
Heschl_R,0.24379545056979565,0.20529231901406106,-0.012984604897424276,0.6919131885923594,0.33850903041013874,1.0,-0.11648143519380838,-0.06442566903266696,0.5752046617609888,0.46410354398946224
Cuneus_L,0.13843313940791552,0.5911693991407396,0.0762276473132979,0.14500094629469462,-0.3966020141697541,-0.11648143519380838,1.0,0.6969563456540518,-0.4231714555391915,-0.4570936582319079
Occipital_Inf_R,0.145246406188694,0.47952665598411925,-0.11144438634536867,0.006866979649135333,-0.3852317561735277,-0.06442566903266696,0.6969563456540518,1.0,-0.541018861424318,-0.6627565273250137
Temporal_Inf_R,0.05751752568684457,-0.07970019989422857,0.004855909728374665,0.5416174980863802,0.10440320108411272,0.5752046617609888,-0.4231714555391915,-0.541018861424318,1.0,0.7299051178106912
Vermis_8,-0.00291616355837596,-0.334507426750167,-0.039180726889503664,0.267583362361085,0.37858513682575196,0.46410354398946224,-0.4570936582319079,-0.6627565273250137,0.7299051178106912,1.0
