,Precentral_L,Precentral_R,Frontal_Sup_2_L,Frontal_Sup_2_R,Frontal_Mid_2_L,Frontal_Mid_2_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_2_L,Frontal_Inf_Orb_2_R,Rolandic_Oper_L,Rolandic_Oper_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,OFCmed_L,OFCmed_R,OFCant_L,OFCant_R,OFCpost_L,OFCpost_R,OFClat_L,OFClat_R,Insula_L,Insula_R,Cingulate_Mid_L,Cingulate_Mid_R,Cingulate_Post_L,Cingulate_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Cuneus_R,Lingual_L,Lingual_R,Occipital_Sup_L,Occipital_Sup_R,Occipital_Mid_L,Occipital_Mid_R,Occipital_Inf_L,Occipital_Inf_R,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R,Cerebellum_Crus1_L,Cerebellum_Crus1_R,Cerebellum_Crus2_L,Cerebellum_Crus2_R,Cerebellum_3_L,Cerebellum_3_R,Cerebellum_4_5_L,Cerebellum_4_5_R,Cerebellum_6_L,Cerebellum_6_R,Cerebellum_8_L,Cerebellum_8_R,Cerebellum_9_L,Cerebellum_9_R,Vermis_1_2,Vermis_3,Vermis_4_5,Vermis_6,Vermis_7,Vermis_8,Vermis_9,Vermis_10,Thal_AV_R,Thal_LP_L,Thal_LP_R,Thal_VA_L,Thal_VA_R,Thal_VL_L,Thal_VL_R,Thal_VPL_L,Thal_VPL_R
OFCpost_L,0.075233642280335,0.2386710972340292,0.6254560504397819,0.4980303701384039,0.3341676654259947,0.5520841619940594,0.6074741337224416,0.27447495288174284,0.4964343586111191,0.44019031653222546,0.8100696714550394,0.5623661816625629,0.6611830560682884,0.1871989748101839,-0.12562014971919466,-0.06941647816394765,0.6851366086786117,0.6489049384670041,-0.04241631675754861,-0.35509989616285964,-0.23465782948152625,0.37076381938409064,-0.09956057972017782,-0.11951215582464518,0.6730959123392866,0.01949940474762886,1.0,0.38418582846469335,0.20073482923010133,0.5724175769387098,0.7411782157222843,0.5030426066163464,0.43369545045066427,0.4103686522479744,0.13185233990883435,0.19687128178875413,0.4320165142924249,0.44020428039262616,0.45868519347818765,0.4431903611765512,0.3826808760086497,0.1683243423737565,0.05181640877899487,-0.030798111875290867,-0.07045447088816595,-0.05594137467587435,0.20201911790414062,0.12557923067439938,-0.3043041180061745,0.05481615778409345,-0.14325662409813966,-0.20935352670251894,-0.08584262283291069,-0.05573925630150594,0.42507486268840955,0.3490068984447276,0.20768492906663172,0.29347009877355124,-0.1296192310271772,0.13071352256882218,0.048037105152515816,0.10115196373631882,-0.2567554831745125,-0.00027901483321674154,0.08026906054032126,0.10500004631287821,0.5577148140150288,0.5150150949754423,0.6455835105366793,0.6114255160868548,0.6443323917037607,0.4379713685715069,-0.0348597073653896,0.47131211741018525,0.48594640850357007,0.2559865624905672,0.11052999632182389,0.10796365820353397,0.26804215719323543,0.2764216965332691,-0.27084655972857197,-0.02587574085251458,0.2146621401609426,-0.003390544611879053,-0.23901016476471904,-0.03778195245931417,-0.1817762585885839,0.19807885518966475,0.12673147098862317,0.24833358076112044,0.2821034956724366,0.1763077716647333,0.15469784592386746,0.03768957675982943,0.034754341962873574,-0.041792566827422384,0.1709539702461405,0.1858777215404669,0.15690475987225638,0.40440448940000423,0.05645241677202017,0.2035346862184506,0.0007145102115887228,-0.3854707957461225,0.35269495870573475,-0.07089065189253917,0.46009082812791774,0.014842695647906815,0.05079250865629891,0.1728513120174564,0.3644889463036896,0.3295248965286073,0.4517344519463319,0.1718267167834056,0.2844181526387769
OFCpost_R,0.28236338713268344,0.3620275146647877,0.2672563174907977,0.2695072373546323,0.4084566545340752,0.6150680420301089,0.49841006787353126,0.3734067945293801,0.42415133852462067,0.572804054185434,0.39938978241447565,0.573030833339123,0.28393162529786525,-0.07142910924837735,0.005293370476940055,-0.06530836142870335,0.46054782345630807,0.4274004239447209,-0.0679566157377453,-0.14077842271324,-0.00909914648388919,0.08997976363656861,0.07457693986517619,0.20165864902556707,0.4378384744537122,0.09652936241833135,0.38418582846469335,1.0,-0.4579400161739921,0.31668354684107564,0.3381123958031432,0.1956065912253105,0.10861083969923309,0.08418202945684365,0.11781715216902611,0.046846743832213704,0.6081936727123535,0.6733778358372161,0.6969599280781874,0.662842239122868,0.7182973338949538,0.5537981389284742,-0.34610044492976405,-0.3786954377552311,-0.4187201747064455,-0.3722079233349519,-0.23676848308464596,-0.17517322125424017,-0.46142913808426533,-0.18457787978716803,-0.41973405690714366,-0.27128384426801566,-0.31368521548739314,0.05392885311665238,0.11715005976594127,-0.1165198214096639,0.19650454929683117,0.27897840171411414,-0.1868092248012208,0.06697390195055117,-0.15766705116752874,0.06957844973966808,-0.531558044307992,-0.10072499023589976,0.08815781641849564,0.0908902561909445,0.5212251032289466,0.6647509243687115,0.43187107319427537,0.6182282621088864,0.5916222163970198,0.3799726574804001,0.37781883719329196,0.2654821258079534,0.15677651117886773,0.20817166336526619,-0.1964830997179537,-0.3766380566947679,-0.13420652635018718,-0.04735024670728616,-0.17991631355761145,-0.3212370990666752,-0.005246573278059909,-0.3283999747547147,-0.38681311541157326,-0.026598641528507095,-0.32283115768657095,-0.17902603438541417,-0.12940904708910403,0.13715551751818153,-0.2263307519075534,-0.02861248867669165,-0.4966882020680772,-0.5419004480630247,-0.3225650743062199,0.04701428339904918,0.44870997006897567,0.5475268611882065,-0.29883580209237964,0.3206041118569857,-0.4567572563821252,0.5413436838574538,-0.38435235066226575,-0.46221632682851155,0.32492644145750593,0.0010185645843523562,0.6289768690695582,-0.1478261582492344,0.23877189756929004,0.12935915158757028,0.6137001597524104,0.34969079564052397,0.4454515067411585,0.2422365954744024,0.21938648298742316
OFClat_L,-0.16020050579370743,-0.1945134565019888,0.23479721873126685,0.23329718034381292,-0.15354011530544476,-0.1736353837075476,-0.14173410817869714,-0.04901241162454054,-0.028939189163579522,-0.13529232285664441,0.26046913455720466,-0.04791564555048452,0.05928212988093921,0.3573066398262019,-0.18929437427994436,0.11470665563669105,0.09230458424051306,0.12984297751917984,0.11452490195055585,0.06206439285411934,-0.09843114601102328,-0.06859796673921972,0.01700615486706568,-0.06350224578176915,-0.03462382258002447,-0.09387965312317662,0.20073482923010133,-0.4579400161739921,1.0,0.3422821226353118,0.2305730701760066,0.47854293430729844,0.3546025381021741,0.2960323114978053,0.16593149490045694,0.30510299279194486,-0.186680744727472,-0.333026817692258,-0.2660465593101058,-0.24949010008636802,-0.40582164022026973,-0.441586688787346,0.5622796254646951,0.49445009847671195,0.4069996183572253,0.3824447271476815,0.3982618413193239,0.34234242920762836,0.43392816897344694,0.07598339270269547,0.29249552987174066,0.3135058281066756,0.5274065877977671,-0.047029743000881676,0.09260117150660171,0.6196431198422857,-0.061606217821234883,-0.027046672798875394,0.1595773258877159,0.2191083955268812,0.13363062144241714,0.13728467697521038,0.460210283968832,0.1302157066793455,0.041967235647400125,-0.010070657120112405,-0.08685991557243454,-0.15762695433169704,-0.07534918334976012,-0.11330611707983264,-0.1865603755188485,-0.07372600381230388,-0.2556073136423503,0.10883652670559722,-0.07223004448826417,0.041557437843478845,0.42035433140753337,0.6538053324309385,0.1998223458022947,0.25323354588935515,-0.015331047049321641,0.23034237341137487,0.18015643539624096,0.29171463968354466,0.3538885619158027,0.03280445192114571,0.35773165429424064,0.4414857345654041,0.354504809910679,0.10384620799358381,0.39344071554824456,0.25985880509075593,0.7181541747368234,0.7712235319767625,0.4889482474655808,0.14230976391617609,-0.2161161980427325,-0.35815689920461286,0.3170447566188487,-0.011755829627718189,0.4427447314727425,-0.4601930046410326,0.3066147317208318,0.3782801327742963,-0.1894269969695029,-0.15151094931025022,-0.2292067013889378,0.24441964824708284,-0.16832223806076335,-0.1721444285978479,-0.24718096051124375,-0.08474496217840306,-0.030080027574961577,-0.14445550390524584,0.13441743742053894
OFClat_R,0.0679199446484009,-0.016905873444508265,0.430822170602264,0.39391220900864754,0.23688711360440112,0.35827927771161,0.24010619248302686,0.34383457124878825,0.24841123293794634,0.44962293637728223,0.6997539657337911,0.7304555103572593,0.2790212362367897,0.5611458415459559,-0.08875069096808548,0.17385554481876606,0.5789505633992318,0.5194575053332215,-0.058346370143954274,-0.10624221065515987,-0.009773867120408912,0.06485976756014607,0.05594498410000344,0.22888841722036807,0.5411521335824544,0.012936966210128223,0.5724175769387098,0.31668354684107564,0.3422821226353118,1.0,0.4469263734848569,0.5817040163084058,0.4016603939660354,0.35137448178250574,0.25341038138498306,0.28380120812941295,0.2558882244807478,0.24157520546218134,0.2893099260795675,0.4350292710100787,0.3017422619707802,-0.03783222704328281,0.16583929318421536,0.12801090034502657,0.04490204036057239,0.13231530577307637,0.15909946990202348,0.2613773601703453,0.04820633120756777,-0.03409798021412794,-0.034814810292653514,0.22957639943145136,0.29557138627651025,0.057571993865468296,0.13816788962781074,0.4361095356742214,0.07262289406653864,0.23157129340531468,0.017305357027889275,0.2882896116349076,-0.14673779736887496,0.2616793137944747,-0.05840663011285009,0.1562129798693606,0.13345462310492529,0.15432357442559952,0.42282720820893505,0.41301123924437855,0.47359065504891606,0.6060387090714722,0.43710248149218095,0.49863611465559166,0.03828729760098624,0.264168503500367,0.10503786459592,0.43797600262934216,0.14806485147023307,0.5056697668032853,0.12123886812534279,0.3272178955225246,-0.1565948176540226,-0.13230963383324332,0.11414199737606821,0.21393821117555487,-0.2742213224512537,-0.26572424046307785,0.2029982250352996,0.1294032428152959,0.20955653643077157,-0.06565071771834781,0.1565961905827639,0.2036977897199067,0.1781881629038814,0.18627622721996054,0.04141584675886925,-0.0697650383734158,0.0175303947488127,-0.08464670099182307,-0.016496672507076815,0.2631067970487206,-0.031624369418437895,0.003873932256504904,-0.13290886226905937,0.0039761692734953296,0.03730448940909475,-0.32143660702895005,0.29722387013365736,0.045453800261956105,0.14462677998955978,0.08699138282566354,0.3541191979037803,0.19811037709022636,0.3592887816621281,-0.04528939544000414,0.17039784965174798
Insula_L,0.3103783828867149,0.37418980617048836,0.7333823394807648,0.5622276575302961,0.5156551111068076,0.5395403665326576,0.6764127754607663,0.40083452545085424,0.6410205809795001,0.5123713139604588,0.816726959466514,0.37729990766908367,0.8363405577660763,0.20833100070032415,-0.08158533121241196,-0.08044316831629207,0.6927426209076595,0.6143488743779951,-0.11124194411623141,-0.2424210397071103,-0.08499425528122591,0.18389922474730672,-0.2496191271843109,-0.1261297003378838,0.6030488399420485,0.04587611522671818,0.7411782157222843,0.3381123958031432,0.2305730701760066,0.4469263734848569,1.0,0.7369188049418528,0.5584426305605334,0.5462610202940826,0.3781275138890354,0.40762640812864925,0.6600846458903405,0.5588934522312009,0.5957352971805826,0.5433685637603329,0.4714190995859533,0.27132686426782054,0.2456725248162338,0.08806361454357432,-0.022706942102711705,-0.035775844485779494,0.3709860501807142,0.18756142056240688,-0.2549215095221943,-0.05993849311403603,-0.10785633292659254,-0.2580257323340718,-0.003970587527629854,-0.23436831227285207,0.520709076524819,0.3696140121444144,0.5084896947599377,0.4035985833972027,0.007354525436249474,0.010280689937593708,0.32446000936390607,0.07965155706762654,-0.19763351693909553,-0.1204696771773782,0.14144643753138958,0.16602919578274525,0.645418921238369,0.6425256135366676,0.8113352875112796,0.703647568428867,0.7539150927224079,0.5854557799259656,0.23883847341252112,0.5158484210754598,0.7199469258901883,0.23117759656047446,-0.006039127614097778,0.0797743339075221,0.4038567223159269,0.2200006622167446,-0.10739818351198009,0.13778752381877507,0.44455057342699816,0.019060377498369894,-0.10519434503703542,-0.09745491120102513,-0.1614608781078746,0.17938665145751387,0.33719313865270906,0.34605072439177864,0.3939058387650679,0.399980636317111,0.223361851852121,0.0814374934783031,0.04866896508113227,0.010788070702778069,0.2831263503301804,0.2708497431559979,0.3704596374808418,0.6647371884473814,0.22602958067116843,0.2830726344416992,0.08451016382672923,-0.28869727268492607,0.4044334393824717,0.04791902485901106,0.4639048086637313,0.058699638778759465,-0.00662134540923918,0.39241934139282864,0.47385954083628407,0.4747003682986193,0.5004151298287045,0.42531078597424105,0.45638443650192445
Insula_R,0.4296391937029252,0.3795493389925302,0.7256280741279848,0.6513513675603637,0.5493895750370379,0.48988542157932274,0.4196832492722156,0.4923546728697269,0.5415740960300635,0.5525357745861978,0.7508917691725663,0.45536763476005504,0.558911160655968,0.38138719393345705,-0.09499209241684281,0.09143317176603703,0.6506030434459162,0.5973578574012247,-0.05808695769789467,-0.0579497946644357,0.0037366394974383947,-0.006380150428670767,-0.11972462753793973,0.09869179942387098,0.3629458238708082,-0.009758807893993707,0.5030426066163464,0.1956065912253105,0.47854293430729844,0.5817040163084058,0.7369188049418528,1.0,0.6433465832820867,0.6201110498782543,0.5556070596950539,0.5973611470481615,0.5786548636500013,0.4162801507781221,0.4859291228364577,0.5105770916607796,0.29390351128826164,0.09475682762334267,0.4295500252165208,0.33909974817544225,0.24430452705847458,0.22147623276789793,0.3558129577912492,0.30966337722049686,0.07757200571003896,0.11584926215292148,0.051113417481874715,0.01637118107045715,0.29726966145753336,-0.2377734753483384,0.384696831576513,0.5631566621055107,0.5509267076012387,0.5106525683669952,0.31362213670663236,0.32440943614474094,0.3119113676506476,0.3768911113606128,0.028284994933091702,0.11645579158124388,0.3498083253409235,0.32270173811213493,0.5138300418350847,0.558119210518975,0.5652322890252357,0.5874066862424869,0.47954172555794006,0.5615406792867195,0.3829389056159541,0.5307006994549195,0.4522571285885757,0.39068963119943606,0.13769925297779667,0.41990483125456946,0.2542140764139534,0.3699785969045023,0.022468316766853857,0.09057873172754928,0.285472158370413,0.16415194266906746,-0.032981796841837434,-0.08928430154658143,0.062268934237503806,0.43053082065897336,0.41260693703573725,0.38615260025395376,0.4418493490178871,0.6068559235952442,0.37313504183539287,0.3808423052501138,0.2562290399595169,0.22715651969536851,0.31629714720581187,0.18826102574188083,0.17501890032904827,0.630920594361987,0.2755431218069575,0.13358591496996924,-0.0005176705017304562,0.024547178361524404,0.22505516049608543,-0.09406774931545911,0.3781509539979414,0.08859593364475128,0.04373396142190808,0.3076656667375319,0.4308928096043741,0.40221250946896014,0.4414083315338977,0.3449512563712328,0.5421416442644067
Cingulate_Mid_L,0.5730194048312008,0.5312495565964941,0.6863015656317285,0.7202273165031292,0.6109496958448143,0.5263380820045324,0.6076514023854129,0.697081346311915,0.6132777773767566,0.6158244745201121,0.5019054157044448,0.39040855200823416,0.5327113140343056,0.5278032017075583,-0.14770488786594457,0.049814394134689015,0.658296467809063,0.6076117756672559,0.052779789976275276,0.03747609052739265,0.055323336752757656,0.16714354202327203,-0.0817560493712189,0.03712101286899658,0.2688502280761124,0.04845726335174908,0.43369545045066427,0.10861083969923309,0.3546025381021741,0.4016603939660354,0.5584426305605334,0.6433465832820867,1.0,0.9292842354856997,0.6335724987799279,0.5589665563951779,0.5654034651848704,0.42102799462977664,0.41079224946734494,0.41654195042778824,0.13903139425135547,-0.021530125551247416,0.3982777921839178,0.359706461265854,0.2631581523815737,0.2865968097673543,0.5689749762808443,0.5468362092202915,0.1520855837129132,0.2634243834676306,0.15067154756242973,0.24229574793279143,0.24901069601407513,0.01721342461500343,0.6507009064190653,0.6667268011271418,0.6792878864921277,0.7251249743277551,0.5538612896615499,0.5447411430458221,0.6028278405516304,0.6177125121265973,0.30635706874882757,0.48007153324924495,0.5480290310901447,0.5264955752539879,0.42169847028971225,0.40623584757996783,0.4660624193641783,0.5280639978266594,0.3054509695105751,0.3471303584447937,0.3217304894878441,0.4091572060300023,0.5530420769910712,0.5342342296902644,0.09325258648086544,0.4029749877492874,0.5239043163464571,0.5468532760463418,0.01842751378733312,0.07162690487727447,0.5561693104646421,0.20280189583897446,0.2817995883438846,0.16831711415606432,0.27276156547356734,0.39155990259851914,0.6507484762536413,0.40020459724699725,0.7262194414051639,0.7689019390458548,0.4711941188399716,0.449117533080927,0.47580598643249195,0.3645276658238824,0.16124844453224363,-0.022716117821554995,0.34847686397989197,0.6587974417120581,0.5519744064800903,-0.1428765840987381,0.23381925776383758,0.2119506288790213,0.03383841281193488,-0.09895128436032859,0.34371110103387564,0.12843795821376142,0.08458674539767864,0.26411651918078616,0.2583791319953508,0.5354176357562014,0.41772844159923367,0.5176442913612214,0.5808449328625255
Cingulate_Mid_R,0.5951110813026007,0.5662963010521828,0.6958169404916023,0.72852249484749,0.6044032180927,0.5391228288927467,0.6155943681330219,0.6749004596034324,0.6355581569081568,0.6256208619226952,0.45677009344596986,0.3628871537733382,0.5363691100396398,0.45949086212233103,-0.15569156468512568,-0.043893721870330304,0.6569346482884114,0.5903804354898219,0.02355758913733482,-0.028151266398942897,0.0403547114441735,0.17841584512074224,-0.18738868328675384,-0.046861277640789255,0.25271822318074366,0.06468509468986905,0.4103686522479744,0.08418202945684365,0.2960323114978053,0.35137448178250574,0.5462610202940826,0.6201110498782543,0.9292842354856997,1.0,0.639236930683863,0.5685377607299013,0.5892375228052015,0.4672027234849392,0.4340543441482227,0.44850712341612636,0.16061754826968697,0.06643877789256426,0.36134581722422476,0.2933477730881708,0.3138465739512112,0.2911433454161765,0.5540050487544175,0.5053690674711484,0.11267596018714547,0.3345375410729564,0.1756240562285059,0.166510556914754,0.22894753581974422,-0.05061954672868371,0.6625538612409024,0.5557904173844831,0.7257549414573448,0.7505857715693476,0.510072879010918,0.528822760472402,0.5967934360485665,0.5964617622696272,0.2269460252266667,0.49181594220364094,0.5975485535363938,0.6112909397751364,0.4278325540883095,0.3774664253130652,0.49628226316101337,0.5307982986962676,0.34234422513391977,0.40314047089720273,0.3290392220312069,0.4322965448908641,0.5753961391923462,0.5337708251359345,0.057139527193775096,0.2957265556715764,0.45369381741772224,0.5505039482934332,0.04817678471632234,0.1341424555724434,0.5260197363719274,0.2686406087399129,0.23142294869873611,0.24608316068892888,0.15728671158780597,0.39959895309438903,0.5735291312616537,0.4831053367652874,0.7336142722568432,0.7427824196663095,0.39624782632205036,0.36177276241812834,0.424793498104893,0.3975859776439955,0.23938736324195312,0.03185615045387919,0.3691982512645611,0.6862151400128892,0.568263949842117,-0.06475597152531544,0.23141088448802682,0.1711083705405397,0.11324070946452258,-0.00594613352631385,0.31367428361981536,0.06766614175875856,0.04924678702754748,0.37915981452985525,0.20855881798001227,0.4933165286644315,0.3835111177068942,0.5485932637934808,0.5606227962314553
Cingulate_Post_L,0.6591272355423622,0.5988407995768664,0.5452307195380881,0.5274157306496152,0.6597574207370681,0.5137807851337043,0.4855122129673728,0.6620916182937665,0.5815246891650976,0.6170686952902849,0.36301601232790476,0.2692032879842788,0.3287909908651919,0.29336016592399217,-0.05617337088561687,0.03923942601779682,0.416662991093445,0.367517593322824,0.023634908117263848,0.04226908925417659,-0.06262992444705268,-0.006412700635443883,-0.08958276933444616,0.14394766213866397,0.06966096039354955,0.08133251194174733,0.13185233990883435,0.11781715216902611,0.16593149490045694,0.25341038138498306,0.3781275138890354,0.5556070596950539,0.6335724987799279,0.639236930683863,1.0,0.8761870626590111,0.6018913359405252,0.5025108696493389,0.464968490003919,0.40468063531622067,0.1736508778100143,0.0986741087865597,0.5499390329328514,0.5078000933581072,0.3143111222370793,0.3297877527636092,0.499632357104639,0.43550852690175296,0.1421613150110224,0.31429310943816063,0.19790189136179825,0.03264714136758406,0.2665711739085272,-0.10003918285607528,0.43747557720030367,0.40556039143565537,0.6786935322448704,0.6518769479578924,0.4542041074724375,0.36507625340015465,0.47459873378710216,0.5305305152266934,0.11011837282472421,0.3577184072598747,0.7679175815382074,0.7142749872412846,0.36400256985255863,0.39455430242959877,0.27801714691794654,0.4056555506694383,0.28928974046926825,0.3805617207713963,0.42290054374437597,0.3315407997658534,0.44136109288129166,0.4643886574452427,0.0773343907258033,0.19581209381794426,0.3401392913621732,0.4159030919494766,0.09552368258333664,0.02315196417112587,0.27883822020770616,-0.0557858563521501,0.11129983936511517,0.13350197504415223,0.07035634679771982,0.23279574363306238,0.450192010972594,0.445407153660642,0.4983827220686454,0.650534837342568,0.21453221196466263,0.30639673077374907,0.12401430661555626,0.27159579314128945,0.31051199539604835,0.13847556575038633,0.17468117098397498,0.6938378419463126,0.39335433272770687,0.045383650465180204,-0.025595208381824178,0.11479637954874694,0.08841914639060003,0.023521088952509896,0.43393218962752533,-0.1018402514861671,0.06629916870548176,0.2611943652364611,0.33904378069245655,0.3856694540891724,0.18610965236743868,0.5636725275986845,0.557545996468086
Cingulate_Post_R,0.5757007630058544,0.5349332167196996,0.4877769661397623,0.4755457013374118,0.5512203479190593,0.44696399863084485,0.3859558494726733,0.589232773532091,0.5478018382550033,0.5321597967382826,0.3668059253351022,0.23787659557483443,0.3122397429814098,0.34368223286570443,-0.018197091771115594,0.226551634370157,0.3121490169728432,0.27976760551816127,-0.0009747415638349139,0.05964173876764815,0.020186633628473453,0.07050551363075935,0.016675483016793648,0.14784876903221592,0.09247945867636878,0.044871672659828075,0.19687128178875413,0.046846743832213704,0.30510299279194486,0.28380120812941295,0.40762640812864925,0.5973611470481615,0.5589665563951779,0.5685377607299013,0.8761870626590111,1.0,0.5328443514093474,0.4056949100912117,0.4524235938614061,0.3241979385037683,0.08549225277172831,-0.04395902513903715,0.628884966965991,0.5603488850318029,0.3455298989417756,0.37643515699126123,0.5669927985437428,0.523254299343159,0.2013943802627117,0.32047207148003815,0.24268661803710806,0.07947756242725838,0.321536908724779,-0.1293425738495594,0.42020792165820386,0.43766457480550325,0.572480892832969,0.6109111721436981,0.40028660064589233,0.3845518941177781,0.3586441828110419,0.508608150429549,0.159573198191702,0.3745008763852208,0.729476796504033,0.6573227350480655,0.3382593240201272,0.32965373736955284,0.2181166858692309,0.3271305021760794,0.22510175721811157,0.36861656511020463,0.3047875293171901,0.3724861254022981,0.4263474587223953,0.49286246718212795,0.21120928404303682,0.2992128014037323,0.36352085473456425,0.39082872648264205,0.050367631045786954,-0.08030090854544321,0.31687721532785706,-0.020397241220210305,0.07893531533814593,0.05312242649130084,0.10584048840126076,0.36970120414248075,0.44696749658860807,0.4290520122775496,0.5477880299256248,0.6319757064041773,0.3542194383819981,0.409933232982381,0.20160383096995538,0.23318987303428002,0.2525840778240754,0.05660072399620453,0.3092744129911476,0.6207589727076983,0.39896263482329697,-0.07132557432002369,0.07199987379262043,0.09398018058184282,0.08514801259286231,-0.012636888138347329,0.3711342850162961,-0.008802709925942422,0.14501623702222066,0.18737157995791812,0.37604506976359137,0.3632771378654416,0.22270132323278527,0.4578351056112813,0.5192137116956982
Hippocampus_L,0.6865409396031652,0.7217924393056322,0.6553032707351568,0.6145473834652563,0.7751515488920544,0.7923829041247691,0.7302675376830633,0.6878842841172932,0.7015791944350399,0.7865563048463868,0.5695509648822508,0.5012689826455522,0.6104487955590833,0.09618779531680771,-0.04145464042515663,-0.1296330792390615,0.6668198526836439,0.5597073895344938,-0.013391692318696545,-0.1722124091941752,-0.03991475839859416,0.12880024740232968,-0.13992045778892817,0.09360820466728483,0.4076355449982595,0.10359542932025048,0.4320165142924249,0.6081936727123535,-0.186680744727472,0.2558882244807478,0.6600846458903405,0.5786548636500013,0.5654034651848704,0.5892375228052015,0.6018913359405252,0.5328443514093474,1.0,0.9108569729072993,0.8917252553200959,0.7977273714689359,0.717039874656292,0.5720028649477162,0.1402618348126736,0.032713811781515466,-0.09589729078707493,-0.021562399766442614,0.29433990587770886,0.2224604929281453,-0.30945328923932125,0.0937878238328086,-0.1926835389296316,-0.2608807460014864,-0.1074210849293172,-0.11606796860776272,0.5982491495102978,0.2217909028972922,0.7428884220676241,0.7235510973696788,0.17814600061137142,0.2521183319150672,0.307432083712739,0.3761744221340536,-0.3436977964776944,0.11399299377201179,0.5156653303753563,0.5541435330121713,0.746056544106082,0.7652507118992858,0.6398511998487241,0.7104243827776925,0.7307108280439427,0.5593615062724913,0.6191955844802238,0.49211744953166964,0.6659323959142464,0.47031331037696383,-0.1675062145432714,-0.2003943591837668,0.2970239483279041,0.3350101209521738,-0.13862318855883632,-0.14080012615538753,0.32279315120011515,-0.1246558042478051,-0.15466245511777507,-0.014548994407265361,-0.22762479033147823,0.11337696371596966,0.29700555844906334,0.4830386682742588,0.3334303296519967,0.5554100819504479,-0.1778404126654462,-0.2010522893286311,-0.11645664037168224,0.15938963309983256,0.5614684687549968,0.5159974786392929,0.060993715916753274,0.8516696297298179,0.0925523091252528,0.463713961255029,-0.26438751375435127,-0.29112691483329245,0.3777745971847604,0.09184669749607957,0.713947267103798,-0.2192413292520653,0.23874058132258022,0.39534596910034003,0.6934484412860972,0.6811149515031906,0.6018420431730215,0.712358334987292,0.6265391946046527
Hippocampus_R,0.6211174113294662,0.7342483217824176,0.5459344458086048,0.5556666358402763,0.73589575451036,0.8609205493184942,0.7565441182453716,0.6495300042604211,0.6831679749810664,0.8040743771553573,0.5225172455910176,0.5947124711130265,0.5282495248058966,-0.0016802840980569944,-0.022191647555990533,-0.22203044511660516,0.6191736560472018,0.5585622029156357,-0.027029030686310403,-0.24743153457041395,-0.12487059127083004,0.16012843296195273,-0.17660071442608752,0.13153382395673616,0.3883123536464604,0.11377598068497852,0.44020428039262616,0.6733778358372161,-0.333026817692258,0.24157520546218134,0.5588934522312009,0.4162801507781221,0.42102799462977664,0.4672027234849392,0.5025108696493389,0.4056949100912117,0.9108569729072993,1.0,0.877418925152742,0.8514930795967929,0.768242541852835,0.7082216658323406,-0.051441307235840755,-0.12883898883076028,-0.2415428994312354,-0.17992847165543155,0.14585957155628537,0.07965512457237187,-0.5116130156979434,0.059132080911637255,-0.33947173440157535,-0.38158757444406793,-0.2760817057729476,-0.08049187611981556,0.5214526243235804,0.09814815738810106,0.6452799727045975,0.6662228427090373,-0.0021601320882725468,0.1914177194862979,0.15505736863504885,0.32740586968988883,-0.5400997594784772,0.08036736713702236,0.44676496259934595,0.49894407385020595,0.7411680682956713,0.7969272394298498,0.6238446554136307,0.7376872646637447,0.7750306511668992,0.5554702373922092,0.55612753751608,0.48983799237389686,0.5510657180384387,0.4632109355531611,-0.20262897316767656,-0.38621758185446947,0.092273514201209,0.310629100593406,-0.14852327938446075,-0.1700178539921813,0.14195493184712799,-0.21025543932569754,-0.2744838231179799,0.048415761262496644,-0.3533132123707175,-0.03206777940934845,0.07839496995649273,0.4407987438906367,0.1763628277860234,0.36229648612942716,-0.3782231867631179,-0.38217070903707234,-0.289036214542443,0.07560507684477091,0.6081938192273071,0.6034588340317215,-0.0429866423436618,0.8017905019517787,-0.060640008240028145,0.5976068510035842,-0.3856996773425689,-0.49052624664720423,0.4819455905310516,0.13506686046724573,0.7953532156185096,-0.2771255992535885,0.20576882443704242,0.401609361628251,0.6419304764478804,0.56910886727013,0.5157856777081716,0.6237389339210974,0.5343408161115132
