,Precentral_L,Precentral_R,Frontal_Sup_2_L,Frontal_Sup_2_R,Frontal_Mid_2_L,Frontal_Mid_2_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_2_L,Frontal_Inf_Orb_2_R,Rolandic_Oper_L,Rolandic_Oper_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,OFCmed_L,OFCmed_R,OFCant_L,OFCant_R,OFCpost_L,OFCpost_R,OFClat_L,OFClat_R,Insula_L,Insula_R,Cingulate_Mid_L,Cingulate_Mid_R,Cingulate_Post_L,Cingulate_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Cuneus_R,Lingual_L,Lingual_R,Occipital_Sup_L,Occipital_Sup_R,Occipital_Mid_L,Occipital_Mid_R,Occipital_Inf_L,Occipital_Inf_R,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R,Cerebellum_Crus1_L,Cerebellum_Crus1_R,Cerebellum_Crus2_L,Cerebellum_Crus2_R,Cerebellum_3_L,Cerebellum_3_R,Cerebellum_4_5_L,Cerebellum_4_5_R,Cerebellum_6_L,Cerebellum_6_R,Cerebellum_8_L,Cerebellum_8_R,Cerebellum_9_L,Cerebellum_9_R,Vermis_1_2,Vermis_3,Vermis_4_5,Vermis_6,Vermis_7,Vermis_8,Vermis_9,Vermis_10,Thal_AV_R,Thal_LP_L,Thal_LP_R,Thal_VA_L,Thal_VA_R,Thal_VL_L,Thal_VL_R,Thal_VPL_L,Thal_VPL_R
Precentral_L,1.0,0.8473880636302215,0.507022543632555,0.4984053846771022,0.8295419029634648,0.645757638034872,0.6194878549202048,0.8507478075213933,0.7124890203932428,0.7505480519788026,0.2813841112034438,0.3400296981467553,0.3813088264715056,0.21448861472890962,0.03263215220242312,0.13496647637597226,0.4850417451446867,0.3615721762006723,-0.08882824269314767,0.06915530192012925,0.14502830535438377,0.09635533574869462,0.028870265419260653,0.10388100651517751,0.10938549058143215,0.036049869262149,0.075233642280335,0.28236338713268344,-0.16020050579370743,0.0679199446484009,0.3103783828867149,0.4296391937029252,0.5730194048312008,0.5951110813026007,0.6591272355423622,0.5757007630058544,0.6865409396031652,0.6211174113294662,0.6381896070525526,0.5089617790362828,0.3796367428582327,0.23881084617125867,0.04639553405479994,0.13538297614606826,-0.004147425265731219,0.04253479556732619,0.24013819412222845,0.3146686066217672,-0.06942175772420145,0.2543324858400111,-0.004879139956583399,-0.024498445055060727,0.050217542244419336,-0.10341353672390667,0.48788516310381524,0.22307790620043771,0.8822443978738328,0.8434154534562059,0.5502047075252661,0.3852949581548571,0.5436715359552909,0.6044876375026006,-0.007583577560141414,0.3981101213054665,0.6544507997116029,0.6005728296591344,0.45975644753748907,0.502971680185844,0.37056164678259046,0.5053491395337993,0.34955962906668364,0.4583419051293178,0.6031802639005572,0.27709567646210537,0.5529048082172923,0.5224411153076702,-0.11938473244713292,-0.024181170742054812,0.3145703466872589,0.35165228975724355,0.051569576562027555,-0.27571114298116284,0.2933268621237596,-0.10093851400727549,-0.016187596880967804,0.07352502255487803,0.009446285159512577,0.2582306110945504,0.34569404952937,0.4542475281711223,0.3809454575749977,0.6440988788733558,-0.07295611268460044,-0.007138815719964671,0.01616768516812978,0.279710705196999,0.45398630952981134,0.3090100972261437,0.05995972821423008,0.7093298780946182,0.19419579884674001,0.24777863777878442,-0.17833395261092683,0.01914217306178197,0.16530605839124374,0.003026222946272648,0.5065029325465189,-0.173700658035377,0.3629213383465486,0.3345963675477575,0.5053732539068483,0.5945845831945326,0.3849431017485376,0.6599672688899213,0.5037908346969934
Precentral_R,0.8473880636302215,1.0,0.5630928823310771,0.6636010224993301,0.8164604891020624,0.8133888237425229,0.7174037950535855,0.7190823889072518,0.7146375374811359,0.7253924591650344,0.29756834175434216,0.34342760438559705,0.42273892752325626,-0.04431293814013621,0.01040573807572221,-0.05270265749888061,0.555286026124247,0.5005330749121798,0.017542715680973615,-0.15265858442735789,0.03015916633275509,0.23521987191617227,0.028670151541744505,0.09272321901601142,0.06100952667223565,0.010665933812337028,0.2386710972340292,0.3620275146647877,-0.1945134565019888,-0.016905873444508265,0.37418980617048836,0.3795493389925302,0.5312495565964941,0.5662963010521828,0.5988407995768664,0.5349332167196996,0.7217924393056322,0.7342483217824176,0.6783495291084323,0.5463366811485261,0.3594723288068239,0.40299410529105817,0.015345420000967046,0.0485708849897729,0.011236809855046331,0.004144614886971447,0.1293892103372182,0.13564343072855778,-0.2774825674924777,0.2933866960413742,-0.1785584044602411,-0.2866750660865915,-0.1455272095983072,-0.05854424388817567,0.5192558527459769,0.1447080829054995,0.8150436804842207,0.8264205849334385,0.36723973568024926,0.3891363683617472,0.4407116024062403,0.5400150763830562,-0.19466056375380245,0.30483007408694013,0.6000454303371134,0.5478894256152337,0.566401719717778,0.6018153320076566,0.3357284578509602,0.4530560303076408,0.3949107129053571,0.33284079748112644,0.6211424136151837,0.5458161611386331,0.5374910551363721,0.3938031933203729,-0.08472266288078187,-0.23805775675791793,0.17011731948209938,0.2867329046711515,-0.1195190264314803,-0.19482684887198648,0.16018603345256044,-0.18356410599712236,-0.031986972983397276,0.21423313509103115,-0.18514779817798874,0.2752634385115306,0.172766784486908,0.6900807754061972,0.3375231177710585,0.5137646132307166,-0.14301635026687914,-0.1286453197180801,0.073815795734894,0.4549881584545912,0.577677740141661,0.5264624689764458,0.011209275599432788,0.6974859091985881,0.05831583990471713,0.388753105715279,-0.13774018466210136,-0.2279528603770269,0.3793618492102234,0.19827840766500537,0.6661600811984675,-0.25624303296554257,0.301346046994899,0.2917611259101874,0.4551790958219016,0.5957431163894538,0.44991713732065175,0.5930847333987712,0.6166133795766578
Frontal_Sup_2_L,0.507022543632555,0.5630928823310771,1.0,0.7769567392624631,0.7315585816881147,0.6820728941719262,0.6464388838722452,0.489603608574653,0.6129032464580674,0.5847618720406385,0.7460733089911602,0.4067877732706981,0.6653378561651839,0.11700644865530031,-0.1828148626739817,-0.09776077230464449,0.816790446984776,0.7668841574964494,-0.10278666795991016,-0.24614322099654307,-0.15111354743032812,0.108551371857243,-0.059158583241449056,-0.07688955489917149,0.48958517795743495,0.04662644204971058,0.6254560504397819,0.2672563174907977,0.23479721873126685,0.430822170602264,0.7333823394807648,0.7256280741279848,0.6863015656317285,0.6958169404916023,0.5452307195380881,0.4877769661397623,0.6553032707351568,0.5459344458086048,0.5680635060792442,0.5131795880590125,0.33679965405574624,0.2176555529410807,0.29532390967449246,0.3000915988595425,0.22989979153735668,0.19485482221983763,0.2659016982361862,0.16809118752450802,-0.07747401195884701,0.18837600440562358,-0.014381417158924346,-0.2701533819641872,0.13646257182712263,-0.3235236623800805,0.5140361652185967,0.450408535151741,0.6470300870885487,0.5357094306502367,0.2902377918183223,0.19081992703666828,0.46993258248537995,0.2587750211175737,-0.12100356628214892,0.02176859325868079,0.39840129568486937,0.41135082790055283,0.5729946073274766,0.6243693827826649,0.59337560364954,0.5763510910227014,0.5733497514179968,0.460361801795501,0.3208148225116872,0.5337133849772061,0.5983410675233036,0.2246766554557383,-0.0043222672647031364,0.17040564101619024,0.3426477652576846,0.3279929340980655,-0.08017923216483583,0.16973755448988534,0.22585634407536445,-0.04815785970780816,-0.055577351237658244,0.04941509697593103,-0.14782671252433902,0.3402528553809623,0.29398079840480995,0.5706201290152892,0.41762759471976707,0.5601892764966904,0.22522358517395769,0.17642278122631336,0.2362291307504183,0.33242310942737424,0.4139188085757991,0.2900146942977004,0.06457610850639313,0.6462429376632758,0.26926791928218413,0.27343346629904325,-0.006595649925266701,-0.05071978375729828,0.33321046683651573,0.023896058429945532,0.46438194376848646,-0.04353130682159671,-0.026039624624282085,0.39568214837369714,0.33854676273245177,0.5003559128453013,0.40943108495253905,0.5217917237083098,0.6253708963155479
Frontal_Sup_2_R,0.4984053846771022,0.6636010224993301,0.7769567392624631,1.0,0.651860968234955,0.7246706329768908,0.5808373896353102,0.5675545330613081,0.5703955938639131,0.6546704242170517,0.5217417003940863,0.4977664284529054,0.5070378949814424,0.22365045894900196,-0.14174261868334645,-0.07909097042851178,0.8225712702625312,0.7946190128076174,0.05934389856905421,-0.20219001802261793,0.0038299906635123394,0.15731850910879452,0.03160858367829361,0.1670140282339856,0.2072834360229345,0.06960742152786532,0.4980303701384039,0.2695072373546323,0.23329718034381292,0.39391220900864754,0.5622276575302961,0.6513513675603637,0.7202273165031292,0.72852249484749,0.5274157306496152,0.4755457013374118,0.6145473834652563,0.5556666358402763,0.49419718558068565,0.5518612407855007,0.2293709756828988,0.17860865899427983,0.2348649046020797,0.18235946890212104,0.17045504677386075,0.14431155059479406,0.24527038253495168,0.20635617719254037,-0.14169110885684247,0.19748259802266183,-0.1546129151514573,-0.09892429613397177,0.031541187559504615,-0.07335856761170112,0.47535379639399317,0.41550901687035013,0.5949054857305938,0.6797342395107736,0.21126916346117458,0.43769935656607484,0.2639584441976294,0.46957634795788933,-0.137076832658904,0.21244116736042767,0.41309796743167215,0.42335710021419565,0.5454149571929447,0.617664831832016,0.4488026249004245,0.5156941741401058,0.3966107174688039,0.3551561633634689,0.4844389427270685,0.7002586664409116,0.42865679540360396,0.37554905824835233,0.06395972499854063,0.18587627865137435,0.17230094925133022,0.3884014706702913,-0.09303989434296037,0.0722474710352954,0.22566399771882395,0.08679201685613283,0.029902342279198905,0.15159008205286298,0.03895541039008835,0.35941715337120583,0.35199252631840966,0.5973924085229986,0.46688257802222066,0.5281036523656154,0.1995316243256444,0.15659510608237068,0.40475502621285997,0.5141272303615445,0.41279519818684784,0.3036770704820534,0.051718580581253094,0.6030477754546394,0.1709754991779403,0.20896137535941844,0.02705047127428221,-0.06320665940540275,0.29812779358593305,0.04301752221174747,0.5255011756500122,0.0013704264339770363,0.08747972674790255,0.32085499051311805,0.2727117818234625,0.4897250635807011,0.5160524863148962,0.37701003107982567,0.6717604614802256
Frontal_Mid_2_L,0.8295419029634648,0.8164604891020624,0.7315585816881147,0.651860968234955,1.0,0.8168135117031042,0.7517698941192537,0.7678017271891493,0.7357309482818931,0.811633580561614,0.51570631398251,0.4629302357755055,0.553014831427679,0.10545048042178387,-0.02454401883051368,-0.014116815074448591,0.6830569754376912,0.6214267998426172,-0.09942865263790708,-0.1545127559577061,0.0128824617484534,0.13749080636603742,-0.028081378720936752,0.043196800806061544,0.33361941962270564,0.022423814625078656,0.3341676654259947,0.4084566545340752,-0.15354011530544476,0.23688711360440112,0.5156551111068076,0.5493895750370379,0.6109496958448143,0.6044032180927,0.6597574207370681,0.5512203479190593,0.7751515488920544,0.73589575451036,0.7227142983131243,0.626895835667017,0.4822548976225362,0.3670928153566038,0.09062815967049738,0.15329215644348765,0.024205986383427917,0.02439400782559487,0.15865771123399952,0.157480172503639,-0.2219483070307182,0.21392365932151844,-0.11541067369881464,-0.2535579221094512,-0.03784275592078385,-0.20135990474481505,0.4688492425470316,0.20756525724421876,0.8528237566071843,0.7761656782950681,0.4102457495925402,0.3033050008563742,0.4843539411245474,0.5016829163027711,-0.2194745732753459,0.1985080699085217,0.5739337221430164,0.5532638139147794,0.6058485836417217,0.7201757603745055,0.5293222290024109,0.63073512604544,0.5762373349039712,0.534971179899752,0.6028055947615694,0.48304809054244624,0.6239468484203782,0.4198924841951479,-0.15641626218592308,-0.0638810915660664,0.2591414121878835,0.2809606647424871,-0.03045887237288581,-0.10143372634734801,0.17746124235409394,-0.19606908411176205,-0.11301491907585705,0.035497618775775945,-0.1546683255086434,0.23771434820934287,0.22355752059087136,0.5177995033541429,0.28815160095686787,0.5499195635457531,-0.07506534080923197,-0.07557252969979696,0.0019327339580539667,0.3007318686874787,0.5649969338010796,0.4459295511314969,-0.029737205073999486,0.7304528986309669,0.100071866453287,0.42043600356983635,-0.2025932277281314,-0.16749765007011067,0.34372569040058437,0.10447572968160891,0.6565693075837193,-0.1597782780586876,0.19120883949258083,0.4407024908599101,0.5337142249846355,0.5999986485354769,0.41768797151851045,0.6491586161658387,0.6232431271290233
Frontal_Mid_2_R,0.645757638034872,0.8133888237425229,0.6820728941719262,0.7246706329768908,0.8168135117031042,1.0,0.8150744785672278,0.7075690021042513,0.6982547012237063,0.8521025976830214,0.6067798035411325,0.6980249986155554,0.5383633504620333,0.05382569333945953,-0.05309996557539008,-0.13938666067817448,0.7703405394532906,0.7461824117845939,-0.029343177722220767,-0.29453848982334174,-0.10589208890398485,0.2576790196453533,-0.013416839241101984,0.14276865091533747,0.37579432525994216,0.03782696384238714,0.5520841619940594,0.6150680420301089,-0.1736353837075476,0.35827927771161,0.5395403665326576,0.48988542157932274,0.5263380820045324,0.5391228288927467,0.5137807851337043,0.44696399863084485,0.7923829041247691,0.8609205493184942,0.7854249937422033,0.7527338433469999,0.5810930105521663,0.5224314608586305,-0.03171645119893566,-0.01625295541876683,-0.09917639421627873,-0.05788162169908464,0.07080514005928105,0.07133452870212088,-0.4063013251883933,0.15806851087202536,-0.324137381755172,-0.3151134607124807,-0.15879400325960297,0.0059480205816277,0.5165756246808307,0.22102606652644674,0.6476883134180867,0.7485741717113481,0.12592269506661893,0.3865450925478964,0.17297997507784033,0.48733293648567966,-0.42913365564799605,0.1928061939716009,0.4765377480558767,0.4810708882257434,0.756782034280528,0.8021578577690829,0.5416662547876469,0.7368965266568516,0.6857687915083064,0.509727218760766,0.5326598475374468,0.6079001339661579,0.5014877814617387,0.4762198616435868,-0.09049843988534725,-0.19523310402724142,0.10036618795706528,0.3505802796785175,-0.2916893133754564,-0.2596476084178462,0.08225479821428391,-0.19718361528882428,-0.2291817881856065,0.11149810925199866,-0.2419290557973152,0.1382545830731057,0.09174730547880537,0.5316938525672599,0.2236804015077376,0.3675932625182747,-0.23314487630824457,-0.2326862356541299,-0.08470611641526421,0.2912827013085011,0.5712239237988629,0.5404701927922232,-0.14415110015642527,0.6951026096200427,-0.11056393155759017,0.5068820536976933,-0.3203166364761384,-0.39967674655762614,0.4696862002995075,0.05882518238002307,0.7974180923734093,-0.30709278883932256,0.2709267496560858,0.2841257827116793,0.5781104499074875,0.6055722818132936,0.571772213963902,0.500483430153425,0.5610291815166539
Frontal_Inf_Oper_L,0.6194878549202048,0.7174037950535855,0.6464388838722452,0.5808373896353102,0.7517698941192537,0.8150744785672278,1.0,0.709444620891903,0.8406811443318607,0.7547466745922697,0.5941006291292148,0.4910219788407791,0.755668512319458,0.10466483279193625,-0.09022090816633689,-0.23075382119246624,0.7257165134123637,0.6643566227882408,-0.08201102742905747,-0.22926764466443394,-0.15734142923618163,0.2815186194155842,-0.18336558523214777,-0.15630400514746431,0.459563867732128,0.02926569213749103,0.6074741337224416,0.49841006787353126,-0.14173410817869714,0.24010619248302686,0.6764127754607663,0.4196832492722156,0.6076514023854129,0.6155943681330219,0.4855122129673728,0.3859558494726733,0.7302675376830633,0.7565441182453716,0.6822136477018074,0.5852761727248694,0.50418967319478,0.4614947241186271,-0.01065800332916996,-0.023428645749392525,-0.12765007174115495,-0.13521161560470477,0.24950840680968633,0.14070791748763348,-0.39581731446295837,0.1083186617479225,-0.17849614349261267,-0.28366227546010503,-0.19346830932161388,-0.012326830424205633,0.6458512804225491,0.2509602107589243,0.7022207759953094,0.6780339984316701,0.16347637082148234,0.19707186319406433,0.48414691586416203,0.3631180199231228,-0.247163623073453,0.16153958332343551,0.37413582160625203,0.3862352786806854,0.6859239945089423,0.6859823691245338,0.6623044233149631,0.7359279531473882,0.7268521459032471,0.46956618262981664,0.3617802054182671,0.4498184695174744,0.7209994393005486,0.3847182707440613,-0.0782789405015053,-0.22594951319232862,0.3477752946665514,0.2981352877441757,-0.20108895926873588,-0.06965088355803378,0.32882080621020704,-0.22132083380730905,0.003507220361666168,0.24494020940960423,-0.22980946691228113,0.07128726637551355,0.22413510824264649,0.4563173529437017,0.3519525519474968,0.3666447104513204,-0.0842099853487728,-0.14179505402887327,-0.041445359410511515,0.19555704209620425,0.4367147857432641,0.38572244135622397,0.17532601155555838,0.6966119823274695,0.13070264990021396,0.38424003641815235,-0.0825010335098385,-0.3524573708066014,0.4283706442007863,0.1449830868792922,0.6524227399263821,-0.21176738733272887,0.13101586217540337,0.32367456255698984,0.4352369166851764,0.5714082181010791,0.4420424833215631,0.5689553382603458,0.47061376610145295
Frontal_Inf_Oper_R,0.8507478075213933,0.7190823889072518,0.489603608574653,0.5675545330613081,0.7678017271891493,0.7075690021042513,0.709444620891903,1.0,0.7808906251695292,0.902739226517983,0.42367117328206466,0.6166198087328412,0.4520771730949813,0.5041686866703664,0.003779077572665028,0.15715067235488045,0.6044867057842044,0.46720283834275195,-0.03722698070978752,0.07974291874305124,0.09260410770901337,0.17784799783906757,0.011372258258110222,0.2002558417354886,0.23042874635832866,0.05576848942390209,0.27447495288174284,0.3734067945293801,-0.04901241162454054,0.34383457124878825,0.40083452545085424,0.4923546728697269,0.697081346311915,0.6749004596034324,0.6620916182937665,0.589232773532091,0.6878842841172932,0.6495300042604211,0.6263513708451416,0.5806581870227102,0.4203906969400053,0.16004251736129863,0.09118241191249658,0.1441383202704815,-0.050965574198423215,0.04268629645900936,0.374882381833661,0.47339672811539496,-0.059235053591335046,0.22086755483070758,-0.022784188073328677,0.1923095578503214,0.05293486081076752,0.11227963558596257,0.5615979668783998,0.38909121521021245,0.7555808791883001,0.8712702481136904,0.45647592328165926,0.5284880686497934,0.4162665977871189,0.7357990587060842,0.03108785093389525,0.5529501264051728,0.6386525939672804,0.6083713858858469,0.5549619464465131,0.5414450171021821,0.4643248231389957,0.6946090866054684,0.44071705828682695,0.565731243088842,0.5076870804368485,0.29255039371090796,0.54576813864822,0.7391889394776862,0.020777457644348955,0.14238935573732545,0.384411070695833,0.5163748258389008,0.002668373384274787,-0.33342194933379665,0.3934089194831613,-0.04165455138265843,-0.026550862322661548,0.11020906487373579,0.17915286977135556,0.23284007722679798,0.49615418142287626,0.31179338242352006,0.46429335269407424,0.6257868919416537,0.018471960544113496,0.0928416554292756,0.05108513010689846,0.17973715469116783,0.2949016278979959,0.13431793270386702,0.14920436931781095,0.7205256241166845,0.21014389104507958,0.1108471216400357,-0.15710598486139968,0.01022882970357141,0.07023220859906011,-0.1620683187662933,0.5692124733043059,-0.12432116988289381,0.39497268991850487,0.2469519018407733,0.5478815838133734,0.5806311995878646,0.47940912692798515,0.5387442743372215,0.42231076441609955
Frontal_Inf_Tri_L,0.7124890203932428,0.7146375374811359,0.6129032464580674,0.5703955938639131,0.7357309482818931,0.6982547012237063,0.8406811443318607,0.7808906251695292,1.0,0.8005390382326631,0.5672528138295774,0.4767100476836107,0.6802076839293779,0.203065802367283,0.00034484801327136613,0.04076321252848095,0.6499002884199968,0.5211536588839544,-0.13991023631768562,-0.022764781990411168,-0.009630696194683076,0.24941685651031845,-0.07339884967212314,-0.01783485198295279,0.37345006852742313,0.09651954141311164,0.4964343586111191,0.42415133852462067,-0.028939189163579522,0.24841123293794634,0.6410205809795001,0.5415740960300635,0.6132777773767566,0.6355581569081568,0.5815246891650976,0.5478018382550033,0.7015791944350399,0.6831679749810664,0.6624439385539078,0.5295335681796044,0.46068556070273586,0.2567480951903594,0.049841657437305696,0.007872250673864456,-0.10209353415541374,-0.1565112448891734,0.28449388744809356,0.22944649720254606,-0.29357412334620786,0.08272458612566003,-0.1427862389672677,-0.21577258326751653,-0.13885430220075107,-0.181956976472912,0.5397098958891232,0.22365948411845288,0.7153369841091942,0.6719258833958682,0.20060049718946502,0.20012864775471031,0.4585077499425841,0.36098113216347816,-0.1567013474156313,0.18774780835036173,0.4398137610077204,0.38794908762629327,0.5972958988434988,0.6653348659103469,0.6393550685526057,0.7133101954075686,0.6210622347724992,0.6300106741397028,0.40954227997949355,0.4458806256083605,0.6600159948419302,0.40902628462563023,0.08968917609440237,-0.06126864793921568,0.2645182941063697,0.26272041690129544,0.11886574739765311,-0.056673190534210736,0.3849204515048199,-0.1760715634992633,-0.04475617197007628,0.2496168157195709,-0.1028590061801111,0.26046797578253106,0.30832350536662495,0.47601397330562645,0.3867171873138122,0.45256688164463427,0.027100232998177452,0.0025628872283128966,0.04363731954804001,0.22458678607480265,0.43865725789731225,0.3420340790518731,0.24523026926427183,0.7248359054848404,0.1769436224314458,0.32181192780610174,-0.01921604268429434,-0.1966725655566899,0.352737193225737,0.06370302441336949,0.5782104020626676,-0.017245792172466266,0.21874834596088225,0.3661632074312079,0.49976054709743506,0.5106882625120732,0.4525295491244313,0.5148874887789137,0.4378330616577016
Frontal_Inf_Tri_R,0.7505480519788026,0.7253924591650344,0.5847618720406385,0.6546704242170517,0.811633580561614,0.8521025976830214,0.7547466745922697,0.902739226517983,0.8005390382326631,1.0,0.567168574190894,0.7559276832241167,0.5027648033528761,0.37407081741840303,-0.005322576167661624,0.027706996171702598,0.7276436245934282,0.605679417325042,-0.01733141743022115,-0.07948579419933352,0.035837113570962746,0.21995310851276395,-0.04189503811504662,0.2224770760301765,0.38314090101789755,0.07512797001248729,0.44019031653222546,0.572804054185434,-0.13529232285664441,0.44962293637728223,0.5123713139604588,0.5525357745861978,0.6158244745201121,0.6256208619226952,0.6170686952902849,0.5321597967382826,0.7865563048463868,0.8040743771553573,0.7612436578175661,0.7599142112538391,0.5917904458407202,0.34602901048432994,-0.005413887453526692,-0.0018227462172652436,-0.11279767752078053,-0.059625761922083124,0.22203537725727074,0.29309345196039066,-0.2558684044280224,0.15715688624449822,-0.20860030230980123,-0.020350777546389,-0.0596710788417395,0.028493216890182218,0.5122176590292239,0.2848117480783384,0.7012985812434225,0.8231778258245773,0.24699807994873443,0.47632651769724554,0.2228420364487738,0.6408959043042686,-0.2639196279364717,0.38676735346858904,0.5588351259748048,0.5600364692019331,0.704729705935185,0.7324644596932774,0.5794839512928028,0.8088614791646698,0.6345623476984465,0.675168100407413,0.5568792569633901,0.46900718405369496,0.5235209514555375,0.6801747252501018,-0.04630716841171431,0.009016226019213255,0.19049379242819678,0.4625376662709359,-0.04206464089203481,-0.28500458671286816,0.2527968043384956,-0.07250569831738526,-0.21321091937012962,0.0898779168243615,-0.009349812073231085,0.16652565015210638,0.30942949603479397,0.36576051036753116,0.3283952409848419,0.5023522510619315,-0.12988264202155095,-0.1004231863500865,-0.06912720169630399,0.18570054053565554,0.4606956874397751,0.3321318751258092,-0.003314742716541318,0.7431943888297835,0.025687940360204255,0.34609853080817315,-0.2659540185071909,-0.19948849811402405,0.253201237913284,-0.0942198873642021,0.7095903678356179,-0.1760048231628194,0.334800416408176,0.33931384930919645,0.6561574638663424,0.5656130316787397,0.5929577319455035,0.49472692330779516,0.46856283823405454
