,Vermis_7,Thal_PuL_L,Thal_LGN_R,Heschl_R,Cerebellum_9_R,Thal_VL_L,Rolandic_Oper_L,Supp_Motor_Area_L,Paracentral_Lobule_L,Temporal_Pole_Mid_L,Thal_LP_L,Temporal_Pole_Sup_L,Raphe_D,Frontal_Inf_Orb_2_L,Vermis_8,Cerebellum_7b_L,ParaHippocampal_L,Cerebellum_3_L,Lingual_L,SN_pr_L,Frontal_Inf_Tri_R,Insula_R,Cerebellum_Crus1_R,Calcarine_R,Supp_Motor_Area_R,Frontal_Med_Orb_R,Cerebellum_3_R,Amygdala_L,Frontal_Sup_Medial_R,Vermis_4_5,Temporal_Sup_R,Paracentral_Lobule_R,Cuneus_L,ACC_sub_R,Thal_MDl_L,Occipital_Sup_L,Postcentral_R,Thal_MDm_L,Temporal_Pole_Mid_R,OFCant_L,Hippocampus_L,Cingulate_Mid_R,Olfactory_R,Precentral_R,Vermis_6,Thal_MGN_R,Lingual_R,OFClat_L,Occipital_Inf_R,Vermis_9,Temporal_Mid_L,Calcarine_L,Thal_VA_R,Rectus_R,Thal_PuI_L,N_Acc_L,Cerebellum_7b_R,Amygdala_R,Angular_R,Vermis_1_2,Olfactory_L,Putamen_L,Vermis_3,ParaHippocampal_R,Cerebellum_6_R,Thal_MDl_R,SupraMarginal_R,Thal_AV_L,Parietal_Inf_L,Rolandic_Oper_R,Precuneus_L,Thal_PuM_L,Occipital_Mid_L,N_Acc_R,Fusiform_R,Temporal_Inf_L,Temporal_Sup_L,ACC_sup_L,Fusiform_L,Red_N_R,OFCmed_L,Thal_IL_L,Cingulate_Post_L,OFClat_R,Thal_MGN_L,Cerebellum_10_L,Thal_AV_R,Cerebellum_4_5_L,Frontal_Inf_Tri_L,ACC_sub_L,SN_pr_R,OFCant_R,SN_pc_R,Thal_VPL_R,Frontal_Med_Orb_L,Cerebellum_6_L,Thal_PuA_L,Cerebellum_8_R,Thal_MDm_R,ACC_pre_L
Vermis_7,1.0,-0.056278473607665455,-0.13614475733114503,0.003213516959755663,-0.015610408697983571,-0.14326873773811996,0.08802914273615349,-0.22031908682999096,-0.11181249551769462,-0.1777195633463041,-0.02493294785468423,0.09777814122553308,0.14952103555509627,0.014642600383134701,-0.4106052694447287,0.03869495656661894,-0.19322371272581607,-0.19187600178952122,0.05514339151703402,0.02589531363383954,-0.1715209860927911,-0.05117657468455135,-0.04032370914778385,-0.04703814978603492,-0.1359645609152762,-0.16851800719482493,-0.18112431492455427,0.16543904076527663,-0.07346927157680375,-0.06459125988061112,-0.20641916150533368,-0.01438227695367216,0.06374934903242029,0.043847921625116616,-0.1650370832743426,0.10637384753701691,-0.023543062902002875,-0.28524607138257196,-0.35840766716385786,-0.09215415614031869,-0.10346536112875668,-0.05608398906435917,-0.1056475961189858,-0.044349666508748935,0.10239762264742747,0.09108901780075777,-0.025610238311556382,0.024403154749194064,-0.055739594071969,0.23358130705281108,0.1839001821344091,-0.013117669414026322,-0.12451603569402696,-0.07859817114897759,-0.1018455636067042,-0.155978547150866,0.05647654990149975,-0.10520754074286774,-0.07442475112483823,-0.2446082549701718,-0.0509487158204882,-0.09753990658558372,-0.18641429433287324,-0.16644731767654528,-0.07263327210979269,-0.06291923729675745,-0.04466733192779975,-0.16518695693240376,-0.03167579013501505,-0.020607061983389567,-0.11611202657657246,-0.19436295393133024,0.2296118324548222,-0.10358532636034971,-0.21987381726421681,0.11610493025979529,-0.012906361155978466,-0.12926856323228259,0.033916594450983426,-0.026878041773148786,0.01322472880684117,-0.09427285183335665,-0.2850822656848364,-0.17196601960705546,-0.26655925845428813,0.019555425854663192,-0.0714470806731268,-0.08652676209792222,0.0433244165078258,-0.10103424736879042,-0.18219651456017677,-0.17920489082778057,-0.12996832249190254,-0.023794729336114824,-0.06074507820995434,0.027243642884206668,-0.17508787595068934,-0.06532311638981687,-0.17233289079627173,-0.032018484915511
Thal_PuL_L,-0.056278473607665455,1.0,0.153059321634942,0.34568235366445005,-0.12435465280336859,0.3829899368092573,0.4195315726112828,0.3787009150035426,0.21213037058827494,-0.27218638042159266,0.6101613633896845,0.008768743104596556,-0.10900122844901323,0.4436487996170462,0.17343053834184227,0.04604422715350867,0.4242705345791595,0.49586353107283554,-0.032053081345155415,0.43770964774787563,0.4408005390913,0.4323744469529958,-0.0015950426945470636,0.0572385064222786,0.2772925619901339,0.089083292876928,0.4463756236745009,0.0549036868636427,0.3618911354876065,0.14561722941291502,0.2399689264233111,0.17430049842372256,-0.13618423822150505,-0.09796069011930368,0.3002120136404835,-0.1001046495449824,0.17449261656579854,0.5520651477112208,0.2030781443783444,0.39247972974327644,0.4377323559757238,0.33749016417434946,0.419500010690614,0.1570118728928168,-0.2228942771794777,0.04074043254434346,0.08880502854796746,0.06316895992197608,-0.295766380857145,-0.25706983195913563,-0.10539730089929207,-0.008910587668689707,0.1804582339407164,0.1436679917211958,0.46966572236046694,0.39582757330879514,-0.15465854186161154,0.2512286932947931,-0.04596664785129327,0.2619627855433303,0.36605524128313793,0.3252063011290547,0.47592326397288864,0.4707857672352418,-0.11930128977654778,-0.029567030245193443,0.09540453344462548,0.24837838141707097,0.10060844249465181,0.42243418210662487,0.24965801066715043,0.538597447643193,-0.16734233728095443,0.5073363677348166,0.11358345257810118,0.024633880380090782,0.340900404751854,0.4851001697737068,-0.004168238317730255,0.40745754549983987,0.28355206514231435,0.4114313578818932,0.41904134664495224,0.33015190074581463,0.38511116193188355,0.3725816997605804,0.501213500938754,0.1071567062500571,0.5208569410134117,0.03180261053522815,0.4623419097310384,0.21687543984198887,0.32619957382743153,0.15380421150656265,0.10609513639655087,-0.1545298301704402,0.5169678358384681,0.007567500916688343,0.3199790438000254,0.4353575491512791
Thal_LGN_R,-0.13614475733114503,0.153059321634942,1.0,0.4095808642553955,0.32286431284596556,0.40839581438521866,0.3713805907526605,0.3830384472880986,0.4250553363934875,-0.15882120057642524,0.2605338347527865,-0.08373042906960837,0.322747572285653,0.0030907046985994588,-0.07300864964366895,0.1821456643789685,0.48994054397165293,0.4231972635203502,0.40268379726565007,0.356612937964124,0.47973306087192225,0.391103722097174,0.4279390596725933,0.6593488104666334,0.3504922781777048,0.13277351913849336,0.5375884075500754,-0.016593647646558896,0.30200535665051725,0.7360673280531834,0.5201878531376881,0.38050797892068194,0.4310983600814374,0.025464793468751582,0.3960308626587006,0.013960900314966215,0.30005773677750047,0.5357105577902237,0.3852196648143591,0.017492774897193128,0.21494863670114972,0.5229319356072751,0.31127621235117325,0.3732871264849194,-0.017268448160142405,0.4097409000163391,0.6715789158508224,-0.25618333595124143,0.23964214704010942,0.059776280902731585,0.016580160763476008,0.5347308142922416,0.07213693210496917,0.1846759995424724,0.23148957210084703,0.2919552114876805,0.1457901092582935,0.21120178392118036,0.10799704511140511,0.17611086998375167,0.291845054862503,0.4535780808446446,0.613744830661762,0.5324988887396325,0.2673634625702194,0.1897784426622906,0.4152453580895716,0.31031605460523837,0.18562747127995352,0.4821964356589715,0.4311892504772393,0.39074435066871316,-0.12677427922137136,0.43818804469874045,0.593318490998253,0.2354003857486365,0.3056202250217142,0.24750789110703997,0.3273348330970517,0.3688929783834878,0.0494910567505644,0.22407962569389248,0.14239016296528406,0.11837149044231303,0.34920476216530405,0.2772442733458932,0.36726802457451374,0.4900653254888528,0.13137727120547132,-0.18943780226334078,0.1536242987104398,0.16495316989253922,0.15079832693860656,0.5824188934154954,-0.01431932344353906,0.1321869803739641,0.2401603456150157,0.3050112170054854,0.3830018456129389,0.13943272504694654
Heschl_R,0.003213516959755663,0.34568235366445005,0.4095808642553955,1.0,0.2533109751664387,0.55727312160352,0.5613496378555217,0.5263280691322573,0.37544588904038445,-0.21827935066344445,0.45450261214955856,-0.011232312037231294,-0.023460611588721595,0.24210421375464988,-0.14235457413285066,0.06272448730117476,0.5769724323085345,0.47905573762745807,0.35557431283488633,0.3504503151438438,0.6466543375659843,0.677466554420033,0.3262699666330026,0.5854080288428557,0.465842970241795,0.06326132290424213,0.5795019266655985,0.13057495673257988,0.6404192502712004,0.5192991486531093,0.7574572938244536,0.372010800155855,0.3559042779780962,-0.21411040800490538,0.456157932372886,0.13763554456765015,0.2525985192433861,0.46937601477545177,0.3832842107185286,0.23663282870341742,0.47420647770734214,0.6855990132283156,0.23364117194211448,0.33970702246131546,-0.023569579737918886,0.2019886428743193,0.4672561639019443,-0.2389096371930922,0.2153962327637173,-0.017295248729674487,0.034682504913268145,0.48258683439594763,0.4367000887505243,0.07502731589082136,0.5083219780266228,0.500147796365754,0.07687371287358505,0.43292621353620586,0.24800352317019525,0.4166129959420231,0.4656143018848401,0.5812500175259333,0.5859263212672742,0.6287680448480655,0.2770059401506577,0.08900893226605218,0.4576144408857904,0.4412138977929954,0.37125256855019645,0.7210508357653294,0.5019507877693118,0.4868662793734243,0.10239950353905267,0.22969019047269598,0.5512642244500854,0.017150752986385836,0.43243685177443425,0.5989645959478243,0.18942950265443814,0.2584990615423862,0.35657082274338264,0.34076707406862117,0.39507428668192696,0.3459350047075762,0.30011837098056926,0.48007213709764257,0.23004388428520484,0.30635292627253735,0.3417133685187863,0.1466091363586491,0.42196565307496187,0.35443606290337015,0.29616742250509315,0.3106789799159204,0.13332738084940904,-0.007229648676075292,0.42779973065853605,0.2116135409768163,0.4537379715264381,0.40342700430110934
Cerebellum_9_R,-0.015610408697983571,-0.12435465280336859,0.32286431284596556,0.2533109751664387,1.0,0.45240346858291697,0.33113912031636633,0.3755515049402605,-0.009514303042849797,-0.12744178087644178,0.2195050387289556,0.459076175059758,0.548994659807751,0.17595840878386046,-0.17228144211411836,-0.04203811608064357,0.2785370796387692,0.2490341178955321,0.7999698610940377,0.2628353867368968,0.07558613695741145,0.34292927817289826,0.7919607032623798,0.3577046468971668,0.22510772262303394,-0.060499382846351694,0.1890007792298787,0.546233624387254,0.23240015269847103,0.6374139549111665,0.23396108662365844,0.03715336691294026,0.3281730402039846,-0.051745761784096046,0.4163544312081311,0.009739251466837415,-0.004307770099925098,0.11575511559671499,0.2238085707080607,-0.16714924013676813,0.38919721703798865,0.4426644690090068,-0.03599690950143912,0.04568888425387864,0.7623103781515569,0.12324142464408774,0.7035562962487416,0.1534629071450775,0.5982329582798693,0.769229627010165,0.6471904239616834,0.593298801171117,0.1562575033323089,0.05341332308625863,0.19495543482549815,-0.01853175311756475,0.34190120601711965,0.3916281000429207,-0.03120314498490807,0.2957520050921105,0.22981242610579378,0.41902040157497694,0.23088371848504688,0.07573516152126425,0.7734087760913486,0.3388078031903319,0.21757978839049766,0.2942088616677312,-0.15512829668934555,0.15210803771318412,-0.13585612431876476,0.055104418867927656,0.07055395088482631,0.027004706668523067,0.6277827325377358,0.6088695489263894,0.4168306184393404,0.2218529248165807,0.8138714793523546,0.020448490388216965,0.09137651869344558,-0.005475595546129985,-0.008892359807040747,0.09347999417333933,0.0465645793662921,-0.132334438370379,0.1621904260692157,0.8070847348587903,0.24419034371915851,-0.32165339203212245,0.07391213987035088,0.16284730885942456,0.0040129361596702075,0.2978580549250552,0.21393574603994384,0.8719402926974501,0.1856247068760774,0.7821409061379557,0.04722971090507876,-0.10631306925187937
Thal_VL_L,-0.14326873773811996,0.3829899368092573,0.40839581438521866,0.55727312160352,0.45240346858291697,1.0,0.6249080445959555,0.6866877020216836,0.36682823973808654,-0.1232119235487048,0.5317338400674779,0.19755266684415743,0.2867283503061375,0.37325983505726396,0.03718591887629575,0.04487686680307204,0.6504323623376576,0.7029259809679604,0.4814062794985493,0.3898041802813123,0.6154231186267578,0.6362938099752473,0.46150495756070053,0.3643710024351358,0.5423899613534908,-0.07099367586841698,0.6592603836159598,0.2460454616559632,0.5860023827976499,0.6457889111978999,0.5573439617437798,0.38660345389611556,0.21176035251536973,-0.06196359181567312,0.7529192214250536,0.0035941985854126587,0.33129856181843775,0.6759577374512513,0.48337781409870245,0.14108362020701015,0.5884712874069816,0.761098023676467,0.18848218576842038,0.3444127574221193,0.2122380514761027,0.07312494327474517,0.5583308841028993,0.01285407717367124,0.1685938113489325,0.12203357885207076,0.19820119675000425,0.4468577159062674,0.4767981348329829,0.1727030730395174,0.5502577639890853,0.4267151601459344,0.029563093710079168,0.4010190665588645,0.15422006017846188,0.5328340490545651,0.43519397992662223,0.690104799333181,0.6854324175384464,0.6136722959606254,0.4380107695704046,0.20483676800639175,0.45056773579493115,0.6852609287920525,0.17456898105410076,0.6113804913710282,0.31264080423123564,0.45998663439209825,-0.05978632598368702,0.29154216665319427,0.6719158183010475,0.33962478578463906,0.6123969012724514,0.5862508683945039,0.5058085415637843,0.30903501207113054,0.24178587947126143,0.4692603773826193,0.5325374833984053,0.2549061661301484,0.45904189150262614,0.3139112060382623,0.39718245340857905,0.616533911613782,0.47480941440390156,0.027217100691664813,0.5372207009830327,0.33272871636233586,0.3563793570541817,0.3454189205039963,0.27174658049595635,0.3486632306887295,0.5830761998862856,0.44750120716210834,0.47748836085915314,0.3395821817972444
Rolandic_Oper_L,0.08802914273615349,0.4195315726112828,0.3713805907526605,0.5613496378555217,0.33113912031636633,0.6249080445959555,1.0,0.7165715141860449,0.5224794621117833,-0.07012628393917439,0.34078782710352484,0.20970716491914493,0.19884850818137592,0.3275341999649825,-0.00822896564668893,0.06898856505056072,0.5185976815021018,0.6911934351127607,0.5272660332876943,0.29406420734608424,0.43861062150555324,0.5731347821755455,0.28799328120247564,0.5798813384760027,0.7042961331413221,0.04889884800673446,0.5739469067952265,0.1939867260363953,0.5774181335840011,0.6181146390668366,0.4660933272909965,0.6078875697144688,0.526434451965321,0.00925251671146781,0.5299832952526641,0.2550962276546718,0.6986226558432418,0.390092434143609,0.2626921423249198,0.0032888048496668544,0.4818102174583647,0.8230344886025858,-0.026273175467952666,0.6799241111498285,0.22997085590654825,0.08564794153325135,0.5781228798320979,0.10154349930231389,-0.03079068808122235,0.23998505453276714,0.39415535704066534,0.5734741369541201,0.4123567570101046,0.1132301809838738,0.45854794805273064,0.280556084012554,0.17067660140965507,0.1582460811048326,0.3307539023531257,0.43687688791811147,0.25477348250800935,0.7020643569782422,0.7431216431964643,0.4438120056296952,0.27318537289015093,0.040969039693260136,0.6909995383524989,0.4606830759560008,0.3411139831116601,0.7898150273304865,0.4775093459649673,0.44382923261481766,0.29739377506018694,0.08359322217414791,0.4506266364845413,0.4282655044312339,0.7275324704154232,0.6967707514855462,0.497068283536348,0.23005226686550526,0.06102036497202633,0.48288194338058077,0.41044066925197703,0.08949033775158743,0.3359370139783548,0.3847836872566562,0.32972209419996884,0.5667293244952096,0.5729489831375113,-0.012180214208592461,0.34950222514470225,0.09836675845726948,0.13094140668485266,0.40937270100538264,0.13320792528314904,0.2743112307525462,0.3012565194183033,0.45004653139090156,0.29374090137222647,0.1464373859848345
Supp_Motor_Area_L,-0.22031908682999096,0.3787009150035426,0.3830384472880986,0.5263280691322573,0.3755515049402605,0.6866877020216836,0.7165715141860449,1.0,0.6983920393913514,0.09448791464205808,0.27016711826310935,-0.01925101835488747,0.14626007488888101,0.13111885857357733,0.12799457895695676,0.10507052314973524,0.4148760594076568,0.6548092226007194,0.5438014805711165,0.18728784130482926,0.5390004681792842,0.5113124818443946,0.46404424341053874,0.5591835097488649,0.9173107565845056,0.23751565417027373,0.7384221926376255,-0.12951885050606435,0.5154210120625129,0.6356715127587742,0.6342039604517581,0.6483387506386112,0.42779595687958555,0.07818840404629852,0.6081091403129179,0.19068670281775582,0.6229233320760311,0.5288113959845211,0.49571378147966527,-0.033172893375343154,0.37825580988091617,0.7632728467738749,-0.06331079302742738,0.6858497775516661,0.21616195479318706,0.09143522958337655,0.6155229231495581,-0.0500507351007228,0.288372805973234,0.052516105333398594,0.10520589797027334,0.6152746345946418,0.5120156180400268,0.15650705094834547,0.5536000823094744,0.32453045237881983,0.10543006642219901,0.07395485305578624,0.4419630720789891,0.43071445895556176,0.10467475260749358,0.6210651902125977,0.7040702057633249,0.4430580906198138,0.40142861425881043,0.07500083549913263,0.6263833896527183,0.5186068288387312,0.4416539216213756,0.6924688505022953,0.5742014782352677,0.6043786964583768,0.03949418322841987,0.07983167916493751,0.7295768028781487,0.1962746721317034,0.5633823797098605,0.7575740911462474,0.37626993665129665,0.23961793343112398,-0.13474051644977839,0.5918693123727112,0.6488449763426491,0.11101069336973857,0.4897745955033465,0.15957386958299233,0.38581801765647117,0.5806880444850475,0.38800134236670786,0.05238025475499964,0.33114105277050826,0.09460650047715963,0.1786569115735714,0.42571335425995294,0.017034192536318517,0.2922348859695889,0.298476728937156,0.4467624884049006,0.4600336490625277,0.10865284888390646
Paracentral_Lobule_L,-0.11181249551769462,0.21213037058827494,0.4250553363934875,0.37544588904038445,-0.009514303042849797,0.36682823973808654,0.5224794621117833,0.6983920393913514,1.0,0.1577000418750426,-0.14817399749374371,-0.3984042110131825,0.10382427973233901,-0.3281577850573712,0.04530283995900493,0.3237555751097707,0.12664938497806044,0.32465541879382054,0.2868518279139891,-0.04119042341428541,0.3445408259187979,0.2510530077876632,0.14647000573691332,0.5896540603137727,0.8493994007906255,0.3471692135980644,0.6478450874722986,-0.5330348133005977,0.1874145224968265,0.40721219871295333,0.5375367866727945,0.8958976800331012,0.5584190493491755,0.16253395007959828,0.3113827271707767,0.45140315460812197,0.7475362219842703,0.3519827801259044,0.2690287467954234,-0.13783284926453648,-0.14371354798924815,0.4954697408401145,-0.11323151037605353,0.7877568675582323,-0.13715307757794523,0.17770885013199084,0.4811373365444599,-0.38076874530327104,0.21078700091012958,-0.15954759622161538,-0.16813003653784592,0.5261966973516541,0.2212486652409688,-0.022183156214312452,0.1637504811985358,0.14904385095653708,0.18213310622843626,-0.2498564522049422,0.6662597211144508,-0.042971828323465334,-0.13718158122640986,0.34689070256680854,0.4614458639526542,0.2801782229276488,0.07072365455017954,-0.148790374172257,0.6550861938724507,0.24209117210283085,0.7907910345057136,0.6112842390487548,0.8176548264233173,0.4570296361819712,0.14409986516049142,0.020545955624465463,0.5104694743771437,-0.0994755475592912,0.23545514995151406,0.4736197791465511,-0.03835039408662593,0.009062766472917046,-0.38900614562330804,0.4517491893260482,0.4331046520692272,-0.06503064430033775,0.370863501555361,0.09805003528441886,0.221729405239578,0.1911665843292229,0.014213244217314637,0.10230723782844275,-0.007443894248127631,-0.10382071051738694,-0.15393778233542857,0.44501047380623965,-0.2018467282428436,-0.10013505061715065,-0.12994427928051813,0.09812284307928533,0.3145874247127757,-0.10135567302760763
Temporal_Pole_Mid_L,-0.1777195633463041,-0.27218638042159266,-0.15882120057642524,-0.21827935066344445,-0.12744178087644178,-0.1232119235487048,-0.07012628393917439,0.09448791464205808,0.1577000418750426,1.0,-0.3908316625907351,0.09019315010824552,-0.12139828950758828,-0.23230431817783703,0.16097528934199978,0.10334387141715817,-0.12490349795799778,-0.00845909769823653,-0.03132316337783857,-0.35835294499640385,-0.09477650449900173,-0.05974006470380653,-0.06388000168927921,-0.016145749580693515,0.21615876962896807,0.2955838005098758,-0.048179985159141056,-0.23062130237383874,0.043184756991759325,-0.1008718300142043,-0.10706475540010013,0.18505530364875286,0.17208785047889671,0.3092060000828516,0.023743068062739618,0.3972832192317068,0.1708148717037369,-0.20389515144932557,0.17242597195934872,-0.3925920449911066,-0.11626557692862216,-0.05330145852098869,-0.32777233254177984,0.2121639487145032,-0.05090126554504706,-0.0809627186186112,-0.1172441962240578,0.3403062580154505,-0.08844472615783654,-0.08459724490601588,-0.05796637021507831,0.050313036626931054,0.10907335696311089,0.09897701101502544,-0.03304759033556711,-0.1390126212749651,-0.10581680957272808,-0.2766664533776166,0.32947167288805135,-0.008829998938394083,-0.3236759386116647,-0.01060012607680218,-0.016796028931217465,-0.23111667787013157,-0.04047789041181602,-0.039777777606135316,0.1102000931687952,-0.05677303387752262,0.29542945419703687,-0.06792937025522941,0.22351328781400995,0.051669949061117514,0.2363075959308423,-0.36167514985984367,-0.06774119850208088,-0.19241278560378225,-0.16308517444761791,0.0567375654041477,-0.12373812541270576,-0.1608112182087667,-0.3996390264663302,0.11402593843996259,0.128110533901832,-0.135442565785927,0.049279366105282094,0.04663519558781161,-0.14559126179884715,-0.049404553527664034,-0.1996313773010366,-0.042439800611022524,-0.1326486193021723,-0.19094709010754257,-0.15591236082609533,0.002627693719425207,-0.10348386363622034,-0.05339950553659152,-0.26394312719079943,-0.0501343967513059,-0.11584751066621461,-0.2643227063864551
