,Lingual_L,VTA_L,Vermis_3,Temporal_Pole_Sup_L,Frontal_Med_Orb_L,ACC_sup_R,Frontal_Inf_Orb_2_L,Thal_MDl_R,Frontal_Sup_2_R,Thal_IL_R,Heschl_R,Temporal_Pole_Sup_R,Thal_LP_L,Cerebellum_8_L,N_Acc_R,Parietal_Inf_R,ACC_pre_R,Thal_MGN_L,OFCant_R,Amygdala_L,Occipital_Mid_L,Frontal_Sup_Medial_R,Hippocampus_R,Occipital_Mid_R,Cerebellum_6_R,OFCmed_L,Angular_L,Paracentral_Lobule_L,Parietal_Inf_L,Raphe_D,Red_N_R,Pallidum_L,Temporal_Sup_R,Frontal_Inf_Oper_L,Thal_PuM_R,OFCmed_R,Raphe_M,Thal_PuM_L,Vermis_6,Temporal_Pole_Mid_L,Frontal_Mid_2_L,Postcentral_L,Parietal_Sup_L,Insula_R,Cerebellum_3_L,Cerebellum_9_R,Temporal_Mid_L,Supp_Motor_Area_L,Precentral_L,Cerebellum_10_R,Cerebellum_Crus2_L,Thal_LGN_L,Temporal_Inf_L,Amygdala_R,ACC_sup_L,Parietal_Sup_R,Temporal_Mid_R,Frontal_Inf_Tri_R,Temporal_Sup_L,Occipital_Inf_L
Hippocampus_R,0.18757939787025882,0.4795893230562545,0.6994195180131213,-0.014337208484355334,0.2933181407175931,0.4900786921764338,0.40799652587650087,0.020710115924132383,0.6834899706908633,0.44725521924388423,0.6056213689321944,0.8088398982317839,0.5353728408542927,0.09325415835712565,0.3464186141775611,-0.060296303271222346,0.5629890045878871,0.4615122183307114,0.6018286006766013,0.08774204341532837,-0.21373431218918207,0.7181706466987052,1.0,-0.216876257613804,0.2829832020441733,0.4665374503708516,-0.32934928476819636,0.30603899722062383,0.20184471591812175,-0.16802709470614902,0.3775202667841268,0.2898490558262996,0.7336106691726992,0.33247222606146276,0.5908011773310639,0.2333162698775698,0.42164699172469955,0.46985323849478755,-0.14347847233641092,-0.11064243355497372,0.401907652616701,0.2863572503755614,0.011449314273579309,0.7491442315199334,0.6070746194219699,0.19612787820803326,-0.21730001445683841,0.5088419908479389,0.26920280529037843,0.6278795122423311,-0.12155666697882693,0.46092464214876167,-0.03262986788518326,0.5757888138962813,0.6274132516682714,-0.03268065246332456,0.5144137497453383,0.8090888808693512,0.3895883810732594,-0.29302005199358566
Occipital_Mid_R,0.4454937827456722,-0.22346995340066717,-0.11042429930000251,0.052918271547282764,-0.07439311498287528,0.14186912487270084,-0.41414992352384833,-0.31618745394364667,0.006294712370426399,-0.4506207870111311,-0.004479443089484153,-0.4010191716235016,-0.5700315986369583,0.05732475221714392,-0.33985010945211186,0.6082520939287128,-0.4113185724852763,-0.2303306904710837,-0.35341919183203335,-0.14053635432177214,0.589891988822867,-0.1353649802038277,-0.216876257613804,1.0,0.13715097528451364,-0.4624955634734373,0.7018682899246697,0.36680949403456964,0.48695545357280484,0.23388774231190504,-0.39596427791949873,0.4505064038073025,0.043292653286544275,-0.10006325053049717,-0.09539035077479832,-0.01736526186590997,-0.09163013845294275,-0.1135139330375256,0.2680516295706613,0.27663170911508367,-0.10532217930012776,0.23108573311441935,0.6131672662190601,-0.018537708026723082,-0.2166621254690266,0.1337998747090124,0.3453954485550257,0.06878858662716503,0.23296358406193016,-0.539411778161651,0.23520772967532722,-0.05231441609612575,0.1477833278534928,-0.3207780073777344,0.06905739747027848,0.5081740094991842,0.41754457853519167,-0.29913584879563265,-0.01369250856095952,0.22485999418092828
Cerebellum_6_R,0.6703366186340819,0.21268025524214354,0.20186439309751678,0.12616579863977984,0.16023098384034334,0.103710001870107,-0.0964250245284977,0.15686420692805464,0.16445169736795393,-0.09656109833860232,0.2770059401506577,0.19043428687770356,0.13484782512740653,0.5352324627996572,-0.0731239177600122,-0.21370745635346564,0.10351990745863347,-0.037807321072370954,0.19070769126950313,0.34707476101740875,0.12137420205306138,0.22837712157287035,0.2829832020441733,0.13715097528451364,1.0,0.026901574993430395,-0.02354952748359118,0.07072365455017954,-0.030419724051702745,0.38450468598126947,-0.004280749337891102,0.22307850034655222,0.20733269837747234,0.29945512501299315,-0.05953061572346877,0.13324861022213919,0.1582674961116641,-0.07899233818754571,0.7050239826933156,-0.04047789041181602,0.14680864246106015,-0.145168879895703,-0.2418139628329337,0.30502708384546373,0.2675760186563942,0.7734087760913486,0.41936182345829837,0.40142861425881043,0.035049634465503535,-0.22084322478421692,0.20305692820630783,0.23211433658303632,0.42936624517923927,0.4971013619768448,0.2413149042561907,-0.436966855389666,0.5531546222220752,0.07363542845152564,0.13946965191771607,0.23265356698204173
OFCmed_L,-0.17227608516522477,0.3357876077161386,0.13027584646753543,0.32024670668591376,0.4754029204630678,-0.13484494663874697,0.6997712952398633,0.2227670111915025,0.24182784573170218,0.334946933428922,0.35657082274338264,0.6393134582264107,0.5569673595689276,0.05343249800269716,0.3032067832861235,-0.42581586526182014,0.7624501650826645,0.13523649795708978,0.7203173096256604,0.5882648728528995,-0.17268310857518723,0.5045237557518447,0.4665374503708516,-0.4624955634734373,0.026901574993430395,1.0,-0.49628036609613907,-0.38900614562330804,-0.34064476174476177,-0.1320144485998328,0.27501754603987205,-0.46564744616219794,0.22003052840435047,0.5007772591480448,0.17569804604127595,0.24582524209948672,0.18769972632486762,0.04450544481213873,-0.1839159117884748,-0.3996390264663302,-0.14880858816874323,-0.3034798677504576,-0.42421610269597165,0.4215132052013319,0.19892765833455006,0.09137651869344558,-0.003446792054291635,-0.13474051644977839,-0.441452552963574,0.3513570050022404,-0.2414424541213383,0.20754316078995827,0.02467473361105895,0.7655034425312746,0.17694373687736578,-0.3743111335732394,-0.042862485409798104,0.3812906102420756,0.26226565030324694,0.0017066403336455044
Angular_L,0.3001972075429531,-0.2755557397510637,-0.06071315085395344,0.05701586934255539,-0.13245584218999418,0.14253507866381815,-0.36095143080809583,-0.28136757993557443,0.052694683122355444,-0.3688956842312126,0.011457174278208674,-0.3963644385774962,-0.4888395062697293,0.08083745494017683,-0.3540522941778903,0.5819282501550637,-0.423937653919488,-0.2034923929092243,-0.4035467791765987,-0.14851197214225637,0.6012753453811555,-0.11097480419818867,-0.32934928476819636,0.7018682899246697,-0.02354952748359118,-0.49628036609613907,1.0,0.34441671191605566,0.6356924592878398,0.16201795512850076,-0.38438071052493145,0.3494861886617654,0.003746032481820898,-0.1301567817040916,-0.170173700212162,-0.22478402324796629,0.07981969528705707,-0.018023654054691356,0.16327874185632343,0.34515535765321437,0.07399504174637067,0.3996515314019007,0.6473746259297128,-0.02399846442548012,-0.14186949046299954,0.0020368223099062497,0.3869684186877701,0.0863193966012923,0.39416889132470195,-0.3827246495562326,0.3013457151779507,-1.4327265109740173e-05,0.023044598623239754,-0.46621430959547233,0.1254686214073741,0.5507126285312929,0.1599462250300988,-0.2676102350269883,0.11526224855115871,0.10199618143414028
Paracentral_Lobule_L,0.2868518279139891,-0.17564406798131169,0.4614458639526542,-0.3984042110131825,-0.2018467282428436,0.668902924558798,-0.3281577850573712,-0.148790374172257,0.4728582799589767,0.03899982608758284,0.37544588904038445,0.0661694792042096,-0.14817399749374371,-0.03763962706434453,0.020545955624465463,0.6936337309641702,-0.2972178602001663,0.370863501555361,-0.10382071051738694,-0.5330348133005977,0.14409986516049142,0.1874145224968265,0.30603899722062383,0.36680949403456964,0.07072365455017954,-0.38900614562330804,0.34441671191605566,1.0,0.7907910345057136,0.10382427973233901,0.009062766472917046,0.6983272643853136,0.5375367866727945,-0.18130754427474466,0.5013284673646708,0.002162669045605306,0.2465333757464439,0.4570296361819712,-0.13715307757794523,0.1577000418750426,0.5192886908119148,0.8013191278520965,0.6612841012633413,0.2510530077876632,0.32465541879382054,-0.009514303042849797,-0.16813003653784592,0.6983920393913514,0.8659239514268552,0.2237922327479175,0.21828088765800208,0.30840292711375294,-0.0994755475592912,-0.2498564522049422,0.4736197791465511,0.6500144389378151,0.5523696624363612,0.3445408259187979,0.23545514995151406,-0.22317349211149368
Parietal_Inf_L,0.14691942992567517,-0.20030430295318014,0.2664237091887216,-0.30449184927698925,-0.21271447677466843,0.5494448292230618,-0.3355292418024243,-0.2700913787923659,0.42953176509846114,-0.028043703343070384,0.37125256855019645,0.09119771021971368,-0.27884223686868786,-0.17564911387407825,-0.11348899500170723,0.6865936022899211,-0.2534274052272239,0.18055506654469153,-0.14021510553799899,-0.48583834819293187,0.3694558699370756,0.20708845624398503,0.20184471591812175,0.48695545357280484,-0.030419724051702745,-0.34064476174476177,0.6356924592878398,0.7907910345057136,1.0,-0.0573942391175746,-0.1298973461995692,0.592159773706121,0.48203584235223684,-0.25228078698361206,0.26438723410242343,-0.061344160395207355,0.20285081334637065,0.3644317755904579,-0.20277096635948602,0.29542945419703687,0.4289642315493764,0.8619303269636033,0.8783080700180436,0.27547648236491956,0.11443840885332732,-0.15512829668934555,-0.1511936919331622,0.4416539216213756,0.818816434577659,0.19700065010255988,0.19918107775876592,0.19326773754044796,-0.3030978001268429,-0.2754327990701556,0.4528329907840425,0.7957674262167783,0.4537880162154124,0.2649143495241548,0.12339528672840865,-0.27614728802511784
Raphe_D,0.5232321279582958,-0.2327407056365674,0.07341308633845844,0.2032991767051019,-0.04863183027899472,-0.15235553674181865,-0.12133015042727008,0.45199486031904906,-0.06775833519166728,-0.4250663344324887,-0.023460611588721595,-0.2356231826239397,-0.07088063672126599,0.4938024656782133,0.21910179638929098,0.07738395096694162,-0.16214294944720584,0.15555287668750745,-0.14902103088669832,0.2401106664453244,0.17370183599043054,-0.08041501700989614,-0.16802709470614902,0.23388774231190504,0.38450468598126947,-0.1320144485998328,0.16201795512850076,0.10382427973233901,-0.0573942391175746,1.0,0.15806633333842116,-0.02564366647849473,-0.057121801213102376,0.17916281565919978,-0.10281228372193835,0.024766459530497782,0.015006775982701316,0.04345956046259769,0.4784965649405164,-0.12139828950758828,-0.1180070826169339,-0.19413356159079675,-0.0746950171446203,-0.04772902616443811,0.07447919484237758,0.548994659807751,0.4849697994682462,0.14626007488888101,-0.06734898522319922,-0.3235489944622695,0.31835512833893403,0.08768068868827979,0.4409775900534874,0.054120398756769494,-0.07022883301915903,-0.17744492667927314,0.26161127741858986,-0.17822824775688342,0.2338254150567488,0.4524038547633914
Red_N_R,-0.048212730353198764,0.2878014177520676,0.45338854250512256,0.043832248945377975,-0.0007937801425326746,0.1809686737174937,0.3647128361527177,0.4324342707700532,0.31393269360802695,0.38709693469448636,0.2584990615423862,0.3497309885309996,0.6030898603700051,0.19868601794447524,0.6653904276394639,-0.12376634022799753,0.40873849655165734,0.4727306910250198,0.06489482410061644,0.11196909187455123,-0.24632628417040273,0.3882076160279254,0.3775202667841268,-0.39596427791949873,-0.004280749337891102,0.27501754603987205,-0.38438071052493145,0.009062766472917046,-0.1298973461995692,0.15806633333842116,1.0,-0.09589627353249736,0.18187929903021335,0.155312858565551,0.33406852042891233,0.366924907649921,0.23340437531450503,0.6480969726959348,-0.07276039695464956,-0.1608112182087667,0.15964188136344218,-0.10030145799935103,-0.19296499807091844,0.27851254045143925,0.43066383045607276,0.020448490388216965,-0.16344128428981483,0.23961793343112398,-0.038318005147000525,0.47531228409017384,-0.22257829044762686,0.2430276464722752,-0.008630408344470882,0.2953840269911502,0.1368970670091421,-0.16800886107817004,-0.022689387032680877,0.4181956782138239,0.2210322131429263,-0.16002706638352743
Pallidum_L,0.3848637181400412,0.15627101739229868,0.38119281368834645,-0.32858206084232777,-0.010785497991160157,0.5934121568100893,-0.36340085856847293,-0.48738432088660744,0.3288878523419819,-0.013841402916609033,0.30020895172768763,-0.0033061972390697604,-0.14389621578238,0.015109400208826769,-0.06348098413292555,0.5468137174995171,-0.2702625527490213,0.09701072529493057,-0.1474079167926571,-0.4377603924391339,0.17356797356038567,0.11626499508922097,0.2898490558262996,0.4505064038073025,0.22307850034655222,-0.46564744616219794,0.3494861886617654,0.6983272643853136,0.592159773706121,-0.02564366647849473,-0.09589627353249736,1.0,0.45972428265329707,-0.16345944687292083,0.4067227523136582,-0.08032296507520105,0.17779918961180308,0.22760437055413776,0.09228603930496534,0.1326374926664566,0.39125589358722357,0.5498708594325413,0.5223215454378284,0.305942914077679,0.30614225960900443,0.03757478083535912,-0.05015723166951177,0.5604290839889923,0.6338276892351898,0.010534464939258146,0.22366880257110072,0.15698103933695426,0.03302317689602667,-0.20621429710771136,0.42046308087476053,0.43954375146857394,0.5313809099935646,0.24786441893982888,0.17725339425099665,-0.2488324403539687
Temporal_Sup_R,0.33108751590002583,0.14792894121351008,0.6021805446991781,-0.030760207122552456,0.15041608994669733,0.5648491229324667,0.21985661519108934,-0.047483622936542076,0.6825498405931121,0.24034555860293436,0.7574572938244536,0.6949604185786838,0.32705755498529726,0.1266878246508238,0.24186987662904771,0.19009955890561966,0.29290289637413447,0.3973462202042645,0.37431247159971315,-0.08483884016296837,-0.044888927720028914,0.6263353049995946,0.7336106691726992,0.043292653286544275,0.20733269837747234,0.22003052840435047,0.003746032481820898,0.5375367866727945,0.48203584235223684,-0.057121801213102376,0.18187929903021335,0.45972428265329707,1.0,0.1672861646926156,0.5753529571475664,0.07072415671924848,0.4516090541355272,0.5488292653752211,-0.10418327097814857,-0.10706475540010013,0.510624266758683,0.468600838267165,0.25827679379222346,0.7115994118123503,0.4267424096453854,0.23396108662365844,-0.12699792381903352,0.6342039604517581,0.4695752266326154,0.4786192224517806,0.09711872574358488,0.375300817798669,-0.09690263917561018,0.30828583559997974,0.6368070019030392,0.24236389807615275,0.7107258993803965,0.7809550259457934,0.5056544475410174,-0.24875456157178913
Frontal_Inf_Oper_L,0.44181423348910737,0.3806773565295244,0.44525780771430973,0.7508836567013737,0.4500640277553075,0.17518850610602787,0.7704435548233481,0.16004111890921413,0.38976556534044254,0.21021779367937488,0.27496592393958935,0.23580179441757376,0.5130753291796651,0.4505614126394486,0.06781984931476397,-0.08824785580401182,0.6119723961536733,0.1619704025068148,0.3432037782156534,0.7541739909486984,0.1606404799146394,0.5832759776237284,0.33247222606146276,-0.10006325053049717,0.29945512501299315,0.5007772591480448,-0.1301567817040916,-0.18130754427474466,-0.25228078698361206,0.17916281565919978,0.155312858565551,-0.16345944687292083,0.1672861646926156,1.0,0.20048783869446693,0.16253483269286884,0.24529350503801264,0.11825229679495798,0.3580744271329249,-0.1635818841717963,0.14099477869324373,-0.2299468026458156,-0.36519656080745794,0.5052495313532613,0.5074428932252879,0.4855828924806997,0.6350543144255464,0.284767004930795,-0.3012478787152493,-0.08793441356250577,-0.09721746763596241,0.538516935873986,0.6136458981070715,0.49841932989224813,0.533191732860306,-0.4459969011748991,0.04867184964155552,0.2118992525799863,0.7158239136368963,0.408692292210961
Thal_PuM_R,0.09168008275765756,0.24127701244853286,0.5515779111308233,-0.04065836157514158,0.2876830635474813,0.5210363518904335,0.29907106653678417,-0.12035765914119277,0.5322148695147148,0.3651743725385518,0.3079014088180254,0.435839984430839,0.37045430069789864,-0.01813779261988281,0.3273640392904299,0.30070118897394443,0.22573336593530458,0.5004377441114575,0.2480827136017048,-0.12492792524615083,-0.15174023827971547,0.4852047202094324,0.5908011773310639,-0.09539035077479832,-0.05953061572346877,0.17569804604127595,-0.170173700212162,0.5013284673646708,0.26438723410242343,-0.10281228372193835,0.33406852042891233,0.4067227523136582,0.5753529571475664,0.20048783869446693,1.0,0.1083625806586676,0.2985175957714705,0.45827755495693745,-0.2843897781552521,-0.06950641144115745,0.49118920326526083,0.3277715520459695,0.18805574651716353,0.4686697807250823,0.525791254243708,-0.06788339945354964,-0.19036901704878462,0.5305307085411375,0.3449428287365543,0.5050022732516932,0.00618575061153956,0.32168457161841363,0.0689046068951339,0.15658308455433304,0.4606271187654024,0.1873540722215755,0.25132249987287997,0.5868673913852385,0.42680277540034334,-0.2933071680514996
OFCmed_R,-0.012888112971303258,0.1361252868528902,0.1729986615327369,-0.009033276791376705,0.08215798384281806,0.05383062088929864,0.12923616689565068,0.21039844013781106,0.21834003437882696,0.3122431987041007,0.18135659154473197,0.17015629254330528,0.2571111830072166,0.07243301506960545,0.26196772230520343,-0.025231204724457328,0.33902589053248305,0.1416412656616288,0.1386723897159728,0.1951139088024678,0.12517841685014547,0.2746458780413384,0.2333162698775698,-0.01736526186590997,0.13324861022213919,0.24582524209948672,-0.22478402324796629,0.002162669045605306,-0.061344160395207355,0.024766459530497782,0.366924907649921,-0.08032296507520105,0.07072415671924848,0.16253483269286884,0.1083625806586676,1.0,-0.06460351193626541,0.18475951071972802,-0.0023604580354593865,-0.11901587831183778,-0.12836709971091678,-0.12675306355173352,-0.027250289654768372,0.18926941749795984,0.15399506926509096,-0.02124101356543571,-0.040549421253974254,0.02649289239872288,-0.12770625324996487,0.108786605847295,-0.27229895423792994,0.09724455564001845,-0.01699088631910933,0.3492571213687387,0.07784539195082402,-0.04440419291596638,0.07642101446507445,0.09867455563273858,-0.004105385926090082,0.0030172784440084203
Raphe_M,0.26579297794675383,0.13852488720865247,0.5083760828246787,0.13213216844127523,0.13074389623351645,0.38818390275808046,0.26042957282888685,0.09663827919006936,0.5507868062562079,0.15730219907601795,0.5139372916774252,0.41322526848889857,0.34734374348601316,0.29763350687470935,0.2032074966539095,0.054251684195115876,0.2656678267447679,0.2842587613726336,0.24067805664430583,0.11531602562083985,-0.09580035470320176,0.46900218233911295,0.42164699172469955,-0.09163013845294275,0.1582674961116641,0.18769972632486762,0.07981969528705707,0.2465333757464439,0.20285081334637065,0.015006775982701316,0.23340437531450503,0.17779918961180308,0.4516090541355272,0.24529350503801264,0.2985175957714705,-0.06460351193626541,1.0,0.4128950779360887,0.006458306009895633,0.037325596348775254,0.4200407305663885,0.22736426729131543,0.010954040618785106,0.4937821294216084,0.4905042345310624,0.21388778462817298,0.09867761908085865,0.48680839985687496,0.2928507351951783,0.37634574204130383,0.050964591112514356,0.4481401339679497,0.04538870470857894,0.2173341828541021,0.5044476287337397,-0.01621817398817228,0.2879463983967077,0.4966581137183017,0.3810636618004256,-0.10469730693779
Thal_PuM_L,0.1629944704733877,-0.013050763585069522,0.6143249468811696,0.013272636902360522,-0.0729360605112434,0.6347247057459118,0.30645938328631006,0.2515985575987539,0.6019059760414872,0.3751314677391002,0.4868662793734243,0.4344585601559371,0.47188672076349486,0.1362924706916631,0.5314981027332505,0.2807050244569645,0.25116180706594005,0.67808309651344,0.009637586344848204,-0.1517696580855093,-0.14449445254978321,0.4788560076405061,0.46985323849478755,-0.1135139330375256,-0.07899233818754571,0.04450544481213873,-0.018023654054691356,0.4570296361819712,0.3644317755904579,0.04345956046259769,0.6480969726959348,0.22760437055413776,0.5488292653752211,0.11825229679495798,0.45827755495693745,0.18475951071972802,0.4128950779360887,1.0,-0.11400222506426179,0.051669949061117514,0.5461832210808168,0.3745699934056234,0.2553372815527015,0.4945097815012735,0.47620362739934247,0.055104418867927656,-0.17725299152543095,0.6043786964583768,0.3640075536283193,0.5575624753073665,-0.06757555753628271,0.5298920464696966,-0.14154956767474128,0.06829072711869419,0.5449354381424144,0.28753456609416295,0.28324710608798426,0.5887639761163225,0.4170537341578969,-0.24698427674832152
Vermis_6,0.713344108193876,0.08612196856082725,-0.03275637549360345,0.3768867897088481,0.09320390656500548,0.000839036963341351,-0.007388849538728596,0.13100912323726574,-0.11888250729322013,-0.2828275767537158,-0.023569579737918886,-0.22883059906680647,0.004885767456914754,0.5830454073513078,-0.14686978560685812,-0.1273096492259176,-0.07484099487379203,-0.17597431989678375,-0.19031846525191623,0.4247027442393342,0.24776825668088534,-0.01887564967017135,-0.14347847233641092,0.2680516295706613,0.7050239826933156,-0.1839159117884748,0.16327874185632343,-0.13715307757794523,-0.20277096635948602,0.4784965649405164,-0.07276039695464956,0.09228603930496534,-0.10418327097814857,0.3580744271329249,-0.2843897781552521,-0.0023604580354593865,0.006458306009895633,-0.11400222506426179,1.0,-0.05090126554504706,0.027069892512033105,-0.3025065106477723,-0.2698059386315298,0.09299793303374033,0.01594171051824467,0.7623103781515569,0.69781907425204,0.21616195479318706,-0.20850045639609163,-0.5792917233275324,0.17814106799193344,0.1525506074787525,0.5884493558818816,0.14635290574027288,0.08434783922933549,-0.42827498397711034,0.24391574337851007,-0.3087913060830533,0.23387598260296885,0.4947391639795405
Temporal_Pole_Mid_L,-0.03132316337783857,-0.076801793096055,-0.016796028931217465,0.09019315010824552,-0.10348386363622034,0.0987108731081655,-0.23230431817783703,-0.039777777606135316,0.13725412054635766,-0.09516909176727642,-0.21827935066344445,-0.09632486894361866,-0.3908316625907351,-0.13862549102734217,-0.36167514985984367,0.32294647829854817,-0.25201986557383466,0.049279366105282094,-0.19094709010754257,-0.23062130237383874,0.2363075959308423,0.043184756991759325,-0.11064243355497372,0.27663170911508367,-0.04047789041181602,-0.3996390264663302,0.34515535765321437,0.1577000418750426,0.29542945419703687,-0.12139828950758828,-0.1608112182087667,0.1326374926664566,-0.10706475540010013,-0.1635818841717963,-0.06950641144115745,-0.11901587831183778,0.037325596348775254,0.051669949061117514,-0.05090126554504706,1.0,0.06365578915076196,0.16390906954473,0.37206417896123556,-0.05974006470380653,-0.00845909769823653,-0.12744178087644178,-0.05796637021507831,0.09448791464205808,0.22936445363424834,0.06234247945804966,0.03016869117568596,0.08877694977547647,-0.19241278560378225,-0.2766664533776166,0.0567375654041477,0.2871658261984786,-0.09004034480819337,-0.09477650449900173,-0.16308517444761791,-0.0584113350126658
Frontal_Mid_2_L,0.23866618865235992,0.04190091781589856,0.484876559788278,-0.08695040610364385,-0.059084485057516074,0.710671447181264,0.14949744788468838,-0.10944373271438046,0.5276387833010503,0.3542896364023527,0.3727782318613483,0.3104567033578502,0.29017798121052163,0.022058252400556123,0.1072198742602674,0.21523446472438745,0.004728504808364896,0.42501874643158555,0.008203990195341201,-0.2652714909324792,-0.0841087634401365,0.3199161517539762,0.401907652616701,-0.10532217930012776,0.14680864246106015,-0.14880858816874323,0.07399504174637067,0.5192886908119148,0.4289642315493764,-0.1180070826169339,0.15964188136344218,0.39125589358722357,0.510624266758683,0.14099477869324373,0.49118920326526083,-0.12836709971091678,0.4200407305663885,0.5461832210808168,0.027069892512033105,0.06365578915076196,1.0,0.5538527542984863,0.2213405637677878,0.3719756447650307,0.45489816890220647,0.11694156582474548,-0.09713470334363607,0.7595857871769455,0.5814350388401258,0.37999117335046523,0.11636681017921115,0.49709319323157003,-0.05091418928816168,-0.05014388710529576,0.6242709236117112,0.13147347060306985,0.25015160456879454,0.5098010690269292,0.3726330375786973,-0.22887175493055087
Postcentral_L,0.020113521474100306,-0.17288181975817482,0.36255059942695755,-0.4059175477350295,-0.2590069041050739,0.6055273077301372,-0.22598813411007612,-0.29483966243052445,0.3936952201230941,0.14498913522350787,0.3255423451451289,0.11022679922902677,-0.15545129816087422,-0.28127344239813473,-0.09831023873404642,0.5746143304988062,-0.24177800442645722,0.2733597770790013,-0.08423731335824111,-0.5728649794594721,0.1062820819346577,0.14680209580186426,0.2863572503755614,0.23108573311441935,-0.145168879895703,-0.3034798677504576,0.3996515314019007,0.8013191278520965,0.8619303269636033,-0.19413356159079675,-0.10030145799935103,0.5498708594325413,0.468600838267165,-0.2299468026458156,0.3277715520459695,-0.12675306355173352,0.22736426729131543,0.3745699934056234,-0.3025065106477723,0.16390906954473,0.5538527542984863,1.0,0.7023878085359518,0.20388514407605815,0.20468725130549253,-0.23401197361241932,-0.29385761466845434,0.48149263632071493,0.8894212113743352,0.3501261391104403,0.15639217125657262,0.25290300385962633,-0.32556351701821873,-0.34356190538587655,0.46528328623714515,0.7107458204509495,0.3694932101557335,0.37519188252449376,0.14869135740459172,-0.34381899655978726
Parietal_Sup_L,0.0004569336037208663,-0.26177403846002345,0.05023092389760858,-0.31394725972428983,-0.24660475807897622,0.437123486725428,-0.4073584542803041,-0.3320090200512945,0.2354800407287339,-0.1300300669924248,0.13005112062949142,-0.08211484312256795,-0.4528065025767403,-0.3445952754730798,-0.13294861676246722,0.7576861197999224,-0.3793640583038528,0.09298211591983105,-0.28377116213286824,-0.5714760731970073,0.42344010742176225,0.0238267362414515,0.011449314273579309,0.6131672662190601,-0.2418139628329337,-0.42421610269597165,0.6473746259297128,0.6612841012633413,0.8783080700180436,-0.0746950171446203,-0.19296499807091844,0.5223215454378284,0.25827679379222346,-0.36519656080745794,0.18805574651716353,-0.027250289654768372,0.010954040618785106,0.2553372815527015,-0.2698059386315298,0.37206417896123556,0.2213405637677878,0.7023878085359518,1.0,0.08189791728770168,-0.10326088458150581,-0.3591625071239804,-0.22223693472843767,0.20439714895090325,0.6433776080882604,0.08734766192358479,0.1119079631675781,0.05433666804035069,-0.37316631348282797,-0.42132859363033076,0.2855726644092054,0.8865870564651146,0.2654477889791565,0.02622010128000423,-0.04881751236522492,-0.2341356665393328
Insula_R,0.3844025699656045,0.4541819676319156,0.6526045032610192,0.3287808908728732,0.35982217593243243,0.5050900342745454,0.51598601516325,-0.10513186245016412,0.7344816678763882,0.3058395573927086,0.677466554420033,0.6950562215573373,0.6090544403037018,0.34686081064005925,0.3682607104118526,0.03910893323636551,0.6696749629664948,0.2856467268077064,0.46531121702151435,0.3387913624125616,0.10876193161428253,0.8273591216334772,0.7491442315199334,-0.018537708026723082,0.30502708384546373,0.4215132052013319,-0.02399846442548012,0.2510530077876632,0.27547648236491956,-0.04772902616443811,0.27851254045143925,0.305942914077679,0.7115994118123503,0.5052495313532613,0.4686697807250823,0.18926941749795984,0.4937821294216084,0.4945097815012735,0.09299793303374033,-0.05974006470380653,0.3719756447650307,0.20388514407605815,0.08189791728770168,1.0,0.5817900709763004,0.34292927817289826,0.13625754471716992,0.5113124818443946,0.15586654590091478,0.371404082615567,-0.06332581939558403,0.37628596605398973,0.17754242596284991,0.5748844451498331,0.7196948190672152,-0.025492277633564653,0.47508994272349797,0.7023261719731946,0.6019223061981578,-0.09675146056413524
Cerebellum_3_L,0.2914641966872519,0.47551773674359915,0.883311146943784,0.11524981797946146,0.2555754131726161,0.524656441310755,0.4141638434361325,0.0761273750539831,0.6542098598331341,0.43141745102363716,0.47905573762745807,0.38135845849110867,0.5721643168448189,0.39009423269392346,0.3193343946294462,0.1753385149907735,0.42605627490206555,0.49013146480889325,0.3202569803716437,0.18848862323722035,-0.07458345530123599,0.6060015515234148,0.6070746194219699,-0.2166621254690266,0.2675760186563942,0.19892765833455006,-0.14186949046299954,0.32465541879382054,0.11443840885332732,0.07447919484237758,0.43066383045607276,0.30614225960900443,0.4267424096453854,0.5074428932252879,0.525791254243708,0.15399506926509096,0.4905042345310624,0.47620362739934247,0.01594171051824467,-0.00845909769823653,0.45489816890220647,0.20468725130549253,-0.10326088458150581,0.5817900709763004,1.0,0.2490341178955321,0.13256702247501911,0.6548092226007194,0.28908540938639715,0.4210296331061487,-0.044194505954292786,0.5524480348101029,0.32566826737430954,0.33992300187097607,0.6248564176299412,-0.1303980885532538,0.2307868538517702,0.5989616107824931,0.5776690998770319,-0.12228339628587694
