,Cerebellum_8_L,Vermis_4_5,Cerebellum_Crus1_R,Cuneus_R,Thal_PuA_R,Cerebellum_9_L,SN_pr_L,Temporal_Pole_Sup_L,Insula_L,Pallidum_R,OFCant_L,Thal_MDm_R,Precuneus_R,Thal_Re_L,Thal_LP_R,Cerebellum_7b_R,Paracentral_Lobule_L,Thal_LGN_R,Thal_MDm_L,Thal_PuM_L,Frontal_Mid_2_R,Parietal_Inf_R,Angular_R,ACC_pre_R,Frontal_Sup_Medial_L,ACC_sub_L,Frontal_Sup_2_L,OFCmed_R,Temporal_Mid_L,Vermis_10,Temporal_Inf_L,Parietal_Inf_L,Cingulate_Mid_R,Thal_MGN_L,Occipital_Mid_L,Cerebellum_3_L,OFClat_L,Cerebellum_6_R,Thal_AV_L,Thal_VL_L,Cerebellum_Crus1_L,Thal_PuA_L,Parietal_Sup_R,Vermis_3,Thal_VL_R,Rectus_L,Frontal_Inf_Orb_2_L,Raphe_M,Thal_PuL_L,SN_pr_R,Frontal_Inf_Orb_2_R,Temporal_Sup_R,Thal_VPL_R,Olfactory_R,Thal_MGN_R,Caudate_R,Vermis_1_2,Red_N_R,Temporal_Pole_Mid_L,Occipital_Sup_R,Cerebellum_3_R,Frontal_Mid_2_L,Insula_R,Amygdala_R,Thal_VA_R
OFCant_L,-0.2459820680914801,-0.11548302011501232,-0.2612235099121457,-0.31386516061047853,-0.08276900719819284,-0.07757535492539501,0.26727078523983167,0.08757358640847293,0.0810647447883427,0.24328480654111395,1.0,0.19633805282885541,0.06871259013770002,0.38522847881266503,0.32407848126975003,-0.34762168234787905,-0.13783284926453648,0.017492774897193128,0.3202988015742344,0.20876860042095038,0.22716073298802528,-0.158563004959173,-0.1372351904006212,0.44907722201871,0.1645546350879506,0.5158362133052042,-0.01659604477109948,0.12566569013652074,-0.23158361618921447,-0.3258485926435736,-0.12702953172782336,-0.1610670520077709,0.12478642846066064,0.28110120379621895,-0.30794652980776355,0.11128848153714496,0.01179566383508626,-0.3056595855609229,0.22723105615564793,0.14108362020701015,-0.31240474340778895,0.49859561934338775,-0.04922836403557728,0.10532577619064598,-0.01123927206798277,0.668319935799036,0.6267139948075588,0.08304077399740965,0.39247972974327644,0.4484664852370052,0.497949686323888,0.3148867172467369,-0.2945268322886466,0.4267123686393168,-0.19624520668576875,0.40315480316150876,0.2695110665950126,0.20458225543422265,-0.3925920449911066,-0.2626703133811323,0.14742472072215268,0.08971158298363172,0.29549233526188395,0.42986946294906514,0.2182247449638302
Thal_MDm_R,0.10396460496799306,0.38337628910775007,0.24507453684427577,-0.08483828491565819,0.1416328695556608,0.3283194640741168,0.3419450781342528,-0.05425974145098095,0.2984821699545759,0.5832202402020259,0.19633805282885541,1.0,0.4540424115209351,0.373745248768502,0.5177156036367265,-0.20690737734382023,0.3145874247127757,0.3830018456129389,0.5869484113834827,0.5174692151453208,0.5840248737616235,0.04134107163599653,0.08087611873995725,0.3744113815689088,0.2887875612522331,0.1817293209897614,0.3266734850901014,0.13549547672496098,-0.2216705502395702,-0.0842557256543477,0.005159939400995239,0.1831682410540519,0.5095180757042105,0.31513391442132754,-0.24238767284432786,0.4899002346825871,-0.14295708775889637,0.10066260257978772,0.44786034148783493,0.47748836085915314,-0.11800212211306231,0.5500890044880453,0.04684002729524973,0.532985419041377,0.6411202423310579,0.36298781779887884,0.2646836835742575,0.29257889601039677,0.3199790438000254,0.5449259070799217,0.5967772020483826,0.5624167979257823,0.4140783151653922,0.3153120070742466,0.33415519486097317,0.6449008267386027,0.38337349483951727,0.40867286559539684,-0.11584751066621461,0.0735838447269416,0.5411557183187466,0.42397250266151665,0.5118157959164376,0.21408619235970988,0.4166537501106109
Precuneus_R,0.22001460895011551,0.6937452873742861,0.271218564237935,0.5988249172694604,0.49638144640236376,0.42950142429031996,0.16788299156697772,-0.1016618770496181,0.5263471449715229,0.48442775220044537,0.06871259013770002,0.4540424115209351,1.0,0.12408788785476223,0.3527491998928449,0.08862173349868674,0.745920082271583,0.7185604131017359,0.5445701725426864,0.5386219397331977,0.5607029418039866,0.5703088780783545,0.5593583998490517,0.0708131678265381,0.4310918814082802,0.09961690429870461,0.574405806269684,0.11777351361875069,-0.0017295142057567993,0.1776721583432605,0.14785397694299762,0.5681276770838791,0.7265438765828912,0.47946501624682714,0.08829267147604429,0.5198652819134214,-0.23455091067237105,0.12597101335001307,0.3553087312787641,0.5019509501520014,-0.021217829153204807,0.17893221063333473,0.4267794496819389,0.713089112077648,0.5291502076957508,0.35925223740110607,0.035773681014350675,0.3318190861785309,0.23146776813444264,0.23301567188237374,0.24317551019153777,0.7228593684759048,0.537844572430604,0.081836333480079,0.2377233334857207,0.42671698656774865,0.2512332566547106,0.2384632126963559,0.041798969287276354,0.6073648571941558,0.6839280801153086,0.4108872500161751,0.48996518133996714,0.013402254339901217,0.34850455693948484
Thal_Re_L,0.1144759160017855,0.1907808482620894,0.13215099648848805,-0.3062292030647706,-0.0593251119371009,0.20944363887816767,0.4067752543654792,0.0915250933238603,0.28598872306482387,0.478492329808414,0.38522847881266503,0.373745248768502,0.12408788785476223,1.0,0.4677130044669595,-0.09782182815797354,-0.1330456439282988,0.14072244907636833,0.5095007418493764,0.28500528174031486,0.30209339808333624,-0.24427301685640004,-0.2696945759387925,0.625488743589503,0.4920405143504816,0.11070223528767663,0.2815500853187128,0.2510335651640672,-0.15546241329405436,-0.10535653054804711,0.052722543215172814,-0.2031574298181241,0.34169779860579,0.35193302693845957,-0.24545937873278548,0.5105309154859048,0.12453712859017581,0.12585843467924604,0.4148658477229526,0.36425161525299554,-0.02284270538550145,0.6647179496647042,-0.3449771479527339,0.41839140625750076,0.1723930689971346,0.44486944119446337,0.5421155048453209,0.2155112688756209,0.4473398567912768,0.6027608373750777,0.5396151647535028,0.18059898291237217,-0.004073424804130434,0.37274570958388537,-0.09886679767053705,0.5584694360610707,0.555878696509828,0.5099868640959212,-0.12248231995349997,-0.3830616686751436,0.28358325584755645,0.19224798750707459,0.41145021362971934,0.5618877589191075,0.35324552347929405
Thal_LP_R,0.44381867464361185,0.5922682152757394,0.5028539655305618,-0.06160216525299678,0.30359265278694575,0.6248430841160697,0.4061883584246632,0.23414763967257088,0.4563783535215956,0.4807602948314009,0.32407848126975003,0.5177156036367265,0.3527491998928449,0.4677130044669595,1.0,-0.043247029120791404,0.0882525356335302,0.39034407802872295,0.6325810892110946,0.43657026868556814,0.5227277881576899,-0.15965116344968894,-0.09698114918345217,0.5276787905633833,0.4635688171659458,0.029741210896048604,0.4413298685543919,0.15062715548308667,0.1223426990933027,0.2629205801061303,0.28844370107616063,-0.11169871604436092,0.650774376821624,0.4137525720179533,-0.22737218051311642,0.5869470609967424,-0.023506561463775288,0.40268711621721065,0.6815389142256268,0.6786621552631653,0.16125014160962967,0.7041114292625505,-0.3400046840796955,0.5232183300961671,0.48512015436028316,0.4748011827138173,0.46808008376888627,0.3948649517127849,0.405368225340466,0.507923834423659,0.446715723877969,0.4749460599031073,0.2591321766088483,0.33703439613151454,0.08949704266598292,0.7436414170581922,0.5364840412920299,0.40492239815111686,-0.2727630688032392,-0.1878034735016816,0.5007672493223613,0.29769519346467194,0.5495647823363591,0.5924015721892409,0.30956014392860365
Cerebellum_7b_R,0.22868426145517193,0.2411206727137447,0.4637951217430124,0.41666893146588946,0.23086332806177545,0.05275079336948992,0.14630276373888865,-0.14279252508447784,0.1845088258110705,-0.10754117450730066,-0.34762168234787905,-0.20690737734382023,0.08862173349868674,-0.09782182815797354,-0.043247029120791404,1.0,0.18213310622843626,0.1457901092582935,-0.07989110425200031,-0.16003172918137346,-0.38733511894381967,0.14613488589343007,0.2881246689950115,-0.2202137389270451,0.08032944861043949,-0.38217732739321514,0.25143846085512883,0.2785740723024051,0.3516084756265084,0.48083029853929243,0.25680693081986267,0.12419341874661097,0.0649195662818328,-0.083412541364856,0.32136152250712646,-0.028825841991393868,-0.2278622431580438,0.5747581559836152,-0.10174009196984916,0.029563093710079168,0.2773782258444348,-0.2755107385818842,-0.019417369480373193,-0.045639907189553304,-0.04328775197219363,-0.25338099955659193,-0.40114297930320575,-0.16945435209506587,-0.15465854186161154,-0.23245840084470457,-0.5047029940523964,-0.059579322028592535,0.2672274854975605,-0.1388797121642298,0.07607210999473726,-0.25336930534385194,-0.15974616417134532,-0.10728082387328144,-0.10581680957272808,0.2983806527371956,0.03958705819836563,-0.11051542139395598,-0.07881226518915595,0.15859518777190165,-0.2182345162545173
Paracentral_Lobule_L,-0.03763962706434453,0.40721219871295333,0.14647000573691332,0.5812391095907216,0.38848723211496916,0.26703491787753214,-0.04119042341428541,-0.3984042110131825,0.2836207213114165,0.2848588748618505,-0.13783284926453648,0.3145874247127757,0.745920082271583,-0.1330456439282988,0.0882525356335302,0.18213310622843626,1.0,0.4250553363934875,0.3519827801259044,0.4570296361819712,0.39946873362050717,0.6936337309641702,0.6662597211144508,-0.2972178602001663,0.1357093807004308,0.10230723782844275,0.5042926481140837,0.002162669045605306,-0.16813003653784592,0.09182034257691128,-0.0994755475592912,0.7907910345057136,0.4954697408401145,0.370863501555361,0.14409986516049142,0.32465541879382054,-0.38076874530327104,0.07072365455017954,0.24209117210283085,0.36682823973808654,-0.1035358932510155,-0.12994427928051813,0.6500144389378151,0.4614458639526542,0.3830532183257771,0.17265552126125583,-0.3281577850573712,0.2465333757464439,0.21213037058827494,-0.007443894248127631,0.022122778655667176,0.5375367866727945,0.44501047380623965,-0.11323151037605353,0.17770885013199084,0.07702767518590814,-0.042971828323465334,0.009062766472917046,0.1577000418750426,0.6278570689560269,0.6478450874722986,0.5192886908119148,0.2510530077876632,-0.2498564522049422,0.2212486652409688
Thal_LGN_R,0.38010162306054995,0.7360673280531834,0.4279390596725933,0.4227353065909441,0.6330267492830125,0.48986767813932375,0.356612937964124,-0.08373042906960837,0.433540040690933,0.4014820269433748,0.017492774897193128,0.3830018456129389,0.7185604131017359,0.14072244907636833,0.39034407802872295,0.1457901092582935,0.4250553363934875,1.0,0.5357105577902237,0.39074435066871316,0.35710910181495903,0.09750393909304504,0.10799704511140511,0.14555300989859843,0.2582401747287101,-0.18943780226334078,0.3571384122097251,0.2378451939557331,0.016580160763476008,0.25489666359125723,0.2354003857486365,0.18562747127995352,0.5229319356072751,0.34920476216530405,-0.12677427922137136,0.4231972635203502,-0.25618333595124143,0.2673634625702194,0.31031605460523837,0.40839581438521866,0.1378238091945233,0.2401603456150157,0.047804560837914394,0.613744830661762,0.2747507659071261,0.32487862395977335,0.0030907046985994588,0.26712543276086675,0.153059321634942,0.1536242987104398,0.21991863794414226,0.5201878531376881,0.5824188934154954,0.31127621235117325,0.4097409000163391,0.4446175385912818,0.17611086998375167,0.3688929783834878,-0.15882120057642524,0.3343767633529037,0.5375884075500754,0.1288728282364903,0.391103722097174,0.21120178392118036,0.07213693210496917
Thal_MDm_L,0.2745261204012424,0.4510951702948448,0.26326195959742554,0.06651637034505482,0.4778780415589762,0.40278360926044543,0.5135357275895859,-0.10566088173892937,0.36315487917993455,0.6756150773166153,0.3202988015742344,0.5869484113834827,0.5445701725426864,0.5095007418493764,0.6325810892110946,-0.07989110425200031,0.3519827801259044,0.5357105577902237,1.0,0.6056452927761674,0.5576060771927305,0.018612090811951407,0.007697169234613003,0.34961987815128565,0.38222216379174495,-0.05130356565201316,0.44236537032303674,0.251414913309179,-0.18718859903343832,0.022099740597559342,0.07863547968353984,0.09381617824587708,0.5363404486511847,0.6901037572724621,-0.2911395536885024,0.5972610900333585,-0.1477040363056685,0.13682512202647085,0.4883758122865771,0.6759577374512513,-0.03239003052478303,0.6443508764804321,-0.04681617326517675,0.6432538907057826,0.3190122228244891,0.4743677070234421,0.29995139341647004,0.4055910865063936,0.5520651477112208,0.4223510175868448,0.52892291829415,0.504825040764939,0.44625855817614696,0.5400912096946798,0.26722624548875823,0.6249236555952694,0.39780858278239156,0.548846704382967,-0.20389515144932557,-0.07719499906445802,0.5868561077879163,0.4521671503725033,0.4788664790602274,0.3732548244052589,0.2655569733195585
Thal_PuM_L,0.1362924706916631,0.2540463461145324,0.20566233370821763,0.28855189653023133,0.4321162085078754,0.21857294823350223,0.3284708720768603,0.013272636902360522,0.4364035422858767,0.7301514129367005,0.20876860042095038,0.5174692151453208,0.5386219397331977,0.28500528174031486,0.43657026868556814,-0.16003172918137346,0.4570296361819712,0.39074435066871316,0.6056452927761674,1.0,0.5919464868768939,0.2807050244569645,0.26808580187974096,0.25116180706594005,0.2874759399178367,-0.052257917246213016,0.46471805027472673,0.18475951071972802,-0.17725299152543095,0.015814780296091277,-0.14154956767474128,0.3644317755904579,0.4399694053773157,0.67808309651344,-0.14449445254978321,0.47620362739934247,0.0021310100238307065,-0.07899233818754571,0.2563046737379568,0.45998663439209825,0.05963910204666854,0.5394816634361019,0.28753456609416295,0.6143249468811696,0.36894134477722285,0.29344428588664484,0.30645938328631006,0.4128950779360887,0.538597447643193,0.2658634300921227,0.5313101564246944,0.5488292653752211,0.5865029161155755,0.41073482037675973,0.566107604445777,0.6037159955940901,0.2343849379993441,0.6480969726959348,0.051669949061117514,0.15051322109701085,0.671770751514167,0.5461832210808168,0.4945097815012735,0.06829072711869419,0.28269655838392654
Frontal_Mid_2_R,0.04732091509114584,0.4063824371547966,0.14046264386863969,0.09707466541734096,0.11899451105243933,0.4520242621910291,0.09120091547073694,0.022542842557364884,0.3069076943481638,0.4997550281101825,0.22716073298802528,0.5840248737616235,0.5607029418039866,0.30209339808333624,0.5227277881576899,-0.38733511894381967,0.39946873362050717,0.35710910181495903,0.5576060771927305,0.5919464868768939,1.0,0.15339157083946955,0.2411657140632538,0.3216995244591367,0.36091315904488386,0.3667329919681189,0.463707636367447,-0.03952261484399187,-0.26882502624792465,-0.12037443620044258,-0.19558289419386116,0.40025165999900447,0.5768286840195375,0.5044068971225343,-0.18336937825644856,0.5097342725493389,-0.04304716763167022,0.04209170173319788,0.5459021477061478,0.5566407420263842,-0.20468082456953077,0.4741072439242295,0.19077469838337224,0.6051905815148735,0.5635311236349226,0.5080326557679591,0.2915090497083209,0.5461335814808497,0.3598720220811015,0.5160315267962963,0.7114361197545488,0.6963158983430787,0.19144475473744269,0.16234555807436016,0.09185893828327656,0.6771658425486647,0.45308965536342083,0.24445589012621005,0.19084858413557065,0.1779694491416957,0.6156830680026851,0.620169865489073,0.5839286933872115,0.17010496375587025,0.5824972344495711
