,Thal_PuI_R,Frontal_Inf_Oper_R,N_Acc_L,Thal_PuI_L,ParaHippocampal_R,Cerebellum_Crus1_R,Thal_PuA_R,Thal_VPL_L,Cerebellum_4_5_R,OFClat_L,Insula_R,Vermis_4_5,Amygdala_L,Paracentral_Lobule_L,Angular_R,Heschl_R,OFClat_R,Frontal_Sup_2_R,Paracentral_Lobule_R,Temporal_Mid_R,Temporal_Mid_L,Thal_AV_L,Thal_IL_R,SN_pr_R,N_Acc_R,Cerebellum_9_R,Cerebellum_7b_L,Precuneus_R,Olfactory_R,Thal_Re_L,Temporal_Inf_L,Cuneus_L,Supp_Motor_Area_L,Thal_PuM_L,Cerebellum_6_L,VTA_L,Temporal_Sup_R,ACC_sup_R,Cerebellum_4_5_L,Pallidum_R,Parietal_Inf_L,Frontal_Sup_Medial_L,Supp_Motor_Area_R,Frontal_Mid_2_L,Frontal_Inf_Orb_2_L,Thal_MGN_L,Frontal_Mid_2_R,Caudate_R,Vermis_10,Frontal_Inf_Tri_R,Occipital_Mid_R,Lingual_L,Thal_IL_L,Fusiform_L,ACC_pre_R,ParaHippocampal_L,Thal_MDm_L,Hippocampus_L,Precentral_R,Cerebellum_8_L,Cerebellum_10_R,Temporal_Inf_R,ACC_sub_R,SupraMarginal_R,Vermis_8,Postcentral_R,Temporal_Pole_Sup_R,OFCmed_L,SupraMarginal_L,Cerebellum_Crus2_L,Red_N_L,Occipital_Sup_L,Rolandic_Oper_L,Thal_LGN_L,Fusiform_R,Thal_VA_R,Frontal_Inf_Orb_2_R,Thal_VPL_R,Cerebellum_3_L,Pallidum_L,Occipital_Mid_L,OFCmed_R,Insula_L,Thal_LP_R,Frontal_Inf_Tri_L
Insula_R,0.20788547745881927,0.6257825934417516,0.7133910003879714,0.6384787477197779,0.7069871188912329,0.45231370100555623,-0.008146868417179496,0.5973759480564804,0.5059315750484441,0.15633950042961436,1.0,0.5159451353761471,0.3387913624125616,0.2510530077876632,0.19957374590782276,0.677466554420033,0.5084062297530646,0.7344816678763882,0.2276793753978797,0.47508994272349797,0.13625754471716992,0.4419856487177382,0.3058395573927086,0.6829212230336832,0.3682607104118526,0.34292927817289826,0.10931346354299064,0.48996518133996714,0.38616780032558606,0.41145021362971934,0.17754242596284991,0.31792917606814286,0.5113124818443946,0.4945097815012735,0.12351554719647602,0.4541819676319156,0.7115994118123503,0.5050900342745454,0.4609198517238996,0.5101942866777782,0.27547648236491956,0.6823973624935415,0.39403574137130926,0.3719756447650307,0.51598601516325,0.2856467268077064,0.5839286933872115,0.7648246898662945,0.2383319007969046,0.7023261719731946,-0.018537708026723082,0.3844025699656045,0.5274496355454489,0.3241487271291178,0.6696749629664948,0.7247703308192092,0.4788664790602274,0.716988388356323,0.1990141261068766,0.34686081064005925,0.371404082615567,0.2158769933910733,-0.2932561926939702,0.3333079478677804,-0.034082520949745655,0.15631950882414716,0.6950562215573373,0.4215132052013319,0.2966614982112232,-0.06332581939558403,0.47271633618099856,0.19650213570409517,0.5731347821755455,0.37628596605398973,0.5041120854781519,0.5944724678333619,0.6024322752873934,0.2098489016873004,0.5817900709763004,0.305942914077679,0.10876193161428253,0.18926941749795984,0.7969140986374839,0.5495647823363591,0.5972797820362779
Vermis_4_5,0.3873992034409804,0.5624014824428163,0.2277364330048614,0.3225158842554954,0.4650218501990477,0.6475979678173027,0.4121468880158408,0.2860578643897152,0.8648053094112178,-0.10222786877904871,0.5159451353761471,1.0,0.2655768941077261,0.40721219871295333,0.1919204448156103,0.5192991486531093,0.010360879175004318,0.5260247046479404,0.47998215777324515,0.6709695309900113,0.37775831357501377,0.5086428673249599,0.05014359253583981,0.30660571900954575,0.11631630017427749,0.6374139549111665,0.12423521717344814,0.6937452873742861,-0.008743240941680136,0.1907808482620894,0.5287396523259591,0.548264131352624,0.6356715127587742,0.2540463461145324,0.519525893264263,0.21130894629501015,0.5257370804885355,0.31406047654979147,0.8310726046086248,0.3597935876904015,0.1652340476308694,0.4759323161836617,0.5371876598779394,0.25759003990310747,0.12500843476585322,0.22711828236246165,0.4063824371547966,0.4509174558076903,0.5694082933963975,0.47676545737978515,0.10334238252844462,0.7158827669508095,0.34501726309487724,0.6975478075530566,0.24237632552420324,0.5275425507903181,0.4510951702948448,0.41745156511676823,0.49562195218660066,0.6396997899450225,0.05758627792213631,0.5550533008412751,-0.009426902593156853,0.6575125756528055,-0.1714656073974528,0.42980274025580645,0.2887902517413047,0.06721392818456474,0.3224884620096918,0.28571554553013656,0.4143254150547167,0.12110446665021432,0.6181146390668366,0.36293295030158657,0.7695456932080398,0.3581493797448628,0.11951016410675509,0.497284085390367,0.6005628873446861,0.3872375429690927,0.05423994664602651,0.09372915258578507,0.6356107936156337,0.5922682152757394,0.2593805212481379
Amygdala_L,-0.21247231984318476,-0.2104488316840989,0.08388059443963333,0.14664827457531765,0.08475193008055239,0.2990565610762601,-0.16368717251035245,0.02702547462282217,0.3308702051474771,0.46540800994311454,0.3387913624125616,0.2655768941077261,1.0,-0.5330348133005977,-0.3607861201409134,0.13057495673257988,0.22352193728080844,0.08661665068970929,-0.3545069928259499,-0.05578778057814356,0.6777876122345092,0.16816786390450275,0.035652916472774465,0.31299790347399137,0.09063192499608042,0.546233624387254,-0.26896939144068455,-0.1861598846751479,0.1453328376774912,0.29009926939772307,0.5825388753082349,-0.04947586506574853,-0.12951885050606435,-0.1517696580855093,0.5259244515891737,0.3342516188019409,-0.08483884016296837,-0.2873160395622805,0.4659538718408737,0.07550989471248189,-0.48583834819293187,0.4502429246248704,-0.293146468585855,-0.2652714909324792,0.6245089462156377,-0.14484099941346903,-0.11633520692230113,0.3315297511035597,0.42033863911057784,0.0024226746375803215,-0.14053635432177214,0.3445519970940525,-0.159194819601081,0.6256236573643282,0.6310357204553669,0.39004644541381106,-0.0002471004792254476,0.6081497810241074,-0.3292064327223603,0.5449160145850561,-0.2620746716234418,-0.040883888591746104,-0.23421904198396837,-0.08754854371776925,-0.20948229862130893,-0.26328684018645626,0.16789394469143087,0.5882648728528995,0.07656535598386954,-0.068691509701162,0.2321793458146651,-0.12539431979382973,0.1939867260363953,0.16033749331939653,0.019676323690055963,0.07516511070601495,0.019582344846069907,-0.05079644911138002,0.18848862323722035,-0.4377603924391339,0.13021922240104583,0.1951139088024678,0.4423819534371512,0.38689294088883225,0.45371501267263376
Paracentral_Lobule_L,0.5030402873304994,0.7086258413458796,0.14904385095653708,0.1637504811985358,0.2801782229276488,0.14647000573691332,0.38848723211496916,0.2423960534395881,0.34364997477638703,-0.38076874530327104,0.2510530077876632,0.40721219871295333,-0.5330348133005977,1.0,0.6662597211144508,0.37544588904038445,-0.06503064430033775,0.4728582799589767,0.8958976800331012,0.5523696624363612,-0.16813003653784592,0.24209117210283085,0.03899982608758284,-0.007443894248127631,0.020545955624465463,-0.009514303042849797,0.3237555751097707,0.745920082271583,-0.11323151037605353,-0.1330456439282988,-0.0994755475592912,0.5584190493491755,0.6983920393913514,0.4570296361819712,-0.10013505061715065,-0.17564406798131169,0.5375367866727945,0.668902924558798,0.1911665843292229,0.2848588748618505,0.7907910345057136,0.1357093807004308,0.8493994007906255,0.5192886908119148,-0.3281577850573712,0.370863501555361,0.39946873362050717,0.07702767518590814,0.09182034257691128,0.3445408259187979,0.36680949403456964,0.2868518279139891,0.4517491893260482,-0.03835039408662593,-0.2972178602001663,0.12664938497806044,0.3519827801259044,-0.14371354798924815,0.7877568675582323,-0.03763962706434453,0.2237922327479175,0.3406725528910714,0.16253395007959828,0.6550861938724507,0.04530283995900493,0.7475362219842703,0.0661694792042096,-0.38900614562330804,0.4098138799180498,0.21828088765800208,0.2247636590646995,0.45140315460812197,0.5224794621117833,0.30840292711375294,0.5104694743771437,0.2212486652409688,0.022122778655667176,0.44501047380623965,0.32465541879382054,0.6983272643853136,0.14409986516049142,0.002162669045605306,0.2836207213114165,0.0882525356335302,0.014213244217314637
Angular_R,0.34848095618610275,0.5346822016419328,0.08595913684909307,-0.013548146264752859,0.0012473589646583424,0.08694438317431377,0.16539220749598635,-0.02009511420183968,0.21158734485676242,-0.12325043747203313,0.19957374590782276,0.1919204448156103,-0.3607861201409134,0.6662597211144508,1.0,0.24800352317019525,-0.10416742881909946,0.35826110789010646,0.611175441634889,0.48130433189820526,0.057942582600602206,0.02804885010276249,-0.15284000560330907,-0.0747841105214462,-0.19329088382225998,-0.03120314498490807,0.37777512518809525,0.5593583998490517,-0.271467597752134,-0.2696945759387925,-0.03981515127117926,0.7222263949548736,0.4419630720789891,0.26808580187974096,-0.016181163410936086,-0.12124060435703021,0.3828581644580221,0.5495350284816715,0.11830928412508532,0.0924883894661493,0.7285517112381055,0.10566034045830454,0.6134299257934197,0.27725125032993775,-0.2821263542895826,0.17288279367394813,0.2411657140632538,-0.0509391047101013,0.19509645671323025,0.06387942364641043,0.7420502506534479,0.35296352997442754,0.26361841202190905,0.011165514892277566,-0.3207367688021881,0.04109595762605374,0.007697169234613003,-0.13345530091707786,0.6575620890769488,-0.062079784515391444,-0.06816902063558175,0.17587745936099664,0.05817526857556431,0.6229831611377264,0.02875940948113263,0.6313556967736966,-0.07809495392278697,-0.3585822504863854,0.367384324245891,0.22601481276247118,0.09153083700767796,0.7718763388172919,0.3307539023531257,0.27918127888973454,0.27540909133045655,0.2202310659013404,-0.16382131725884747,0.2692421859210939,0.08065095403478312,0.6065321937806281,0.4469250339174282,0.012279206702257996,0.26046298601738443,-0.09698114918345217,-0.06867078264620005
Heschl_R,0.31919864815087995,0.5464763815710947,0.500147796365754,0.5083219780266228,0.6287680448480655,0.3262699666330026,0.133623827458128,0.44954130640021817,0.44952786265695094,-0.2389096371930922,0.677466554420033,0.5192991486531093,0.13057495673257988,0.37544588904038445,0.24800352317019525,1.0,0.3459350047075762,0.6643593135166169,0.372010800155855,0.5885266362630527,0.034682504913268145,0.4412138977929954,0.25906727201549,0.42196565307496187,0.22969019047269598,0.2533109751664387,0.06272448730117476,0.5338201792932005,0.23364117194211448,0.30463606434005747,0.017150752986385836,0.3559042779780962,0.5263280691322573,0.4868662793734243,-0.007229648676075292,0.21240411857145855,0.7574572938244536,0.45290543787866755,0.30635292627253735,0.33501583185319206,0.37125256855019645,0.5411450944085745,0.465842970241795,0.3727782318613483,0.24210421375464988,0.30011837098056926,0.5209352091282173,0.6257047429979555,0.10178752465209678,0.6466543375659843,-0.004479443089484153,0.35557431283488633,0.34076707406862117,0.18942950265443814,0.44583000514910914,0.5769724323085345,0.46937601477545177,0.47420647770734214,0.33970702246131546,0.27970573092191336,0.3466973855247798,0.4136025413420505,-0.21411040800490538,0.4576144408857904,-0.14235457413285066,0.2525985192433861,0.6033732537260352,0.35657082274338264,0.2028390613091282,0.019133901268278727,0.34923113744031314,0.13763554456765015,0.5613496378555217,0.4119259182008068,0.5512642244500854,0.4367000887505243,0.39149512902998984,0.3106789799159204,0.47905573762745807,0.30020895172768763,0.10239950353905267,0.18135659154473197,0.6354320138206622,0.5614771434295383,0.3417133685187863
OFClat_R,0.020750534632855026,0.07326959333051818,0.44889605508179614,0.28131608529514507,0.5409955616633615,0.18469755781605737,-0.04221467193164612,0.3900567608257542,0.11465691336676907,0.17146075720252543,0.5084062297530646,0.010360879175004318,0.22352193728080844,-0.06503064430033775,-0.10416742881909946,0.3459350047075762,1.0,0.2976927004789607,-0.1957018889863832,0.1382122958001497,-0.1528490595046776,0.2335723748887591,0.3063033871743718,0.474216079542224,0.3663846756671869,0.09347999417333933,-0.13733025398778903,0.08914635181254221,0.44210105132515104,0.4619719678500144,-0.09695213044906417,-0.16417140465342608,0.11101069336973857,0.2605627909324933,-0.12850568805815654,0.22807637783540388,0.3872000422347502,0.15710205923775716,0.10532983069693462,0.32393099604686115,-0.047516568060157756,0.41407702796055806,-0.02399869616122535,0.1587229126831367,0.4579617910886388,0.24873621952315897,0.20220237733451715,0.4901834601380263,-0.04486922588031303,0.3524763180808535,-0.2492116327306751,-0.06411874549871839,0.16497427522998173,-0.013442954636531858,0.5179554531656678,0.4967989249706025,0.3298965447999854,0.3817833154005591,-0.25243234039261636,-0.03965480127128034,0.3611163296328728,0.1592347906102687,-0.3763347814756722,-0.21089748418364263,0.10581022664151532,-0.262293941573148,0.666571478138921,0.5682354201392691,-0.17718583518417472,-0.34537319352513557,0.15370040677109675,-0.14546549641912374,0.08949033775158743,0.2505457565391667,0.16142558327318218,0.19071012198070433,0.5052012522747729,-0.09135115213799631,0.2030558844167789,-0.12467525090607852,-0.12494430612853948,0.3405962140624112,0.2633976847334736,0.3992483002799537,0.43736021280212123
Frontal_Sup_2_R,0.41322697888675264,0.73665626277633,0.5253978452824549,0.6151973423241616,0.6217069916178988,0.2530905499132808,0.11271439589048814,0.5973566760198254,0.4323641417810784,0.07804658848911267,0.7344816678763882,0.5260247046479404,0.08661665068970929,0.4728582799589767,0.35826110789010646,0.6643593135166169,0.2976927004789607,1.0,0.4734172035546989,0.432866228434266,0.000958080371894928,0.4722496061151523,0.39591341234783967,0.5055265315624826,0.17310180679545922,0.14403698003287135,0.037116540872798115,0.6699228634554992,0.16936972360582253,0.37887219011419343,0.037407458084356186,0.38010437977971645,0.6838509020574066,0.6019059760414872,-0.042402992849259975,0.2750565284920059,0.6825498405931121,0.6114965055123386,0.36555228767221976,0.5183137546123872,0.42953176509846114,0.7186099478381063,0.6135358935900127,0.5276387833010503,0.3644218687158558,0.5146580352957202,0.7744696218732561,0.6808882824094769,0.13612284315682177,0.7175581103986713,0.006294712370426399,0.31301266149938894,0.49520465956309,0.19766270698805047,0.48173359093081225,0.6405629777194729,0.550089751269707,0.5757387778595663,0.4614483156857035,0.1962247517347772,0.4818349622910844,0.18954215170600047,-0.061334979453785556,0.5098048573305085,0.01704099961834368,0.4124121427625136,0.5657633223447736,0.24182784573170218,0.26818164139927364,-0.05524930040848441,0.3564090338124772,0.27264253627298835,0.6290384024919282,0.5480875544387376,0.4944351499719493,0.5724050124410645,0.4668376910255217,0.3051643915485638,0.6542098598331341,0.3288878523419819,0.158364136325689,0.21834003437882696,0.6354627370629181,0.49325456912408766,0.5009377224967739
Paracentral_Lobule_R,0.4229636975874575,0.6334218208084537,0.09836775880184358,0.10171630952836062,0.22913720704053264,0.11408199964301208,0.37970453471846505,0.18334721908006998,0.3734825661365016,-0.29282506795763535,0.2276793753978797,0.47998215777324515,-0.3545069928259499,0.8958976800331012,0.611175441634889,0.372010800155855,-0.1957018889863832,0.4734172035546989,1.0,0.46022398260396186,0.019536992820451463,0.2675362531326905,-0.03838106485271103,0.01260708250298649,-0.04274660510548809,0.03715336691294026,0.28674814396695064,0.7120502287917849,-0.17132109959769112,-0.1190153141404948,0.0680566865442829,0.5656871715729029,0.6483387506386112,0.34919143619259463,-0.0014362775854646443,-0.08824209589978768,0.422431995930583,0.5465540125008492,0.259064778384498,0.2675370711378355,0.6787041610744184,0.23247176093794678,0.8162556714478549,0.3845699868914005,-0.2698634693864004,0.33491032291090495,0.3321392213802656,0.06998266931548197,0.14902300256213522,0.28030002929571785,0.3746992748739462,0.33738924988321006,0.4133990668616631,0.10797305264306016,-0.23513106374552253,0.14242884047786367,0.29637113854486785,-0.07801005564166225,0.817468280777373,0.09828183392208292,0.12845241289287773,0.2575611906410057,0.22370913592779654,0.7166817752612653,-0.02008232985842183,0.8001615389479331,-0.0386509141763586,-0.3476997737989036,0.39561682530758924,0.25545388675959396,0.2792207639953291,0.44438904903416493,0.6078875697144688,0.29736120351782674,0.4521739894593804,0.18008599257628452,-0.10560140129943192,0.4527685996177721,0.424813788389923,0.6288307038843554,0.23410746719543316,-0.058325040109761125,0.3664192054704097,0.11955764004465104,0.04863244401879381
Temporal_Mid_R,0.44934241547896303,0.5636155412031332,0.2677833687413444,0.2120031627932188,0.38630671164360825,0.6220115992181813,0.3370132825910431,0.04314464655484104,0.6837141408678404,-0.37725695728678743,0.47508994272349797,0.6709695309900113,-0.05578778057814356,0.5523696624363612,0.48130433189820526,0.5885266362630527,0.1382122958001497,0.432866228434266,0.46022398260396186,1.0,0.11004544904816549,0.27390660007668494,-0.14982738684672997,0.0878741445880293,0.06319602714806849,0.542988752399768,0.19046644570599802,0.6466262435220562,-0.0208575063389434,-0.09425150650267818,0.14946373551354325,0.6950743801151185,0.5261677086112428,0.28324710608798426,0.2902781473617324,-0.0034011613720953517,0.7107258993803965,0.3929474236365818,0.5124760803418549,0.18143921569037647,0.4537880162154124,0.25913738330075864,0.5075979070028419,0.25015160456879454,-0.17686452456966328,0.17393062391747816,0.3464867919626486,0.3095114531921389,0.38538056136684207,0.3984716202450633,0.41754457853519167,0.651617844601755,0.22826566873689655,0.36878185881851794,0.017939291817465494,0.34108900391513264,0.23561446003881328,0.12610429596866649,0.42627746206628314,0.26737952038851465,0.06016663709382223,0.7954972310361773,-0.1254878836479234,0.5592048490864735,-0.20805710369600766,0.31842098944472913,0.3376759299045482,-0.042862485409798104,0.37574815715516496,0.2453364503320094,0.26831130152729776,0.32751693642695506,0.3827610747109756,0.25895585640138175,0.7932086143166616,0.29806341433843875,0.0881101421701154,0.4546215637577266,0.2307868538517702,0.5313809099935646,0.10078949549220512,0.07642101446507445,0.4730274689638446,0.3556442098101445,0.022965889853504052
Temporal_Mid_L,-0.08446949760993809,-0.08546818836341721,-0.24303651906070992,-0.09050182755379634,-0.2648518761475484,0.3583153665985945,-0.006687599418985106,-0.2717573405119267,0.5012595248857067,0.4165106883221037,0.13625754471716992,0.37775831357501377,0.6777876122345092,-0.16813003653784592,0.057942582600602206,0.034682504913268145,-0.1528490595046776,0.000958080371894928,0.019536992820451463,0.11004544904816549,1.0,0.0014375318616698925,-0.3072594458065641,-0.10345651582332048,-0.18714680284908286,0.6471904239616834,0.04761747441791666,-0.0017295142057567993,-0.21362922401694517,-0.15546241329405436,0.7609167775092391,0.3846595233692721,0.10520589797027334,-0.17725299152543095,0.7719168383395216,0.013673215810518554,-0.12699792381903352,-0.08960585511433075,0.6027109039830005,-0.09055572476118798,-0.1511936919331622,0.24176205978992235,0.07453918376815948,-0.09713470334363607,0.24189368529627323,-0.18413990872755537,-0.26882502624792465,-0.09547705086797631,0.6831460037105461,-0.28817280906929305,0.3453954485550257,0.6943512651778818,-0.12277940980315888,0.7462641491527878,0.07275406353728399,0.08335699557430166,-0.18718859903343832,0.27665731309954256,0.10748203851913274,0.6467145188839675,-0.6507569914191853,0.0400384083378061,0.01730214493561669,0.2397774233533905,-0.16042874405619068,0.15442871674331207,-0.32196777408356186,-0.003446792054291635,0.44693548781291614,0.2112335482074892,0.26504358482090934,0.26836874927189097,0.39415535704066534,0.22991064520684068,0.1095259750133581,-0.08055414467796736,-0.43750712402761294,0.1755380111524064,0.13256702247501911,-0.05015723166951177,0.45426927428767033,-0.040549421253974254,0.48348529486892045,0.1223426990933027,0.316773871914861
Thal_AV_L,0.19133895698984443,0.518869619087309,0.39276602762696305,0.4712783973573507,0.552821218544035,0.293329912541057,0.09522672837787127,0.5128962298820128,0.4751150757694515,-0.01826924005128106,0.4419856487177382,0.5086428673249599,0.16816786390450275,0.24209117210283085,0.02804885010276249,0.4412138977929954,0.2335723748887591,0.4722496061151523,0.2675362531326905,0.27390660007668494,0.0014375318616698925,1.0,0.29090528475992744,0.5067248179822883,0.13745275513649485,0.2942088616677312,-0.11574960088660391,0.3553087312787641,0.09607794876317566,0.4148658477229526,0.21458819376059052,0.03076410513639185,0.5186068288387312,0.2563046737379568,0.15044434552777639,0.3176780265238797,0.4298566934701663,0.30054635373374383,0.43257693496263183,0.3808222568839535,0.07241095441399442,0.36080047348715594,0.35162005711968547,0.38479741125737044,0.3382902569798876,0.3457286289253589,0.5459021477061478,0.5695370365494422,0.07616011485896687,0.5841007180924725,-0.23991253974243518,0.18168721457350595,0.2765972429449951,0.3229663614279846,0.3449498778086662,0.5383276301893637,0.4883758122865771,0.4833323134498284,0.2795324219336314,0.22391379554342947,0.4215564567891912,0.28432461532413955,-0.20850266546000334,0.36638158496804407,0.033671087823883346,0.26776637983716844,0.5015709377383079,0.3404107840553277,0.03440915631769194,0.09413732484884782,0.14008010972257734,-0.16950407179635385,0.4606830759560008,0.49374826360687885,0.53554554077143,0.46494736366993966,0.38636840542399337,0.022435374543789344,0.6583617362725355,0.140411134950155,-0.21546376276809362,0.054133468001560665,0.3426531820380116,0.6815389142256268,0.3439072530960724
Thal_IL_R,0.05573426547240574,0.28564068335865167,0.393324578083154,0.5384011746448203,0.5248575127099459,-0.13615299511149961,-0.15832048873874974,0.682749538744821,-0.046989507764494474,0.04893888942510149,0.3058395573927086,0.05014359253583981,0.035652916472774465,0.03899982608758284,-0.15284000560330907,0.25906727201549,0.3063033871743718,0.39591341234783967,-0.03838106485271103,-0.14982738684672997,-0.3072594458065641,0.29090528475992744,1.0,0.5321843597235315,0.23708350984999396,-0.27056444956513787,-0.2238289765323206,0.1526381413872427,0.266826333005249,0.5829126598174289,-0.09973338790323294,-0.19379413574692597,0.24738419503849554,0.3751314677391002,-0.3018716545010939,0.321477856593991,0.24034555860293436,0.3550326748198343,-0.037685404784272965,0.40435608217629243,-0.028043703343070384,0.26871509484598527,0.11759386523067013,0.3542896364023527,0.43284152820476984,0.3106844709987895,0.3781325763895752,0.4675709205140038,-0.2735042760343031,0.5234543133914132,-0.4506207870111311,-0.250822679522404,0.41942369252170214,-0.08052902552118682,0.4694246776927517,0.4549237183581615,0.5108753540506754,0.4695721855266329,0.06700670660865077,-0.03175773869998159,0.4851470435355788,-0.17610283699353138,-0.07736455235240274,0.04422639306271302,0.17713390333291973,0.07981463699479581,0.4279837614878126,0.334946933428922,-0.13721474696768135,-0.25499133028354143,0.12592356567067123,-0.21798786035428808,0.2685140199543312,0.23245996042618405,0.06660142582766448,0.37320760398352504,0.548833319344058,0.08095792819587039,0.43141745102363716,-0.013841402916609033,-0.2651317148259754,0.3122431987041007,0.099890506413158,0.26584466817670266,0.3837023339477574
SN_pr_R,-0.016961817563424634,0.44622527295998665,0.7448898573866265,0.6083207483300511,0.7592037163165042,0.1790111626996958,-0.17621540903794403,0.7305231292411437,0.2629395033641721,0.07331628025855082,0.6829212230336832,0.30660571900954575,0.31299790347399137,-0.007443894248127631,-0.0747841105214462,0.42196565307496187,0.474216079542224,0.5055265315624826,0.01260708250298649,0.0878741445880293,-0.10345651582332048,0.5067248179822883,0.5321843597235315,1.0,0.31746247727975085,0.07391213987035088,-0.13728052947454908,0.23301567188237374,0.3033557008284925,0.6027608373750777,0.07733690578316352,-0.10352072312308554,0.33114105277050826,0.2658634300921227,-0.035661094464056596,0.7277830516693433,0.46256204006810353,0.3210301789139387,0.26336512117510064,0.45975515085394797,-0.062307724241476466,0.5541973673163167,0.14326849253301596,0.28706922462384427,0.587427228428879,0.24131941449759756,0.5160315267962963,0.696987467992523,-0.11859053217648036,0.6673890944381679,-0.3803125410255075,0.010394692353399005,0.5337963175972517,0.21637472316179018,0.6753464318038789,0.7380575673442399,0.4223510175868448,0.7309447496215334,0.007705907259121152,0.13408545750520823,0.5038961197802523,-0.003650847621710041,-0.4362402769020767,0.14002623048777432,0.10055076708194828,0.0011504902983036146,0.6993303937150978,0.5763309616143958,-0.10919696047802609,-0.1427900253081296,0.28511742745143703,-0.2164810245071457,0.34950222514470225,0.3207645841439901,0.32940574115293014,0.591652696662991,0.6931713249486788,-0.13115853634022168,0.6235513891976019,0.13330694667796794,-0.18297552586736163,0.148481985186211,0.4874282850200143,0.507923834423659,0.46184472194172943
N_Acc_R,0.11858061117064102,0.14012566994608308,0.44668587946490895,0.3252088738585406,0.5501817966735897,0.2146024987831953,0.4841991590833532,0.5279254143562147,0.11073181367942769,-0.1047509045464595,0.3682607104118526,0.11631630017427749,0.09063192499608042,0.020545955624465463,-0.19329088382225998,0.22969019047269598,0.3663846756671869,0.17310180679545922,-0.04274660510548809,0.06319602714806849,-0.18714680284908286,0.13745275513649485,0.23708350984999396,0.31746247727975085,1.0,0.027004706668523067,0.042377821737106504,0.186822605623699,0.8641524015378452,0.32962623861410806,0.005087698099099085,-0.1830387437617019,0.07983167916493751,0.5314981027332505,-0.09107073325901305,0.0938378691329442,0.24186987662904771,0.11748641962126098,0.09514478281332701,0.4907865251809441,-0.11348899500170723,0.14078649317245198,0.00713036764886886,0.1072198742602674,0.2809371160179634,0.4132192217087478,0.1917879643567511,0.4833352399052903,-0.05050448595813222,0.3858103102649245,-0.33985010945211186,-0.0658285956382951,0.11464079731436444,-0.010697231144114697,0.3314121904953707,0.4036882175142032,0.5799624419443538,0.3333181988953761,-0.07239183367502856,0.19657235200985637,0.4415672047080591,0.02652478611723646,-0.06444879157333176,-0.09639630803536815,0.15105175219649652,-0.0858048838085429,0.3640138997972826,0.3032067832861235,-0.16931262975800876,-0.166821883350315,0.502691122988936,-0.2573574357171893,0.08359322217414791,0.01609581182350781,0.1621071153686427,-0.15036599170312123,0.46313713133937073,0.32408149015081117,0.3193343946294462,-0.06348098413292555,-0.3355252822679252,0.26196772230520343,0.2903867451086086,0.3977811365748397,0.25383751219913187
Cerebellum_9_R,0.1953663419789486,0.16936208499280908,-0.01853175311756475,0.19495543482549815,0.07573516152126425,0.7919607032623798,0.19182301206926838,-0.07272410565446528,0.8028076909449369,0.1534629071450775,0.34292927817289826,0.6374139549111665,0.546233624387254,-0.009514303042849797,-0.03120314498490807,0.2533109751664387,0.09347999417333933,0.14403698003287135,0.03715336691294026,0.542988752399768,0.6471904239616834,0.2942088616677312,-0.27056444956513787,0.07391213987035088,0.027004706668523067,1.0,-0.04203811608064357,0.15317698151389317,-0.03599690950143912,-0.010124579402608608,0.6088695489263894,0.3281730402039846,0.3755515049402605,0.055104418867927656,0.8719402926974501,0.07031309513254087,0.23396108662365844,0.018951350001084236,0.8070847348587903,0.1380953245694193,-0.15512829668934555,0.28715229220186145,0.22510772262303394,0.11694156582474548,0.17595840878386046,0.0465645793662921,0.03343186241708264,0.22267442780481028,0.7025454108082272,0.07558613695741145,0.1337998747090124,0.7999698610940377,-0.005475595546129985,0.8138714793523546,0.16445838151678727,0.2785370796387692,0.11575511559671499,0.38919721703798865,0.04568888425387864,0.6776690650768474,-0.29924977812976716,0.613665758232787,-0.051745761784096046,0.21757978839049766,-0.17228144211411836,-0.004307770099925098,0.13968473911104917,0.09137651869344558,0.26191064227587324,0.25522846162619073,0.33908045436045897,0.009739251466837415,0.33113912031636633,0.31631189615905936,0.6277827325377358,0.1562575033323089,-0.06866294135861244,0.2978580549250552,0.2490341178955321,0.03757478083535912,0.07055395088482631,-0.02124101356543571,0.5000714659979539,0.48684973003122395,0.24419034371915851
