,OFCmed_R,Vermis_4_5,Temporal_Inf_L,Occipital_Mid_L,Heschl_L,Olfactory_L,Thal_PuL_R,Raphe_D,Cerebellum_Crus2_L,N_Acc_R,Frontal_Inf_Oper_R,Thal_VL_R,Putamen_R,ParaHippocampal_R,Fusiform_L,Vermis_9,Cerebellum_9_R,Heschl_R,Raphe_M,Hippocampus_R,Olfactory_R,Parietal_Inf_R,ACC_sub_L,Thal_LP_L,Pallidum_L,Thal_MDm_R,Putamen_L,Paracentral_Lobule_R,Caudate_L,Frontal_Sup_Medial_R,Vermis_8,OFCant_R,Thal_PuL_L,Frontal_Inf_Oper_L,Thal_PuI_L,Temporal_Mid_R,Cerebellum_Crus2_R,Parietal_Sup_R,Frontal_Inf_Orb_2_L,Cerebellum_8_R,Postcentral_L,Thal_VPL_R,Lingual_R,Temporal_Mid_L,SupraMarginal_R,Precuneus_L,VTA_R,Temporal_Pole_Mid_R,SN_pr_R,OFCmed_L,Precuneus_R,Angular_L,Thal_PuM_R,Thal_IL_R,Frontal_Sup_2_L,SN_pc_R,Frontal_Mid_2_L,Thal_PuA_L,Cerebellum_7b_L,Thal_AV_R,Thal_LGN_L,Cingulate_Post_L,Cerebellum_8_L,VTA_L,Occipital_Mid_R,Parietal_Inf_L,Red_N_R,Cerebellum_7b_R,Thal_PuM_L,Vermis_7,ACC_sup_R,Thal_MDl_L,Lingual_L,Rectus_L,Postcentral_R,Rectus_R,Thal_MDl_R,Hippocampus_L,Vermis_10,Occipital_Inf_R,Thal_MGN_R,Frontal_Mid_2_R,Fusiform_R,Rolandic_Oper_L,Insula_L,Thal_VPL_L,Thal_VA_R,Vermis_3,Thal_PuI_R,Red_N_L,OFClat_R,Cerebellum_Crus1_L,Frontal_Med_Orb_R,Temporal_Pole_Sup_R,Frontal_Inf_Orb_2_R,Cingulate_Post_R,SN_pc_L,Frontal_Inf_Tri_R,Thal_IL_L,OFCpost_R,Cerebellum_10_L,Temporal_Pole_Mid_L,ParaHippocampal_L,Occipital_Inf_L,Cerebellum_6_L,Cerebellum_4_5_L,Calcarine_R,ACC_sub_R,OFCant_L,ACC_pre_L
OFCmed_R,1.0,0.09372915258578507,-0.01699088631910933,0.12517841685014547,0.277127155300902,0.3147908624485449,-0.20563006958287425,0.024766459530497782,-0.27229895423792994,0.26196772230520343,0.006226077399456677,-0.0256012663556072,0.10654966211698935,0.3258427800517689,0.06566938402585375,0.04396022263167713,-0.02124101356543571,0.18135659154473197,-0.06460351193626541,0.2333162698775698,0.2486299597116626,-0.025231204724457328,-0.19312639622066421,0.2571111830072166,-0.08032296507520105,0.13549547672496098,0.0915237473900541,-0.058325040109761125,0.0807932774146627,0.2746458780413384,-0.11728003158978455,0.1386723897159728,0.19473591541225618,0.16253483269286884,0.04822208972737706,0.07642101446507445,0.22203569199401849,-0.04440419291596638,0.12923616689565068,0.17095638251457368,-0.12675306355173352,0.2608545386853256,0.08853623647837817,-0.040549421253974254,0.026498181083245323,0.08583414207221028,0.17395326236973127,0.23174029398017224,0.148481985186211,0.24582524209948672,0.11777351361875069,-0.22478402324796629,0.1083625806586676,0.3122431987041007,0.14628956459019316,0.14212929069310937,-0.12836709971091678,0.2740350219492467,-0.0571644081954612,0.07155513710512633,0.09724455564001845,-0.030212575870447754,0.07243301506960545,0.1361252868528902,-0.01736526186590997,-0.061344160395207355,0.366924907649921,0.2785740723024051,0.18475951071972802,0.06911691334855376,0.05383062088929864,0.029587842628613973,-0.012888112971303258,0.11273629177919144,0.022983534524708964,-0.0013128784005374781,0.21039844013781106,0.1937442420719708,0.1438091075910863,-0.2261079139908869,0.1564894296609999,-0.03952261484399187,0.04487574773377836,0.17666076215031773,0.18666571416002695,0.19952968079582956,-0.041424081271385214,0.1729986615327369,0.21534025940926937,0.25155455352281914,0.3405962140624112,0.09956852857818897,-0.09504014234098707,0.17015629254330528,0.036087155115364415,-0.13299927901392145,0.2849947121143276,0.09867455563273858,0.07825958797674147,0.2657055776837905,0.36709307453159423,-0.11901587831183778,0.35806270267570756,0.0030172784440084203,-0.07780826148776883,0.13059408588308968,0.1094638137721618,0.0907331562242253,0.12566569013652074,0.11204234416360323
Vermis_4_5,0.09372915258578507,1.0,0.5287396523259591,0.05423994664602651,0.5315399626174099,0.2959551147632642,0.044991176546074055,0.40046100891539504,0.28571554553013656,0.11631630017427749,0.5624014824428163,0.6203508971826164,0.37724642428246674,0.4650218501990477,0.6975478075530566,0.3999242143765088,0.6374139549111665,0.5192991486531093,0.37627688252424,0.5108915019003359,-0.008743240941680136,0.15283660425977152,-0.11616469218829883,0.31566502700406696,0.3872375429690927,0.38337628910775007,0.6099735093401062,0.47998215777324515,0.6019479290229856,0.48230159643190335,-0.1714656073974528,0.2599395223493935,0.14561722941291502,0.38844030644460414,0.3225158842554954,0.6709695309900113,0.3516442462939985,-0.13792164743524388,0.12500843476585322,0.6257602055515756,0.11684349560623884,0.497284085390367,0.8105101607480817,0.37775831357501377,0.6575125756528055,0.35588375571305253,0.09674628111717551,0.3982525377024088,0.30660571900954575,0.06721392818456474,0.6937452873742861,0.00434222249932319,0.3787933681602937,0.05014359253583981,0.6015343104513714,0.22526367719410392,0.25759003990310747,0.2767228650702712,0.12423521717344814,0.28167209563960477,0.36293295030158657,0.3397472007148611,0.6396997899450225,0.21130894629501015,0.10334238252844462,0.1652340476308694,0.18701927419269004,0.2411206727137447,0.2540463461145324,-0.06459125988061112,0.31406047654979147,0.630230907905867,0.7158827669508095,0.22189553730381356,0.42980274025580645,0.14559973667949935,0.19838369225588295,0.41745156511676823,0.5694082933963975,0.39991617625450343,0.14732972786630624,0.4063824371547966,0.7695456932080398,0.6181146390668366,0.6356107936156337,0.2860578643897152,0.3581493797448628,0.6758251842406945,0.3873992034409804,0.4143254150547167,0.010360879175004318,0.31106563739821225,0.04630444149092414,0.2887902517413047,0.11951016410675509,0.12753321931367484,0.37532778081772117,0.47676545737978515,0.34501726309487724,0.21646284987745537,0.23961576267064943,-0.1008718300142043,0.5275425507903181,0.16911691222319758,0.519525893264263,0.8310726046086248,0.6817630918635653,-0.009426902593156853,-0.11548302011501232,0.10550022053894383
Temporal_Inf_L,-0.01699088631910933,0.5287396523259591,1.0,0.16669622966146017,0.3730600677399065,0.17348362001989168,-0.041964371128664406,0.4409775900534874,0.1555556951592207,0.005087698099099085,0.027360663920971365,0.2893449492447644,-0.06963397955644138,-0.01695813543342998,0.843546120571404,0.6623946226556416,0.6088695489263894,0.017150752986385836,0.04538870470857894,-0.03262986788518326,-0.10222198326146942,0.03912067369980126,-0.3227551965676427,0.2328630256251197,0.03302317689602667,0.005159939400995239,0.3268242513727083,0.0680566865442829,0.1524834605465349,0.12991641044320396,-0.15761550666447346,-0.05338771873702492,0.024633880380090782,0.6136458981070715,0.023985187573579883,0.14946373551354325,0.46407239204419964,-0.418946319202393,0.303075301825858,0.6149857833898132,-0.32556351701821873,0.21377746914275422,0.482724087046078,0.7609167775092391,0.2853151353425104,-0.18563233644578245,0.13919738392818481,-0.038586440512893144,0.07733690578316352,0.02467473361105895,0.14785397694299762,0.023044598623239754,0.0689046068951339,-0.09973338790323294,0.2774463144947633,0.011172375323180717,-0.05091418928816168,0.08692530787322619,-0.009626880892419292,0.17836869537157163,0.16836706041116817,0.016532331306002235,0.6703198995472759,0.21544864967840122,0.1477833278534928,-0.3030978001268429,-0.008630408344470882,0.25680693081986267,-0.14154956767474128,0.11610493025979529,-0.02144282908336647,0.3689047389043583,0.6437436982844896,-0.2256288319154892,0.2594190586446359,-0.008471178306976815,0.06225586288163568,0.3613923538152218,0.6272638894242513,0.1816983789627102,-0.036352110043257904,-0.19558289419386116,0.2589839175351437,0.4282655044312339,0.4406509103912709,0.00804965862970405,0.012280330090586761,0.26001115753739545,-0.05079600332998669,0.23229057147763907,-0.09695213044906417,0.5086604955237309,-0.24654416899987008,-0.22663213452864242,-0.2635428795329385,0.01815165309172992,0.19722272373686178,-0.11065330783611531,0.04287847112751496,-0.04026577564857479,-0.03881750106682475,-0.19241278560378225,0.2607552839549438,0.511439718050275,0.7432385932017438,0.7005678433493392,0.2403776140450447,-0.06527698060370196,-0.12702953172782336,-0.16653554869206066
Occipital_Mid_L,0.12517841685014547,0.05423994664602651,0.16669622966146017,1.0,0.2546821660852051,-0.11852230507989953,0.2786188790182998,0.17370183599043054,0.06133381796439978,-0.3355252822679252,0.002317948883362453,0.0664246365963898,-0.28193046597371735,-0.22541463188786892,0.1563046296291041,0.37907989750111937,0.07055395088482631,0.10239950353905267,-0.09580035470320176,-0.21373431218918207,-0.31680868903475623,0.39365125726262995,-0.1592027125161065,-0.3224991419075773,0.17356797356038567,-0.24238767284432786,0.11240077406792498,0.23410746719543316,-0.10628932179605893,0.1569997862350381,-0.20948931133811763,-0.19070775174782534,-0.16734233728095443,0.1606404799146394,-0.27044302824152117,0.10078949549220512,0.34290566857007454,0.26141033134721925,-0.15401856553751098,0.18138691850361593,0.1062820819346577,0.11741924684123828,0.1553902602073941,0.45426927428767033,0.2706365060369574,0.24035766094663896,-0.21850326721111832,-0.14182098749955938,-0.18297552586736163,-0.17268310857518723,0.08829267147604429,0.6012753453811555,-0.15174023827971547,-0.2651317148259754,0.2145509668739147,-0.3766379852733786,-0.0841087634401365,-0.40088642622512466,0.14996872924260166,-0.10432521137043037,0.02949564437437471,-0.02541130227953903,0.08844048853452822,-0.046524941667153076,0.589891988822867,0.3694558699370756,-0.24632628417040273,0.32136152250712646,-0.14449445254978321,0.2296118324548222,0.04758705666132434,-0.16435034812731783,0.3440951244415919,-0.36114588251012053,0.24336333421272904,-0.25732796717724377,-0.12003708335394074,-0.10904933957237194,0.3884913166094843,-0.012489565739276726,-0.025118595021377598,-0.18336937825644856,-0.08291306719330613,0.29739377506018694,0.2680722005916116,-0.3394719763419472,-0.04399028625089277,-0.08091260735949163,0.007536559498649675,0.07396808818093543,-0.12494430612853948,0.23619975060956264,0.04187143375984651,-0.3014348142370513,-0.4601562483732784,-0.030076620389989848,-0.19518747428414326,-0.2572265560376056,-0.009517476897894424,-0.21224049660792196,0.10027934336038691,0.2363075959308423,-0.09416288329391628,0.2985169498327752,0.16345489335315733,0.13812307837214333,0.27627052957382137,0.13197361535611277,-0.30794652980776355,-0.33312961301932176
Heschl_L,0.277127155300902,0.5315399626174099,0.3730600677399065,0.2546821660852051,1.0,0.3961504821311007,-0.11042252668929044,0.027852030492357478,0.0024055908685520033,0.09472896972799881,0.4398822636801361,0.4668536546545677,0.4030972409523765,0.4702802990681243,0.45248849767451266,0.2560324738625824,0.29251474638580827,0.6048400890236156,0.33631207787440165,0.4187644639721811,0.11515669064346265,0.1767224317644315,0.003237941047343372,0.41386796684060023,0.23646802440125017,0.27634560589900203,0.6230440767814742,0.378397213690004,0.505932848553476,0.6288344401712198,-0.06379124960371149,0.2339129028054887,0.31874912277250594,0.5743306114218518,0.3713472772269641,0.3012929793857618,0.276004769263958,-0.07148951216393767,0.398930309919602,0.436440070034027,0.08937679330597363,0.27110118679115625,0.42530436392331644,0.35736643948866076,0.5074970831875606,0.28728408957431373,0.23789223139725862,0.3141963485598737,0.4223189835983973,0.25809850931786105,0.466427828332258,0.015678234831057538,0.31330924651050146,0.3068812381558728,0.6237835402711629,0.2521865285031441,0.23064674471412921,0.3803900132653273,0.013441601807545092,0.24531380681690926,0.39988130715674614,0.36707249534901776,0.45076020108302384,0.30709006166989683,0.0681235020312392,0.09575112675283133,0.21974343918323438,0.13558786787517174,0.30489839001204877,0.05287287528361579,0.425699162190393,0.44099372265232406,0.4087258971068429,0.13307323624948497,0.46776417886100685,0.11029620010580328,0.03872011646381152,0.52433763534385,0.3538825890475512,-0.08742031197754001,0.007545163955140486,0.2581286781564391,0.30819957327585384,0.8010767131232805,0.7622082625304737,0.3707876518230768,0.4206007108008328,0.603754361587534,0.18759145904001054,0.37717728798091976,0.21751190313289126,0.17006541916932785,-0.014162753354768463,0.2557072514619182,0.1207468200743381,0.2097309839337975,0.3142720082577409,0.4410612313338693,0.39842460439940547,0.2702405991621715,0.47463480697052207,-0.09593358534891583,0.576580117883486,0.20396361211846104,0.21067070858840162,0.5138779978579835,0.47376942499353103,-0.11510390258889337,0.10524872579957567,0.20976047782253532
Olfactory_L,0.3147908624485449,0.2959551147632642,0.17348362001989168,-0.11852230507989953,0.3961504821311007,1.0,-0.191798273058748,0.02642877765304074,-0.20509551681685564,0.5612333154019141,0.1948999637975901,0.2446772080332973,0.5340458911625932,0.7148627018030549,0.2480065829046823,0.010346748123556012,0.22981242610579378,0.4656143018848401,0.26327448141033627,0.6191543055778651,0.6346259151697791,-0.26837914921787775,0.0911342009174658,0.6710841720571717,-0.07732784538912078,0.393593384854877,0.5511120526970872,-0.12830687254801496,0.4805531164896964,0.6259578236165764,-0.03543828234828497,0.630969761732713,0.36605524128313793,0.5073306431863848,0.38204546420963265,0.18846412308639787,0.06821979885817184,-0.3361754486863862,0.5502449285075336,0.3116489244771733,-0.19964604510111753,-0.06156960950608355,0.19693787605689494,0.03767548487990344,0.04618704882542571,0.0008187991292178523,0.4838579556091445,0.48567679223825105,0.6861227476006737,0.7290147654902922,0.154698294824437,-0.4006269636840933,0.3414419318792735,0.3006332811233954,0.3112803481439029,0.5696843739913922,-0.012250122122450411,0.64377213003549,-0.09725994806232494,0.17798768615615546,0.2270413873207799,0.16513975797637476,0.2139820346444717,0.5076563162322246,-0.2926171573193649,-0.17274114124605855,0.4155626744898099,-0.018415573764549203,0.20610445244215722,-0.0509487158204882,0.11524366239931783,0.4189552466969428,0.07027423129346753,0.4396401071532448,-0.1317900488523603,0.07798184681053417,0.030434552320435727,0.6380245014904187,0.04135014537655469,-0.15395457794864337,0.012550895855820402,0.2707744008602596,0.2772472650128317,0.25477348250800935,0.5417786277235622,0.5438391746558059,0.26181761902591744,0.41956022115011626,-0.12134952446711034,0.34517315945216126,0.5574626658138618,-0.03408095900830287,-0.15831812857034183,0.6372874503230773,0.4667809420141024,0.1347262254543646,0.4032885679328317,0.499252041100207,0.17669379481100864,0.7186310007247868,0.632570387496387,-0.3236759386116647,0.7097517811218199,-0.06593170049281419,0.04658336505728283,0.3179644805972858,0.10740643683833567,-0.49832592119013647,0.49675533108665715,0.5197775935677236
Thal_PuL_R,-0.20563006958287425,0.044991176546074055,-0.041964371128664406,0.2786188790182998,-0.11042252668929044,-0.191798273058748,1.0,0.10809390145016526,0.30577384900371596,-0.10648690075640092,0.2789428404269166,0.10931275477608561,0.10672154900370737,-0.1340629949997168,-0.11504270833660046,-0.08247442481694622,-0.09905434622119916,0.002754073690868606,0.09634203582513187,-0.07543828930202645,-0.14992458863745492,0.5410542543271686,0.11847160017152833,-0.3801869038885443,0.49849842859365917,-0.0003467683545594434,0.13697706799373557,0.38575798524818605,0.03921125193690364,-0.14202413402588662,0.20715045911831692,-0.15558831772339127,-0.0035048311370596778,-0.13924870052449534,-0.16953914481545687,0.21756165461193078,-0.08342516274172701,0.5240476905600319,-0.2933302680964903,-0.014002216745272923,0.4286728244616939,0.047932357166372334,0.18407796201107288,0.08448608913954486,0.3077218881816374,0.46200410325673646,-0.44085363990015985,-0.08919201382501447,-0.1726899235636264,-0.3702758517622961,0.2737674405999328,0.5845805252473962,0.18415737613515543,-0.21122307550542238,0.10136962527442427,-0.3634139498939157,0.21810402783932056,-0.4170389946977344,0.4612627296189725,-0.0002504883474761937,0.07867108164915101,0.1641046560341551,-0.07073916573602665,-0.2957305687883424,0.49721673164800695,0.545966309226121,-0.3945541128659448,0.07821902300751427,0.057379351353756,-0.13322026835188483,0.3202347860216082,0.04135367611661494,0.19872491176760224,-0.12462517604633828,0.3760022480941116,-0.32510597917308626,-0.447705975660248,-0.2588569767249186,0.0524930347724768,0.1853186978418774,-0.03986246096430681,0.19015716440885877,0.12391357104609822,0.06934492813891754,0.027015790055143114,-0.038690742807659266,-0.021510355955372096,0.053341113496395726,-0.002034686524614854,-0.030211644139054115,-0.20473881550611997,-0.15943444085146016,0.10391463529388476,-0.1635149916762538,-0.17667360901514473,0.14711068694784035,-0.19497192137093283,-0.0509908349538765,0.14296049549549458,-0.3725939969605005,-0.15103154734013224,0.2549510939094764,-0.12077614833694877,-0.09624904105081358,0.018409827083219536,0.05810256086945416,0.3146191247398399,-0.022146644725796673,-0.12150914747313275,-0.23456023157252912
Raphe_D,0.024766459530497782,0.40046100891539504,0.4409775900534874,0.17370183599043054,0.027852030492357478,0.02642877765304074,0.10809390145016526,1.0,0.31835512833893403,0.21910179638929098,-0.019134107867457895,0.016115613199570625,-0.24347110522629797,-0.11597027002101998,0.4800349092806974,0.5700003019336324,0.548994659807751,-0.023460611588721595,0.015006775982701316,-0.16802709470614902,0.0744645290821178,0.07738395096694162,-0.5330122037233935,-0.07088063672126599,-0.02564366647849473,-0.18856260928493365,0.14730480251464978,0.1755360878102011,0.01283258609834923,-0.08041501700989614,-0.10868860221814633,-0.14902103088669832,-0.10900122844901323,0.17916281565919978,-0.21392997088469312,0.26161127741858986,0.5712151708799026,-0.17744492667927314,-0.12133015042727008,0.4637628991121648,-0.19413356159079675,0.37351033175311,0.4941945485125547,0.4849697994682462,0.20118840255052153,-0.0752169862598413,-0.2589086672164325,-0.046629399122949576,-0.29197400852990474,-0.1320144485998328,0.14201256755861072,0.16201795512850076,-0.10281228372193835,-0.4250663344324887,0.12994038196078603,-0.32058939337187625,-0.1180070826169339,-0.08075591617203932,0.127760237226044,0.24184813187818718,0.08768068868827979,-0.19731600050937373,0.4938024656782133,-0.2327407056365674,0.23388774231190504,-0.0573942391175746,0.15806633333842116,0.3954444446641554,0.04345956046259769,0.14952103555509627,-0.15235553674181865,0.09063250841986442,0.5232321279582958,-0.1689913422135078,0.1551684348107363,-0.1417958081745529,0.45199486031904906,-0.0703163630887426,0.5978929593093631,0.36357829912206874,0.2382831234920326,-0.17309084336700034,0.30397574778279635,0.19884850818137592,0.25019334899999246,-0.20379972340011257,-0.3499118451040865,0.07341308633845844,0.1807163134204315,0.3263671948523828,-0.11701756237465505,0.5515234557205292,-0.011116628262994605,-0.2356231826239397,-0.39201369234521327,-0.13880591184727903,0.3405601938453213,-0.17822824775688342,-0.23604383967591797,-0.2126657055427838,-0.09122602042406419,-0.12139828950758828,-0.01220097840257991,0.4524038547633914,0.58618582653599,0.5152227300446359,0.18064884043583004,0.1903566848394981,-0.26573347151918963,-0.3254145386292345
Cerebellum_Crus2_L,-0.27229895423792994,0.28571554553013656,0.1555556951592207,0.06133381796439978,0.0024055908685520033,-0.20509551681685564,0.30577384900371596,0.31835512833893403,1.0,-0.166821883350315,0.16335187588687103,0.3103707955202138,-0.061907210111651255,-0.21903665642044612,0.20239043518191108,0.25034243004586537,0.25522846162619073,0.019133901268278727,0.050964591112514356,-0.12155666697882693,-0.22138950147806127,0.21033397500092568,0.033840686509914245,-0.20841859616240352,0.22366880257110072,0.029786088743025723,0.0758513474802213,0.25545388675959396,0.12360799031299242,-0.11508606906168031,-0.08066426106053166,-0.0628072968791217,-0.1577814224479268,-0.09721746763596241,-0.10538592017929564,0.2453364503320094,0.11484700729797576,0.13593926857036273,-0.22998400237485958,0.13313756547568248,0.15639217125657262,0.09250438720832137,0.250441434480065,0.2112335482074892,0.3315649765375114,0.1290239093838997,-0.2910251572556191,-0.09126940991873553,-0.1427900253081296,-0.2414424541213383,0.18886467634981755,0.3013457151779507,0.00618575061153956,-0.25499133028354143,0.09778544251624487,-0.2217528392797302,0.11636681017921115,-0.19885085571181985,0.3352574260293503,0.011902097905440171,0.018181248138901516,0.09817974308076577,0.20696477354884482,-0.22170417649608226,0.23520772967532722,0.19918107775876592,-0.22257829044762686,0.11351250854232513,-0.06757555753628271,0.01116015785899698,0.012790392879602572,0.08721722863355844,0.3058715747787759,-0.07166215703585976,0.24538283353822732,-0.12855521721964816,-0.017220760511207047,-0.16483552038801316,0.2586721700613687,0.3723680690136229,0.006053606375260168,0.11053653874490771,0.24732071036667155,0.09230700363067561,0.02977753476963931,-0.16285564220289914,-0.042387682287278954,0.0041383777013673075,0.039880688505083736,-0.06372969580964022,-0.34537319352513557,0.09520907593963204,-0.023658325167014074,-0.15434288364928578,-0.19206192244997689,0.00552869050051032,-0.08858239524006055,0.011270024352917187,-0.03422828077411461,-0.2477011026328259,-0.28360938798913904,0.03016869117568596,-0.13577201061996186,0.10122758919861657,0.30563012617711244,0.2623692304380129,0.15303269186663226,-0.01419246855371358,-0.2065174451425903,-0.15515858196556673
N_Acc_R,0.26196772230520343,0.11631630017427749,0.005087698099099085,-0.3355252822679252,0.09472896972799881,0.5612333154019141,-0.10648690075640092,0.21910179638929098,-0.166821883350315,1.0,0.14012566994608308,-0.019751993411442983,0.49890414521206067,0.5501817966735897,-0.010697231144114697,-0.21859377733025007,0.027004706668523067,0.22969019047269598,0.2032074966539095,0.3464186141775611,0.8641524015378452,-0.17874101741180545,-0.29204994668857714,0.5842402705646281,-0.06348098413292555,0.3415132196723028,0.3116402870589098,-0.04274660510548809,0.29381757637851835,0.18956745371437117,0.15105175219649652,0.16379548559571572,0.5073363677348166,0.06781984931476397,0.3252088738585406,0.06319602714806849,0.08233904304994309,-0.11729811686009572,0.2809371160179634,0.02361732475018755,-0.09831023873404642,0.32408149015081117,0.18580284536629546,-0.18714680284908286,-0.09639630803536815,0.051646534674871646,0.24590229040671094,0.2835923301100817,0.31746247727975085,0.3032067832861235,0.186822605623699,-0.3540522941778903,0.3273640392904299,0.23708350984999396,0.11264780776270628,0.37250759844664827,0.1072198742602674,0.5084092130347888,0.042377821737106504,0.5808821357540422,0.01609581182350781,0.06665204781915741,0.19657235200985637,0.0938378691329442,-0.33985010945211186,-0.11348899500170723,0.6653904276394639,-0.10083561726193822,0.5314981027332505,-0.10358532636034971,0.11748641962126098,0.16483765546768228,-0.0658285956382951,0.2602175489529259,-0.0858048838085429,0.14662335180174094,0.1699889469186333,0.3333181988953761,-0.05050448595813222,-0.1026405333068493,0.4924568495316746,0.1917879643567511,0.1621071153686427,0.08359322217414791,0.2903867451086086,0.5279254143562147,-0.15036599170312123,0.35791706909493415,0.11858061117064102,0.502691122988936,0.3663846756671869,0.00019599726600621673,0.06787158322820142,0.3640138997972826,0.46313713133937073,0.08859384418512795,0.5992800135613552,0.3858103102649245,0.11464079731436444,0.2920072976290055,0.34093809522145857,-0.36167514985984367,0.4036882175142032,-0.1959015104589638,-0.09107073325901305,0.09514478281332701,-0.01120756799107155,-0.06444879157333176,0.3405910726920638,0.29947568446832185
