,SupraMarginal_R,Lingual_R,Thal_VL_L,Cerebellum_9_R,OFCmed_R,Occipital_Mid_L,N_Acc_R,OFCpost_R,Amygdala_R,Parietal_Inf_R,Vermis_10,Hippocampus_L,Precuneus_R,Frontal_Sup_Medial_L,Thal_IL_R,Supp_Motor_Area_L,Rectus_R,Rolandic_Oper_L,Cerebellum_10_L,Temporal_Mid_R,Frontal_Mid_2_R,ACC_pre_R,Temporal_Inf_L,VTA_R,Thal_PuL_R,Occipital_Inf_R,Cerebellum_7b_L,Temporal_Sup_R,SN_pc_R,ACC_sup_R,Thal_PuI_L,Thal_LP_L,Cerebellum_4_5_R,Temporal_Inf_R,ParaHippocampal_R,Temporal_Pole_Sup_L,Temporal_Pole_Mid_L,Thal_VA_L,Thal_VL_R,Raphe_D,Insula_R,Thal_MGN_R,Thal_PuA_L,Frontal_Inf_Oper_L,Cerebellum_Crus1_L,Thal_LGN_L,Cerebellum_3_L,Vermis_8,SN_pr_R,Pallidum_L,Temporal_Pole_Mid_R,ACC_pre_L,N_Acc_L,Cingulate_Mid_L,Thal_PuM_L,Cingulate_Mid_R,OFCant_L,Cerebellum_8_R,Thal_AV_R,Paracentral_Lobule_R,Calcarine_L,Olfactory_R,Thal_MDm_L,Fusiform_R,Red_N_R,Thal_VPL_L,Thal_IL_L,Frontal_Med_Orb_R,Thal_MDm_R,Frontal_Sup_2_R,Thal_MDl_R,Thal_PuL_L,ACC_sub_R,Cerebellum_6_L,Thal_MGN_L,Cuneus_R,Cerebellum_9_L,Thal_VA_R,Frontal_Inf_Tri_L,Angular_L,Insula_L,Occipital_Sup_R,SN_pr_L,Precuneus_L,Vermis_6,Thal_LP_R,Amygdala_L,OFClat_R,Cerebellum_6_R,OFCmed_L,Cerebellum_8_L,Temporal_Mid_L,Thal_MDl_L,Temporal_Pole_Sup_R,Precentral_L,Paracentral_Lobule_L,Olfactory_L,Vermis_3,Cerebellum_Crus1_R,SupraMarginal_L,ParaHippocampal_L,Frontal_Inf_Orb_2_R,Cerebellum_4_5_L,Heschl_R,Thal_PuM_R,Cuneus_L,Caudate_L,Cerebellum_7b_R,Postcentral_R,Cerebellum_Crus2_L,Angular_R,SN_pc_L,Parietal_Sup_R,Thal_PuA_R,Frontal_Inf_Orb_2_L,Rolandic_Oper_R,Frontal_Med_Orb_L,Red_N_L,Heschl_L,Vermis_7,Thal_AV_L,Lingual_L,OFCant_R,ACC_sup_L,Thal_PuI_R
SupraMarginal_R,1.0,0.5886966025788033,0.45056773579493115,0.21757978839049766,0.026498181083245323,0.2706365060369574,-0.09639630803536815,-0.15831164614406237,-0.09574943316657432,0.6912879130069722,0.34956260753014134,0.15120869195727393,0.6930203943316451,0.31216060727913175,0.04422639306271302,0.6263833896527183,-0.023475667797265135,0.6909995383524989,0.2306714893754826,0.5592048490864735,0.32413451191506143,-0.08730486051002105,0.2853151353425104,-0.11315814571153536,0.3077218881816374,0.190916300291614,0.2744036201555122,0.4626864510586994,0.0055563500758731505,0.5319623778110392,0.20675179628055584,-0.02650382077499631,0.5507101630230554,0.24432432038737215,0.27967256654415157,-0.09473265255328452,0.1102000931687952,0.34434798435033054,0.5555462202559251,0.20118840255052153,0.3333079478677804,0.08726209110922079,-0.034722116663451395,0.14755616878099187,0.01649863107384619,0.3914690951268727,0.4979392254252633,-0.049715683746690005,0.14002623048777432,0.6034770061967105,0.16129438058537166,-0.07082447784431686,0.15823907759184883,0.7251967243180351,0.27363649495567943,0.7238749007465055,-0.18438550221224867,0.32263709657907585,0.11504560963282438,0.7166817752612653,0.6548295762669561,-0.23678394975182515,0.21268324505406921,0.5037471102835646,-0.01341797551255644,0.1786867787735217,0.36765340176917927,0.11314043188777755,0.2646757701621203,0.5098048573305085,-0.12195278946221934,0.09540453344462548,0.005024058715332772,0.20237671640993732,0.17521962666127164,0.49679127186047894,0.4844978366645288,0.34302013874352355,0.07703058450174977,0.3681749044993434,0.5405948178900256,0.6031485802170047,0.02271471238961365,0.6182539719323366,0.11357874304271323,0.2364888851206078,-0.08754854371776925,-0.21089748418364263,0.2709248918348248,-0.1788887240953704,0.32856510516032983,0.2397774233533905,0.4291875454238025,-0.017661574503131345,0.488495353998025,0.6550861938724507,0.04618704882542571,0.5922520654836446,0.24871731330922395,0.46917626525147405,0.275740778567035,-0.13729342855442622,0.4806273153918106,0.4576144408857904,0.3141610677945792,0.6718115900260635,0.47583815896561216,0.23375788748227047,0.8207719162036751,0.3315649765375114,0.6229831611377264,0.09206528880649402,0.37729027057199155,0.2599238679038267,-0.11915579443136085,0.695547431958004,0.08690090541600808,0.2647328948148829,0.5074970831875606,-0.04466733192779975,0.36638158496804407,0.5001620674789632,0.01256246385449632,0.5245656851258443,0.38357618567424334
Lingual_R,0.5886966025788033,1.0,0.5583308841028993,0.7035562962487416,0.08853623647837817,0.1553902602073941,0.18580284536629546,-0.02230331272279585,0.1930751448755676,0.2132370769124158,0.6445610439032481,0.2895232499521579,0.6116618269631133,0.3105130929083727,-0.11110828182399304,0.6155229231495581,0.016276478446642966,0.5781228798320979,0.05801192440509304,0.782736254576551,0.22940106410935346,0.03947979229510686,0.482724087046078,0.0005304348945815041,0.18407796201107288,0.5856574359542391,0.24165142841521212,0.49401060657325085,0.03445208602464324,0.3877231501836337,0.2543492606893485,0.2070824101501773,0.8643503170331437,0.6465659696716446,0.3491936131512234,0.08839364795524773,-0.1172441962240578,0.46843128951669594,0.5382451195033827,0.4941945485125547,0.47052931472494186,0.4023153635606146,0.12165280490159489,0.2789909345266648,0.40799720647191756,0.34007875373830027,0.43792952292756265,-0.14702416593795625,0.11335776086070037,0.5318458154513499,0.30220209946546756,-0.1471433172282201,0.17322966324635847,0.6369985487230797,0.34207092519572996,0.6447198356592164,-0.2224212652457723,0.6663240119894887,0.33916978343821474,0.46521991496634935,0.8557927149385623,0.024270484486708342,0.3720997031666675,0.8167781346323089,0.1555964818028003,0.158661096296781,0.35942505456835083,0.08776412540841587,0.298950466770962,0.3905081248214201,0.09843597678221537,0.08880502854796746,0.059625826840757096,0.6147736670046428,0.21235234839675515,0.5184524132045376,0.5712250811693298,0.19400506929959643,0.17401208165712795,0.17887837096495815,0.6488363015645044,0.4533468868613799,0.35871927639303697,0.3980700877414302,0.5384929303118837,0.4261669210305231,0.1508828269392163,0.022833629535206627,0.6593048252302828,-0.15481947402481464,0.590738697717587,0.4387696853503077,0.4692573239095692,0.13349584990823943,0.3370933482496651,0.4811373365444599,0.19693787605689494,0.5590558361545908,0.7613207157409311,0.46205020849799955,0.4357520098764789,-0.01855453633426327,0.7719934086190458,0.4672561639019443,0.2795048497631506,0.6747574375495401,0.46507596117046673,0.4585928143695788,0.42126990431723116,0.250441434480065,0.34144899364216436,0.3152029281658043,-0.019200354115728152,0.5013488660737275,-0.05768559793263517,0.5250985112771887,0.08299897756506017,0.5314168180284188,0.42530436392331644,-0.025610238311556382,0.27676299729098236,0.8613871615563049,0.0057456304082041994,0.42889883870714973,0.436290424822029
Thal_VL_L,0.45056773579493115,0.5583308841028993,1.0,0.45240346858291697,0.12148022857802217,-0.05978632598368702,0.29154216665319427,0.35679010524518767,0.4010190665588645,0.09078098443331162,0.301066846070674,0.5884712874069816,0.5019509501520014,0.5118825316350625,0.2710813355497807,0.6866877020216836,0.1727030730395174,0.6249080445959555,0.3139112060382623,0.3983996404499575,0.5566407420263842,0.374836567392859,0.33962478578463906,0.16442418979715231,0.08162153972797738,0.1685938113489325,0.04487686680307204,0.5573439617437798,0.3563793570541817,0.4441455974994974,0.5502577639890853,0.5317338400674779,0.6575175993214071,0.33674838547840746,0.6136722959606254,0.19755266684415743,-0.1232119235487048,0.641310051261163,0.6633522879640323,0.2867283503061375,0.6362938099752473,0.07312494327474517,0.5830761998862856,0.48592702235772023,0.12462179512214284,0.5368499676991336,0.7029259809679604,0.03718591887629575,0.5372207009830327,0.29848254651200207,0.48337781409870245,0.3395821817972444,0.4267151601459344,0.730940007120586,0.45998663439209825,0.761098023676467,0.14108362020701015,0.44750120716210834,0.39718245340857905,0.38660345389611556,0.4468577159062674,0.18848218576842038,0.6759577374512513,0.6719158183010475,0.30903501207113054,0.6205717890924554,0.4692603773826193,-0.07099367586841698,0.47748836085915314,0.602769957578994,0.20483676800639175,0.3829899368092573,-0.06196359181567312,0.3486632306887295,0.45904189150262614,0.09411404470003648,0.6093049954068902,0.4767981348329829,0.47480941440390156,-0.11283689057103433,0.6114310518542322,0.006298547850920681,0.3898041802813123,0.31264080423123564,0.2122380514761027,0.6786621552631653,0.2460454616559632,0.2549061661301484,0.4380107695704046,0.24178587947126143,0.46093178304760635,0.19820119675000425,0.7529192214250536,0.4672196592435928,0.2680022533642759,0.36682823973808654,0.43519397992662223,0.6854324175384464,0.46150495756070053,0.2300808487592015,0.6504323623376576,0.3913646127352395,0.616533911613782,0.55727312160352,0.5116957416370816,0.21176035251536973,0.7681118686646923,0.029563093710079168,0.33129856181843775,0.16490845543435517,0.15422006017846188,0.48749949252737973,-0.14018295401583086,0.2672975238135301,0.37325983505726396,0.6113804913710282,0.27174658049595635,0.45461718508005977,0.5067843021551717,-0.14326873773811996,0.6852609287920525,0.4814062794985493,0.33272871636233586,0.5862508683945039,0.3437565339510716
Cerebellum_9_R,0.21757978839049766,0.7035562962487416,0.45240346858291697,1.0,-0.02124101356543571,0.07055395088482631,0.027004706668523067,0.16766357861214487,0.3916281000429207,-0.21407538611570878,0.7025454108082272,0.38919721703798865,0.15317698151389317,0.28715229220186145,-0.27056444956513787,0.3755515049402605,0.05341332308625863,0.33113912031636633,-0.132334438370379,0.542988752399768,0.03343186241708264,0.16445838151678727,0.6088695489263894,0.09089769328563439,-0.09905434622119916,0.5982329582798693,-0.04203811608064357,0.23396108662365844,0.0040129361596702075,0.018951350001084236,0.19495543482549815,0.2195050387289556,0.8028076909449369,0.613665758232787,0.07573516152126425,0.459076175059758,-0.12744178087644178,0.21699844876907834,0.3897847436336952,0.548994659807751,0.34292927817289826,0.12324142464408774,0.1856247068760774,0.4855828924806997,0.6111980510722077,0.31631189615905936,0.2490341178955321,-0.17228144211411836,0.07391213987035088,0.03757478083535912,0.2238085707080607,-0.10631306925187937,-0.01853175311756475,0.4009051920865582,0.055104418867927656,0.4426644690090068,-0.16714924013676813,0.7821409061379557,0.1621904260692157,0.03715336691294026,0.593298801171117,-0.03599690950143912,0.11575511559671499,0.6277827325377358,0.020448490388216965,-0.07272410565446528,-0.005475595546129985,-0.060499382846351694,0.04722971090507876,0.14403698003287135,0.3388078031903319,-0.12435465280336859,-0.051745761784096046,0.8719402926974501,0.0465645793662921,0.21868890326370594,0.5418656782589738,0.1562575033323089,0.24419034371915851,0.0020368223099062497,0.5000714659979539,0.0386665864493241,0.2628353867368968,-0.13585612431876476,0.7623103781515569,0.48684973003122395,0.546233624387254,0.09347999417333933,0.7734087760913486,0.09137651869344558,0.6776690650768474,0.6471904239616834,0.4163544312081311,0.13968473911104917,-0.12210649735270851,-0.009514303042849797,0.22981242610579378,0.23088371848504688,0.7919607032623798,0.26191064227587324,0.2785370796387692,-0.06866294135861244,0.8070847348587903,0.2533109751664387,-0.06788339945354964,0.3281730402039846,0.24665104949545516,0.34190120601711965,-0.004307770099925098,0.25522846162619073,-0.03120314498490807,0.2439798822096209,-0.4775482152643472,0.19182301206926838,0.17595840878386046,0.15210803771318412,0.21393574603994384,0.33908045436045897,0.29251474638580827,-0.015610408697983571,0.2942088616677312,0.7999698610940377,0.16284730885942456,0.2218529248165807,0.1953663419789486
OFCmed_R,0.026498181083245323,0.08853623647837817,0.12148022857802217,-0.02124101356543571,1.0,0.12517841685014547,0.26196772230520343,0.2657055776837905,0.3492571213687387,-0.025231204724457328,0.1438091075910863,0.1937442420719708,0.11777351361875069,0.3056248546621098,0.3122431987041007,0.02649289239872288,-0.0013128784005374781,0.17666076215031773,0.36709307453159423,0.07642101446507445,-0.03952261484399187,0.33902589053248305,-0.01699088631910933,0.17395326236973127,-0.20563006958287425,-0.2261079139908869,-0.0571644081954612,0.07072415671924848,0.14212929069310937,0.05383062088929864,0.04822208972737706,0.2571111830072166,0.1103475101245854,-0.011783883995523376,0.3258427800517689,-0.009033276791376705,-0.11901587831183778,0.18090823421511532,-0.0256012663556072,0.024766459530497782,0.18926941749795984,0.1564894296609999,0.2740350219492467,0.16253483269286884,0.09956852857818897,0.09724455564001845,0.15399506926509096,-0.11728003158978455,0.148481985186211,-0.08032296507520105,0.23174029398017224,0.11204234416360323,0.12474261113137201,0.08176250133938502,0.18475951071972802,0.15127816039272582,0.12566569013652074,0.17095638251457368,0.07155513710512633,-0.058325040109761125,-0.013713449952329464,0.2486299597116626,0.251414913309179,0.04487574773377836,0.366924907649921,0.19952968079582956,0.07825958797674147,-0.09504014234098707,0.13549547672496098,0.21834003437882696,0.21039844013781106,0.19473591541225618,0.0907331562242253,-0.07780826148776883,0.1416412656616288,0.12338464081910396,0.12284511692663462,-0.041424081271385214,0.11554329771803619,-0.22478402324796629,0.18666571416002695,-0.020050016915534707,0.3523441882772151,0.08583414207221028,-0.0023604580354593865,0.15062715548308667,0.1951139088024678,0.3405962140624112,0.13324861022213919,0.24582524209948672,0.07243301506960545,-0.040549421253974254,0.029587842628613973,0.17015629254330528,-0.12770625324996487,0.002162669045605306,0.3147908624485449,0.1729986615327369,0.12710836721108446,-0.13860104450107344,0.35806270267570756,0.036087155115364415,0.13059408588308968,0.18135659154473197,0.1083625806586676,0.028471186726795668,0.0807932774146627,0.2785740723024051,0.022983534524708964,-0.27229895423792994,0.012279206702257996,0.2849947121143276,-0.04440419291596638,0.20034602400208798,0.12923616689565068,0.09570786004402763,0.08215798384281806,0.25155455352281914,0.277127155300902,0.06911691334855376,0.054133468001560665,-0.012888112971303258,0.1386723897159728,0.07784539195082402,0.21534025940926937
Occipital_Mid_L,0.2706365060369574,0.1553902602073941,-0.05978632598368702,0.07055395088482631,0.12517841685014547,1.0,-0.3355252822679252,-0.21224049660792196,-0.07889945275866281,0.39365125726262995,0.3884913166094843,-0.10904933957237194,0.08829267147604429,0.27695942823508884,-0.2651317148259754,0.03949418322841987,-0.25732796717724377,0.29739377506018694,0.10027934336038691,0.10078949549220512,-0.18336937825644856,-0.05056427562446737,0.16669622966146017,-0.21850326721111832,0.2786188790182998,-0.012489565739276726,0.14996872924260166,-0.044888927720028914,-0.3766379852733786,0.04758705666132434,-0.27044302824152117,-0.3224991419075773,0.12632932549414952,-0.10310199160135322,-0.22541463188786892,0.20322611143221092,0.2363075959308423,-0.14071669809578166,0.0664246365963898,0.17370183599043054,0.10876193161428253,-0.025118595021377598,-0.40088642622512466,0.1606404799146394,0.23619975060956264,0.02949564437437471,-0.07458345530123599,-0.20948931133811763,-0.18297552586736163,0.17356797356038567,-0.14182098749955938,-0.33312961301932176,-0.19579421789449197,0.1335514720827836,-0.14449445254978321,0.11610000791420387,-0.30794652980776355,0.18138691850361593,-0.10432521137043037,0.23410746719543316,0.3622845157218015,-0.31680868903475623,-0.2911395536885024,-0.08291306719330613,-0.24632628417040273,-0.3394719763419472,-0.009517476897894424,0.04187143375984651,-0.24238767284432786,0.158364136325689,-0.12003708335394074,-0.16734233728095443,0.13197361535611277,0.16345489335315733,-0.18642191377622538,0.40169145361814385,0.11482299913256716,-0.04399028625089277,0.04796850409115386,0.6012753453811555,0.2680722005916116,0.4356899981762331,-0.1192956454183599,0.24035766094663896,0.24776825668088534,-0.22737218051311642,0.13021922240104583,-0.12494430612853948,0.12137420205306138,-0.17268310857518723,0.08844048853452822,0.45426927428767033,-0.16435034812731783,-0.3014348142370513,0.10095247863727064,0.14409986516049142,-0.11852230507989953,-0.08091260735949163,0.05851783832162209,0.4756587699140147,-0.09416288329391628,-0.4601562483732784,0.13812307837214333,0.10239950353905267,-0.15174023827971547,0.531694630209818,-0.10628932179605893,0.32136152250712646,0.24336333421272904,0.06133381796439978,0.4469250339174282,-0.19518747428414326,0.26141033134721925,-0.08968772758790208,-0.15401856553751098,0.12035240112044858,-0.041020848913740325,0.07396808818093543,0.2546821660852051,0.2296118324548222,-0.21546376276809362,0.3440951244415919,-0.19070775174782534,0.16099046429508743,0.007536559498649675
N_Acc_R,-0.09639630803536815,0.18580284536629546,0.29154216665319427,0.027004706668523067,0.26196772230520343,-0.3355252822679252,1.0,0.2920072976290055,0.3711498262601535,-0.17874101741180545,-0.05050448595813222,0.3333181988953761,0.186822605623699,0.14078649317245198,0.23708350984999396,0.07983167916493751,0.14662335180174094,0.08359322217414791,0.34093809522145857,0.06319602714806849,0.1917879643567511,0.3314121904953707,0.005087698099099085,0.24590229040671094,-0.10648690075640092,-0.1026405333068493,0.042377821737106504,0.24186987662904771,0.37250759844664827,0.11748641962126098,0.3252088738585406,0.5842402705646281,0.11073181367942769,0.02652478611723646,0.5501817966735897,-0.04365828859622478,-0.36167514985984367,0.4116078599286029,-0.019751993411442983,0.21910179638929098,0.3682607104118526,0.4924568495316746,0.5084092130347888,0.06781984931476397,0.00019599726600621673,0.01609581182350781,0.3193343946294462,0.15105175219649652,0.31746247727975085,-0.06348098413292555,0.2835923301100817,0.29947568446832185,0.44668587946490895,0.041266031990589126,0.5314981027332505,0.10243223168709015,0.3405910726920638,0.02361732475018755,0.5808821357540422,-0.04274660510548809,-0.060418907410356555,0.8641524015378452,0.5799624419443538,0.1621071153686427,0.6653904276394639,0.5279254143562147,0.11464079731436444,0.06787158322820142,0.3415132196723028,0.17310180679545922,0.1699889469186333,0.5073363677348166,-0.06444879157333176,-0.09107073325901305,0.4132192217087478,-0.14330399783517936,0.14533273977585673,-0.15036599170312123,0.25383751219913187,-0.3540522941778903,0.2903867451086086,-0.21612769773137744,0.6605240473880504,0.051646534674871646,-0.14686978560685812,0.3977811365748397,0.09063192499608042,0.3663846756671869,-0.0731239177600122,0.3032067832861235,0.19657235200985637,-0.18714680284908286,0.16483765546768228,0.3640138997972826,-0.06645972151591954,0.020545955624465463,0.5612333154019141,0.35791706909493415,0.2146024987831953,-0.16931262975800876,0.4036882175142032,0.46313713133937073,0.09514478281332701,0.22969019047269598,0.3273640392904299,-0.1830387437617019,0.29381757637851835,-0.10083561726193822,-0.0858048838085429,-0.166821883350315,-0.19329088382225998,0.5992800135613552,-0.11729811686009572,0.4841991590833532,0.2809371160179634,0.2518388714165905,0.06792962731127311,0.502691122988936,0.09472896972799881,-0.10358532636034971,0.13745275513649485,-0.0658285956382951,0.16379548559571572,0.08452691478605216,0.11858061117064102
OFCpost_R,-0.15831164614406237,-0.02230331272279585,0.35679010524518767,0.16766357861214487,0.2657055776837905,-0.21224049660792196,0.2920072976290055,1.0,0.8082551883030002,-0.4738464248721064,-0.07613668533174517,0.6428888968437491,0.05714453917691076,0.5717207551938073,0.3990855834157577,0.07610819951743691,0.3079899578897829,0.09023377622870814,0.5359920542776203,0.10179453191712164,0.44726634734063997,0.8305267203949117,-0.04026577564857479,0.4825283503063542,-0.3725939969605005,-0.16640585240764216,-0.2509393739254519,0.38450037767826056,0.5936006406109849,-0.009897247774510762,0.4823696854156945,0.6216721605414748,0.16971395443790493,0.14941574344305483,0.6380700738553636,0.2946027490912111,-0.13206680414773803,0.2472560851060964,0.2433518492844695,-0.2126657055427838,0.6231939180090906,-0.15546373213549597,0.6882587511092614,0.4356682657887867,-0.0553142177858735,0.2256105992293749,0.3414090834026376,-0.07096705909723688,0.7112192683417885,-0.2859731542458355,0.5782609522072089,0.7044610376480841,0.5567806809514353,0.24310232059740733,0.17682909094362953,0.36889512132671365,0.5309845528501105,0.13680756122005625,0.014712355187418868,-0.2662651630188176,-0.09294396605746881,0.3943375129361953,0.34718799167074077,0.23145745837751452,0.30894321973348227,0.47879800849364873,0.132261244084249,-0.1076793803945408,0.3470304826634451,0.429211033600179,0.2206950329050288,0.3039515905483915,-0.41471833177558454,-0.10037726623832251,0.16126890756644485,-0.33234040868881054,0.420485588265154,0.41108721905026996,0.40586985833030215,-0.49502248643409813,0.3029395538112064,-0.33803336793154865,0.3861336347748147,-0.0407892776147682,-0.15996201280767908,0.5951535900751835,0.4804146395889937,0.6956120110776186,0.21316017277971824,0.802418717138079,0.10357598434768464,-0.13351721175213158,0.4005432502880473,0.861836283542401,-0.24457785039654756,-0.2528649578553365,0.7186310007247868,0.28653828928406677,0.21430398785978477,-0.1928038035628512,0.6345783701153803,0.6869201985782911,0.17034614974615717,0.44396976785142384,0.22905249225871838,-0.24155619408277126,0.44149557715110166,-0.26831713547873043,-0.3788880573811093,-0.2477011026328259,-0.32397565879402745,0.2993948689538146,-0.37654120413008585,-0.18767462220267728,0.6264300442389322,0.18086341198013114,0.4264987502452745,0.11471584102356101,0.2702405991621715,-0.1076581038390852,0.4511365459404794,-0.0696168354012908,0.7694868335318649,0.3249477742875321,-0.009272300285791535
Amygdala_R,-0.09574943316657432,0.1930751448755676,0.4010190665588645,0.3916281000429207,0.3492571213687387,-0.07889945275866281,0.3711498262601535,0.8082551883030002,1.0,-0.4940673417951965,0.18125809755823535,0.5568410978750882,0.013402254339901217,0.5669033570515201,0.24510424333734154,0.07395485305578624,-0.0046073866236967425,0.1582460811048326,0.5171668488012217,0.22598278859790796,0.17010496375587025,0.7135523657463246,0.1462029745733661,0.4553726851179558,-0.3405272154717226,-0.03093383366723082,-0.23258845820462934,0.30828583559997974,0.478702877303956,-0.030333501645390948,0.26747320275388164,0.5527852821661902,0.41588821301171164,0.32963338733130815,0.6380857442339739,0.25254301299600973,-0.2766664533776166,0.36635546629486854,0.13985986490855387,0.054120398756769494,0.5748844451498331,-0.11287248388351985,0.5963998597912973,0.49841932989224813,0.11394997457573776,0.23163755977922956,0.33992300187097607,-0.09159263636802384,0.6003236345191736,-0.20621429710771136,0.5635633601476417,0.3910678483631596,0.4827013652419556,0.1946976413267601,0.06829072711869419,0.35341523925492224,0.42986946294906514,0.48780834180864263,0.08959079423304499,-0.24538255578246151,0.010701504349931026,0.47713248214756365,0.3732548244052589,0.34369719816632094,0.2953840269911502,0.35269416641759255,0.07079079472029669,-0.19781260560406677,0.21408619235970988,0.32372392799604804,0.22530172788394212,0.2512286932947931,-0.4421226470014455,0.16935288725848957,0.1658518321764155,-0.2520011663381656,0.4417383165247253,0.21106211396727573,0.30853679845994936,-0.46621430959547233,0.41428514174834974,-0.3358522802897904,0.6057910700871179,-0.17510605974161525,0.14635290574027288,0.5924015721892409,0.5691740593223191,0.6926688090683798,0.4971013619768448,0.7655034425312746,0.27589784784192833,0.09937615037635639,0.3865759364708394,0.6714148409279589,-0.32026064235899504,-0.2498564522049422,0.8100608935577585,0.2292001531336555,0.4665821087903149,-0.193847849145888,0.652233704458344,0.3929235964566591,0.4003756046936839,0.43292621353620586,0.15658308455433304,-0.15167558442228168,0.3252078432105751,0.15859518777190165,-0.3333018426015258,-0.22222090785468168,-0.2885058649564383,0.3781936239349957,-0.5278209629824816,-0.03887437156056636,0.4668824687314915,0.14171919864583885,0.4297277636371278,0.244332971155532,0.3548739278382191,-0.10520754074286774,0.3820211857915036,0.13072783018795628,0.6863249087598291,0.25295426754053907,-0.07053621789131573
Parietal_Inf_R,0.6912879130069722,0.2132370769124158,0.09078098443331162,-0.21407538611570878,-0.025231204724457328,0.39365125726262995,-0.17874101741180545,-0.4738464248721064,-0.4940673417951965,1.0,0.11748879779959992,-0.17494700381249423,0.5703088780783545,0.03046714421669141,-0.07634126887482562,0.3995130721390905,-0.14724825748455453,0.4212594225345157,0.03050348731312576,0.23297711798224943,0.15339157083946955,-0.3700270556932426,0.03912067369980126,-0.4029830031414541,0.5410542543271686,-0.060110432993112806,0.3259630694039627,0.19009955890561966,-0.31474660602018645,0.5393193959389488,-0.02879415583545804,-0.35767861181983035,0.0721756450674524,-0.10356938670896418,-0.07578584603263927,-0.15028962328268697,0.32294647829854817,0.0499535194121503,0.23026248781917116,0.07738395096694162,0.03910893323636551,0.0700356072350083,-0.3335596343690537,-0.08824785580401182,-0.10577330553679634,0.26696063609773674,0.1753385149907735,0.07077970437569665,-0.17830290383679795,0.5468137174995171,-0.104973214936639,-0.21236722881652906,-0.0178877210482258,0.38086725236579183,0.2807050244569645,0.30749269062286133,-0.158563004959173,-0.06957182889277075,0.1027685656848375,0.7016606373974874,0.4220495817921135,-0.2870075407558211,0.018612090811951407,0.06731861966282557,-0.12376634022799753,0.02799684667133494,0.242415167704589,0.2704255152379455,0.04134107163599653,0.2980041794604433,-0.24406951634077134,0.06996190419976538,0.1698265778360176,-0.11547150646935156,0.1828873330090648,0.5646501103426363,0.030257061154089243,0.10569276750558405,-0.01218987272688989,0.5819282501550637,0.1955251986891456,0.73471739045745,-0.24125702241134675,0.7294967436093374,-0.1273096492259176,-0.15965116344968894,-0.3945962416853265,-0.2723956811961375,-0.21370745635346564,-0.42581586526182014,-0.06349751071993415,0.05349366072566005,0.039299435049901625,-0.295018950977964,0.5256154934553116,0.6936337309641702,-0.26837914921787775,0.2785382256134436,-0.14469100100876436,0.4105579718281688,-0.059094415272488196,-0.27057198468306515,0.03994033103957184,0.11269139884282323,0.30070118897394443,0.623339016181016,0.14317968642031095,0.14613488589343007,0.8351085328125779,0.21033397500092568,0.8417098583372821,-0.07320675714292475,0.7893071543142591,0.20882222646458642,-0.23254878485927566,0.4202691032982997,-0.14176396289444546,0.09050593883905327,0.1767224317644315,0.003914343247895554,0.03784501082223855,0.19235501938317318,-0.31419331635058884,0.36647586767147167,0.3374400636501513
